year,test_rows,kept_rows,real_yield_rank250_le_q20,events,pf_x4,pf_x6,total_x4,total_x6,win_rate_x4,median_x4,avg_x4,scope_type,scope_value,macro_feature,macro_gate,overlay_name,london_range_ge_q40,prior_day_range_ge_q30,us10y_rank250_le_q30,london_range_ge_q60,prior_day_range_ge_q25,us10y_rank250_le_q20,real_yield_z60_le_q20,oil_rank250_le_q30,real_yield_ret_1_le_q30,dxy_ret_5_le_q30,dxy_chg_5_le_q30,real_yield_chg_5_le_q30,us10y_ret_5_le_q30,us10y_chg_5_le_q30,spx_chg_5_ge_q70
2026,8,0,,,,,,,,,,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,dxy_ret_5,dxy_ret_5_le_q30,london_q40_prior_q30,11.519999999999982,15.55599999999995,,,,,,,,-0.002747521379852,,,,,
2023,50,14,,14.0,2.1263282304637396,0.7968801306034867,8.043200000000002,-1.756799999999994,0.8571428571428571,1.0407100000000002,0.5745142857142859,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,dxy_chg_5,dxy_chg_5_le_q30,london_q40_prior_q30,8.876000000000024,9.868999999999906,,,,,,,,,-0.23555000000000062,,,,
2024,50,2,,2.0,inf,inf,2.2991400000000004,0.8991400000000008,1.0,1.1495700000000002,1.1495700000000002,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,dxy_chg_5,dxy_chg_5_le_q30,london_q40_prior_q30,9.139999999999967,11.819999999999936,,,,,,,,,-0.4262999999999977,,,,
2025,38,14,,14.0,inf,inf,87.01744,77.21744,1.0,5.122859999999999,6.2155314285714285,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,dxy_chg_5,dxy_chg_5_le_q30,london_q40_prior_q30,10.64799999999991,15.211999999999808,,,,,,,,,-0.24969000000000816,,,,
2026,8,0,,,,,,,,,,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,dxy_chg_5,dxy_chg_5_le_q30,london_q40_prior_q30,11.519999999999982,15.55599999999995,,,,,,,,,-0.3427999999999969,,,,
2023,50,14,,14.0,2.1263282304637396,0.7968801306034867,8.043200000000002,-1.756799999999994,0.8571428571428571,1.0407100000000002,0.5745142857142859,family,london_oneway_continuation,dxy_chg_5,dxy_chg_5_le_q30,london_q40_prior_q30,8.876000000000024,9.868999999999906,,,,,,,,,-0.23555000000000062,,,,
2024,50,2,,2.0,inf,inf,2.2991400000000004,0.8991400000000008,1.0,1.1495700000000002,1.1495700000000002,family,london_oneway_continuation,dxy_chg_5,dxy_chg_5_le_q30,london_q40_prior_q30,9.139999999999967,11.819999999999936,,,,,,,,,-0.4262999999999977,,,,
2025,38,14,,14.0,inf,inf,87.01744,77.21744,1.0,5.122859999999999,6.2155314285714285,family,london_oneway_continuation,dxy_chg_5,dxy_chg_5_le_q30,london_q40_prior_q30,10.64799999999991,15.211999999999808,,,,,,,,,-0.24969000000000816,,,,
2026,8,0,,,,,,,,,,family,london_oneway_continuation,dxy_chg_5,dxy_chg_5_le_q30,london_q40_prior_q30,11.519999999999982,15.55599999999995,,,,,,,,,-0.3427999999999969,,,,
2023,50,6,,6.0,inf,inf,12.130299999999998,7.930300000000003,1.0,2.04229,2.0217166666666664,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,real_yield_chg_5,real_yield_chg_5_le_q30,london_q40_prior_q30,8.876000000000024,9.868999999999906,,,,,,,,,,-0.03700000000000001,,,
2024,50,8,,8.0,0.92238495936914,0.4569580878925289,-0.8070799999999974,-6.407079999999997,0.75,1.314355,-0.10088499999999967,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,real_yield_chg_5,real_yield_chg_5_le_q30,london_q40_prior_q30,9.139999999999967,11.819999999999936,,,,,,,,,,-0.04,,,
2025,38,16,,16.0,inf,inf,77.58315999999999,66.38316,1.0,3.53457,4.8489474999999995,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,real_yield_chg_5,real_yield_chg_5_le_q30,london_q40_prior_q30,10.64799999999991,15.211999999999808,,,,,,,,,,-0.03,,,
2026,8,0,,,,,,,,,,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,real_yield_chg_5,real_yield_chg_5_le_q30,london_q40_prior_q30,11.519999999999982,15.55599999999995,,,,,,,,,,-0.0399999999999998,,,
2023,50,2,,2.0,inf,inf,2.30258,0.9025800000000004,1.0,1.15129,1.15129,family,london_oneway_continuation,real_yield_ret_1,real_yield_ret_1_le_q30,london_q60_prior_q25,,,,11.527999999999974,5.41250000000008,,,,-0.036182336182336135,,,,,,
2024,50,10,,10.0,0.8208626244169834,0.2671371184470131,-1.862759999999998,-8.862759999999996,0.8,0.69529,-0.1862759999999998,family,london_oneway_continuation,real_yield_ret_1,real_yield_ret_1_le_q30,london_q60_prior_q25,,,,11.387999999999964,10.134999999999932,,,,-0.0126582278481012,,,,,,
2025,38,6,,6.0,inf,inf,45.01286,40.81286,1.0,4.459860000000001,7.502143333333334,family,london_oneway_continuation,real_yield_ret_1,real_yield_ret_1_le_q30,london_q60_prior_q25,,,,13.072000000000205,12.740000000000007,,,,-0.011913839736696276,,,,,,
2026,8,4,,4.0,inf,inf,43.95058,41.150580000000005,1.0,10.987645,10.987645,family,london_oneway_continuation,real_yield_ret_1,real_yield_ret_1_le_q30,london_q60_prior_q25,,,,15.150000000000093,13.519999999999982,,,,-0.010204081632653,,,,,,
2023,50,6,,6.0,inf,inf,12.130299999999998,7.930300000000003,1.0,2.04229,2.0217166666666664,family,london_oneway_continuation,real_yield_chg_5,real_yield_chg_5_le_q30,london_q40_prior_q30,8.876000000000024,9.868999999999906,,,,,,,,,,-0.03700000000000001,,,
2024,50,8,,8.0,0.92238495936914,0.4569580878925289,-0.8070799999999974,-6.407079999999997,0.75,1.314355,-0.10088499999999967,family,london_oneway_continuation,real_yield_chg_5,real_yield_chg_5_le_q30,london_q40_prior_q30,9.139999999999967,11.819999999999936,,,,,,,,,,-0.04,,,
2025,38,16,,16.0,inf,inf,77.58315999999999,66.38316,1.0,3.53457,4.8489474999999995,family,london_oneway_continuation,real_yield_chg_5,real_yield_chg_5_le_q30,london_q40_prior_q30,10.64799999999991,15.211999999999808,,,,,,,,,,-0.03,,,
2026,8,0,,,,,,,,,,family,london_oneway_continuation,real_yield_chg_5,real_yield_chg_5_le_q30,london_q40_prior_q30,11.519999999999982,15.55599999999995,,,,,,,,,,-0.0399999999999998,,,
2023,50,4,,4.0,inf,inf,8.04572,5.245720000000002,1.0,2.01143,2.01143,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,us10y_ret_5,us10y_ret_5_le_q30,london_q40_prior_q30,8.876000000000024,9.868999999999906,,,,,,,,,,,-0.013823028927963589,,
2024,50,16,,16.0,2.481400201952205,1.3563452981311188,15.404340000000005,4.204340000000004,0.875,1.314355,0.9627712500000003,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,us10y_ret_5,us10y_ret_5_le_q30,london_q40_prior_q30,9.139999999999967,11.819999999999936,,,,,,,,,,,-0.01131221719457,,
2025,38,10,,10.0,inf,inf,59.2326,52.232600000000005,1.0,4.459860000000001,5.92326,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,us10y_ret_5,us10y_ret_5_le_q30,london_q40_prior_q30,10.64799999999991,15.211999999999808,,,,,,,,,,,-0.011571235251828871,,
2026,8,0,,,,,,,,,,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,us10y_ret_5,us10y_ret_5_le_q30,london_q40_prior_q30,11.519999999999982,15.55599999999995,,,,,,,,,,,-0.01131221719457,,
2023,50,4,,4.0,inf,inf,8.04572,5.245720000000002,1.0,2.01143,2.01143,family,london_oneway_continuation,us10y_ret_5,us10y_ret_5_le_q30,london_q40_prior_q30,8.876000000000024,9.868999999999906,,,,,,,,,,,-0.013823028927963589,,
2024,50,16,,16.0,2.481400201952205,1.3563452981311188,15.404340000000005,4.204340000000004,0.875,1.314355,0.9627712500000003,family,london_oneway_continuation,us10y_ret_5,us10y_ret_5_le_q30,london_q40_prior_q30,9.139999999999967,11.819999999999936,,,,,,,,,,,-0.01131221719457,,
2025,38,10,,10.0,inf,inf,59.2326,52.232600000000005,1.0,4.459860000000001,5.92326,family,london_oneway_continuation,us10y_ret_5,us10y_ret_5_le_q30,london_q40_prior_q30,10.64799999999991,15.211999999999808,,,,,,,,,,,-0.011571235251828871,,
2026,8,0,,,,,,,,,,family,london_oneway_continuation,us10y_ret_5,us10y_ret_5_le_q30,london_q40_prior_q30,11.519999999999982,15.55599999999995,,,,,,,,,,,-0.01131221719457,,
2023,50,4,,4.0,inf,inf,7.480860000000002,4.680860000000002,1.0,1.8702150000000004,1.8702150000000004,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,us10y_chg_5,us10y_chg_5_le_q30,london_q60_prior_q25,,,,11.527999999999974,5.41250000000008,,,,,,,,,-0.04399999999999967,
2024,50,14,,14.0,2.2527960763571673,1.2735262957155573,13.027200000000004,3.2272000000000025,0.8571428571428571,1.44014,0.930514285714286,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,us10y_chg_5,us10y_chg_5_le_q30,london_q60_prior_q25,,,,11.387999999999964,10.134999999999932,,,,,,,,,-0.0499999999999998,
2025,38,10,,10.0,inf,inf,59.2326,52.232600000000005,1.0,4.459860000000001,5.92326,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,us10y_chg_5,us10y_chg_5_le_q30,london_q60_prior_q25,,,,13.072000000000205,12.740000000000007,,,,,,,,,-0.0499999999999998,
2026,8,0,,,,,,,,,,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,us10y_chg_5,us10y_chg_5_le_q30,london_q60_prior_q25,,,,15.150000000000093,13.519999999999982,,,,,,,,,-0.0499999999999998,
2023,50,2,,2.0,inf,inf,2.30258,0.9025800000000004,1.0,1.15129,1.15129,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,real_yield_ret_1,real_yield_ret_1_le_q30,london_q60_prior_q25,,,,11.527999999999974,5.41250000000008,,,,-0.036182336182336135,,,,,,
2024,50,10,,10.0,0.8208626244169834,0.2671371184470131,-1.862759999999998,-8.862759999999996,0.8,0.69529,-0.1862759999999998,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,real_yield_ret_1,real_yield_ret_1_le_q30,london_q60_prior_q25,,,,11.387999999999964,10.134999999999932,,,,-0.0126582278481012,,,,,,
2025,38,6,,6.0,inf,inf,45.01286,40.81286,1.0,4.459860000000001,7.502143333333334,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,real_yield_ret_1,real_yield_ret_1_le_q30,london_q60_prior_q25,,,,13.072000000000205,12.740000000000007,,,,-0.011913839736696276,,,,,,
2026,8,4,,4.0,inf,inf,43.95058,41.150580000000005,1.0,10.987645,10.987645,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,real_yield_ret_1,real_yield_ret_1_le_q30,london_q60_prior_q25,,,,15.150000000000093,13.519999999999982,,,,-0.010204081632653,,,,,,
2023,50,4,,4.0,inf,inf,7.480860000000002,4.680860000000002,1.0,1.8702150000000004,1.8702150000000004,family,london_oneway_continuation,us10y_chg_5,us10y_chg_5_le_q30,london_q60_prior_q25,,,,11.527999999999974,5.41250000000008,,,,,,,,,-0.04399999999999967,
2024,50,14,,14.0,2.2527960763571673,1.2735262957155573,13.027200000000004,3.2272000000000025,0.8571428571428571,1.44014,0.930514285714286,family,london_oneway_continuation,us10y_chg_5,us10y_chg_5_le_q30,london_q60_prior_q25,,,,11.387999999999964,10.134999999999932,,,,,,,,,-0.0499999999999998,
2025,38,10,,10.0,inf,inf,59.2326,52.232600000000005,1.0,4.459860000000001,5.92326,family,london_oneway_continuation,us10y_chg_5,us10y_chg_5_le_q30,london_q60_prior_q25,,,,13.072000000000205,12.740000000000007,,,,,,,,,-0.0499999999999998,
2026,8,0,,,,,,,,,,family,london_oneway_continuation,us10y_chg_5,us10y_chg_5_le_q30,london_q60_prior_q25,,,,15.150000000000093,13.519999999999982,,,,,,,,,-0.0499999999999998,
2023,50,2,,2.0,inf,inf,4.232,2.8320000000000007,1.0,2.116,2.116,family,london_oneway_continuation,us10y_ret_5,us10y_ret_5_le_q30,london_q60_prior_q25,,,,11.527999999999974,5.41250000000008,,,,,,,,-0.013823028927963589,,
2024,50,14,,14.0,2.2527960763571673,1.2735262957155573,13.027200000000004,3.2272000000000025,0.8571428571428571,1.44014,0.930514285714286,family,london_oneway_continuation,us10y_ret_5,us10y_ret_5_le_q30,london_q60_prior_q25,,,,11.387999999999964,10.134999999999932,,,,,,,,-0.01131221719457,,
2025,38,10,,10.0,inf,inf,59.2326,52.232600000000005,1.0,4.459860000000001,5.92326,family,london_oneway_continuation,us10y_ret_5,us10y_ret_5_le_q30,london_q60_prior_q25,,,,13.072000000000205,12.740000000000007,,,,,,,,-0.011571235251828871,,
2026,8,0,,,,,,,,,,family,london_oneway_continuation,us10y_ret_5,us10y_ret_5_le_q30,london_q60_prior_q25,,,,15.150000000000093,13.519999999999982,,,,,,,,-0.01131221719457,,
2023,50,4,,4.0,inf,inf,8.31658,5.516580000000001,1.0,2.079145,2.079145,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,real_yield_chg_5,real_yield_chg_5_le_q30,london_q60_prior_q25,,,,11.527999999999974,5.41250000000008,,,,,,,-0.03700000000000001,,,
2024,50,6,,6.0,0.6937808337741022,0.37413908547696756,-3.184219999999998,-7.384219999999997,0.6666666666666666,1.44014,-0.530703333333333,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,real_yield_chg_5,real_yield_chg_5_le_q30,london_q60_prior_q25,,,,11.387999999999964,10.134999999999932,,,,,,,-0.04,,,
2025,38,16,,16.0,inf,inf,77.58315999999999,66.38316,1.0,3.53457,4.8489474999999995,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,real_yield_chg_5,real_yield_chg_5_le_q30,london_q60_prior_q25,,,,13.072000000000205,12.740000000000007,,,,,,,-0.03,,,
2026,8,0,,,,,,,,,,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,real_yield_chg_5,real_yield_chg_5_le_q30,london_q60_prior_q25,,,,15.150000000000093,13.519999999999982,,,,,,,-0.0399999999999998,,,
2023,50,4,,4.0,inf,inf,8.31658,5.516580000000001,1.0,2.079145,2.079145,family,london_oneway_continuation,real_yield_chg_5,real_yield_chg_5_le_q30,london_q60_prior_q25,,,,11.527999999999974,5.41250000000008,,,,,,,-0.03700000000000001,,,
2024,50,6,,6.0,0.6937808337741022,0.37413908547696756,-3.184219999999998,-7.384219999999997,0.6666666666666666,1.44014,-0.530703333333333,family,london_oneway_continuation,real_yield_chg_5,real_yield_chg_5_le_q30,london_q60_prior_q25,,,,11.387999999999964,10.134999999999932,,,,,,,-0.04,,,
2025,38,16,,16.0,inf,inf,77.58315999999999,66.38316,1.0,3.53457,4.8489474999999995,family,london_oneway_continuation,real_yield_chg_5,real_yield_chg_5_le_q30,london_q60_prior_q25,,,,13.072000000000205,12.740000000000007,,,,,,,-0.03,,,
2026,8,0,,,,,,,,,,family,london_oneway_continuation,real_yield_chg_5,real_yield_chg_5_le_q30,london_q60_prior_q25,,,,15.150000000000093,13.519999999999982,,,,,,,-0.0399999999999998,,,
2023,50,2,,2.0,inf,inf,4.232,2.8320000000000007,1.0,2.116,2.116,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,us10y_ret_5,us10y_ret_5_le_q30,london_q60_prior_q25,,,,11.527999999999974,5.41250000000008,,,,,,,,-0.013823028927963589,,
2024,50,14,,14.0,2.2527960763571673,1.2735262957155573,13.027200000000004,3.2272000000000025,0.8571428571428571,1.44014,0.930514285714286,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,us10y_ret_5,us10y_ret_5_le_q30,london_q60_prior_q25,,,,11.387999999999964,10.134999999999932,,,,,,,,-0.01131221719457,,
2025,38,10,,10.0,inf,inf,59.2326,52.232600000000005,1.0,4.459860000000001,5.92326,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,us10y_ret_5,us10y_ret_5_le_q30,london_q60_prior_q25,,,,13.072000000000205,12.740000000000007,,,,,,,,-0.011571235251828871,,
2026,8,0,,,,,,,,,,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,us10y_ret_5,us10y_ret_5_le_q30,london_q60_prior_q25,,,,15.150000000000093,13.519999999999982,,,,,,,,-0.01131221719457,,
2023,50,10,,10.0,inf,49.76981481481585,12.267140000000001,5.267140000000005,1.0,1.0471400000000002,1.226714,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,spx_chg_5,spx_chg_5_ge_q70,london_q40_prior_q30,8.876000000000024,9.868999999999906,,,,,,,,,,,,,45.885
2024,50,12,,12.0,1.8516670673654854,1.0386540661948556,8.85606,0.45606000000000435,0.8333333333333334,1.5010000000000001,0.7380049999999999,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,spx_chg_5,spx_chg_5_ge_q70,london_q40_prior_q30,9.139999999999967,11.819999999999936,,,,,,,,,,,,,65.14000000000033
2025,38,8,,8.0,inf,inf,50.15858,44.558580000000006,1.0,3.9849999999999994,6.2698225,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,spx_chg_5,spx_chg_5_ge_q70,london_q40_prior_q30,10.64799999999991,15.211999999999808,,,,,,,,,,,,,61.52399999999999
2026,8,0,,,,,,,,,,candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,spx_chg_5,spx_chg_5_ge_q70,london_q40_prior_q30,11.519999999999982,15.55599999999995,,,,,,,,,,,,,60.55999999999949
2023,50,10,,10.0,inf,49.76981481481585,12.267140000000001,5.267140000000005,1.0,1.0471400000000002,1.226714,family,london_oneway_continuation,spx_chg_5,spx_chg_5_ge_q70,london_q60_prior_q25,,,,11.527999999999974,5.41250000000008,,,,,,,,,,45.885
2024,50,12,,12.0,1.8516670673654854,1.0386540661948556,8.85606,0.45606000000000435,0.8333333333333334,1.5010000000000001,0.7380049999999999,family,london_oneway_continuation,spx_chg_5,spx_chg_5_ge_q70,london_q60_prior_q25,,,,11.387999999999964,10.134999999999932,,,,,,,,,,65.14000000000033
2025,38,8,,8.0,inf,inf,50.15858,44.558580000000006,1.0,3.9849999999999994,6.2698225,family,london_oneway_continuation,spx_chg_5,spx_chg_5_ge_q70,london_q60_prior_q25,,,,13.072000000000205,12.740000000000007,,,,,,,,,,61.52399999999999
2026,8,0,,,,,,,,,,family,london_oneway_continuation,spx_chg_5,spx_chg_5_ge_q70,london_q60_prior_q25,,,,15.150000000000093,13.519999999999982,,,,,,,,,,60.55999999999949
