period,events,total,avg,median,wr,pf,dd,pos_years,years,pos_quarters,quarters,months
london,417,287.92,0.690456,0.6,0.529976,1.140347,-217.77,2,5,10,17,50
new_york,341,883.17,2.589941,1.13,0.524927,1.35079,-212.64,4,5,13,17,50
