signal_i,entry_i,exit_i,signal_dt,entry_dt,exit_target_dt,session,hour,signal_open,signal_high,signal_low,signal_close,pdh,pdl,prev_range,break_above_pdh,close_above_pdh,variant,side,status,entry_price,entry_price_source,exit_price,gross_ret,net_x1,net_x2,net_x4,mfe,mae,minutes_observed
82091,82092,82124,2025-08-18 07:15:00+00:00,2025-08-18 07:30:00+00:00,2025-08-18 15:30:00+00:00,london,7,3348.03,3350.86,3347.95,3350.71,3348.5,3332.03,16.4699999999998,2.36,2.21,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3350.75,m15_exact_open,3346.05,-4.7,-5.05,-5.4,-6.1,7.45,6.4,480
82201,82202,82234,2025-08-19 10:45:00+00:00,2025-08-19 11:00:00+00:00,2025-08-19 19:00:00+00:00,london,10,3339.0,3340.26,3337.36,3340.16,3338.77,3332.75,6.019999999999982,1.49,1.39,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3340.15,m15_exact_open,3323.27,-16.88,-17.23,-17.58,-18.28,4.91,19.34,480
82416,82417,82449,2025-08-21 16:30:00+00:00,2025-08-21 16:45:00+00:00,2025-08-22 00:45:00+00:00,new_york,16,3341.78,3346.77,3341.66,3346.77,3345.06,3314.69,30.36999999999989,1.71,1.71,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3346.81,m15_exact_open,3339.0,-7.81,-8.16,-8.51,-9.21,1.05,10.38,480
82671,82672,82704,2025-08-26 07:00:00+00:00,2025-08-26 07:15:00+00:00,2025-08-26 15:15:00+00:00,london,7,3372.99,3373.55,3371.84,3372.9,3372.09,3365.88,6.210000000000036,1.46,0.81,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3372.86,m15_exact_open,3377.87,5.01,4.66,4.31,3.61,7.36,5.77,480
82707,82708,82740,2025-08-26 16:00:00+00:00,2025-08-26 16:15:00+00:00,2025-08-27 00:15:00+00:00,new_york,16,3378.15,3378.24,3371.04,3372.97,3372.09,3365.88,6.210000000000036,6.15,0.88,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3372.98,m15_exact_open,3392.21,19.23,18.88,18.53,17.83,20.56,2.6,480
82767,82768,82800,2025-08-27 07:00:00+00:00,2025-08-27 07:15:00+00:00,2025-08-27 15:15:00+00:00,london,7,3382.37,3383.25,3380.56,3381.12,3376.22,3359.83,16.389999999999873,7.03,4.9,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3381.14,m15_exact_open,3376.97,-4.17,-4.52,-4.87,-5.57,4.29,7.34,480
82803,82804,82836,2025-08-27 16:00:00+00:00,2025-08-27 16:15:00+00:00,2025-08-28 00:15:00+00:00,new_york,16,3381.29,3382.74,3380.04,3380.91,3376.22,3359.83,16.389999999999873,6.52,4.69,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3380.9,m15_exact_open,3397.73,16.83,16.48,16.13,15.43,18.2,5.34,480
82874,82875,82907,2025-08-28 09:45:00+00:00,2025-08-28 10:00:00+00:00,2025-08-28 18:00:00+00:00,london,9,3389.93,3395.94,3389.8,3395.0,3393.54,3351.34,42.19999999999982,2.4,1.46,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3394.98,m15_exact_open,3412.14,17.16,16.81,16.46,15.76,18.47,1.21,480
82959,82960,82992,2025-08-29 07:00:00+00:00,2025-08-29 07:15:00+00:00,2025-08-29 15:15:00+00:00,london,7,3412.63,3412.93,3410.7,3411.28,3398.85,3373.8,25.049999999999727,14.08,12.43,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3411.27,m15_exact_open,3408.42,-2.85,-3.2,-3.55,-4.25,3.57,7.11,480
82995,82996,83028,2025-08-29 16:00:00+00:00,2025-08-29 16:15:00+00:00,2025-08-31 23:00:00+00:00,new_york,16,3413.59,3417.84,3413.46,3417.25,3398.85,3373.8,25.049999999999727,18.99,18.4,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3417.28,m15_exact_open,3445.45,28.17,27.82,27.47,26.77,36.59,0.88,3285
83060,83061,83093,2025-09-01 07:00:00+00:00,2025-09-01 07:15:00+00:00,2025-09-01 15:15:00+00:00,london,7,3474.5,3475.69,3473.62,3474.36,3453.87,3404.16,49.710000000000036,21.82,20.49,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3474.32,m15_exact_open,3470.23,-4.09,-4.44,-4.79,-5.49,15.56,7.93,480
83096,83097,83129,2025-09-01 16:00:00+00:00,2025-09-01 16:15:00+00:00,2025-09-02 01:30:00+00:00,new_york,16,3469.82,3470.72,3468.95,3469.95,3453.87,3404.16,49.710000000000036,16.85,16.08,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3469.92,m15_exact_open,3477.67,7.75,7.4,7.05,6.35,11.64,-2.42,555
83151,83152,83184,2025-09-02 07:00:00+00:00,2025-09-02 07:15:00+00:00,2025-09-02 15:15:00+00:00,london,7,3492.88,3495.99,3492.69,3495.17,3452.54,3442.47,10.070000000000164,43.45,42.63,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3495.21,m15_exact_open,3489.42,-5.79,-6.14,-6.49,-7.19,3.16,25.13,480
83187,83188,83220,2025-09-02 16:00:00+00:00,2025-09-02 16:15:00+00:00,2025-09-03 00:15:00+00:00,new_york,16,3478.48,3487.09,3476.64,3482.07,3452.54,3442.47,10.070000000000164,34.55,29.53,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3482.11,m15_exact_open,3528.44,46.33,45.98,45.63,44.93,58.08,3.15,480
83247,83248,83280,2025-09-03 07:00:00+00:00,2025-09-03 07:15:00+00:00,2025-09-03 15:15:00+00:00,london,7,3532.04,3533.08,3530.5,3530.79,3489.88,3437.14,52.74000000000024,43.2,40.91,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3530.74,m15_exact_open,3544.3,13.56,13.21,12.86,12.16,18.87,3.71,480
83283,83284,83316,2025-09-03 16:00:00+00:00,2025-09-03 16:15:00+00:00,2025-09-04 00:15:00+00:00,new_york,16,3545.17,3551.46,3545.17,3551.02,3489.88,3437.14,52.74000000000024,61.58,61.14,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3550.98,m15_exact_open,3555.58,4.6,4.25,3.9,3.2,27.49,1.5,480
83359,83360,83392,2025-09-04 11:00:00+00:00,2025-09-04 11:15:00+00:00,2025-09-04 19:15:00+00:00,london,11,3538.59,3543.32,3538.59,3543.05,3540.19,3470.08,70.11000000000013,3.13,2.86,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3543.07,m15_exact_open,3553.97,10.9,10.55,10.2,9.5,15.74,7.99,480
83474,83475,83507,2025-09-05 15:45:00+00:00,2025-09-05 16:00:00+00:00,2025-09-06 00:00:00+00:00,new_york,15,3574.19,3586.79,3572.26,3579.79,3578.47,3526.36,52.10999999999967,8.32,1.32,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3579.85,m15_exact_open,3587.22,7.37,7.02,6.67,5.97,20.25,6.8,474
83553,83554,83586,2025-09-08 10:15:00+00:00,2025-09-08 10:30:00+00:00,2025-09-08 18:30:00+00:00,london,10,3597.02,3606.1,3596.39,3606.08,3600.1,3539.81,60.289999999999964,6.0,5.98,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3606.1,m15_exact_open,3636.61,30.51,30.16,29.81,29.11,40.25,-0.39,480
83636,83637,83669,2025-09-09 07:00:00+00:00,2025-09-09 07:15:00+00:00,2025-09-09 15:15:00+00:00,london,7,3646.48,3646.72,3644.26,3646.21,3596.78,3578.53,18.25,49.94,49.43,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3646.13,m15_exact_open,3653.86,7.73,7.38,7.03,6.33,13.18,9.54,480
83672,83673,83705,2025-09-09 16:00:00+00:00,2025-09-09 16:15:00+00:00,2025-09-10 00:15:00+00:00,new_york,16,3645.49,3648.9,3644.44,3646.51,3596.78,3578.53,18.25,52.12,49.73,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3646.52,m15_exact_open,3638.83,-7.69,-8.04,-8.39,-9.09,27.83,20.93,480
83745,83746,83778,2025-09-10 10:15:00+00:00,2025-09-10 10:30:00+00:00,2025-09-10 18:30:00+00:00,london,10,3641.58,3647.48,3640.97,3647.3,3646.35,3578.53,67.81999999999971,1.13,0.95,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3647.29,m15_exact_open,3645.86,-1.43,-1.78,-2.13,-2.83,10.28,8.85,480
84064,84065,84097,2025-09-15 16:45:00+00:00,2025-09-15 17:00:00+00:00,2025-09-16 01:00:00+00:00,new_york,16,3653.14,3664.32,3652.75,3663.49,3656.64,3630.57,26.06999999999971,7.68,6.85,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3663.52,m15_exact_open,3681.0,17.48,17.13,16.78,16.08,22.06,9.67,480
84121,84122,84154,2025-09-16 07:00:00+00:00,2025-09-16 07:15:00+00:00,2025-09-16 15:15:00+00:00,london,7,3681.47,3682.05,3680.58,3681.5,3646.47,3639.69,6.779999999999745,35.58,35.03,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3681.52,m15_exact_open,3693.12,11.6,11.25,10.9,10.2,17.96,1.32,480
84157,84158,84190,2025-09-16 16:00:00+00:00,2025-09-16 16:15:00+00:00,2025-09-17 00:15:00+00:00,new_york,16,3689.61,3690.62,3687.38,3687.94,3646.47,3639.69,6.779999999999745,44.15,41.47,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3687.91,m15_exact_open,3694.24,6.33,5.98,5.63,4.93,15.24,9.04,480
84510,84511,84543,2025-09-22 07:00:00+00:00,2025-09-22 07:15:00+00:00,2025-09-22 15:15:00+00:00,london,7,3695.32,3697.48,3694.79,3695.86,3685.2,3631.97,53.23000000000002,12.28,10.66,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3695.83,m15_exact_open,3722.22,26.39,26.04,25.69,24.99,32.4,5.7,480
84546,84547,84579,2025-09-22 16:00:00+00:00,2025-09-22 16:15:00+00:00,2025-09-23 00:15:00+00:00,new_york,16,3715.96,3723.19,3715.6,3721.19,3685.2,3631.97,53.23000000000002,37.99,35.99,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3721.27,m15_exact_open,3743.18,21.91,21.56,21.21,20.51,27.48,7.41,480
84606,84607,84639,2025-09-23 07:00:00+00:00,2025-09-23 07:15:00+00:00,2025-09-23 15:15:00+00:00,london,7,3744.27,3747.21,3744.21,3747.09,3692.4,3683.7,8.700000000000273,54.81,54.69,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3747.1,m15_exact_open,3781.36,34.26,33.91,33.56,32.86,44.03,4.03,480
84642,84643,84675,2025-09-23 16:00:00+00:00,2025-09-23 16:15:00+00:00,2025-09-24 00:15:00+00:00,new_york,16,3784.19,3785.4,3782.6,3784.48,3692.4,3683.7,8.700000000000273,93.0,92.08,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3784.64,m15_exact_open,3768.01,-16.63,-16.98,-17.33,-18.03,3.98,33.08,480
84702,84703,84735,2025-09-24 07:00:00+00:00,2025-09-24 07:15:00+00:00,2025-09-24 15:15:00+00:00,london,7,3765.13,3766.41,3763.39,3765.62,3748.75,3683.7,65.05000000000018,17.66,16.87,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3765.65,m15_exact_open,3766.63,0.98,0.63,0.28,-0.42,13.37,6.13,480
84738,84739,84771,2025-09-24 16:00:00+00:00,2025-09-24 16:15:00+00:00,2025-09-25 00:15:00+00:00,new_york,16,3765.19,3769.79,3764.7,3768.25,3748.75,3683.7,65.05000000000018,21.04,19.5,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3768.36,m15_exact_open,3741.19,-27.17,-27.52,-27.87,-28.57,4.52,51.01,480
84995,84996,85028,2025-09-29 07:00:00+00:00,2025-09-29 07:15:00+00:00,2025-09-29 15:15:00+00:00,london,7,3797.3,3797.52,3793.39,3793.39,3783.84,3734.6,49.24000000000024,13.68,9.55,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3793.4,m15_exact_open,3823.8,30.4,30.05,29.7,29.0,37.98,0.43,480
85031,85032,85064,2025-09-29 16:00:00+00:00,2025-09-29 16:15:00+00:00,2025-09-30 00:15:00+00:00,new_york,16,3816.34,3818.61,3811.49,3816.29,3783.84,3734.6,49.24000000000024,34.77,32.45,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3816.27,m15_exact_open,3830.21,13.94,13.59,13.24,12.54,17.75,-0.39,480
85091,85092,85124,2025-09-30 07:00:00+00:00,2025-09-30 07:15:00+00:00,2025-09-30 15:15:00+00:00,london,7,3865.29,3867.06,3862.53,3864.93,3770.98,3756.35,14.63000000000011,96.08,93.95,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3864.95,m15_exact_open,3815.21,-49.74,-50.09,-50.44,-51.14,6.52,71.97,480
85127,85128,85160,2025-09-30 16:00:00+00:00,2025-09-30 16:15:00+00:00,2025-10-01 00:15:00+00:00,new_york,16,3814.62,3821.47,3813.6,3819.21,3770.98,3756.35,14.63000000000011,50.49,48.23,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3819.2,m15_exact_open,3861.64,42.44,42.09,41.74,41.04,42.85,7.94,480
85187,85188,85220,2025-10-01 07:00:00+00:00,2025-10-01 07:15:00+00:00,2025-10-01 15:15:00+00:00,london,7,3862.59,3863.65,3860.52,3862.89,3834.02,3756.35,77.67000000000007,29.63,28.87,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3862.91,m15_exact_open,3890.72,27.81,27.46,27.11,26.41,32.32,9.75,480
85223,85224,85256,2025-10-01 16:00:00+00:00,2025-10-01 16:15:00+00:00,2025-10-02 00:15:00+00:00,new_york,16,3876.5,3876.82,3864.39,3870.51,3834.02,3756.35,77.67000000000007,42.8,36.49,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3870.65,m15_exact_open,3862.21,-8.44,-8.79,-9.14,-9.84,7.92,15.99,480
85292,85293,85325,2025-10-02 09:15:00+00:00,2025-10-02 09:30:00+00:00,2025-10-02 17:30:00+00:00,london,9,3867.11,3872.66,3866.42,3872.52,3871.47,3792.98,78.48999999999978,1.19,1.05,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3872.51,m15_exact_open,3865.59,-6.92,-7.27,-7.62,-8.32,24.13,14.76,480
85480,85481,85513,2025-10-06 07:00:00+00:00,2025-10-06 07:15:00+00:00,2025-10-06 15:15:00+00:00,london,7,3928.92,3931.85,3928.01,3929.98,3891.38,3837.93,53.45000000000027,40.47,38.6,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3929.97,m15_exact_open,3939.72,9.75,9.4,9.05,8.35,19.45,7.55,480
85516,85517,85549,2025-10-06 16:00:00+00:00,2025-10-06 16:15:00+00:00,2025-10-07 00:15:00+00:00,new_york,16,3932.08,3938.4,3931.05,3934.76,3891.38,3837.93,53.45000000000027,47.02,43.38,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3934.69,m15_exact_open,3966.01,31.32,30.97,30.62,29.92,34.98,7.58,480
85576,85577,85609,2025-10-07 07:00:00+00:00,2025-10-07 07:15:00+00:00,2025-10-07 15:15:00+00:00,london,7,3972.52,3974.42,3971.2,3972.77,3901.18,3883.91,17.269999999999982,73.24,71.59,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3972.78,m15_exact_open,3971.65,-1.13,-1.48,-1.83,-2.53,3.93,32.05,480
85612,85613,85645,2025-10-07 16:00:00+00:00,2025-10-07 16:15:00+00:00,2025-10-08 00:15:00+00:00,new_york,16,3973.69,3979.92,3971.37,3979.36,3901.18,3883.91,17.269999999999982,78.74,78.18,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3979.3,m15_exact_open,3990.46,11.16,10.81,10.46,9.76,12.74,17.59,480
85672,85673,85705,2025-10-08 07:00:00+00:00,2025-10-08 07:15:00+00:00,2025-10-08 15:15:00+00:00,london,7,4013.88,4016.38,4011.21,4014.93,3969.67,3883.91,85.76000000000022,46.71,45.26,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4014.93,m15_exact_open,4041.94,27.01,26.66,26.31,25.61,34.45,-1.93,480
85708,85709,85741,2025-10-08 16:00:00+00:00,2025-10-08 16:15:00+00:00,2025-10-09 00:15:00+00:00,new_york,16,4034.69,4041.42,4034.12,4041.14,3969.67,3883.91,85.76000000000022,71.75,71.47,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4041.36,m15_exact_open,4020.47,-20.89,-21.24,-21.59,-22.29,17.69,29.45,480
85768,85769,85801,2025-10-09 07:00:00+00:00,2025-10-09 07:15:00+00:00,2025-10-09 15:15:00+00:00,london,7,4028.26,4028.85,4025.12,4028.06,3991.44,3940.73,50.710000000000036,37.41,36.62,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4028.08,m15_exact_open,4041.84,13.76,13.41,13.06,12.36,18.54,5.5,480
85804,85805,85837,2025-10-09 16:00:00+00:00,2025-10-09 16:15:00+00:00,2025-10-10 00:15:00+00:00,new_york,16,4045.28,4055.02,4041.63,4053.86,3991.44,3940.73,50.710000000000036,63.58,62.42,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4053.78,m15_exact_open,3975.36,-78.42,-78.77,-79.12,-79.82,3.97,109.51,480
85965,85966,85998,2025-10-13 07:00:00+00:00,2025-10-13 07:15:00+00:00,2025-10-13 15:15:00+00:00,london,7,4054.66,4054.71,4048.19,4051.92,4022.3,3946.63,75.67000000000007,32.41,29.62,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4051.9,m15_exact_open,4073.7,21.8,21.45,21.1,20.4,33.13,-1.04,480
86001,86002,86034,2025-10-13 16:00:00+00:00,2025-10-13 16:15:00+00:00,2025-10-14 00:15:00+00:00,new_york,16,4078.14,4082.62,4075.21,4082.25,4022.3,3946.63,75.67000000000007,60.32,59.95,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4082.23,m15_exact_open,4113.82,31.59,31.24,30.89,30.19,34.58,0.8,480
86061,86062,86094,2025-10-14 07:00:00+00:00,2025-10-14 07:15:00+00:00,2025-10-14 15:15:00+00:00,london,7,4161.03,4166.32,4160.19,4162.27,4045.0,3998.87,46.13000000000011,121.32,117.27,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4162.2,m15_exact_open,4129.1,-33.1,-33.45,-33.8,-34.5,17.27,71.76,480
86097,86098,86130,2025-10-14 16:00:00+00:00,2025-10-14 16:15:00+00:00,2025-10-15 00:15:00+00:00,new_york,16,4113.18,4113.21,4098.28,4098.28,4045.0,3998.87,46.13000000000011,68.21,53.28,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4098.58,m15_exact_open,4160.67,62.09,61.74,61.39,60.69,63.16,-6.24,480
86157,86158,86190,2025-10-15 07:00:00+00:00,2025-10-15 07:15:00+00:00,2025-10-15 15:15:00+00:00,london,7,4185.52,4190.46,4185.04,4186.23,4116.81,3998.87,117.94000000000051,73.65,69.42,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4186.28,m15_exact_open,4191.89,5.61,5.26,4.91,4.21,31.64,21.94,480
86193,86194,86226,2025-10-15 16:00:00+00:00,2025-10-15 16:15:00+00:00,2025-10-16 00:15:00+00:00,new_york,16,4184.84,4192.49,4181.07,4185.64,4116.81,3998.87,117.94000000000051,75.68,68.83,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4185.68,m15_exact_open,4211.67,25.99,25.64,25.29,24.59,30.0,6.23,480
86253,86254,86286,2025-10-16 07:00:00+00:00,2025-10-16 07:15:00+00:00,2025-10-16 15:15:00+00:00,london,7,4233.63,4235.59,4231.78,4232.35,4179.47,4090.44,89.0300000000002,56.12,52.88,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4232.35,m15_exact_open,4244.3,11.95,11.6,11.25,10.55,15.05,29.03,480
86289,86290,86322,2025-10-16 16:00:00+00:00,2025-10-16 16:15:00+00:00,2025-10-17 00:15:00+00:00,new_york,16,4236.87,4240.33,4233.58,4238.55,4179.47,4090.44,89.0300000000002,60.86,59.08,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4238.94,m15_exact_open,4354.97,116.03,115.68,115.33,114.63,124.42,-4.76,480
86349,86350,86382,2025-10-17 07:00:00+00:00,2025-10-17 07:15:00+00:00,2025-10-17 15:15:00+00:00,london,7,4355.9,4367.9,4355.45,4367.0,4217.92,4140.4,77.52000000000044,149.98,149.08,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4366.96,m15_exact_open,4312.13,-54.83,-55.18,-55.53,-56.23,11.56,83.31,480
86385,86386,86418,2025-10-17 16:00:00+00:00,2025-10-17 16:15:00+00:00,2025-10-19 23:00:00+00:00,new_york,16,4317.23,4320.02,4304.36,4307.9,4217.92,4140.4,77.52000000000044,102.1,89.98,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4308.28,m15_exact_open,4243.93,-64.35,-64.7,-65.05,-65.75,9.04,122.03,3285
86546,86547,86579,2025-10-21 07:00:00+00:00,2025-10-21 07:15:00+00:00,2025-10-21 15:15:00+00:00,london,7,4346.78,4348.63,4343.25,4344.9,4274.37,4239.25,35.11999999999989,74.26,70.53,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4344.9,m15_exact_open,4228.01,-116.89,-117.24,-117.59,-118.29,0.64,129.84,480
87721,87722,87754,2025-11-06 10:15:00+00:00,2025-11-06 10:30:00+00:00,2025-11-06 18:30:00+00:00,london,10,4005.19,4010.37,4005.17,4009.93,4005.93,3928.55,77.37999999999965,4.44,4.0,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4009.91,m15_exact_open,3981.7,-28.21,-28.56,-28.91,-29.61,9.66,34.7,480
87804,87805,87837,2025-11-07 07:00:00+00:00,2025-11-07 07:15:00+00:00,2025-11-07 15:15:00+00:00,london,7,3995.46,3998.49,3995.36,3997.34,3990.35,3928.76,61.58999999999969,8.14,6.99,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3997.26,m15_exact_open,3997.41,0.15,-0.2,-0.55,-1.25,16.71,6.15,480
87840,87841,87873,2025-11-07 16:00:00+00:00,2025-11-07 16:15:00+00:00,2025-11-09 23:00:00+00:00,new_york,16,3993.32,3999.63,3993.03,3999.17,3990.35,3928.76,61.58999999999969,9.28,8.82,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,3999.18,m15_exact_open,3999.77,0.59,0.24,-0.11,-0.81,28.38,15.1,3285
87905,87906,87938,2025-11-10 07:00:00+00:00,2025-11-10 07:15:00+00:00,2025-11-10 15:15:00+00:00,london,7,4050.94,4054.48,4049.66,4052.32,4027.56,3973.98,53.57999999999993,26.92,24.76,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4052.39,m15_exact_open,4101.56,49.17,48.82,48.47,47.77,53.38,2.03,480
87941,87942,87974,2025-11-10 16:00:00+00:00,2025-11-10 16:15:00+00:00,2025-11-11 00:15:00+00:00,new_york,16,4097.0,4098.17,4090.23,4092.95,4027.56,3973.98,53.57999999999993,70.61,65.39,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4092.84,m15_exact_open,4121.1,28.26,27.91,27.56,26.86,28.52,18.14,480
88001,88002,88034,2025-11-11 07:00:00+00:00,2025-11-11 07:15:00+00:00,2025-11-11 15:15:00+00:00,london,7,4143.0,4146.07,4141.76,4142.54,4012.99,3997.64,15.349999999999909,133.08,129.55,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4142.51,m15_exact_open,4138.25,-4.26,-4.61,-4.96,-5.66,3.45,18.53,480
88037,88038,88070,2025-11-11 16:00:00+00:00,2025-11-11 16:15:00+00:00,2025-11-12 00:15:00+00:00,new_york,16,4142.22,4145.34,4141.4,4141.7,4012.99,3997.64,15.349999999999909,132.35,128.71,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4141.69,m15_exact_open,4143.86,2.17,1.82,1.47,0.77,3.53,44.77,480
88106,88107,88139,2025-11-12 09:15:00+00:00,2025-11-12 09:30:00+00:00,2025-11-12 17:30:00+00:00,london,9,4117.52,4125.26,4115.23,4124.28,4120.33,3997.64,122.69000000000005,4.93,3.95,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4124.27,m15_exact_open,4168.84,44.57,44.22,43.87,43.17,47.62,12.27,480
88193,88194,88226,2025-11-13 07:00:00+00:00,2025-11-13 07:15:00+00:00,2025-11-13 15:15:00+00:00,london,7,4208.43,4210.43,4205.75,4207.61,4148.52,4096.92,51.600000000000364,61.91,59.09,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4207.53,m15_exact_open,4230.66,23.13,22.78,22.43,21.73,37.71,4.4,480
88229,88230,88262,2025-11-13 16:00:00+00:00,2025-11-13 16:15:00+00:00,2025-11-14 00:15:00+00:00,new_york,16,4229.11,4232.26,4223.85,4228.96,4148.52,4096.92,51.600000000000364,83.74,80.44,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4228.88,m15_exact_open,4183.41,-45.47,-45.82,-46.17,-46.87,-8.71,83.76,480
88602,88603,88635,2025-11-19 12:00:00+00:00,2025-11-19 12:15:00+00:00,2025-11-19 20:15:00+00:00,new_york,12,4098.73,4116.38,4098.18,4112.43,4106.62,4006.81,99.80999999999995,9.76,5.81,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4112.46,m15_exact_open,4083.81,-28.65,-29.0,-29.35,-30.05,19.87,56.8,480
88710,88711,88743,2025-11-20 15:00:00+00:00,2025-11-20 15:15:00+00:00,2025-11-20 23:15:00+00:00,new_york,15,4076.23,4084.46,4075.82,4083.75,4082.0,3997.96,84.03999999999996,2.46,1.75,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4083.76,m15_exact_open,4076.8,-6.96,-7.31,-7.66,-8.36,23.29,40.27,480
88971,88972,89004,2025-11-25 07:00:00+00:00,2025-11-25 07:15:00+00:00,2025-11-25 15:15:00+00:00,london,7,4145.39,4146.32,4140.07,4141.58,4077.59,4065.48,12.110000000000127,68.73,63.99,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4141.58,m15_exact_open,4142.7,1.12,0.77,0.42,-0.28,10.35,32.86,480
89007,89008,89040,2025-11-25 16:00:00+00:00,2025-11-25 16:15:00+00:00,2025-11-26 00:15:00+00:00,new_york,16,4145.59,4149.84,4143.92,4146.38,4077.59,4065.48,12.110000000000127,72.25,68.79,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4146.26,m15_exact_open,4138.78,-7.48,-7.83,-8.18,-8.88,12.89,35.24,480
89067,89068,89100,2025-11-26 07:00:00+00:00,2025-11-26 07:15:00+00:00,2025-11-26 15:15:00+00:00,london,7,4159.43,4162.66,4157.15,4161.17,4144.16,4039.46,104.69999999999982,18.5,17.01,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4161.15,m15_exact_open,4158.64,-2.51,-2.86,-3.21,-3.91,12.11,14.55,480
89103,89104,89136,2025-11-26 16:00:00+00:00,2025-11-26 16:15:00+00:00,2025-11-27 00:15:00+00:00,new_york,16,4156.37,4156.56,4148.88,4154.02,4144.16,4039.46,104.69999999999982,12.4,9.86,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,4154.08,m15_exact_open,4164.69,10.61,10.26,9.91,9.21,17.41,17.57,480
