stage,family,candidate,side,horizon_bars,horizon_minutes,entry_i,entry_ts_utc,exit_ts_utc,entry_close,exit_close,cost_return_bps,slip16_return_bps,mae_bps,mfe_bps,touch_stop_50bps,touch_stop_75bps,year,quarter,hour_utc,weekday,trend_fast_bps,trend_slow_bps,atr_24h_bps,atr_ratio_4h_24h
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,80793,2025-07-31 13:45:00+00:00,2025-07-31 17:45:00+00:00,3296.07,3296.0,-8.21237413040387,-24.21237413040387,-14.926867451237058,44.90195899965688,False,False,2025,2025Q3,13,3,28.087426844698246,-46.38900455694427,14.466028532767048,1.009243202903376
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,81375,2025-08-08 14:15:00+00:00,2025-08-08 18:15:00+00:00,3381.93,3393.22,25.383304799330382,9.383304799330382,-2.0698240353878017,58.98998500856179,False,False,2025,2025Q3,14,4,8.628270937996012,57.72046213256861,15.27700671380552,0.9036028198538999
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,84186,2025-09-18 16:30:00+00:00,2025-09-18 20:30:00+00:00,3629.9,3643.68,29.962478305186842,13.962478305186842,-6.391360643543953,47.27402958759175,False,False,2025,2025Q3,16,3,-3.6783612037077247,353.6934700910032,17.143363666575336,1.013844110193401
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,84579,2025-09-24 17:45:00+00:00,2025-09-24 21:45:00+00:00,3752.47,3723.95,-84.00327251117255,-100.00327251117255,-79.86739400981158,10.446452603218859,True,True,2025,2025Q3,17,2,-9.293323242201406,266.647507064236,13.159119713914956,1.1544536471050388
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,84666,2025-09-25 15:30:00+00:00,2025-09-25 19:30:00+00:00,3741.65,3735.25,-25.104753250571925,-41.104753250571925,-53.398901554126965,9.48779281867651,True,False,2025,2025Q3,15,3,24.32527539098236,263.7028867611883,14.442100564640375,1.1366072790125599
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,85162,2025-10-02 18:30:00+00:00,2025-10-02 22:30:00+00:00,3834.73,3856.33,48.327303356429326,32.327303356429326,-21.070583848145084,62.898822081345344,False,False,2025,2025Q4,18,3,0.8934244827331137,301.7370736227418,14.893535009837292,1.9481422635081753
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,85639,2025-10-09 16:45:00+00:00,2025-10-09 20:45:00+00:00,4016.57,3949.97,-173.81311915390583,-189.81311915390583,-180.00433205446532,30.39907184488211,True,True,2025,2025Q4,16,3,15.710440334248677,408.71932810001283,19.787816077800322,0.9999119379258724
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,85655,2025-10-09 20:45:00+00:00,2025-10-10 00:45:00+00:00,3949.97,3989.8,92.8362088825998,76.8362088825998,-1.5696321744218533,102.8868573685382,False,False,2025,2025Q4,20,3,-76.8254779994109,420.98865360580857,23.66110526527204,1.7067030275170585
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,85748,2025-10-10 20:00:00+00:00,2025-10-12 23:00:00+00:00,3981.89,4021.82,92.2790132324094,76.2790132324094,-9.518093166812625,122.12793422219148,False,False,2025,2025Q4,20,4,27.178519497023732,434.4562977631235,23.561768909331864,1.386751008147692
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,86220,2025-10-17 17:00:00+00:00,2025-10-17 21:00:00+00:00,4217.95,4233.6,29.103332187438113,13.103332187438113,-75.15499235410505,114.1549805000075,True,True,2025,2025Q4,17,4,-50.437959593324784,571.5629408243325,37.907998499239916,1.4270825796490023
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,86403,2025-10-21 13:45:00+00:00,2025-10-21 17:45:00+00:00,4253.83,4138.34,-279.4965102037448,-295.4965102037448,-407.77370040645746,43.513727628983204,True,True,2025,2025Q4,13,1,-128.76092446885247,626.7770137930602,26.41798935509486,1.4786596998683046
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,86419,2025-10-21 17:45:00+00:00,2025-10-21 21:45:00+00:00,4138.34,4114.61,-65.34183271553394,-81.34183271553394,-108.73925293716779,29.45625540675678,True,True,2025,2025Q4,17,1,-267.21941446731495,641.9253528186016,31.47942100722885,2.046989072584222
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,86497,2025-10-22 13:15:00+00:00,2025-10-22 17:15:00+00:00,4084.46,4055.95,-77.80114874426513,-93.80114874426513,-170.2795473575458,14.76327348046036,True,True,2025,2025Q4,13,2,-68.46427271495574,591.9290993587061,47.87803796829777,1.1095656728823615
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,86515,2025-10-22 17:45:00+00:00,2025-10-22 21:45:00+00:00,4014.92,4076.48,145.32808623833128,129.32808623833128,-0.7970270889590125,164.93479322128303,False,False,2025,2025Q4,17,2,-142.38790353647627,580.8670118790242,48.30365564149849,1.176816819350997
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,87081,2025-10-30 13:15:00+00:00,2025-10-30 17:15:00+00:00,3965.7,3998.15,73.82666364072055,57.826663640720554,-14.524547999091864,122.8282522631563,False,False,2025,2025Q4,13,3,26.58998831648171,-136.09709771709055,32.156585900848334,0.8634839528238358
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,88140,2025-11-14 13:00:00+00:00,2025-11-14 17:00:00+00:00,4152.79,4079.02,-185.63961096034174,-201.63961096034174,-291.1536581430796,11.00464988597949,True,True,2025,2025Q4,13,4,-47.43246909507596,136.96042048438218,24.318751279839898,0.9721744550506581
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,88241,2025-11-17 13:15:00+00:00,2025-11-17 17:15:00+00:00,4065.46,4072.39,9.046041530355271,-6.9539584696447285,-12.323328725408755,65.25706808085508,False,False,2025,2025Q4,13,0,-10.142097491223595,189.66318028382133,27.62718446930415,0.7477270699660347
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,88356,2025-11-18 18:00:00+00:00,2025-11-18 22:00:00+00:00,4053.28,4073.29,41.36742588718124,25.36742588718124,-5.057632337267526,70.85619547625654,False,False,2025,2025Q4,18,1,42.18677013842295,180.17956547948168,24.655939911087803,1.2479961130659603
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,88550,2025-11-20 18:30:00+00:00,2025-11-20 22:30:00+00:00,4059.06,4077.62,37.72487226106592,21.72487226106592,-38.358634757801326,69.32639576650689,False,False,2025,2025Q4,18,3,12.350201360248505,95.94004677191263,26.993380366558302,1.374981157530609
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,88624,2025-11-21 13:00:00+00:00,2025-11-21 17:00:00+00:00,4040.24,4071.59,69.59440033265452,53.594400332654516,-23.24119359245924,107.74112428964644,False,False,2025,2025Q4,13,4,-56.19793007346153,54.769758417817165,26.063344482200378,0.9982641009820036
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,90848,2025-12-24 16:45:00+00:00,2025-12-25 23:45:00+00:00,4464.73,4495.03,59.865246050713424,43.865246050713424,-36.777139939031535,78.25781178257162,False,False,2025,2025Q4,16,2,-9.396098233638046,283.64950120163974,18.90622536848477,0.9200000638531426
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,91019,2025-12-29 13:30:00+00:00,2025-12-29 17:30:00+00:00,4453.03,4331.22,-281.5440812210999,-297.5440812210999,-336.87174800079765,32.15787901720945,True,True,2025,2025Q4,13,0,-92.98420588528158,356.19266310429936,26.506575213152388,0.9206367246453279
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,91035,2025-12-29 17:30:00+00:00,2025-12-29 21:30:00+00:00,4331.22,4332.29,-5.529564418339287,-21.529564418339287,-37.49520920202754,37.17197463993793,False,False,2025,2025Q4,17,0,-183.04215286532178,368.12626311601275,30.464337794931968,1.5024918641385232
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,91127,2025-12-30 16:30:00+00:00,2025-12-30 20:30:00+00:00,4371.59,4365.92,-20.970109273742203,-36.9701092737422,-38.4757033482086,23.103721986736936,False,False,2025,2025Q4,16,1,74.77923745517387,343.2341455473485,24.04585739999388,0.9167291632324694
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,91211,2025-12-31 13:30:00+00:00,2025-12-31 17:30:00+00:00,4312.54,4331.04,34.898152828727554,18.898152828727554,-21.959216610165644,94.53825355822954,False,False,2025,2025Q4,13,2,-70.3452412422077,288.7511019221481,25.421712225666365,0.9224217076036164
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,91231,2025-12-31 18:30:00+00:00,2025-12-31 22:30:00+00:00,4319.72,4321.04,-4.94424638634116,-20.94424638634116,-35.34951339438819,26.85359236246576,False,False,2025,2025Q4,18,2,-15.718370249306675,270.2093417899031,25.485718057259124,1.1123282441559728
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,93156,2026-01-29 17:15:00+00:00,2026-01-29 21:15:00+00:00,5188.35,5318.63,243.10102441045834,227.10102441045834,-159.93523952701815,360.0759393641528,True,True,2026,2026Q1,17,3,53.871092608117685,830.6509616095033,57.45624644897291,1.463118552733729
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,93242,2026-01-30 14:45:00+00:00,2026-01-30 18:45:00+00:00,5064.2,4985.37,-163.6613087950709,-179.6613087950709,-236.6020299356264,96.81687137158778,True,True,2026,2026Q1,14,4,-376.50175908008094,882.8530419414732,93.12811029159813,1.0659534496293461
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,93258,2026-01-30 18:45:00+00:00,2026-01-30 22:45:00+00:00,4985.37,4833.93,-311.7688275895256,-327.7688275895256,-588.2411937328625,0.4814086015669794,True,True,2026,2026Q1,18,4,-350.1156885045639,889.7848228917823,87.02228997055973,1.1452185113997682
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,93345,2026-02-02 15:30:00+00:00,2026-02-02 19:30:00+00:00,4685.13,4674.63,-30.411331169038817,-46.41133116903882,-189.36507631591937,230.4952050423359,True,True,2026,2026Q1,15,0,-44.54963540677345,791.650347304483,126.21341023823607,0.724431890554028
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,93363,2026-02-02 20:00:00+00:00,2026-02-03 00:00:00+00:00,4635.85,4787.05,318.1537797814862,302.1537797814862,-36.64915819105552,345.63240829621253,False,False,2026,2026Q1,20,0,-71.3313092528893,762.935543553681,120.7940917669868,0.9307370348531586
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,93627,2026-02-05 14:00:00+00:00,2026-02-05 18:00:00+00:00,4840.05,4820.64,-48.102891499054216,-64.10289149905421,-81.61072716190931,62.127457360976464,True,True,2026,2026Q1,14,3,-117.76953061779614,229.02065190442448,61.67629886385927,0.866565275410923
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,95278,2026-03-02 16:15:00+00:00,2026-03-02 20:15:00+00:00,5333.27,5297.76,-74.58204066173346,-90.58204066173346,-136.18286717154814,41.981748533261865,True,True,2026,2026Q1,16,0,91.40303853608259,327.7016355975484,31.69038443181068,1.1818657372043349
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,95361,2026-03-03 13:00:00+00:00,2026-03-03 17:00:00+00:00,5198.07,5039.89,-312.30525175690116,-328.30525175690116,-349.51433897581154,54.885755674702885,True,True,2026,2026Q1,13,1,-98.20391671011325,336.93278627131326,37.655389596780545,1.3804196275197467
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,95377,2026-03-03 17:00:00+00:00,2026-03-03 21:00:00+00:00,5039.89,5111.16,133.41181652774117,117.41181652774117,-85.39868925710681,215.52057683798643,True,True,2026,2026Q1,17,1,-297.55113702878543,344.39790393904326,45.24684271373812,2.0117214250407973
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,95468,2026-03-04 15:45:00+00:00,2026-03-04 19:45:00+00:00,5167.65,5140.98,-59.609532379321976,-75.60953237932198,-92.22760829390553,33.1291786401966,True,True,2026,2026Q1,15,2,86.51256696306062,314.0165863593716,40.21932575074739,0.7081137914561741
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,95485,2026-03-04 20:00:00+00:00,2026-03-05 00:00:00+00:00,5124.43,5170.89,82.66374211375683,66.66374211375683,-29.505720636245904,93.82506932478219,False,False,2026,2026Q1,20,2,-11.262024914642664,308.98588965016376,34.93595805377642,1.153151708164302
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,95562,2026-03-05 15:15:00+00:00,2026-03-05 19:15:00+00:00,5122.38,5074.92,-100.65224368360082,-116.65224368360082,-133.1021907785057,30.29841597069982,True,True,2026,2026Q1,15,3,1.3047320451313178,282.2692202322595,27.634498199451215,0.9349524913287689
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,95580,2026-03-05 19:45:00+00:00,2026-03-05 23:45:00+00:00,5062.81,5085.99,37.78485070543703,21.78485070543703,-23.12944787578486,62.51469045845948,False,False,2026,2026Q1,19,3,-120.17412267100875,275.04074030363853,28.562376976571965,1.5252361712647884
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,95753,2026-03-09 13:00:00+00:00,2026-03-09 17:00:00+00:00,5090.58,5091.66,-5.878434284501736,-21.878434284501736,-57.989462890278844,49.5032000282869,True,False,2026,2026Q1,13,0,-27.428316943582256,128.6378876932176,42.117758036404446,0.6107723954969383
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,96621,2026-03-20 13:00:00+00:00,2026-03-20 17:00:00+00:00,4662.36,4575.11,-195.13698641889542,-211.13698641889542,-245.28350449128712,70.65091498726028,True,True,2026,2026Q1,13,4,66.70597973272442,-437.5105342752012,49.2677385948343,0.8111278575329155
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,96740,2026-03-23 17:45:00+00:00,2026-03-23 21:45:00+00:00,4363.68,4398.1,70.87837788288721,54.87837788288721,-26.033073002604823,236.4518021486428,False,False,2026,2026Q1,17,0,73.90598837067506,-694.8666798054236,91.6868386417912,1.1399802832647734
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,98875,2026-04-23 20:30:00+00:00,2026-04-24 00:30:00+00:00,4677.14,4697.22,34.93221926219948,18.93221926219948,-27.77338287928255,95.80641161051284,False,False,2026,2026Q2,20,3,7.386992905922929,156.60567497801412,21.027122480515562,1.3167959666681504
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,99931,2026-05-08 18:30:00+00:00,2026-05-08 22:30:00+00:00,4705.71,4725.17,33.354014590784246,17.354014590784246,-8.160298870946159,48.983044003987345,False,False,2026,2026Q2,18,4,16.362877936237798,-128.19612812590157,22.64047787762979,1.3085205879382718
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,100404,2026-05-15 15:45:00+00:00,2026-05-15 19:45:00+00:00,4545.7,4544.55,-10.529863387376041,-26.52986338737604,-75.0599467628743,45.22955760388969,True,True,2026,2026Q2,15,4,-154.88538618914578,24.207710491968232,23.57615159082833,1.17375526496892
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,16,240,100511,2026-05-18 17:30:00+00:00,2026-05-18 21:30:00+00:00,4547.56,4540.86,-22.73317559306686,-38.73317559306686,-34.17217145018414,23.089305033907603,False,False,2026,2026Q2,17,0,31.994034529873094,-18.2628271168124,26.752795418041558,1.2430586467986868
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,32,480,367,2022-05-05 18:45:00+00:00,2022-05-06 02:45:00+00:00,1874.88,1874.11,-12.106929510155899,-28.1069295101559,-13.814217443250953,31.628690902882894,False,False,2022,2022Q2,18,3,6.979335566365685,,21.221540047387883,1.3746875700360426
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,32,480,738,2022-05-11 15:30:00+00:00,2022-05-11 23:30:00+00:00,1840.75,1851.97,52.953415727285076,36.953415727285076,-29.87912535651227,92.8425913350539,False,False,2022,2022Q2,15,2,40.56091267146514,-2.6812706144925897,15.991791336577334,1.1013900360413758
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,32,480,2847,2022-06-10 16:15:00+00:00,2022-06-13 00:15:00+00:00,1832.5,1875.54,226.87039563437895,210.87039563437895,-23.083219645293475,253.15143246930515,False,False,2022,2022Q2,16,4,-30.277398817642283,25.51941223283476,10.842130216769869,2.120646375265203
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,32,480,2940,2022-06-13 15:30:00+00:00,2022-06-13 23:30:00+00:00,1845.09,1820.75,-139.91768423220452,-155.91768423220452,-141.78170170560668,2.818290706685378,True,True,2022,2022Q2,15,0,-47.15442968454964,22.6463659405966,16.590378968148027,1.039254143461272
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,32,480,3218,2022-06-16 13:00:00+00:00,2022-06-16 21:00:00+00:00,1821.26,1848.36,140.7980848423609,124.79808484236091,-34.3169014857847,171.80413559843234,False,False,2022,2022Q2,13,3,2.4067586908693746,-61.63038111893281,17.94512935239641,1.1132323263588069
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,32,480,4296,2022-07-01 20:00:00+00:00,2022-07-04 04:00:00+00:00,1799.24,1806.41,31.85015895600297,15.850158956002971,-5.502323203130377,66.97272181587665,False,False,2022,2022Q3,20,4,1.7478444602520384,-86.96805665169806,13.802520266598544,1.5644521882325488
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,32,480,4768,2022-07-08 19:30:00+00:00,2022-07-11 03:30:00+00:00,1741.2,1740.37,-12.766827475305435,-28.766827475305433,-8.614748449344845,18.952446588560434,False,False,2022,2022Q3,19,4,8.816955739337569,-250.89548515391726,13.19441384852607,1.5920548756775386
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,32,480,4947,2022-07-12 16:15:00+00:00,2022-07-13 00:15:00+00:00,1729.17,1725.95,-26.621650849829365,-42.621650849829365,-27.75898263328802,25.850552577248997,False,False,2022,2022Q3,16,1,-0.8066249510843966,-346.1004472762467,13.51671221281944,1.1646880772099506
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,32,480,6487,2022-08-03 17:15:00+00:00,2022-08-04 01:15:00+00:00,1759.4,1763.84,17.23587586677145,1.2358758667714511,-30.0102307604877,38.2516767079677,False,False,2022,2022Q3,17,2,-2.2806070251228725,161.54338245045506,14.75783117405544,1.348884475870743
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,32,480,8978,2022-09-08 17:15:00+00:00,2022-09-09 01:15:00+00:00,1704.77,1708.99,16.754072396862004,0.7540723968620036,-5.513940296931752,39.30148935046951,False,False,2022,2022Q3,17,3,6.341886784337441,-195.8642148207666,12.337198076277986,2.037209272588146
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,32,480,9259,2022-09-13 15:30:00+00:00,2022-09-13 23:30:00+00:00,1709.88,1702.51,-51.10243993730589,-67.10243993730589,-75.9117598895831,12.164596345942691,True,True,2022,2022Q3,15,1,6.661042490311884,-96.84113431936653,11.985937195732008,1.5728639243314921
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I40,LONG,32,480,9941,2022-09-22 18:00:00+00:00,2022-09-23 02:00:00+00:00,1669.43,1672.1,7.993482805507497,-8.006517194492503,-9.883612969696642,40.193359410098935,False,False,2022,2022Q3,18,3,42.19753648450861,-216.67378611262527,21.60622696046316,1.2967718147822727
