stage,family,candidate,side,horizon_bars,horizon_minutes,event_clock_n,description,cost_stressed_mean_bps,context_benchmark_cost_adjusted_mean_bps,context_benchmark_cost_adjusted_residual_bps,train_cost_mean_bps,oos_cost_mean_bps,median_mae_bps,median_mfe_bps,touch_stop_50bps_pct,touch_stop_75bps_pct,oos_touch_stop_50bps_pct,worst_quarter_slip16_mean_bps,positive_quarter_pct,boot_p10_bps,boot_prob_mean_gt_0_pct,top_year_event_share_pct,classification,failed_reasons
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_SHORT_OVL_I100,SHORT,16,240,15,High-vol impulse up >= 100bps into prior-day upper/value context,2.1877784347739975,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_SHORT_OVL_I40,SHORT,16,240,66,High-vol impulse up >= 40bps into prior-day upper/value context,2.068036104713729,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43F_NEUTRAL_REGIME_VALUE_ROTATION,NEUTRAL_VALUE_ROTATE_LONG_OVL_P55,LONG,4,60,11,Neutral+low-vol value rotation long after 55bps downside impulse in OVL,2.0416629476130956,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_SHORT_NY_I100,SHORT,4,60,33,High-vol impulse up >= 100bps into prior-day upper/value context,1.7044876919788279,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43E_ASIA_RANGE_REGIME_ACCEPT_REJECT,ASIA_REGIME_ACCEPT_SHORT_TOL40,SHORT,32,480,52,"Asia low acceptance after low prior-day range, tol=40bps",1.4084010334746997,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43E_ASIA_RANGE_REGIME_ACCEPT_REJECT,ASIA_REGIME_REJECT_LONG_TOL15,LONG,8,120,40,"Asia low rejection after high prior-day range, tol=15bps",0.9771426949229728,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43F_NEUTRAL_REGIME_VALUE_ROTATION,NEUTRAL_VALUE_ROTATE_LONG_NY_P55,LONG,4,60,35,Neutral+low-vol value rotation long after 55bps downside impulse in NY,0.746740107546344,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43A_CONTEXT_TREND_PULLBACK_CONTINUATION,CTX_TREND_PULLBACK_LONG_OVL_P35,LONG,4,60,68,HTF trend-up plus OVL pullback >= 35bps in non-low-vol regime,0.07533375798091203,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43A_CONTEXT_TREND_PULLBACK_CONTINUATION,CTX_TREND_PULLBACK_LONG_OVL_P20,LONG,32,480,109,HTF trend-up plus OVL pullback >= 20bps in non-low-vol regime,0.04393353905583833,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43E_ASIA_RANGE_REGIME_ACCEPT_REJECT,ASIA_REGIME_REJECT_LONG_TOL15,LONG,16,240,37,"Asia low rejection after high prior-day range, tol=15bps",-0.2710483772064595,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43E_ASIA_RANGE_REGIME_ACCEPT_REJECT,ASIA_REGIME_ACCEPT_SHORT_TOL25,SHORT,16,240,101,"Asia low acceptance after low prior-day range, tol=25bps",-0.3827938274530278,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43E_ASIA_RANGE_REGIME_ACCEPT_REJECT,ASIA_REGIME_ACCEPT_SHORT_TOL15,SHORT,32,480,91,"Asia low acceptance after low prior-day range, tol=15bps",-1.2857158338665216,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43F_NEUTRAL_REGIME_VALUE_ROTATION,NEUTRAL_VALUE_ROTATE_SHORT_OVL_P55,SHORT,4,60,11,Neutral+low-vol value rotation short after 55bps upside impulse in OVL,-1.3688935632360788,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43F_NEUTRAL_REGIME_VALUE_ROTATION,NEUTRAL_VALUE_ROTATE_LONG_LDN_P35,LONG,32,480,29,Neutral+low-vol value rotation long after 35bps downside impulse in LDN,-1.5371813186974121,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43E_ASIA_RANGE_REGIME_ACCEPT_REJECT,ASIA_REGIME_ACCEPT_SHORT_TOL8,SHORT,32,480,115,"Asia low acceptance after low prior-day range, tol=8bps",-1.962579537351069,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_SHORT_OVL_I40,SHORT,32,480,66,High-vol impulse up >= 40bps into prior-day upper/value context,-2.0957571370900063,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43F_NEUTRAL_REGIME_VALUE_ROTATION,NEUTRAL_VALUE_ROTATE_SHORT_LDN_P35,SHORT,4,60,27,Neutral+low-vol value rotation short after 35bps upside impulse in LDN,-2.1682420325321465,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43E_ASIA_RANGE_REGIME_ACCEPT_REJECT,ASIA_REGIME_REJECT_SHORT_TOL40,SHORT,16,240,2,"Asia high rejection after high prior-day range, tol=40bps",-2.4752527736308023,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_SHORT_OVL_I40,SHORT,8,120,70,High-vol impulse up >= 40bps into prior-day upper/value context,-2.5396144588953984,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43A_CONTEXT_TREND_PULLBACK_CONTINUATION,CTX_TREND_PULLBACK_LONG_OVL_P35,LONG,16,240,62,HTF trend-up plus OVL pullback >= 35bps in non-low-vol regime,-2.5966948201423548,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_SHORT_LDN_I40,SHORT,8,120,63,High-vol impulse up >= 40bps into prior-day upper/value context,-2.779354645732959,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43E_ASIA_RANGE_REGIME_ACCEPT_REJECT,ASIA_REGIME_REJECT_SHORT_TOL40,SHORT,4,60,2,"Asia high rejection after high prior-day range, tol=40bps",-2.974735250484743,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43F_NEUTRAL_REGIME_VALUE_ROTATION,NEUTRAL_VALUE_ROTATE_LONG_LDN_P20,LONG,32,480,116,Neutral+low-vol value rotation long after 20bps downside impulse in LDN,-3.109306996819269,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43E_ASIA_RANGE_REGIME_ACCEPT_REJECT,ASIA_REGIME_ACCEPT_SHORT_TOL40,SHORT,8,120,99,"Asia low acceptance after low prior-day range, tol=40bps",-3.276912506114796,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43A_CONTEXT_TREND_PULLBACK_CONTINUATION,CTX_TREND_PULLBACK_LONG_OVL_P20,LONG,16,240,109,HTF trend-up plus OVL pullback >= 20bps in non-low-vol regime,-3.383111139497472,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43A_CONTEXT_TREND_PULLBACK_CONTINUATION,CTX_TREND_PULLBACK_LONG_NY_P35,LONG,16,240,118,HTF trend-up plus NY pullback >= 35bps in non-low-vol regime,-3.387683615199075,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_LDN_I70,LONG,8,120,34,High-vol impulse down >= 70bps into prior-day lower/value context,-3.596973890448179,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43E_ASIA_RANGE_REGIME_ACCEPT_REJECT,ASIA_REGIME_ACCEPT_SHORT_TOL40,SHORT,16,240,71,"Asia low acceptance after low prior-day range, tol=40bps",-3.6292210906141174,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43F_NEUTRAL_REGIME_VALUE_ROTATION,NEUTRAL_VALUE_ROTATE_LONG_NY_P55,LONG,8,120,35,Neutral+low-vol value rotation long after 55bps downside impulse in NY,-3.6979549213317773,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_SHORT_OVL_I40,SHORT,4,60,90,High-vol impulse up >= 40bps into prior-day upper/value context,-3.7782183558415228,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_SHORT_LDN_I100,SHORT,4,60,9,High-vol impulse up >= 100bps into prior-day upper/value context,-3.8209758130378564,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43A_CONTEXT_TREND_PULLBACK_CONTINUATION,CTX_TREND_PULLBACK_LONG_LDN_P35,LONG,16,240,49,HTF trend-up plus LDN pullback >= 35bps in non-low-vol regime,-4.01297297039608,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43E_ASIA_RANGE_REGIME_ACCEPT_REJECT,ASIA_REGIME_ACCEPT_LONG_TOL40,LONG,16,240,55,"Asia high acceptance after low prior-day range, tol=40bps",-4.082190290722283,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43F_NEUTRAL_REGIME_VALUE_ROTATION,NEUTRAL_VALUE_ROTATE_SHORT_NY_P55,SHORT,4,60,27,Neutral+low-vol value rotation short after 55bps upside impulse in NY,-4.132045883357485,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_SHORT_OVL_I100,SHORT,32,480,15,High-vol impulse up >= 100bps into prior-day upper/value context,-4.263240066098087,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_LDN_I70,LONG,4,60,49,High-vol impulse down >= 70bps into prior-day lower/value context,-4.452849600806605,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_NY_I70,LONG,32,480,95,High-vol impulse down >= 70bps into prior-day lower/value context,-4.901408746266462,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_SHORT_LDN_I40,SHORT,4,60,81,High-vol impulse up >= 40bps into prior-day upper/value context,-5.00911695692052,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43F_NEUTRAL_REGIME_VALUE_ROTATION,NEUTRAL_VALUE_ROTATE_LONG_NY_P35,LONG,4,60,109,Neutral+low-vol value rotation long after 35bps downside impulse in NY,-5.305084369635467,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43E_ASIA_RANGE_REGIME_ACCEPT_REJECT,ASIA_REGIME_REJECT_SHORT_TOL25,SHORT,4,60,8,"Asia high rejection after high prior-day range, tol=25bps",-5.380636391625664,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_LDN_I40,LONG,8,120,100,High-vol impulse down >= 40bps into prior-day lower/value context,-5.553528745341311,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_SHORT_LDN_I40,SHORT,16,240,58,High-vol impulse up >= 40bps into prior-day upper/value context,-5.577491474621193,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43E_ASIA_RANGE_REGIME_ACCEPT_REJECT,ASIA_REGIME_REJECT_LONG_TOL8,LONG,8,120,108,"Asia low rejection after high prior-day range, tol=8bps",-5.656682079863744,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43F_NEUTRAL_REGIME_VALUE_ROTATION,NEUTRAL_VALUE_ROTATE_LONG_OVL_P35,LONG,4,60,52,Neutral+low-vol value rotation long after 35bps downside impulse in OVL,-6.270478360398812,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43A_CONTEXT_TREND_PULLBACK_CONTINUATION,CTX_TREND_PULLBACK_SHORT_OVL_P12,SHORT,8,120,113,HTF trend-down plus OVL pullback >= 12bps in non-low-vol regime,-6.282264378983797,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43A_CONTEXT_TREND_PULLBACK_CONTINUATION,CTX_TREND_PULLBACK_SHORT_LDN_P20,SHORT,8,120,89,HTF trend-down plus LDN pullback >= 20bps in non-low-vol regime,-6.561363751017167,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43F_NEUTRAL_REGIME_VALUE_ROTATION,NEUTRAL_VALUE_ROTATE_LONG_LDN_P35,LONG,4,60,31,Neutral+low-vol value rotation long after 35bps downside impulse in LDN,-6.610562589308291,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43D_CONTEXT_COMPRESSION_TO_EXPANSION,CTX_COMP_EXPAND_SHORT_M1p45,SHORT,32,480,103,Low-vol compression expansion short with multiplier 1.45 and non-bullish context,-6.744589771453586,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43D_CONTEXT_COMPRESSION_TO_EXPANSION,CTX_COMP_EXPAND_SHORT_M1p45,SHORT,8,120,114,Low-vol compression expansion short with multiplier 1.45 and non-bullish context,-6.850440824724388,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_SHORT_NY_I100,SHORT,8,120,28,High-vol impulse up >= 100bps into prior-day upper/value context,-7.192053919872298,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43A_CONTEXT_TREND_PULLBACK_CONTINUATION,CTX_TREND_PULLBACK_LONG_LDN_P20,LONG,32,480,116,HTF trend-up plus LDN pullback >= 20bps in non-low-vol regime,-7.344927500164144,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_LONG_LDN_I40,LONG,16,240,89,High-vol impulse down >= 40bps into prior-day lower/value context,-7.426471410392717,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43A_CONTEXT_TREND_PULLBACK_CONTINUATION,CTX_TREND_PULLBACK_LONG_LDN_P35,LONG,8,120,54,HTF trend-up plus LDN pullback >= 35bps in non-low-vol regime,-7.588449495444832,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43F_NEUTRAL_REGIME_VALUE_ROTATION,NEUTRAL_VALUE_ROTATE_SHORT_LDN_P20,SHORT,16,240,119,Neutral+low-vol value rotation short after 20bps upside impulse in LDN,-7.6458067944715795,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43A_CONTEXT_TREND_PULLBACK_CONTINUATION,CTX_TREND_PULLBACK_LONG_LDN_P35,LONG,4,60,60,HTF trend-up plus LDN pullback >= 35bps in non-low-vol regime,-7.650023891467732,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43F_NEUTRAL_REGIME_VALUE_ROTATION,NEUTRAL_VALUE_ROTATE_SHORT_LDN_P35,SHORT,32,480,25,Neutral+low-vol value rotation short after 35bps upside impulse in LDN,-7.71250062969963,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43F_NEUTRAL_REGIME_VALUE_ROTATION,NEUTRAL_VALUE_ROTATE_SHORT_LDN_P20,SHORT,32,480,110,Neutral+low-vol value rotation short after 20bps upside impulse in LDN,-7.76708654084336,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43E_ASIA_RANGE_REGIME_ACCEPT_REJECT,ASIA_REGIME_ACCEPT_LONG_TOL40,LONG,8,120,76,"Asia high acceptance after low prior-day range, tol=40bps",-7.909045033186741,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43A_CONTEXT_TREND_PULLBACK_CONTINUATION,CTX_TREND_PULLBACK_SHORT_LDN_P20,SHORT,4,60,105,HTF trend-down plus LDN pullback >= 20bps in non-low-vol regime,-8.814442512449242,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43D_CONTEXT_COMPRESSION_TO_EXPANSION,CTX_COMP_EXPAND_SHORT_M1p45,SHORT,4,60,119,Low-vol compression expansion short with multiplier 1.45 and non-bullish context,-8.934625209856696,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_SHORT_NY_I40,SHORT,32,480,114,High-vol impulse up >= 40bps into prior-day upper/value context,-8.985916474916788,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43A_CONTEXT_TREND_PULLBACK_CONTINUATION,CTX_TREND_PULLBACK_SHORT_OVL_P20,SHORT,8,120,83,HTF trend-down plus OVL pullback >= 20bps in non-low-vol regime,-9.036273843261123,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_SHORT_OVL_I70,SHORT,4,60,33,High-vol impulse up >= 70bps into prior-day upper/value context,-9.046544862638912,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43F_NEUTRAL_REGIME_VALUE_ROTATION,NEUTRAL_VALUE_ROTATE_LONG_NY_P55,LONG,16,240,34,Neutral+low-vol value rotation long after 55bps downside impulse in NY,-9.161930628173556,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43F_NEUTRAL_REGIME_VALUE_ROTATION,NEUTRAL_VALUE_ROTATE_SHORT_NY_P35,SHORT,4,60,80,Neutral+low-vol value rotation short after 35bps upside impulse in NY,-9.25427926583388,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43B_VOL_CONTEXT_IMPULSE_EXHAUSTION_REVERSAL,VOLCTX_EXHAUST_SHORT_OVL_I100,SHORT,8,120,15,High-vol impulse up >= 100bps into prior-day upper/value context,-9.383602419389174,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43E_ASIA_RANGE_REGIME_ACCEPT_REJECT,ASIA_REGIME_ACCEPT_LONG_TOL25,LONG,16,240,91,"Asia high acceptance after low prior-day range, tol=25bps",-9.443385567089752,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43F_NEUTRAL_REGIME_VALUE_ROTATION,NEUTRAL_VALUE_ROTATE_SHORT_OVL_P20,SHORT,16,240,113,Neutral+low-vol value rotation short after 20bps upside impulse in OVL,-9.46672926931739,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43E_ASIA_RANGE_REGIME_ACCEPT_REJECT,ASIA_REGIME_ACCEPT_LONG_TOL40,LONG,4,60,116,"Asia high acceptance after low prior-day range, tol=40bps",-9.513272331405126,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43F_NEUTRAL_REGIME_VALUE_ROTATION,NEUTRAL_VALUE_ROTATE_SHORT_NY_P35,SHORT,8,120,77,Neutral+low-vol value rotation short after 35bps upside impulse in NY,-9.62716061987837,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
Stage43_PARALLEL_CONTEXT_REGIME_MEGASCAN_V4,43A_CONTEXT_TREND_PULLBACK_CONTINUATION,CTX_TREND_PULLBACK_SHORT_OVL_P35,SHORT,8,120,39,HTF trend-down plus OVL pullback >= 35bps in non-low-vol regime,-9.676964182946445,,,,,,,,,,,,,,,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_lt_120
