stage,family,candidate,side,classification,reason,bucket,event_clock_n,cost_stressed_mean_bps,stage_residual_bps
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W168_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,41.0,72.37569694784801,55.39606564617779
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W168_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,41.0,72.37569694784801,55.39606564617779
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W168_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,oos_touch100_le_65,oos_segment,41.0,72.37569694784801,55.39606564617779
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W168_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,oos_touch100_le_65,path_risk,41.0,72.37569694784801,55.39606564617779
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W120_NO_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,59.0,63.0069713846824,46.02734008301218
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W120_NO_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,59.0,63.0069713846824,46.02734008301218
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W72_NO_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,48.0,47.766684494852846,30.787053193182622
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W72_NO_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,48.0,47.766684494852846,30.787053193182622
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W72_NO_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,oos_touch100_le_65,oos_segment,48.0,47.766684494852846,30.787053193182622
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W72_NO_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,oos_touch100_le_65,path_risk,48.0,47.766684494852846,30.787053193182622
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W168_NO_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,69.0,45.380577753658365,28.40094645198814
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W168_NO_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,69.0,45.380577753658365,28.40094645198814
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_SHORT_W72_NO_HTF,SHORT,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,42.0,31.428578939677077,64.4082102413473
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_SHORT_W72_NO_HTF,SHORT,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,train_gt_0,train_segment,42.0,31.428578939677077,64.4082102413473
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_SHORT_W72_NO_HTF,SHORT,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,42.0,31.428578939677077,64.4082102413473
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_SHORT_W72_NO_HTF,SHORT,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,boot_p10_gt_minus5,bootstrap_stability,42.0,31.428578939677077,64.4082102413473
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W72_NO_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,48.0,31.150592810692313,22.22464281414333
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W72_NO_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,48.0,31.150592810692313,22.22464281414333
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W72_NO_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,boot_p10_gt_minus5,bootstrap_stability,48.0,31.150592810692313,22.22464281414333
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W240_TOL20,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,79.0,30.089423678342577,29.587374896025644
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W240_TOL20,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,79.0,30.089423678342577,29.587374896025644
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W240_TOL35,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,79.0,30.089423678342577,29.587374896025644
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W240_TOL35,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,79.0,30.089423678342577,29.587374896025644
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W240_TOL50,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,79.0,30.089423678342577,29.587374896025644
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W240_TOL50,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,79.0,30.089423678342577,29.587374896025644
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W168_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,45.0,27.397067221987214,18.47111722543823
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W168_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,45.0,27.397067221987214,18.47111722543823
stage41,41D_ASIA_RANGE_BREAK_RETEST,ASIA_BREAK_RETEST_LONG_TOL30,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,215.0,24.405143677925288,15.479193681376305
stage41,41D_ASIA_RANGE_BREAK_RETEST,ASIA_BREAK_RETEST_LONG_TOL30,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,215.0,24.405143677925288,15.479193681376305
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W120_NO_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,63.0,23.89138310110785,14.965433104558866
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W120_NO_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,63.0,23.89138310110785,14.965433104558866
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W120_NO_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,boot_p10_gt_minus5,bootstrap_stability,63.0,23.89138310110785,14.965433104558866
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_SHORT_W120_NO_HTF,SHORT,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,51.0,23.075296149199293,56.05492745086951
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_SHORT_W120_NO_HTF,SHORT,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,51.0,23.075296149199293,56.05492745086951
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_SHORT_W120_NO_HTF,SHORT,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,boot_p10_gt_minus5,bootstrap_stability,51.0,23.075296149199293,56.05492745086951
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_SHORT_W120_NO_HTF,SHORT,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,boot_prob_gt_70,bootstrap_stability,51.0,23.075296149199293,56.05492745086951
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W168_TOL20,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,94.0,22.365217647281536,21.863168864964603
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W168_TOL20,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,94.0,22.365217647281536,21.863168864964603
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W168_TOL35,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,94.0,22.365217647281536,21.863168864964603
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W168_TOL35,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,94.0,22.365217647281536,21.863168864964603
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W168_TOL50,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,94.0,22.365217647281536,21.863168864964603
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W168_TOL50,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,94.0,22.365217647281536,21.863168864964603
stage41,41D_ASIA_RANGE_BREAK_RETEST,ASIA_BREAK_RETEST_LONG_TOL15,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,213.0,22.131827587791253,13.20587759124227
stage41,41D_ASIA_RANGE_BREAK_RETEST,ASIA_BREAK_RETEST_LONG_TOL15,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,213.0,22.131827587791253,13.20587759124227
stage41,41D_ASIA_RANGE_BREAK_RETEST,ASIA_BREAK_RETEST_LONG_TOL45,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,217.0,21.444796645609262,12.51884664906028
stage41,41D_ASIA_RANGE_BREAK_RETEST,ASIA_BREAK_RETEST_LONG_TOL45,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,217.0,21.444796645609262,12.51884664906028
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL20,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,113.0,20.985186082249523,20.48313729993259
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL20,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,113.0,20.985186082249523,20.48313729993259
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL35,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,113.0,20.985186082249523,20.48313729993259
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL35,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,113.0,20.985186082249523,20.48313729993259
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL50,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,113.0,20.985186082249523,20.48313729993259
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL50,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,113.0,20.985186082249523,20.48313729993259
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL20,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,85.0,20.507884606625854,3.52825330495563
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL20,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,oos_gt_0,oos_segment,85.0,20.507884606625854,3.52825330495563
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL20,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,85.0,20.507884606625854,3.52825330495563
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL20,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,boot_p10_gt_minus5,bootstrap_stability,85.0,20.507884606625854,3.52825330495563
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL35,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,85.0,20.507884606625854,3.52825330495563
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL35,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,oos_gt_0,oos_segment,85.0,20.507884606625854,3.52825330495563
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL35,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,85.0,20.507884606625854,3.52825330495563
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL35,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,boot_p10_gt_minus5,bootstrap_stability,85.0,20.507884606625854,3.52825330495563
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL50,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,85.0,20.507884606625854,3.52825330495563
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL50,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,oos_gt_0,oos_segment,85.0,20.507884606625854,3.52825330495563
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL50,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,85.0,20.507884606625854,3.52825330495563
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL50,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,boot_p10_gt_minus5,bootstrap_stability,85.0,20.507884606625854,3.52825330495563
stage41,41E_PRIOR_DAY_LEVEL_RECLAIM_REJECT,PREVDAY_HIGH_RECLAIM_LONG_TOL40,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,212.0,13.386322285429959,4.460372288880976
stage41,41E_PRIOR_DAY_LEVEL_RECLAIM_REJECT,PREVDAY_HIGH_RECLAIM_LONG_TOL40,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,212.0,13.386322285429959,4.460372288880976
stage41,41D_ASIA_RANGE_BREAK_RETEST,ASIA_BREAK_RETEST_LONG_TOL30,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,301.0,12.95353834042523,12.451489558108294
stage41,41D_ASIA_RANGE_BREAK_RETEST,ASIA_BREAK_RETEST_LONG_TOL30,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,301.0,12.95353834042523,12.451489558108294
stage41,41D_ASIA_RANGE_BREAK_RETEST,ASIA_BREAK_RETEST_LONG_TOL15,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,297.0,12.582940098921497,12.080891316604562
stage41,41D_ASIA_RANGE_BREAK_RETEST,ASIA_BREAK_RETEST_LONG_TOL15,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,297.0,12.582940098921497,12.080891316604562
stage41,41D_ASIA_RANGE_BREAK_RETEST,ASIA_BREAK_RETEST_LONG_TOL45,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,306.0,12.391889864374702,11.889841082057767
stage41,41D_ASIA_RANGE_BREAK_RETEST,ASIA_BREAK_RETEST_LONG_TOL45,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,306.0,12.391889864374702,11.889841082057767
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W168_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,56.0,12.309197717610003,11.807148935293068
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W168_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,56.0,12.309197717610003,11.807148935293068
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W168_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,boot_p10_gt_minus5,bootstrap_stability,56.0,12.309197717610003,11.807148935293068
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W120_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,43.0,11.634997920956978,11.132949138640043
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W120_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,oos_gt_0,oos_segment,43.0,11.634997920956978,11.132949138640043
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W120_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,43.0,11.634997920956978,11.132949138640043
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W120_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,boot_p10_gt_minus5,bootstrap_stability,43.0,11.634997920956978,11.132949138640043
stage41,41C_SHOCK_COOLDOWN_CONTINUATION,SHOCK_COOLDOWN_CONT_LONG_M1.6,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,52.0,10.848228213905536,10.3461794315886
stage41,41C_SHOCK_COOLDOWN_CONTINUATION,SHOCK_COOLDOWN_CONT_LONG_M1.6,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,train_gt_0,train_segment,52.0,10.848228213905536,10.3461794315886
stage41,41C_SHOCK_COOLDOWN_CONTINUATION,SHOCK_COOLDOWN_CONT_LONG_M1.6,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,52.0,10.848228213905536,10.3461794315886
stage41,41C_SHOCK_COOLDOWN_CONTINUATION,SHOCK_COOLDOWN_CONT_LONG_M1.6,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,boot_p10_gt_minus5,bootstrap_stability,52.0,10.848228213905536,10.3461794315886
stage41,41C_SHOCK_COOLDOWN_CONTINUATION,SHOCK_COOLDOWN_CONT_LONG_M1.6,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,boot_prob_gt_70,bootstrap_stability,52.0,10.848228213905536,10.3461794315886
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W168_NO_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,75.0,10.648898232770883,1.7229482362218995
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W168_NO_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,train_gt_0,train_segment,75.0,10.648898232770883,1.7229482362218995
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W168_NO_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,75.0,10.648898232770883,1.7229482362218995
stage41,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W168_NO_HTF,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,boot_p10_gt_minus5,bootstrap_stability,75.0,10.648898232770883,1.7229482362218995
stage41,41E_PRIOR_DAY_LEVEL_RECLAIM_REJECT,PREVDAY_HIGH_RECLAIM_LONG_TOL25,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,207.0,10.454819694906968,1.528869698357985
stage41,41E_PRIOR_DAY_LEVEL_RECLAIM_REJECT,PREVDAY_HIGH_RECLAIM_LONG_TOL25,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10,quarter_stability,207.0,10.454819694906968,1.528869698357985
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W240_TOL20,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,benchmark_residual,61.0,8.932056349870082,-8.047574951800142
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W240_TOL20,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,residual_gt_0,benchmark_residual,61.0,8.932056349870082,-8.047574951800142
stage41,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W240_TOL20,LONG,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,oos_gt_0,oos_segment,61.0,8.932056349870082,-8.047574951800142
