name,sessions,passed,trade_count,total_net_usd,avg_net_usd,median_net_usd,win_rate,profit_factor,max_drawdown_usd,positive_fold_ratio,positive_year_ratio
no_london,"asia,london_ny_overlap,new_york,other",True,304,832.8999999999958,2.7398026315789337,1.5149999999997816,0.5263157894736842,1.554294803111874,-81.61000000000053,1.0,0.75
asia_ny,"asia,new_york",True,201,497.07999999999697,2.4730348258706316,1.6100000000000363,0.527363184079602,1.5274394125885968,-136.6400000000002,0.8,0.75
liquid_core,"london_ny_overlap,new_york",True,217,514.4399999999971,2.3706912442396177,0.4100000000002183,0.5207373271889401,1.5093364487831893,-68.67000000000021,0.8,0.75
baseline_all,"asia,london,london_ny_overlap,new_york,other",True,376,807.5899999999958,2.14784574468084,0.26000000000001366,0.5053191489361702,1.4049145888381354,-106.52000000000135,1.0,1.0
ny_only,new_york,False,139,347.34999999999764,2.4989208633093356,1.569999999999618,0.5323741007194245,1.6265105876411332,-57.680000000000575,0.6,0.75
