thesis_id,definition,guard_variant,geometry,signal_utc,entry_utc,direction,session,entry_price,exit_utc,exit_price,exit_reason,gross_usd_x1,net_x1,net_x3,net_x4,year,h1_trend,h4_trend,compression_bucket,vol_bucket,macro_labels,macro_score,macro_regime
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-05-23T08:00:00+00:00,2022-05-23T09:00:00+00:00,long,london,1856.32,2022-05-23T20:59:00+00:00,1852.82,time_exit_only,-3.5,-3.85,-4.55,-4.9,2022,up,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-05-23T09:00:00+00:00,2022-05-23T10:00:00+00:00,long,london,1861.36,2022-05-23T21:58:00+00:00,1853.28,time_exit_only,-8.08,-8.43,-9.13,-9.48,2022,up,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-05-23T10:00:00+00:00,2022-05-23T11:00:00+00:00,long,london,1864.21,2022-05-23T21:58:00+00:00,1853.28,time_exit_only,-10.93,-11.28,-11.98,-12.33,2022,up,up,mid_high,mid_low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-05-23T11:00:00+00:00,2022-05-23T12:00:00+00:00,long,london,1860.16,2022-05-23T23:59:00+00:00,1853.22,time_exit_only,-6.94,-7.29,-7.99,-8.34,2022,up,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-05-23T12:00:00+00:00,2022-05-23T13:00:00+00:00,long,london_ny_overlap,1862.09,2022-05-24T00:59:00+00:00,1853.71,time_exit_only,-8.38,-8.73,-9.43,-9.78,2022,up,up,mid_high,mid_low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-05-23T13:00:00+00:00,2022-05-23T14:00:00+00:00,long,london_ny_overlap,1855.56,2022-05-24T01:59:00+00:00,1851.79,time_exit_only,-3.77,-4.12,-4.82,-5.17,2022,up,up,mid_high,high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-05-23T14:00:00+00:00,2022-05-23T15:00:00+00:00,long,london_ny_overlap,1854.32,2022-05-24T02:59:00+00:00,1849.68,time_exit_only,-4.64,-4.99,-5.69,-6.04,2022,up,up,mid_high,mid_low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-05-25T17:00:00+00:00,2022-05-25T18:00:00+00:00,long,new_york,1844.96,2022-05-26T05:59:00+00:00,1844.9,time_exit_only,-0.06,-0.41,-1.11,-1.46,2022,down,up,mid_high,mid_low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-05-25T18:00:00+00:00,2022-05-25T19:00:00+00:00,long,new_york,1847.4,2022-05-26T06:59:00+00:00,1843.44,time_exit_only,-3.96,-4.31,-5.01,-5.36,2022,down,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-05-25T19:00:00+00:00,2022-05-25T20:00:00+00:00,long,new_york,1854.37,2022-05-26T07:59:00+00:00,1846.66,time_exit_only,-7.71,-8.06,-8.76,-9.11,2022,neutral,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-05-25T20:00:00+00:00,2022-05-25T21:00:00+00:00,long,new_york,1854.88,2022-05-26T08:59:00+00:00,1847.69,time_exit_only,-7.19,-7.54,-8.24,-8.59,2022,neutral,up,mid_high,low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-05-25T21:00:00+00:00,2022-05-25T22:00:00+00:00,long,other,1852.68,2022-05-26T09:59:00+00:00,1845.7,time_exit_only,-6.98,-7.33,-8.03,-8.38,2022,down,up,mid_high,low,,0.0,unknown
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-05-25T23:00:00+00:00,2022-05-26T00:00:00+00:00,long,asia,1852.91,2022-05-26T11:59:00+00:00,1844.41,time_exit_only,-8.5,-8.85,-9.55,-9.9,2022,down,up,mid_high,low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-06-03T01:00:00+00:00,2022-06-03T02:00:00+00:00,long,asia,1873.11,2022-06-03T13:59:00+00:00,1858.1,time_exit_only,-15.01,-15.36,-16.06,-16.41,2022,up,up,mid_high,high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-06-03T07:00:00+00:00,2022-06-03T08:00:00+00:00,long,london,1865.71,2022-06-03T19:59:00+00:00,1850.64,time_exit_only,-15.07,-15.42,-16.12,-16.47,2022,up,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-06-03T14:00:00+00:00,2022-06-03T15:00:00+00:00,long,london_ny_overlap,1862.96,2022-06-03T20:58:00+00:00,1850.72,time_exit_only,-12.24,-12.59,-13.29,-13.64,2022,neutral,up,mid_high,high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-06-03T15:00:00+00:00,2022-06-03T16:00:00+00:00,long,london_ny_overlap,1857.51,2022-06-03T20:58:00+00:00,1850.72,time_exit_only,-6.79,-7.14,-7.84,-8.19,2022,neutral,up,mid_high,high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-07-28T09:00:00+00:00,2022-07-28T10:00:00+00:00,long,london,1745.53,2022-07-28T21:58:00+00:00,1755.77,time_exit_only,10.24,9.89,9.19,8.84,2022,up,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-07-28T15:00:00+00:00,2022-07-28T16:00:00+00:00,long,london_ny_overlap,1755.08,2022-07-29T03:59:00+00:00,1755.3,time_exit_only,0.22,-0.13,-0.83,-1.18,2022,up,up,mid_high,high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-07-28T16:00:00+00:00,2022-07-28T17:00:00+00:00,long,new_york,1752.79,2022-07-29T04:59:00+00:00,1762.78,time_exit_only,9.99,9.64,8.94,8.59,2022,up,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-07-28T17:00:00+00:00,2022-07-28T18:00:00+00:00,long,new_york,1753.78,2022-07-29T05:59:00+00:00,1761.33,time_exit_only,7.55,7.2,6.5,6.15,2022,up,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-07-28T18:00:00+00:00,2022-07-28T19:00:00+00:00,long,new_york,1752.36,2022-07-29T06:59:00+00:00,1763.43,time_exit_only,11.07,10.72,10.02,9.67,2022,up,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-07-28T19:00:00+00:00,2022-07-28T20:00:00+00:00,long,new_york,1753.3,2022-07-29T07:59:00+00:00,1766.59,time_exit_only,13.29,12.94,12.24,11.89,2022,up,up,mid_high,mid_low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-07-28T20:00:00+00:00,2022-07-28T21:00:00+00:00,long,new_york,1755.18,2022-07-29T08:59:00+00:00,1766.21,time_exit_only,11.03,10.68,9.98,9.63,2022,up,up,mid_high,mid_low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-07-28T21:00:00+00:00,2022-07-28T22:00:00+00:00,long,other,1755.52,2022-07-29T09:59:00+00:00,1763.61,time_exit_only,8.09,7.74,7.04,6.69,2022,up,up,mid_high,low,,0.0,unknown
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-07-28T23:00:00+00:00,2022-07-29T00:00:00+00:00,long,asia,1755.17,2022-07-29T11:59:00+00:00,1762.38,time_exit_only,7.21,6.86,6.16,5.81,2022,up,up,mid_high,low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-07-29T00:00:00+00:00,2022-07-29T01:00:00+00:00,long,asia,1754.8,2022-07-29T12:59:00+00:00,1761.02,time_exit_only,6.22,5.87,5.17,4.82,2022,up,up,mid_high,low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-07-29T01:00:00+00:00,2022-07-29T02:00:00+00:00,long,asia,1755.67,2022-07-29T13:59:00+00:00,1757.13,time_exit_only,1.46,1.11,0.41,0.06,2022,up,up,mid_high,low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-07-29T02:00:00+00:00,2022-07-29T03:00:00+00:00,long,asia,1753.39,2022-07-29T14:59:00+00:00,1753.79,time_exit_only,0.4,0.05,-0.65,-1.0,2022,up,up,mid_high,mid_low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-07-29T03:00:00+00:00,2022-07-29T04:00:00+00:00,long,asia,1755.31,2022-07-29T15:59:00+00:00,1762.69,time_exit_only,7.38,7.03,6.33,5.98,2022,up,up,mid_high,low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-07-29T04:00:00+00:00,2022-07-29T05:00:00+00:00,long,asia,1762.73,2022-07-29T16:59:00+00:00,1765.74,time_exit_only,3.01,2.66,1.96,1.61,2022,up,up,mid_high,high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-07-29T07:00:00+00:00,2022-07-29T08:00:00+00:00,long,london,1766.59,2022-07-29T19:59:00+00:00,1763.77,time_exit_only,-2.82,-3.17,-3.87,-4.22,2022,up,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-07-29T08:00:00+00:00,2022-07-29T09:00:00+00:00,long,london,1766.29,2022-07-29T20:58:00+00:00,1761.84,time_exit_only,-4.45,-4.8,-5.5,-5.85,2022,up,up,mid_high,mid_low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-07-29T10:00:00+00:00,2022-07-29T11:00:00+00:00,long,london,1760.14,2022-07-29T20:58:00+00:00,1761.84,time_exit_only,1.7,1.35,0.65,0.3,2022,up,up,mid_high,high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-07-29T11:00:00+00:00,2022-07-29T12:00:00+00:00,long,london,1762.24,2022-07-29T20:58:00+00:00,1761.84,time_exit_only,-0.4,-0.75,-1.45,-1.8,2022,up,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-07-29T12:00:00+00:00,2022-07-29T13:00:00+00:00,long,london_ny_overlap,1761.34,2022-07-29T20:58:00+00:00,1761.84,time_exit_only,0.5,0.15,-0.55,-0.9,2022,up,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-01T20:00:00+00:00,2022-08-01T21:00:00+00:00,long,new_york,1770.79,2022-08-02T08:59:00+00:00,1772.04,time_exit_only,1.25,0.9,0.2,-0.15,2022,up,up,mid_high,mid_low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-01T21:00:00+00:00,2022-08-01T22:00:00+00:00,long,other,1771.8,2022-08-02T09:59:00+00:00,1773.21,time_exit_only,1.41,1.06,0.36,0.01,2022,up,up,mid_high,low,,0.0,unknown
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-01T23:00:00+00:00,2022-08-02T00:00:00+00:00,long,asia,1771.52,2022-08-02T11:59:00+00:00,1773.51,time_exit_only,1.99,1.64,0.94,0.59,2022,up,up,mid_high,low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-02T02:00:00+00:00,2022-08-02T03:00:00+00:00,long,asia,1777.36,2022-08-02T14:59:00+00:00,1780.33,time_exit_only,2.97,2.62,1.92,1.57,2022,up,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-02T14:00:00+00:00,2022-08-02T15:00:00+00:00,long,london_ny_overlap,1780.32,2022-08-03T02:59:00+00:00,1764.6,time_exit_only,-15.72,-16.07,-16.77,-17.12,2022,up,up,mid_high,high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-02T15:00:00+00:00,2022-08-02T16:00:00+00:00,long,london_ny_overlap,1776.67,2022-08-03T03:59:00+00:00,1765.2,time_exit_only,-11.47,-11.82,-12.52,-12.87,2022,up,up,mid_high,high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-02T16:00:00+00:00,2022-08-02T17:00:00+00:00,long,new_york,1777.91,2022-08-03T04:59:00+00:00,1768.7,time_exit_only,-9.21,-9.56,-10.26,-10.61,2022,up,up,mid_high,high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-02T17:00:00+00:00,2022-08-02T18:00:00+00:00,long,new_york,1775.95,2022-08-03T05:59:00+00:00,1768.65,time_exit_only,-7.3,-7.65,-8.35,-8.7,2022,up,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-02T18:00:00+00:00,2022-08-02T19:00:00+00:00,long,new_york,1770.17,2022-08-03T06:59:00+00:00,1769.31,time_exit_only,-0.86,-1.21,-1.91,-2.26,2022,neutral,up,mid_high,high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-02T19:00:00+00:00,2022-08-02T20:00:00+00:00,long,new_york,1766.22,2022-08-03T07:59:00+00:00,1767.57,time_exit_only,1.35,1.0,0.3,-0.05,2022,neutral,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-03T10:00:00+00:00,2022-08-03T11:00:00+00:00,long,london,1765.63,2022-08-03T21:58:00+00:00,1765.38,time_exit_only,-0.25,-0.6,-1.3,-1.65,2022,neutral,up,mid_high,low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-03T11:00:00+00:00,2022-08-03T12:00:00+00:00,long,london,1763.12,2022-08-03T23:59:00+00:00,1763.17,time_exit_only,0.05,-0.3,-1.0,-1.35,2022,down,up,mid_high,high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-03T20:00:00+00:00,2022-08-03T21:00:00+00:00,long,new_york,1765.06,2022-08-04T08:59:00+00:00,1772.91,time_exit_only,7.85,7.5,6.8,6.45,2022,neutral,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-03T21:00:00+00:00,2022-08-03T22:00:00+00:00,long,other,1764.99,2022-08-04T09:59:00+00:00,1776.2,time_exit_only,11.21,10.86,10.16,9.81,2022,neutral,up,mid_high,low,,0.0,unknown
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-03T23:00:00+00:00,2022-08-04T00:00:00+00:00,long,asia,1763.16,2022-08-04T11:59:00+00:00,1781.52,time_exit_only,18.36,18.01,17.31,16.96,2022,down,up,mid_high,low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-04T00:00:00+00:00,2022-08-04T01:00:00+00:00,long,asia,1763.51,2022-08-04T12:59:00+00:00,1785.5,time_exit_only,21.99,21.64,20.94,20.59,2022,down,up,mid_high,low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-04T01:00:00+00:00,2022-08-04T02:00:00+00:00,long,asia,1767.26,2022-08-04T13:59:00+00:00,1780.6,time_exit_only,13.34,12.99,12.29,11.94,2022,neutral,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-04T02:00:00+00:00,2022-08-04T03:00:00+00:00,long,asia,1767.98,2022-08-04T14:59:00+00:00,1783.27,time_exit_only,15.29,14.94,14.24,13.89,2022,neutral,up,mid_high,mid_low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-04T03:00:00+00:00,2022-08-04T04:00:00+00:00,long,asia,1769.1,2022-08-04T15:59:00+00:00,1785.74,time_exit_only,16.64,16.29,15.59,15.24,2022,neutral,up,mid_high,low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-04T04:00:00+00:00,2022-08-04T05:00:00+00:00,long,asia,1770.59,2022-08-04T16:59:00+00:00,1787.62,time_exit_only,17.03,16.68,15.98,15.63,2022,neutral,up,mid_high,low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-04T05:00:00+00:00,2022-08-04T06:00:00+00:00,long,asia,1770.82,2022-08-04T17:59:00+00:00,1790.34,time_exit_only,19.52,19.17,18.47,18.12,2022,up,up,mid_high,low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-04T06:00:00+00:00,2022-08-04T07:00:00+00:00,long,london,1769.75,2022-08-04T18:59:00+00:00,1791.67,time_exit_only,21.92,21.57,20.87,20.52,2022,up,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-04T07:00:00+00:00,2022-08-04T08:00:00+00:00,long,london,1771.52,2022-08-04T19:59:00+00:00,1794.51,time_exit_only,22.99,22.64,21.94,21.59,2022,up,up,mid_high,mid_low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-04T08:00:00+00:00,2022-08-04T09:00:00+00:00,long,london,1772.87,2022-08-04T20:59:00+00:00,1793.48,time_exit_only,20.61,20.26,19.56,19.21,2022,up,up,mid_high,mid_low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-04T10:00:00+00:00,2022-08-04T11:00:00+00:00,long,london,1779.53,2022-08-04T21:58:00+00:00,1791.0,time_exit_only,11.47,11.12,10.42,10.07,2022,up,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-04T11:00:00+00:00,2022-08-04T12:00:00+00:00,long,london,1781.42,2022-08-04T23:59:00+00:00,1790.82,time_exit_only,9.4,9.05,8.35,8.0,2022,up,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-04T12:00:00+00:00,2022-08-04T13:00:00+00:00,long,london_ny_overlap,1785.53,2022-08-05T00:59:00+00:00,1793.21,time_exit_only,7.68,7.33,6.63,6.28,2022,up,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-04T13:00:00+00:00,2022-08-04T14:00:00+00:00,long,london_ny_overlap,1780.59,2022-08-05T01:59:00+00:00,1793.84,time_exit_only,13.25,12.9,12.2,11.85,2022,up,up,mid_high,high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-04T14:00:00+00:00,2022-08-04T15:00:00+00:00,long,london_ny_overlap,1783.32,2022-08-05T02:59:00+00:00,1789.92,time_exit_only,6.6,6.25,5.55,5.2,2022,up,up,mid_high,high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-04T15:00:00+00:00,2022-08-04T16:00:00+00:00,long,london_ny_overlap,1785.69,2022-08-05T03:59:00+00:00,1790.88,time_exit_only,5.19,4.84,4.14,3.79,2022,up,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-04T16:00:00+00:00,2022-08-04T17:00:00+00:00,long,new_york,1787.64,2022-08-05T04:59:00+00:00,1791.99,time_exit_only,4.35,4.0,3.3,2.95,2022,up,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-04T18:00:00+00:00,2022-08-04T19:00:00+00:00,long,new_york,1791.67,2022-08-05T06:59:00+00:00,1791.2,time_exit_only,-0.47,-0.82,-1.52,-1.87,2022,up,up,mid_high,mid_low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-04T19:00:00+00:00,2022-08-04T20:00:00+00:00,long,new_york,1794.65,2022-08-05T07:59:00+00:00,1790.57,time_exit_only,-4.08,-4.43,-5.13,-5.48,2022,up,up,mid_high,mid_low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-04T20:00:00+00:00,2022-08-04T21:00:00+00:00,long,new_york,1793.46,2022-08-05T08:59:00+00:00,1790.34,time_exit_only,-3.12,-3.47,-4.17,-4.52,2022,up,up,mid_high,mid_low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-04T21:00:00+00:00,2022-08-04T22:00:00+00:00,long,other,1790.51,2022-08-05T09:59:00+00:00,1787.13,time_exit_only,-3.38,-3.73,-4.43,-4.78,2022,up,up,mid_high,mid_low,,0.0,unknown
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-04T23:00:00+00:00,2022-08-05T00:00:00+00:00,long,asia,1790.82,2022-08-05T11:59:00+00:00,1785.04,time_exit_only,-5.78,-6.13,-6.83,-7.18,2022,up,up,mid_high,low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-05T00:00:00+00:00,2022-08-05T01:00:00+00:00,long,asia,1793.2,2022-08-05T12:59:00+00:00,1787.71,time_exit_only,-5.49,-5.84,-6.54,-6.89,2022,up,up,mid_high,mid_low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-05T01:00:00+00:00,2022-08-05T02:00:00+00:00,long,asia,1793.86,2022-08-05T13:59:00+00:00,1768.74,time_exit_only,-25.12,-25.47,-26.17,-26.52,2022,up,up,mid_high,mid_low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-05T02:00:00+00:00,2022-08-05T03:00:00+00:00,long,asia,1789.93,2022-08-05T14:59:00+00:00,1774.77,time_exit_only,-15.16,-15.51,-16.21,-16.56,2022,up,up,mid_high,high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-05T03:00:00+00:00,2022-08-05T04:00:00+00:00,long,asia,1790.86,2022-08-05T15:59:00+00:00,1777.72,time_exit_only,-13.14,-13.49,-14.19,-14.54,2022,up,up,mid_high,mid_low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-05T04:00:00+00:00,2022-08-05T05:00:00+00:00,long,asia,1791.97,2022-08-05T16:59:00+00:00,1773.57,time_exit_only,-18.4,-18.75,-19.45,-19.8,2022,up,up,mid_high,low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-05T05:00:00+00:00,2022-08-05T06:00:00+00:00,long,asia,1791.62,2022-08-05T17:59:00+00:00,1774.12,time_exit_only,-17.5,-17.85,-18.55,-18.9,2022,up,up,mid_high,low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-05T06:00:00+00:00,2022-08-05T07:00:00+00:00,long,london,1791.2,2022-08-05T18:59:00+00:00,1774.87,time_exit_only,-16.33,-16.68,-17.38,-17.73,2022,up,up,mid_high,mid_low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-05T07:00:00+00:00,2022-08-05T08:00:00+00:00,long,london,1790.59,2022-08-05T19:59:00+00:00,1772.47,time_exit_only,-18.12,-18.47,-19.17,-19.52,2022,up,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-08T16:00:00+00:00,2022-08-08T17:00:00+00:00,long,new_york,1787.01,2022-08-09T04:59:00+00:00,1785.55,time_exit_only,-1.46,-1.81,-2.51,-2.86,2022,up,up,mid_high,mid_high,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-08T17:00:00+00:00,2022-08-08T18:00:00+00:00,long,new_york,1787.49,2022-08-09T05:59:00+00:00,1786.06,time_exit_only,-1.43,-1.78,-2.48,-2.83,2022,up,up,mid_high,mid_low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-08T18:00:00+00:00,2022-08-08T19:00:00+00:00,long,new_york,1787.5,2022-08-09T06:59:00+00:00,1788.48,time_exit_only,0.98,0.63,-0.07,-0.42,2022,up,up,mid_high,low,,0,neutral
h4_up_compression_long_continuation_v1,base_h4up_compression_mid_high,unguarded_overlap,time_exit_12h,2022-08-08T19:00:00+00:00,2022-08-08T20:00:00+00:00,long,new_york,1787.22,2022-08-09T07:59:00+00:00,1785.53,time_exit_only,-1.69,-2.04,-2.74,-3.09,2022,up,up,mid_high,mid_low,,0,neutral
