candidate_id,signal_time,entry_time,exit_time,direction_label,entry_close,future_close,gross_return_bps,stress_return_bps,entry_spread_cost_bps,range_bps,prior_median_range
S51_VSQ_CW48_P20_B0_M3020_H6,2022-05-31 00:00:00+00:00,2022-05-31 00:05:00+00:00,2022-05-31 00:35:00+00:00,SHORT,1851.74,1848.4,18.037089440201747,15.055085707048026,2.700163089850627,6.427707199032358,6.571603797583499
S51_VSQ_CW48_P20_B0_M3020_H6,2022-05-31 19:45:00+00:00,2022-05-31 19:50:00+00:00,2022-05-31 20:20:00+00:00,SHORT,1836.66,1836.87,-1.143379830778745,-4.125383563932467,2.7223329304280592,25.98152424942253,11.81103028781531
S51_VSQ_CW48_P20_B0_M3020_H6,2022-06-06 17:00:00+00:00,2022-06-06 17:05:00+00:00,2022-06-06 17:35:00+00:00,SHORT,1841.41,1843.42,-10.915548411271747,-13.897552144425468,2.715310550067611,7.657425258640967,9.934163475047622
S51_VSQ_CW48_P20_B0_M3020_H6,2022-06-06 22:00:00+00:00,2022-06-06 22:05:00+00:00,2022-06-06 22:35:00+00:00,SHORT,1840.67,1841.67,-5.432804359282217,-8.414808092435939,2.98804239760522,5.107446548398785,9.336937715368844
S51_VSQ_CW48_P20_B0_M3020_H6,2022-06-07 10:30:00+00:00,2022-06-07 10:35:00+00:00,2022-06-07 11:05:00+00:00,LONG,1848.87,1849.93,5.733231649603125,2.751227916449403,2.704354551699146,14.545336570437033,8.715348421469015
S51_VSQ_CW48_P20_B0_M3020_H6,2022-06-07 18:30:00+00:00,2022-06-07 18:35:00+00:00,2022-06-07 19:05:00+00:00,LONG,1853.35,1855.17,9.820055575040676,6.838051841886955,2.697817465670273,7.877201974696034,11.531758046571072
S51_VSQ_CW48_P20_B0_M3020_H6,2022-06-08 03:45:00+00:00,2022-06-08 03:50:00+00:00,2022-06-08 04:20:00+00:00,SHORT,1846.76,1847.46,-3.7904221447293938,-6.772425877883116,2.707444389092248,2.3285534809170363,7.426755736707374
S51_VSQ_CW48_P20_B0_M3020_H6,2022-06-08 04:00:00+00:00,2022-06-08 04:05:00+00:00,2022-06-08 04:35:00+00:00,SHORT,1846.16,1847.1,-5.091649694500082,-8.073653427653804,2.708324305585648,5.579148069506287,7.320054375428375
S51_VSQ_CW48_P20_B0_M3020_H6,2022-06-14 15:30:00+00:00,2022-06-14 15:35:00+00:00,2022-06-14 16:05:00+00:00,SHORT,1811.73,1810.76,5.353998664260278,2.371994931106556,2.7597931259072817,14.4650685158392,13.917224455172537
S51_VSQ_CW48_P20_B0_M3020_H12,2022-05-02 12:00:00+00:00,2022-05-02 12:05:00+00:00,2022-05-02 13:05:00+00:00,SHORT,1875.77,1860.33,82.31286351738248,79.33085978422876,2.665572005096574,18.304364763831344,12.416396728046237
S51_VSQ_CW48_P20_B0_M3020_H12,2022-05-06 00:45:00+00:00,2022-05-06 00:50:00+00:00,2022-05-06 01:50:00+00:00,SHORT,1872.17,1869.42,14.688837018005843,11.706833284852122,2.6706976396374262,15.222244773696689,15.667361499907841
S51_VSQ_CW48_P20_B0_M3020_H12,2022-05-09 02:30:00+00:00,2022-05-09 02:35:00+00:00,2022-05-09 03:35:00+00:00,SHORT,1875.55,1875.92,-1.9727546586340978,-4.95475839178782,2.6658846738290105,19.42327805169512,12.931027204700456
S51_VSQ_CW48_P20_B0_M3020_H12,2022-05-09 05:00:00+00:00,2022-05-09 05:05:00+00:00,2022-05-09 06:05:00+00:00,SHORT,1871.17,1871.2,-0.16032749563092993,-3.1423312287846517,2.9393374199030555,14.794874670853998,10.393260256154235
S51_VSQ_CW48_P20_B0_M3020_H12,2022-05-09 18:30:00+00:00,2022-05-09 18:35:00+00:00,2022-05-09 19:35:00+00:00,SHORT,1854.98,1853.78,6.469072442829817,3.487068709676095,2.6954468511789886,16.392293465190445,16.706851649403696
S51_VSQ_CW48_P20_B0_M3020_H12,2022-05-09 20:00:00+00:00,2022-05-09 20:05:00+00:00,2022-05-09 21:05:00+00:00,SHORT,1852.69,1853.47,-4.210094511224073,-7.192098244377794,2.6987785328360383,10.799719207300608,16.427175019357648
S51_VSQ_CW48_P20_B0_M3020_H12,2022-05-10 23:30:00+00:00,2022-05-10 23:35:00+00:00,2022-05-11 00:35:00+00:00,SHORT,1836.23,1832.66,19.442008898667034,16.460005165513312,2.7229704339870278,21.472910887420117,14.49290328072745
S51_VSQ_CW48_P20_B0_M3020_H12,2022-05-11 00:30:00+00:00,2022-05-11 00:35:00+00:00,2022-05-11 01:35:00+00:00,SHORT,1832.66,1834.59,-10.531140527974836,-13.513144261128557,2.7282747481802403,9.878995944699156,14.49290328072745
S51_VSQ_CW48_P20_B0_M3020_H12,2022-05-12 15:45:00+00:00,2022-05-12 15:50:00+00:00,2022-05-12 16:50:00+00:00,SHORT,1834.01,1828.4,30.58870998522309,27.60670625206937,2.7262664870965807,14.43819092191861,18.179834582026743
S51_VSQ_CW48_P20_B0_M3020_H12,2022-05-12 18:30:00+00:00,2022-05-12 18:35:00+00:00,2022-05-12 19:35:00+00:00,SHORT,1821.63,1823.85,-12.186887567726705,-15.168891300880427,2.7447944972359917,8.454013460545907,18.179834582026743
S51_VSQ_CW48_P20_B0_M3020_H12,2022-05-12 22:15:00+00:00,2022-05-12 22:20:00+00:00,2022-05-12 23:20:00+00:00,SHORT,1822.4,1819.84,14.047410008780579,11.065406275626858,3.0179982440737487,26.928255433736506,15.466823326492026
S51_VSQ_CW48_P20_B0_M3020_H12,2022-05-17 18:00:00+00:00,2022-05-17 18:05:00+00:00,2022-05-17 19:05:00+00:00,SHORT,1819.62,1816.15,19.069915696682823,16.087911963529102,2.7478264692628134,27.630087073302192,13.622786031004
S51_VSQ_CW48_P20_B0_M3020_H12,2022-05-17 20:15:00+00:00,2022-05-17 20:20:00+00:00,2022-05-17 21:20:00+00:00,SHORT,1814.18,1814.23,-0.27560661014868715,-3.2576103433024093,2.756066101489378,14.397299265240727,13.622786031004
S51_VSQ_CW48_P20_B0_M3020_H12,2022-05-23 04:00:00+00:00,2022-05-23 04:05:00+00:00,2022-05-23 05:05:00+00:00,LONG,1854.49,1855.33,4.529547207048397,1.5475434738946752,2.6961590518147847,11.427154584607397,10.453667187920598
S51_VSQ_CW48_P20_B0_M3020_H12,2022-05-25 05:30:00+00:00,2022-05-25 05:35:00+00:00,2022-05-25 06:35:00+00:00,SHORT,1858.84,1858.12,3.873383400400397,0.891379667246675,2.958834541972413,14.578435749982711,6.486231947004906
S51_VSQ_CW48_P20_B0_M3020_H12,2022-05-30 05:00:00+00:00,2022-05-30 05:05:00+00:00,2022-05-30 06:05:00+00:00,LONG,1861.64,1861.21,-2.309791366752238,-5.2917950999059595,2.954384306310565,10.095314807356058,7.588792892693364
S51_VSQ_CW48_P20_B0_M3020_H12,2022-05-31 00:00:00+00:00,2022-05-31 00:05:00+00:00,2022-05-31 01:05:00+00:00,SHORT,1851.74,1847.96,20.41323295927059,17.43122922611687,2.700163089850627,6.427707199032358,6.571603797583499
S51_VSQ_CW48_P20_B0_M3020_H12,2022-05-31 19:45:00+00:00,2022-05-31 19:50:00+00:00,2022-05-31 20:50:00+00:00,SHORT,1836.66,1838.03,-7.459192229372288,-10.44119596252601,2.7223329304280592,25.98152424942253,11.81103028781531
S51_VSQ_CW48_P20_B0_M3020_H12,2022-06-06 17:00:00+00:00,2022-06-06 17:05:00+00:00,2022-06-06 18:05:00+00:00,SHORT,1841.41,1841.18,1.2490428530311999,-1.732960880122522,2.715310550067611,7.657425258640967,9.934163475047622
S51_VSQ_CW48_P20_B0_M3020_H12,2022-06-06 22:00:00+00:00,2022-06-06 22:05:00+00:00,2022-06-06 23:05:00+00:00,SHORT,1840.67,1840.86,-1.0322328282626825,-4.014236561416404,2.98804239760522,5.107446548398785,9.336937715368844
S51_VSQ_CW48_P20_B0_M3020_H12,2022-06-07 10:30:00+00:00,2022-06-07 10:35:00+00:00,2022-06-07 11:35:00+00:00,LONG,1848.87,1848.59,-1.5144385489513743,-4.496442282105097,2.704354551699146,14.545336570437033,8.715348421469015
S51_VSQ_CW48_P20_B0_M3020_H12,2022-06-07 18:30:00+00:00,2022-06-07 18:35:00+00:00,2022-06-07 19:35:00+00:00,LONG,1853.35,1853.9,2.967599212238282,-0.014404520915439978,2.697817465670273,7.877201974696034,11.531758046571072
S51_VSQ_CW48_P20_B0_M3020_H12,2022-06-08 03:45:00+00:00,2022-06-08 03:50:00+00:00,2022-06-08 04:50:00+00:00,SHORT,1846.76,1847.97,-6.552015421603437,-9.534019154757159,2.707444389092248,2.3285534809170363,7.426755736707374
S51_VSQ_CW48_P20_B0_M3020_H12,2022-06-08 04:00:00+00:00,2022-06-08 04:05:00+00:00,2022-06-08 05:05:00+00:00,SHORT,1846.16,1847.32,-6.283312388957915,-9.265316122111637,2.708324305585648,5.579148069506287,7.320054375428375
S51_VSQ_CW48_P20_B0_M3020_H12,2022-06-14 15:30:00+00:00,2022-06-14 15:35:00+00:00,2022-06-14 16:35:00+00:00,SHORT,1811.73,1813.12,-7.672224890021541,-10.654228623175262,2.7597931259072817,14.4650685158392,13.917224455172537
S51_VSQ_CW48_P20_B0_M3020_H24,2022-05-02 12:00:00+00:00,2022-05-02 12:05:00+00:00,2022-05-02 14:05:00+00:00,SHORT,1875.77,1861.14,77.99463686912512,75.0126331359714,2.665572005096574,18.304364763831344,12.416396728046237
S51_VSQ_CW48_P20_B0_M3020_H24,2022-05-06 00:45:00+00:00,2022-05-06 00:50:00+00:00,2022-05-06 02:50:00+00:00,SHORT,1872.17,1875.24,-16.398083507373457,-19.38008724052718,2.6706976396374262,15.222244773696689,15.667361499907841
S51_VSQ_CW48_P20_B0_M3020_H24,2022-05-09 02:30:00+00:00,2022-05-09 02:35:00+00:00,2022-05-09 04:35:00+00:00,SHORT,1875.55,1873.97,8.424195569299284,5.442191836145563,2.6658846738290105,19.42327805169512,12.931027204700456
S51_VSQ_CW48_P20_B0_M3020_H24,2022-05-09 05:00:00+00:00,2022-05-09 05:05:00+00:00,2022-05-09 07:05:00+00:00,SHORT,1871.17,1870.54,3.366877408253174,0.38487367509945214,2.9393374199030555,14.794874670853998,10.393260256154235
S51_VSQ_CW48_P20_B0_M3020_H24,2022-05-09 18:30:00+00:00,2022-05-09 18:35:00+00:00,2022-05-09 20:35:00+00:00,SHORT,1854.98,1853.61,7.385524372231065,4.4035206390773425,2.6954468511789886,16.392293465190445,16.706851649403696
S51_VSQ_CW48_P20_B0_M3020_H24,2022-05-09 20:00:00+00:00,2022-05-09 20:05:00+00:00,2022-05-09 22:05:00+00:00,SHORT,1852.69,1853.44,-4.048167799254057,-7.030171532407779,2.6987785328360383,10.799719207300608,16.427175019357648
S51_VSQ_CW48_P20_B0_M3020_H24,2022-05-10 23:30:00+00:00,2022-05-10 23:35:00+00:00,2022-05-11 01:35:00+00:00,SHORT,1836.23,1834.59,8.931343023477995,5.949339290324273,2.7229704339870278,21.472910887420117,14.49290328072745
S51_VSQ_CW48_P20_B0_M3020_H24,2022-05-11 00:30:00+00:00,2022-05-11 00:35:00+00:00,2022-05-11 02:35:00+00:00,SHORT,1832.66,1838.0,-29.137974310564523,-32.11997804371825,2.7282747481802403,9.878995944699156,14.49290328072745
S51_VSQ_CW48_P20_B0_M3020_H24,2022-05-12 15:45:00+00:00,2022-05-12 15:50:00+00:00,2022-05-12 17:50:00+00:00,SHORT,1834.01,1822.99,60.086913375608546,57.10490964245482,2.7262664870965807,14.43819092191861,18.179834582026743
S51_VSQ_CW48_P20_B0_M3020_H24,2022-05-12 18:30:00+00:00,2022-05-12 18:35:00+00:00,2022-05-12 20:35:00+00:00,SHORT,1821.63,1822.95,-7.246257472702668,-10.22826120585639,2.7447944972359917,8.454013460545907,18.179834582026743
S51_VSQ_CW48_P20_B0_M3020_H24,2022-05-12 22:15:00+00:00,2022-05-12 22:20:00+00:00,2022-05-13 00:20:00+00:00,SHORT,1822.4,1822.96,-3.0728709394202447,-6.054874672573966,3.0179982440737487,26.928255433736506,15.466823326492026
S51_VSQ_CW48_P20_B0_M3020_H24,2022-05-17 18:00:00+00:00,2022-05-17 18:05:00+00:00,2022-05-17 20:05:00+00:00,SHORT,1819.62,1815.62,21.982611754102507,19.000608020948786,2.7478264692628134,27.630087073302192,13.622786031004
S51_VSQ_CW48_P20_B0_M3020_H24,2022-05-17 20:15:00+00:00,2022-05-17 20:20:00+00:00,2022-05-17 22:20:00+00:00,SHORT,1814.18,1813.78,2.2048528811920036,-0.7771508519617183,2.756066101489378,14.397299265240727,13.622786031004
S51_VSQ_CW48_P20_B0_M3020_H24,2022-05-23 04:00:00+00:00,2022-05-23 04:05:00+00:00,2022-05-23 06:05:00+00:00,LONG,1854.49,1854.53,0.2156927241449866,-2.7663110090087355,2.6961590518147847,11.427154584607397,10.453667187920598
S51_VSQ_CW48_P20_B0_M3020_H24,2022-05-25 05:30:00+00:00,2022-05-25 05:35:00+00:00,2022-05-25 07:35:00+00:00,SHORT,1858.84,1858.09,4.0347743754169265,1.0527706422632046,2.958834541972413,14.578435749982711,6.486231947004906
S51_VSQ_CW48_P20_B0_M3020_H24,2022-05-30 05:00:00+00:00,2022-05-30 05:05:00+00:00,2022-05-30 07:05:00+00:00,LONG,1861.64,1861.02,-3.33039685438709,-6.312400587540812,2.954384306310565,10.095314807356058,7.588792892693364
S51_VSQ_CW48_P20_B0_M3020_H24,2022-05-31 00:00:00+00:00,2022-05-31 00:05:00+00:00,2022-05-31 02:05:00+00:00,SHORT,1851.74,1849.11,14.202857852614887,11.220854119461166,2.700163089850627,6.427707199032358,6.571603797583499
S51_VSQ_CW48_P20_B0_M3020_H24,2022-05-31 19:45:00+00:00,2022-05-31 19:50:00+00:00,2022-05-31 21:50:00+00:00,SHORT,1836.66,1838.11,-7.894765498240382,-10.876769231394103,2.7223329304280592,25.98152424942253,11.81103028781531
S51_VSQ_CW48_P20_B0_M3020_H24,2022-06-06 17:00:00+00:00,2022-06-06 17:05:00+00:00,2022-06-06 19:05:00+00:00,SHORT,1841.41,1841.88,-2.552391917063703,-5.534395650217425,2.715310550067611,7.657425258640967,9.934163475047622
S51_VSQ_CW48_P20_B0_M3020_H24,2022-06-06 22:00:00+00:00,2022-06-06 22:05:00+00:00,2022-06-07 00:05:00+00:00,SHORT,1840.67,1839.17,8.149206538923327,5.167202805769605,2.98804239760522,5.107446548398785,9.336937715368844
S51_VSQ_CW48_P20_B0_M3020_H24,2022-06-07 10:30:00+00:00,2022-06-07 10:35:00+00:00,2022-06-07 12:35:00+00:00,LONG,1848.87,1843.82,-27.31398097216113,-30.29598470531485,2.704354551699146,14.545336570437033,8.715348421469015
S51_VSQ_CW48_P20_B0_M3020_H24,2022-06-07 18:30:00+00:00,2022-06-07 18:35:00+00:00,2022-06-07 20:35:00+00:00,LONG,1853.35,1852.3,-5.665416677907328,-8.64742041106105,2.697817465670273,7.877201974696034,11.531758046571072
S51_VSQ_CW48_P20_B0_M3020_H24,2022-06-08 03:45:00+00:00,2022-06-08 03:50:00+00:00,2022-06-08 05:50:00+00:00,SHORT,1846.76,1848.9,-11.587861985315362,-14.569865718469083,2.707444389092248,2.3285534809170363,7.426755736707374
S51_VSQ_CW48_P20_B0_M3020_H24,2022-06-08 04:00:00+00:00,2022-06-08 04:05:00+00:00,2022-06-08 06:05:00+00:00,SHORT,1846.16,1849.74,-19.391602027992842,-22.373605761146564,2.708324305585648,5.579148069506287,7.320054375428375
S51_VSQ_CW48_P20_B0_M3020_H24,2022-06-14 15:30:00+00:00,2022-06-14 15:35:00+00:00,2022-06-14 17:35:00+00:00,SHORT,1811.73,1810.87,4.746844176561228,1.7648404434075062,2.7597931259072817,14.4650685158392,13.917224455172537
S51_VSQ_CW48_P20_B0_M3040_H6,2022-05-02 12:00:00+00:00,2022-05-02 12:05:00+00:00,2022-05-02 12:35:00+00:00,SHORT,1875.77,1865.95,52.35183418009637,49.36983044694264,2.665572005096574,18.304364763831344,12.416396728046237
S51_VSQ_CW48_P20_B0_M3040_H6,2022-05-06 00:45:00+00:00,2022-05-06 00:50:00+00:00,2022-05-06 01:20:00+00:00,SHORT,1872.17,1869.71,13.13983238701633,10.157828653862609,2.6706976396374262,15.222244773696689,15.667361499907841
S51_VSQ_CW48_P20_B0_M3040_H6,2022-05-09 02:30:00+00:00,2022-05-09 02:35:00+00:00,2022-05-09 03:05:00+00:00,SHORT,1875.55,1876.01,-2.4526138999228833,-5.434617633076606,2.6658846738290105,19.42327805169512,12.931027204700456
S51_VSQ_CW48_P20_B0_M3040_H6,2022-05-09 05:00:00+00:00,2022-05-09 05:05:00+00:00,2022-05-09 05:35:00+00:00,SHORT,1871.17,1873.4,-11.917677175243394,-14.899680908397116,2.9393374199030555,14.794874670853998,10.393260256154235
S51_VSQ_CW48_P20_B0_M3040_H6,2022-05-09 18:30:00+00:00,2022-05-09 18:35:00+00:00,2022-05-09 19:05:00+00:00,SHORT,1854.98,1855.59,-3.2884451584378263,-6.270448891591548,2.6954468511789886,16.392293465190445,16.706851649403696
S51_VSQ_CW48_P20_B0_M3040_H6,2022-05-09 20:00:00+00:00,2022-05-09 20:05:00+00:00,2022-05-09 20:35:00+00:00,SHORT,1852.69,1853.61,-4.965752500417476,-7.947756233571198,2.6987785328360383,10.799719207300608,16.427175019357648
S51_VSQ_CW48_P20_B0_M3040_H6,2022-05-10 23:30:00+00:00,2022-05-10 23:35:00+00:00,2022-05-11 00:05:00+00:00,SHORT,1836.23,1833.33,15.793228517125256,12.811224783971534,2.7229704339870278,21.472910887420117,14.49290328072745
S51_VSQ_CW48_P20_B0_M3040_H6,2022-05-11 00:30:00+00:00,2022-05-11 00:35:00+00:00,2022-05-11 01:05:00+00:00,SHORT,1832.66,1833.54,-4.801763556796578,-7.783767289950299,2.7282747481802403,9.878995944699156,14.49290328072745
S51_VSQ_CW48_P20_B0_M3040_H6,2022-05-12 15:45:00+00:00,2022-05-12 15:50:00+00:00,2022-05-12 16:20:00+00:00,SHORT,1834.01,1834.64,-3.435095773742287,-6.417099506896009,2.7262664870965807,14.43819092191861,18.179834582026743
S51_VSQ_CW48_P20_B0_M3040_H6,2022-05-12 18:30:00+00:00,2022-05-12 18:35:00+00:00,2022-05-12 19:05:00+00:00,SHORT,1821.63,1821.97,-1.866460258120025,-4.848463991273746,2.7447944972359917,8.454013460545907,18.179834582026743
S51_VSQ_CW48_P20_B0_M3040_H6,2022-05-12 22:15:00+00:00,2022-05-12 22:20:00+00:00,2022-05-12 22:50:00+00:00,SHORT,1822.4,1817.68,25.899912203687595,22.917908470533874,3.0179982440737487,26.928255433736506,15.466823326492026
S51_VSQ_CW48_P20_B0_M3040_H6,2022-05-17 18:00:00+00:00,2022-05-17 18:05:00+00:00,2022-05-17 18:35:00+00:00,SHORT,1819.62,1814.05,30.61078686758739,27.628783134433668,2.7478264692628134,27.630087073302192,13.622786031004
S51_VSQ_CW48_P20_B0_M3040_H6,2022-05-17 20:15:00+00:00,2022-05-17 20:20:00+00:00,2022-05-17 20:50:00+00:00,SHORT,1814.18,1814.31,-0.7165771863865865,-3.6985809195403085,2.756066101489378,14.397299265240727,13.622786031004
S51_VSQ_CW48_P20_B0_M3040_H6,2022-05-23 04:00:00+00:00,2022-05-23 04:05:00+00:00,2022-05-23 04:35:00+00:00,LONG,1854.49,1854.43,-0.3235390862174799,-3.305542819371202,2.6961590518147847,11.427154584607397,10.453667187920598
S51_VSQ_CW48_P20_B0_M3040_H6,2022-05-25 05:30:00+00:00,2022-05-25 05:35:00+00:00,2022-05-25 06:05:00+00:00,SHORT,1858.84,1858.29,2.9588345419721684,-0.023169191181553472,2.958834541972413,14.578435749982711,6.486231947004906
S51_VSQ_CW48_P20_B0_M3040_H6,2022-05-30 05:00:00+00:00,2022-05-30 05:05:00+00:00,2022-05-30 05:35:00+00:00,LONG,1861.64,1862.31,3.5989772458684026,0.6169735127146807,2.954384306310565,10.095314807356058,7.588792892693364
S51_VSQ_CW48_P20_B0_M3040_H6,2022-05-31 00:00:00+00:00,2022-05-31 00:05:00+00:00,2022-05-31 00:35:00+00:00,SHORT,1851.74,1848.4,18.037089440201747,15.055085707048026,2.700163089850627,6.427707199032358,6.571603797583499
S51_VSQ_CW48_P20_B0_M3040_H6,2022-05-31 19:45:00+00:00,2022-05-31 19:50:00+00:00,2022-05-31 20:20:00+00:00,SHORT,1836.66,1836.87,-1.143379830778745,-4.125383563932467,2.7223329304280592,25.98152424942253,11.81103028781531
S51_VSQ_CW48_P20_B0_M3040_H6,2022-06-06 17:00:00+00:00,2022-06-06 17:05:00+00:00,2022-06-06 17:35:00+00:00,SHORT,1841.41,1843.42,-10.915548411271747,-13.897552144425468,2.715310550067611,7.657425258640967,9.934163475047622
S51_VSQ_CW48_P20_B0_M3040_H6,2022-06-06 22:00:00+00:00,2022-06-06 22:05:00+00:00,2022-06-06 22:35:00+00:00,SHORT,1840.67,1841.67,-5.432804359282217,-8.414808092435939,2.98804239760522,5.107446548398785,9.336937715368844
S51_VSQ_CW48_P20_B0_M3040_H6,2022-06-07 10:30:00+00:00,2022-06-07 10:35:00+00:00,2022-06-07 11:05:00+00:00,LONG,1848.87,1849.93,5.733231649603125,2.751227916449403,2.704354551699146,14.545336570437033,8.715348421469015
S51_VSQ_CW48_P20_B0_M3040_H6,2022-06-07 18:30:00+00:00,2022-06-07 18:35:00+00:00,2022-06-07 19:05:00+00:00,LONG,1853.35,1855.17,9.820055575040676,6.838051841886955,2.697817465670273,7.877201974696034,11.531758046571072
S51_VSQ_CW48_P20_B0_M3040_H6,2022-06-08 03:45:00+00:00,2022-06-08 03:50:00+00:00,2022-06-08 04:20:00+00:00,SHORT,1846.76,1847.46,-3.7904221447293938,-6.772425877883116,2.707444389092248,2.3285534809170363,7.426755736707374
S51_VSQ_CW48_P20_B0_M3040_H6,2022-06-08 04:00:00+00:00,2022-06-08 04:05:00+00:00,2022-06-08 04:35:00+00:00,SHORT,1846.16,1847.1,-5.091649694500082,-8.073653427653804,2.708324305585648,5.579148069506287,7.320054375428375
S51_VSQ_CW48_P20_B0_M3040_H6,2022-06-14 15:30:00+00:00,2022-06-14 15:35:00+00:00,2022-06-14 16:05:00+00:00,SHORT,1811.73,1810.76,5.353998664260278,2.371994931106556,2.7597931259072817,14.4650685158392,13.917224455172537
S51_VSQ_CW48_P20_B0_M3040_H12,2022-05-02 12:00:00+00:00,2022-05-02 12:05:00+00:00,2022-05-02 13:05:00+00:00,SHORT,1875.77,1860.33,82.31286351738248,79.33085978422876,2.665572005096574,18.304364763831344,12.416396728046237
S51_VSQ_CW48_P20_B0_M3040_H12,2022-05-06 00:45:00+00:00,2022-05-06 00:50:00+00:00,2022-05-06 01:50:00+00:00,SHORT,1872.17,1869.42,14.688837018005843,11.706833284852122,2.6706976396374262,15.222244773696689,15.667361499907841
S51_VSQ_CW48_P20_B0_M3040_H12,2022-05-09 02:30:00+00:00,2022-05-09 02:35:00+00:00,2022-05-09 03:35:00+00:00,SHORT,1875.55,1875.92,-1.9727546586340978,-4.95475839178782,2.6658846738290105,19.42327805169512,12.931027204700456
S51_VSQ_CW48_P20_B0_M3040_H12,2022-05-09 05:00:00+00:00,2022-05-09 05:05:00+00:00,2022-05-09 06:05:00+00:00,SHORT,1871.17,1871.2,-0.16032749563092993,-3.1423312287846517,2.9393374199030555,14.794874670853998,10.393260256154235
