time_utc,session_utc,broker_close,reference_close,basis_bps,abs_basis_bps,spread_points,spread_price,spread_cost_bps
2026-03-22T22:25:00Z,late_us,4485.63,4530.151,-98.2770772983058,98.2770772983058,45.0,0.45,1.0032035633790573
2026-03-22T22:30:00Z,late_us,4482.03,4511.79963,-65.98172002598592,65.98172002598592,45.0,0.45,1.0040093439802948
2026-03-22T22:35:00Z,late_us,4478.58,4515.30613,-81.33696573968511,81.33696573968511,45.0,0.45,1.0047827659659982
2026-03-22T22:40:00Z,late_us,4488.33,4507.38797,-42.281627689572595,42.281627689572595,45.0,0.45,1.0026000761976057
2026-03-22T22:45:00Z,late_us,4462.56,4506.41174,-97.30966127830823,97.30966127830823,45.0,0.45,1.0083898031623104
2026-03-22T22:50:00Z,late_us,4458.0,4508.12282,-111.18335059025654,111.18335059025654,45.0,0.45,1.009421265141319
2026-03-22T22:55:00Z,late_us,4464.49,4493.61914,-64.82333970119241,64.82333970119241,45.0,0.45,1.007953876030633
2026-03-22T23:00:00Z,late_us,4441.75,4499.76942,-128.93865126093422,128.93865126093422,45.0,0.45,1.0131142004840434
2026-03-22T23:05:00Z,late_us,4439.65,4492.24828,-117.08676084127781,117.08676084127781,45.0,0.45,1.0135934138952396
2026-03-22T23:10:00Z,late_us,4436.51,4494.62796,-129.30538526708133,129.30538526708133,45.0,0.45,1.0143107983527593
2026-03-22T23:15:00Z,late_us,4424.89,4495.85058,-157.83571704022228,157.83571704022228,45.0,0.45,1.0169744332627477
2026-03-22T23:20:00Z,late_us,4440.1,4489.74187,-110.56731419617108,110.56731419617108,45.0,0.45,1.0134906871466858
2026-03-22T23:25:00Z,late_us,4427.25,4486.27049,-131.55802828108094,131.55802828108094,45.0,0.45,1.016432322547857
2026-03-22T23:30:00Z,late_us,4401.27,4483.40929,-183.2072083697698,183.2072083697698,45.0,0.45,1.022432161626076
2026-03-22T23:35:00Z,late_us,4349.73,4480.07774,-290.9497280286037,290.9497280286037,45.0,0.45,1.0345469718810134
2026-03-22T23:40:00Z,late_us,4362.02,4489.35037,-283.6276064592385,283.6276064592385,45.0,0.45,1.0316321337362049
2026-03-22T23:45:00Z,late_us,4345.49,4464.78779,-267.19699930016276,267.19699930016276,45.0,0.45,1.0355564044561145
2026-03-22T23:50:00Z,late_us,4335.45,4455.4598,-269.35446707430697,269.35446707430697,45.0,0.45,1.0379545375912536
2026-03-22T23:55:00Z,late_us,4354.21,4466.30836,-250.9866112334437,250.9866112334437,45.0,0.45,1.0334825375900565
2026-03-23T00:00:00Z,asia,4376.82,4439.77565,-141.7991695143422,141.7991695143422,45.0,0.45,1.0281437207835826
2026-03-23T00:05:00Z,asia,4401.3,4446.50596,-101.66625302353182,101.66625302353182,45.0,0.45,1.0224251925567445
2026-03-23T00:10:00Z,asia,4407.88,4440.96626,-74.50238993709453,74.50238993709453,45.0,0.45,1.0208989355427098
2026-03-23T00:15:00Z,asia,4429.74,4427.94239,4.059695997986148,4.059695997986148,45.0,0.45,1.0158609760392259
2026-03-23T00:20:00Z,asia,4431.96,4434.9997,-6.853889978843214,6.853889978843214,45.0,0.45,1.0153521241166437
2026-03-23T00:25:00Z,asia,4421.69,4427.1414,-12.313589080305478,12.313589080305478,45.0,0.45,1.0177104229378362
2026-03-23T00:30:00Z,asia,4441.11,4410.01056,70.52010324437853,70.52010324437853,45.0,0.45,1.0132601984638976
2026-03-23T00:35:00Z,asia,4444.1,4349.53484,217.41442126257368,217.41442126257368,45.0,0.45,1.0125784748317994
2026-03-23T00:40:00Z,asia,4435.44,4360.6723,171.45911193555963,171.45911193555963,45.0,0.45,1.0145554894215683
2026-03-23T00:45:00Z,asia,4412.72,4351.24569,141.2797952119328,141.2797952119328,45.0,0.45,1.0197791838140648
2026-03-23T00:50:00Z,asia,4407.16,4329.42696,179.54579374633929,179.54579374633929,45.0,0.45,1.0210657203278302
2026-03-23T00:55:00Z,asia,4387.29,4362.27311,57.34828922712699,57.34828922712699,45.0,0.45,1.0256901185013982
2026-03-23T01:00:00Z,asia,4416.91,4371.51081,103.85240246037523,103.85240246037523,45.0,0.45,1.0188117937653247
2026-03-23T01:05:00Z,asia,4406.29,4402.4169,8.797667481241485,8.797667481241485,45.0,0.45,1.0212673246654216
2026-03-23T01:10:00Z,asia,4395.76,4408.49897,-28.896388740677025,28.896388740677025,45.0,0.45,1.0237137605328772
2026-03-23T01:15:00Z,asia,4403.38,4430.22262,-60.589776863175885,60.589776863175885,45.0,0.45,1.0219422352828964
2026-03-23T01:20:00Z,asia,4404.55,4435.27343,-69.27065599200274,69.27065599200274,45.0,0.45,1.0216707722695848
2026-03-23T01:25:00Z,asia,4398.99,4423.26445,-54.87903848932182,54.87903848932182,45.0,0.45,1.0229620890249809
2026-03-23T01:30:00Z,asia,4388.23,4444.25017,-126.05089240509763,126.05089240509763,45.0,0.45,1.0254704060634927
2026-03-23T01:35:00Z,asia,4373.88,4443.87806,-157.51570825055424,157.51570825055424,45.0,0.45,1.028834810282861
2026-03-23T01:40:00Z,asia,4384.72,4430.39918,-103.10398260772538,103.10398260772538,45.0,0.45,1.0262913025233082
2026-03-23T01:45:00Z,asia,4374.18,4416.1928,-95.13352768475035,95.13352768475035,45.0,0.45,1.02876424838484
2026-03-23T01:50:00Z,asia,4360.21,4408.69986,-109.98675695741213,109.98675695741213,45.0,0.45,1.0320603824127736
2026-03-23T01:55:00Z,asia,4360.44,4389.31498,-65.78470702505953,65.78470702505953,45.0,0.45,1.0320059443542395
2026-03-23T02:00:00Z,asia,4366.88,4413.58072,-105.81141019666185,105.81141019666185,45.0,0.45,1.030484006888213
2026-03-23T02:05:00Z,asia,4355.81,4411.03867,-125.20559018359164,125.20559018359164,45.0,0.45,1.0331029131206364
2026-03-23T02:10:00Z,asia,4349.14,4393.30667,-100.53172545771682,100.53172545771682,45.0,0.45,1.0346873174926536
2026-03-23T02:15:00Z,asia,4353.41,4401.89288,-110.14098098634439,110.14098098634439,45.0,0.45,1.0336724544667284
2026-03-23T02:20:00Z,asia,4355.0,4406.15514,-116.09927107559778,116.09927107559778,45.0,0.45,1.0332950631458095
2026-03-23T02:25:00Z,asia,4350.89,4398.8197,-108.96036498154194,108.96036498154194,45.0,0.45,1.0342711491212142
2026-03-23T02:30:00Z,asia,4359.06,4385.42785,-60.12606044812625,60.12606044812625,45.0,0.45,1.032332658875996
2026-03-23T02:35:00Z,asia,4345.63,4374.05497,-64.98539729142917,64.98539729142917,45.0,0.45,1.0355230426888622
2026-03-23T02:40:00Z,asia,4341.94,4383.11334,-93.9362886746622,93.9362886746622,45.0,0.45,1.0364030824930792
2026-03-23T02:45:00Z,asia,4351.39,4375.77624,-55.73008916013451,55.73008916013451,45.0,0.45,1.0341523053553001
2026-03-23T02:50:00Z,asia,4350.45,4358.32393,-18.06641756433131,18.06641756433131,45.0,0.45,1.0343757542323209
2026-03-23T02:55:00Z,asia,4352.67,4363.36358,-24.507652878195657,24.507652878195657,45.0,0.45,1.0338481897318197
2026-03-23T03:00:00Z,asia,4362.36,4368.53989,-14.146351310987667,14.146351310987667,45.0,0.45,1.0315517288806977
2026-03-23T03:05:00Z,asia,4368.78,4360.83537,18.21813787022178,18.21813787022178,45.0,0.45,1.0300358452474145
2026-03-23T03:10:00Z,asia,4363.48,4349.93426,31.140102793184667,31.140102793184667,45.0,0.45,1.0312869544492012
2026-03-23T03:15:00Z,asia,4368.59,4356.80025,27.06057042665638,27.06057042665638,45.0,0.45,1.0300806438690744
2026-03-23T03:20:00Z,asia,4369.83,4354.63028,34.90473133806348,34.90473133806348,45.0,0.45,1.0297883441689952
2026-03-23T03:25:00Z,asia,4368.17,4352.99708,34.85626045951764,34.85626045951764,45.0,0.45,1.0301796862301604
2026-03-23T03:30:00Z,asia,4366.08,4356.10114,22.90777849111228,22.90777849111228,45.0,0.45,1.0306728232189974
2026-03-23T03:35:00Z,asia,4373.61,4348.89035,56.8412813627274,56.8412813627274,45.0,0.45,1.028898324267596
2026-03-23T03:40:00Z,asia,4375.19,4340.12791,80.78584485773702,80.78584485773702,45.0,0.45,1.028526761123517
2026-03-23T03:45:00Z,asia,4368.74,4350.71494,41.43011033492334,41.43011033492334,45.0,0.45,1.0300452762123633
2026-03-23T03:50:00Z,asia,4353.82,4352.34491,3.389184521223777,3.389184521223777,45.0,0.45,1.0335751133487376
2026-03-23T03:55:00Z,asia,4367.4,4353.1224,32.798526409455974,32.798526409455974,45.0,0.45,1.030361313367221
2026-03-23T04:00:00Z,asia,4372.5,4362.67637,22.51743922045693,22.51743922045693,45.0,0.45,1.0291595197255574
2026-03-23T04:05:00Z,asia,4374.21,4368.0733,14.048985853785968,14.048985853785968,45.0,0.45,1.0287571927273724
2026-03-23T04:10:00Z,asia,4372.51,4364.10898,19.250252545252078,19.250252545252078,45.0,0.45,1.029157166021347
2026-03-23T04:15:00Z,asia,4368.33,4367.2655,2.43745199370063,2.43745199370063,45.0,0.45,1.0301419535612006
2026-03-23T04:20:00Z,asia,4354.42,4368.99435,-33.358592006418746,33.358592006418746,45.0,0.45,1.033432695973287
2026-03-23T04:25:00Z,asia,4356.15,4369.49338,-30.537590607358357,30.537590607358357,45.0,0.45,1.0330222788471473
2026-03-23T04:30:00Z,asia,4332.74,4362.52064,-68.26475438750005,68.26475438750005,45.0,0.45,1.0386037472823204
2026-03-23T04:35:00Z,asia,4326.34,4374.88027,-110.9522249851183,110.9522249851183,45.0,0.45,1.040140164665745
2026-03-23T04:40:00Z,asia,4321.87,4375.75704,-123.14906770966543,123.14906770966543,45.0,0.45,1.0412159551305338
2026-03-23T04:45:00Z,asia,4320.34,4370.08788,-113.83725308517111,113.83725308517111,45.0,0.45,1.0415846900938353
2026-03-23T04:50:00Z,asia,4303.45,4353.09538,-114.04615719676681,114.04615719676681,45.0,0.45,1.0456726579837108
2026-03-23T04:55:00Z,asia,4309.98,4363.38703,-122.39810411683857,122.39810411683857,45.0,0.45,1.0440883716397757
2026-03-23T05:00:00Z,asia,4286.41,4375.48865,-203.58560409018628,203.58560409018628,45.0,0.45,1.0498295776652258
2026-03-23T05:05:00Z,asia,4274.9,4372.91499,-224.14108260540547,224.14108260540547,45.0,0.45,1.0526562024842687
2026-03-23T05:10:00Z,asia,4294.6,4371.0014,-174.79152488946752,174.79152488946752,45.0,0.45,1.0478275043077352
2026-03-23T05:15:00Z,asia,4285.31,4366.59345,-186.14842652686133,186.14842652686133,45.0,0.45,1.050099059344598
2026-03-23T05:20:00Z,asia,4274.68,4356.9446,-188.81259128243107,188.81259128243107,45.0,0.45,1.0527103783207163
2026-03-23T05:25:00Z,asia,4242.98,4356.96836,-261.62310712763656,261.62310712763656,45.0,0.45,1.0605753503433908
2026-03-23T05:30:00Z,asia,4237.22,4328.67918,-211.2865754121326,211.2865754121326,45.0,0.45,1.062017077234602
2026-03-23T05:35:00Z,asia,4234.27,4324.97541,-209.7246837294725,209.7246837294725,45.0,0.45,1.0627569805421004
2026-03-23T05:40:00Z,asia,4182.66,4325.0364,-329.1912179051258,329.1912179051258,45.0,0.45,1.0758703791367217
2026-03-23T05:45:00Z,asia,4206.33,4324.36365,-272.95033339760937,272.95033339760937,45.0,0.45,1.0698162055758822
2026-03-23T05:50:00Z,asia,4212.55,4306.38773,-217.90357924877372,217.90357924877372,45.0,0.45,1.0682365787943169
2026-03-23T05:55:00Z,asia,4220.29,4311.7518,-212.12213560159014,212.12213560159014,45.0,0.45,1.0662774359108025
2026-03-23T06:00:00Z,asia,4180.43,4292.29892,-260.62704877972453,260.62704877972453,45.0,0.45,1.0764442892238357
2026-03-23T06:05:00Z,asia,4158.52,4275.56009,-273.7421239236975,273.7421239236975,45.0,0.45,1.0821157527197176
2026-03-23T06:10:00Z,asia,4129.71,4283.18175,-358.31248580567404,358.31248580567404,45.0,0.45,1.089664891723632
2026-03-23T06:15:00Z,asia,4117.35,4281.43761,-383.2535352535468,383.2535352535468,45.0,0.45,1.0929359903821634
2026-03-23T06:20:00Z,asia,4130.81,4274.34879,-335.8144060115403,335.8144060115403,45.0,0.45,1.089374723117258
2026-03-23T06:25:00Z,asia,4135.59,4250.03292,-269.2753730481681,269.2753730481681,45.0,0.45,1.0881156014014928
2026-03-23T06:30:00Z,asia,4156.07,4229.48638,-173.58225894086118,173.58225894086118,45.0,0.45,1.082753659105838
2026-03-23T06:35:00Z,asia,4180.11,4238.21764,-137.10395485966637,137.10395485966637,45.0,0.45,1.0765266942735958
2026-03-23T06:40:00Z,asia,4214.92,4200.78951,33.637700642611975,33.637700642611975,45.0,0.45,1.0676359219154812
2026-03-23T06:45:00Z,asia,4214.34,4194.66579,46.902926204283204,46.902926204283204,45.0,0.45,1.0677828556784692
2026-03-23T06:50:00Z,asia,4198.71,4221.03558,-52.89123859979337,52.89123859979337,45.0,0.45,1.0717577541673513
2026-03-23T06:55:00Z,asia,4203.23,4213.6382,-24.70121900831628,24.70121900831628,43.0,0.43,1.023022770583575
2026-03-23T07:00:00Z,london,4219.93,4188.7373,74.46802643842219,74.46802643842219,43.0,0.43,1.0189742483880062
2026-03-23T07:05:00Z,london,4232.83,4150.22073,199.04789497786527,199.04789497786527,43.0,0.43,1.0158688158985834
2026-03-23T07:10:00Z,london,4253.12,4138.06349,278.0443322777543,278.0443322777543,43.0,0.43,1.011022496426153
2026-03-23T07:15:00Z,london,4219.64,4116.43898,250.70460293814543,250.70460293814543,43.0,0.43,1.019044278658843
2026-03-23T07:20:00Z,london,4220.97,4133.56523,211.451289955814,211.451289955814,43.0,0.43,1.018723184481292
2026-03-23T07:25:00Z,london,4226.62,4130.42629,232.89051358425172,232.89051358425172,43.0,0.43,1.0173613904254464
2026-03-23T07:30:00Z,london,4262.69,4157.97408,251.8436093762269,251.8436093762269,43.0,0.43,1.0087526890296972
2026-03-23T07:35:00Z,london,4238.8,4188.09175,121.077218520823,121.077218520823,43.0,0.43,1.0144380485042936
2026-03-23T07:40:00Z,london,4257.39,4203.00642,129.3920935766751,129.3920935766751,43.0,0.43,1.0100084793735127
2026-03-23T07:45:00Z,london,4241.43,4219.48693,52.00411889888295,52.00411889888295,43.0,0.43,1.0138090219572171
2026-03-23T07:50:00Z,london,4228.87,4195.20517,80.24596804165292,80.24596804165292,43.0,0.43,1.0168200961486165
2026-03-23T07:55:00Z,london,4250.88,4198.4286,124.93102776595967,124.93102776595967,43.0,0.43,1.0115552544414332
2026-03-23T08:00:00Z,london,4253.38,4220.94367,76.84615701114167,76.84615701114167,43.0,0.43,1.0109606947886152
2026-03-23T08:05:00Z,london,4253.87,4236.59585,40.77365557538417,40.77365557538417,43.0,0.43,1.0108442430069562
2026-03-23T08:10:00Z,london,4268.96,4250.41794,43.62408652924084,43.62408652924084,43.0,0.43,1.0072710917881638
2026-03-23T08:15:00Z,london,4288.7,4217.33117,169.22747378171732,169.22747378171732,43.0,0.43,1.0026348310676896
2026-03-23T08:20:00Z,london,4288.49,4221.44089,158.82991553625644,158.82991553625644,43.0,0.43,1.002683928375722
2026-03-23T08:25:00Z,london,4303.68,4228.97782,176.6435842881773,176.6435842881773,43.0,0.43,0.9991449178377574
2026-03-23T08:30:00Z,london,4281.84,4258.99012,53.65093450838941,53.65093450838941,43.0,0.43,1.0042411673486165
2026-03-23T08:35:00Z,london,4240.52,4237.80809,6.399322344018623,6.399322344018623,43.0,0.43,1.014026581645647
2026-03-23T08:40:00Z,london,4225.47,4251.46921,-61.15347122553887,61.15347122553887,43.0,0.43,1.0176382745588064
2026-03-23T08:45:00Z,london,4236.85,4250.50144,-32.11724591251906,32.11724591251906,43.0,0.43,1.014904941170917
2026-03-23T08:50:00Z,london,4238.84,4233.53912,12.521155113360047,12.521155113360047,43.0,0.43,1.0144284757150541
2026-03-23T08:55:00Z,london,4253.25,4249.0299,9.931914105851659,9.931914105851659,43.0,0.43,1.0109915946629047
2026-03-23T09:00:00Z,london,4256.91,4252.37896,10.655306224165516,10.655306224165516,43.0,0.43,1.0101223657535632
2026-03-23T09:05:00Z,london,4261.55,4253.08655,19.89954801178498,19.89954801178498,43.0,0.43,1.0090225387476386
2026-03-23T09:10:00Z,london,4263.53,4260.78104,6.451774860507494,6.451774860507494,43.0,0.43,1.0085539447359348
2026-03-23T09:15:00Z,london,4269.24,4286.02214,-39.15551402168038,39.15551402168038,43.0,0.43,1.007205029466603
2026-03-23T09:20:00Z,london,4273.17,4292.36035,-44.708152240759226,44.708152240759226,43.0,0.43,1.0062787111207838
2026-03-23T09:25:00Z,london,4268.55,4295.94362,-63.766246541196054,63.766246541196054,43.0,0.43,1.0073678415386957
2026-03-23T09:30:00Z,london,4261.97,4284.41132,-52.379004544316025,52.379004544316025,43.0,0.43,1.0089231036351733
2026-03-23T09:35:00Z,london,4246.4,4250.54959,-9.762478738661157,9.762478738661157,43.0,0.43,1.0126224566691788
2026-03-23T09:40:00Z,london,4256.99,4229.38654,65.26587186802594,65.26587186802594,43.0,0.43,1.0101033829067017
2026-03-23T09:45:00Z,london,4260.73,4239.10345,51.01680167772257,51.01680167772257,43.0,0.43,1.0092167304663755
2026-03-23T09:50:00Z,london,4262.54,4239.00918,55.51018882200191,55.51018882200191,43.0,0.43,1.0087881873249283
2026-03-23T09:55:00Z,london,4268.77,4253.80156,35.18838335279692,35.18838335279692,43.0,0.43,1.0073159247277317
2026-03-23T10:00:00Z,london,4282.33,4257.76902,57.685092555819764,57.685092555819764,43.0,0.43,1.0041262583686918
2026-03-23T10:05:00Z,london,4406.81,4260.62609,343.1042924491894,343.1042924491894,43.0,0.43,0.9757625130196218
2026-03-23T10:10:00Z,london,4456.33,4259.03665,463.2346847731398,463.2346847731398,43.0,0.43,0.9649195638563572
2026-03-23T10:15:00Z,london,4394.43,4271.87823,286.88029808377763,286.88029808377763,43.0,0.43,0.9785114337923234
2026-03-23T10:20:00Z,london,4375.99,4272.36157,242.5553837195473,242.5553837195473,43.0,0.43,0.9826347866425655
2026-03-23T10:25:00Z,london,4399.18,4268.6844,305.70449293463855,305.70449293463855,43.0,0.43,0.9774548893202823
2026-03-23T10:30:00Z,london,4421.45,4263.98039,369.30190947712146,369.30190947712146,43.0,0.43,0.9725316355494239
2026-03-23T10:35:00Z,london,4404.81,4245.60418,374.98978531719865,374.98978531719865,43.0,0.43,0.9762055571068899
2026-03-23T10:40:00Z,london,4412.09,4254.93483,369.34800714679807,369.34800714679807,43.0,0.43,0.9745948065429308
2026-03-23T10:45:00Z,london,4393.88,4256.14921,323.60423285066304,323.60423285066304,43.0,0.43,0.978633918086065
2026-03-23T10:50:00Z,london,4403.59,4264.47496,326.21844729978346,326.21844729978346,43.0,0.43,0.9764760116177935
2026-03-23T10:55:00Z,london,4378.79,4267.72379,260.2469500492204,260.2469500492204,43.0,0.43,0.9820064447027603
2026-03-23T11:00:00Z,london,4356.47,4282.49321,172.74234043677706,172.74234043677706,43.0,0.43,0.9870376704074629
2026-03-23T11:05:00Z,london,4368.7,4397.63625,-65.79955311219692,65.79955311219692,43.0,0.43,0.9842744981344564
2026-03-23T11:10:00Z,london,4352.63,4441.84664,-200.85484085961068,200.85484085961068,43.0,0.43,0.9879084599426095
2026-03-23T11:15:00Z,london,4398.23,4390.94188,16.598078952480357,16.598078952480357,43.0,0.43,0.9776660156472036
2026-03-23T11:20:00Z,london,4389.93,4367.95614,50.306961186657105,50.306961186657105,43.0,0.43,0.9795144797297451
2026-03-23T11:25:00Z,london,4389.56,4381.45988,18.48726274312036,18.48726274312036,43.0,0.43,0.97959704389506
2026-03-23T11:30:00Z,london,4406.93,4415.74812,-19.969707873645444,19.969707873645444,43.0,0.43,0.9757359431622467
2026-03-23T11:35:00Z,london,4409.69,4404.7457,11.22493859293444,11.22493859293444,43.0,0.43,0.9751252355607763
2026-03-23T11:40:00Z,london,4441.02,4410.46297,69.28304399753492,69.28304399753492,43.0,0.43,0.9682460335688647
2026-03-23T11:45:00Z,london,4460.99,4389.16424,163.64336368510948,163.64336368510948,43.0,0.43,0.96391159809818
2026-03-23T11:50:00Z,london,4467.41,4410.86385,128.19745048353766,128.19745048353766,43.0,0.43,0.9625263855343477
2026-03-23T11:55:00Z,london,4478.45,4374.58054,237.43867337735628,237.43867337735628,43.0,0.43,0.9601536245799329
2026-03-23T12:00:00Z,london_ny_overlap,4453.42,4358.59712,217.55367011301038,217.55367011301038,43.0,0.43,0.9655500716303425
2026-03-23T12:05:00Z,london_ny_overlap,4446.71,4360.79989,197.00539388887162,197.00539388887162,43.0,0.43,0.967007068147012
2026-03-23T12:10:00Z,london_ny_overlap,4446.57,4359.53374,199.6457997363724,199.6457997363724,43.0,0.43,0.9670375143087818
2026-03-23T12:15:00Z,london_ny_overlap,4422.96,4393.094,67.9839766688352,67.9839766688352,43.0,0.43,0.9721996129288983
2026-03-23T12:20:00Z,london_ny_overlap,4418.69,4392.81518,58.90259193649936,58.90259193649936,43.0,0.43,0.9731390977869007
2026-03-23T12:25:00Z,london_ny_overlap,4408.6,4393.63776,34.054332235165305,34.054332235165305,43.0,0.43,0.9753663294469899
2026-03-23T12:30:00Z,london_ny_overlap,4418.5,4405.93383,28.521013898204767,28.521013898204767,43.0,0.43,0.9731809437591943
2026-03-23T12:35:00Z,london_ny_overlap,4431.76,4411.60673,45.68238112194509,45.68238112194509,43.0,0.43,0.9702691481488166
2026-03-23T12:40:00Z,london_ny_overlap,4423.57,4439.76229,-36.47107422050733,36.47107422050733,43.0,0.43,0.9720655488666394
2026-03-23T12:45:00Z,london_ny_overlap,4442.35,4455.67168,-29.89825318547711,29.89825318547711,43.0,0.43,0.9679561493353742
2026-03-23T12:50:00Z,london_ny_overlap,4451.09,4470.10712,-42.54287311128134,42.54287311128134,43.0,0.43,0.966055505505393
2026-03-23T12:55:00Z,london_ny_overlap,4453.78,4486.99134,-74.01694695492735,74.01694695492735,43.0,0.43,0.9654720260093674
2026-03-23T13:00:00Z,london_ny_overlap,4464.4,4455.82437,19.245888724288665,19.245888724288665,43.0,0.43,0.9631753427112267
2026-03-23T13:05:00Z,london_ny_overlap,4461.61,4444.04268,39.53004339733324,39.53004339733324,43.0,0.43,0.9637776497721675
2026-03-23T13:10:00Z,london_ny_overlap,4464.18,4448.8503,34.45766651217783,34.45766651217783,43.0,0.43,0.9632228091161198
2026-03-23T13:15:00Z,london_ny_overlap,4490.0,4437.36313,118.62195736051983,118.62195736051983,43.0,0.43,0.9576837416481069
2026-03-23T13:20:00Z,london_ny_overlap,4503.84,4422.16785,184.688037112839,184.688037112839,43.0,0.43,0.9547408433692137
2026-03-23T13:25:00Z,london_ny_overlap,4486.72,4410.57723,172.63674578032587,172.63674578032587,43.0,0.43,0.9583838527922401
2026-03-23T13:30:00Z,london_ny_overlap,4493.04,4415.28296,176.10884897850448,176.10884897850448,43.0,0.43,0.9570357708811852
2026-03-23T13:35:00Z,london_ny_overlap,4481.01,4424.47917,127.76832668420182,127.76832668420182,43.0,0.43,0.9596050890312675
2026-03-23T13:40:00Z,london_ny_overlap,4479.85,4435.07308,100.96095192190215,100.96095192190215,43.0,0.43,0.9598535665256649
2026-03-23T13:45:00Z,london_ny_overlap,4478.86,4441.46496,84.19528317071183,84.19528317071183,43.0,0.43,0.9600657310119094
2026-03-23T13:50:00Z,london_ny_overlap,4463.64,4459.0141,10.374266365293622,10.374266365293622,43.0,0.43,0.9633393374017618
2026-03-23T13:55:00Z,london_ny_overlap,4461.8,4452.15645,21.660402342778802,21.660402342778802,43.0,0.43,0.963736608543637
2026-03-23T14:00:00Z,london_ny_overlap,4470.01,4468.01275,4.470108103429985,4.470108103429985,43.0,0.43,0.9619665280390871
2026-03-23T14:05:00Z,london_ny_overlap,4484.93,4462.43928,50.40005832863835,50.40005832863835,43.0,0.43,0.95876635755742
2026-03-23T14:10:00Z,london_ny_overlap,4465.1,4464.69218,0.9134336334030451,0.9134336334030451,43.0,0.43,0.9630243443595887
2026-03-23T14:15:00Z,london_ny_overlap,4441.02,4490.55907,-110.31826823291249,110.31826823291249,43.0,0.43,0.9682460335688647
2026-03-23T14:20:00Z,london_ny_overlap,4456.27,4494.92502,-85.99702960117285,85.99702960117285,43.0,0.43,0.9649325557024147
2026-03-23T14:25:00Z,london_ny_overlap,4447.09,4487.46045,-89.96279844650094,89.96279844650094,43.0,0.43,0.9669244382281447
2026-03-23T14:30:00Z,london_ny_overlap,4433.22,4496.23363,-140.1475883716467,140.1475883716467,43.0,0.43,0.969949607734333
2026-03-23T14:35:00Z,london_ny_overlap,4420.14,4482.03786,-138.10204628659704,138.10204628659704,43.0,0.43,0.9728198654341265
2026-03-23T14:40:00Z,london_ny_overlap,4407.77,4481.66698,-164.88726255157746,164.88726255157746,43.0,0.43,0.9755499946685057
2026-03-23T14:45:00Z,london_ny_overlap,4402.32,4474.84325,-162.06880542687207,162.06880542687207,43.0,0.43,0.976757709571317
2026-03-23T14:50:00Z,london_ny_overlap,4396.31,4466.59781,-157.36319451605112,157.36319451605112,43.0,0.43,0.9780929916225196
2026-03-23T14:55:00Z,london_ny_overlap,4363.68,4467.41317,-232.19963332829482,232.19963332829482,43.0,0.43,0.9854068125985406
2026-03-23T15:00:00Z,london_ny_overlap,4362.6,4470.09384,-240.47334093549856,240.47334093549856,43.0,0.43,0.985650758721863
2026-03-23T15:05:00Z,london_ny_overlap,4373.24,4481.24577,-241.0172874762918,241.0172874762918,43.0,0.43,0.9832526913684134
2026-03-23T15:10:00Z,london_ny_overlap,4383.98,4467.28127,-186.4697227806317,186.4697227806317,43.0,0.43,0.9808438907111804
