stage,decision_scope,promotion,spec_id,spec_label,source_stage39d_classification,candidate,spec_type,dimension,bucket,dimension_a,bucket_a,dimension_b,bucket_b,segment,n,mean_final_bps,median_final_bps,cost_mean_bps,hit_rate_pct,median_mae_bps,mean_mae_bps,median_mfe_bps,mean_mfe_bps,touch_stop_50bps_pct,touch_stop_100bps_pct,touch_stop_150bps_pct,touch_target_50bps_pct,touch_target_100bps_pct,touch_target_150bps_pct,mean_after_cost_plus_slip_0bps,mean_after_cost_plus_slip_4bps,mean_after_cost_plus_slip_8bps,mean_after_cost_plus_slip_12bps,mean_after_cost_plus_slip_16bps
Stage39E_FROZEN_RULE_OUT_OF_SAMPLE_AUDIT,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,3,RANGE_BOTTOM_REV_LONG_W48_Q0.05 :: spread_regime=NA,FORWARD_ROBUSTNESS_WATCH_ONLY_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,single_condition,spread_regime,NA,,NA,,NA,first_half,78,19.444450356028696,19.459699889383675,11.444450356028696,56.41025641025641,-83.09676889868555,-96.66305620130092,92.50907885179238,117.29123594655334,73.07692307692307,38.46153846153847,20.51282051282051,75.64102564102564,44.871794871794876,30.76923076923077,11.444450356028696,7.444450356028696,3.444450356028696,-0.5555496439713039,-4.555549643971304
Stage39E_FROZEN_RULE_OUT_OF_SAMPLE_AUDIT,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,3,RANGE_BOTTOM_REV_LONG_W48_Q0.05 :: spread_regime=NA,FORWARD_ROBUSTNESS_WATCH_ONLY_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,single_condition,spread_regime,NA,,NA,,NA,second_half,78,65.19508728559084,66.39396245268881,57.19508728559083,67.94871794871796,-81.07422990520585,-145.87228344631714,130.981081169802,183.8639392425165,66.66666666666666,43.58974358974359,34.61538461538461,78.2051282051282,70.51282051282051,44.871794871794876,57.19508728559083,53.19508728559083,49.19508728559083,45.19508728559083,41.19508728559083
Stage39E_FROZEN_RULE_OUT_OF_SAMPLE_AUDIT,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,3,RANGE_BOTTOM_REV_LONG_W48_Q0.05 :: spread_regime=NA,FORWARD_ROBUSTNESS_WATCH_ONLY_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,single_condition,spread_regime,NA,,NA,,NA,q1,39,17.53310560137691,14.53715049571036,9.533105601376905,51.28205128205128,-95.2995457780914,-110.74128356270828,98.21113604875364,131.7094551219489,79.48717948717949,46.15384615384615,28.205128205128204,79.48717948717949,48.717948717948715,35.8974358974359,9.533105601376905,5.533105601376905,1.5331056013769047,-2.4668943986230953,-6.466894398623095
Stage39E_FROZEN_RULE_OUT_OF_SAMPLE_AUDIT,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,3,RANGE_BOTTOM_REV_LONG_W48_Q0.05 :: spread_regime=NA,FORWARD_ROBUSTNESS_WATCH_ONLY_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,single_condition,spread_regime,NA,,NA,,NA,q2,39,21.355795110680482,31.04748807067903,13.355795110680484,61.53846153846154,-72.32939585489095,-82.58482883989359,91.79481400280577,102.87301677115772,66.66666666666666,30.76923076923077,12.82051282051282,71.7948717948718,41.02564102564102,25.64102564102564,13.355795110680484,9.355795110680484,5.355795110680484,1.355795110680484,-2.644204889319516
Stage39E_FROZEN_RULE_OUT_OF_SAMPLE_AUDIT,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,3,RANGE_BOTTOM_REV_LONG_W48_Q0.05 :: spread_regime=NA,FORWARD_ROBUSTNESS_WATCH_ONLY_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,single_condition,spread_regime,NA,,NA,,NA,q3,39,58.152710372274996,65.07388923209234,50.152710372275,69.23076923076923,-61.47212576792293,-93.06477868784256,118.4516427068627,137.12413031656544,61.53846153846154,33.33333333333333,25.64102564102564,79.48717948717949,64.1025641025641,33.33333333333333,50.152710372275,46.152710372275,42.152710372275,38.152710372275,34.152710372275
Stage39E_FROZEN_RULE_OUT_OF_SAMPLE_AUDIT,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,3,RANGE_BOTTOM_REV_LONG_W48_Q0.05 :: spread_regime=NA,FORWARD_ROBUSTNESS_WATCH_ONLY_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,single_condition,spread_regime,NA,,NA,,NA,q4,39,72.23746419890666,71.17663592923984,64.23746419890668,66.66666666666666,-112.9315066166825,-198.6797882047917,169.69405107676528,230.60374816846758,71.7948717948718,53.84615384615385,43.58974358974359,76.92307692307693,76.92307692307693,56.41025641025641,64.23746419890668,60.23746419890668,56.23746419890668,52.23746419890668,48.23746419890668
Stage39E_FROZEN_RULE_OUT_OF_SAMPLE_AUDIT,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,3,RANGE_BOTTOM_REV_LONG_W48_Q0.05 :: spread_regime=NA,FORWARD_ROBUSTNESS_WATCH_ONLY_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,single_condition,spread_regime,NA,,NA,,NA,recent_third,52,82.19615418870657,91.43910055301353,74.19615418870657,73.07692307692307,-81.7090679867566,-168.417738985428,162.23619195898652,212.66189563489203,71.15384615384616,46.15384615384615,38.46153846153847,80.76923076923077,76.92307692307693,53.84615384615385,74.19615418870657,70.19615418870657,66.19615418870657,62.19615418870657,58.19615418870657
Stage39E_FROZEN_RULE_OUT_OF_SAMPLE_AUDIT,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,4,RANGE_BOTTOM_REV_LONG_W48_Q0.05 :: weekday=Monday,STRICT_CONDITION_ROBUSTNESS_WATCH_ONLY_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,single_condition,weekday,Monday,,NA,,NA,train,25,30.097969024394178,34.57991108023029,22.09796902439419,60.0,-62.78984683232514,-99.97625208823484,114.45443891450856,135.21651716085685,60.0,36.0,32.0,76.0,52.0,32.0,22.09796902439419,18.09796902439419,14.097969024394189,10.097969024394189,6.097969024394189
Stage39E_FROZEN_RULE_OUT_OF_SAMPLE_AUDIT,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,4,RANGE_BOTTOM_REV_LONG_W48_Q0.05 :: weekday=Monday,STRICT_CONDITION_ROBUSTNESS_WATCH_ONLY_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,single_condition,weekday,Monday,,NA,,NA,oos,13,187.40910066209133,133.53042434099294,179.40910066209133,84.61538461538461,-65.47322741591644,-101.25913582737196,217.32569314973472,285.41136090667226,69.23076923076923,30.76923076923077,23.076923076923077,92.3076923076923,92.3076923076923,61.53846153846154,179.40910066209133,175.40910066209133,171.40910066209133,167.40910066209133,163.40910066209133
Stage39E_FROZEN_RULE_OUT_OF_SAMPLE_AUDIT,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,4,RANGE_BOTTOM_REV_LONG_W48_Q0.05 :: weekday=Monday,STRICT_CONDITION_ROBUSTNESS_WATCH_ONLY_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,single_condition,weekday,Monday,,NA,,NA,first_half,19,46.65358926832672,34.57991108023029,38.65358926832671,63.1578947368421,-61.50338191913018,-78.75917537927788,115.17199017198942,150.054466579295,52.63157894736842,31.57894736842105,26.31578947368421,84.21052631578947,52.63157894736842,36.84210526315789,38.65358926832671,34.65358926832671,30.653589268326712,26.653589268326712,22.653589268326712
Stage39E_FROZEN_RULE_OUT_OF_SAMPLE_AUDIT,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,4,RANGE_BOTTOM_REV_LONG_W48_Q0.05 :: weekday=Monday,STRICT_CONDITION_ROBUSTNESS_WATCH_ONLY_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,single_condition,weekday,Monday,,NA,,NA,second_half,19,121.17628095362285,101.99610351964152,113.17628095362285,73.68421052631578,-71.2574837481994,-122.07109135554875,146.14627547395065,223.1434608316608,73.68421052631578,36.84210526315789,31.57894736842105,78.94736842105263,78.94736842105263,47.368421052631575,113.17628095362285,109.17628095362285,105.17628095362285,101.17628095362285,97.17628095362285
Stage39E_FROZEN_RULE_OUT_OF_SAMPLE_AUDIT,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,4,RANGE_BOTTOM_REV_LONG_W48_Q0.05 :: weekday=Monday,STRICT_CONDITION_ROBUSTNESS_WATCH_ONLY_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,single_condition,weekday,Monday,,NA,,NA,q1,9,2.692655220684562,-60.72157265207934,-5.3073447793154385,44.44444444444444,-113.6033741407172,-110.52158409237023,93.96832979572388,120.32249924771934,66.66666666666666,55.55555555555556,44.44444444444444,77.77777777777779,44.44444444444444,22.22222222222222,-5.3073447793154385,-9.30734477931544,-13.30734477931544,-17.30734477931544,-21.30734477931544
