variant,family,side,horizon_bars,horizon_minutes,cooldown_bars,params_json,decision,score,reasons,events,freq_per_month,total_x1,median_x1,wr_x1,pf_x1,dd_x1,total_x2,pf_x2,total_x4,pf_x4,test20_events,test20_total,test20_median,test20_pf,test30_events,test30_total,test30_pf,events_2026,total_2026,median_2026,pf_2026,pos_years,years,pos_quarters,quarters,boot_total_p05,boot_pf_p05,boot_prob_total_gt_0,boot_prob_pf_gt_1
pdl_sweep_reclaim_long_sweep2.5_reclaim2_london_new_york_h6_cool4,pdl_sweep_reclaim_refined,LONG,6,90,4,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.5}",PROMOTE_FORWARD_SHADOW_DESIGN_CANDIDATE,24.827146,Refined variant passed strict robustness criteria.,103,2.288889,229.87,1.17,0.553398,1.856382,-53.28,193.82,1.680763,121.72,1.381603,21,239.68,10.25,9.760234,31,194.53,3.085889,14,148.6,8.43,26.445205,4,5,8,17,75.456,1.236296,0.995,0.995
pdl_sweep_reclaim_long_sweep2.5_reclaim2_london_new_york_h6_cool0,pdl_sweep_reclaim_refined,LONG,6,90,0,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.5}",PROMOTE_FORWARD_SHADOW_DESIGN_CANDIDATE,24.548297,Refined variant passed strict robustness criteria.,105,2.333333,225.68,1.02,0.542857,1.827849,-52.47,188.93,1.652383,115.43,1.354885,21,239.68,10.25,9.760234,32,208.09,3.250838,14,148.6,8.43,26.445205,4,5,8,17,63.3355,1.215611,1.0,1.0
pdl_sweep_reclaim_long_sweep2.5_reclaim2_london_new_york_h4_cool0,pdl_sweep_reclaim_refined,LONG,4,60,0,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.5}",PROMOTE_FORWARD_SHADOW_DESIGN_CANDIDATE,23.383899,Refined variant passed strict robustness criteria.,110,2.444444,170.98,0.915,0.536364,1.597122,-49.94,132.48,1.435131,55.48,1.162132,22,175.69,7.365,5.49335,33,148.25,2.543467,16,140.56,8.48,12.446254,4,5,10,17,24.1455,1.07047,0.965,0.965
pdl_sweep_reclaim_long_sweep2_reclaim2_london_new_york_h6_cool4,pdl_sweep_reclaim_refined,LONG,6,90,4,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.0}",PROMOTE_FORWARD_SHADOW_DESIGN_CANDIDATE,23.05874,Refined variant passed strict robustness criteria.,133,2.770833,213.51,0.44,0.526316,1.670719,-72.77,166.96,1.490107,73.86,1.190013,27,235.01,8.4,5.455166,40,232.9,3.762097,14,153.4,9.05,27.267123,4,5,7,17,65.147,1.169715,0.985,0.985
pdl_sweep_reclaim_long_sweep2_reclaim2_london_new_york_h6_cool0,pdl_sweep_reclaim_refined,LONG,6,90,0,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.0}",PROMOTE_FORWARD_SHADOW_DESIGN_CANDIDATE,21.770016,Refined variant passed strict robustness criteria.,141,2.9375,211.2,0.42,0.51773,1.609348,-76.14,161.85,1.43663,63.15,1.149563,29,223.66,6.62,4.489236,43,227.76,3.380684,14,153.4,9.05,27.267123,4,5,7,17,45.11,1.108772,0.98,0.98
pdl_sweep_reclaim_long_sweep1.62_reclaim2_london_new_york_h6_cool4,pdl_sweep_reclaim_refined,LONG,6,90,4,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 1.62}",PROMOTE_FORWARD_SHADOW_DESIGN_CANDIDATE,19.554264,Refined variant passed strict robustness criteria.,158,3.22449,256.81,0.47,0.531646,1.706473,-72.25,201.51,1.51701,90.91,1.203542,32,199.77,5.225,3.233564,48,216.29,2.801816,15,143.24,8.46,9.9525,4,5,11,17,105.5635,1.235079,1.0,1.0
pdl_sweep_reclaim_long_sweep1.62_reclaim2_london_new_york_h4_cool4,pdl_sweep_reclaim_refined,LONG,4,60,4,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 1.62}",PROMOTE_FORWARD_SHADOW_DESIGN_CANDIDATE,18.859983,Refined variant passed strict robustness criteria.,163,3.326531,171.65,0.28,0.533742,1.47021,-73.31,114.6,1.291804,0.5,1.001105,33,167.1,3.6,3.531435,49,169.54,2.581235,15,135.12,10.65,40.393586,4,5,10,17,13.411,1.031624,0.975,0.975
pdl_sweep_reclaim_long_sweep1.62_reclaim2_london_new_york_h6_cool0,pdl_sweep_reclaim_refined,LONG,6,90,0,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 1.62}",PROMOTE_FORWARD_SHADOW_DESIGN_CANDIDATE,18.257269,Refined variant passed strict robustness criteria.,168,3.428571,241.21,0.35,0.517857,1.592508,-74.87,182.41,1.418564,64.81,1.13025,34,188.42,4.17,2.869431,51,207.25,2.560853,15,143.24,8.46,9.9525,4,5,11,17,63.714,1.136512,0.995,0.995
pdl_sweep_reclaim_long_sweep1.62_reclaim1.55_london_new_york_h6_cool4,pdl_sweep_reclaim_refined,LONG,6,90,4,"{""reclaim_max"": 1.55, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 1.62}",PROMOTE_FORWARD_SHADOW_DESIGN_CANDIDATE,17.516358,Refined variant passed strict robustness criteria.,143,3.108696,190.11,0.28,0.517483,1.573934,-72.21,140.06,1.393715,39.96,1.097594,29,161.06,3.89,2.809053,43,177.12,2.542588,13,122.91,8.4,8.681875,4,5,11,17,43.1935,1.118049,0.98,0.98
pdl_sweep_reclaim_long_sweep1.62_reclaim1.55_london_new_york_h6_cool0,pdl_sweep_reclaim_refined,LONG,6,90,0,"{""reclaim_max"": 1.55, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 1.62}",PROMOTE_FORWARD_SHADOW_DESIGN_CANDIDATE,17.357052,Refined variant passed strict robustness criteria.,148,3.217391,188.15,0.27,0.513514,1.539204,-72.21,136.35,1.364095,32.75,1.07611,30,161.5,2.67,2.813995,45,186.93,2.608553,13,122.91,8.4,8.681875,4,5,11,17,29.2045,1.073183,0.97,0.97
pdl_sweep_reclaim_long_sweep1.62_reclaim2_london_new_york_h8_cool4,pdl_sweep_reclaim_refined,LONG,8,120,4,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 1.62}",PROMOTE_FORWARD_SHADOW_DESIGN_CANDIDATE,16.157904,Refined variant passed strict robustness criteria.,152,3.102041,208.13,0.765,0.519737,1.467613,-89.41,154.93,1.32875,48.53,1.092533,31,158.41,4.03,2.323724,46,177.65,2.219203,14,92.76,8.615,2.989704,4,5,9,17,34.462,1.062976,0.97,0.97
asia_high_breakout_long_close2_range4-35_new_york_only_h48_cool0,asia_high_breakout_refined,LONG,48,720,0,"{""asia_range_max"": 35.0, ""asia_range_min"": 4.0, ""close_above"": 2.0, ""session_set"": ""new_york_only""}",PROMOTE_FORWARD_SHADOW_DESIGN_CANDIDATE,14.757371,Refined variant passed strict robustness criteria.,436,9.083333,524.5,0.155,0.504587,1.20546,-197.54,371.9,1.141442,66.7,1.023918,88,278.72,1.445,1.389829,131,356.61,1.38468,10,301.73,25.825,999.0,4,5,10,17,41.651,1.015511,0.955,0.955
asia_high_breakout_long_close2_range4-35_new_york_only_h48_cool4,asia_high_breakout_refined,LONG,48,720,4,"{""asia_range_max"": 35.0, ""asia_range_min"": 4.0, ""close_above"": 2.0, ""session_set"": ""new_york_only""}",PROMOTE_FORWARD_SHADOW_DESIGN_CANDIDATE,14.757371,Refined variant passed strict robustness criteria.,436,9.083333,524.5,0.155,0.504587,1.20546,-197.54,371.9,1.141442,66.7,1.023918,88,278.72,1.445,1.389829,131,356.61,1.38468,10,301.73,25.825,999.0,4,5,10,17,41.651,1.015511,0.955,0.955
pdl_sweep_reclaim_long_sweep2.5_reclaim2_london_new_york_h4_cool4,pdl_sweep_reclaim_refined,LONG,4,60,4,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.5}",KEEP_REFINED_WATCHLIST,22.578656,Positive but still not robust enough for promotion.,104,2.311111,147.9,0.765,0.528846,1.552691,-54.47,111.5,1.391201,38.7,1.120429,21,184.24,7.83,7.491896,32,163.0,3.112494,14,127.6,8.48,82.794872,4,5,10,17,-11.8965,0.962086,0.935,0.935
pdl_sweep_reclaim_long_sweep2.5_reclaim2_london_new_york_h3_cool0,pdl_sweep_reclaim_refined,LONG,3,45,0,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.5}",KEEP_REFINED_WATCHLIST,20.910921,Positive but still not robust enough for promotion.,110,2.444444,134.12,-0.21,0.481818,1.513968,-57.79,95.62,1.34026,18.62,1.057405,22,144.61,6.095,6.106285,33,130.98,2.85,16,110.03,6.095,12.216106,4,5,7,17,-18.376,0.938029,0.93,0.93
pdl_sweep_reclaim_long_sweep2_reclaim2_london_new_york_h4_cool4,pdl_sweep_reclaim_refined,LONG,4,60,4,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.0}",KEEP_REFINED_WATCHLIST,20.160249,Positive but still not robust enough for promotion.,137,2.854167,124.53,0.16,0.518248,1.377776,-68.39,76.58,1.21656,-19.32,0.952231,28,171.76,6.11,4.709719,42,156.34,2.798872,14,120.62,8.48,36.166181,4,5,9,17,-28.9725,0.927191,0.905,0.905
pdl_sweep_reclaim_long_sweep2.5_reclaim2_london_new_york_h3_cool4,pdl_sweep_reclaim_refined,LONG,3,45,4,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.5}",KEEP_REFINED_WATCHLIST,20.10386,Positive but still not robust enough for promotion.,105,2.333333,112.26,-0.22,0.485714,1.446859,-65.15,75.51,1.279418,2.01,1.006453,21,145.78,6.54,6.212013,32,130.18,3.124694,14,87.81,6.095,10.282241,4,5,7,17,-36.824,0.872008,0.91,0.91
pdl_sweep_reclaim_long_sweep2_reclaim1.55_london_new_york_h6_cool4,pdl_sweep_reclaim_refined,LONG,6,90,4,"{""reclaim_max"": 1.55, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.0}",KEEP_REFINED_WATCHLIST,20.103203,Positive but still not robust enough for promotion.,119,2.644444,142.15,0.26,0.512605,1.484773,-70.11,100.5,1.320257,17.2,1.047952,24,185.24,5.535,4.265867,36,189.12,3.339147,12,133.07,9.02,23.785959,4,5,7,17,-13.749,0.962151,0.93,0.93
pdl_sweep_reclaim_long_sweep2.5_reclaim2_london_new_york_h8_cool0,pdl_sweep_reclaim_refined,LONG,8,120,0,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.5}",KEEP_REFINED_WATCHLIST,19.290185,Positive but still not robust enough for promotion.,104,2.311111,162.04,1.585,0.538462,1.457973,-81.81,125.64,1.338424,52.84,1.130068,21,181.23,11.01,3.460358,32,144.84,2.090498,14,87.49,5.98,2.876662,4,5,10,17,-28.059,0.935495,0.91,0.91
pdl_sweep_reclaim_long_sweep2.5_reclaim2_london_new_york_h8_cool4,pdl_sweep_reclaim_refined,LONG,8,120,4,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.5}",KEEP_REFINED_WATCHLIST,19.125311,Positive but still not robust enough for promotion.,103,2.288889,166.71,1.42,0.533981,1.480876,-77.14,130.66,1.358848,58.56,1.146726,21,181.23,11.01,3.460358,31,141.01,2.121976,14,87.49,5.98,2.876662,4,5,9,17,-43.5625,0.906307,0.905,0.905
pdl_sweep_reclaim_long_sweep1.25_reclaim2_london_new_york_h4_cool4,pdl_sweep_reclaim_refined,LONG,4,60,4,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 1.25}",KEEP_REFINED_WATCHLIST,19.031391,Positive but still not robust enough for promotion.,194,3.959184,172.21,0.155,0.525773,1.402228,-82.94,104.31,1.225809,-31.49,0.94119,39,192.05,3.54,3.868987,59,210.93,2.905592,16,137.27,8.48,41.020408,3,5,10,17,15.226,1.031368,0.96,0.96
pdl_sweep_reclaim_long_sweep2_reclaim2_london_new_york_h4_cool0,pdl_sweep_reclaim_refined,LONG,4,60,0,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.0}",KEEP_REFINED_WATCHLIST,18.508134,Positive but still not robust enough for promotion.,150,3.125,138.01,0.215,0.526667,1.367351,-77.6,85.51,1.212913,-19.49,0.95732,30,175.48,6.11,3.691824,45,161.89,2.427601,16,133.58,8.48,10.440283,4,5,9,17,-7.274,0.983654,0.935,0.935
pdl_sweep_reclaim_long_sweep1.62_reclaim2_london_new_york_h3_cool0,pdl_sweep_reclaim_refined,LONG,3,45,0,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 1.62}",KEEP_REFINED_WATCHLIST,18.424868,Positive but still not robust enough for promotion.,181,3.693878,143.49,-0.35,0.458564,1.357492,-91.29,80.14,1.183892,-46.56,0.908623,37,176.05,1.27,3.836771,55,162.7,2.471865,19,138.23,6.54,11.448224,3,5,9,17,-2.7765,0.993898,0.935,0.935
pdl_sweep_reclaim_long_sweep2_reclaim1.55_london_new_york_h6_cool0,pdl_sweep_reclaim_refined,LONG,6,90,0,"{""reclaim_max"": 1.55, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.0}",KEEP_REFINED_WATCHLIST,18.291514,Positive but still not robust enough for promotion.,122,2.711111,148.35,0.21,0.508197,1.497435,-73.48,105.65,1.330663,20.25,1.05536,25,170.11,4.45,3.367571,37,187.73,3.282709,12,133.07,9.02,23.785959,4,5,8,17,-11.6585,0.96939,0.94,0.94
pdl_sweep_reclaim_long_sweep2_reclaim2_london_new_york_h3_cool0,pdl_sweep_reclaim_refined,LONG,3,45,0,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.0}",KEEP_REFINED_WATCHLIST,17.686646,Positive but still not robust enough for promotion.,151,3.145833,102.12,-0.35,0.463576,1.287995,-85.46,49.27,1.128622,-56.43,0.872986,31,154.56,4.02,3.976314,46,140.12,2.536572,17,106.61,5.65,9.058201,3,5,8,17,-42.3925,0.90264,0.89,0.89
pdl_sweep_reclaim_long_sweep1.62_reclaim2_london_new_york_h4_cool0,pdl_sweep_reclaim_refined,LONG,4,60,0,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 1.62}",KEEP_REFINED_WATCHLIST,17.634484,Positive but still not robust enough for promotion.,177,3.612245,184.51,0.28,0.536723,1.448144,-77.97,122.56,1.277473,-1.34,0.997354,36,167.24,3.57,2.879101,54,170.66,2.19753,17,148.08,10.65,11.465018,4,5,11,17,14.0955,1.029626,0.96,0.96
pdl_sweep_reclaim_long_sweep1.25_reclaim2_london_new_york_h3_cool0,pdl_sweep_reclaim_refined,LONG,3,45,0,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 1.25}",KEEP_REFINED_WATCHLIST,17.224227,Positive but still not robust enough for promotion.,222,4.530612,159.59,-0.34,0.454955,1.3458,-106.48,81.89,1.1624,-73.51,0.876429,45,181.89,1.27,3.25698,67,216.23,2.885014,20,141.76,6.095,11.715042,2,5,10,17,-2.0245,0.996084,0.945,0.945
pdl_sweep_reclaim_long_sweep1.25_reclaim2_london_new_york_h6_cool4,pdl_sweep_reclaim_refined,LONG,6,90,4,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 1.25}",KEEP_REFINED_WATCHLIST,17.112753,Positive but still not robust enough for promotion.,186,3.795918,206.53,-0.115,0.483871,1.446426,-81.01,141.43,1.284808,11.23,1.019749,38,206.98,4.17,2.953379,56,222.82,2.534467,16,142.09,8.43,9.285131,3,5,10,17,-1.1455,0.997852,0.94,0.94
pdl_sweep_reclaim_long_sweep2_reclaim2_london_new_york_h3_cool4,pdl_sweep_reclaim_refined,LONG,3,45,4,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.0}",KEEP_REFINED_WATCHLIST,16.880313,Positive but still not robust enough for promotion.,140,2.916667,85.54,-0.36,0.471429,1.262554,-82.78,36.54,1.10386,-61.46,0.849414,28,132.17,2.645,4.086642,42,113.21,2.384832,14,75.46,4.835,6.858696,3,5,9,17,-60.7665,0.838518,0.82,0.82
pdl_sweep_reclaim_long_sweep1.62_reclaim1.55_london_new_york_h4_cool0,pdl_sweep_reclaim_refined,LONG,4,60,0,"{""reclaim_max"": 1.55, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 1.62}",KEEP_REFINED_WATCHLIST,16.78229,Positive but still not robust enough for promotion.,155,3.369565,143.4,0.28,0.529032,1.407722,-75.12,89.15,1.235765,-19.35,0.955531,31,140.95,3.6,2.757262,47,164.78,2.422479,15,120.03,6.31,9.482686,4,5,11,17,19.8945,1.046156,0.97,0.97
pdl_sweep_reclaim_long_sweep1.25_reclaim2_london_new_york_h3_cool4,pdl_sweep_reclaim_refined,LONG,3,45,4,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 1.25}",KEEP_REFINED_WATCHLIST,16.6676,Positive but still not robust enough for promotion.,198,4.040816,145.67,-0.295,0.469697,1.358722,-89.07,76.37,1.172307,-62.23,0.880934,40,157.41,1.59,3.429542,60,175.66,2.733715,16,93.73,4.835,8.277174,2,5,9,17,-14.3265,0.969631,0.92,0.92
pdl_sweep_reclaim_long_sweep1.25_reclaim2_london_new_york_h4_cool0,pdl_sweep_reclaim_refined,LONG,4,60,0,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 1.25}",KEEP_REFINED_WATCHLIST,16.655548,Positive but still not robust enough for promotion.,214,4.367347,180.08,0.15,0.523364,1.371092,-94.29,105.18,1.201197,-44.62,0.926123,43,172.12,2.15,2.661711,65,209.6,2.417749,18,150.23,8.48,11.616961,3,5,10,17,6.6745,1.010987,0.955,0.955
pdl_sweep_reclaim_long_sweep1.62_reclaim1.55_london_new_york_h4_cool4,pdl_sweep_reclaim_refined,LONG,4,60,4,"{""reclaim_max"": 1.55, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 1.62}",KEEP_REFINED_WATCHLIST,16.514839,Positive but still not robust enough for promotion.,145,3.152174,119.32,0.28,0.524138,1.36859,-70.46,68.57,1.196735,-32.93,0.918093,29,129.79,3.6,2.917418,44,146.22,2.473546,13,107.07,6.31,32.215743,4,5,9,17,-14.689,0.959853,0.92,0.92
pdl_sweep_reclaim_long_sweep1.25_reclaim2_london_new_york_h6_cool0,pdl_sweep_reclaim_refined,LONG,6,90,0,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 1.25}",KEEP_REFINED_WATCHLIST,16.46402,Positive but still not robust enough for promotion.,201,4.102041,206.06,-0.14,0.482587,1.404833,-70.16,135.71,1.248667,-4.99,0.991999,41,191.23,3.3,2.571194,61,225.81,2.42963,16,142.09,8.43,9.285131,3,5,10,17,26.0035,1.045603,0.97,0.97
pdl_sweep_reclaim_long_sweep2_reclaim1.55_london_new_york_h4_cool4,pdl_sweep_reclaim_refined,LONG,4,60,4,"{""reclaim_max"": 1.55, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.0}",KEEP_REFINED_WATCHLIST,16.189894,Positive but still not robust enough for promotion.,120,2.666667,69.28,-0.055,0.5,1.237888,-76.05,27.28,1.08724,-56.72,0.841533,24,125.23,4.77,3.67929,36,117.96,2.499809,12,92.57,6.295,27.988338,3,5,8,17,-61.856,0.801918,0.78,0.78
pdl_sweep_reclaim_long_sweep1.25_reclaim1.55_london_new_york_h4_cool4,pdl_sweep_reclaim_refined,LONG,4,60,4,"{""reclaim_max"": 1.55, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 1.25}",KEEP_REFINED_WATCHLIST,15.960339,Positive but still not robust enough for promotion.,175,3.645833,110.84,0.13,0.514286,1.286549,-89.4,49.59,1.118707,-72.91,0.849456,35,141.23,2.64,3.058146,53,168.04,2.532932,14,109.22,6.295,32.842566,2,5,9,17,-33.474,0.919937,0.87,0.87
asia_high_breakout_long_close0.8_range8-35_new_york_only_h48_cool0,asia_high_breakout_refined,LONG,48,720,0,"{""asia_range_max"": 35.0, ""asia_range_min"": 8.0, ""close_above"": 0.8, ""session_set"": ""new_york_only""}",KEEP_REFINED_WATCHLIST,15.903781,Positive but still not robust enough for promotion.,285,6.06383,372.89,0.45,0.508772,1.207273,-158.07,273.14,1.147769,73.64,1.03776,57,302.82,2.09,1.824606,86,329.96,1.502704,10,301.73,25.825,999.0,4,5,9,17,-174.0085,0.908947,0.855,0.855
asia_high_breakout_long_close0.8_range8-35_new_york_only_h48_cool4,asia_high_breakout_refined,LONG,48,720,4,"{""asia_range_max"": 35.0, ""asia_range_min"": 8.0, ""close_above"": 0.8, ""session_set"": ""new_york_only""}",KEEP_REFINED_WATCHLIST,15.903781,Positive but still not robust enough for promotion.,285,6.06383,372.89,0.45,0.508772,1.207273,-158.07,273.14,1.147769,73.64,1.03776,57,302.82,2.09,1.824606,86,329.96,1.502704,10,301.73,25.825,999.0,4,5,9,17,-174.0085,0.908947,0.855,0.855
pdl_sweep_reclaim_long_sweep2_reclaim2_london_new_york_h8_cool4,pdl_sweep_reclaim_refined,LONG,8,120,4,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.0}",KEEP_REFINED_WATCHLIST,15.618452,Positive but still not robust enough for promotion.,131,2.729167,146.87,-0.16,0.496183,1.355299,-95.8,101.02,1.231114,9.32,1.019206,27,185.32,8.03,2.997844,40,166.19,2.285604,14,92.76,8.615,2.989704,4,5,7,17,-50.727,0.90747,0.9,0.9
pdl_sweep_reclaim_long_sweep1.62_reclaim1.55_london_new_york_h3_cool0,pdl_sweep_reclaim_refined,LONG,3,45,0,"{""reclaim_max"": 1.55, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 1.62}",KEEP_REFINED_WATCHLIST,15.611888,Positive but still not robust enough for promotion.,157,3.413043,109.21,-0.45,0.452229,1.315663,-88.99,54.26,1.144236,-55.64,0.873778,32,126.08,0.625,2.912041,48,148.24,2.585455,16,101.62,6.095,8.681028,2,5,9,17,-24.669,0.935451,0.91,0.91
pdl_sweep_reclaim_long_sweep2_reclaim1.55_london_new_york_h4_cool0,pdl_sweep_reclaim_refined,LONG,4,60,0,"{""reclaim_max"": 1.55, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.0}",KEEP_REFINED_WATCHLIST,15.595366,Positive but still not robust enough for promotion.,128,2.844444,88.79,0.09,0.507812,1.278688,-81.81,43.99,1.128882,-45.61,0.882856,26,129.47,4.77,2.972726,39,133.06,2.396809,14,105.53,6.295,8.457951,3,5,7,17,-48.407,0.861527,0.85,0.85
pdl_sweep_reclaim_long_sweep2_reclaim1.55_london_new_york_h3_cool0,pdl_sweep_reclaim_refined,LONG,3,45,0,"{""reclaim_max"": 1.55, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.0}",KEEP_REFINED_WATCHLIST,15.562619,Positive but still not robust enough for promotion.,129,2.866667,79.2,-0.66,0.449612,1.262826,-82.52,34.05,1.104349,-56.25,0.8519,26,116.9,1.135,3.312104,39,108.12,2.363258,15,86.88,5.65,7.566893,2,5,7,17,-48.9195,0.86359,0.82,0.82
pdl_sweep_reclaim_long_sweep1.25_reclaim1.55_london_new_york_h3_cool0,pdl_sweep_reclaim_refined,LONG,3,45,0,"{""reclaim_max"": 1.55, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 1.25}",KEEP_REFINED_WATCHLIST,15.510078,Positive but still not robust enough for promotion.,195,4.0625,112.7,-0.45,0.451282,1.279009,-100.18,44.45,1.100618,-92.05,0.823618,39,139.41,1.91,3.002442,59,197.33,3.029518,17,105.15,5.65,8.947846,2,5,9,17,-30.416,0.931958,0.88,0.88
pdl_sweep_reclaim_long_sweep1.25_reclaim1.55_london_new_york_h4_cool0,pdl_sweep_reclaim_refined,LONG,4,60,0,"{""reclaim_max"": 1.55, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 1.25}",KEEP_REFINED_WATCHLIST,15.470504,Positive but still not robust enough for promotion.,189,3.9375,128.74,0.13,0.513228,1.304062,-98.1,62.59,1.136961,-69.71,0.86826,38,146.02,2.395,2.668609,57,190.38,2.508199,16,122.18,6.295,9.634629,2,5,9,17,-32.36,0.929603,0.88,0.88
pdl_sweep_reclaim_long_sweep1.62_reclaim2_london_new_york_h3_cool4,pdl_sweep_reclaim_refined,LONG,3,45,4,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 1.62}",KEEP_REFINED_WATCHLIST,15.465016,Positive but still not robust enough for promotion.,166,3.387755,121.46,-0.27,0.46988,1.336305,-90.56,63.36,1.1616,-52.84,0.884835,34,124.94,0.675,2.928384,50,135.86,2.43403,15,90.2,5.65,8.003106,3,5,10,17,-25.598,0.9358,0.91,0.91
asia_high_breakout_long_close1.2_range8-35_new_york_only_h48_cool0,asia_high_breakout_refined,LONG,48,720,0,"{""asia_range_max"": 35.0, ""asia_range_min"": 8.0, ""close_above"": 1.2, ""session_set"": ""new_york_only""}",KEEP_REFINED_WATCHLIST,15.377505,Positive but still not robust enough for promotion.,282,6.0,299.01,0.225,0.507092,1.163177,-164.7,200.31,1.106461,2.91,1.001468,57,316.74,2.34,1.848987,85,312.41,1.468072,10,301.73,25.825,999.0,4,5,9,17,-165.5045,0.920348,0.845,0.845
asia_high_breakout_long_close1.2_range8-35_new_york_only_h48_cool4,asia_high_breakout_refined,LONG,48,720,4,"{""asia_range_max"": 35.0, ""asia_range_min"": 8.0, ""close_above"": 1.2, ""session_set"": ""new_york_only""}",KEEP_REFINED_WATCHLIST,15.377505,Positive but still not robust enough for promotion.,282,6.0,299.01,0.225,0.507092,1.163177,-164.7,200.31,1.106461,2.91,1.001468,57,316.74,2.34,1.848987,85,312.41,1.468072,10,301.73,25.825,999.0,4,5,9,17,-165.5045,0.920348,0.845,0.845
asia_high_breakout_long_close0.8_range4-35_london_new_york_h32_cool0,asia_high_breakout_refined,LONG,32,480,0,"{""asia_range_max"": 35.0, ""asia_range_min"": 4.0, ""close_above"": 0.8, ""session_set"": ""london_new_york""}",KEEP_REFINED_WATCHLIST,15.349745,Positive but still not robust enough for promotion.,625,12.755102,592.57,0.29,0.5024,1.183658,-191.09,373.82,1.112068,-63.68,0.982125,125,479.84,2.11,1.590594,188,578.67,1.529631,16,331.4,24.635,5.489298,3,5,9,17,36.101,1.009897,0.955,0.955
