variant,family,side,horizon_bars,horizon_minutes,cooldown_bars,params_json,decision,score,reasons,events,freq_per_month,total_x1,median_x1,wr_x1,pf_x1,dd_x1,total_x2,pf_x2,total_x4,pf_x4,test20_events,test20_total,test20_median,test20_pf,test30_events,test30_total,test30_pf,events_2026,total_2026,median_2026,pf_2026,pos_years,years,pos_quarters,quarters,boot_total_p05,boot_pf_p05,boot_prob_total_gt_0,boot_prob_pf_gt_1
pdl_sweep_reclaim_long_sweep3_reclaim2_london_new_york_h8_cool4,pdl_sweep_reclaim_refined,LONG,8,120,4,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 3.0}",REJECT_REFINED_VARIANT,15.179499,Refinement did not preserve enough robust edge.,84,2.0,90.9,0.035,0.511905,1.291253,-97.53,61.5,1.188027,2.7,1.007559,17,152.16,7.8,3.429895,26,103.91,1.906403,12,62.81,4.095,2.347276,4,5,8,17,-98.5675,0.748165,0.79,0.79
pdl_sweep_reclaim_long_sweep1.25_reclaim2_new_york_only_h4_cool0,pdl_sweep_reclaim_refined,LONG,4,60,0,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""new_york_only"", ""sweep_min"": 1.25}",REJECT_REFINED_VARIANT,14.726954,Refinement did not preserve enough robust edge.,112,2.545455,40.4,-0.48,0.464286,1.126424,-94.2,1.2,1.003516,-77.2,0.800078,23,127.14,6.9,3.709141,34,84.5,1.767763,7,69.47,11.64,45.532051,4,5,9,17,-82.2205,0.772936,0.665,0.665
pdl_sweep_reclaim_long_sweep1.62_reclaim2_new_york_only_h6_cool4,pdl_sweep_reclaim_refined,LONG,6,90,4,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""new_york_only"", ""sweep_min"": 1.62}",REJECT_REFINED_VARIANT,14.560383,Refinement did not preserve enough robust edge.,87,2.230769,74.58,-0.76,0.45977,1.293322,-77.29,44.13,1.162901,-16.77,0.944982,18,106.52,7.17,3.16945,27,65.53,1.622613,5,54.28,10.25,6.34252,4,5,7,17,-59.293,0.803564,0.78,0.78
pdl_sweep_reclaim_long_sweep2.5_reclaim1.55_london_new_york_h8_cool4,pdl_sweep_reclaim_refined,LONG,8,120,4,"{""reclaim_max"": 1.55, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.5}",REJECT_REFINED_VARIANT,14.479013,Refinement did not preserve enough robust edge.,88,2.2,85.47,0.035,0.511364,1.268934,-75.53,54.67,1.163933,-6.93,0.981013,18,144.01,7.585,2.955064,27,114.69,1.924919,12,65.7,4.095,2.409266,4,5,8,17,-69.898,0.809655,0.805,0.805
pdl_sweep_reclaim_long_sweep2.5_reclaim1.55_london_new_york_h8_cool0,pdl_sweep_reclaim_refined,LONG,8,120,0,"{""reclaim_max"": 1.55, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.5}",REJECT_REFINED_VARIANT,14.430413,Refinement did not preserve enough robust edge.,89,2.225,87.94,0.04,0.516854,1.276706,-73.06,56.79,1.17029,-5.51,0.984904,18,144.01,7.585,2.955064,27,114.69,1.924919,12,65.7,4.095,2.409266,4,5,8,17,-92.5685,0.746671,0.785,0.785
pdl_sweep_reclaim_long_sweep1.25_reclaim1.55_new_york_only_h3_cool4,pdl_sweep_reclaim_refined,LONG,3,45,4,"{""reclaim_max"": 1.55, ""reclaim_min"": 0.0, ""session_set"": ""new_york_only"", ""sweep_min"": 1.25}",REJECT_REFINED_VARIANT,14.40009,Refinement did not preserve enough robust edge.,97,2.309524,11.05,-0.58,0.443299,1.047415,-90.47,-22.9,0.909109,-90.8,0.688913,20,98.34,3.645,4.426481,30,70.02,1.97277,6,31.69,6.48,5.242303,2,5,8,17,-102.4395,0.612985,0.505,0.505
pdl_sweep_reclaim_long_sweep1.25_reclaim2_new_york_only_h3_cool4,pdl_sweep_reclaim_refined,LONG,3,45,4,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""new_york_only"", ""sweep_min"": 1.25}",REJECT_REFINED_VARIANT,14.298521,Refinement did not preserve enough robust edge.,107,2.431818,27.23,-0.45,0.457944,1.102712,-87.49,-10.22,0.964192,-85.12,0.740599,22,104.26,3.645,3.967834,33,65.6,1.703259,6,31.69,6.48,5.242303,3,5,10,17,-127.3285,0.616304,0.63,0.63
pdl_sweep_reclaim_long_sweep1.62_reclaim2_new_york_only_h4_cool0,pdl_sweep_reclaim_refined,LONG,4,60,0,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""new_york_only"", ""sweep_min"": 1.62}",REJECT_REFINED_VARIANT,14.10691,Refinement did not preserve enough robust edge.,94,2.410256,39.7,-0.63,0.468085,1.143012,-78.54,6.8,1.023001,-59.0,0.8227,19,105.85,7.83,3.255487,29,63.64,1.606153,6,67.32,13.07,44.153846,4,5,9,17,-85.167,0.747174,0.695,0.695
pdl_sweep_reclaim_long_sweep1.62_reclaim1.55_new_york_only_h4_cool0,pdl_sweep_reclaim_refined,LONG,4,60,0,"{""reclaim_max"": 1.55, ""reclaim_min"": 0.0, ""session_set"": ""new_york_only"", ""sweep_min"": 1.62}",REJECT_REFINED_VARIANT,14.071182,Refinement did not preserve enough robust edge.,84,2.27027,17.16,-1.29,0.440476,1.069821,-97.09,-12.24,0.953379,-71.04,0.760703,17,104.3,7.83,3.599701,26,66.06,1.738761,6,67.32,13.07,44.153846,4,5,7,17,-79.058,0.727522,0.625,0.625
pdl_sweep_reclaim_long_sweep2_reclaim2_new_york_only_h4_cool0,pdl_sweep_reclaim_refined,LONG,4,60,0,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""new_york_only"", ""sweep_min"": 2.0}",REJECT_REFINED_VARIANT,13.78478,Refinement did not preserve enough robust edge.,83,2.243243,31.36,-0.45,0.46988,1.12228,-75.84,2.31,1.00848,-55.79,0.817184,17,97.72,7.83,3.40927,25,64.31,1.715988,5,52.82,11.64,34.858974,4,5,9,17,-83.6445,0.730151,0.635,0.635
pdl_sweep_reclaim_long_sweep1.62_reclaim2_new_york_only_h6_cool0,pdl_sweep_reclaim_refined,LONG,6,90,0,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""new_york_only"", ""sweep_min"": 1.62}",REJECT_REFINED_VARIANT,13.645337,Refinement did not preserve enough robust edge.,90,2.307692,43.26,-1.005,0.433333,1.152824,-88.51,11.76,1.039055,-51.24,0.848322,18,103.43,7.17,3.081924,28,49.74,1.419641,5,54.28,10.25,6.34252,4,5,7,17,-85.1765,0.767341,0.735,0.735
pdl_sweep_reclaim_long_sweep1.25_reclaim1.55_new_york_only_h3_cool0,pdl_sweep_reclaim_refined,LONG,3,45,0,"{""reclaim_max"": 1.55, ""reclaim_min"": 0.0, ""session_set"": ""new_york_only"", ""sweep_min"": 1.25}",REJECT_REFINED_VARIANT,13.56512,Refinement did not preserve enough robust edge.,103,2.452381,11.08,-0.72,0.436893,1.042962,-100.65,-24.97,0.910244,-97.07,0.697535,21,104.45,3.53,3.757392,31,72.07,1.847583,7,54.26,9.43,8.263722,2,5,7,17,-92.416,0.682897,0.535,0.535
pdl_sweep_reclaim_long_sweep1.25_reclaim2_new_york_only_h4_cool4,pdl_sweep_reclaim_refined,LONG,4,60,4,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""new_york_only"", ""sweep_min"": 1.25}",REJECT_REFINED_VARIANT,13.563285,Refinement did not preserve enough robust edge.,105,2.386364,28.1,-0.45,0.466667,1.094232,-86.74,-8.65,0.972847,-82.15,0.772179,21,101.32,3.79,3.468811,32,58.68,1.56331,6,45.79,6.895,30.352564,3,5,9,17,-102.9035,0.70476,0.63,0.63
pdl_sweep_reclaim_long_sweep1.25_reclaim2_new_york_only_h6_cool4,pdl_sweep_reclaim_refined,LONG,6,90,4,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""new_york_only"", ""sweep_min"": 1.25}",REJECT_REFINED_VARIANT,13.51429,Refinement did not preserve enough robust edge.,102,2.318182,63.52,-0.77,0.45098,1.207867,-86.48,27.82,1.085503,-43.58,0.880922,21,112.92,6.21,2.936878,31,85.28,1.779881,6,53.13,9.325,5.697613,3,5,8,17,-83.0435,0.7722,0.735,0.735
asia_high_breakout_long_close0.8_range8-35_london_new_york_h32_cool0,asia_high_breakout_refined,LONG,32,480,0,"{""asia_range_max"": 35.0, ""asia_range_min"": 8.0, ""close_above"": 0.8, ""session_set"": ""london_new_york""}",REJECT_REFINED_VARIANT,13.336944,Refinement did not preserve enough robust edge.,394,8.208333,233.96,-0.075,0.497462,1.100165,-319.18,96.06,1.03994,-179.74,0.929479,79,482.21,3.8,2.060641,119,455.06,1.570358,16,331.4,24.635,5.489298,2,5,9,17,-346.7305,0.86919,0.715,0.715
pdl_sweep_reclaim_long_sweep1.25_reclaim2_new_york_only_h3_cool0,pdl_sweep_reclaim_refined,LONG,3,45,0,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""new_york_only"", ""sweep_min"": 1.25}",REJECT_REFINED_VARIANT,12.945271,Refinement did not preserve enough robust edge.,115,2.613636,20.81,-0.72,0.443478,1.070207,-102.12,-19.44,0.939023,-99.94,0.726746,23,99.13,3.53,3.262725,35,85.59,1.892865,7,54.26,9.43,8.263722,3,5,8,17,-90.172,0.724905,0.595,0.595
pdl_sweep_reclaim_long_sweep1.62_reclaim2_new_york_only_h4_cool4,pdl_sweep_reclaim_refined,LONG,4,60,4,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""new_york_only"", ""sweep_min"": 1.62}",REJECT_REFINED_VARIANT,12.750616,Refinement did not preserve enough robust edge.,89,2.282051,22.69,-0.81,0.460674,1.086952,-76.38,-8.46,0.9696,-70.76,0.774664,18,83.69,5.28,3.03923,27,37.82,1.381635,5,43.64,11.64,28.974359,4,5,9,17,-117.685,0.646987,0.635,0.635
pdl_sweep_reclaim_long_sweep1.62_reclaim1.55_new_york_only_h6_cool0,pdl_sweep_reclaim_refined,LONG,6,90,0,"{""reclaim_max"": 1.55, ""reclaim_min"": 0.0, ""session_set"": ""new_york_only"", ""sweep_min"": 1.62}",REJECT_REFINED_VARIANT,12.730074,Refinement did not preserve enough robust edge.,81,2.189189,30.8,-0.9,0.432099,1.124621,-92.38,2.45,1.0093,-54.25,0.817328,17,94.58,8.13,2.807722,25,49.71,1.478902,5,54.28,10.25,6.34252,4,5,7,17,-84.2065,0.700776,0.685,0.685
asia_high_breakout_long_close1.2_range8-35_london_new_york_h32_cool0,asia_high_breakout_refined,LONG,32,480,0,"{""asia_range_max"": 35.0, ""asia_range_min"": 8.0, ""close_above"": 1.2, ""session_set"": ""london_new_york""}",REJECT_REFINED_VARIANT,12.665194,Refinement did not preserve enough robust edge.,374,7.791667,163.53,-0.265,0.489305,1.072769,-371.84,32.63,1.0141,-229.17,0.906539,75,457.9,3.02,2.085277,113,439.97,1.578102,15,355.13,26.54,8.089838,2,5,8,17,-416.779,0.84404,0.675,0.675
pdl_sweep_reclaim_long_sweep1.62_reclaim1.55_new_york_only_h4_cool4,pdl_sweep_reclaim_refined,LONG,4,60,4,"{""reclaim_max"": 1.55, ""reclaim_min"": 0.0, ""session_set"": ""new_york_only"", ""sweep_min"": 1.62}",REJECT_REFINED_VARIANT,12.658346,Refinement did not preserve enough robust edge.,80,2.162162,2.1,-1.29,0.4375,1.009166,-91.95,-25.9,0.894368,-81.9,0.705523,16,82.14,5.28,3.399649,24,40.24,1.481743,5,43.64,11.64,28.974359,4,5,7,17,-106.3615,0.610815,0.545,0.545
asia_high_breakout_long_close2_range4-35_london_new_york_h48_cool0,asia_high_breakout_refined,LONG,48,720,0,"{""asia_range_max"": 35.0, ""asia_range_min"": 4.0, ""close_above"": 2.0, ""session_set"": ""london_new_york""}",REJECT_REFINED_VARIANT,12.645645,Refinement did not preserve enough robust edge.,474,9.673469,346.15,0.2,0.508439,1.115798,-202.63,180.25,1.058674,-151.55,0.953313,95,312.65,2.31,1.401317,143,378.34,1.365698,11,210.46,20.69,3.248504,3,5,9,17,-429.8005,0.87392,0.735,0.735
asia_high_breakout_long_close2_range4-35_london_new_york_h48_cool4,asia_high_breakout_refined,LONG,48,720,4,"{""asia_range_max"": 35.0, ""asia_range_min"": 4.0, ""close_above"": 2.0, ""session_set"": ""london_new_york""}",REJECT_REFINED_VARIANT,12.645645,Refinement did not preserve enough robust edge.,474,9.673469,346.15,0.2,0.508439,1.115798,-202.63,180.25,1.058674,-151.55,0.953313,95,312.65,2.31,1.401317,143,378.34,1.365698,11,210.46,20.69,3.248504,3,5,9,17,-429.8005,0.87392,0.735,0.735
pdl_sweep_reclaim_long_sweep1.62_reclaim1.55_new_york_only_h3_cool4,pdl_sweep_reclaim_refined,LONG,3,45,4,"{""reclaim_max"": 1.55, ""reclaim_min"": 0.0, ""session_set"": ""new_york_only"", ""sweep_min"": 1.62}",REJECT_REFINED_VARIANT,12.559388,Refinement did not preserve enough robust edge.,81,2.189189,8.48,-1.02,0.432099,1.040074,-80.79,-19.87,0.91274,-76.57,0.707614,17,68.51,2.67,3.387108,25,59.71,1.932823,5,28.16,9.43,4.769746,3,5,8,17,-108.0435,0.598734,0.555,0.555
asia_high_breakout_long_close0.8_range8-35_new_york_only_h24_cool0,asia_high_breakout_refined,LONG,24,360,0,"{""asia_range_max"": 35.0, ""asia_range_min"": 8.0, ""close_above"": 0.8, ""session_set"": ""new_york_only""}",REJECT_REFINED_VARIANT,12.431504,Refinement did not preserve enough robust edge.,285,6.06383,18.23,0.29,0.512281,1.010637,-287.51,-81.52,0.953766,-281.02,0.849476,57,281.98,4.93,1.762355,86,211.57,1.327503,10,249.29,24.455,14.652245,2,5,8,17,-500.2115,0.742131,0.57,0.57
asia_high_breakout_long_close0.8_range8-35_new_york_only_h24_cool4,asia_high_breakout_refined,LONG,24,360,4,"{""asia_range_max"": 35.0, ""asia_range_min"": 8.0, ""close_above"": 0.8, ""session_set"": ""new_york_only""}",REJECT_REFINED_VARIANT,12.431504,Refinement did not preserve enough robust edge.,285,6.06383,18.23,0.29,0.512281,1.010637,-287.51,-81.52,0.953766,-281.02,0.849476,57,281.98,4.93,1.762355,86,211.57,1.327503,10,249.29,24.455,14.652245,2,5,8,17,-500.2115,0.742131,0.57,0.57
pdl_sweep_reclaim_long_sweep1.62_reclaim1.55_new_york_only_h3_cool0,pdl_sweep_reclaim_refined,LONG,3,45,0,"{""reclaim_max"": 1.55, ""reclaim_min"": 0.0, ""session_set"": ""new_york_only"", ""sweep_min"": 1.62}",REJECT_REFINED_VARIANT,12.389856,Refinement did not preserve enough robust edge.,85,2.297297,7.48,-1.14,0.423529,1.031805,-93.44,-22.27,0.911743,-81.77,0.716667,17,80.64,2.67,3.279254,26,66.79,1.860474,6,50.73,10.445,7.791165,3,5,7,17,-103.3245,0.621518,0.5,0.5
asia_high_breakout_long_close0.8_range8-35_new_york_only_h32_cool0,asia_high_breakout_refined,LONG,32,480,0,"{""asia_range_max"": 35.0, ""asia_range_min"": 8.0, ""close_above"": 0.8, ""session_set"": ""new_york_only""}",REJECT_REFINED_VARIANT,12.375615,Refinement did not preserve enough robust edge.,285,6.06383,90.03,0.3,0.505263,1.049666,-281.99,-9.72,0.994781,-209.22,0.893535,57,290.14,4.34,1.803067,86,205.99,1.30532,10,219.77,31.145,8.014682,2,5,7,17,-505.809,0.773834,0.625,0.625
asia_high_breakout_long_close0.8_range8-35_new_york_only_h32_cool4,asia_high_breakout_refined,LONG,32,480,4,"{""asia_range_max"": 35.0, ""asia_range_min"": 8.0, ""close_above"": 0.8, ""session_set"": ""new_york_only""}",REJECT_REFINED_VARIANT,12.375615,Refinement did not preserve enough robust edge.,285,6.06383,90.03,0.3,0.505263,1.049666,-281.99,-9.72,0.994781,-209.22,0.893535,57,290.14,4.34,1.803067,86,205.99,1.30532,10,219.77,31.145,8.014682,2,5,7,17,-505.809,0.773834,0.625,0.625
asia_high_breakout_long_close2_range4-35_london_new_york_h32_cool4,asia_high_breakout_refined,LONG,32,480,4,"{""asia_range_max"": 35.0, ""asia_range_min"": 4.0, ""close_above"": 2.0, ""session_set"": ""london_new_york""}",REJECT_REFINED_VARIANT,12.367909,Refinement did not preserve enough robust edge.,497,10.142857,201.86,0.01,0.501006,1.073403,-281.46,27.91,1.009835,-319.99,0.894108,100,288.2,1.02,1.4016,150,419.52,1.4609,12,269.85,26.805,6.16163,2,5,8,17,-279.8735,0.909324,0.735,0.735
pdl_sweep_reclaim_long_sweep2.5_reclaim3_london_new_york_h3_cool4,pdl_sweep_reclaim_refined,LONG,3,45,4,"{""reclaim_max"": 3.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.5}",REJECT_REFINED_VARIANT,12.359576,Refinement did not preserve enough robust edge.,123,2.617021,57.6,-0.3,0.479675,1.171449,-84.58,14.55,1.040556,-71.55,0.824701,25,91.45,5.65,2.203131,37,95.98,1.873339,18,72.19,6.095,2.711475,3,5,6,17,-93.7405,0.775193,0.74,0.74
pdl_sweep_reclaim_long_sweep1.25_reclaim1.55_new_york_only_h4_cool0,pdl_sweep_reclaim_refined,LONG,4,60,0,"{""reclaim_max"": 1.55, ""reclaim_min"": 0.0, ""session_set"": ""new_york_only"", ""sweep_min"": 1.25}",REJECT_REFINED_VARIANT,12.355345,Refinement did not preserve enough robust edge.,101,2.404762,6.17,-0.81,0.435644,1.021444,-115.19,-29.18,0.905327,-99.88,0.714832,21,105.02,3.79,3.143265,31,69.06,1.686072,7,69.47,11.64,45.532051,2,5,8,17,-123.424,0.629601,0.515,0.515
asia_high_breakout_long_close1.6_range8-35_london_new_york_h32_cool0,asia_high_breakout_refined,LONG,32,480,0,"{""asia_range_max"": 35.0, ""asia_range_min"": 8.0, ""close_above"": 1.6, ""session_set"": ""london_new_york""}",REJECT_REFINED_VARIANT,12.34673,Refinement did not preserve enough robust edge.,363,7.723404,164.86,-0.12,0.493113,1.075053,-380.59,37.81,1.016722,-216.29,0.909672,73,446.25,3.02,2.046577,109,379.9,1.491475,15,341.81,26.54,6.390475,2,5,9,17,-362.02,0.853177,0.64,0.64
pdl_sweep_reclaim_long_sweep1.62_reclaim2_new_york_only_h3_cool4,pdl_sweep_reclaim_refined,LONG,3,45,4,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""new_york_only"", ""sweep_min"": 1.62}",REJECT_REFINED_VARIANT,12.296435,Refinement did not preserve enough robust edge.,90,2.307692,9.88,-0.87,0.444444,1.040547,-80.28,-21.62,0.917219,-84.62,0.716174,18,69.43,3.215,3.127797,28,57.31,1.754277,5,28.16,9.43,4.769746,3,5,9,17,-91.2785,0.66071,0.605,0.605
pdl_sweep_reclaim_long_sweep1.62_reclaim2_new_york_only_h8_cool4,pdl_sweep_reclaim_refined,LONG,8,120,4,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""new_york_only"", ""sweep_min"": 1.62}",REJECT_REFINED_VARIANT,12.218703,Refinement did not preserve enough robust edge.,84,2.153846,52.53,-0.375,0.47619,1.185986,-76.7,23.13,1.077578,-35.67,0.891821,17,79.22,2.03,2.704756,26,5.23,1.039939,4,15.77,9.3,1.61698,4,5,6,17,-97.2165,0.729774,0.715,0.715
asia_high_breakout_long_close1.2_range8-35_london_new_york_h24_cool4,asia_high_breakout_refined,LONG,24,360,4,"{""asia_range_max"": 35.0, ""asia_range_min"": 8.0, ""close_above"": 1.2, ""session_set"": ""london_new_york""}",REJECT_REFINED_VARIANT,12.179598,Refinement did not preserve enough robust edge.,415,8.645833,128.57,-0.14,0.489157,1.060781,-248.32,-16.68,0.992386,-307.18,0.869147,83,316.66,0.65,1.644194,125,190.37,1.210857,16,200.16,5.64,3.879171,2,5,8,17,-378.9815,0.838982,0.755,0.755
pdl_sweep_reclaim_long_sweep1.25_reclaim2_new_york_only_h6_cool0,pdl_sweep_reclaim_refined,LONG,6,90,0,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""new_york_only"", ""sweep_min"": 1.25}",REJECT_REFINED_VARIANT,11.958731,Refinement did not preserve enough robust edge.,107,2.431818,41.06,-0.9,0.439252,1.122791,-110.37,3.61,1.010152,-71.29,0.821324,22,100.51,3.035,2.473754,33,57.57,1.427871,6,53.13,9.325,5.697613,3,5,8,17,-113.8745,0.727971,0.7,0.7
pdl_sweep_reclaim_long_sweep1.25_reclaim2_new_york_only_h8_cool4,pdl_sweep_reclaim_refined,LONG,8,120,4,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""new_york_only"", ""sweep_min"": 1.25}",REJECT_REFINED_VARIANT,11.927991,Refinement did not preserve enough robust edge.,98,2.227273,99.49,-0.075,0.5,1.306538,-105.04,65.19,1.190475,-3.41,0.99098,20,83.79,2.04,2.186155,30,36.64,1.279801,5,20.57,4.8,1.804773,4,5,10,17,-80.1745,0.799394,0.82,0.82
asia_high_breakout_long_close1.2_range4-35_new_york_only_h24_cool0,asia_high_breakout_refined,LONG,24,360,0,"{""asia_range_max"": 35.0, ""asia_range_min"": 4.0, ""close_above"": 1.2, ""session_set"": ""new_york_only""}",REJECT_REFINED_VARIANT,11.907407,Refinement did not preserve enough robust edge.,463,9.645833,136.35,0.12,0.50324,1.053676,-257.51,-25.7,0.990197,-349.8,0.874721,93,123.83,1.98,1.163248,139,144.82,1.146735,10,249.29,24.455,14.652245,2,5,8,17,-383.5325,0.856966,0.68,0.68
asia_high_breakout_long_close1.2_range4-35_new_york_only_h24_cool4,asia_high_breakout_refined,LONG,24,360,4,"{""asia_range_max"": 35.0, ""asia_range_min"": 4.0, ""close_above"": 1.2, ""session_set"": ""new_york_only""}",REJECT_REFINED_VARIANT,11.907407,Refinement did not preserve enough robust edge.,463,9.645833,136.35,0.12,0.50324,1.053676,-257.51,-25.7,0.990197,-349.8,0.874721,93,123.83,1.98,1.163248,139,144.82,1.146735,10,249.29,24.455,14.652245,2,5,8,17,-383.5325,0.856966,0.68,0.68
asia_high_breakout_long_close1.2_range4-35_london_new_york_h24_cool0,asia_high_breakout_refined,LONG,24,360,0,"{""asia_range_max"": 35.0, ""asia_range_min"": 4.0, ""close_above"": 1.2, ""session_set"": ""london_new_york""}",REJECT_REFINED_VARIANT,11.892969,Refinement did not preserve enough robust edge.,725,14.795918,243.75,-0.22,0.486897,1.07288,-245.8,-10.0,0.997125,-517.5,0.862285,145,272.67,0.12,1.284931,218,337.43,1.277992,17,222.64,11.31,4.138427,2,5,9,17,-437.973,0.877649,0.74,0.74
pdl_sweep_reclaim_long_sweep2_reclaim1.55_london_new_york_h8_cool4,pdl_sweep_reclaim_refined,LONG,8,120,4,"{""reclaim_max"": 1.55, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.0}",REJECT_REFINED_VARIANT,11.731467,Refinement did not preserve enough robust edge.,117,2.6,48.18,-0.37,0.470085,1.119848,-105.74,7.23,1.017038,-74.67,0.84103,24,122.5,3.03,2.129345,36,100.04,1.686051,12,70.97,6.73,2.522308,4,5,5,17,-129.47,0.720498,0.715,0.715
asia_high_breakout_long_close2_range4-35_new_york_only_h24_cool0,asia_high_breakout_refined,LONG,24,360,0,"{""asia_range_max"": 35.0, ""asia_range_min"": 4.0, ""close_above"": 2.0, ""session_set"": ""new_york_only""}",REJECT_REFINED_VARIANT,11.672024,Refinement did not preserve enough robust edge.,436,9.083333,137.63,-0.01,0.497706,1.056911,-291.73,-14.97,0.994003,-320.17,0.879558,88,150.81,2.03,1.210787,131,207.37,1.231055,10,249.29,24.455,14.652245,2,5,9,17,-295.8065,0.88478,0.705,0.705
asia_high_breakout_long_close2_range4-35_new_york_only_h24_cool4,asia_high_breakout_refined,LONG,24,360,4,"{""asia_range_max"": 35.0, ""asia_range_min"": 4.0, ""close_above"": 2.0, ""session_set"": ""new_york_only""}",REJECT_REFINED_VARIANT,11.672024,Refinement did not preserve enough robust edge.,436,9.083333,137.63,-0.01,0.497706,1.056911,-291.73,-14.97,0.994003,-320.17,0.879558,88,150.81,2.03,1.210787,131,207.37,1.231055,10,249.29,24.455,14.652245,2,5,9,17,-295.8065,0.88478,0.705,0.705
asia_high_breakout_long_close1.6_range4-35_london_new_york_h32_cool4,asia_high_breakout_refined,LONG,32,480,4,"{""asia_range_max"": 35.0, ""asia_range_min"": 4.0, ""close_above"": 1.6, ""session_set"": ""london_new_york""}",REJECT_REFINED_VARIANT,11.655234,Refinement did not preserve enough robust edge.,522,10.653061,180.79,-0.515,0.482759,1.062333,-278.32,-1.91,0.999362,-367.31,0.884965,105,320.78,0.43,1.418784,157,395.52,1.40075,12,291.31,26.805,6.572112,2,5,9,17,-411.144,0.873811,0.59,0.59
asia_high_breakout_long_close1.6_range4-35_london_new_york_h24_cool0,asia_high_breakout_refined,LONG,24,360,0,"{""asia_range_max"": 35.0, ""asia_range_min"": 4.0, ""close_above"": 1.6, ""session_set"": ""london_new_york""}",REJECT_REFINED_VARIANT,11.650963,Refinement did not preserve enough robust edge.,692,14.122449,237.1,-0.305,0.481214,1.07204,-229.18,-5.1,0.998508,-489.5,0.867138,139,259.01,0.3,1.273838,208,336.92,1.286397,17,219.85,11.31,3.981826,2,5,9,17,-451.686,0.878888,0.68,0.68
pdl_sweep_reclaim_long_sweep2_reclaim1.55_london_new_york_h8_cool0,pdl_sweep_reclaim_refined,LONG,8,120,0,"{""reclaim_max"": 1.55, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.0}",REJECT_REFINED_VARIANT,11.632145,Refinement did not preserve enough robust edge.,120,2.666667,60.51,-0.31,0.475,1.151324,-95.99,18.51,1.043805,-65.49,0.860249,24,122.5,3.03,2.129345,36,104.66,1.728475,12,70.97,6.73,2.522308,3,5,6,17,-112.1225,0.764476,0.66,0.66
asia_high_breakout_long_close1.2_range8-35_london_new_york_h48_cool0,asia_high_breakout_refined,LONG,48,720,0,"{""asia_range_max"": 35.0, ""asia_range_min"": 8.0, ""close_above"": 1.2, ""session_set"": ""london_new_york""}",REJECT_REFINED_VARIANT,11.554265,Refinement did not preserve enough robust edge.,313,6.520833,96.8,0.14,0.501597,1.043698,-331.03,-12.75,0.994384,-231.85,0.902747,63,330.71,4.27,1.752777,94,308.66,1.394398,11,227.06,22.73,3.448086,2,5,8,17,-554.0375,0.78217,0.585,0.585
asia_high_breakout_long_close1.2_range8-35_london_new_york_h48_cool4,asia_high_breakout_refined,LONG,48,720,4,"{""asia_range_max"": 35.0, ""asia_range_min"": 8.0, ""close_above"": 1.2, ""session_set"": ""london_new_york""}",REJECT_REFINED_VARIANT,11.554265,Refinement did not preserve enough robust edge.,313,6.520833,96.8,0.14,0.501597,1.043698,-331.03,-12.75,0.994384,-231.85,0.902747,63,330.71,4.27,1.752777,94,308.66,1.394398,11,227.06,22.73,3.448086,2,5,8,17,-554.0375,0.78217,0.585,0.585
asia_high_breakout_long_close0.8_range8-35_london_new_york_h48_cool0,asia_high_breakout_refined,LONG,48,720,0,"{""asia_range_max"": 35.0, ""asia_range_min"": 8.0, ""close_above"": 0.8, ""session_set"": ""london_new_york""}",REJECT_REFINED_VARIANT,11.529068,Refinement did not preserve enough robust edge.,321,6.6875,132.66,0.26,0.501558,1.059733,-244.93,20.31,1.008919,-204.39,0.914621,65,267.32,1.59,1.526376,97,277.04,1.331483,12,174.91,21.71,2.207108,2,5,7,17,-440.9165,0.832895,0.69,0.69
