spec_id,stage40b_classification,stage,decision_scope,promotion,ea,paper_live,live,family,candidate,side,trigger,horizon_hours,params_json,year,month,hour_utc,weekday,session_utc,atr24_bps,ret24_bps,ret72_bps,spread,entry_idx,exit_idx,entry_ts,exit_ts,entry_close,exit_close,final_bps,mfe_bps,mae_bps,touch_target_50bps,touch_target_100bps,touch_target_150bps,touch_stop_50bps,touch_stop_100bps,touch_stop_150bps,cost_stressed_final_bps,candidate_classification,_event_time
1,FAIL_STAGE40B_SURVIVOR_AUDIT_NO_PROMOTION,Stage40_PARALLEL_THESIS_MEGASCAN,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,NO_GO,NO_GO,NO_GO,VOL_COMPRESSION_EXPANSION,VOL_COMP_EXP_LONG_L120_Q0.15_M2.0,LONG,Compressed 120H range then bullish expansion,72,"{""compression_q"": 0.15, ""expansion_mult"": 2.0, ""lookback"": 120}",2023,8,17,Tuesday,NY_13_17,16.93421723871554,-36.50465356773491,-40.72730279819248,,7884,7956,2023-08-08T17:00:00+00:00,2023-08-11T17:00:00+00:00,1926.94,1918.47,-43.95570178625241,27.14147819859569,-84.43438820098126,False,False,False,True,False,False,-51.95570178625241,STRICT_PARALLEL_THESIS_WATCH_ONLY_NO_PROMOTION,2023-08-08 17:00:00
1,FAIL_STAGE40B_SURVIVOR_AUDIT_NO_PROMOTION,Stage40_PARALLEL_THESIS_MEGASCAN,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,NO_GO,NO_GO,NO_GO,VOL_COMPRESSION_EXPANSION,VOL_COMP_EXP_LONG_L120_Q0.15_M2.0,LONG,Compressed 120H range then bullish expansion,72,"{""compression_q"": 0.15, ""expansion_mult"": 2.0, ""lookback"": 120}",2023,8,5,Monday,ASIA_00_06,14.47418671827271,-1.69044738746571,-57.41752469005989,,8088,8160,2023-08-21T05:00:00+00:00,2023-08-24T05:00:00+00:00,1892.67,1919.84,143.55381550930525,148.73168592517416,-39.99640719195674,True,True,False,False,False,False,135.55381550930525,STRICT_PARALLEL_THESIS_WATCH_ONLY_NO_PROMOTION,2023-08-21 05:00:00
1,FAIL_STAGE40B_SURVIVOR_AUDIT_NO_PROMOTION,Stage40_PARALLEL_THESIS_MEGASCAN,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,NO_GO,NO_GO,NO_GO,VOL_COMPRESSION_EXPANSION,VOL_COMP_EXP_LONG_L120_Q0.15_M2.0,LONG,Compressed 120H range then bullish expansion,72,"{""compression_q"": 0.15, ""expansion_mult"": 2.0, ""lookback"": 120}",2023,9,16,Wednesday,NY_13_17,11.54920607238133,2.023188856896674,-111.8547580583118,,8386,8458,2023-09-06T16:00:00+00:00,2023-09-11T16:00:00+00:00,1928.04,1925.79,-11.669882367585371,13.329598970974745,-66.59612871102172,False,False,False,True,False,False,-19.669882367585373,STRICT_PARALLEL_THESIS_WATCH_ONLY_NO_PROMOTION,2023-09-06 16:00:00
1,FAIL_STAGE40B_SURVIVOR_AUDIT_NO_PROMOTION,Stage40_PARALLEL_THESIS_MEGASCAN,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,NO_GO,NO_GO,NO_GO,VOL_COMPRESSION_EXPANSION,VOL_COMP_EXP_LONG_L120_Q0.15_M2.0,LONG,Compressed 120H range then bullish expansion,72,"{""compression_q"": 0.15, ""expansion_mult"": 2.0, ""lookback"": 120}",2023,9,17,Tuesday,NY_13_17,12.84487193159898,-55.29373823122463,-32.06498503634081,,8483,8555,2023-09-12T17:00:00+00:00,2023-09-15T17:00:00+00:00,1911.83,1928.4,86.67088600974094,96.76592584068722,-56.90882557549459,True,False,False,True,False,False,78.67088600974094,STRICT_PARALLEL_THESIS_WATCH_ONLY_NO_PROMOTION,2023-09-12 17:00:00
1,FAIL_STAGE40B_SURVIVOR_AUDIT_NO_PROMOTION,Stage40_PARALLEL_THESIS_MEGASCAN,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,NO_GO,NO_GO,NO_GO,VOL_COMPRESSION_EXPANSION,VOL_COMP_EXP_LONG_L120_Q0.15_M2.0,LONG,Compressed 120H range then bullish expansion,72,"{""compression_q"": 0.15, ""expansion_mult"": 2.0, ""lookback"": 120}",2023,10,16,Wednesday,NY_13_17,21.129495163976543,104.86128785950568,-29.08247065382952,,9227,9299,2023-10-25T16:00:00+00:00,2023-10-30T14:00:00+00:00,1985.1,1997.99,64.93375648581878,121.9585915067256,-110.82565110069996,True,True,False,True,True,False,56.933756485818776,STRICT_PARALLEL_THESIS_WATCH_ONLY_NO_PROMOTION,2023-10-25 16:00:00
1,FAIL_STAGE40B_SURVIVOR_AUDIT_NO_PROMOTION,Stage40_PARALLEL_THESIS_MEGASCAN,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,NO_GO,NO_GO,NO_GO,VOL_COMPRESSION_EXPANSION,VOL_COMP_EXP_LONG_L120_Q0.15_M2.0,LONG,Compressed 120H range then bullish expansion,72,"{""compression_q"": 0.15, ""expansion_mult"": 2.0, ""lookback"": 120}",2023,10,15,Tuesday,NY_13_17,17.51698650786194,20.3148298257716,116.38950069712494,,9324,9396,2023-10-31T15:00:00+00:00,2023-11-03T15:00:00+00:00,2002.6,1995.41,-35.90332567661947,26.515529811246275,-163.83701188455,False,False,False,True,True,True,-43.90332567661947,STRICT_PARALLEL_THESIS_WATCH_ONLY_NO_PROMOTION,2023-10-31 15:00:00
1,FAIL_STAGE40B_SURVIVOR_AUDIT_NO_PROMOTION,Stage40_PARALLEL_THESIS_MEGASCAN,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,NO_GO,NO_GO,NO_GO,VOL_COMPRESSION_EXPANSION,VOL_COMP_EXP_LONG_L120_Q0.15_M2.0,LONG,Compressed 120H range then bullish expansion,72,"{""compression_q"": 0.15, ""expansion_mult"": 2.0, ""lookback"": 120}",2023,11,15,Tuesday,NY_13_17,23.41924773419802,149.06567221810053,90.16289935597888,,9686,9758,2023-11-21T15:00:00+00:00,2023-11-24T16:00:00+00:00,1997.6,2001.16,17.82138566279512,49.70965158189955,-53.66439727673145,False,False,False,True,False,False,9.82138566279512,STRICT_PARALLEL_THESIS_WATCH_ONLY_NO_PROMOTION,2023-11-21 15:00:00
1,FAIL_STAGE40B_SURVIVOR_AUDIT_NO_PROMOTION,Stage40_PARALLEL_THESIS_MEGASCAN,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,NO_GO,NO_GO,NO_GO,VOL_COMPRESSION_EXPANSION,VOL_COMP_EXP_LONG_L120_Q0.15_M2.0,LONG,Compressed 120H range then bullish expansion,72,"{""compression_q"": 0.15, ""expansion_mult"": 2.0, ""lookback"": 120}",2023,11,3,Monday,ASIA_00_06,13.268125741165766,95.84263742880906,73.34902117859255,,9769,9841,2023-11-27T03:00:00+00:00,2023-11-30T03:00:00+00:00,2011.95,2043.26,155.62016948731383,199.85586122915456,-31.01468724371892,True,True,True,False,False,False,147.62016948731383,STRICT_PARALLEL_THESIS_WATCH_ONLY_NO_PROMOTION,2023-11-27 03:00:00
1,FAIL_STAGE40B_SURVIVOR_AUDIT_NO_PROMOTION,Stage40_PARALLEL_THESIS_MEGASCAN,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,NO_GO,NO_GO,NO_GO,VOL_COMPRESSION_EXPANSION,VOL_COMP_EXP_LONG_L120_Q0.15_M2.0,LONG,Compressed 120H range then bullish expansion,72,"{""compression_q"": 0.15, ""expansion_mult"": 2.0, ""lookback"": 120}",2023,12,15,Thursday,NY_13_17,17.703074633017582,24.01249238867864,75.86526881083522,,10216,10288,2023-12-21T15:00:00+00:00,2023-12-27T14:00:00+00:00,2041.33,2067.67,129.03352226244724,143.14197116585882,-22.583315779417525,True,True,False,False,False,False,121.03352226244724,STRICT_PARALLEL_THESIS_WATCH_ONLY_NO_PROMOTION,2023-12-21 15:00:00
1,FAIL_STAGE40B_SURVIVOR_AUDIT_NO_PROMOTION,Stage40_PARALLEL_THESIS_MEGASCAN,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,NO_GO,NO_GO,NO_GO,VOL_COMPRESSION_EXPANSION,VOL_COMP_EXP_LONG_L120_Q0.15_M2.0,LONG,Compressed 120H range then bullish expansion,72,"{""compression_q"": 0.15, ""expansion_mult"": 2.0, ""lookback"": 120}",2024,1,15,Thursday,NY_13_17,19.575801573274184,-71.53744038546739,-18.930594410779825,,10772,10844,2024-01-25T15:00:00+00:00,2024-01-30T14:00:00+00:00,2019.35,2035.93,82.10562804862987,103.74625498303924,-33.87228563646705,True,True,False,False,False,False,74.10562804862987,STRICT_PARALLEL_THESIS_WATCH_ONLY_NO_PROMOTION,2024-01-25 15:00:00
1,FAIL_STAGE40B_SURVIVOR_AUDIT_NO_PROMOTION,Stage40_PARALLEL_THESIS_MEGASCAN,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,NO_GO,NO_GO,NO_GO,VOL_COMPRESSION_EXPANSION,VOL_COMP_EXP_LONG_L120_Q0.15_M2.0,LONG,Compressed 120H range then bullish expansion,72,"{""compression_q"": 0.15, ""expansion_mult"": 2.0, ""lookback"": 120}",2024,2,18,Friday,LATE_18_23,17.100771460028636,87.04645776836495,56.78790629748853,,11282,11354,2024-02-23T18:00:00+00:00,2024-02-28T17:00:00+00:00,2038.35,2031.79,-32.18289302622246,14.52154929231897,-69.22265557926744,False,False,False,True,False,False,-40.18289302622246,STRICT_PARALLEL_THESIS_WATCH_ONLY_NO_PROMOTION,2024-02-23 18:00:00
