spec_id,dimension,bucket,n,mean_final_bps,median_final_bps,cost_mean_bps,cost_median_bps,hit_rate_pct,median_mae_bps,mean_mae_bps,median_mfe_bps,mean_mfe_bps,touch_stop_100bps_pct,touch_target_100bps_pct,mean_after_cost_plus_slip16_bps,worst_loss_bps,best_win_bps,positive_sum_bps,negative_sum_bps,top3_win_share_pct
1,year,2022,13,-7.403015600064245,1.4464131734870378,-15.403015600064249,-6.553586826512962,46.15384615384615,-112.10277983059402,-121.2160766487901,74.10597928124929,87.81696254301372,69.23076923076923,38.46153846153847,-31.403015600064244,-162.05970558272753,100.153904583832,421.5809907542659,-621.820193555101,64.48188313651278
1,year,2023,22,44.98320254443341,52.84215762333399,36.9832025444334,44.84215762333399,68.18181818181817,-61.752477143258155,-81.58784081969519,106.69756789284169,107.82027991160267,31.818181818181817,50.0,20.983202544433404,-195.32986485833547,209.26282184044487,1297.2106850964126,-483.580229118878,38.30910145546827
1,year,2024,22,77.70952509310898,81.78124325606163,69.70952509310898,73.78124325606163,59.09090909090909,-60.21697008860794,-79.17834543368586,162.07378036317334,160.61142565719234,31.818181818181817,63.63636363636363,53.70952509310898,-158.35203992434742,366.924912458916,2231.239891752186,-697.6303397037876,41.69827293100442
1,year,2025,21,93.219337407224,87.349068624476,85.219337407224,79.349068624476,76.19047619047619,-63.73351447459763,-100.4456034668411,157.06332942478474,179.7208502224935,38.095238095238095,71.42857142857143,69.219337407224,-269.6589586310769,425.5891882180309,2508.6780167644865,-719.0719312127824,38.2313846218991
1,year,2026,10,12.138443712080846,80.15365331617397,4.1384437120808455,72.15365331617397,60.0,-162.45741432783177,-228.63952784975936,360.2848255368918,265.41912260107074,80.0,60.0,-11.861556287919154,-464.0626424789671,339.8061066284144,1160.6071424172019,-1119.2227052963935,69.95398623702673
1,month,1,7,117.43660968857928,52.226589904342816,109.43660968857928,44.226589904342816,100.0,-38.02156740633889,-58.22191233642709,135.89415545917083,201.7604813372707,28.57142857142857,85.71428571428571,93.43660968857928,1.9333270924995,339.8061066284144,766.0562678200552,0.0,88.10490894176529
1,month,2,5,86.56859797569916,58.36742378857451,78.56859797569916,50.36742378857451,60.0,-69.22265557926744,-111.49924545588051,89.10874142032954,199.9792222962187,40.0,40.0,62.56859797569916,-195.32986485833547,366.924912458916,628.3557477630538,-235.5127578845579,100.0
1,month,3,7,48.92548009055425,81.45685846349338,40.92548009055425,73.45685846349338,85.71428571428571,-107.30380303363484,-185.0131542658251,264.4433555765469,230.70043069082197,57.14285714285714,85.71428571428571,24.92548009055426,-464.0626424789671,256.0047714864369,750.5410031128472,-464.0626424789671,77.64287309898603
1,month,4,6,19.67024707889749,71.60811691554359,11.670247078897495,63.60811691554359,66.66666666666666,-194.27724686722604,-166.0145679407471,120.7906652392765,142.65454849319812,66.66666666666666,50.0,-4.329752921102506,-162.19592827021543,140.06676611700098,382.2178041428624,-312.19632166947736,90.7503794825951
1,month,5,8,-11.699994984764036,-33.68848232363331,-19.69999498476404,-41.68848232363331,37.5,-110.78684821701768,-173.39828397735613,127.210202387793,159.9477695874099,87.5,50.0,-35.69999498476404,-342.9637411479489,234.8768573889584,612.9744449282377,-770.57440480635,100.0
1,month,6,8,28.416407474577138,29.320418602177266,20.416407474577138,21.320418602177266,50.0,-89.17390945772541,-115.78807376596708,71.9431542394089,122.44146229942353,37.5,37.5,4.416407474577138,-187.56348619402428,226.5536557222272,589.3635326863298,-426.0322728897128,87.0986565716413
1,month,7,7,119.9726031577621,132.89189892326857,111.9726031577621,124.89189892326856,85.71428571428571,-79.28508643422205,-74.2253088439293,173.63646281796318,178.20431387029157,28.57142857142857,85.71428571428571,95.9726031577621,-67.31028860264087,207.7342394616646,851.1185107069755,-67.31028860264087,63.69771080771594
1,month,8,13,26.476785134415667,1.4464131734870378,18.476785134415667,-6.553586826512962,38.46153846153847,-84.43438820098126,-78.13600808686375,79.6291941828442,103.1177691094948,30.76923076923077,38.46153846153847,2.4767851344156706,-158.35203992434742,328.975687185761,735.4138020775204,-495.2155953301167,81.52750122129002
1,month,9,6,117.24822716435843,97.41239529678647,109.24822716435843,89.41239529678647,83.33333333333334,-44.562461459867755,-40.50384448415416,143.56423942973763,166.0286830605695,0.0,66.66666666666666,93.24822716435843,-19.669882367585373,277.50838180979366,675.159245353736,-19.669882367585373,84.16428857948385
1,month,10,7,-19.961943082620337,-35.90332567661947,-27.961943082620337,-43.90332567661947,42.857142857142854,-163.83701188455,-147.59937491601553,69.99494648554538,83.4098921552668,85.71428571428571,42.857142857142854,-43.96194308262034,-162.05970558272753,133.86702112120474,210.28533274639116,-406.01893432473355,100.0
1,month,11,5,160.39833179196305,107.61184696719938,152.39833179196305,99.61184696719938,100.0,-38.97711279906568,-52.748543200181516,138.7641407537954,192.35103570945802,20.0,80.0,136.39833179196305,9.82138566279512,425.5891882180309,761.9916589598153,0.0,88.29771254858662
1,month,12,9,31.456341994880884,22.39385768475044,23.456341994880884,14.39385768475044,55.55555555555556,-45.94348497957812,-95.93237865211108,143.14197116585882,133.7250841123436,44.44444444444444,55.55555555555556,7.456341994880884,-149.751154109514,234.48790016359712,655.8393764867287,-444.7322985328008,87.94735467888313
1,weekday,Friday,19,103.97243117221345,99.86253739791452,95.97243117221345,91.86253739791452,73.68421052631578,-38.97711279906568,-71.39894607377458,162.49400679577252,168.23210281160704,31.57894736842105,63.1578947368421,79.97243117221345,-132.263657688507,425.5891882180309,2273.6029869192507,-450.12679464719537,45.8700873748139
1,weekday,Monday,15,61.692123437949576,87.349068624476,53.692123437949576,79.349068624476,66.66666666666666,-87.11453315890405,-87.89498986548445,135.89415545917083,135.83344143862317,40.0,73.33333333333333,37.692123437949576,-187.56348619402428,234.8768573889584,1196.683126675826,-391.3012751065825,51.557919827427014
1,weekday,Sunday,4,51.48408765718703,196.4887752896072,43.48408765718703,188.4887752896072,75.0,-111.06276595368837,-249.39282146287655,235.31882179173346,248.01727242907856,75.0,75.0,27.484087657187033,-464.0626424789671,261.0214425285009,637.9989931077153,-464.0626424789671,100.0
1,weekday,Thursday,15,39.16547461020007,73.60093759156028,31.165474610200075,65.60093759156028,53.333333333333336,-89.33792310938715,-118.08446574748726,95.10618134102032,151.88581500895032,46.666666666666664,46.666666666666664,15.165474610200075,-342.9637411479489,366.924912458916,1495.7864807822016,-1028.3043616292002,63.639121182144095
1,weekday,Tuesday,20,-17.191742557768173,-3.9008470952939254,-25.191742557768173,-11.900847095293924,45.0,-102.89240090670782,-122.61966331960556,85.43595256096825,124.29414050824437,55.00000000000001,40.0,-41.19174255776817,-269.6589586310769,190.60173412385552,588.4346870428169,-1092.2695381981803,65.2931298559587
1,weekday,Wednesday,15,88.76997769532835,84.03581339337052,80.76997769532835,76.03581339337052,80.0,-84.15748144730561,-107.47877889800006,130.0651494346905,165.6864277493601,40.0,66.66666666666666,64.76997769532835,-162.19592827021543,226.5536557222272,1426.8104522567419,-215.2607868268168,45.71276373392822
1,session_utc,ASIA_00_06,13,53.85458072681854,37.37250243757373,45.85458072681854,29.37250243757373,61.53846153846154,-101.95866623186056,-110.159480706596,187.9226894796071,201.22381066609339,53.84615384615385,69.23076923076923,29.854580726818533,-269.6589586310769,234.8768573889584,1172.2214473828458,-576.111897934205,57.47835736747763
1,session_utc,LATE_18_23,9,88.99724399067142,177.24331111754975,80.99724399067142,169.24331111754975,66.66666666666666,-69.22265557926744,-150.30682688470162,231.3048414971153,214.8464095420404,44.44444444444444,66.66666666666666,64.99724399067142,-464.0626424789671,425.5891882180309,1364.209210086737,-635.2340141706941,66.55009980656287
1,session_utc,LONDON_07_12,8,62.7348529735744,115.27332558098679,54.734852973574405,107.27332558098679,75.0,-109.70329143211443,-149.28196228971723,147.64008467859526,180.76767427686462,75.0,75.0,38.734852973574405,-342.9637411479489,256.0047714864369,798.0906723006191,-360.2118485120238,70.67611307538398
