variant_id,guard_filter,signal_count,pf_x4,avg_net_x4,win_rate_x4,tail_pf_x4,recent_pf_x4,cost1_pf_x4,max_drawdown_x4,fatal_failed_gates,stage36f_decision,next_action
stage36e_roll24_high_sweep_continuation_long_h12,exclude_rollover_23_00,1329,1.4424051796957513,3.022626034612492,0.527464258841234,0.7021447005428443,0.7021447005428443,1.276357927657383,-788.6099999999965,tail_pf;recent_pf;drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll24_high_sweep_continuation_long_h12,london_ny_only_06_16,707,1.172831502468455,1.2933663366336663,0.5091937765205092,0.5775182856409597,0.5775182856409597,1.0367362626463006,-719.5500000000011,pf;win_rate;tail_pf;recent_pf;cost1_pf;drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll24_high_sweep_continuation_long_h12,ny_overlap_only_12_16,384,1.2604089993885648,1.7413020833333313,0.4895833333333333,0.7797384431912302,0.7797384431912302,1.102865980797097,-352.1900000000014,win_rate;tail_pf;recent_pf;drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll24_high_sweep_continuation_long_h12,avoid_friday_late,1337,1.4058569924938464,2.852318623784596,0.5280478683620045,0.8592273434954155,0.8592273434954155,1.2465143779731187,-791.8199999999956,tail_pf;recent_pf;drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll24_high_sweep_continuation_long_h4,all_hours,1444,1.346256480070239,1.4584279778393343,0.5290858725761773,1.1219923815034538,1.1219923815034538,1.0973031689638801,-353.949999999998,drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll24_high_sweep_continuation_long_h4,low_spread_le_q50,1411,1.3447529763479102,1.4318781006378458,0.5279943302622254,0.9018072527385612,0.9018072527385612,1.0927893290292128,-374.3499999999988,tail_pf;recent_pf;drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll24_high_sweep_continuation_long_h4,normal_spread_le_q75,1427,1.333757995815711,1.4007708479327252,0.5290819901892081,0.9018072527385612,0.9018072527385612,1.0853310813129557,-345.9799999999982,tail_pf;recent_pf;drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll24_high_sweep_continuation_long_h4,exclude_rollover_23_00,1330,1.3345144530790067,1.3671127819548878,0.5263157894736842,0.9018072527385612,0.9018072527385612,1.079989515157969,-360.5799999999988,tail_pf;recent_pf;drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll24_high_sweep_continuation_long_h4,avoid_friday_late,1338,1.3146228385043588,1.3344170403587443,0.5298953662182362,1.0565772147300552,1.0565772147300552,1.0705540094135084,-379.09999999999695,drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll24_high_sweep_continuation_long_h8,all_hours,1444,1.4547988193598662,2.583386426592803,0.5242382271468145,0.9340360291299343,0.9340360291299343,1.2566315461017756,-547.2899999999963,tail_pf;recent_pf;drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll24_high_sweep_continuation_long_h8,low_spread_le_q50,1411,1.4313566689941981,2.464911410347276,0.5216158752657689,0.9900190114068388,0.9900190114068388,1.236023234755761,-547.2899999999963,tail_pf;recent_pf;drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll24_high_sweep_continuation_long_h8,normal_spread_le_q75,1427,1.4364113327626595,2.4901471618780704,0.5227750525578136,0.9900190114068388,0.9900190114068388,1.2404553005125871,-547.2899999999963,tail_pf;recent_pf;drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll24_high_sweep_continuation_long_h8,exclude_rollover_23_00,1330,1.4053445512078067,2.3024210526315834,0.5225563909774437,0.9900190114068388,0.9900190114068388,1.211021937646796,-571.4999999999955,tail_pf;recent_pf;drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll24_high_sweep_continuation_long_h8,london_ny_only_06_16,707,1.1352694524754436,0.8523620933521954,0.5148514851485149,1.1860808135698515,1.1860808135698515,0.9782854717781869,-617.06,pf;win_rate;cost1_pf;drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll24_high_sweep_continuation_long_h8,ny_overlap_only_12_16,384,1.2061945399736764,1.2647135416666664,0.5260416666666666,0.8428194106375264,0.8428194106375264,1.0399916593883027,-402.56999999999925,pf;tail_pf;recent_pf;cost1_pf;drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll24_high_sweep_continuation_long_h8,avoid_friday_late,1338,1.413338330440273,2.3491704035874497,0.5261584454409567,1.2168833065576141,1.2168833065576141,1.21861270024269,-568.1499999999955,drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll48_high_sweep_continuation_long_h12,all_hours,1107,1.5259731029887167,3.643568202348694,0.5392953929539296,1.5540273638093822,1.5540273638093822,1.357108601928787,-541.0400000000009,drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll48_high_sweep_continuation_long_h12,low_spread_le_q50,1081,1.5429762590336533,3.7156151711378396,0.5374653098982424,1.3614056060653703,1.3614056060653703,1.371002089081045,-512.9500000000007,drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll48_high_sweep_continuation_long_h12,normal_spread_le_q75,1094,1.5240251838527068,3.621425959780627,0.5383912248628885,1.5540273638093822,1.5540273638093822,1.3548569109393103,-541.0400000000009,drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll48_high_sweep_continuation_long_h12,exclude_rollover_23_00,1015,1.5639854368502024,3.7635665024630582,0.5428571428571428,1.3614056060653703,1.3614056060653703,1.3868102106135556,-512.9500000000007,drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll48_high_sweep_continuation_long_h12,london_ny_only_06_16,539,1.2719466666666668,1.9866233766233794,0.5176252319109462,0.8279215054034297,0.8279215054034297,1.126485061971235,-479.85000000000264,win_rate;tail_pf;recent_pf;drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll48_high_sweep_continuation_long_h12,ny_overlap_only_12_16,289,1.283444433389712,1.9715570934256015,0.4913494809688581,1.3812454077883891,1.3812454077883891,1.1299985647284323,-246.59000000000015,win_rate;drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll48_high_sweep_continuation_long_h12,avoid_friday_late,1017,1.46365355881744,3.2587413962635257,0.5388397246804326,1.1118676293003753,1.1118676293003753,1.3010072711691403,-636.0000000000027,drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll48_high_sweep_continuation_long_h4,all_hours,1108,1.3332859781218926,1.4397833935018052,0.5234657039711191,1.5929449272381264,1.5929449272381264,1.091196286869292,-426.9199999999987,drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll48_high_sweep_continuation_long_h4,low_spread_le_q50,1082,1.3382100636655914,1.4301940850277284,0.522181146025878,1.7807541963669737,1.7807541963669737,1.0908931141343514,-449.4999999999993,drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll48_high_sweep_continuation_long_h4,normal_spread_le_q75,1095,1.3150757731969727,1.3535799086757998,0.5223744292237443,1.5929449272381264,1.5929449272381264,1.073664583273876,-425.4699999999989,drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll48_high_sweep_continuation_long_h4,exclude_rollover_23_00,1016,1.3334569156251879,1.3721456692913405,0.5226377952755905,1.7807541963669737,1.7807541963669737,1.0805856902321027,-419.949999999998,drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll48_high_sweep_continuation_long_h4,avoid_friday_late,1018,1.2857999205232005,1.2504813359528506,0.5255402750491159,1.5847956208113696,1.5847956208113696,1.0513680554716178,-388.8599999999967,drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll48_high_sweep_continuation_long_h8,all_hours,1108,1.4954656476707742,2.8249277978339444,0.5207581227436823,2.2688841825505506,2.2688841825505506,1.2946910947913663,-420.9599999999971,drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll48_high_sweep_continuation_long_h8,low_spread_le_q50,1082,1.4754594538721095,2.720748613678383,0.5184842883548983,2.6746132758958274,2.6746132758958274,1.2768373174652048,-459.48999999999796,win_rate;drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll48_high_sweep_continuation_long_h8,normal_spread_le_q75,1095,1.469392083353933,2.688219178082201,0.5187214611872146,2.2688841825505506,2.2688841825505506,1.2714039273261166,-424.2099999999973,win_rate;drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll48_high_sweep_continuation_long_h8,exclude_rollover_23_00,1016,1.4543589063516982,2.5628838582677242,0.5216535433070866,2.6746132758958274,2.6746132758958274,1.2548882378907675,-424.7499999999975,drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll48_high_sweep_continuation_long_h8,london_ny_only_06_16,539,1.15846034405263,1.0072727272727304,0.5102040816326531,1.204711143784841,1.204711143784841,1.001060597451861,-468.2899999999984,pf;win_rate;cost1_pf;drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll48_high_sweep_continuation_long_h8,ny_overlap_only_12_16,289,1.2127624536846429,1.3411764705882303,0.5086505190311419,1.2794841442900773,1.2794841442900773,1.0501383125864445,-306.80999999999995,pf;win_rate;drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
