db_path,error,columns,source_rows,selected_rows,h1_rows,h1_start_ts,h1_end_ts,h1_median_delta_min,spread_median,spread_q75,spread_q90
/Users/vahid/Desktop/xauusd-trader/data/local/xauusd_local_store.sqlite,,source;symbol;timeframe;utc_time;open;high;low;close;tick_volume;spread;real_volume;source_time;imported_utc;raw_json;volume;ingested_at,1560741,25624,25624,2022-05-01 23:00:00+00:00,2026-06-15 16:00:00+00:00,60.0,34.0,40.0,42.0
