candidate_id,session,entry_ts,exit_ts,direction,entry_price,exit_price,gross_bps,net_bps,range_high,range_low,range_bps,spread_points
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-02-27T07:35:00Z,2023-02-27T08:35:00Z,LONG,1813.07,1809.14,-21.67594191068098,-24.6579456438347,1812.65,1810.45,12.144296320830477,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-03-01T07:55:00Z,2023-03-01T08:55:00Z,LONG,1835.77,1831.63,-22.55184473000361,-25.53384846315733,1835.65,1832.39,17.775160576220493,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-03-02T07:30:00Z,2023-03-02T08:30:00Z,LONG,1832.32,1832.85,2.8925078588891284,-0.08949587426459349,1832.19,1829.92,12.397224550873577,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-03-03T07:40:00Z,2023-03-03T08:40:00Z,LONG,1845.45,1846.41,5.201983256116591,2.2199795229628694,1844.9,1842.66,12.14895486446327,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-03-06T07:30:00Z,2023-03-06T08:30:00Z,SHORT,1852.91,1851.3,8.689035085352916,5.707031352199195,1857.06,1854.15,15.682216851107077,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-03-07T08:10:00Z,2023-03-07T09:10:00Z,SHORT,1845.82,1843.39,13.164880649249852,10.18287691609613,1849.57,1845.85,20.13302953385557,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-03-09T07:35:00Z,2023-03-09T08:35:00Z,LONG,1817.77,1818.29,2.8606479367575752,-0.12135579639614669,1815.72,1813.57,11.848047414233037,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-03-13T07:45:00Z,2023-03-13T08:45:00Z,LONG,1881.4,1889.9,45.1791219304773,42.197118197323576,1880.52,1875.39,27.316948489180426,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-03-14T07:30:00Z,2023-03-14T08:30:00Z,SHORT,1905.8,1903.17,13.799979011438145,10.817975278284424,1913.25,1907.11,32.14356762190003,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-03-15T07:30:00Z,2023-03-15T08:30:00Z,SHORT,1886.15,1890.54,-23.27492511199996,-26.25692884515368,1896.69,1887.15,50.42496511480381,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-03-17T08:20:00Z,2023-03-17T09:20:00Z,LONG,1931.25,1931.37,0.6213592233004057,-2.360644509853316,1931.06,1927.27,19.645805309550834,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-03-24T07:35:00Z,2023-03-24T08:35:00Z,SHORT,1983.77,1991.4,-38.46212010464978,-41.4441238378035,1992.71,1986.41,31.665292828564883,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-03-28T07:40:00Z,2023-03-28T08:40:00Z,SHORT,1952.1,1953.05,-4.866553967522389,-7.8485577006761105,1956.51,1952.57,20.158195790314114,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-03-31T07:30:00Z,2023-03-31T08:30:00Z,SHORT,1977.16,1974.97,11.076493556414526,8.094489823260805,1984.12,1977.53,33.26896621357222,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-04-03T07:55:00Z,2023-04-03T08:55:00Z,LONG,1961.78,1965.7,19.981853214937825,16.999849481784103,1960.26,1953.18,36.183000122653866,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-04-04T07:30:00Z,2023-04-04T08:30:00Z,SHORT,1980.08,1980.78,-3.5352106985578637,-6.517214431711586,1982.02,1980.46,7.873856776563897,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-04-06T07:30:00Z,2023-04-06T08:30:00Z,LONG,2015.94,2016.29,1.7361627826220476,-1.2458409505316743,2015.72,2012.57,15.63939041131642,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-04-10T07:45:00Z,2023-04-10T08:45:00Z,LONG,1997.25,1998.03,3.9053698835898,0.923366150436078,1996.52,1994.94,7.91690258702293,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-04-11T07:40:00Z,2023-04-11T08:40:00Z,LONG,2003.32,2006.14,14.076632789570132,11.09462905641641,2002.74,1997.69,25.24728591676372,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-04-12T07:30:00Z,2023-04-12T08:30:00Z,SHORT,2012.98,2010.28,13.412949954793618,10.430946221639896,2016.53,2013.11,16.974221022225674,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-04-13T07:30:00Z,2023-04-13T08:30:00Z,LONG,2024.34,2028.74,21.735479217918385,18.753475484764664,2022.75,2020.43,11.4761153349588,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-04-14T08:05:00Z,2023-04-14T09:05:00Z,SHORT,2034.29,2035.01,-3.5393183862675786,-6.521322119421301,2041.23,2037.22,19.664333263862453,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-04-18T07:35:00Z,2023-04-18T08:35:00Z,LONG,2003.3,2003.26,-0.19967054360287337,-3.181674276756595,2002.79,1998.49,21.493122200895485,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-04-19T08:00:00Z,2023-04-19T09:00:00Z,SHORT,1989.71,1979.61,50.76116620010019,47.77916246694647,1995.43,1990.24,26.043300122689807,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-04-25T07:40:00Z,2023-04-25T08:40:00Z,SHORT,1989.15,1989.13,0.10054545911561123,-2.8814582740381107,1997.18,1992.79,22.005177983794866,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-04-26T07:30:00Z,2023-04-26T08:30:00Z,SHORT,1995.95,1997.56,-8.066334327011697,-11.048338060165419,1999.24,1996.43,14.065225606719,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-04-27T07:45:00Z,2023-04-27T08:45:00Z,SHORT,1999.99,1998.5,7.450037250186296,4.468033517032573,2003.16,2000.49,13.337829230827232,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-04-28T07:50:00Z,2023-04-28T08:50:00Z,SHORT,1981.89,1982.08,-0.9586808551424508,-3.9406845882961727,1986.07,1981.94,20.816479797177333,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-05-02T07:45:00Z,2023-05-02T08:45:00Z,SHORT,1981.27,1981.57,-1.51418029849518,-4.496184031648902,1985.67,1981.34,21.83004328196881,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-05-03T07:40:00Z,2023-05-03T08:40:00Z,SHORT,2013.9,2016.44,-12.612344207755914,-15.594347940909635,2018.65,2014.4,21.07586070095833,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-05-04T07:30:00Z,2023-05-04T08:30:00Z,SHORT,2031.9,2033.89,-9.793789064422507,-12.775792797576228,2039.41,2033.8,27.54584222271932,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-05-05T07:35:00Z,2023-05-05T08:35:00Z,SHORT,2040.62,2039.78,4.116395997294538,1.1343922641408164,2047.38,2041.38,29.34875121063599,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-05-08T08:00:00Z,2023-05-08T09:00:00Z,SHORT,2020.35,2022.58,-11.037691489098513,-14.019695222252235,2022.59,2020.8,8.85395670464617,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-05-12T08:05:00Z,2023-05-12T09:05:00Z,SHORT,2008.38,2005.74,13.144922773579204,10.162919040425482,2012.51,2008.5,19.945237639299535,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-05-15T07:40:00Z,2023-05-15T08:40:00Z,LONG,2019.73,2019.43,-1.4853470513383202,-4.467350784492043,2019.05,2016.31,13.579953213591894,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-05-17T07:40:00Z,2023-05-17T08:40:00Z,SHORT,1988.1,1987.82,1.4083798601678625,-1.5736238729858594,1990.5,1988.45,10.304225989268298,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-05-18T07:55:00Z,2023-05-18T08:55:00Z,SHORT,1974.46,1975.26,-4.051740729110514,-7.033744462264236,1978.18,1975.9,11.532391858535854,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-05-23T08:00:00Z,2023-05-23T09:00:00Z,SHORT,1955.15,1961.01,-29.97212490090223,-32.954128634055955,1962.3,1955.39,35.27588961862656,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-05-24T07:30:00Z,2023-05-24T08:30:00Z,LONG,1973.38,1974.1,3.64856236507819,0.6665586319244681,1973.35,1970.62,13.843918691065188,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-05-25T07:30:00Z,2023-05-25T08:30:00Z,LONG,1960.92,1963.8,14.686983660730075,11.704979927576353,1960.87,1957.46,17.405374228305703,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-05-26T07:30:00Z,2023-05-26T08:30:00Z,LONG,1952.7,1953.16,2.3557126030626128,-0.6262911300911091,1952.63,1950.28,12.042296645324317,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-05-29T07:30:00Z,2023-05-29T08:30:00Z,SHORT,1944.71,1942.96,8.99877102498573,6.016767291832009,1947.13,1944.98,11.047991963228638,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-05-30T07:50:00Z,2023-05-30T08:50:00Z,LONG,1939.93,1944.66,24.382323073513056,21.400319340359335,1939.15,1934.79,22.509383211924433,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-05-31T07:45:00Z,2023-05-31T08:45:00Z,SHORT,1956.64,1956.07,2.913157249162665,-0.06884648399105675,1960.28,1956.71,18.22828243115217,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-06-01T07:30:00Z,2023-06-01T08:30:00Z,SHORT,1955.35,1954.88,2.4036617485350447,-0.5783419846186773,1961.72,1956.42,27.05365300882538,24.0
S50_ORB_LONDON_R6_W12_B0_M1520_H12,london,2023-06-02T07:30:00Z,2023-06-02T08:30:00Z,SHORT,1976.25,1977.26,-5.110689437065102,-8.092693170218825,1978.85,1977.04,9.150911678534769,24.0
