candidate_id,session,session_hour_utc,range_bars,breakout_window_bars,buffer_bps,m15_sma_window,horizon_m5_bars,trade_count,mean_bps,median_bps,win_rate,t_stat,total_bps,max_drawdown_bps,is_count,is_mean_bps,is_win_rate,oos_count,oos_mean_bps,oos_win_rate,positive_year_count,negative_year_count,max_year_share,max_month_share,worst_fold_mean_bps,cost_x1_5_mean_bps,cost_x2_mean_bps,decision,failure_reasons
S50_ORB_NEW_YORK_R12_W24_B0_M1520_H12,new_york,13,12,24,0.0,20,12,860,-0.038021180096108706,-1.741181479128242,0.4755813953488372,-0.03345371277780358,-32.69821488265349,-951.5787564077688,688,-0.0019187635749240916,0.48401162790697677,172,-0.18243084618084718,0.4418604651162791,2,3,0.24883720930232558,0.02558139534883721,-0.5805097933847506,-1.52902304667297,-3.0200249132498307,HARD_AUDIT_NO_PASS,mean_not_positive;win_rate_lt_52pct;oos_mean_not_positive;oos_win_rate_lt_52pct;has_negative_year;worst_chrono_fold_not_positive;cost_x1_5_mean_not_positive;cost_x2_mean_not_positive
S50_ORB_NEW_YORK_R12_W24_B0_M1540_H12,new_york,13,12,24,0.0,40,12,808,0.22227930762576367,-1.3132741740321086,0.47896039603960394,0.1881782983294889,179.60168056161706,-731.3052013151575,646,0.3238494956892299,0.48606811145510836,162,-0.18274749168904594,0.4506172839506173,2,3,0.24876237623762376,0.024752475247524754,-0.5832643201128177,-1.2687225589510975,-2.759724425527958,HARD_AUDIT_NO_PASS,win_rate_lt_52pct;oos_mean_not_positive;oos_win_rate_lt_52pct;has_negative_year;worst_chrono_fold_not_positive;cost_x1_5_mean_not_positive;cost_x2_mean_not_positive
S50_ORB_LONDON_R12_W12_B5_M1520_H12,london,7,12,12,5.0,20,12,449,-1.7870058410027179,-3.2474408948869975,0.40311804008908686,-2.018732418678652,-802.3656226102204,-920.7571196162583,359,-2.184052906131491,0.3871866295264624,90,-0.20322921454461096,0.4666666666666667,0,5,0.2561247216035635,0.0334075723830735,-5.237372889450016,-3.278007707579579,-4.769009574156439,HARD_AUDIT_NO_PASS,mean_not_positive;win_rate_lt_52pct;oos_mean_not_positive;oos_win_rate_lt_52pct;has_negative_year;worst_chrono_fold_not_positive;cost_x1_5_mean_not_positive;cost_x2_mean_not_positive
S50_ORB_LONDON_R6_W24_B5_M1520_H12,london,7,6,24,5.0,20,12,814,-2.6180775962773217,-3.5827696290370605,0.3832923832923833,-4.051558339737416,-2131.11516336974,-2321.552868843552,651,-3.2152374779570234,0.3763440860215054,163,-0.23310162711483176,0.4110429447852761,0,5,0.2542997542997543,0.025798525798525797,-4.759786654077182,-4.109079462854183,-5.600081329431044,HARD_AUDIT_NO_PASS,mean_not_positive;win_rate_lt_52pct;oos_mean_not_positive;oos_win_rate_lt_52pct;has_negative_year;worst_chrono_fold_not_positive;cost_x1_5_mean_not_positive;cost_x2_mean_not_positive
S50_ORB_LONDON_R12_W12_B0_M1540_H24,london,7,12,12,0.0,40,24,607,-1.6336756337094136,-2.8677597995058366,0.43986820428336076,-1.610605901932937,-991.6411096616141,-1240.7197685710062,485,-1.976650246049908,0.4350515463917526,122,-0.27021098629023527,0.45901639344262296,1,4,0.24382207578253706,0.03130148270181219,-4.882961262068269,-3.124677500286275,-4.6156793668631355,HARD_AUDIT_NO_PASS,mean_not_positive;win_rate_lt_52pct;oos_mean_not_positive;oos_win_rate_lt_52pct;has_negative_year;worst_chrono_fold_not_positive;cost_x1_5_mean_not_positive;cost_x2_mean_not_positive
S50_ORB_NEW_YORK_R6_W12_B0_M1520_H48,new_york,13,6,12,0.0,20,48,921,0.032366019990160116,-0.6059324289112542,0.494028230184582,0.016651550397506973,29.80910441093747,-1233.476650308923,736,0.12210880987711768,0.5,185,-0.3246647549114657,0.4702702702702703,3,2,0.250814332247557,0.023887079261672096,-2.8442507157964143,-1.4586358465867013,-2.949637713163562,HARD_AUDIT_NO_PASS,win_rate_lt_52pct;oos_mean_not_positive;oos_win_rate_lt_52pct;has_negative_year;worst_chrono_fold_not_positive;cost_x1_5_mean_not_positive;cost_x2_mean_not_positive
S50_ORB_LONDON_R6_W24_B0_M1520_H12,london,7,6,24,0.0,20,12,959,-1.6930703101610816,-2.3649310139391995,0.42752867570385816,-2.8693168403902454,-1623.654427444477,-1791.1861173884445,767,-2.008424026176056,0.4276401564537158,192,-0.43329791337209334,0.4270833333333333,0,5,0.251303441084463,0.023983315954118872,-3.1844606555932997,-3.1840721767379425,-4.675074043314804,HARD_AUDIT_NO_PASS,mean_not_positive;win_rate_lt_52pct;oos_mean_not_positive;oos_win_rate_lt_52pct;has_negative_year;worst_chrono_fold_not_positive;cost_x1_5_mean_not_positive;cost_x2_mean_not_positive
S50_ORB_LONDON_R12_W12_B0_M1540_H12,london,7,12,12,0.0,40,12,607,-1.7660033133013444,-2.8839149922699336,0.4200988467874794,-2.4802401245437333,-1071.964011173916,-1215.7779320205188,485,-2.034921414416205,0.40824742268041236,122,-0.6969436490332513,0.4672131147540984,2,3,0.24382207578253706,0.03130148270181219,-5.176988155927457,-3.2570051798782056,-4.748007046455066,HARD_AUDIT_NO_PASS,mean_not_positive;win_rate_lt_52pct;oos_mean_not_positive;oos_win_rate_lt_52pct;has_negative_year;worst_chrono_fold_not_positive;cost_x1_5_mean_not_positive;cost_x2_mean_not_positive
S50_ORB_NEW_YORK_R12_W12_B5_M1520_H12,new_york,13,12,12,5.0,20,12,578,-0.07166184855985215,-2.5485507623326393,0.46366782006920415,-0.0482385468844669,-41.42054846759455,-586.6026121769514,462,0.08606247205267999,0.47186147186147187,116,-0.6998397461718336,0.43103448275862066,2,3,0.24567474048442905,0.0328719723183391,-0.8527377027370223,-1.5626637151367135,-3.0536655817135743,HARD_AUDIT_NO_PASS,mean_not_positive;win_rate_lt_52pct;oos_mean_not_positive;oos_win_rate_lt_52pct;has_negative_year;worst_chrono_fold_not_positive;cost_x1_5_mean_not_positive;cost_x2_mean_not_positive
S50_ORB_NEW_YORK_R6_W24_B0_M1520_H48,new_york,13,6,24,0.0,20,48,1014,-0.0347364565769607,-0.7844721935415451,0.4930966469428008,-0.019281033618205243,-35.22276696903815,-1376.8660247410783,811,0.2351330587132932,0.49815043156596794,203,-1.1128851112587141,0.4729064039408867,3,2,0.2485207100591716,0.022682445759368838,-4.220561897697979,-1.525738323153822,-3.016740189730683,HARD_AUDIT_NO_PASS,mean_not_positive;win_rate_lt_52pct;oos_mean_not_positive;oos_win_rate_lt_52pct;has_negative_year;worst_chrono_fold_not_positive;cost_x1_5_mean_not_positive;cost_x2_mean_not_positive
