time_utc,open,high,low,close,volume,symbol,interval,provider,source_file,fetched_at_utc,spread_available,spread_close,session_utc
2026-06-04 04:11:00+00:00,4464.29249,4466.27761,4463.88715,4463.95796,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:12:00+00:00,4464.27491,4467.27719,4464.27491,4466.97353,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:13:00+00:00,4466.30919,4469.9595,4463.6426,4468.76005,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:14:00+00:00,4465.77347,4471.27208,4465.77347,4470.7471,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:15:00+00:00,4469.87722,4471.45001,4469.87722,4471.06105,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:16:00+00:00,4470.46199,4472.07191,4470.46199,4471.89031,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:17:00+00:00,4471.52351,4471.52351,4470.87227,4470.94776,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:18:00+00:00,4471.14038,4471.87127,4470.61401,4471.69462,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:19:00+00:00,4471.36946,4471.79096,4469.99774,4470.2189,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:20:00+00:00,4470.84112,4472.07191,4470.84112,4471.94458,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:21:00+00:00,4471.6056,4473.28048,4471.41037,4472.8685,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:22:00+00:00,4471.83382,4474.02961,4471.83382,4473.71103,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:23:00+00:00,4473.27937,4474.27293,4473.27937,4474.14978,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:24:00+00:00,4473.81841,4475.18284,4473.77634,4474.87232,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:25:00+00:00,4474.12632,4475.4744,4474.12632,4475.33041,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:26:00+00:00,4475.01187,4475.01187,4474.27293,4474.35104,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:27:00+00:00,4474.42799,4475.18186,4474.00561,4474.13158,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:28:00+00:00,4474.52715,4475.51098,4474.52715,4475.38105,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:29:00+00:00,4475.12457,4475.12457,4474.44133,4474.49025,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:30:00+00:00,4474.64094,4475.40203,4474.64094,4475.19742,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:31:00+00:00,4474.73347,4477.78881,4474.73347,4477.004,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:32:00+00:00,4475.12712,4478.81773,4475.12712,4478.4439,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:33:00+00:00,4477.61084,4479.08268,4477.61084,4478.92284,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:34:00+00:00,4478.6977,4480.47481,4478.6977,4479.95277,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:35:00+00:00,4478.86121,4481.29061,4478.86121,4481.02384,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:36:00+00:00,4480.48271,4480.48271,4479.37919,4479.63643,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:37:00+00:00,4480.12674,4480.55979,4478.57526,4478.87641,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:38:00+00:00,4479.25321,4481.11965,4479.25321,4480.85585,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:39:00+00:00,4480.51454,4481.29061,4480.51454,4481.21685,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:40:00+00:00,4481.00095,4481.14626,4480.78959,4480.80895,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:41:00+00:00,4480.88412,4482.09619,4480.88412,4481.6955,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:42:00+00:00,4481.0436,4482.78139,4481.0436,4482.59454,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:43:00+00:00,4482.02707,4483.13445,4482.02707,4482.9956,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:44:00+00:00,4482.80139,4483.12836,4482.80139,4483.08879,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:45:00+00:00,4482.9012,4483.29971,4482.84347,4483.25441,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:46:00+00:00,4483.10908,4484.57924,4480.51801,4481.29689,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:47:00+00:00,4482.84291,4482.84291,4479.48396,4479.85558,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:48:00+00:00,4480.5734,4481.1702,4480.5734,4481.0255,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:49:00+00:00,4480.54794,4481.49144,4480.50811,4481.38009,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:50:00+00:00,4481.04291,4481.17613,4479.34981,4479.70697,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:51:00+00:00,4480.3874,4480.3874,4479.08268,4479.1867,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:52:00+00:00,4479.42329,4479.8437,4479.42329,4479.77554,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:53:00+00:00,4479.48115,4480.08602,4479.48115,4480.00411,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:54:00+00:00,4479.87555,4480.16792,4479.87555,4480.07952,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:55:00+00:00,4479.79869,4480.48748,4479.79869,4480.39222,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:56:00+00:00,4480.15615,4480.15615,4479.48396,4479.58387,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:57:00+00:00,4479.7062,4480.19541,4479.7062,4480.13097,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
2026-06-04 04:58:00+00:00,4479.96096,4480.52872,4479.96096,4480.37092,0.0,XAU/USD,1min,twelvedata,twelvedata_XAU_USD_1min_20260604T055158Z.json,2026-06-04T05:51:58.509572+00:00,False,,asia
