db_path,table,row_count,filtered_rows,coverage_days,numeric_spread_rows,numeric_spread_coverage_pct_scanned,median_spread,p90_spread,p95_spread,inferred_spread_units,broker_spread_row_level_ready,ready_failure_reasons
/Users/vahid/Desktop/xauusd-trader/data/local/xauusd_local_store.sqlite,bars,1971743,307334,1506.5520833333333,13770,5.508,35.0,48.0,51.0,BROKER_POINTS_OR_PRICE_CENTS_LIKELY,False,numeric_spread_coverage_pct_lt_80.0
/Users/vahid/Desktop/xauusd-trader/data/local/xauusd_local_store.sqlite,cot_gold_h1_features_joined,25643,0,0.0,0,0.0,,,,UNKNOWN_NO_NUMERIC_SPREAD,False,filtered_rows_lt_min_rows_5000;coverage_days_lt_min_days_20.0;numeric_spread_coverage_pct_lt_80.0;no_positive_spread_rows;nonpositive_or_missing_median_spread
/Users/vahid/Desktop/xauusd-trader/data/local/xauusd_local_store.sqlite,stage38e_macro_risk_h1_joined,25643,0,0.0,0,0.0,,,,UNKNOWN_NO_NUMERIC_SPREAD,False,filtered_rows_lt_min_rows_5000;coverage_days_lt_min_days_20.0;numeric_spread_coverage_pct_lt_80.0;no_positive_spread_rows;nonpositive_or_missing_median_spread
/Users/vahid/Desktop/xauusd-trader/data/local/xauusd_local_store.sqlite,stage38f_spdr_gld_h1_joined,25643,0,0.0,0,0.0,,,,UNKNOWN_NO_NUMERIC_SPREAD,False,filtered_rows_lt_min_rows_5000;coverage_days_lt_min_days_20.0;numeric_spread_coverage_pct_lt_80.0;no_positive_spread_rows;nonpositive_or_missing_median_spread
