set_name,purpose,family,sibling_group,candidate_list,invert_net,member_count,good_member_count,weak_member_count,raw_rows,effective_event_count,signal_count,pf_x4,avg_net_x4,win_rate_x4,tail_pf_x4,last5_pf_x4,last5_avg_net_x4,last5_win_rate_x4,max_drawdown_x4,sum_net_x4,cost_1_pf_x4,passes_core,passes_last5,member_ok,stage34b_decision,queue,next_action,commercial_status
CALENDAR_FULL_INVERTED,calendar_inversion_test,calendar_time_risk_proxy_v1,calendar_time_risk_proxy_v1::calendar_drop_WEEKDAY_hX_tp06_sl065,calendar_drop_friday_h13_tp06_sl065;calendar_drop_friday_h9_tp06_sl065;calendar_drop_monday_h13_tp06_sl065,True,3,0,1,72,48,48,0.8661910418987113,-0.3458833333333528,0.3958333333333333,2.0320860443767375,6.867194450622975,4.220625000000018,0.8,-45.915850000001235,-16.602400000000934,0.5779700722650399,False,True,False,REPAIR_OR_KILL_RESEARCH_ONLY,repair_or_kill,MOVE_TO_REPAIR_OR_KILL_DO_NOT_WAIT,RESEARCH_ONLY_NO_EA_NO_PAPER_LIVE_NO_ORDER
CALENDAR_FRIDAY_ONLY_INVERTED,calendar_inversion_test,calendar_time_risk_proxy_v1,calendar_time_risk_proxy_v1::calendar_drop_WEEKDAY_hX_tp06_sl065,calendar_drop_friday_h13_tp06_sl065;calendar_drop_friday_h9_tp06_sl065,True,2,0,1,48,43,43,0.847959765657071,-0.3874656976744536,0.3953488372093023,1.238198172669705,1.5120326237111708,1.1193749999999458,0.6,-41.01182499999996,-16.661025000001505,0.5599667731205195,False,True,False,REPAIR_OR_KILL_RESEARCH_ONLY,repair_or_kill,MOVE_TO_REPAIR_OR_KILL_DO_NOT_WAIT,RESEARCH_ONLY_NO_EA_NO_PAPER_LIVE_NO_ORDER
VOL_TRANS_FOLLOW_SINGLE_RAW::vol_trans_follow_h1_low_to_high_h13_tp06_sl065,volatility_single,volatility_transition_v1,volatility_transition_v1::vol_trans_follow_hX_low_to_high_hX_tp06_sl065,vol_trans_follow_h1_low_to_high_h13_tp06_sl065,False,1,0,1,20,20,20,0.8436329113454729,-0.47434874999996773,0.6,0.32747391302779627,0.10184885633118244,-6.343654999999944,0.2,-45.03417500000005,-9.486974999999354,0.570606225974737,False,False,False,REPAIR_OR_KILL_RESEARCH_ONLY,repair_or_kill,MOVE_TO_REPAIR_OR_KILL_DO_NOT_WAIT,RESEARCH_ONLY_NO_EA_NO_PAPER_LIVE_NO_ORDER
CALENDAR_MONDAY_ONLY_RAW,calendar_repair,calendar_time_risk_proxy_v1,calendar_time_risk_proxy_v1::calendar_drop_WEEKDAY_hX_tp06_sl065,calendar_drop_monday_h13_tp06_sl065,False,1,0,1,24,24,24,0.8175112590578469,-0.45661458333329036,0.5,0.41746693968766047,0.13713788135107813,-4.677170000000023,0.2,-33.078349999999496,-10.958749999998968,0.5148098620920039,False,False,False,REPAIR_OR_KILL_RESEARCH_ONLY,repair_or_kill,MOVE_TO_REPAIR_OR_KILL_DO_NOT_WAIT,RESEARCH_ONLY_NO_EA_NO_PAPER_LIVE_NO_ORDER
CALENDAR_SINGLE_RAW::calendar_drop_monday_h13_tp06_sl065,calendar_single,calendar_time_risk_proxy_v1,calendar_time_risk_proxy_v1::calendar_drop_WEEKDAY_hX_tp06_sl065,calendar_drop_monday_h13_tp06_sl065,False,1,0,1,24,24,24,0.8175112590578469,-0.45661458333329036,0.5,0.41746693968766047,0.13713788135107813,-4.677170000000023,0.2,-33.078349999999496,-10.958749999998968,0.5148098620920039,False,False,False,REPAIR_OR_KILL_RESEARCH_ONLY,repair_or_kill,MOVE_TO_REPAIR_OR_KILL_DO_NOT_WAIT,RESEARCH_ONLY_NO_EA_NO_PAPER_LIVE_NO_ORDER
FAMILY_FULL_RAW::volatility_transition_v1,family_reference,volatility_transition_v1,volatility_transition_v1::ALL,vol_trans_fade_h1_low_to_high_h12_tp06_sl065;vol_trans_follow_h1_low_to_high_h12_tp06_sl065;vol_trans_follow_h1_low_to_high_h13_tp06_sl065,False,3,1,2,58,58,58,0.7928675063725512,-0.6390452586206536,0.5862068965517241,0.48306068519611034,0.6575574855709653,-1.1142600000001042,0.6,-83.82844999999897,-37.06462499999791,0.5315666512476299,False,False,False,REPAIR_OR_KILL_RESEARCH_ONLY,repair_or_kill,MOVE_TO_REPAIR_OR_KILL_DO_NOT_WAIT,RESEARCH_ONLY_NO_EA_NO_PAPER_LIVE_NO_ORDER
CALENDAR_SINGLE_INVERTED::calendar_drop_friday_h9_tp06_sl065,calendar_single_inversion,calendar_time_risk_proxy_v1,calendar_time_risk_proxy_v1::calendar_drop_WEEKDAY_hX_tp06_sl065,calendar_drop_friday_h9_tp06_sl065,True,1,0,1,24,24,24,0.7795130562940576,-0.5497906249999532,0.4583333333333333,0.5544350354974132,1.1730901801067086,0.43689000000013073,0.6,-31.506424999998853,-13.194974999998877,0.48939353171886,False,True,False,REPAIR_OR_KILL_RESEARCH_ONLY,repair_or_kill,MOVE_TO_REPAIR_OR_KILL_DO_NOT_WAIT,RESEARCH_ONLY_NO_EA_NO_PAPER_LIVE_NO_ORDER
VOL_TRANS_FADE_FULL_INVERTED,volatility_inversion_test,volatility_transition_v1,volatility_transition_v1::vol_trans_fade_hX_low_to_high_hX_tp06_sl065,vol_trans_fade_h1_low_to_high_h12_tp06_sl065,True,1,0,1,19,19,19,0.7703036154433561,-0.6680223684210812,0.3157894736842105,1.772402900973963,1.2696075128757123,0.7203049999998259,0.4,-32.14629999999961,-12.692425000000542,0.5356924670438661,False,True,False,REPAIR_OR_KILL_RESEARCH_ONLY,repair_or_kill,MOVE_TO_REPAIR_OR_KILL_DO_NOT_WAIT,RESEARCH_ONLY_NO_EA_NO_PAPER_LIVE_NO_ORDER
VOL_TRANS_FADE_SINGLE_INVERTED::vol_trans_fade_h1_low_to_high_h12_tp06_sl065,volatility_single_inversion,volatility_transition_v1,volatility_transition_v1::vol_trans_fade_hX_low_to_high_hX_tp06_sl065,vol_trans_fade_h1_low_to_high_h12_tp06_sl065,True,1,0,1,19,19,19,0.7703036154433561,-0.6680223684210812,0.3157894736842105,1.772402900973963,1.2696075128757123,0.7203049999998259,0.4,-32.14629999999961,-12.692425000000542,0.5356924670438661,False,True,False,REPAIR_OR_KILL_RESEARCH_ONLY,repair_or_kill,MOVE_TO_REPAIR_OR_KILL_DO_NOT_WAIT,RESEARCH_ONLY_NO_EA_NO_PAPER_LIVE_NO_ORDER
HANDOFF_SINGLE_MEMBER::handoff_align_follow_h15_tp06_sl065,single_member_diagnostic,session_handoff_imbalance_v1,session_handoff_imbalance_v1::handoff_align_follow_hX_tp06_sl065,handoff_align_follow_h15_tp06_sl065,False,1,0,1,12,12,12,0.6774375170783222,-1.0574875000001163,0.5833333333333334,0.7258485118943567,0.5678230926932111,-1.6284750000000716,0.6,-18.8403750000005,-12.689850000001394,0.44317924257030566,False,False,False,REPAIR_OR_KILL_RESEARCH_ONLY,repair_or_kill,MOVE_TO_REPAIR_OR_KILL_DO_NOT_WAIT,RESEARCH_ONLY_NO_EA_NO_PAPER_LIVE_NO_ORDER
VOL_TRANS_FOLLOW_FULL_RAW,volatility_repair,volatility_transition_v1,volatility_transition_v1::vol_trans_follow_hX_low_to_high_hX_tp06_sl065,vol_trans_follow_h1_low_to_high_h12_tp06_sl065;vol_trans_follow_h1_low_to_high_h13_tp06_sl065,False,2,0,2,39,39,39,0.635149785538811,-1.2758217948717547,0.5384615384615384,0.33642870559808485,0.29215513153806655,-3.4634000000000924,0.4,-62.794549999998424,-49.757049999998436,0.4250616916483256,False,False,False,REPAIR_OR_KILL_RESEARCH_ONLY,repair_or_kill,MOVE_TO_REPAIR_OR_KILL_DO_NOT_WAIT,RESEARCH_ONLY_NO_EA_NO_PAPER_LIVE_NO_ORDER
VOL_TRANS_FOLLOW_SINGLE_RAW::vol_trans_follow_h1_low_to_high_h12_tp06_sl065,volatility_single,volatility_transition_v1,volatility_transition_v1::vol_trans_follow_hX_low_to_high_hX_tp06_sl065,vol_trans_follow_h1_low_to_high_h12_tp06_sl065,False,1,0,1,19,19,19,0.4680691852207621,-2.1194776315788992,0.47368421052631576,0.7793206773878183,0.8397692370788048,-0.5274300000000951,0.6,-42.290674999998714,-40.27007499999909,0.30844470554536607,False,False,False,REPAIR_OR_KILL_RESEARCH_ONLY,repair_or_kill,MOVE_TO_REPAIR_OR_KILL_DO_NOT_WAIT,RESEARCH_ONLY_NO_EA_NO_PAPER_LIVE_NO_ORDER
