thesis,variant,signal_utc,entry_utc,direction,session,entry_price,tp_price,sl_price,exit_utc,exit_price,exit_reason,net_usd_x1,macro_labels,year
baseline_sma_distance_v1_control,macro_blocked,2024-05-06T08:00:00+00:00,2024-05-06T09:00:00+00:00,long,london,2322.71,2346.71,2307.71,2024-05-06T20:59:00+00:00,2325.0,time_exit,1.94,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-05-09T13:00:00+00:00,2024-05-09T14:00:00+00:00,long,london_ny_overlap,2326.74,2350.74,2311.74,2024-05-10T01:59:00+00:00,2347.58,time_exit,20.49,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-05-10T07:00:00+00:00,2024-05-10T08:00:00+00:00,long,london,2368.46,2392.46,2353.46,2024-05-10T19:59:00+00:00,2367.32,time_exit,-1.49,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-05-15T09:00:00+00:00,2024-05-15T10:00:00+00:00,long,london,2373.13,2397.13,2358.13,2024-05-15T14:49:00+00:00,2358.13,stop_loss,-15.35,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-05-15T16:00:00+00:00,2024-05-15T17:00:00+00:00,long,new_york,2377.71,2401.71,2362.71,2024-05-16T04:59:00+00:00,2388.7,time_exit,10.64,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-05-17T14:00:00+00:00,2024-05-17T15:00:00+00:00,long,london_ny_overlap,2401.63,2425.63,2386.63,2024-05-17T21:54:00+00:00,2414.32,time_exit,12.34,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-05-20T02:00:00+00:00,2024-05-20T03:00:00+00:00,long,asia,2434.58,2458.58,2419.58,2024-05-20T13:20:00+00:00,2419.58,stop_loss,-15.35,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-05-27T14:00:00+00:00,2024-05-27T15:00:00+00:00,long,london_ny_overlap,2354.98,2378.98,2339.98,2024-05-28T02:59:00+00:00,2354.71,time_exit,-0.62,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-05-28T16:00:00+00:00,2024-05-28T17:00:00+00:00,long,new_york,2360.27,2384.27,2345.27,2024-05-29T04:59:00+00:00,2358.17,time_exit,-2.45,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-05-30T14:00:00+00:00,2024-05-30T15:00:00+00:00,long,london_ny_overlap,2348.99,2372.99,2333.99,2024-05-31T02:59:00+00:00,2346.61,time_exit,-2.73,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-05-31T13:00:00+00:00,2024-05-31T14:00:00+00:00,long,london_ny_overlap,2354.83,2378.83,2339.83,2024-05-31T15:12:00+00:00,2339.83,stop_loss,-15.35,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-06-03T15:00:00+00:00,2024-06-03T16:00:00+00:00,long,london_ny_overlap,2341.55,2365.55,2326.55,2024-06-04T03:59:00+00:00,2346.93,time_exit,5.03,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-06-05T15:00:00+00:00,2024-06-05T16:00:00+00:00,long,london_ny_overlap,2349.01,2373.01,2334.01,2024-06-06T02:31:00+00:00,2373.01,take_profit,23.65,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-06-06T02:00:00+00:00,2024-06-06T03:00:00+00:00,long,asia,2367.47,2391.47,2352.47,2024-06-06T14:59:00+00:00,2360.42,time_exit,-7.4,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-06-06T16:00:00+00:00,2024-06-06T17:00:00+00:00,long,new_york,2374.2,2398.2,2359.2,2024-06-07T04:59:00+00:00,2380.14,time_exit,5.59,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-06-10T17:00:00+00:00,2024-06-10T18:00:00+00:00,long,new_york,2312.74,2336.74,2297.74,2024-06-11T05:59:00+00:00,2303.41,time_exit,-9.68,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-06-11T13:00:00+00:00,2024-06-11T14:00:00+00:00,long,london_ny_overlap,2317.94,2341.94,2302.94,2024-06-12T01:59:00+00:00,2313.57,time_exit,-4.72,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-06-12T13:00:00+00:00,2024-06-12T14:00:00+00:00,long,london_ny_overlap,2335.93,2359.93,2320.93,2024-06-12T15:06:00+00:00,2320.93,stop_loss,-15.35,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-06-12T16:00:00+00:00,2024-06-12T17:00:00+00:00,long,new_york,2335.57,2359.57,2320.57,2024-06-12T19:52:00+00:00,2320.57,stop_loss,-15.35,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-06-14T10:00:00+00:00,2024-06-14T11:00:00+00:00,long,london,2322.4,2346.4,2307.4,2024-06-14T21:54:00+00:00,2332.57,time_exit,9.82,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-06-18T14:00:00+00:00,2024-06-18T15:00:00+00:00,long,london_ny_overlap,2326.74,2350.74,2311.74,2024-06-19T02:59:00+00:00,2330.15,time_exit,3.06,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-06-20T15:00:00+00:00,2024-06-20T16:00:00+00:00,long,london_ny_overlap,2363.96,2387.96,2348.96,2024-06-21T03:59:00+00:00,2359.4,time_exit,-4.91,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-06-27T10:00:00+00:00,2024-06-27T11:00:00+00:00,long,london,2312.6,2336.6,2297.6,2024-06-27T21:58:00+00:00,2327.34,time_exit,14.39,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-07-01T12:00:00+00:00,2024-07-01T13:00:00+00:00,long,london_ny_overlap,2338.18,2362.18,2323.18,2024-07-01T15:22:00+00:00,2323.18,stop_loss,-15.35,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-07-03T08:00:00+00:00,2024-07-03T09:00:00+00:00,long,london,2345.38,2369.38,2330.38,2024-07-03T20:59:00+00:00,2354.29,time_exit,8.56,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-07-05T14:00:00+00:00,2024-07-05T15:00:00+00:00,long,london_ny_overlap,2383.19,2407.19,2368.19,2024-07-05T21:54:00+00:00,2390.85,time_exit,7.31,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-07-11T13:00:00+00:00,2024-07-11T14:00:00+00:00,long,london_ny_overlap,2406.27,2430.27,2391.27,2024-07-12T01:59:00+00:00,2412.01,time_exit,5.39,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-07-12T17:00:00+00:00,2024-07-12T18:00:00+00:00,long,new_york,2415.92,2439.92,2400.92,2024-07-12T21:54:00+00:00,2411.47,time_exit,-4.8,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-07-15T15:00:00+00:00,2024-07-15T16:00:00+00:00,long,london_ny_overlap,2431.48,2455.48,2416.48,2024-07-16T03:59:00+00:00,2430.22,time_exit,-1.61,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-07-16T10:00:00+00:00,2024-07-16T11:00:00+00:00,long,london,2442.47,2466.47,2427.47,2024-07-16T19:12:00+00:00,2466.47,take_profit,23.65,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-07-16T19:00:00+00:00,2024-07-16T20:00:00+00:00,long,new_york,2465.4,2489.4,2450.4,2024-07-17T07:59:00+00:00,2466.37,time_exit,0.62,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-07-17T14:00:00+00:00,2024-07-17T15:00:00+00:00,long,london_ny_overlap,2482.98,2506.98,2467.98,2024-07-17T15:11:00+00:00,2467.98,stop_loss,-15.35,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-07-24T15:00:00+00:00,2024-07-24T16:00:00+00:00,long,london_ny_overlap,2430.36,2454.36,2415.36,2024-07-24T18:19:00+00:00,2415.36,stop_loss,-15.35,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-07-26T02:00:00+00:00,2024-07-26T03:00:00+00:00,long,asia,2373.4,2397.4,2358.4,2024-07-26T14:59:00+00:00,2381.14,time_exit,7.39,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-07-26T17:00:00+00:00,2024-07-26T18:00:00+00:00,long,new_york,2388.92,2412.92,2373.92,2024-07-26T21:54:00+00:00,2387.81,time_exit,-1.46,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-07-28T23:00:00+00:00,2024-07-29T00:00:00+00:00,long,asia,2395.55,2419.55,2380.55,2024-07-29T11:59:00+00:00,2392.58,time_exit,-3.32,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-07-30T18:00:00+00:00,2024-07-30T19:00:00+00:00,long,new_york,2405.72,2429.72,2390.72,2024-07-31T06:59:00+00:00,2417.77,time_exit,11.7,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-07-31T20:00:00+00:00,2024-07-31T21:00:00+00:00,long,new_york,2449.84,2473.84,2434.84,2024-08-01T08:59:00+00:00,2440.27,time_exit,-9.92,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-08-01T14:00:00+00:00,2024-08-01T15:00:00+00:00,long,london_ny_overlap,2456.49,2480.49,2441.49,2024-08-01T18:01:00+00:00,2441.49,stop_loss,-15.35,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-08-02T06:00:00+00:00,2024-08-02T07:00:00+00:00,long,london,2466.75,2490.75,2451.75,2024-08-02T15:33:00+00:00,2451.75,stop_loss,-15.35,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-08-05T04:00:00+00:00,2024-08-05T05:00:00+00:00,long,asia,2450.78,2474.78,2435.78,2024-08-05T06:47:00+00:00,2435.78,stop_loss,-15.35,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-08-05T21:00:00+00:00,2024-08-05T22:00:00+00:00,long,other,2409.59,2433.59,2394.59,2024-08-06T09:59:00+00:00,2410.88,time_exit,0.94,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-08-08T12:00:00+00:00,2024-08-08T13:00:00+00:00,long,london_ny_overlap,2412.22,2436.22,2397.22,2024-08-09T00:59:00+00:00,2424.54,time_exit,11.97,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-08-12T08:00:00+00:00,2024-08-12T09:00:00+00:00,long,london,2441.63,2465.63,2426.63,2024-08-12T17:12:00+00:00,2465.63,take_profit,23.65,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-08-12T17:00:00+00:00,2024-08-12T18:00:00+00:00,long,new_york,2463.15,2487.15,2448.15,2024-08-13T05:59:00+00:00,2461.96,time_exit,-1.54,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-08-16T12:00:00+00:00,2024-08-16T13:00:00+00:00,long,london_ny_overlap,2472.19,2496.19,2457.19,2024-08-16T14:43:00+00:00,2496.19,take_profit,23.65,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-08-16T14:00:00+00:00,2024-08-16T15:00:00+00:00,long,london_ny_overlap,2493.7,2517.7,2478.7,2024-08-16T15:23:00+00:00,2478.7,stop_loss,-15.35,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-08-16T15:00:00+00:00,2024-08-16T16:00:00+00:00,long,london_ny_overlap,2487.17,2511.17,2472.17,2024-08-16T21:54:00+00:00,2507.0,time_exit,19.48,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-08-20T08:00:00+00:00,2024-08-20T09:00:00+00:00,long,london,2514.92,2538.92,2499.92,2024-08-20T20:59:00+00:00,2515.05,time_exit,-0.22,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-08-23T15:00:00+00:00,2024-08-23T16:00:00+00:00,long,london_ny_overlap,2509.14,2533.14,2494.14,2024-08-23T21:54:00+00:00,2511.77,time_exit,2.28,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-08-27T19:00:00+00:00,2024-08-27T20:00:00+00:00,long,new_york,2524.42,2548.42,2509.42,2024-08-28T06:07:00+00:00,2509.42,stop_loss,-15.35,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-09-04T15:00:00+00:00,2024-09-04T16:00:00+00:00,long,london_ny_overlap,2496.18,2520.18,2481.18,2024-09-05T03:59:00+00:00,2498.12,time_exit,1.59,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-09-05T09:00:00+00:00,2024-09-05T10:00:00+00:00,long,london,2514.7,2538.7,2499.7,2024-09-05T21:58:00+00:00,2516.44,time_exit,1.39,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-09-12T13:00:00+00:00,2024-09-12T14:00:00+00:00,long,london_ny_overlap,2528.6,2552.6,2513.6,2024-09-12T15:46:00+00:00,2552.6,take_profit,23.65,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-09-12T15:00:00+00:00,2024-09-12T16:00:00+00:00,long,london_ny_overlap,2553.35,2577.35,2538.35,2024-09-13T03:59:00+00:00,2565.32,time_exit,11.62,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-09-13T17:00:00+00:00,2024-09-13T18:00:00+00:00,long,new_york,2584.25,2608.25,2569.25,2024-09-13T21:54:00+00:00,2579.43,time_exit,-5.17,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-09-19T06:00:00+00:00,2024-09-19T07:00:00+00:00,long,london,2574.59,2598.59,2559.59,2024-09-19T18:59:00+00:00,2590.57,time_exit,15.63,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-09-20T07:00:00+00:00,2024-09-20T08:00:00+00:00,long,london,2605.61,2629.61,2590.61,2024-09-20T19:59:00+00:00,2621.67,time_exit,15.71,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-09-24T15:00:00+00:00,2024-09-24T16:00:00+00:00,long,london_ny_overlap,2643.57,2667.57,2628.57,2024-09-25T03:57:00+00:00,2667.57,take_profit,23.65,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-09-25T03:00:00+00:00,2024-09-25T04:00:00+00:00,long,asia,2670.2,2694.2,2655.2,2024-09-25T06:51:00+00:00,2655.2,stop_loss,-15.35,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-09-26T12:00:00+00:00,2024-09-26T13:00:00+00:00,long,london_ny_overlap,2682.76,2706.76,2667.76,2024-09-26T14:10:00+00:00,2667.76,stop_loss,-15.35,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-10-01T14:00:00+00:00,2024-10-01T15:00:00+00:00,long,london_ny_overlap,2667.35,2691.35,2652.35,2024-10-02T02:59:00+00:00,2660.47,time_exit,-7.23,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-10-03T17:00:00+00:00,2024-10-03T18:00:00+00:00,long,new_york,2659.98,2683.98,2644.98,2024-10-04T05:59:00+00:00,2664.08,time_exit,3.75,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-10-11T03:00:00+00:00,2024-10-11T04:00:00+00:00,long,asia,2642.34,2666.34,2627.34,2024-10-11T15:59:00+00:00,2653.04,time_exit,10.35,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-10-11T16:00:00+00:00,2024-10-11T17:00:00+00:00,long,new_york,2658.77,2682.77,2643.77,2024-10-11T21:54:00+00:00,2656.92,time_exit,-2.2,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-10-15T16:00:00+00:00,2024-10-15T17:00:00+00:00,long,new_york,2664.69,2688.69,2649.69,2024-10-16T04:59:00+00:00,2667.18,time_exit,2.14,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-10-16T07:00:00+00:00,2024-10-16T08:00:00+00:00,long,london,2677.2,2701.2,2662.2,2024-10-16T19:59:00+00:00,2674.92,time_exit,-2.63,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-10-17T15:00:00+00:00,2024-10-17T16:00:00+00:00,long,london_ny_overlap,2695.66,2719.66,2680.66,2024-10-18T03:59:00+00:00,2708.18,time_exit,12.17,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-10-18T03:00:00+00:00,2024-10-18T04:00:00+00:00,long,asia,2708.2,2732.2,2693.2,2024-10-18T15:59:00+00:00,2717.41,time_exit,8.86,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-10-22T05:00:00+00:00,2024-10-22T06:00:00+00:00,long,asia,2734.55,2758.55,2719.55,2024-10-22T17:59:00+00:00,2745.35,time_exit,10.45,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-10-24T07:00:00+00:00,2024-10-24T08:00:00+00:00,long,london,2735.24,2759.24,2720.24,2024-10-24T19:59:00+00:00,2735.53,time_exit,-0.06,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-10-25T15:00:00+00:00,2024-10-25T16:00:00+00:00,long,london_ny_overlap,2738.52,2762.52,2723.52,2024-10-25T21:54:00+00:00,2746.22,time_exit,7.35,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-10-29T14:00:00+00:00,2024-10-29T15:00:00+00:00,long,london_ny_overlap,2769.57,2793.57,2754.57,2024-10-30T02:59:00+00:00,2780.49,time_exit,10.57,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-11-07T12:00:00+00:00,2024-11-07T13:00:00+00:00,long,london_ny_overlap,2673.6,2697.6,2658.6,2024-11-07T15:21:00+00:00,2697.6,take_profit,23.65,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-11-07T15:00:00+00:00,2024-11-07T16:00:00+00:00,long,london_ny_overlap,2698.76,2722.76,2683.76,2024-11-08T03:59:00+00:00,2695.18,time_exit,-3.93,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-11-13T02:00:00+00:00,2024-11-13T03:00:00+00:00,long,asia,2611.94,2635.94,2596.94,2024-11-13T14:59:00+00:00,2601.83,time_exit,-10.46,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-11-14T15:00:00+00:00,2024-11-14T16:00:00+00:00,long,london_ny_overlap,2570.07,2594.07,2555.07,2024-11-15T03:59:00+00:00,2567.75,time_exit,-2.67,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-11-18T01:00:00+00:00,2024-11-18T02:00:00+00:00,long,asia,2586.72,2610.72,2571.72,2024-11-18T13:59:00+00:00,2603.95,time_exit,16.88,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-11-18T13:00:00+00:00,2024-11-18T14:00:00+00:00,long,london_ny_overlap,2603.95,2627.95,2588.95,2024-11-19T01:59:00+00:00,2615.62,time_exit,11.32,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-11-19T03:00:00+00:00,2024-11-19T04:00:00+00:00,long,asia,2624.48,2648.48,2609.48,2024-11-19T15:59:00+00:00,2624.47,time_exit,-0.36,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-11-20T14:00:00+00:00,2024-11-20T15:00:00+00:00,long,london_ny_overlap,2643.17,2667.17,2628.17,2024-11-21T02:59:00+00:00,2653.64,time_exit,10.12,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-11-21T08:00:00+00:00,2024-11-21T09:00:00+00:00,long,london,2668.86,2692.86,2653.86,2024-11-21T20:59:00+00:00,2671.67,time_exit,2.46,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-11-22T02:00:00+00:00,2024-11-22T03:00:00+00:00,long,asia,2686.03,2710.03,2671.03,2024-11-22T11:06:00+00:00,2710.03,take_profit,23.65,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-11-24T23:00:00+00:00,2024-11-25T00:00:00+00:00,long,asia,2719.87,2743.87,2704.87,2024-11-25T01:03:00+00:00,2704.87,stop_loss,-15.35,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-11-25T11:00:00+00:00,2024-11-25T12:00:00+00:00,long,london,2686.88,2710.88,2671.88,2024-11-25T14:07:00+00:00,2671.88,stop_loss,-15.35,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-11-27T06:00:00+00:00,2024-11-27T07:00:00+00:00,long,london,2647.56,2671.56,2632.56,2024-11-27T18:59:00+00:00,2638.94,time_exit,-8.97,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-11-28T09:00:00+00:00,2024-11-28T10:00:00+00:00,long,london,2646.14,2670.14,2631.14,2024-11-28T19:29:00+00:00,2637.26,time_exit,-9.23,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-11-29T02:00:00+00:00,2024-11-29T03:00:00+00:00,long,asia,2657.39,2681.39,2642.39,2024-11-29T14:59:00+00:00,2653.45,time_exit,-4.29,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-12-02T11:00:00+00:00,2024-12-02T12:00:00+00:00,long,london,2641.78,2665.78,2626.78,2024-12-02T23:59:00+00:00,2642.19,time_exit,0.06,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-12-06T03:00:00+00:00,2024-12-06T04:00:00+00:00,long,asia,2640.5,2664.5,2625.5,2024-12-06T14:11:00+00:00,2625.5,stop_loss,-15.35,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-12-09T07:00:00+00:00,2024-12-09T08:00:00+00:00,long,london,2650.53,2674.53,2635.53,2024-12-09T14:55:00+00:00,2674.53,take_profit,23.65,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-12-09T14:00:00+00:00,2024-12-09T15:00:00+00:00,long,london_ny_overlap,2673.93,2697.93,2658.93,2024-12-09T19:53:00+00:00,2658.93,stop_loss,-15.35,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-12-10T14:00:00+00:00,2024-12-10T15:00:00+00:00,long,london_ny_overlap,2688.62,2712.62,2673.62,2024-12-11T02:59:00+00:00,2698.86,time_exit,9.89,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-12-11T14:00:00+00:00,2024-12-11T15:00:00+00:00,long,london_ny_overlap,2706.28,2730.28,2691.28,2024-12-12T02:59:00+00:00,2705.8,time_exit,-0.83,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-12-19T06:00:00+00:00,2024-12-19T07:00:00+00:00,long,london,2612.76,2636.76,2597.76,2024-12-19T13:35:00+00:00,2597.76,stop_loss,-15.35,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-12-20T14:00:00+00:00,2024-12-20T15:00:00+00:00,long,london_ny_overlap,2617.31,2641.31,2602.31,2024-12-20T21:54:00+00:00,2622.43,time_exit,4.77,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-12-26T01:00:00+00:00,2024-12-26T02:00:00+00:00,long,asia,2626.65,2650.65,2611.65,2024-12-26T13:59:00+00:00,2622.94,time_exit,-4.06,,2024
baseline_sma_distance_v1_control,macro_blocked,2024-12-31T15:00:00+00:00,2024-12-31T16:00:00+00:00,long,london_ny_overlap,2625.64,2649.64,2610.64,2024-12-31T20:59:00+00:00,2623.17,time_exit,-2.82,,2024
baseline_sma_distance_v1_control,macro_blocked,2025-01-02T15:00:00+00:00,2025-01-02T16:00:00+00:00,long,london_ny_overlap,2654.16,2678.16,2639.16,2025-01-03T03:59:00+00:00,2662.38,time_exit,7.87,,2025
baseline_sma_distance_v1_control,macro_blocked,2025-01-06T11:00:00+00:00,2025-01-06T12:00:00+00:00,long,london,2645.76,2669.76,2630.76,2025-01-06T13:37:00+00:00,2630.76,stop_loss,-15.35,,2025
baseline_sma_distance_v1_control,macro_blocked,2025-01-07T13:00:00+00:00,2025-01-07T14:00:00+00:00,long,london_ny_overlap,2662.62,2686.62,2647.62,2025-01-07T15:02:00+00:00,2647.62,stop_loss,-15.35,,2025
baseline_sma_distance_v1_control,macro_blocked,2025-01-08T15:00:00+00:00,2025-01-08T16:00:00+00:00,long,london_ny_overlap,2665.98,2689.98,2650.98,2025-01-08T17:39:00+00:00,2650.98,stop_loss,-15.35,,2025
baseline_sma_distance_v1_control,macro_blocked,2025-01-10T15:00:00+00:00,2025-01-10T16:00:00+00:00,long,london_ny_overlap,2692.4,2716.4,2677.4,2025-01-10T21:54:00+00:00,2689.07,time_exit,-3.68,,2025
baseline_sma_distance_v1_control,macro_blocked,2025-01-16T13:00:00+00:00,2025-01-16T14:00:00+00:00,long,london_ny_overlap,2715.53,2739.53,2700.53,2025-01-17T01:59:00+00:00,2714.76,time_exit,-1.12,,2025
baseline_sma_distance_v1_control,macro_blocked,2025-01-21T02:00:00+00:00,2025-01-21T03:00:00+00:00,long,asia,2724.92,2748.92,2709.92,2025-01-21T14:59:00+00:00,2737.93,time_exit,12.66,,2025
baseline_sma_distance_v1_control,macro_blocked,2025-01-21T14:00:00+00:00,2025-01-21T15:00:00+00:00,long,london_ny_overlap,2737.98,2761.98,2722.98,2025-01-22T02:59:00+00:00,2749.07,time_exit,10.74,,2025
baseline_sma_distance_v1_control,macro_blocked,2025-01-22T05:00:00+00:00,2025-01-22T06:00:00+00:00,long,asia,2758.2,2782.2,2743.2,2025-01-22T17:59:00+00:00,2756.55,time_exit,-2.0,,2025
baseline_sma_distance_v1_control,macro_blocked,2025-01-24T02:00:00+00:00,2025-01-24T03:00:00+00:00,long,asia,2774.37,2798.37,2759.37,2025-01-24T14:59:00+00:00,2778.21,time_exit,3.49,,2025
baseline_sma_distance_v1_control,macro_blocked,2025-01-27T11:00:00+00:00,2025-01-27T12:00:00+00:00,long,london,2771.06,2795.06,2756.06,2025-01-27T13:38:00+00:00,2756.06,stop_loss,-15.35,,2025
baseline_sma_distance_v1_control,macro_blocked,2025-01-28T15:00:00+00:00,2025-01-28T16:00:00+00:00,long,london_ny_overlap,2755.53,2779.53,2740.53,2025-01-29T03:59:00+00:00,2762.91,time_exit,7.03,,2025
baseline_sma_distance_v1_control,macro_blocked,2025-01-30T08:00:00+00:00,2025-01-30T09:00:00+00:00,long,london,2776.35,2800.35,2761.35,2025-01-30T20:59:00+00:00,2795.73,time_exit,19.03,,2025
baseline_sma_distance_v1_control,macro_blocked,2025-01-31T14:00:00+00:00,2025-01-31T15:00:00+00:00,long,london_ny_overlap,2812.58,2836.58,2797.58,2025-01-31T18:31:00+00:00,2797.58,stop_loss,-15.35,,2025
baseline_sma_distance_v1_control,macro_blocked,2025-02-03T08:00:00+00:00,2025-02-03T09:00:00+00:00,long,london,2796.8,2820.8,2781.8,2025-02-03T14:45:00+00:00,2820.8,take_profit,23.65,,2025
baseline_sma_distance_v1_control,macro_blocked,2025-02-03T14:00:00+00:00,2025-02-03T15:00:00+00:00,long,london_ny_overlap,2829.93,2853.93,2814.93,2025-02-03T15:25:00+00:00,2814.93,stop_loss,-15.35,,2025
baseline_sma_distance_v1_control,macro_blocked,2025-02-03T15:00:00+00:00,2025-02-03T16:00:00+00:00,long,london_ny_overlap,2817.64,2841.64,2802.64,2025-02-04T03:59:00+00:00,2821.58,time_exit,3.59,,2025
baseline_sma_distance_v1_control,macro_blocked,2025-02-04T13:00:00+00:00,2025-02-04T14:00:00+00:00,long,london_ny_overlap,2831.78,2855.78,2816.78,2025-02-05T01:59:00+00:00,2844.58,time_exit,12.45,,2025
baseline_sma_distance_v1_control,macro_blocked,2025-02-05T05:00:00+00:00,2025-02-05T06:00:00+00:00,long,asia,2859.45,2883.45,2844.45,2025-02-05T17:59:00+00:00,2873.07,time_exit,13.27,,2025
baseline_sma_distance_v1_control,macro_blocked,2025-02-07T01:00:00+00:00,2025-02-07T02:00:00+00:00,long,asia,2866.39,2890.39,2851.39,2025-02-07T13:59:00+00:00,2862.48,time_exit,-4.26,,2025
baseline_sma_distance_v1_control,macro_blocked,2025-02-07T14:00:00+00:00,2025-02-07T15:00:00+00:00,long,london_ny_overlap,2876.19,2900.19,2861.19,2025-02-07T16:43:00+00:00,2861.19,stop_loss,-15.35,,2025
baseline_sma_distance_v1_control,macro_blocked,2025-02-10T04:00:00+00:00,2025-02-10T05:00:00+00:00,long,asia,2879.39,2903.39,2864.39,2025-02-10T10:03:00+00:00,2903.39,take_profit,23.65,,2025
baseline_sma_distance_v1_control,macro_blocked,2025-02-10T10:00:00+00:00,2025-02-10T11:00:00+00:00,long,london,2902.52,2926.52,2887.52,2025-02-10T21:56:00+00:00,2908.05,time_exit,5.18,,2025
