thesis,variant,signal_utc,entry_utc,direction,session,entry_price,tp_price,sl_price,exit_utc,exit_price,exit_reason,net_usd_x1,macro_labels,year
asia_range_breakout,macro_blocked,2026-06-01T07:00:00+00:00,2026-06-01T08:00:00+00:00,short,london,4501.47,4463.07,4525.47,2026-06-01T14:28:00+00:00,4463.07,take_profit,38.05,,2026
asia_range_breakout,macro_blocked,2026-06-03T08:00:00+00:00,2026-06-03T09:00:00+00:00,short,london,4453.09,4414.69,4477.09,2026-06-03T20:59:00+00:00,4444.01,time_exit,8.73,,2026
asia_range_breakout,macro_blocked,2026-06-04T12:00:00+00:00,2026-06-04T13:00:00+00:00,long,london_ny_overlap,4511.74,4550.14,4487.74,2026-06-04T15:13:00+00:00,4487.74,stop_loss,-24.35,,2026
volatility_compression_breakout,unguarded,2022-05-17T12:00:00+00:00,2022-05-17T13:00:00+00:00,long,london_ny_overlap,1834.44,1852.44,1824.44,2022-05-17T14:32:00+00:00,1824.44,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-05-18T04:00:00+00:00,2022-05-18T05:00:00+00:00,short,asia,1808.27,1790.27,1818.27,2022-05-18T10:32:00+00:00,1818.27,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-05-18T10:00:00+00:00,2022-05-18T11:00:00+00:00,long,london,1819.25,1837.25,1809.25,2022-05-18T12:52:00+00:00,1809.25,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-05-18T16:00:00+00:00,2022-05-18T17:00:00+00:00,long,new_york,1823.31,1841.31,1813.31,2022-05-19T04:59:00+00:00,1815.95,time_exit,-7.71,,2022
volatility_compression_breakout,unguarded,2022-05-19T10:00:00+00:00,2022-05-19T11:00:00+00:00,long,london,1829.4,1847.4,1819.4,2022-05-19T16:18:00+00:00,1847.4,take_profit,17.65,,2022
volatility_compression_breakout,unguarded,2022-05-20T06:00:00+00:00,2022-05-20T07:00:00+00:00,long,london,1845.49,1863.49,1835.49,2022-05-20T15:00:00+00:00,1835.49,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-05-24T08:00:00+00:00,2022-05-24T09:00:00+00:00,long,london,1859.89,1877.89,1849.89,2022-05-24T20:59:00+00:00,1866.64,time_exit,6.4,,2022
volatility_compression_breakout,unguarded,2022-05-25T11:00:00+00:00,2022-05-25T12:00:00+00:00,short,london,1851.91,1833.91,1861.91,2022-05-25T23:59:00+00:00,1852.92,time_exit,-1.36,,2022
volatility_compression_breakout,unguarded,2022-05-27T02:00:00+00:00,2022-05-27T03:00:00+00:00,long,asia,1855.76,1873.76,1845.76,2022-05-27T14:59:00+00:00,1855.86,time_exit,-0.25,,2022
volatility_compression_breakout,unguarded,2022-05-31T00:00:00+00:00,2022-05-31T01:00:00+00:00,short,asia,1852.25,1834.25,1862.25,2022-05-31T12:59:00+00:00,1848.64,time_exit,3.26,,2022
volatility_compression_breakout,unguarded,2022-06-01T13:00:00+00:00,2022-06-01T14:00:00+00:00,long,london_ny_overlap,1844.09,1862.09,1834.09,2022-06-02T01:59:00+00:00,1847.11,time_exit,2.67,,2022
volatility_compression_breakout,unguarded,2022-06-02T07:00:00+00:00,2022-06-02T08:00:00+00:00,long,london,1851.77,1869.77,1841.77,2022-06-02T17:12:00+00:00,1869.77,take_profit,17.65,,2022
volatility_compression_breakout,unguarded,2022-06-03T13:00:00+00:00,2022-06-03T14:00:00+00:00,short,london_ny_overlap,1858.2,1840.2,1868.2,2022-06-03T20:58:00+00:00,1850.72,time_exit,7.13,,2022
volatility_compression_breakout,unguarded,2022-06-09T12:00:00+00:00,2022-06-09T13:00:00+00:00,short,london_ny_overlap,1846.2,1828.2,1856.2,2022-06-10T00:59:00+00:00,1846.8,time_exit,-0.95,,2022
volatility_compression_breakout,unguarded,2022-06-10T12:00:00+00:00,2022-06-10T13:00:00+00:00,short,london_ny_overlap,1834.69,1816.69,1844.69,2022-06-10T13:41:00+00:00,1844.69,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-06-16T11:00:00+00:00,2022-06-16T12:00:00+00:00,short,london,1819.64,1801.64,1829.64,2022-06-16T13:34:00+00:00,1829.64,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-06-22T12:00:00+00:00,2022-06-22T13:00:00+00:00,long,london_ny_overlap,1836.16,1854.16,1826.16,2022-06-23T00:59:00+00:00,1836.37,time_exit,-0.14,,2022
volatility_compression_breakout,unguarded,2022-06-24T08:00:00+00:00,2022-06-24T09:00:00+00:00,long,london,1829.88,1847.88,1819.88,2022-06-24T14:01:00+00:00,1819.88,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-07-04T11:00:00+00:00,2022-07-04T12:00:00+00:00,short,london,1803.85,1785.85,1813.85,2022-07-04T23:59:00+00:00,1808.97,time_exit,-5.47,,2022
volatility_compression_breakout,unguarded,2022-07-05T09:00:00+00:00,2022-07-05T10:00:00+00:00,short,london,1800.77,1782.77,1810.77,2022-07-05T15:00:00+00:00,1782.77,take_profit,17.65,,2022
volatility_compression_breakout,unguarded,2022-07-08T08:00:00+00:00,2022-07-08T09:00:00+00:00,short,london,1736.36,1718.36,1746.36,2022-07-08T15:31:00+00:00,1746.36,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-07-11T08:00:00+00:00,2022-07-11T09:00:00+00:00,short,london,1736.63,1718.63,1746.63,2022-07-11T20:59:00+00:00,1732.02,time_exit,4.26,,2022
volatility_compression_breakout,unguarded,2022-07-13T13:00:00+00:00,2022-07-13T14:00:00+00:00,short,london_ny_overlap,1712.45,1694.45,1722.45,2022-07-13T14:36:00+00:00,1722.45,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-07-15T07:00:00+00:00,2022-07-15T08:00:00+00:00,short,london,1703.86,1685.86,1713.86,2022-07-15T19:59:00+00:00,1704.64,time_exit,-1.13,,2022
volatility_compression_breakout,unguarded,2022-07-19T09:00:00+00:00,2022-07-19T10:00:00+00:00,long,london,1713.12,1731.12,1703.12,2022-07-19T21:58:00+00:00,1711.41,time_exit,-2.06,,2022
volatility_compression_breakout,unguarded,2022-07-20T06:00:00+00:00,2022-07-20T07:00:00+00:00,short,london,1708.17,1690.17,1718.17,2022-07-20T18:59:00+00:00,1699.95,time_exit,7.87,,2022
volatility_compression_breakout,unguarded,2022-07-22T10:00:00+00:00,2022-07-22T11:00:00+00:00,long,london,1724.13,1742.13,1714.13,2022-07-22T20:58:00+00:00,1723.41,time_exit,-1.07,,2022
volatility_compression_breakout,unguarded,2022-07-25T10:00:00+00:00,2022-07-25T11:00:00+00:00,long,london,1734.89,1752.89,1724.89,2022-07-25T13:04:00+00:00,1724.89,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-07-27T09:00:00+00:00,2022-07-27T10:00:00+00:00,long,london,1723.33,1741.33,1713.33,2022-07-27T14:56:00+00:00,1713.33,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-07-28T09:00:00+00:00,2022-07-28T10:00:00+00:00,long,london,1745.53,1763.53,1735.53,2022-07-28T21:58:00+00:00,1755.77,time_exit,9.89,,2022
volatility_compression_breakout,unguarded,2022-07-29T04:00:00+00:00,2022-07-29T05:00:00+00:00,long,asia,1762.73,1780.73,1752.73,2022-07-29T15:00:00+00:00,1752.73,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-08-01T10:00:00+00:00,2022-08-01T11:00:00+00:00,long,london,1773.33,1791.33,1763.33,2022-08-01T21:58:00+00:00,1771.99,time_exit,-1.69,,2022
volatility_compression_breakout,unguarded,2022-08-02T01:00:00+00:00,2022-08-02T02:00:00+00:00,long,asia,1780.18,1798.18,1770.18,2022-08-02T08:36:00+00:00,1770.18,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-08-04T09:00:00+00:00,2022-08-04T10:00:00+00:00,long,london,1776.21,1794.21,1766.21,2022-08-04T19:20:00+00:00,1794.21,take_profit,17.65,,2022
volatility_compression_breakout,unguarded,2022-08-05T09:00:00+00:00,2022-08-05T10:00:00+00:00,short,london,1787.21,1769.21,1797.21,2022-08-05T13:56:00+00:00,1769.21,take_profit,17.65,,2022
volatility_compression_breakout,unguarded,2022-08-05T13:00:00+00:00,2022-08-05T14:00:00+00:00,short,london_ny_overlap,1768.75,1750.75,1778.75,2022-08-05T15:14:00+00:00,1778.75,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-08-08T08:00:00+00:00,2022-08-08T09:00:00+00:00,long,london,1777.58,1795.58,1767.58,2022-08-08T20:59:00+00:00,1788.35,time_exit,10.42,,2022
volatility_compression_breakout,unguarded,2022-08-09T14:00:00+00:00,2022-08-09T15:00:00+00:00,long,london_ny_overlap,1797.36,1815.36,1787.36,2022-08-10T02:59:00+00:00,1792.78,time_exit,-4.93,,2022
volatility_compression_breakout,unguarded,2022-08-10T06:00:00+00:00,2022-08-10T07:00:00+00:00,short,london,1788.17,1770.17,1798.17,2022-08-10T13:30:00+00:00,1798.17,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-08-10T13:00:00+00:00,2022-08-10T14:00:00+00:00,long,london_ny_overlap,1797.2,1815.2,1787.2,2022-08-11T01:59:00+00:00,1790.32,time_exit,-7.23,,2022
volatility_compression_breakout,unguarded,2022-08-11T12:00:00+00:00,2022-08-11T13:00:00+00:00,long,london_ny_overlap,1794.69,1812.69,1784.69,2022-08-12T00:59:00+00:00,1788.77,time_exit,-6.27,,2022
volatility_compression_breakout,unguarded,2022-08-12T14:00:00+00:00,2022-08-12T15:00:00+00:00,long,london_ny_overlap,1796.78,1814.78,1786.78,2022-08-12T20:58:00+00:00,1801.4,time_exit,4.27,,2022
volatility_compression_breakout,unguarded,2022-08-15T08:00:00+00:00,2022-08-15T09:00:00+00:00,short,london,1786.72,1768.72,1796.72,2022-08-15T20:59:00+00:00,1778.81,time_exit,7.56,,2022
volatility_compression_breakout,unguarded,2022-08-16T13:00:00+00:00,2022-08-16T14:00:00+00:00,short,london_ny_overlap,1771.55,1753.55,1781.55,2022-08-17T01:59:00+00:00,1774.53,time_exit,-3.33,,2022
volatility_compression_breakout,unguarded,2022-08-17T05:00:00+00:00,2022-08-17T06:00:00+00:00,long,asia,1778.48,1796.48,1768.48,2022-08-17T12:18:00+00:00,1768.48,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-08-18T10:00:00+00:00,2022-08-18T11:00:00+00:00,long,london,1768.75,1786.75,1758.75,2022-08-18T16:41:00+00:00,1758.75,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-08-19T15:00:00+00:00,2022-08-19T16:00:00+00:00,short,london_ny_overlap,1747.91,1729.91,1757.91,2022-08-19T20:58:00+00:00,1746.24,time_exit,1.32,,2022
volatility_compression_breakout,unguarded,2022-08-22T08:00:00+00:00,2022-08-22T09:00:00+00:00,short,london,1736.94,1718.94,1746.94,2022-08-22T20:59:00+00:00,1734.81,time_exit,1.78,,2022
volatility_compression_breakout,unguarded,2022-08-24T09:00:00+00:00,2022-08-24T10:00:00+00:00,long,london,1751.79,1769.79,1741.79,2022-08-24T21:58:00+00:00,1751.09,time_exit,-1.05,,2022
volatility_compression_breakout,unguarded,2022-08-30T07:00:00+00:00,2022-08-30T08:00:00+00:00,short,london,1732.35,1714.35,1742.35,2022-08-30T19:59:00+00:00,1724.02,time_exit,7.98,,2022
volatility_compression_breakout,unguarded,2022-08-31T09:00:00+00:00,2022-08-31T10:00:00+00:00,short,london,1713.91,1695.91,1723.91,2022-08-31T21:58:00+00:00,1710.9,time_exit,2.66,,2022
volatility_compression_breakout,unguarded,2022-09-02T06:00:00+00:00,2022-09-02T07:00:00+00:00,long,london,1701.43,1719.43,1691.43,2022-09-02T18:59:00+00:00,1710.68,time_exit,8.9,,2022
volatility_compression_breakout,unguarded,2022-09-06T01:00:00+00:00,2022-09-06T02:00:00+00:00,long,asia,1723.74,1741.74,1713.74,2022-09-06T08:28:00+00:00,1713.74,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-09-12T08:00:00+00:00,2022-09-12T09:00:00+00:00,long,london,1724.21,1742.21,1714.21,2022-09-12T20:59:00+00:00,1724.36,time_exit,-0.2,,2022
volatility_compression_breakout,unguarded,2022-09-13T12:00:00+00:00,2022-09-13T13:00:00+00:00,long,london_ny_overlap,1729.55,1747.55,1719.55,2022-09-13T13:30:00+00:00,1719.55,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-09-14T18:00:00+00:00,2022-09-14T19:00:00+00:00,short,new_york,1697.45,1679.45,1707.45,2022-09-15T06:59:00+00:00,1688.73,time_exit,8.37,,2022
volatility_compression_breakout,unguarded,2022-09-16T07:00:00+00:00,2022-09-16T08:00:00+00:00,short,london,1659.92,1641.92,1669.92,2022-09-16T15:08:00+00:00,1669.92,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-09-20T09:00:00+00:00,2022-09-20T10:00:00+00:00,short,london,1668.73,1650.73,1678.73,2022-09-20T21:58:00+00:00,1664.7,time_exit,3.68,,2022
volatility_compression_breakout,unguarded,2022-09-21T07:00:00+00:00,2022-09-21T08:00:00+00:00,long,london,1671.25,1689.25,1661.25,2022-09-21T19:00:00+00:00,1661.25,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-09-23T09:00:00+00:00,2022-09-23T10:00:00+00:00,short,london,1661.42,1643.42,1671.42,2022-09-23T11:57:00+00:00,1643.42,take_profit,17.65,,2022
volatility_compression_breakout,unguarded,2022-09-27T17:00:00+00:00,2022-09-27T18:00:00+00:00,short,new_york,1629.25,1611.25,1639.25,2022-09-28T05:59:00+00:00,1623.28,time_exit,5.62,,2022
volatility_compression_breakout,unguarded,2022-09-29T06:00:00+00:00,2022-09-29T07:00:00+00:00,short,london,1643.85,1625.85,1653.85,2022-09-29T13:27:00+00:00,1653.85,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-09-30T06:00:00+00:00,2022-09-30T07:00:00+00:00,long,london,1667.46,1685.46,1657.46,2022-09-30T18:59:00+00:00,1662.8,time_exit,-5.01,,2022
volatility_compression_breakout,unguarded,2022-10-04T07:00:00+00:00,2022-10-04T08:00:00+00:00,long,london,1705.81,1723.81,1695.81,2022-10-04T16:09:00+00:00,1723.81,take_profit,17.65,,2022
volatility_compression_breakout,unguarded,2022-10-05T08:00:00+00:00,2022-10-05T09:00:00+00:00,short,london,1716.2,1698.2,1726.2,2022-10-05T20:59:00+00:00,1715.98,time_exit,-0.13,,2022
volatility_compression_breakout,unguarded,2022-10-07T13:00:00+00:00,2022-10-07T14:00:00+00:00,short,london_ny_overlap,1697.82,1679.82,1707.82,2022-10-07T20:58:00+00:00,1694.83,time_exit,2.64,,2022
volatility_compression_breakout,unguarded,2022-10-11T16:00:00+00:00,2022-10-11T17:00:00+00:00,long,new_york,1681.38,1699.38,1671.38,2022-10-11T19:54:00+00:00,1671.38,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-10-13T07:00:00+00:00,2022-10-13T08:00:00+00:00,short,london,1667.43,1649.43,1677.43,2022-10-13T10:14:00+00:00,1677.43,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-10-17T06:00:00+00:00,2022-10-17T07:00:00+00:00,long,london,1653.62,1671.62,1643.62,2022-10-17T18:59:00+00:00,1652.68,time_exit,-1.29,,2022
volatility_compression_breakout,unguarded,2022-10-19T07:00:00+00:00,2022-10-19T08:00:00+00:00,short,london,1640.75,1622.75,1650.75,2022-10-19T19:59:00+00:00,1628.14,time_exit,12.26,,2022
volatility_compression_breakout,unguarded,2022-10-20T02:00:00+00:00,2022-10-20T03:00:00+00:00,short,asia,1624.54,1606.54,1634.54,2022-10-20T06:14:00+00:00,1634.54,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-10-21T13:00:00+00:00,2022-10-21T14:00:00+00:00,long,london_ny_overlap,1631.16,1649.16,1621.16,2022-10-21T16:50:00+00:00,1649.16,take_profit,17.65,,2022
volatility_compression_breakout,unguarded,2022-10-25T08:00:00+00:00,2022-10-25T09:00:00+00:00,short,london,1645.05,1627.05,1655.05,2022-10-25T14:33:00+00:00,1655.05,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-10-26T06:00:00+00:00,2022-10-26T07:00:00+00:00,long,london,1658.48,1676.48,1648.48,2022-10-26T18:59:00+00:00,1665.75,time_exit,6.92,,2022
volatility_compression_breakout,unguarded,2022-10-27T07:00:00+00:00,2022-10-27T08:00:00+00:00,short,london,1660.49,1642.49,1670.49,2022-10-27T19:59:00+00:00,1658.53,time_exit,1.61,,2022
volatility_compression_breakout,unguarded,2022-10-28T08:00:00+00:00,2022-10-28T09:00:00+00:00,short,london,1652.62,1634.62,1662.62,2022-10-28T20:58:00+00:00,1644.63,time_exit,7.64,,2022
volatility_compression_breakout,unguarded,2022-10-31T08:00:00+00:00,2022-10-31T09:00:00+00:00,short,london,1636.93,1618.93,1646.93,2022-10-31T20:58:00+00:00,1633.4,time_exit,3.18,,2022
volatility_compression_breakout,unguarded,2022-11-01T05:00:00+00:00,2022-11-01T06:00:00+00:00,long,asia,1641.68,1659.68,1631.68,2022-11-01T17:59:00+00:00,1648.91,time_exit,6.88,,2022
volatility_compression_breakout,unguarded,2022-11-02T15:00:00+00:00,2022-11-02T16:00:00+00:00,short,london_ny_overlap,1646.29,1628.29,1656.29,2022-11-02T18:00:00+00:00,1656.29,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-11-08T04:00:00+00:00,2022-11-08T05:00:00+00:00,short,asia,1669.98,1651.98,1679.98,2022-11-08T14:59:00+00:00,1679.98,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-11-08T14:00:00+00:00,2022-11-08T15:00:00+00:00,long,london_ny_overlap,1678.78,1696.78,1668.78,2022-11-08T15:10:00+00:00,1696.78,take_profit,17.65,,2022
volatility_compression_breakout,unguarded,2022-11-10T13:00:00+00:00,2022-11-10T14:00:00+00:00,long,london_ny_overlap,1733.03,1751.03,1723.03,2022-11-10T15:24:00+00:00,1751.03,take_profit,17.65,,2022
volatility_compression_breakout,unguarded,2022-11-15T07:00:00+00:00,2022-11-15T08:00:00+00:00,long,london,1782.85,1800.85,1772.85,2022-11-15T09:47:00+00:00,1772.85,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-11-16T09:00:00+00:00,2022-11-16T10:00:00+00:00,long,london,1782.74,1800.74,1772.74,2022-11-16T18:21:00+00:00,1772.74,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-11-17T01:00:00+00:00,2022-11-17T02:00:00+00:00,short,asia,1769.67,1751.67,1779.67,2022-11-17T13:59:00+00:00,1756.45,time_exit,12.87,,2022
volatility_compression_breakout,unguarded,2022-11-18T14:00:00+00:00,2022-11-18T15:00:00+00:00,short,london_ny_overlap,1753.41,1735.41,1763.41,2022-11-18T20:58:00+00:00,1748.45,time_exit,4.61,,2022
volatility_compression_breakout,unguarded,2022-11-21T07:00:00+00:00,2022-11-21T08:00:00+00:00,short,london,1742.34,1724.34,1752.34,2022-11-21T19:59:00+00:00,1735.25,time_exit,6.74,,2022
volatility_compression_breakout,unguarded,2022-11-23T04:00:00+00:00,2022-11-23T05:00:00+00:00,short,asia,1734.81,1716.81,1744.81,2022-11-23T07:46:00+00:00,1744.81,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-11-23T07:00:00+00:00,2022-11-23T08:00:00+00:00,long,london,1744.05,1762.05,1734.05,2022-11-23T13:24:00+00:00,1734.05,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-11-30T08:00:00+00:00,2022-11-30T09:00:00+00:00,long,london,1759.33,1777.33,1749.33,2022-11-30T15:34:00+00:00,1749.33,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-12-02T13:00:00+00:00,2022-12-02T14:00:00+00:00,short,london_ny_overlap,1785.43,1767.43,1795.43,2022-12-02T16:46:00+00:00,1795.43,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-12-06T11:00:00+00:00,2022-12-06T12:00:00+00:00,long,london,1778.74,1796.74,1768.74,2022-12-06T18:42:00+00:00,1768.74,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-12-07T13:00:00+00:00,2022-12-07T14:00:00+00:00,long,london_ny_overlap,1778.21,1796.21,1768.21,2022-12-08T01:59:00+00:00,1782.14,time_exit,3.58,,2022
volatility_compression_breakout,unguarded,2022-12-08T13:00:00+00:00,2022-12-08T14:00:00+00:00,long,london_ny_overlap,1789.4,1807.4,1779.4,2022-12-09T01:59:00+00:00,1794.07,time_exit,4.32,,2022
volatility_compression_breakout,unguarded,2022-12-09T11:00:00+00:00,2022-12-09T12:00:00+00:00,long,london,1800.42,1818.42,1790.42,2022-12-09T13:30:00+00:00,1790.42,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-12-13T07:00:00+00:00,2022-12-13T08:00:00+00:00,long,london,1787.86,1805.86,1777.86,2022-12-13T13:30:00+00:00,1805.86,take_profit,17.65,,2022
volatility_compression_breakout,unguarded,2022-12-13T13:00:00+00:00,2022-12-13T14:00:00+00:00,long,london_ny_overlap,1810.83,1828.83,1800.83,2022-12-14T01:59:00+00:00,1810.55,time_exit,-0.63,,2022
volatility_compression_breakout,unguarded,2022-12-22T13:00:00+00:00,2022-12-22T14:00:00+00:00,short,london_ny_overlap,1807.6,1789.6,1817.6,2022-12-22T18:00:00+00:00,1789.6,take_profit,17.65,,2022
volatility_compression_breakout,unguarded,2022-12-27T15:00:00+00:00,2022-12-27T16:00:00+00:00,long,london_ny_overlap,1824.44,1842.44,1814.44,2022-12-27T17:55:00+00:00,1814.44,stop_loss,-10.35,,2022
volatility_compression_breakout,unguarded,2022-12-29T14:00:00+00:00,2022-12-29T15:00:00+00:00,long,london_ny_overlap,1813.77,1831.77,1803.77,2022-12-30T02:59:00+00:00,1817.87,time_exit,3.75,,2022
volatility_compression_breakout,unguarded,2023-01-06T13:00:00+00:00,2023-01-06T14:00:00+00:00,long,london_ny_overlap,1851.64,1869.64,1841.64,2023-01-06T14:44:00+00:00,1841.64,stop_loss,-10.35,,2023
volatility_compression_breakout,unguarded,2023-01-11T05:00:00+00:00,2023-01-11T06:00:00+00:00,long,asia,1882.22,1900.22,1872.22,2023-01-11T14:46:00+00:00,1872.22,stop_loss,-10.35,,2023
volatility_compression_breakout,unguarded,2023-01-12T12:00:00+00:00,2023-01-12T13:00:00+00:00,long,london_ny_overlap,1887.29,1905.29,1877.29,2023-01-12T13:30:00+00:00,1877.29,stop_loss,-10.35,,2023
volatility_compression_breakout,unguarded,2023-01-13T08:00:00+00:00,2023-01-13T09:00:00+00:00,long,london,1906.35,1924.35,1896.35,2023-01-13T12:28:00+00:00,1896.35,stop_loss,-10.35,,2023
volatility_compression_breakout,unguarded,2023-01-24T14:00:00+00:00,2023-01-24T15:00:00+00:00,short,london_ny_overlap,1921.11,1903.11,1931.11,2023-01-24T15:42:00+00:00,1931.11,stop_loss,-10.35,,2023
volatility_compression_breakout,unguarded,2023-01-26T09:00:00+00:00,2023-01-26T10:00:00+00:00,short,london,1936.66,1918.66,1946.66,2023-01-26T16:24:00+00:00,1918.66,take_profit,17.65,,2023
volatility_compression_breakout,unguarded,2023-01-31T05:00:00+00:00,2023-01-31T06:00:00+00:00,short,asia,1917.18,1899.18,1927.18,2023-01-31T15:01:00+00:00,1927.18,stop_loss,-10.35,,2023
volatility_compression_breakout,unguarded,2023-02-01T19:00:00+00:00,2023-02-01T20:00:00+00:00,long,new_york,1942.76,1960.76,1932.76,2023-02-02T07:59:00+00:00,1955.31,time_exit,12.2,,2023
volatility_compression_breakout,unguarded,2023-02-02T13:00:00+00:00,2023-02-02T14:00:00+00:00,short,london_ny_overlap,1944.05,1926.05,1954.05,2023-02-02T14:56:00+00:00,1926.05,take_profit,17.65,,2023
volatility_compression_breakout,unguarded,2023-02-03T13:00:00+00:00,2023-02-03T14:00:00+00:00,short,london_ny_overlap,1886.51,1868.51,1896.51,2023-02-03T16:17:00+00:00,1868.51,take_profit,17.65,,2023
volatility_compression_breakout,unguarded,2023-02-06T15:00:00+00:00,2023-02-06T16:00:00+00:00,short,london_ny_overlap,1865.8,1847.8,1875.8,2023-02-07T03:59:00+00:00,1872.7,time_exit,-7.25,,2023
volatility_compression_breakout,unguarded,2023-02-07T15:00:00+00:00,2023-02-07T16:00:00+00:00,long,london_ny_overlap,1879.39,1897.39,1869.39,2023-02-07T18:32:00+00:00,1869.39,stop_loss,-10.35,,2023
volatility_compression_breakout,unguarded,2023-02-09T08:00:00+00:00,2023-02-09T09:00:00+00:00,long,london,1883.8,1901.8,1873.8,2023-02-09T15:32:00+00:00,1873.8,stop_loss,-10.35,,2023
volatility_compression_breakout,unguarded,2023-02-14T06:00:00+00:00,2023-02-14T07:00:00+00:00,long,london,1862.14,1880.14,1852.14,2023-02-14T13:30:00+00:00,1852.14,stop_loss,-10.35,,2023
volatility_compression_breakout,unguarded,2023-02-16T01:00:00+00:00,2023-02-16T02:00:00+00:00,long,asia,1841.25,1859.25,1831.25,2023-02-16T13:30:00+00:00,1831.25,stop_loss,-10.35,,2023
volatility_compression_breakout,unguarded,2023-02-16T13:00:00+00:00,2023-02-16T14:00:00+00:00,short,london_ny_overlap,1830.7,1812.7,1840.7,2023-02-16T16:47:00+00:00,1840.7,stop_loss,-10.35,,2023
volatility_compression_breakout,unguarded,2023-02-17T15:00:00+00:00,2023-02-17T16:00:00+00:00,long,london_ny_overlap,1834.28,1852.28,1824.28,2023-02-17T20:58:00+00:00,1841.31,time_exit,6.68,,2023
volatility_compression_breakout,unguarded,2023-02-21T03:00:00+00:00,2023-02-21T04:00:00+00:00,short,asia,1838.36,1820.36,1848.36,2023-02-21T15:59:00+00:00,1838.63,time_exit,-0.62,,2023
volatility_compression_breakout,unguarded,2023-02-22T07:00:00+00:00,2023-02-22T08:00:00+00:00,long,london,1839.81,1857.81,1829.81,2023-02-22T18:46:00+00:00,1829.81,stop_loss,-10.35,,2023
volatility_compression_breakout,unguarded,2023-02-27T13:00:00+00:00,2023-02-27T14:00:00+00:00,long,london_ny_overlap,1815.15,1833.15,1805.15,2023-02-28T01:59:00+00:00,1817.23,time_exit,1.73,,2023
volatility_compression_breakout,unguarded,2023-02-28T07:00:00+00:00,2023-02-28T08:00:00+00:00,short,london,1810.37,1792.37,1820.37,2023-02-28T15:00:00+00:00,1820.37,stop_loss,-10.35,,2023
volatility_compression_breakout,unguarded,2023-03-01T06:00:00+00:00,2023-03-01T07:00:00+00:00,long,london,1834.71,1852.71,1824.71,2023-03-01T18:59:00+00:00,1838.42,time_exit,3.36,,2023
volatility_compression_breakout,unguarded,2023-03-06T11:00:00+00:00,2023-03-06T12:00:00+00:00,short,london,1848.4,1830.4,1858.4,2023-03-06T23:59:00+00:00,1846.32,time_exit,1.73,,2023
volatility_compression_breakout,unguarded,2023-03-08T14:00:00+00:00,2023-03-08T15:00:00+00:00,long,london_ny_overlap,1820.42,1838.42,1810.42,2023-03-09T02:59:00+00:00,1813.03,time_exit,-7.74,,2023
volatility_compression_breakout,unguarded,2023-03-09T13:00:00+00:00,2023-03-09T14:00:00+00:00,long,london_ny_overlap,1825.06,1843.06,1815.06,2023-03-10T01:59:00+00:00,1831.04,time_exit,5.63,,2023
volatility_compression_breakout,unguarded,2023-03-22T14:00:00+00:00,2023-03-22T15:00:00+00:00,long,london_ny_overlap,1950.31,1968.31,1940.31,2023-03-22T18:40:00+00:00,1968.31,take_profit,17.65,,2023
