family,design,guard_variant,direction,session,entry_utc,entry_price,realized_exit_reason,realized_net_x1,horizon_hours,mfe_usd,mae_usd,close_move_usd,hit_plus_10,hit_plus_15,hit_plus_24,hit_minus_10,hit_minus_15,hit_minus_20,first_hit_15_15,first_hit_24_15,bars_checked
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london,2023-04-03T12:00:00+00:00,1972.39,time_exit,11.15,6,18.02,-1.27,14.52,True,True,False,False,False,False,tp_first,none,360
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london,2023-04-03T12:00:00+00:00,1972.39,time_exit,11.15,12,18.02,-1.27,11.5,True,True,False,False,False,False,tp_first,none,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-04-04T16:00:00+00:00,2016.51,time_exit,7.08,3,8.39,-0.96,1.74,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-04-04T16:00:00+00:00,2016.51,time_exit,7.08,6,8.39,-0.96,3.91,False,False,False,False,False,False,none,none,359
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-04-04T16:00:00+00:00,2016.51,time_exit,7.08,12,8.73,-0.96,7.43,False,False,False,False,False,False,none,none,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,asia,2023-04-12T06:00:00+00:00,2020.32,stop_loss,-15.35,3,0.48,-8.78,-7.39,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,asia,2023-04-12T06:00:00+00:00,2020.32,stop_loss,-15.35,6,0.48,-13.07,-11.64,False,False,False,True,False,False,none,none,360
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,asia,2023-04-12T06:00:00+00:00,2020.32,stop_loss,-15.35,12,7.93,-19.2,-12.52,False,False,False,True,True,False,sl_first,sl_first,720
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-04-13T14:00:00+00:00,2045.11,time_exit,-3.67,3,3.49,-11.53,-6.24,False,False,False,True,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-04-13T14:00:00+00:00,2045.11,time_exit,-3.67,6,3.49,-11.53,-6.79,False,False,False,True,False,False,none,none,360
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-04-13T14:00:00+00:00,2045.11,time_exit,-3.67,12,3.49,-11.53,-3.32,False,False,False,True,False,False,none,none,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-04-19T18:00:00+00:00,1995.89,time_exit,-3.61,3,0.87,-2.33,-1.51,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-04-19T18:00:00+00:00,1995.89,time_exit,-3.61,6,0.87,-2.33,-1.47,False,False,False,False,False,False,none,none,299
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-04-19T18:00:00+00:00,1995.89,time_exit,-3.61,12,2.73,-5.45,-3.26,False,False,False,False,False,False,none,none,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-04-25T19:00:00+00:00,1998.94,time_exit,-3.23,3,4.81,-4.64,-1.96,False,False,False,False,False,False,none,none,179
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-04-25T19:00:00+00:00,1998.94,time_exit,-3.23,6,4.81,-4.64,1.24,False,False,False,False,False,False,none,none,299
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-04-25T19:00:00+00:00,1998.94,time_exit,-3.23,12,4.81,-5.79,-2.88,False,False,False,False,False,False,none,none,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-05-01T14:00:00+00:00,2004.26,stop_loss,-15.35,3,1.66,-23.87,-21.4,False,False,False,True,True,True,sl_first,sl_first,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-05-01T14:00:00+00:00,2004.26,stop_loss,-15.35,6,1.66,-24.44,-23.56,False,False,False,True,True,True,sl_first,sl_first,360
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-05-01T14:00:00+00:00,2004.26,stop_loss,-15.35,12,1.66,-24.85,-22.2,False,False,False,True,True,True,sl_first,sl_first,658
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-05-02T16:00:00+00:00,2008.48,time_exit,8.24,3,10.83,-1.75,3.73,True,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-05-02T16:00:00+00:00,2008.48,time_exit,8.24,6,10.83,-1.75,8.02,True,False,False,False,False,False,none,none,359
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-05-02T16:00:00+00:00,2008.48,time_exit,8.24,12,10.83,-1.75,8.59,True,False,False,False,False,False,none,none,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-05-03T21:00:00+00:00,2035.07,take_profit,23.65,3,43.13,-6.13,21.38,True,True,True,False,False,False,tp_first,tp_first,119
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-05-03T21:00:00+00:00,2035.07,take_profit,23.65,6,43.13,-6.13,9.31,True,True,True,False,False,False,tp_first,tp_first,299
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-05-03T21:00:00+00:00,2035.07,take_profit,23.65,12,43.13,-6.13,-0.46,True,True,True,False,False,False,tp_first,tp_first,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,asia,2023-05-04T00:00:00+00:00,2056.44,stop_loss,-15.35,3,0.52,-12.92,-12.06,False,False,False,True,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,asia,2023-05-04T00:00:00+00:00,2056.44,stop_loss,-15.35,6,0.52,-18.19,-12.23,False,False,False,True,True,False,sl_first,sl_first,360
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,asia,2023-05-04T00:00:00+00:00,2056.44,stop_loss,-15.35,12,0.52,-26.12,-16.6,False,False,False,True,True,True,sl_first,sl_first,720
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-05-04T16:00:00+00:00,2055.25,time_exit,-8.82,3,0.66,-11.89,-9.07,False,False,False,True,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-05-04T16:00:00+00:00,2055.25,time_exit,-8.82,6,0.66,-11.89,-5.17,False,False,False,True,False,False,none,none,359
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-05-04T16:00:00+00:00,2055.25,time_exit,-8.82,12,0.66,-11.89,-8.47,False,False,False,True,False,False,none,none,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-05-10T14:00:00+00:00,2045.52,stop_loss,-15.35,3,1.12,-24.1,-20.58,False,False,False,True,True,True,sl_first,sl_first,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-05-10T14:00:00+00:00,2045.52,stop_loss,-15.35,6,1.12,-24.1,-13.38,False,False,False,True,True,True,sl_first,sl_first,360
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-05-10T14:00:00+00:00,2045.52,stop_loss,-15.35,12,1.12,-24.1,-10.35,False,False,False,True,True,True,sl_first,sl_first,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-05-12T15:00:00+00:00,2019.99,time_exit,-9.61,3,1.35,-11.67,-6.48,False,False,False,True,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-05-12T15:00:00+00:00,2019.99,time_exit,-9.61,6,1.35,-11.67,-9.26,False,False,False,True,False,False,none,none,359
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-05-12T15:00:00+00:00,2019.99,time_exit,-9.61,12,1.35,-11.67,-9.26,False,False,False,True,False,False,none,none,359
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-05-19T18:00:00+00:00,1978.27,time_exit,-2.47,3,4.9,-4.07,-2.12,False,False,False,False,False,False,none,none,179
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-05-19T18:00:00+00:00,1978.27,time_exit,-2.47,6,4.9,-4.07,-2.12,False,False,False,False,False,False,none,none,179
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-05-19T18:00:00+00:00,1978.27,time_exit,-2.47,12,4.9,-4.07,-2.12,False,False,False,False,False,False,none,none,179
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-05-23T18:00:00+00:00,1973.11,time_exit,4.06,3,4.5,-1.7,1.62,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-05-23T18:00:00+00:00,1973.11,time_exit,4.06,6,4.5,-1.7,3.67,False,False,False,False,False,False,none,none,299
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-05-23T18:00:00+00:00,1973.11,time_exit,4.06,12,5.48,-1.7,4.41,False,False,False,False,False,False,none,none,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london,2023-05-30T11:00:00+00:00,1952.87,time_exit,6.05,3,9.36,-0.6,3.51,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london,2023-05-30T11:00:00+00:00,1952.87,time_exit,6.05,6,9.36,-2.0,9.15,False,False,False,False,False,False,none,none,360
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london,2023-05-30T11:00:00+00:00,1952.87,time_exit,6.05,12,10.57,-2.0,6.4,True,False,False,False,False,False,none,none,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-06-01T16:00:00+00:00,1976.19,time_exit,3.79,3,6.82,-0.71,1.81,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-06-01T16:00:00+00:00,1976.19,time_exit,3.79,6,6.82,-0.71,1.21,False,False,False,False,False,False,none,none,359
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-06-01T16:00:00+00:00,1976.19,time_exit,3.79,12,6.82,-2.26,4.14,False,False,False,False,False,False,none,none,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-06-05T16:00:00+00:00,1957.51,time_exit,3.0,3,3.49,-2.0,2.74,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-06-05T16:00:00+00:00,1957.51,time_exit,3.0,6,6.42,-2.0,4.18,False,False,False,False,False,False,none,none,359
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-06-05T16:00:00+00:00,1957.51,time_exit,3.0,12,6.95,-2.0,3.35,False,False,False,False,False,False,none,none,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-06-08T14:00:00+00:00,1959.27,time_exit,3.65,3,11.13,-2.21,7.51,True,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-06-08T14:00:00+00:00,1959.27,time_exit,3.65,6,11.13,-2.21,5.8,True,False,False,False,False,False,none,none,360
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-06-08T14:00:00+00:00,1959.27,time_exit,3.65,12,11.13,-2.21,4.0,True,False,False,False,False,False,none,none,658
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-06-15T15:00:00+00:00,1952.77,time_exit,6.14,3,7.36,-1.43,6.67,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-06-15T15:00:00+00:00,1952.77,time_exit,6.14,6,7.42,-1.43,5.89,False,False,False,False,False,False,none,none,360
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-06-15T15:00:00+00:00,1952.77,time_exit,6.14,12,9.2,-1.43,6.49,False,False,False,False,False,False,none,none,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-06-23T14:00:00+00:00,1929.0,time_exit,-10.17,3,8.2,-8.15,-8.0,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-06-23T14:00:00+00:00,1929.0,time_exit,-10.17,6,8.2,-11.21,-8.5,False,False,False,True,False,False,none,none,360
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-06-23T14:00:00+00:00,1929.0,time_exit,-10.17,12,8.2,-11.21,-9.82,False,False,False,True,False,False,none,none,419
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-06-30T17:00:00+00:00,1918.92,time_exit,0.75,3,3.75,-1.53,0.04,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-06-30T17:00:00+00:00,1918.92,time_exit,0.75,6,3.75,-1.53,1.1,False,False,False,False,False,False,none,none,239
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-06-30T17:00:00+00:00,1918.92,time_exit,0.75,12,3.75,-1.53,1.1,False,False,False,False,False,False,none,none,239
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-07-03T16:00:00+00:00,1930.1,time_exit,-9.03,3,0.12,-9.61,-9.59,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-07-03T16:00:00+00:00,1930.1,time_exit,-9.03,6,0.12,-9.61,-8.74,False,False,False,False,False,False,none,none,359
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-07-03T16:00:00+00:00,1930.1,time_exit,-9.03,12,0.12,-10.4,-8.68,False,False,False,True,False,False,none,none,658
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-07-07T16:00:00+00:00,1933.68,time_exit,-8.9,3,1.11,-7.66,-6.71,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-07-07T16:00:00+00:00,1933.68,time_exit,-8.9,6,1.11,-8.87,-8.55,False,False,False,False,False,False,none,none,299
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-07-07T16:00:00+00:00,1933.68,time_exit,-8.9,12,1.11,-8.87,-8.55,False,False,False,False,False,False,none,none,299
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-07-12T15:00:00+00:00,1956.04,time_exit,3.12,3,3.36,-3.49,3.13,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-07-12T15:00:00+00:00,1956.04,time_exit,3.12,6,3.59,-3.49,2.59,False,False,False,False,False,False,none,none,360
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-07-12T15:00:00+00:00,1956.04,time_exit,3.12,12,3.84,-3.49,3.47,False,False,False,False,False,False,none,none,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-07-18T16:00:00+00:00,1982.82,time_exit,-6.77,3,1.51,-7.82,-6.51,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-07-18T16:00:00+00:00,1982.82,time_exit,-6.77,6,1.51,-7.82,-4.05,False,False,False,False,False,False,none,none,359
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-07-18T16:00:00+00:00,1982.82,time_exit,-6.77,12,1.51,-8.47,-6.42,False,False,False,False,False,False,none,none,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-07-31T15:00:00+00:00,1971.43,time_exit,-10.84,3,0.85,-5.87,-0.47,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-07-31T15:00:00+00:00,1971.43,time_exit,-10.84,6,0.85,-7.22,-6.9,False,False,False,False,False,False,none,none,360
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-07-31T15:00:00+00:00,1971.43,time_exit,-10.84,12,0.85,-10.75,-10.49,False,False,False,True,False,False,none,none,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-08-23T15:00:00+00:00,1918.08,time_exit,0.27,3,2.26,-3.61,1.67,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-08-23T15:00:00+00:00,1918.08,time_exit,0.27,6,2.26,-3.61,-1.33,False,False,False,False,False,False,none,none,360
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-08-23T15:00:00+00:00,1918.08,time_exit,0.27,12,2.26,-3.68,0.62,False,False,False,False,False,False,none,none,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-08-29T16:00:00+00:00,1934.1,time_exit,2.25,3,4.01,-1.43,3.07,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-08-29T16:00:00+00:00,1934.1,time_exit,2.25,6,4.01,-1.43,3.11,False,False,False,False,False,False,none,none,359
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-08-29T16:00:00+00:00,1934.1,time_exit,2.25,12,4.01,-1.43,2.6,False,False,False,False,False,False,none,none,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-09-20T16:00:00+00:00,1943.88,stop_loss,-15.35,3,3.48,-2.33,2.31,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-09-20T16:00:00+00:00,1943.88,stop_loss,-15.35,6,3.48,-14.9,-13.67,False,False,False,True,False,False,none,none,359
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-09-20T16:00:00+00:00,1943.88,stop_loss,-15.35,12,3.48,-19.8,-17.34,False,False,False,True,True,False,sl_first,sl_first,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-10-06T17:00:00+00:00,1832.41,time_exit,-3.45,3,1.35,-3.8,-0.73,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-10-06T17:00:00+00:00,1832.41,time_exit,-3.45,6,1.35,-3.8,-3.1,False,False,False,False,False,False,none,none,239
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-10-06T17:00:00+00:00,1832.41,time_exit,-3.45,12,1.35,-3.8,-3.1,False,False,False,False,False,False,none,none,239
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,asia,2023-10-09T00:00:00+00:00,1849.5,time_exit,0.09,3,3.06,-3.43,-0.7,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,asia,2023-10-09T00:00:00+00:00,1849.5,time_exit,0.09,6,3.67,-3.43,0.82,False,False,False,False,False,False,none,none,360
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,asia,2023-10-09T00:00:00+00:00,1849.5,time_exit,0.09,12,4.75,-3.43,0.44,False,False,False,False,False,False,none,none,720
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-10-09T21:00:00+00:00,1863.05,time_exit,-6.19,3,0.0,-2.73,-1.82,False,False,False,False,False,False,none,none,119
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-10-09T21:00:00+00:00,1863.05,time_exit,-6.19,6,2.09,-2.96,0.45,False,False,False,False,False,False,none,none,299
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-10-09T21:00:00+00:00,1863.05,time_exit,-6.19,12,2.09,-8.07,-5.84,False,False,False,False,False,False,none,none,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london,2023-10-13T11:00:00+00:00,1887.42,take_profit,23.65,3,31.46,-0.95,25.78,True,True,True,False,False,False,tp_first,tp_first,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london,2023-10-13T11:00:00+00:00,1887.42,take_profit,23.65,6,35.56,-0.95,35.39,True,True,True,False,False,False,tp_first,tp_first,360
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london,2023-10-13T11:00:00+00:00,1887.42,take_profit,23.65,12,43.16,-0.95,40.7,True,True,True,False,False,False,tp_first,tp_first,599
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-10-13T14:00:00+00:00,1913.21,time_exit,14.56,3,9.77,-7.82,9.6,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-10-13T14:00:00+00:00,1913.21,time_exit,14.56,6,17.37,-7.82,15.28,True,True,False,False,False,False,tp_first,none,360
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-10-13T14:00:00+00:00,1913.21,time_exit,14.56,12,17.37,-7.82,14.91,True,True,False,False,False,False,tp_first,none,419
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,asia,2023-10-18T03:00:00+00:00,1939.08,time_exit,17.63,3,3.64,-3.92,-1.05,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,asia,2023-10-18T03:00:00+00:00,1939.08,time_exit,17.63,6,3.64,-3.95,0.54,False,False,False,False,False,False,none,none,360
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,asia,2023-10-18T03:00:00+00:00,1939.08,time_exit,17.63,12,23.51,-3.95,17.98,True,True,False,False,False,False,tp_first,none,720
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-10-18T15:00:00+00:00,1957.05,stop_loss,-15.35,3,1.73,-18.82,-7.23,False,False,False,True,True,False,sl_first,sl_first,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-10-18T15:00:00+00:00,1957.05,stop_loss,-15.35,6,1.73,-18.82,-6.69,False,False,False,True,True,False,sl_first,sl_first,360
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-10-18T15:00:00+00:00,1957.05,stop_loss,-15.35,12,1.73,-18.82,-8.87,False,False,False,True,True,False,sl_first,sl_first,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-10-19T19:00:00+00:00,1972.69,time_exit,4.41,3,4.97,-2.05,1.59,False,False,False,False,False,False,none,none,179
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-10-19T19:00:00+00:00,1972.69,time_exit,4.41,6,9.3,-2.05,4.42,False,False,False,False,False,False,none,none,299
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-10-19T19:00:00+00:00,1972.69,time_exit,4.41,12,9.3,-2.05,4.76,False,False,False,False,False,False,none,none,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-10-25T15:00:00+00:00,1985.11,stop_loss,-15.35,3,0.63,-22.01,-6.95,False,False,False,True,True,True,sl_first,sl_first,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-10-25T15:00:00+00:00,1985.11,stop_loss,-15.35,6,0.63,-22.01,-4.35,False,False,False,True,True,True,sl_first,sl_first,360
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-10-25T15:00:00+00:00,1985.11,stop_loss,-15.35,12,1.4,-22.01,-0.18,False,False,False,True,True,True,sl_first,sl_first,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-10-27T19:00:00+00:00,1996.74,time_exit,8.58,3,12.57,-0.94,8.93,True,False,False,False,False,False,none,none,175
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-10-27T19:00:00+00:00,1996.74,time_exit,8.58,6,12.57,-0.94,8.93,True,False,False,False,False,False,none,none,175
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,new_york,2023-10-27T19:00:00+00:00,1996.74,time_exit,8.58,12,12.57,-0.94,8.93,True,False,False,False,False,False,none,none,175
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-11-03T13:00:00+00:00,2000.22,time_exit,-8.05,3,1.55,-13.78,-8.54,False,False,False,True,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-11-03T13:00:00+00:00,2000.22,time_exit,-8.05,6,1.55,-13.78,-5.21,False,False,False,True,False,False,none,none,360
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-11-03T13:00:00+00:00,2000.22,time_exit,-8.05,12,1.55,-13.78,-7.7,False,False,False,True,False,False,none,none,479
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-11-09T16:00:00+00:00,1962.9,time_exit,-3.84,3,2.68,-4.56,0.1,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-11-09T16:00:00+00:00,1962.9,time_exit,-3.84,6,2.68,-6.8,-4.46,False,False,False,False,False,False,none,none,359
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-11-09T16:00:00+00:00,1962.9,time_exit,-3.84,12,2.68,-6.8,-3.49,False,False,False,False,False,False,none,none,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-11-14T15:00:00+00:00,1967.68,time_exit,-3.67,3,1.49,-5.84,-5.51,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-11-14T15:00:00+00:00,1967.68,time_exit,-3.67,6,1.49,-6.06,-3.9,False,False,False,False,False,False,none,none,360
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-11-14T15:00:00+00:00,1967.68,time_exit,-3.67,12,1.49,-6.2,-3.32,False,False,False,False,False,False,none,none,659
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-11-16T15:00:00+00:00,1979.7,time_exit,5.23,3,8.26,-0.55,3.67,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-11-16T15:00:00+00:00,1979.7,time_exit,5.23,6,8.26,-0.55,1.08,False,False,False,False,False,False,none,none,360
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,london_ny_overlap,2023-11-16T15:00:00+00:00,1979.7,time_exit,5.23,12,8.26,-0.55,5.58,False,False,False,False,False,False,none,none,658
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,asia,2023-11-21T02:00:00+00:00,1989.98,time_exit,7.27,3,4.22,-1.22,2.09,False,False,False,False,False,False,none,none,180
baseline_sma_distance_v1_control,control_v1_long,macro_blocked,long,asia,2023-11-21T02:00:00+00:00,1989.98,time_exit,7.27,6,4.22,-1.22,2.38,False,False,False,False,False,False,none,none,360
