decision,gate_name,gate_kind,retained_events,retained_ratio,pf_x1,pf_x4,pf_x6,boot_pf_p05_x4,median_x4,total_x4,win_rate_x4,years_positive_x4,year_count,improvement_pf_x4,improvement_pf_x6,improvement_total_x4,rank_score
STAGE28B_REJECT,combo__london_range_keep_ge_q60__AND__london_eff_keep_ge_q60,pairwise_combo,21,0.21,14.109985,9.200283,6.850828,3.478516,2.167,82.81113,0.904762,5,5,6.348871,5.197406,-44.80448,4.848491
STAGE28B_REJECT,combo__asia_range_keep_ge_q70__AND__prior_day_range_keep_ge_q25,pairwise_combo,24,0.24,12.986986,8.696285,6.731133,3.631051,3.236925,112.93036,0.875,3,4,5.844873,5.077711,-14.68525,4.610164
STAGE28B_REJECT,combo__asia_range_keep_ge_q70__AND__prior_day_range_keep_ge_q30,pairwise_combo,24,0.24,12.986986,8.696285,6.731133,3.631051,3.236925,112.93036,0.875,3,4,5.844873,5.077711,-14.68525,4.610164
STAGE28B_REJECT,combo__london_range_keep_ge_q65__AND__asia_range_keep_ge_q40,pairwise_combo,29,0.29,12.597199,8.584668,6.656939,3.78136,2.84714,126.61086,0.896552,5,5,5.733256,5.003517,-1.00475,4.562724
STAGE28B_REJECT,combo__london_range_keep_ge_q65__AND__london_eff_keep_ge_q60,pairwise_combo,19,0.19,13.435525,8.874028,6.68807,2.867046,2.593,79.51642,0.894737,5,5,6.022616,5.034648,-48.09919,4.560129
STAGE28B_REJECT,combo__london_range_keep_ge_q35__AND__asia_range_keep_ge_q65,pairwise_combo,29,0.29,12.600367,8.563661,6.628238,3.504241,2.84714,125.52273,0.896552,5,5,5.712249,4.974816,-2.09288,4.503093
STAGE28B_REJECT,combo__london_range_keep_ge_q60__AND__asia_range_keep_ge_q60,pairwise_combo,27,0.27,12.27218,8.446782,6.608958,3.761739,3.43643,124.30914,0.888889,4,4,5.59537,4.955536,-3.30647,4.482338
STAGE28B_REJECT,combo__asia_range_keep_ge_q70__AND__london_range_keep_ge_q35,pairwise_combo,26,0.26,11.918312,8.200877,6.418532,3.340683,3.236925,119.50216,0.884615,4,5,5.349465,4.76511,-8.11345,4.250895
STAGE28B_REJECT,combo__prior_day_range_keep_ge_q60__AND__asia_range_keep_ge_q60,pairwise_combo,23,0.23,12.472092,8.15317,6.215193,3.336056,2.69543,99.84989,0.869565,4,5,5.301758,4.561771,-27.76572,4.166231
STAGE28B_REJECT,combo__asia_range_keep_ge_q70__AND__prior_day_range_keep_ge_q35,pairwise_combo,23,0.23,12.08772,8.061627,6.217666,3.247869,2.84714,103.61779,0.869565,3,4,5.210215,4.564244,-23.99782,4.11255
STAGE28B_REJECT,asia_range_keep_ge_q75,numeric_quantile,25,0.25,11.550914,7.966485,6.24791,3.420142,2.84714,115.61231,0.88,4,5,5.115073,4.594488,-12.0033,4.105651
STAGE28B_REJECT,combo__london_range_keep_ge_q65__AND__asia_range_keep_ge_q60,pairwise_combo,23,0.23,11.344774,7.945982,6.31311,3.317911,3.63271,115.94928,0.869565,3,3,5.09457,4.659688,-11.66633,4.09965
STAGE28B_REJECT,keep_month_5,categorical,11,0.11,15.051322,8.615789,5.826373,1.849089,1.47723,31.12794,0.909091,4,5,5.764377,4.172951,-96.48767,4.028718
STAGE28B_REJECT,combo__prior_day_range_keep_ge_q65__AND__asia_range_keep_ge_q60,pairwise_combo,22,0.22,12.125576,7.960072,6.090935,3.203368,2.532575,97.15446,0.863636,4,5,5.10866,4.437513,-30.46115,4.021656
STAGE28B_REJECT,combo__asia_range_keep_ge_q70__AND__prior_day_range_keep_ge_q40,pairwise_combo,22,0.22,11.609573,7.757684,5.993509,2.823746,2.7865,99.15793,0.863636,3,4,4.906272,4.340087,-28.45768,3.84441
STAGE28B_REJECT,combo__prior_day_range_keep_ge_q60__AND__asia_range_keep_ge_q65,pairwise_combo,20,0.2,11.595943,7.7004,5.9524,2.832752,2.7865,93.52975,0.85,3,5,4.848988,4.298978,-34.08586,3.806651
STAGE28B_REJECT,combo__prior_day_range_keep_ge_q65__AND__asia_range_keep_ge_q65,pairwise_combo,19,0.19,11.249428,7.507302,5.828143,3.08012,2.84714,90.83432,0.842105,3,5,4.65589,4.174721,-36.78129,3.719085
STAGE28B_REJECT,asia_range_keep_ge_q80,numeric_quantile,20,0.2,10.400135,7.350487,5.888316,2.972425,4.046285,105.38951,0.85,3,4,4.499075,4.234894,-22.2261,3.650916
STAGE28B_REJECT,combo__asia_range_keep_ge_q65__AND__prior_day_range_keep_ge_q25,pairwise_combo,27,0.27,10.73914,7.047669,5.385685,3.052625,2.84714,113.45821,0.851852,4,5,4.196257,3.732263,-14.1574,3.379388
STAGE28B_REJECT,combo__asia_range_keep_ge_q65__AND__prior_day_range_keep_ge_q30,pairwise_combo,27,0.27,10.73914,7.047669,5.385685,3.052625,2.84714,113.45821,0.851852,4,5,4.196257,3.732263,-14.1574,3.379388
STAGE28B_REJECT,combo__asia_range_keep_ge_q25__AND__london_eff_keep_ge_q60,pairwise_combo,29,0.29,11.684997,7.165867,5.124322,2.886603,1.849,87.46813,0.896552,4,5,4.314455,3.4709,-40.14748,3.330265
STAGE28B_REJECT,combo__london_range_keep_ge_q35__AND__london_eff_keep_ge_q60,pairwise_combo,28,0.28,11.841755,7.219634,5.121801,2.531251,1.64457,85.51642,0.892857,5,5,4.368222,3.468379,-42.09919,3.299901
STAGE28B_REJECT,combo__asia_range_keep_ge_q60__AND__prior_day_range_keep_ge_q35,pairwise_combo,29,0.29,10.67785,6.888164,5.18196,3.142059,2.69543,110.46578,0.862069,4,5,4.036752,3.528538,-17.14983,3.260909
STAGE28B_REJECT,combo__asia_range_keep_ge_q30__AND__london_eff_keep_ge_q60,pairwise_combo,28,0.28,11.459356,7.064348,5.078875,2.730187,1.87793,86.02799,0.892857,4,5,4.212936,3.425453,-41.58762,3.246985
STAGE28B_REJECT,combo__asia_range_keep_ge_q35__AND__london_eff_keep_ge_q60,pairwise_combo,27,0.27,11.287345,7.00455,5.06977,2.620673,1.90686,85.1797,0.888889,4,5,4.153138,3.416348,-42.43591,3.200417
STAGE28B_REJECT,combo__asia_range_keep_ge_q40__AND__london_eff_keep_ge_q60,pairwise_combo,26,0.26,11.122286,6.95016,5.065375,2.60097,1.974575,84.40813,0.884615,4,5,4.098748,3.411953,-43.20748,3.171168
STAGE28B_REJECT,combo__asia_range_keep_ge_q70__AND__london_range_keep_ge_q20,pairwise_combo,29,0.29,9.738692,6.581217,5.088458,2.959362,2.72586,118.70016,0.862069,4,5,3.729805,3.435036,-8.91545,3.067327
STAGE28B_REJECT,combo__asia_range_keep_ge_q60__AND__prior_day_range_keep_ge_q40,pairwise_combo,28,0.28,10.299442,6.65044,5.007575,2.836816,2.644215,106.00592,0.857143,4,5,3.799028,3.354153,-21.60969,3.055331
STAGE28B_REJECT,combo__asia_range_keep_ge_q70__AND__london_range_keep_ge_q30,pairwise_combo,28,0.28,9.562135,6.488898,5.035964,2.979722,2.7865,116.73673,0.857143,4,5,3.637486,3.382542,-10.87888,3.01259
STAGE28B_REJECT,combo__asia_range_keep_ge_q70__AND__london_range_keep_ge_q25,pairwise_combo,28,0.28,9.562135,6.488898,5.035964,2.979722,2.7865,116.73673,0.857143,4,5,3.637486,3.382542,-10.87888,3.01259
STAGE28B_REJECT,combo__asia_range_keep_ge_q65__AND__prior_day_range_keep_ge_q35,pairwise_combo,26,0.26,10.027457,6.551281,4.986227,2.790908,2.7865,104.14564,0.846154,4,5,3.699869,3.332805,-23.46997,2.996419
STAGE28B_REJECT,combo__asia_range_keep_ge_q70__AND__drop_year_2022,pairwise_combo,28,0.28,9.571137,6.496122,5.042347,2.83056,2.7865,116.89036,0.857143,3,4,3.64471,3.388925,-10.72525,2.995381
STAGE28B_REJECT,combo__prior_day_range_keep_ge_q60__AND__london_eff_keep_ge_q60,pairwise_combo,16,0.16,10.790211,6.767244,4.91142,1.694671,1.309425,53.55774,0.875,4,5,3.915832,3.257998,-74.05787,2.901724
STAGE28B_REJECT,combo__prior_day_range_keep_ge_q65__AND__london_eff_keep_ge_q60,pairwise_combo,14,0.14,10.270449,6.591151,4.941636,1.737683,1.64457,51.92245,0.857143,4,5,3.739739,3.288214,-75.69316,2.836999
STAGE28B_REJECT,combo__asia_range_keep_ge_q65__AND__prior_day_range_keep_ge_q40,pairwise_combo,25,0.25,9.649049,6.313557,4.811841,2.741657,2.72586,99.68578,0.84,4,5,3.462145,3.158419,-27.92983,2.82924
STAGE28B_REJECT,combo__asia_range_keep_ge_q60__AND__london_eff_keep_ge_q60,pairwise_combo,19,0.19,9.535575,6.233903,4.742351,2.240906,2.593,74.24741,0.842105,4,5,3.382491,3.088929,-53.3682,2.694436
STAGE28B_REJECT,keep_dow_2,categorical,16,0.16,15.958154,7.129423,2.847345,1.466197,0.93893,23.00679,0.875,4,5,4.278011,1.193923,-104.60882,2.411211
STAGE28B_REJECT,combo__prior_day_range_keep_ge_q40__AND__london_eff_keep_ge_q60,pairwise_combo,23,0.23,8.127823,4.671677,3.112391,1.657396,1.17871,57.4598,0.826087,4,5,1.820265,1.458969,-70.15581,1.416919
STAGE28B_REJECT,combo__london_eff_keep_ge_q60__AND__prior_day_range_keep_ge_q30,pairwise_combo,28,0.28,8.107338,4.613589,3.024788,1.873692,1.18364,69.00187,0.821429,4,5,1.762177,1.371366,-58.61374,1.399443
STAGE28B_REJECT,keep_dow_4,categorical,20,0.2,7.951571,4.223604,2.569017,1.587818,1.294855,37.09379,0.85,4,5,1.372192,0.915595,-90.52182,1.040338
STAGE28B_REJECT,combo__prior_day_range_keep_ge_q35__AND__london_eff_keep_ge_q60,pairwise_combo,25,0.25,7.119418,4.062251,2.727022,1.3777,1.17871,58.47402,0.8,4,5,1.210839,1.0736,-69.14159,0.986113
STAGE28B_REJECT,keep_month_10,categorical,9,0.09,7.853866,4.387147,2.741398,0.392553,1.02743,16.26447,0.888889,3,4,1.535735,1.087976,-111.35114,0.980856
STAGE28B_REJECT,keep_year_2025,categorical,19,0.19,5.511228,3.548401,2.64485,1.406566,2.84714,50.5014,0.789474,1,1,0.696989,0.991428,-77.11421,0.731558
STAGE28B_REJECT,keep_dow_1,categorical,23,0.23,6.1303,3.295715,2.088343,0.945996,0.84829,42.35152,0.73913,4,5,0.444303,0.434921,-85.26409,0.383812
STAGE28B_REJECT,keep_month_4,categorical,6,0.06,6.72868,3.410324,2.070001,0.623389,2.13207,8.94522,0.833333,2,3,0.558912,0.416579,-118.67039,0.372992
STAGE28B_REJECT,keep_month_6,categorical,10,0.1,9.570762,3.760551,1.419852,0.852988,0.822145,9.26452,0.9,3,4,0.909139,-0.23357,-118.35109,0.37199
STAGE28B_REJECT,keep_year_2024,categorical,25,0.25,7.317039,3.311439,1.484851,1.368354,1.18857,23.66137,0.88,1,1,0.460027,-0.168571,-103.95424,0.274194
STAGE28B_REJECT,drop_month_6,categorical,90,0.9,5.389145,2.804882,1.66864,1.704899,1.02936,118.35109,0.8,4,5,-0.04653,0.015218,-9.26452,0.184362
STAGE28B_REJECT,drop_month_2,categorical,97,0.97,5.428325,2.792215,1.632889,1.786012,1.02743,123.11304,0.814433,4,5,-0.059197,-0.020533,-4.50257,0.183603
STAGE28B_REJECT,drop_month_4,categorical,94,0.94,5.515406,2.819607,1.63136,1.660653,1.00943,118.67039,0.808511,4,5,-0.031805,-0.022062,-8.94522,0.175167
STAGE28B_REJECT,drop_year_2024,categorical,75,0.75,5.258854,2.771178,1.681807,1.575078,0.86414,103.95424,0.786667,3,4,-0.080234,0.028385,-23.66137,0.146172
STAGE28B_REJECT,drop_month_8,categorical,89,0.89,5.186915,2.731097,1.667745,1.675851,1.04714,119.24918,0.797753,4,5,-0.120315,0.014323,-8.36643,0.146033
STAGE28B_REJECT,drop_month_10,categorical,91,0.91,5.397557,2.736417,1.577918,1.56721,1.04071,111.35114,0.802198,3,5,-0.114995,-0.075504,-16.26447,0.106183
STAGE28B_REJECT,drop_dow_1,categorical,77,0.77,5.390089,2.689043,1.489646,1.561513,1.04714,85.26409,0.831169,4,5,-0.162369,-0.163776,-42.35152,0.050528
STAGE28B_REJECT,drop_dow_2,categorical,84,0.84,5.005192,2.605038,1.56012,1.530894,1.03407,104.60882,0.797619,4,5,-0.246374,-0.093302,-23.00679,0.032775
STAGE28B_REJECT,drop_prior_day_aligned_False,categorical,54,0.54,4.826781,2.631735,1.645394,1.355711,0.906575,75.12602,0.777778,4,5,-0.219677,-0.008028,-52.48959,0.029094
STAGE28B_REJECT,keep_prior_day_aligned_True,categorical,54,0.54,4.826781,2.631735,1.645394,1.355711,0.906575,75.12602,0.777778,4,5,-0.219677,-0.008028,-52.48959,0.029094
STAGE28B_REJECT,drop_dow_4,categorical,80,0.8,5.111814,2.576435,1.469962,1.493657,0.906575,90.52182,0.8,3,5,-0.274977,-0.18346,-37.09379,-0.014729
STAGE28B_REJECT,asia_eff_keep_le_q65,numeric_quantile,65,0.65,5.013278,2.539077,1.484708,1.272135,0.89029,77.11968,0.784615,3,5,-0.312335,-0.168714,-50.49593,-0.067845
STAGE28B_REJECT,drop_month_5,categorical,89,0.89,4.976616,2.488054,1.410312,1.466404,0.89029,96.48767,0.797753,4,5,-0.363358,-0.24311,-31.12794,-0.071983
STAGE28B_REJECT,drop_year_2025,categorical,81,0.81,5.609029,2.570174,1.31139,1.401664,0.85343,77.11421,0.814815,3,4,-0.281238,-0.342032,-50.5014,-0.078417
STAGE28B_REJECT,asia_eff_keep_le_q60,numeric_quantile,60,0.6,4.857611,2.483668,1.461504,1.227501,0.86929,70.31946,0.783333,3,5,-0.367744,-0.191918,-57.29615,-0.108935
STAGE28B_REJECT,asia_eff_keep_ge_q70,numeric_quantile,30,0.3,5.244989,2.614504,1.409712,1.024678,1.01136,30.38664,0.833333,5,5,-0.236908,-0.24371,-97.22897,-0.11102
STAGE28B_REJECT,london_eff_keep_le_q65,numeric_quantile,65,0.65,5.049155,2.47215,1.356156,1.31897,0.92286,65.80334,0.815385,3,5,-0.379262,-0.297266,-61.81227,-0.129502
STAGE28B_REJECT,asia_eff_keep_le_q40,numeric_quantile,40,0.4,4.934904,2.464703,1.41245,0.977604,0.544645,45.05232,0.775,3,5,-0.386709,-0.240972,-82.56329,-0.17967
STAGE28B_REJECT,london_eff_keep_ge_q80,numeric_quantile,20,0.2,4.775054,2.341453,1.334656,0.949518,0.927785,20.3154,0.8,4,5,-0.509959,-0.318766,-107.30021,-0.272684
STAGE28B_REJECT,drop_month_3,categorical,87,0.87,4.571767,2.192423,1.188239,1.34387,0.99143,76.3502,0.793103,3,5,-0.658989,-0.465183,-51.26541,-0.291019
STAGE28B_REJECT,keep_dow_3,categorical,19,0.19,5.828282,2.397255,0.91371,0.930222,0.85343,12.25363,0.894737,4,4,-0.454157,-0.739712,-115.36198,-0.377251
STAGE28B_REJECT,london_eff_keep_le_q60,numeric_quantile,60,0.6,4.34143,2.065421,1.099813,1.111915,0.906575,47.62305,0.8,3,5,-0.785991,-0.553609,-79.99256,-0.422991
STAGE28B_REJECT,drop_year_2026,categorical,96,0.96,4.34431,2.002397,1.02148,1.274056,0.957145,69.09404,0.802083,3,4,-0.849015,-0.631942,-58.52157,-0.432531
STAGE28B_REJECT,london_eff_keep_le_q35,numeric_quantile,35,0.35,4.309421,2.101664,1.13011,0.95658,0.85343,28.81174,0.8,4,5,-0.749748,-0.523312,-98.80387,-0.433393
STAGE28B_REJECT,london_eff_keep_ge_q70,numeric_quantile,30,0.3,4.280136,2.095342,1.180282,0.853081,1.034715,26.54013,0.766667,4,5,-0.75607,-0.47314,-101.07548,-0.439211
STAGE28B_REJECT,london_eff_keep_ge_q75,numeric_quantile,25,0.25,4.163561,2.04472,1.155583,0.853615,0.99143,21.49943,0.76,4,5,-0.806692,-0.497839,-106.11618,-0.471821
STAGE28B_REJECT,keep_month_12,categorical,3,0.03,4.21668,2.079489,1.318847,0.0,1.04071,3.29703,0.666667,2,3,-0.771923,-0.334575,-124.31858,-0.546238
STAGE28B_REJECT,london_eff_keep_le_q40,numeric_quantile,40,0.4,3.93076,1.874047,0.975951,0.877736,0.7615,27.05592,0.8,4,5,-0.977365,-0.677471,-100.55969,-0.591395
STAGE28B_REJECT,asia_eff_keep_le_q35,numeric_quantile,35,0.35,3.830341,1.68263,0.835336,0.816497,0.55729,18.50462,0.771429,3,5,-1.168782,-0.818086,-109.11099,-0.731403
STAGE28B_REJECT,london_eff_keep_le_q30,numeric_quantile,30,0.3,3.739992,1.688418,0.803126,0.727968,0.85,15.43587,0.8,4,5,-1.162994,-0.850296,-112.17974,-0.754241
STAGE28B_REJECT,keep_dow_0,categorical,22,0.22,2.787046,1.488077,0.9192,0.569066,1.11207,12.90988,0.727273,3,5,-1.363335,-0.734222,-114.70573,-0.837407
STAGE28B_REJECT,asia_range_keep_le_q80,numeric_quantile,80,0.8,3.843659,1.424703,0.513903,0.900688,0.84743,22.2261,0.8,2,4,-1.426709,-1.139519,-105.38951,-0.908772
STAGE28B_REJECT,asia_eff_keep_le_q30,numeric_quantile,30,0.3,3.213469,1.432049,0.741737,0.575804,0.513145,11.7119,0.733333,3,5,-1.419363,-0.911685,-115.90371,-0.910848
STAGE28B_REJECT,asia_eff_keep_ge_q80,numeric_quantile,20,0.2,3.292459,1.468518,0.644418,0.557347,0.927785,7.27413,0.8,4,4,-1.382894,-1.009004,-120.34148,-0.931401
STAGE28B_REJECT,prior_day_range_keep_le_q75,numeric_quantile,75,0.75,3.195204,1.333599,0.594136,0.805676,0.69529,20.41699,0.773333,3,5,-1.517813,-1.059286,-107.19862,-0.94245
STAGE28B_REJECT,asia_eff_keep_ge_q75,numeric_quantile,25,0.25,3.360681,1.433864,0.592576,0.630333,0.92286,8.16578,0.8,4,4,-1.417548,-1.060846,-119.44983,-0.9491
STAGE28B_REJECT,prior_day_range_keep_le_q65,numeric_quantile,65,0.65,3.234695,1.320543,0.576581,0.779052,0.66957,16.64124,0.769231,3,5,-1.530869,-1.076841,-110.97437,-0.962586
STAGE28B_REJECT,london_eff_keep_le_q20,numeric_quantile,20,0.2,2.876833,1.362636,0.696879,0.481007,0.85,6.93614,0.75,3,5,-1.488776,-0.956543,-120.67947,-0.974761
STAGE28B_REJECT,prior_day_range_keep_le_q80,numeric_quantile,80,0.8,3.008074,1.261313,0.569176,0.754663,0.73343,18.01202,0.7625,3,5,-1.590099,-1.084246,-109.60359,-0.987619
STAGE28B_REJECT,prior_day_range_keep_le_q60,numeric_quantile,60,0.6,3.207246,1.310647,0.575089,0.639018,0.651355,14.97459,0.766667,3,5,-1.540765,-1.078333,-112.64102,-0.990991
STAGE28B_REJECT,prior_day_range_keep_le_q40,numeric_quantile,40,0.4,3.097941,1.313782,0.607581,0.563252,0.582785,10.58842,0.75,3,5,-1.53763,-1.045841,-117.02719,-1.001198
STAGE28B_REJECT,prior_day_range_keep_le_q35,numeric_quantile,35,0.35,2.976949,1.266329,0.585391,0.535055,0.66957,8.06949,0.742857,3,5,-1.585083,-1.068031,-119.54612,-1.035938
STAGE28B_REJECT,asia_range_keep_le_q75,numeric_quantile,75,0.75,3.429454,1.229363,0.417144,0.790701,0.77157,12.0033,0.786667,1,4,-1.622049,-1.236278,-115.61231,-1.0447
STAGE28B_REJECT,london_eff_keep_le_q25,numeric_quantile,25,0.25,2.882215,1.267244,0.590394,0.496651,0.67643,5.99221,0.76,3,5,-1.584168,-1.063028,-121.6234,-1.044786
STAGE28B_REJECT,asia_eff_keep_le_q25,numeric_quantile,25,0.25,2.87028,1.244337,0.623742,0.472335,0.49429,5.78155,0.72,3,5,-1.607075,-1.02968,-121.83406,-1.048737
STAGE28B_REJECT,prior_day_range_keep_le_q70,numeric_quantile,70,0.7,2.851785,1.165897,0.508572,0.654951,0.651355,10.15327,0.757143,3,5,-1.685515,-1.14485,-117.46234,-1.068694
STAGE28B_REJECT,asia_range_keep_le_q70,numeric_quantile,70,0.7,3.417543,1.168929,0.361249,0.794448,0.68586,8.05131,0.785714,1,4,-1.682483,-1.292173,-119.5643,-1.090602
STAGE28B_REJECT,london_range_keep_le_q80,numeric_quantile,80,0.8,3.01883,1.118156,0.398685,0.7294,0.772215,7.36518,0.775,2,4,-1.733256,-1.254737,-120.25043,-1.106976
STAGE28B_REJECT,asia_range_keep_le_q65,numeric_quantile,65,0.65,3.392674,1.119227,0.320554,0.714359,0.66957,5.19517,0.784615,1,4,-1.732185,-1.332868,-122.42044,-1.13969
STAGE28B_REJECT,prior_day_range_keep_le_q20,numeric_quantile,20,0.2,2.561574,1.091078,0.497258,0.447896,0.84786,1.80846,0.75,2,4,-1.760334,-1.156164,-125.80715,-1.161815
STAGE28B_REJECT,keep_month_11,categorical,8,0.08,1.937608,1.065422,0.692512,0.146969,0.648785,0.85161,0.625,1,4,-1.78599,-0.96091,-126.764,-1.165923
STAGE28B_REJECT,keep_month_9,categorical,7,0.07,2.781572,1.136186,0.556656,0.162425,0.53243,0.91801,0.714286,3,4,-1.715226,-1.096766,-126.6976,-1.173018
STAGE28B_REJECT,asia_eff_keep_le_q20,numeric_quantile,20,0.2,2.272146,1.033283,0.564955,0.327203,0.378145,0.78755,0.65,3,5,-1.818129,-1.088467,-126.82806,-1.185618
STAGE28B_REJECT,asia_range_keep_le_q60,numeric_quantile,60,0.6,3.44061,1.065209,0.265125,0.666383,0.595215,2.52192,0.783333,1,4,-1.786203,-1.388297,-125.09369,-1.190323
STAGE28B_REJECT,london_range_keep_le_q75,numeric_quantile,75,0.75,2.700524,0.97128,0.328762,0.605732,0.67643,-1.79025,0.76,1,4,-1.880132,-1.32466,-129.40586,-1.215098
STAGE28B_REJECT,prior_day_range_keep_le_q30,numeric_quantile,30,0.3,2.585202,1.01656,0.406793,0.451668,0.651785,0.44261,0.733333,3,4,-1.834852,-1.246629,-127.173,-1.216922
STAGE28B_REJECT,keep_year_2023,categorical,25,0.25,3.346548,1.073887,0.305887,0.470841,0.67643,1.25717,0.76,1,1,-1.777525,-1.347535,-126.35844,-1.221021
STAGE28B_REJECT,prior_day_range_keep_le_q25,numeric_quantile,25,0.25,2.261672,0.968746,0.428944,0.41042,0.77286,-0.82668,0.76,1,4,-1.882666,-1.224478,-128.44229,-1.24048
STAGE28B_REJECT,london_range_keep_le_q70,numeric_quantile,70,0.7,2.681445,0.923332,0.288086,0.562,0.651355,-4.38043,0.757143,1,4,-1.92808,-1.365336,-131.99604,-1.257937
STAGE28B_REJECT,london_range_keep_le_q65,numeric_quantile,65,0.65,2.688941,0.898086,0.265975,0.553531,0.63314,-5.32354,0.753846,1,4,-1.953326,-1.387447,-132.93915,-1.279701
STAGE28B_REJECT,keep_month_7,categorical,12,0.12,1.75445,0.807936,0.411711,0.3044,0.95286,-3.19974,0.666667,3,4,-2.043476,-1.241711,-130.81535,-1.340418
STAGE28B_REJECT,london_range_keep_le_q60,numeric_quantile,60,0.6,2.265054,0.696249,0.164253,0.402642,0.513145,-15.86669,0.733333,1,4,-2.155163,-1.489169,-143.4823,-1.426178
STAGE28B_REJECT,asia_range_keep_le_q40,numeric_quantile,40,0.4,2.897315,0.730755,0.103941,0.40254,0.459145,-7.26557,0.75,1,4,-2.120657,-1.549481,-134.88118,-1.438759
STAGE28B_REJECT,keep_year_2022,categorical,27,0.27,2.41538,0.710625,0.143425,0.329347,0.49429,-6.3259,0.777778,0,1,-2.140787,-1.509997,-133.94151,-1.453451
STAGE28B_REJECT,asia_range_keep_le_q35,numeric_quantile,35,0.35,2.412197,0.596194,0.090727,0.291667,0.37471,-10.8967,0.714286,1,4,-2.255218,-1.562695,-138.51231,-1.522407
STAGE28B_REJECT,keep_month_1,categorical,7,0.07,1.540263,0.520871,0.106889,0.158869,0.69529,-3.98786,0.714286,2,3,-2.330541,-1.546533,-131.60347,-1.585373
STAGE28B_REJECT,asia_range_keep_le_q30,numeric_quantile,30,0.3,1.876465,0.427296,0.055665,0.209562,0.25793,-15.45442,0.666667,1,4,-2.424116,-1.597757,-143.07003,-1.623745
STAGE28B_REJECT,london_range_keep_le_q40,numeric_quantile,40,0.4,1.361104,0.381086,0.090126,0.1966,0.25793,-29.70063,0.625,0,4,-2.470326,-1.563296,-157.31624,-1.631146
STAGE28B_REJECT,london_range_keep_le_q35,numeric_quantile,35,0.35,1.442595,0.380644,0.085445,0.173997,0.25386,-24.48666,0.628571,1,4,-2.470768,-1.567977,-152.10227,-1.638639
STAGE28B_REJECT,london_range_keep_le_q30,numeric_quantile,30,0.3,1.550612,0.377507,0.069498,0.202216,0.25793,-19.5573,0.633333,2,4,-2.473905,-1.583924,-147.17291,-1.643102
STAGE28B_REJECT,asia_range_keep_le_q20,numeric_quantile,20,0.2,1.978646,0.394062,0.028609,0.17157,0.24743,-10.08317,0.7,1,3,-2.45735,-1.624813,-137.69878,-1.657516
STAGE28B_REJECT,london_range_keep_le_q25,numeric_quantile,25,0.25,1.431431,0.354342,0.07076,0.150091,0.262,-17.97976,0.6,2,4,-2.49707,-1.582662,-145.59537,-1.663466
STAGE28B_REJECT,asia_range_keep_le_q25,numeric_quantile,25,0.25,1.649161,0.332066,0.030728,0.177907,0.241,-15.82322,0.64,1,4,-2.519346,-1.622694,-143.43883,-1.681328
STAGE28B_REJECT,london_range_keep_le_q20,numeric_quantile,20,0.2,1.185847,0.263427,0.027048,0.118999,0.23007,-17.86601,0.6,0,2,-2.587985,-1.626374,-145.48162,-1.724656
