decision,gate_name,gate_kind,retained_events,retained_ratio,pf_x1,pf_x4,pf_x6,boot_pf_p05_x4,median_x4,total_x4,win_rate_x4,years_positive_x4,year_count,improvement_pf_x4,improvement_pf_x6,improvement_total_x4,rank_score
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q40__AND__prior_day_range_keep_ge_q25,pairwise_combo,44,0.44,48.873864,30.319735,20.405867,8.601947,2.034355,152.44063,0.977273,5,5,27.468323,18.752445,24.82502,18.858479
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q40__AND__prior_day_range_keep_ge_q30,pairwise_combo,43,0.43,48.372258,30.121381,20.353015,7.163627,2.14814,151.40934,0.976744,5,5,27.269969,18.699593,23.79373,18.752864
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q60__AND__prior_day_range_keep_ge_q25,pairwise_combo,32,0.32,42.948899,28.014756,20.539433,6.821926,2.644215,140.45647,0.96875,5,5,25.163344,18.886011,12.84086,17.855308
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q60__AND__prior_day_range_keep_ge_q30,pairwise_combo,32,0.32,42.948899,28.014756,20.539433,6.821926,2.644215,140.45647,0.96875,5,5,25.163344,18.886011,12.84086,17.855308
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q40__AND__prior_day_range_keep_ge_q35,pairwise_combo,41,0.41,45.460372,28.201462,19.071599,7.563127,2.14814,141.4272,0.97561,5,5,25.35005,17.418177,13.81159,17.503476
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q40__AND__prior_day_range_keep_ge_q40,pairwise_combo,39,0.39,43.751078,27.241267,18.978681,6.129097,2.14814,136.43491,0.974359,5,5,24.389855,17.325259,8.8193,17.042512
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q60__AND__prior_day_range_keep_ge_q35,pairwise_combo,31,0.31,40.451443,26.223619,19.113973,7.572656,2.593,131.1439,0.967742,5,5,23.372207,17.460551,3.52829,16.621158
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,london_range_keep_ge_q70,numeric_quantile,30,0.3,17.866251,12.192099,9.412819,4.466266,2.771285,131.99604,0.933333,5,5,9.340687,7.759397,4.38043,7.316068
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q35__AND__prior_day_range_keep_ge_q25,pairwise_combo,48,0.48,19.704176,11.696652,7.974165,4.566486,1.736715,146.02995,0.9375,5,5,8.84524,6.320743,18.41434,6.685554
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q35__AND__prior_day_range_keep_ge_q30,pairwise_combo,47,0.47,19.505995,11.621111,7.953614,4.713368,1.849,144.99866,0.93617,5,5,8.769699,6.300192,17.38305,6.666927
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q35__AND__prior_day_range_keep_ge_q35,pairwise_combo,44,0.44,18.142368,10.802859,7.403034,4.62463,1.884785,133.82795,0.931818,5,5,7.951447,5.749612,6.21234,6.118729
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q35__AND__prior_day_range_keep_ge_q40,pairwise_combo,42,0.42,17.467036,10.437176,7.244813,4.948827,1.884785,128.83566,0.928571,5,5,7.585764,5.591391,1.22005,5.954335
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q40__AND__drop_year_2022,pairwise_combo,50,0.5,16.171182,10.163321,7.138127,4.263115,2.079145,152.96332,0.94,4,4,7.311909,5.484705,25.34771,5.700238
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,london_range_keep_ge_q60,numeric_quantile,40,0.4,14.695806,9.595357,7.098652,4.236101,2.175145,143.4823,0.925,5,5,6.743945,5.44523,15.86669,5.423759
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q60__AND__asia_range_keep_ge_q25,pairwise_combo,38,0.38,14.419996,9.497395,7.132443,3.901315,2.26129,141.84701,0.921053,5,5,6.645983,5.479021,14.2314,5.338596
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q60__AND__drop_year_2022,pairwise_combo,38,0.38,14.379143,9.46425,7.057007,4.037714,2.26129,141.29373,0.921053,4,4,6.612838,5.403585,13.67812,5.32151
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q60__AND__asia_range_keep_ge_q30,pairwise_combo,37,0.37,14.236127,9.411123,7.09306,3.870577,2.33929,140.40687,0.918919,5,5,6.559711,5.439638,12.79126,5.282848
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q60__AND__asia_range_keep_ge_q35,pairwise_combo,35,0.35,13.89785,9.26248,7.035523,4.0551,2.593,137.92558,0.914286,5,5,6.411068,5.382101,10.30997,5.225376
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q60__AND__asia_range_keep_ge_q40,pairwise_combo,34,0.34,13.763347,9.216259,7.031714,3.786774,2.644215,137.15401,0.911765,5,5,6.364847,5.378292,9.5384,5.162685
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q65__AND__asia_range_keep_ge_q25,pairwise_combo,33,0.33,13.253848,8.865804,6.757668,4.146692,2.593,131.30386,0.909091,5,5,6.014392,5.104246,3.68825,4.976254
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,london_range_keep_ge_q65,numeric_quantile,35,0.35,13.529657,8.963766,6.726701,3.723997,2.167,132.93915,0.914286,5,5,6.112354,5.073279,5.32354,4.948643
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q65__AND__drop_year_2022,pairwise_combo,33,0.33,13.212994,8.832659,6.685056,4.087372,2.593,130.75058,0.909091,4,4,5.981247,5.031634,3.13497,4.930657
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q65__AND__asia_range_keep_ge_q30,pairwise_combo,32,0.32,13.069979,8.779532,6.718284,3.867546,2.644215,129.86372,0.90625,5,5,5.92812,5.064862,2.24811,4.883244
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q40__AND__asia_range_keep_ge_q60,pairwise_combo,31,0.31,13.043023,8.820563,6.791979,3.369949,2.72586,130.54866,0.903226,5,5,5.969151,5.138557,2.93305,4.848677
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,london_range_keep_ge_q40,numeric_quantile,60,0.6,14.160704,8.512549,5.657518,3.883278,1.519545,157.31624,0.933333,5,5,5.661137,4.004096,29.70063,4.461232
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q40__AND__asia_range_keep_ge_q25,pairwise_combo,52,0.52,13.30669,8.230961,5.792624,3.872736,1.98143,151.41966,0.923077,5,5,5.379549,4.139202,23.80405,4.369468
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q40__AND__asia_range_keep_ge_q30,pairwise_combo,49,0.49,12.962511,8.10624,5.81715,3.951484,2.116,148.80794,0.918367,5,5,5.254828,4.163728,21.19233,4.331014
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q40__AND__asia_range_keep_ge_q35,pairwise_combo,46,0.46,12.57545,7.947238,5.765424,3.85412,2.1535,145.47836,0.913043,5,5,5.095826,4.112002,17.86275,4.22784
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q40__AND__asia_range_keep_ge_q40,pairwise_combo,45,0.45,12.466638,7.910392,5.762413,3.351516,2.15886,144.70679,0.911111,5,5,5.05898,4.108991,17.09118,4.134466
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q20__AND__prior_day_range_keep_ge_q40,pairwise_combo,48,0.48,13.757878,8.083253,5.377578,3.294053,1.736715,129.79508,0.916667,5,5,5.231841,3.724156,2.17947,4.089683
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q25__AND__prior_day_range_keep_ge_q40,pairwise_combo,47,0.47,13.544526,7.976103,5.320082,3.677939,1.62443,127.83165,0.914894,5,5,5.124691,3.66666,0.21604,4.0813
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q30__AND__prior_day_range_keep_ge_q25,pairwise_combo,53,0.53,12.909943,7.481465,4.985025,3.492342,1.56186,141.10059,0.90566,5,5,4.630053,3.331603,13.48498,3.733356
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q30__AND__prior_day_range_keep_ge_q30,pairwise_combo,52,0.52,12.783956,7.434093,4.972331,3.340981,1.593145,140.0693,0.903846,4,5,4.582681,3.318909,12.45369,3.685026
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__asia_range_keep_ge_q30__AND__prior_day_range_keep_ge_q25,pairwise_combo,51,0.51,12.157356,7.167732,4.814575,3.543048,1.849,138.60042,0.901961,4,5,4.31632,3.161153,10.98481,3.547647
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__asia_range_keep_ge_q30__AND__prior_day_range_keep_ge_q30,pairwise_combo,51,0.51,12.157356,7.167732,4.814575,3.543048,1.849,138.60042,0.901961,4,5,4.31632,3.161153,10.98481,3.547647
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__asia_range_keep_ge_q35__AND__prior_day_range_keep_ge_q25,pairwise_combo,47,0.47,11.715683,7.016146,4.83838,3.161091,1.92057,135.19399,0.893617,4,5,4.164734,3.184958,7.57838,3.427281
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__asia_range_keep_ge_q35__AND__prior_day_range_keep_ge_q30,pairwise_combo,47,0.47,11.715683,7.016146,4.83838,3.161091,1.92057,135.19399,0.893617,4,5,4.164734,3.184958,7.57838,3.427281
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q20__AND__prior_day_range_keep_ge_q35,pairwise_combo,51,0.51,12.192088,7.033191,4.638268,3.458549,1.62443,131.34173,0.901961,4,5,4.181779,2.984846,3.72612,3.421537
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__asia_range_keep_ge_q40__AND__prior_day_range_keep_ge_q25,pairwise_combo,43,0.43,11.305764,6.888895,4.898717,3.16627,2.14814,132.33443,0.883721,4,5,4.037483,3.245295,4.71882,3.386896
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__asia_range_keep_ge_q40__AND__prior_day_range_keep_ge_q30,pairwise_combo,43,0.43,11.305764,6.888895,4.898717,3.16627,2.14814,132.33443,0.883721,4,5,4.037483,3.245295,4.71882,3.386896
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q35__AND__drop_year_2022,pairwise_combo,53,0.53,11.120248,6.794204,4.735679,3.523903,1.92057,145.69921,0.90566,4,4,3.942792,3.082257,18.0836,3.354019
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q30__AND__prior_day_range_keep_ge_q35,pairwise_combo,49,0.49,11.917077,6.920966,4.628997,3.262577,1.62443,128.89859,0.897959,4,5,4.069554,2.975575,1.28298,3.337858
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q35__AND__asia_range_keep_ge_q25,pairwise_combo,56,0.56,11.182203,6.821417,4.750926,3.22589,1.736715,149.85655,0.910714,5,5,3.970005,3.097504,22.24094,3.327637
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q25__AND__prior_day_range_keep_ge_q35,pairwise_combo,50,0.5,12.009676,6.943001,4.590206,3.066557,1.593145,129.3783,0.9,4,5,4.091589,2.936784,1.76269,3.307234
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q35__AND__asia_range_keep_ge_q30,pairwise_combo,53,0.53,10.901037,6.719961,4.762714,3.299386,1.92057,147.24483,0.90566,5,5,3.868549,3.109292,19.62922,3.295043
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q35__AND__asia_range_keep_ge_q35,pairwise_combo,49,0.49,10.491956,6.557465,4.715468,3.065291,2.116,143.06182,0.897959,5,5,3.706053,3.062046,15.44621,3.170631
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q35__AND__asia_range_keep_ge_q40,pairwise_combo,48,0.48,10.403065,6.527492,4.713023,3.126778,2.13207,142.29025,0.895833,5,5,3.67608,3.059601,14.67464,3.165133
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q20__AND__prior_day_range_keep_ge_q30,pairwise_combo,55,0.55,11.33024,6.483019,4.28363,3.112412,1.56186,138.9419,0.890909,4,5,3.631607,2.630208,11.32629,3.017647
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q25__AND__prior_day_range_keep_ge_q25,pairwise_combo,56,0.56,11.349763,6.456252,4.192015,3.212313,1.42857,138.26362,0.892857,5,5,3.60484,2.538593,10.64801,2.993603
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q25__AND__prior_day_range_keep_ge_q30,pairwise_combo,54,0.54,11.171975,6.405537,4.242326,3.239184,1.501,136.97847,0.888889,4,5,3.554125,2.588904,9.36286,2.988905
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q20__AND__prior_day_range_keep_ge_q25,pairwise_combo,59,0.59,11.619708,6.483799,4.053329,3.319281,1.417,140.25348,0.881356,5,5,3.632387,2.399907,12.63787,2.981938
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__asia_range_keep_ge_q25__AND__prior_day_range_keep_ge_q25,pairwise_combo,55,0.55,11.080764,6.374803,4.228129,3.206314,1.56186,138.49293,0.890909,4,5,3.523391,2.574707,10.87732,2.966385
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__asia_range_keep_ge_q25__AND__prior_day_range_keep_ge_q30,pairwise_combo,55,0.55,11.080764,6.374803,4.228129,3.206314,1.56186,138.49293,0.890909,4,5,3.523391,2.574707,10.87732,2.966385
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,london_range_keep_ge_q35,numeric_quantile,65,0.65,10.541893,6.174754,4.079937,3.113345,1.417,152.10227,0.907692,5,5,3.323342,2.426515,24.48666,2.82296
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q20__AND__asia_range_keep_ge_q25,pairwise_combo,63,0.63,10.081847,6.025711,4.098984,2.975394,1.56186,152.85483,0.904762,5,5,3.174299,2.445562,25.23922,2.739912
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__asia_range_keep_ge_q30__AND__london_range_keep_ge_q20,pairwise_combo,60,0.6,9.842916,5.93984,4.104609,2.967776,1.736715,150.24311,0.9,5,5,3.088428,2.451187,22.6275,2.700315
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__asia_range_keep_ge_q35__AND__london_range_keep_ge_q20,pairwise_combo,56,0.56,9.495283,5.802307,4.064942,3.285354,1.913715,146.0601,0.892857,5,5,2.950895,2.41152,18.44449,2.672162
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q25__AND__asia_range_keep_ge_q25,pairwise_combo,61,0.61,9.861405,5.919977,4.04724,2.943152,1.56186,149.63897,0.901639,5,5,3.068565,2.393818,22.02336,2.670972
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q30__AND__asia_range_keep_ge_q25,pairwise_combo,59,0.59,9.711822,5.870423,4.063417,3.01248,1.62443,148.13183,0.898305,5,5,3.019011,2.409995,20.51622,2.662925
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__asia_range_keep_ge_q30__AND__drop_year_2022,pairwise_combo,56,0.56,9.628616,5.841245,4.042935,3.100349,1.913715,144.64827,0.892857,4,4,2.989833,2.389513,17.03266,2.655331
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__asia_range_keep_ge_q25__AND__drop_year_2022,pairwise_combo,59,0.59,9.872981,5.928657,4.037679,2.736226,1.849,147.25999,0.898305,4,4,3.077245,2.384257,19.64438,2.639971
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q25__AND__asia_range_keep_ge_q30,pairwise_combo,58,0.58,9.622474,5.834106,4.052527,2.97669,1.736715,147.02725,0.896552,5,5,2.982694,2.399105,19.41164,2.637447
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q30__AND__drop_year_2022,pairwise_combo,56,0.56,9.622109,5.828447,4.041959,2.832914,1.87793,143.97449,0.892857,4,4,2.977035,2.388537,16.35888,2.609164
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q30__AND__asia_range_keep_ge_q30,pairwise_combo,56,0.56,9.47289,5.784553,4.068844,2.893113,1.87793,145.52011,0.892857,5,5,2.933141,2.415422,17.9045,2.606507
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q25__AND__asia_range_keep_ge_q35,pairwise_combo,54,0.54,9.274841,5.696573,4.01286,3.066146,1.913715,142.84424,0.888889,5,5,2.845161,2.359438,15.22863,2.575076
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__asia_range_keep_ge_q40__AND__london_range_keep_ge_q20,pairwise_combo,54,0.54,9.333046,5.742721,4.053117,2.844002,1.942,144.24782,0.888889,5,5,2.891309,2.399695,16.63221,2.574598
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__asia_range_keep_ge_q35__AND__drop_year_2022,pairwise_combo,53,0.53,9.353805,5.729807,4.007453,2.881296,1.96343,141.31869,0.886792,4,4,2.878395,2.354031,13.70308,2.560181
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__drop_year_2022__AND__prior_day_range_keep_ge_q30,pairwise_combo,55,0.55,10.176243,5.755196,3.80237,2.911756,1.56186,134.65782,0.872727,4,4,2.903784,2.148948,7.04221,2.515651
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q30__AND__asia_range_keep_ge_q35,pairwise_combo,52,0.52,9.125258,5.64702,4.028925,2.731432,1.98143,141.3371,0.884615,5,5,2.795608,2.375503,13.72149,2.506389
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__asia_range_keep_ge_q40__AND__drop_year_2022,pairwise_combo,51,0.51,9.184697,5.666642,3.993392,2.746841,2.04229,139.43141,0.882353,4,4,2.81523,2.33997,11.8158,2.506371
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q25__AND__asia_range_keep_ge_q40,pairwise_combo,52,0.52,9.112604,5.636987,4.001035,2.740342,1.98143,141.03196,0.884615,5,5,2.785575,2.347613,13.41635,2.494844
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q30__AND__asia_range_keep_ge_q40,pairwise_combo,50,0.5,8.963021,5.587434,4.017025,2.779907,2.079145,139.52482,0.88,5,5,2.736022,2.363603,11.90921,2.482277
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__prior_day_range_keep_ge_q25__AND__drop_year_2022,pairwise_combo,58,0.58,10.325327,5.708151,3.580721,3.188832,1.38507,134.63382,0.844828,4,4,2.856739,1.927299,7.01821,2.471047
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q25__AND__drop_year_2022,pairwise_combo,60,0.6,8.848741,5.234077,3.49371,2.630614,1.593145,141.36952,0.883333,4,4,2.382665,1.840288,13.75391,2.148878
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,london_range_keep_ge_q30,numeric_quantile,70,0.7,8.580378,4.923453,3.201741,2.568324,1.367715,147.17291,0.885714,5,5,2.072041,1.548319,19.5573,1.917163
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,combo__london_range_keep_ge_q20__AND__drop_year_2022,pairwise_combo,64,0.64,8.345108,4.812691,3.145282,2.646212,1.501,140.99377,0.859375,4,4,1.961279,1.49186,13.37816,1.859065
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,london_range_keep_ge_q25,numeric_quantile,75,0.75,8.092442,4.544052,2.862141,2.617196,1.18857,145.59537,0.88,5,5,1.69264,1.208719,17.97976,1.654383
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,asia_range_keep_ge_q30,numeric_quantile,70,0.7,7.664969,4.410995,2.897647,2.419204,1.367715,143.07003,0.871429,4,5,1.559583,1.244225,15.45442,1.57296
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,asia_range_keep_ge_q35,numeric_quantile,65,0.65,7.363135,4.302333,2.888703,2.211631,1.47723,138.51231,0.861538,4,5,1.450921,1.235281,10.8967,1.487743
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,asia_range_keep_ge_q40,numeric_quantile,60,0.6,7.089817,4.215761,2.902565,2.245642,1.736715,134.88118,0.85,4,5,1.364349,1.249143,7.26557,1.455546
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,london_range_keep_ge_q20,numeric_quantile,80,0.8,7.761859,4.256573,2.614511,2.381533,1.18364,145.48162,0.8625,5,5,1.405161,0.961089,17.86601,1.417879
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,asia_range_keep_ge_q25,numeric_quantile,75,0.75,7.39595,4.17069,2.690452,2.313889,1.25243,143.43883,0.866667,4,5,1.319278,1.03703,15.82322,1.389367
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,prior_day_range_keep_ge_q25,numeric_quantile,75,0.75,7.759849,4.023716,2.354115,2.128189,1.05229,128.44229,0.826667,4,5,1.172304,0.700693,0.82668,1.194473
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,drop_year_2022,categorical,73,0.73,6.97586,3.845688,2.410656,2.134919,1.17871,133.94151,0.821918,4,4,0.994276,0.757234,6.3259,1.131332
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,asia_range_keep_ge_q20,numeric_quantile,80,0.8,6.591974,3.633459,2.288975,2.008039,1.18364,137.69878,0.8375,4,5,0.782047,0.635553,10.08317,0.983793
STAGE28B_GATE_CANDIDATE_REVIEW_ONLY,drop_month_7,categorical,88,0.88,6.821817,3.502731,2.011071,2.023635,1.02936,130.81535,0.829545,4,5,0.651319,0.357649,3.19974,0.847934
STAGE28B_WATCHLIST_ONLY,combo__london_range_keep_ge_q60__AND__prior_day_range_keep_ge_q40,pairwise_combo,30,0.3,39.123526,25.36583,18.491682,6.987487,2.466145,126.68404,0.966667,5,5,22.514418,16.83826,-0.93157,15.847966
STAGE28B_WATCHLIST_ONLY,combo__london_range_keep_ge_q40__AND__prior_day_range_keep_ge_q60,pairwise_combo,31,0.31,38.219992,24.442814,17.581548,7.954341,2.167,121.88505,0.967742,5,5,21.591402,15.928126,-5.73056,15.160069
STAGE28B_WATCHLIST_ONLY,combo__london_range_keep_ge_q35__AND__prior_day_range_keep_ge_q60,pairwise_combo,31,0.31,38.219992,24.442814,17.581548,7.954341,2.167,121.88505,0.967742,5,5,21.591402,15.928126,-5.73056,15.160069
STAGE28B_WATCHLIST_ONLY,prior_day_range_keep_ge_q70,numeric_quantile,30,0.3,27.474946,16.20245,11.569432,6.565645,2.15757,117.46234,0.933333,4,5,13.351038,9.91601,-10.15327,9.64777
STAGE28B_WATCHLIST_ONLY,combo__prior_day_range_keep_ge_q60__AND__london_range_keep_ge_q20,pairwise_combo,34,0.34,21.174,13.265872,9.522947,5.005073,2.055785,121.08305,0.941176,5,5,10.41446,7.869525,-6.53256,7.714365
STAGE28B_WATCHLIST_ONLY,combo__prior_day_range_keep_ge_q60__AND__london_range_keep_ge_q30,pairwise_combo,33,0.33,20.786248,13.066974,9.412258,4.769819,2.14814,119.11962,0.939394,5,5,10.215562,7.758836,-8.49599,7.556627
STAGE28B_WATCHLIST_ONLY,combo__prior_day_range_keep_ge_q60__AND__london_range_keep_ge_q25,pairwise_combo,33,0.33,20.786248,13.066974,9.412258,4.769819,2.14814,119.11962,0.939394,5,5,10.215562,7.758836,-8.49599,7.556627
STAGE28B_WATCHLIST_ONLY,combo__prior_day_range_keep_ge_q65__AND__london_range_keep_ge_q20,pairwise_combo,30,0.3,19.941573,12.721088,9.402152,4.804253,2.15757,115.70519,0.933333,5,5,9.869676,7.74873,-11.91042,7.401611
STAGE28B_WATCHLIST_ONLY,combo__prior_day_range_keep_ge_q65__AND__drop_year_2022,pairwise_combo,30,0.3,19.870434,12.665083,9.353103,4.770879,2.15757,115.15233,0.933333,4,4,9.813671,7.699681,-12.46328,7.356688
STAGE28B_WATCHLIST_ONLY,combo__prior_day_range_keep_ge_q60__AND__drop_year_2022,pairwise_combo,35,0.35,15.719895,9.60054,6.833573,4.321371,1.96343,116.81898,0.914286,4,4,6.749128,5.180151,-10.79663,5.156859
STAGE28B_WATCHLIST_ONLY,combo__prior_day_range_keep_ge_q65__AND__asia_range_keep_ge_q25,pairwise_combo,33,0.33,14.709562,9.133513,6.63144,4.133445,1.96343,113.53433,0.909091,4,5,6.282101,4.978018,-14.08128,4.856868
STAGE28B_WATCHLIST_ONLY,combo__prior_day_range_keep_ge_q65__AND__asia_range_keep_ge_q30,pairwise_combo,31,0.31,14.284685,8.954958,6.563413,3.871643,2.14814,111.0419,0.903226,4,5,6.103546,4.909991,-16.57371,4.715839
STAGE28B_WATCHLIST_ONLY,combo__prior_day_range_keep_ge_q65__AND__asia_range_keep_ge_q35,pairwise_combo,30,0.3,14.109061,8.894187,6.554179,3.69712,2.15757,110.19361,0.9,4,5,6.042775,4.900757,-17.422,4.659044
STAGE28B_WATCHLIST_ONLY,combo__prior_day_range_keep_ge_q65__AND__asia_range_keep_ge_q40,pairwise_combo,30,0.3,14.109061,8.894187,6.554179,3.69712,2.15757,110.19361,0.9,4,5,6.042775,4.900757,-17.422,4.659044
STAGE28B_WATCHLIST_ONLY,combo__london_range_keep_ge_q65__AND__asia_range_keep_ge_q35,pairwise_combo,30,0.3,12.731701,8.630889,6.660748,3.59412,2.771285,127.38243,0.9,5,5,5.779477,5.007326,-0.23318,4.55708
STAGE28B_WATCHLIST_ONLY,combo__london_range_keep_ge_q30__AND__prior_day_range_keep_ge_q40,pairwise_combo,46,0.46,13.436222,7.949924,5.373955,3.526184,1.736715,127.35194,0.913043,5,5,5.098512,3.720533,-0.26367,3.862418
STAGE28B_WATCHLIST_ONLY,combo__asia_range_keep_ge_q60__AND__prior_day_range_keep_ge_q25,pairwise_combo,30,0.3,11.389533,7.384552,5.581418,3.308456,2.710645,119.77835,0.866667,4,5,4.53314,3.927996,-7.83726,3.62958
STAGE28B_WATCHLIST_ONLY,combo__asia_range_keep_ge_q60__AND__prior_day_range_keep_ge_q30,pairwise_combo,30,0.3,11.389533,7.384552,5.581418,3.308456,2.710645,119.77835,0.866667,4,5,4.53314,3.927996,-7.83726,3.62958
STAGE28B_WATCHLIST_ONLY,prior_day_range_keep_ge_q65,numeric_quantile,35,0.35,12.529185,7.522885,5.31966,3.163248,1.92057,110.97437,0.885714,4,5,4.671473,3.666238,-16.64124,3.594021
STAGE28B_WATCHLIST_ONLY,combo__prior_day_range_keep_ge_q60__AND__asia_range_keep_ge_q25,pairwise_combo,35,0.35,12.081522,7.367759,5.299872,3.506068,1.96343,112.51855,0.885714,4,5,4.516347,3.64645,-15.09706,3.569701
