path,exists,status,rows,candidate_filter,rows_after_candidate_filter,time_column_used,rows_after_event_dedup,dedup_removed
data/reports/stage25c_deduped_filter_validation/stage25c_enriched_canonical_trades.csv,True,loaded,100,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,100,entry_time,100,0
