family,name,events,pf_x1,pf_x4,pf_x6,total_x4,median_x4,win_rate_x4,boot_pf_p05_x4,rank_score,decision
session_transition_imbalance_v2,sess_imb_lm1.0_eff0.55_h180_tp08_sl08,405,0.643507124911104,0.29411497905162215,0.17770338180044237,-688.6702499999999,-2.454249999999911,0.35555555555555557,0.21633970534113353,0.9981822256708526,STAGE26B_REJECT
session_transition_imbalance_v2,sess_imb_lm0.75_eff0.55_h180_tp08_sl08,405,0.643507124911104,0.29411497905162215,0.17770338180044237,-688.6702499999999,-2.454249999999911,0.35555555555555557,0.21633970534113353,0.9981822256708526,STAGE26B_REJECT
htf_bias_pullback_v2,htf_pb_lm1.0_eff0.55_pb0.3_h90_tp08_sl08,53,0.567782752126725,0.2580971698436283,0.15012361895679738,-97.47750000000016,-2.676000000000067,0.3018867924528302,0.12475520317038097,0.9951835562146478,STAGE26B_REJECT
htf_bias_pullback_v2,htf_pb_lm0.75_eff0.55_pb0.3_h90_tp08_sl08,53,0.567782752126725,0.2580971698436283,0.15012361895679738,-97.47750000000016,-2.676000000000067,0.3018867924528302,0.12475520317038097,0.9951835562146478,STAGE26B_REJECT
htf_bias_pullback_v2,htf_pb_lm0.75_eff0.55_pb0.3_h180_tp08_sl08,53,0.5419386177528666,0.24933917141837975,0.14587226052299376,-102.09249999999994,-2.741750000000047,0.3018867924528302,0.11540883771909353,0.9575651570495335,STAGE26B_REJECT
htf_bias_pullback_v2,htf_pb_lm1.0_eff0.55_pb0.3_h180_tp08_sl08,53,0.5419386177528666,0.24933917141837975,0.14587226052299376,-102.09249999999994,-2.741750000000047,0.3018867924528302,0.11540883771909353,0.9575651570495335,STAGE26B_REJECT
asia_breakout_pullback_v2,asia_br_pb_ar0.45_hold0.15_h90_tp08_sl08,547,0.6983951521830788,0.3049448229830249,0.1785189226267236,-845.8294999999997,-2.3857500000000527,0.3546617915904936,0.2304521331878666,0.4725925745855142,STAGE26B_REJECT
asia_breakout_pullback_v2,asia_br_pb_ar0.7_hold0.15_h90_tp08_sl08,547,0.6983951521830788,0.3049448229830249,0.1785189226267236,-845.8294999999997,-2.3857500000000527,0.3546617915904936,0.2304521331878666,0.4725925745855142,STAGE26B_REJECT
asia_breakout_pullback_v2,asia_br_pb_ar0.45_hold0.15_h180_tp08_sl08,547,0.6938833406193687,0.30458558505561373,0.17861544930591114,-854.0942500000009,-2.4060000000000854,0.3583180987202925,0.23094675143805765,0.47233388803595866,STAGE26B_REJECT
asia_breakout_pullback_v2,asia_br_pb_ar0.7_hold0.15_h180_tp08_sl08,547,0.6938833406193687,0.30458558505561373,0.17861544930591114,-854.0942500000009,-2.4060000000000854,0.3583180987202925,0.23094675143805765,0.47233388803595866,STAGE26B_REJECT
asia_breakout_pullback_v2,asia_br_pb_ar0.7_hold0.05_h90_tp08_sl08,561,0.7031053222873802,0.3082500195082641,0.18135963045202141,-862.1049999999989,-2.4060000000000854,0.3511586452762923,0.2430739717440582,0.4417384661927505,STAGE26B_REJECT
asia_breakout_pullback_v2,asia_br_pb_ar0.45_hold0.05_h90_tp08_sl08,561,0.7031053222873802,0.3082500195082641,0.18135963045202141,-862.1049999999989,-2.4060000000000854,0.3511586452762923,0.2430739717440582,0.4417384661927505,STAGE26B_REJECT
asia_breakout_pullback_v2,asia_br_pb_ar0.45_hold0.05_h180_tp08_sl08,561,0.6923838157713217,0.30592301964976193,0.1804990004227828,-878.3712500000004,-2.429500000000098,0.35472370766488415,0.24052497521868327,0.43208102497726253,STAGE26B_REJECT
asia_breakout_pullback_v2,asia_br_pb_ar0.7_hold0.05_h180_tp08_sl08,561,0.6923838157713217,0.30592301964976193,0.1804990004227828,-878.3712500000004,-2.429500000000098,0.35472370766488415,0.24052497521868327,0.43208102497726253,STAGE26B_REJECT
htf_bias_pullback_v2,htf_pb_lm0.75_eff0.55_pb0.15_h90_tp08_sl08,36,0.415871382235522,0.20545742620737528,0.12474821032581053,-84.62375000000036,-2.9346250000000054,0.25,0.0768509224317111,-1000000000.0,STAGE26B_REJECT
htf_bias_pullback_v2,htf_pb_lm0.75_eff0.55_pb0.15_h180_tp08_sl08,36,0.415871382235522,0.20545742620737528,0.12474821032581053,-84.62375000000036,-2.9346250000000054,0.25,0.0768509224317111,-1000000000.0,STAGE26B_REJECT
htf_bias_pullback_v2,htf_pb_lm1.0_eff0.7_pb0.15_h90_tp08_sl08,21,0.5187716667076343,0.23514197641458728,0.13335564454393864,-41.6230000000004,-2.676000000000067,0.2857142857142857,0.04530217992916401,-1000000000.0,STAGE26B_REJECT
htf_bias_pullback_v2,htf_pb_lm1.0_eff0.7_pb0.15_h180_tp08_sl08,21,0.5187716667076343,0.23514197641458728,0.13335564454393864,-41.6230000000004,-2.676000000000067,0.2857142857142857,0.04530217992916401,-1000000000.0,STAGE26B_REJECT
htf_bias_pullback_v2,htf_pb_lm0.75_eff0.7_pb0.15_h180_tp08_sl08,21,0.5187716667076343,0.23514197641458728,0.13335564454393864,-41.6230000000004,-2.676000000000067,0.2857142857142857,0.04530217992916401,-1000000000.0,STAGE26B_REJECT
htf_bias_pullback_v2,htf_pb_lm0.75_eff0.7_pb0.15_h90_tp08_sl08,21,0.5187716667076343,0.23514197641458728,0.13335564454393864,-41.6230000000004,-2.676000000000067,0.2857142857142857,0.04530217992916401,-1000000000.0,STAGE26B_REJECT
htf_bias_pullback_v2,htf_pb_lm1.0_eff0.7_pb0.3_h90_tp08_sl08,33,0.8540611498149773,0.3731123443940502,0.20571969569306667,-41.70950000000012,-2.15649999999996,0.3939393939393939,0.1427300896834813,-1000000000.0,STAGE26B_REJECT
htf_bias_pullback_v2,htf_pb_lm1.0_eff0.7_pb0.3_h180_tp08_sl08,33,0.8540611498149773,0.3731123443940502,0.20571969569306667,-41.70950000000012,-2.15649999999996,0.3939393939393939,0.1427300896834813,-1000000000.0,STAGE26B_REJECT
htf_bias_pullback_v2,htf_pb_lm0.75_eff0.7_pb0.3_h180_tp08_sl08,33,0.8540611498149773,0.3731123443940502,0.20571969569306667,-41.70950000000012,-2.15649999999996,0.3939393939393939,0.1427300896834813,-1000000000.0,STAGE26B_REJECT
htf_bias_pullback_v2,htf_pb_lm0.75_eff0.7_pb0.3_h90_tp08_sl08,33,0.8540611498149773,0.3731123443940502,0.20571969569306667,-41.70950000000012,-2.15649999999996,0.3939393939393939,0.1427300896834813,-1000000000.0,STAGE26B_REJECT
htf_bias_pullback_v2,htf_pb_lm1.0_eff0.55_pb0.15_h180_tp08_sl08,36,0.415871382235522,0.20545742620737528,0.12474821032581053,-84.62375000000036,-2.9346250000000054,0.25,0.0768509224317111,-1000000000.0,STAGE26B_REJECT
htf_bias_pullback_v2,htf_pb_lm1.0_eff0.55_pb0.15_h90_tp08_sl08,36,0.415871382235522,0.20545742620737528,0.12474821032581053,-84.62375000000036,-2.9346250000000054,0.25,0.0768509224317111,-1000000000.0,STAGE26B_REJECT
