family,name,events,pf_x1,pf_x4,pf_x6,total_x4,median_x4,win_rate_x4,boot_pf_p05_x4,rank_score,decision
squeeze_release_continuation_v2,squeeze_release_q0.3_lm0.7_h180_tp08_sl08,192,0.8688856440308494,0.37085177394846774,0.2113582066023073,-237.0457500000012,-1.3527499999999235,0.3697916666666667,0.2509083565975744,1.4950751013722048,STAGE26B_REJECT
squeeze_release_continuation_v2,squeeze_release_q0.3_lm0.7_h90_tp08_sl08,192,0.8672290274684428,0.37034025768013284,0.21121347203686408,-237.3685000000017,-1.5650000000000772,0.3645833333333333,0.2505000865652564,1.4931709388208847,STAGE26B_REJECT
session_transition_imbalance_v2,sess_imb_lm0.75_eff0.7_h90_tp08_sl08,215,0.7380266520783999,0.337508571149321,0.1984682067415577,-325.3560000000005,-0.2789999999999053,0.4186046511627907,0.23101204836822192,1.3724857863538609,STAGE26B_REJECT
session_transition_imbalance_v2,sess_imb_lm0.75_eff0.7_h180_tp08_sl08,215,0.7380266520783999,0.337508571149321,0.1984682067415577,-325.3560000000005,-0.2789999999999053,0.4186046511627907,0.23101204836822192,1.3724857863538609,STAGE26B_REJECT
session_transition_imbalance_v2,sess_imb_lm1.0_eff0.7_h180_tp08_sl08,215,0.7380266520783999,0.337508571149321,0.1984682067415577,-325.3560000000005,-0.2789999999999053,0.4186046511627907,0.23101204836822192,1.3724857863538609,STAGE26B_REJECT
session_transition_imbalance_v2,sess_imb_lm1.0_eff0.7_h90_tp08_sl08,215,0.7380266520783999,0.337508571149321,0.1984682067415577,-325.3560000000005,-0.2789999999999053,0.4186046511627907,0.23101204836822192,1.3724857863538609,STAGE26B_REJECT
squeeze_release_continuation_v2,squeeze_release_q0.3_lm1.0_h180_tp08_sl08,154,0.7802005586336366,0.3150502152900433,0.1727620259777129,-209.70200000000034,-2.2651250000000345,0.35714285714285715,0.21474507921186453,1.2615136564035423,STAGE26B_REJECT
squeeze_release_continuation_v2,squeeze_release_q0.3_lm1.0_h90_tp08_sl08,154,0.7777638536154061,0.3144584084416121,0.17261687048088722,-210.02475000000084,-2.2335000000000718,0.35064935064935066,0.21204823716552282,1.2571195639908839,STAGE26B_REJECT
session_transition_imbalance_v2,sess_imb_lm0.75_eff0.55_h90_tp08_sl08,405,0.6603270006140994,0.29970460759864365,0.18059644655869447,-669.7309999999995,-2.4005000000001018,0.3530864197530864,0.21795510438394394,1.0181112932185947,STAGE26B_REJECT
session_transition_imbalance_v2,sess_imb_lm1.0_eff0.55_h90_tp08_sl08,405,0.6603270006140994,0.29970460759864365,0.18059644655869447,-669.7309999999995,-2.4005000000001018,0.3530864197530864,0.21795510438394394,1.0181112932185947,STAGE26B_REJECT
