variant_id,setup,direction,horizon_hours,signal_count,pf_x4,avg_net_x4,win_rate_x4,tail_pf_x4,recent_pf_x4,cost1_pf_x4,max_drawdown_x4,fatal_failed_gates,stage36e_decision,next_action
stage36e_roll48_high_sweep_continuation_long_h12,roll48_high_sweep_continuation,long,12,1107,1.5259731029887167,3.643568202348694,0.5392953929539296,1.5540273638093822,1.5540273638093822,1.357108601928787,-541.0400000000009,drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll48_high_sweep_continuation_long_h8,roll48_high_sweep_continuation,long,8,1108,1.4954656476707742,2.8249277978339444,0.5207581227436823,2.2688841825505506,2.2688841825505506,1.2946910947913663,-420.9599999999971,drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll24_high_sweep_continuation_long_h8,roll24_high_sweep_continuation,long,8,1444,1.4547988193598662,2.583386426592803,0.5242382271468145,0.9340360291299343,0.9340360291299343,1.2566315461017756,-547.2899999999963,tail_pf;recent_pf;drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll12_high_sweep_continuation_long_h12,roll12_high_sweep_continuation,long,12,2141,1.366553107047643,2.5468986454927647,0.523120037365717,1.0595514004006754,1.0595514004006754,1.207942593225107,-697.9999999999968,drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll24_high_sweep_continuation_long_h4,roll24_high_sweep_continuation,long,4,1444,1.346256480070239,1.4584279778393343,0.5290858725761773,1.1219923815034538,1.1219923815034538,1.0973031689638801,-353.949999999998,drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll48_high_sweep_continuation_long_h4,roll48_high_sweep_continuation,long,4,1108,1.3332859781218926,1.4397833935018052,0.5234657039711191,1.5929449272381264,1.5929449272381264,1.091196286869292,-426.9199999999987,drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll12_high_sweep_continuation_long_h8,roll12_high_sweep_continuation,long,8,2142,1.3294166152998739,1.8762044817927215,0.5140056022408963,1.21378283238559,1.21378283238559,1.1414108307753519,-565.2999999999975,win_rate;drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
stage36e_roll12_high_sweep_continuation_long_h4,roll12_high_sweep_continuation,long,4,2142,1.2172491550809292,0.9107983193277325,0.5177404295051354,1.2020757334429482,1.2020757334429482,0.9810358568900475,-381.48999999999637,pf;win_rate;cost1_pf;drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
