signal_id,detected_wall_utc,signal_dt,entry_dt,exit_target_dt,variant,side,session,hour,forward_valid,status,signal_open,signal_high,signal_low,signal_close,pdh,pdl,prev_range,break_above_pdh,close_above_pdh,entry_price,entry_price_source,exit_price,gross_ret,net_x1,net_x2,net_x4,mfe,mae,resolved_wall_utc,authorization
20260616T070000_pdh_breakout_long_h32_cool4,2026-06-16 09:39:04+00:00,2026-06-16 07:00:00+00:00,2026-06-16 07:15:00+00:00,2026-06-16 15:15:00+00:00,pdh_breakout_continuation_long_h32_cool4,LONG,london,7,True,open_shadow,4331.43,4332.91,4328.83,4331.55,4246.42,4170.1,76.31999999999971,86.49,85.13,4331.74,m15_exact_open,4344.94,13.2,12.85,12.5,11.8,16.39,18.32,,RESEARCH_BROKER_TIME_FORWARD_SHADOW_ONLY_NO_ORDER
