variant_id,session_family,direction_mode,horizon_hours,signal_count,pf_x4,avg_net_x4,win_rate_x4,tail_pf_x4,recent_pf_x4,cost1_pf_x4,max_drawdown_x4,fatal_failed_gates,stage36b_decision,next_action
stage36b_ny_late_continuation_h8_atr075,ny_late,continuation,8,1061,1.1764454692641313,0.45334686535352986,0.5193213949104618,1.5412592107610226,1.5412592107610226,0.8231238287098067,-196.64304371092732,pf;win_rate;cost1_pf;drawdown,BACKGROUND_ACCELERATION_ONLY_RESEARCH_ONLY,KEEP_BACKGROUND_ONLY_AND_RERUN_AFTER_NEW_DATA
