path,modified_utc,size_bytes,decisions,key_metrics_json
data/reports/active_shadow_suite/active_shadow_suite.md,2026-06-14T17:55:24+00:00,1605,ACTIVE_SHADOW_SUITE_COMPLETED;STAGE23D_NO_ACTIVE_FORWARD_SIGNAL_RESEARCH_ONLY;STAGE25D_NO_ACTIVE_FILTERED_FORWARD_SIGNAL_RESEARCH_ONLY;STAGE27D_NO_ACTIVE_H1_ATR_FILTERED_FORWARD_SIGNAL_RESEARCH_ONLY;UNIFIED_ACTIVE_NO_SIGNAL_YET,"{""Generated_UTC"": ""`2026-06-14T17:55:24.653865+00:00`""}"
data/reports/stage27d_db_first_h1_atr_filtered_forward_shadow/stage27d_db_first_h1_atr_filtered_forward_shadow.md,2026-06-14T17:55:24+00:00,4260,LATE_DETECTED_ALREADY_RESOLVED;STAGE27D_NO_ACTIVE_H1_ATR_FILTERED_FORWARD_SIGNAL_RESEARCH_ONLY,"{""Candidate"": ""`S27D_H1_ATR_FILTERED_S23B_B_eff0.60_pb0.1_h180_tp0.6_sl0.65_h1atr_drop_low30`"", ""Family"": ""`london_oneway_continuation`"", ""Gate"": ""`h1_atr_drop_low30_strict_completed`"", ""Generated_UTC"": ""2026-06-14T17:55:09+00:00"", ""H1_ATR_period"": ""`20`"", ""H1_ATR_quantile"": ""`0.3`"", ""H1_rows_used"": ""`25608` | span: `2022-05-01 23:00:00+00:00 → 2026-06-12 23:00:00+00:00`"", ""M15_rows_derived"": ""`102355` | span: `2022-05-01 23:00:00+00:00 → 2026-06-12 23:45:00+00:00`"", ""M1_rows_used"": ""`1534217` | span: `2022-05-01 23:01:00+00:00 → 2026-06-12 23:54:00+00:00`"", ""Minimum_calibration_days"": ""`250`"", ""candle_table"": ""`bars`"", ""csv_fallback_enabled"": ""`False`"", ""db_first"": ""`True`"", ""db_path"": ""`data/local/xauusd_local_store.sqlite`"", ""h1_mode"": ""`db_schema_introspection`"", ""h1_rows"": ""`25608`"", ""h1_rows_stage27d"": ""`25608`"", ""h1_span"": ""`2022-05-01 23:00:00+00:00 → 2026-06-12 23:00:00+00:00`"", ""ledger_total_rows"": ""0"", ""m15_rows_stage27d"": ""`102355`"", ""m1_mode"": ""`db_schema_introspection`"", ""m1_rows"": ""`1534217`"", ""m1_rows_stage27d"": ""`1534217`"", ""m1_span"": ""`2022-05-01 23:01:00+00:00 → 2026-06-12 23:54:00+00:00`"", ""new_forward_open_count"": ""0"", ""new_late_backfill_count"": ""0"", ""new_signal_count"": ""0"", ""newly_resolved_forward_count"": ""0"", ""recent_events_after_gate"": ""0"", ""recent_events_before_gate"": ""0""}"
data/reports/stage25d_db_first_filtered_forward_shadow/stage25d_db_first_filtered_forward_shadow.md,2026-06-14T17:55:09+00:00,4016,LATE_DETECTED_ALREADY_RESOLVED;STAGE25D_NO_ACTIVE_FILTERED_FORWARD_SIGNAL_RESEARCH_ONLY,"{""Anti-leakage_rule"": ""full `early_ny_range` filters are intentionally not used at entry hour 13 because the full 13-16 window is not knowable at entry time."", ""Candidate"": ""`S25D_FILTERED_S23B_B_eff0.60_pb0.1_h180_tp0.6_sl0.65_london_range_drop_low30`"", ""Family"": ""`london_oneway_continuation`"", ""Filter"": ""`london_range_drop_low30`"", ""Filter_quantile"": ""`0.3`"", ""Generated_UTC"": ""2026-06-14T17:54:55+00:00"", ""H1_rows_used"": ""`25608` | span: `2022-05-01 23:00:00+00:00 → 2026-06-12 23:00:00+00:00`"", ""M15_rows_derived"": ""`102355` | span: `2022-05-01 23:00:00+00:00 → 2026-06-12 23:45:00+00:00`"", ""M1_rows_used"": ""`1534217` | span: `2022-05-01 23:01:00+00:00 → 2026-06-12 23:54:00+00:00`"", ""Minimum_calibration_days"": ""`250`"", ""candle_table"": ""`bars`"", ""csv_fallback_enabled"": ""`False`"", ""db_first"": ""`True`"", ""db_path"": ""`data/local/xauusd_local_store.sqlite`"", ""h1_mode"": ""`db_schema_introspection`"", ""h1_rows"": ""`25608`"", ""h1_rows_stage25d"": ""`25608`"", ""h1_span"": ""`2022-05-01 23:00:00+00:00 → 2026-06-12 23:00:00+00:00`"", ""ledger_total_rows"": ""0"", ""m15_rows_stage25d"": ""`102355`"", ""m1_mode"": ""`db_schema_introspection`"", ""m1_rows"": ""`1534217`"", ""m1_rows_stage25d"": ""`1534217`"", ""m1_span"": ""`2022-05-01 23:01:00+00:00 → 2026-06-12 23:54:00+00:00`"", ""new_forward_open_count"": ""0"", ""new_late_backfill_count"": ""0"", ""new_signal_count"": ""0"", ""newly_resolved_forward_count"": ""0"", ""recent_events_after_filter"": ""0"", ""recent_events_before_filter"": ""0""}"
data/reports/stage23d_forward_shadow_candidate/stage23d_forward_shadow_candidate.md,2026-06-14T17:54:55+00:00,3110,FORWARD_OPEN_FIRST_SEEN_BEFORE_OUTCOME;LATE_DETECTED_ALREADY_RESOLVED;STAGE23D_NO_ACTIVE_FORWARD_SIGNAL_RESEARCH_ONLY,"{""Candidate"": ""`S23D_PRIMARY_S23B_B_eff0.60_pb0.1_h180_tp0.6_sl0.65`"", ""Family"": ""`london_oneway_continuation`"", ""Generated_UTC"": ""2026-06-14T17:54:39+00:00"", ""H1_rows_used"": ""`25608` | span: `2022-05-01 23:00:00+00:00 → 2026-06-12 23:00:00+00:00`"", ""Lookback_hours"": ""336"", ""M15_rows_derived"": ""`102355` | span: `2022-05-01 23:00:00+00:00 → 2026-06-12 23:45:00+00:00`"", ""M1_rows_used"": ""`1534217` | span: `2022-05-01 23:01:00+00:00 → 2026-06-12 23:54:00+00:00`"", ""Roundtrip_cost_x1"": ""0.35"", ""candle_table"": ""`bars`"", ""csv_fallback_enabled"": ""`False`"", ""db_first"": ""`True`"", ""db_path"": ""`data/local/xauusd_local_store.sqlite`"", ""forward_valid_resolved_count"": ""0"", ""h1_mode"": ""`db_schema_introspection`"", ""ledger_total_rows"": ""0"", ""m1_mode"": ""`db_schema_introspection`"", ""new_forward_open_count"": ""0"", ""new_late_backfill_count"": ""0"", ""new_signal_count"": ""0"", ""newly_resolved_forward_count"": ""0"", ""open_signal_count_now"": ""0"", ""recent_events_found_in_lookback"": ""0"", ""resolved_signal_count_in_ledger"": ""0""}"
data/reports/stage18e_shortlist_forward_shadow_collector/stage18e_shortlist_forward_shadow_collector.md,2026-06-14T17:54:39+00:00,2492,BROKER_BAR_TIME;C1_PDL_RECLAIM_H6;C2_ASIA_HIGH_NY_H48;SHORTLIST_ACTIVE_NO_SIGNAL_YET,"{""Generated_wall_UTC"": ""`2026-06-14T17:54:29+00:00`"", ""Tool_version"": ""`v1`"", ""candidate_summary_csv"": ""`data/reports/stage18e_shortlist_forward_shadow_collector/stage18e_candidate_summary.csv`"", ""candidates_csv"": ""`data/reports/stage18e_shortlist_forward_shadow_collector/stage18e_scan_candidates.csv`"", ""clock_mode"": ""`BROKER_BAR_TIME`"", ""collector_start_bar_time"": ""`2026-06-11T10:45:00+00:00`"", ""data_after_collector_start"": ""`True`"", ""final_decision"": ""`SHORTLIST_ACTIVE_NO_SIGNAL_YET`"", ""journal_csv"": ""`data/reports/stage18e_shortlist_forward_shadow_collector/stage18e_shortlist_forward_shadow_journal.csv`"", ""journal_rows"": ""`0`"", ""json"": ""`data/reports/stage18e_shortlist_forward_shadow_collector/stage18e_shortlist_forward_shadow_collector.json`"", ""late_detected_this_run"": ""`0`"", ""latest_completed_m15_broker_time"": ""`2026-06-12T23:45:00+00:00`"", ""m1_last_broker_time"": ""`2026-06-12T23:54:00+00:00`"", ""md"": ""`data/reports/stage18e_shortlist_forward_shadow_collector/stage18e_shortlist_forward_shadow_collector.md`"", ""new_logged_this_run"": ""`0`"", ""resolved_this_run"": ""`0`"", ""scan_candidates"": ""`13`"", ""skipped_before_start"": ""`13`"", ""state_json"": ""`data/reports/stage18e_shortlist_forward_shadow_collector/stage18e_collector_state.json`""}"
data/reports/stage18a_unified_shadow_ops_cycle/stage18a_unified_shadow_ops_cycle.md,2026-06-14T17:54:39+00:00,3908,BROKER_FORWARD_ACTIVE_NO_SIGNAL_YET;C1_PDL_RECLAIM_H6;C2_ASIA_HIGH_NY_H48;SHORTLIST_ACTIVE_NO_SIGNAL_YET;TRUE_FORWARD_STARTED_NO_SIGNALS_YET;UNIFIED_ACTIVE_NO_SIGNAL_YET,"{""Generated_UTC"": ""`2026-06-14T17:50:11+00:00`"", ""Import_report"": ""`data/reports/stage16e_amarkets_csv_refresh_cycle/stage16e_amarkets_csv_refresh_cycle.md`"", ""Stage16C_report"": ""`data/reports/stage16c_true_forward_shadow_collector/stage16c_true_forward_shadow_collector.md`"", ""Stage17D_report"": ""`data/reports/stage17d_broker_time_forward_shadow_collector/stage17d_broker_time_forward_shadow_collector.md`"", ""Stage18A_v2_is_now_the_preferred_manual_loop"": ""import once, then run Stage16C, Stage17D, and Stage18E."", ""Stage18E_report"": ""`data/reports/stage18e_shortlist_forward_shadow_collector/stage18e_shortlist_forward_shadow_collector.md`"", ""Tool_version"": ""`v2_with_stage18e`"", ""after_latest_bar_utc"": ""`2026-06-12T23:54:00+00:00`"", ""bar_state"": ""`{'m1_first_broker_time': '2022-05-01T23:01:00+00:00', 'm1_last_broker_time': '2026-06-12T23:54:00+00:00', 'latest_completed_m15_broker_time': '2026-06-12T23..."", ""before_latest_bar_utc"": ""`2026-06-12T23:54:00+00:00`"", ""command_status"": ""`ok`"", ""counts"": ""`{'scan_candidates': 4, 'new_logged_this_run': 0, 'skipped_before_collector_start': 4, 'resolved_this_run': 0, 'journal_rows': 0, 'valid_forward_rows': 0, 'c..."", ""files_imported"": ""`2`"", ""final_decision"": ""`UNIFIED_ACTIVE_NO_SIGNAL_YET`"", ""import_status"": ""`ok`"", ""json"": ""`data/reports/stage18a_unified_shadow_ops_cycle/stage18a_unified_shadow_ops_cycle.json`"", ""latest_changed"": ""`False`"", ""md"": ""`data/reports/stage18a_unified_shadow_ops_cycle/stage18a_unified_shadow_ops_cycle.md`"", ""rows_upserted"": ""`1478915`"", ""stage16c_decision"": ""TRUE_FORWARD_STARTED_NO_SIGNALS_YET"", ""stage17d_decision"": ""BROKER_FORWARD_ACTIVE_NO_SIGNAL_YET"", ""stage18e_decision"": ""SHORTLIST_ACTIVE_NO_SIGNAL_YET""}"
data/reports/stage16c_true_forward_shadow_collector/stage16c_true_forward_shadow_collector.md,2026-06-14T17:54:17+00:00,2057,TRUE_FORWARD_STARTED_NO_SIGNALS_YET,"{""Generated_UTC"": ""`2026-06-14T17:54:05+00:00`"", ""Tool_version"": ""`v1`"", ""candidates_csv"": ""`data/reports/stage16c_true_forward_shadow_collector/stage16c_scan_candidates.csv`"", ""closed_valid_forward_rows"": ""`0`"", ""collector_start_utc"": ""`2026-06-11T06:22:12+00:00`"", ""entry"": ""`next M15 open`"", ""exit"": ""`60 minutes after entry`"", ""final_decision"": ""`TRUE_FORWARD_STARTED_NO_SIGNALS_YET`"", ""journal_csv"": ""`data/reports/stage16c_true_forward_shadow_collector/stage16c_true_forward_shadow_journal.csv`"", ""journal_rows"": ""`0`"", ""json"": ""`data/reports/stage16c_true_forward_shadow_collector/stage16c_true_forward_shadow_collector.json`"", ""late_or_invalid_rows"": ""`0`"", ""latest_m15_bar_utc"": ""`2026-06-13T00:00:00+00:00`"", ""macro_context"": ""`real_yield_10y_chg5_up`"", ""md"": ""`data/reports/stage16c_true_forward_shadow_collector/stage16c_true_forward_shadow_collector.md`"", ""new_logged_this_run"": ""`0`"", ""open_valid_forward_rows"": ""`0`"", ""reclaim_max"": ""`1.55`"", ""resolved_this_run"": ""`0`"", ""scan_candidates"": ""`4`"", ""setup"": ""`prev_day_low_sweep_rejection`"", ""side"": ""`LONG` research direction"", ""skipped_before_collector_start"": ""`4`"", ""state_json"": ""`data/reports/stage16c_true_forward_shadow_collector/stage16c_collector_state.json`"", ""sweep_depth_min"": ""`1.62`"", ""valid_forward_rows"": ""`0`""}"
data/reports/stage16e_amarkets_csv_refresh_cycle/stage16e_amarkets_csv_refresh_cycle.md,2026-06-14T17:54:03+00:00,1810,,"{""Generated_UTC"": ""`2026-06-14T17:50:13+00:00`"", ""Tool_version"": ""`v2_imported_utc_fix`"", ""after_latest_bar_utc"": ""`2026-06-12T23:54:00+00:00`"", ""bars_has_imported_utc"": ""`True`"", ""bars_has_ingested_at"": ""`True`"", ""before_latest_bar_utc"": ""`2026-06-12T23:54:00+00:00`"", ""cycle_returncode"": ""`None`"", ""cycle_status"": ""`skipped`"", ""files_discovered"": ""`2`"", ""files_error"": ""`0`"", ""files_imported"": ""`2`"", ""files_skipped"": ""`0`"", ""import_csv"": ""`data/reports/stage16e_amarkets_csv_refresh_cycle/stage16e_import_results.csv`"", ""json"": ""`data/reports/stage16e_amarkets_csv_refresh_cycle/stage16e_amarkets_csv_refresh_cycle.json`"", ""latest_changed"": ""`False`"", ""md"": ""`data/reports/stage16e_amarkets_csv_refresh_cycle/stage16e_amarkets_csv_refresh_cycle.md`"", ""rows_upserted"": ""`1478915`"", ""stage16d_final_decision"": ""`None`""}"
data/reports/stage31e_exogenous_forward_shadow_tracker/stage31e_lookback_180d.md,2026-06-13T22:55:11+00:00,5250,STAGE31E_FORWARD_SHADOW_ACTIVE_SIGNAL_REVIEW_ONLY,"{""Generated_UTC"": ""`2026-06-13T22:55:11.139245+00:00`"", ""dataset_rows"": ""`17124`"", ""gate_defs_loaded"": ""`8`"", ""gate_defs_tracked"": ""`8`"", ""lookback_hours"": ""`4320`"", ""recent_signal_gate_count"": ""`8`"", ""recent_signal_rows"": ""`4`"", ""tracker_results"": ""`8`""}"
data/reports/stage31e_exogenous_forward_shadow_tracker/stage31e_lookback_90d.md,2026-06-13T22:55:09+00:00,3359,STAGE31E_NO_RECENT_FORWARD_SHADOW_SIGNAL_RESEARCH_ONLY,"{""Generated_UTC"": ""`2026-06-13T22:55:09.192974+00:00`"", ""dataset_rows"": ""`17124`"", ""gate_defs_loaded"": ""`8`"", ""gate_defs_tracked"": ""`8`"", ""lookback_hours"": ""`2160`"", ""recent_signal_gate_count"": ""`0`"", ""recent_signal_rows"": ""`0`"", ""tracker_results"": ""`8`""}"
data/reports/stage31e_exogenous_forward_shadow_tracker/stage31e_lookback_30d.md,2026-06-13T22:55:07+00:00,3358,STAGE31E_NO_RECENT_FORWARD_SHADOW_SIGNAL_RESEARCH_ONLY,"{""Generated_UTC"": ""`2026-06-13T22:55:07.080014+00:00`"", ""dataset_rows"": ""`17124`"", ""gate_defs_loaded"": ""`8`"", ""gate_defs_tracked"": ""`8`"", ""lookback_hours"": ""`720`"", ""recent_signal_gate_count"": ""`0`"", ""recent_signal_rows"": ""`0`"", ""tracker_results"": ""`8`""}"
data/reports/stage31d_exogenous_candidate_confirmation/stage31d_exogenous_candidate_confirmation.md,2026-06-13T22:47:56+00:00,32612,STAGE31D_FRAGILE_CONFIRMED_DIAGNOSTIC_ONLY;STAGE31D_HAS_CONFIRMED_EXOGENOUS_CANDIDATE_REVIEW_ONLY;STAGE31D_REJECT_CONFIRMATION,"{""Generated_UTC"": ""`2026-06-13T22:47:56.808421+00:00`"", ""confirmation_results"": ""`40`"", ""confirmed_candidate_count"": ""`10`"", ""dataset_rows"": ""`17124`"", ""fragile_confirmation_count"": ""`20`"", ""rejected_count"": ""`10`"", ""stage31c_gate_defs_loaded"": ""`40`"", ""year_diagnostic_rows"": ""`160`""}"
data/reports/stage31c_exogenous_edge_audit/stage31c_exogenous_edge_audit.md,2026-06-13T22:40:48+00:00,27658,STAGE31C_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY;STAGE31C_FRAGILE_POSITIVE_DIAGNOSTIC_ONLY;STAGE31C_HAS_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY,"{""Generated_UTC"": ""`2026-06-13T22:40:48.016212+00:00`"", ""audit_results"": ""`1360`"", ""candidate_review_count"": ""`120`"", ""fragile_positive_count"": ""`26`"", ""gate_defs"": ""`272`"", ""overlay_defs"": ""`5`"", ""rows_after_parse"": ""`17124`"", ""strong_candidate_count"": ""`94`"", ""weak_watchlist_count"": ""`0`""}"
data/reports/stage31b_exogenous_gate_validation/stage31b_exogenous_gate_validation.md,2026-06-13T22:31:26+00:00,14925,REJECT_NO_FORWARD_EDGE;REVIEW_WEAK_IMPROVEMENT_ONLY;STAGE31B_HAS_WEAK_EXOGENOUS_GATE_IMPROVEMENT_REVIEW_ONLY,"{""Candidate-pool_quality_still_matters"": ""Stage30A included weak families, so lineage-specific results should be read before global results."", ""Generated_UTC"": ""`2026-06-13T22:27:27.077685+00:00`"", ""candidate_review_count"": ""`4`"", ""feature_count"": ""`42`"", ""gate_result_count"": ""`5275`"", ""scope_count"": ""`49`"", ""strong_candidate_count"": ""`0`"", ""weak_improvement_count"": ""`4`""}"
data/reports/stage31a_exogenous_feature_ingestion/stage31a_exogenous_feature_ingestion.md,2026-06-13T22:22:32+00:00,11719,00242322;00770761;STAGE31A_EXOGENOUS_FEATURE_DATASET_READY_FOR_STAGE31B_REVIEW_ONLY,"{""All_joined_exogenous_values_use_asof/backward_joins_only"": ""no future values are allowed."", ""Generated_UTC"": ""`2026-06-13T22:22:32.920826+00:00`"", ""base_rows"": ""`17124`"", ""enriched_rows"": ""`17124`"", ""expected_source_count"": ""`7`"", ""feature_quality_rows"": ""`195`"", ""numeric_sources_loaded"": ""`6`"", ""output_feature_cols"": ""`57`"", ""sources_loaded"": ""`6`"", ""templates_created_this_run"": ""`0`""}"
data/reports/stage28b_ml_meta_feature_screen/stage28b_ml_meta_feature_screen.md,2026-06-12T20:23:17+00:00,18965,STAGE28B_GATE_CANDIDATE_REVIEW_ONLY;STAGE28B_STRICT_HAS_FORWARD_SAFE_META_GATE_CANDIDATE_REVIEW_ONLY,"{""Hotfix2_strict_mode"": ""only entry-time forward-safe whitelisted features are screened."", ""csv_fallback_enabled"": ""`False`"", ""db_first"": ""`True`"", ""db_path"": ""`data/local/xauusd_local_store.sqlite`"", ""excluded_feature_count"": ""`47`"", ""feature_count"": ""`9`"", ""gate_candidate_review_count"": ""`86`"", ""gate_candidates_tested"": ""`354`"", ""h1_rows"": ""`25607`"", ""loader_mode"": ""`reused:app.stage25c_deduped_filter_validation.load_bars_from_db`"", ""m1_rows"": ""`1534149`"", ""pairwise_gate_count"": ""`206`"", ""rows"": ""`100`"", ""rows_after_event_dedup"": ""`100`"", ""selected_artifact"": ""`data/reports/stage25c_deduped_filter_validation/stage25c_enriched_canonical_trades.csv`"", ""single_gate_count"": ""`148`"", ""strict_forward_safe"": ""`True`"", ""time_column_used"": ""`entry_time`"", ""watchlist_only_count"": ""`84`""}"
data/reports/stage25c_deduped_filter_validation/stage25c_deduped_filter_validation.md,2026-06-11T17:05:24+00:00,11955,0293600000000005;578963613461408;653421789024173;851412305366161;STAGE25B_FILTER_CANDIDATE_REVIEW_ONLY;STAGE25B_REJECT;STAGE25C_DEDUPED_FILTER_CANDIDATE_REVIEW_ONLY;STAGE25C_DEDUPED_HAS_FILTER_CANDIDATE_REVIEW_ONLY;STAGE25C_REJECT,"{""Generated_UTC"": ""`2026-06-11T17:05:24.774346+00:00`"", ""available_candidate_count"": ""`6`"", ""available_candidates_sample"": ""`S23B_A_dup_pb0.3_eff0.72_h180_tp0.6_sl0.65, S23B_A_h90_sensitivity_eff0.72_tp0.6_sl0.65, S23B_A_pb0.1_eff0.72_h180_tp0.6_sl0.65, S23B_B_dup_pb0.3_eff0.60_h1..."", ""candle_table"": ""`bars`"", ""canonical_rows_after_event_dedup"": ""`100`"", ""canonical_rows_before_event_dedup"": ""`100`"", ""db_path"": ""`/Users/vahid/Desktop/xauusd-trader/data/local/xauusd_local_store.sqlite`"", ""h1_mode"": ""`db_schema_introspection`"", ""h1_rows"": ""`25579`"", ""h1_span"": ""`2022-05-01 23:00:00+00:00 → 2026-06-11 17:00:00+00:00`"", ""m1_mode"": ""`db_schema_introspection`"", ""m1_rows"": ""`1532440`"", ""m1_span"": ""`2022-05-01 23:01:00+00:00 → 2026-06-11 17:15:00+00:00`"", ""requested_candidate"": ""`S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65`"", ""selection_mode"": ""`exact_candidate_name`""}"
