sibling_group,families,candidate_list,member_count,raw_ledger_rows,effective_event_count,family_pf_x4,family_avg_net_x4,family_win_rate_x4,family_tail_pf_x4,family_max_drawdown_x4,good_member_count,secondary_member_count,weak_member_count,stage33b_decision,next_action,passes_precommercial_research_gate,commercial_status
session_handoff_imbalance_v1::handoff_align_follow_hX_tp06_sl065,session_handoff_imbalance_v1,handoff_align_follow_h13_tp06_sl065;handoff_align_follow_h14_tp06_sl065;handoff_align_follow_h15_tp06_sl065,3,37,37,1.5905787234131914,1.135558783783742,0.7567567567567568,0.7821631025544449,-30.69847500000059,2,0,1,STAGE33B_FAMILY_REPAIR_OR_KILL_RESEARCH_ONLY,KILL_OR_REPAIR_FAMILY_DO_NOT_WAIT_FOR_SINGLE_VARIANT_N40,False,RESEARCH_ONLY_NO_EA_NO_PAPER_LIVE_NO_ORDER
