weekday_utc,signal_count,pf_x4,avg_net_x4,win_rate_x4,tail_pf_x4,max_drawdown_x4,sibling_group
friday,9,2.0142279834220727,1.7456666666665313,0.7777777777777778,2.0142279834220727,-11.711100000000625,session_handoff_imbalance_v1::handoff_align_follow_hX_tp06_sl065
monday,10,1.263460837070829,0.5291275000000495,0.7,1.263460837070829,-8.840550000000258,session_handoff_imbalance_v1::handoff_align_follow_hX_tp06_sl065
thursday,3,0.9462117606862581,-0.14693333333334543,0.6666666666666666,0.9462117606862581,-8.19509999999982,session_handoff_imbalance_v1::handoff_align_follow_hX_tp06_sl065
tuesday,9,3.4804805458541206,2.215558333333259,0.8888888888888888,3.4804805458541206,-8.038775000000351,session_handoff_imbalance_v1::handoff_align_follow_hX_tp06_sl065
wednesday,6,1.0783125442040997,0.2523624999999807,0.6666666666666666,1.0783125442040997,-13.662825000000522,session_handoff_imbalance_v1::handoff_align_follow_hX_tp06_sl065
