cost_penalty_x4,signal_count,pf_x4,avg_net_x4,win_rate_x4,tail_pf_x4,max_drawdown_x4,sibling_group
0.0,37,1.5905787234131914,1.135558783783742,0.7567567567567568,0.7821631025544449,-30.69847500000059,session_handoff_imbalance_v1::handoff_align_follow_hX_tp06_sl065
0.25,37,1.4464400494731997,0.885558783783742,0.7567567567567568,0.7210948156542368,-31.94847500000059,session_handoff_imbalance_v1::handoff_align_follow_hX_tp06_sl065
0.5,37,1.3108761557958153,0.6355587837837421,0.7567567567567568,0.6632095995183668,-33.19847500000059,session_handoff_imbalance_v1::handoff_align_follow_hX_tp06_sl065
0.75,37,1.1831439768991223,0.38555878378374203,0.7567567567567568,0.6082649078279563,-34.4484750000006,session_handoff_imbalance_v1::handoff_align_follow_hX_tp06_sl065
1.0,37,1.0625838927744466,0.135558783783742,0.7567567567567568,0.5560422261951139,-35.6984750000006,session_handoff_imbalance_v1::handoff_align_follow_hX_tp06_sl065
