stage,family,candidate,side,horizon_bars,horizon_minutes,description,event_clock_n,raw_mean_bps,cost_stressed_mean_bps,slip16_mean_bps,median_cost_bps,win_rate_cost_pct,intraday_benchmark_cost_mean_bps,intraday_benchmark_cost_adjusted_residual_bps,train_n,oos_n,train_cost_mean_bps,oos_cost_mean_bps,train_win_rate_cost_pct,oos_win_rate_cost_pct,worst_quarter_cost_mean_bps,worst_quarter_slip16_mean_bps,positive_quarter_pct,quarters_n,worst_year_cost_mean_bps,positive_year_pct,years_n,top_quarter_event_share_pct,top_year_event_share_pct,ex2025_n,ex2025_cost_mean_bps,median_mae_bps,median_mfe_bps,touch_stop_35bps_pct,touch_stop_50bps_pct,oos_median_mae_bps,oos_touch_stop_35bps_pct,oos_touch_stop_50bps_pct,boot_p10_bps,boot_p50_bps,boot_prob_mean_gt_0_pct,promotion,EA,paper_live,live,classification,failed_reasons
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42F_MICROTREND_PULLBACK_HOLD,MICROTREND_PULLBACK_LONG_P25,LONG,4,60,Micro trend pullback to two-hour mean with hold confirmation.,3020,-0.17075304463752536,-8.170753044637525,-24.170753044637525,-8.3167688362965,29.50331125827815,-7.647841043720952,-0.5229120009165733,2114,906,-8.15923952826016,-8.19761791618471,28.14569536423841,32.671081677704194,-11.660095579582094,-27.660095579582094,0.0,17,-9.237981279404243,0.0,5,7.847682119205299,27.549668874172184,2188,-8.547291166991455,-10.733637779566374,10.083533047212656,9.172185430463577,4.271523178807947,-14.447676674260169,15.011037527593817,7.72626931567329,-8.705622539042583,-8.15821142567345,0.0,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;residual_gt_0;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42E_LONDON_RANGE_ACCEPTANCE_REJECTION,LONDON_RANGE_REJECT_SHORT_TOL20,SHORT,4,60,NY-overlap rejection below London morning range low.,693,-0.22271318246143507,-8.222713182461435,-24.222713182461437,-9.88066854733604,31.024531024531026,-8.352158956279048,0.12944577381761313,485,208,-7.207158207713841,-10.590713964925774,31.752577319587626,29.326923076923077,-17.55306007093742,-33.55306007093742,0.0,17,-12.540578596316893,0.0,5,9.523809523809524,24.675324675324674,560,-7.197220146670763,-15.925405592656094,15.262012331012098,19.480519480519483,8.369408369408369,-22.82401197603756,30.76923076923077,14.903846153846153,-9.778028116954765,-8.255698260027202,0.0,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42E_LONDON_RANGE_ACCEPTANCE_REJECTION,LONDON_RANGE_REJECT_SHORT_TOL35,SHORT,4,60,NY-overlap rejection below London morning range low.,747,-0.2518231523201569,-8.251823152320156,-24.251823152320156,-10.16175791816875,31.191432396251674,-8.352158956279048,0.10033580395889174,522,225,-7.275434645716515,-10.517044487640607,31.60919540229885,30.22222222222222,-18.583708840933326,-34.58370884093332,0.0,17,-11.988978454366828,0.0,5,9.504685408299867,24.899598393574294,606,-7.3822870176855355,-15.96985032652598,15.323886836007272,19.67871485943775,8.56760374832664,-22.919201532364262,31.11111111111111,15.11111111111111,-9.655253644588303,-8.225024741565637,0.0,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42A_LONDON_ASIA_RANGE_MICRO_RETEST,LONDON_ASIA_BREAK_HOLD_SHORT_TOL15,SHORT,8,120,"M15 London-open Asia range break, retest, and hold continuation.",483,-0.26811068683046657,-8.268110686830466,-24.268110686830468,-9.212709192335293,32.50517598343685,-8.699116538553762,0.4310058517232953,338,145,-8.172570893338586,-8.490817239935678,31.952662721893493,33.793103448275865,-21.298241496615635,-37.29824149661563,0.0,17,-11.10372324812598,0.0,5,7.867494824016563,23.809523809523807,373,-7.4318710574939875,-15.356962975400235,13.683717901762371,12.836438923395447,5.383022774327122,-20.46128608758524,21.379310344827587,9.655172413793103,-9.76028724803618,-8.236446554291433,0.0,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42A_LONDON_ASIA_RANGE_MICRO_RETEST,LONDON_ASIA_BREAK_HOLD_SHORT_TOL8,SHORT,8,120,"M15 London-open Asia range break, retest, and hold continuation.",453,-0.39194240808352376,-8.391942408083523,-24.391942408083523,-9.245504507170203,32.89183222958057,-8.699116538553762,0.3071741304702389,317,136,-8.684803801403845,-7.709316954535418,31.861198738170348,35.294117647058826,-21.298241496615635,-37.29824149661563,5.88235294117647,17,-11.005552322339984,0.0,5,8.167770419426049,23.62030905077263,348,-7.629136492234308,-15.409095317286958,13.479394671491729,12.362030905077264,5.298013245033113,-19.571717468522266,19.852941176470587,9.558823529411764,-9.974314006101503,-8.35137131055218,0.0,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42A_LONDON_ASIA_RANGE_MICRO_RETEST,LONDON_ASIA_BREAK_HOLD_SHORT_TOL25,SHORT,4,60,"M15 London-open Asia range break, retest, and hold continuation.",709,-0.4924483555187233,-8.492448355518723,-24.49244835551872,-9.126349608191468,26.375176304654442,-8.352158956279048,-0.1402893992396752,496,213,-7.991415317537875,-9.659173176356754,26.814516129032256,25.352112676056336,-16.84387190644931,-32.84387190644931,0.0,17,-9.887993281203462,0.0,5,8.46262341325811,24.400564174894217,554,-8.189168389500797,-10.273331729319102,9.642404540195493,6.205923836389281,1.4104372355430184,-13.593273846719267,11.737089201877934,3.755868544600939,-9.371531559147538,-8.479552123532672,0.0,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;residual_gt_0;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42A_LONDON_ASIA_RANGE_MICRO_RETEST,LONDON_ASIA_BREAK_HOLD_SHORT_TOL40,SHORT,4,60,"M15 London-open Asia range break, retest, and hold continuation.",736,-0.5037918926552205,-8.50379189265522,-24.50379189265522,-9.278423695336706,26.6304347826087,-8.352158956279048,-0.15163293637617237,515,221,-8.039281174022518,-9.586248997161292,26.796116504854368,26.244343891402718,-16.84387190644931,-32.84387190644931,0.0,17,-9.839477836971959,0.0,5,8.695652173913043,23.91304347826087,571,-8.216996258023467,-10.418383553268406,9.94035014691197,6.25,1.4945652173913044,-13.736215724997614,12.217194570135746,4.072398190045249,-9.432863898335322,-8.499122939757788,0.0,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;residual_gt_0;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42A_LONDON_ASIA_RANGE_MICRO_RETEST,LONDON_ASIA_BREAK_HOLD_SHORT_TOL8,SHORT,4,60,"M15 London-open Asia range break, retest, and hold continuation.",599,-0.5661561974433642,-8.566156197443364,-24.566156197443366,-9.550611422125314,25.542570951585976,-8.352158956279048,-0.21399724116431607,419,180,-8.569817552673939,-8.557633376101084,25.29832935560859,26.111111111111114,-14.867824508649033,-30.867824508649033,0.0,17,-9.2630029897877,0.0,5,8.681135225375627,23.53923205342237,464,-8.41112066598902,-10.341584081235977,9.023172392412793,6.3439065108514185,1.5025041736227045,-12.683063248186134,11.11111111111111,3.888888888888889,-9.529351582683569,-8.57578117266486,0.0,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;residual_gt_0;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42E_LONDON_RANGE_ACCEPTANCE_REJECTION,LONDON_RANGE_ACCEPT_LONG_TOL20,LONG,8,120,NY-overlap acceptance above London morning range high.,651,-0.6324354233170529,-8.632435423317053,-24.632435423317055,-9.25908732591773,37.94162826420891,-7.300883461446238,-1.3315519618708151,455,196,-9.495917427127953,-6.6279236287560375,35.38461538461539,43.87755102040816,-23.92527056475065,-39.92527056475065,5.88235294117647,17,-12.226281260228136,0.0,5,9.216589861751153,29.64669738863287,458,-8.690567982392135,-23.959575313688973,20.158562653895817,32.71889400921659,19.81566820276498,-27.778414515045036,34.69387755102041,20.408163265306122,-10.718646549266415,-8.541390949415,0.0,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;residual_gt_0;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42A_LONDON_ASIA_RANGE_MICRO_RETEST,LONDON_ASIA_BREAK_HOLD_SHORT_TOL15,SHORT,4,60,"M15 London-open Asia range break, retest, and hold continuation.",670,-0.740932379708135,-8.740932379708136,-24.740932379708134,-9.383600331447132,25.671641791044774,-8.352158956279048,-0.3887734234290878,468,202,-8.381247209024465,-9.574262379113865,25.85470085470086,25.247524752475247,-14.09755750958502,-30.097557509585016,0.0,17,-9.734978069807562,0.0,5,8.358208955223882,24.029850746268657,522,-8.459095670637799,-10.22238940371567,9.322596537491012,6.7164179104477615,1.4925373134328357,-13.045204168569136,11.881188118811881,3.9603960396039604,-9.66405928852111,-8.72518844102831,0.0,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;residual_gt_0;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42E_LONDON_RANGE_ACCEPTANCE_REJECTION,LONDON_RANGE_ACCEPT_LONG_TOL35,LONG,8,120,NY-overlap acceptance above London morning range high.,686,-0.7602549636715611,-8.76025496367156,-24.76025496367156,-9.727410548352793,38.0466472303207,-7.300883461446238,-1.4593715022253217,480,206,-9.693746012375781,-6.58513018999183,35.41666666666667,44.1747572815534,-23.92527056475065,-39.92527056475065,11.76470588235294,17,-12.465314966100802,0.0,5,9.329446064139942,29.88338192419825,481,-9.183200879487712,-24.182231922925126,20.00203016150559,33.23615160349854,20.408163265306122,-27.876411881507803,35.43689320388349,21.35922330097087,-10.801581246416298,-8.710280801265505,0.0,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;residual_gt_0;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42E_LONDON_RANGE_ACCEPTANCE_REJECTION,LONDON_RANGE_ACCEPT_LONG_TOL35,LONG,4,60,NY-overlap acceptance above London morning range high.,1007,-0.7877083511201043,-8.787708351120104,-24.787708351120102,-9.542838220242038,31.777557100297916,-7.647841043720952,-1.139867307399152,704,303,-9.293335333546498,-7.612918266538645,31.25,33.003300330033,-16.197366185229853,-32.19736618522985,5.88235294117647,17,-10.473006158163018,0.0,5,8.937437934458789,29.791459781529294,707,-8.388409169336994,-14.227825303916308,13.837881861440415,19.463753723932474,8.341608738828203,-17.15083979179188,23.762376237623762,10.891089108910892,-9.961645013502823,-8.810171534045189,0.0,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;residual_gt_0;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42E_LONDON_RANGE_ACCEPTANCE_REJECTION,LONDON_RANGE_ACCEPT_LONG_TOL20,LONG,4,60,NY-overlap acceptance above London morning range high.,923,-1.0738559151737248,-9.073855915173723,-25.073855915173727,-9.427572128082089,31.74431202600217,-7.647841043720952,-1.4260148714527716,646,277,-9.321217676487036,-8.49697613969214,31.269349845201237,32.851985559566785,-16.197366185229853,-32.19736618522985,5.88235294117647,17,-10.41346870300661,0.0,5,9.100758396533044,29.360780065005414,652,-8.51705366747018,-14.264931706132744,13.947031931478282,19.284940411700973,8.234019501625136,-17.637815476382322,24.548736462093864,11.552346570397113,-10.291131333475178,-9.148519492509415,0.0,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;residual_gt_0;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42E_LONDON_RANGE_ACCEPTANCE_REJECTION,LONDON_RANGE_ACCEPT_LONG_TOL10,LONG,4,60,NY-overlap acceptance above London morning range high.,828,-1.221256800784504,-9.221256800784504,-25.221256800784506,-9.485205174162063,31.521739130434785,-7.647841043720952,-1.573415757063552,579,249,-9.51549403860991,-8.537066597166394,31.26079447322971,32.1285140562249,-17.618748024110662,-33.61874802411066,5.88235294117647,17,-10.846753020074852,0.0,5,8.57487922705314,29.227053140096622,586,-8.715072775295456,-14.368423100687977,13.947859778287164,19.202898550724637,8.57487922705314,-17.637815476382322,24.497991967871485,11.244979919678714,-10.600311633593645,-9.200278654578678,0.0,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;residual_gt_0;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42B_NY_IMPULSE_PULLBACK_CONTINUATION,NY_IMPULSE_PULLBACK_LONG_I20,LONG,8,120,NY overlap continuation after a one-hour impulse and controlled pullback to micro mean.,747,-1.3873581573005243,-9.387358157300524,-25.387358157300522,-10.08469982864834,39.625167336010705,-7.300883461446238,-2.0864746958542852,522,225,-8.789546570575606,-10.774281038502336,39.272030651341,40.44444444444444,-25.010937444198362,-41.01093744419836,5.88235294117647,17,-10.620807728146065,0.0,5,9.63855421686747,30.388219544846052,520,-9.784703314348398,-22.88245643431552,22.8313887118059,34.13654618473896,21.5528781793842,-31.016253363621573,44.44444444444444,33.33333333333333,-11.886167271419005,-9.351779629318367,0.0,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;residual_gt_0;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42B_NY_IMPULSE_PULLBACK_CONTINUATION,NY_IMPULSE_PULLBACK_LONG_I35,LONG,32,480,NY overlap continuation after a one-hour impulse and controlled pullback to micro mean.,245,-2.11118168801984,-10.111181688019844,-26.111181688019844,-2.9685094318563294,48.57142857142857,-5.207211879342069,-4.9039698086777745,171,74,0.8009622369817156,-35.32708183903696,52.63157894736842,39.189189189189186,-44.351084047257054,-60.351084047257054,29.411764705882355,17,-33.38541064252513,20.0,5,14.285714285714285,32.244897959183675,166,-13.249484140871264,-44.22949911583651,47.04087950587965,58.36734693877551,46.12244897959184,-84.53710058520304,78.37837837837837,67.56756756756756,-18.305282519230783,-10.007751988258025,5.5,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;residual_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42B_NY_IMPULSE_PULLBACK_CONTINUATION,NY_IMPULSE_PULLBACK_LONG_I35,LONG,16,240,NY overlap continuation after a one-hour impulse and controlled pullback to micro mean.,251,-2.3018357797508484,-10.301835779750851,-26.301835779750856,-4.363528855249925,47.01195219123506,-6.605797582228234,-3.6960381975226166,175,76,-3.674131285377837,-25.56299744442555,49.714285714285715,40.78947368421053,-28.892365661408768,-44.89236566140876,29.411764705882355,17,-22.785762174477714,20.0,5,14.741035856573706,32.669322709163346,169,-11.439679073825678,-37.562613157902106,37.88063474441827,51.79282868525896,39.44223107569721,-58.64269940854039,73.68421052631578,59.210526315789465,-17.861034000191548,-10.72693159589549,2.4,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;residual_gt_0;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42E_LONDON_RANGE_ACCEPTANCE_REJECTION,LONDON_RANGE_REJECT_SHORT_TOL20,SHORT,32,480,NY-overlap rejection below London morning range low.,352,-2.4670565409782124,-10.467056540978213,-26.467056540978216,-12.901872307402355,42.89772727272727,-10.792788120657931,0.32573157967971866,246,106,-10.8726497312681,-9.525774231437534,43.90243902439025,40.56603773584906,-33.55568933941993,-49.55568933941993,23.52941176470588,17,-18.084167006976852,0.0,5,8.522727272727272,23.863636363636363,268,-8.079604006859237,-43.99104113152807,41.703419166926324,62.21590909090909,45.17045454545455,-55.01875890168651,72.64150943396226,56.60377358490566,-16.095262470158918,-10.590152787365849,0.6,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42E_LONDON_RANGE_ACCEPTANCE_REJECTION,LONDON_RANGE_REJECT_SHORT_TOL10,SHORT,32,480,NY-overlap rejection below London morning range low.,349,-2.612604676673957,-10.612604676673955,-26.612604676673953,-13.544285517813385,42.12034383954155,-10.792788120657931,0.18018344398397623,244,105,-11.056275121265774,-9.581599072098683,43.0327868852459,40.0,-33.55568933941993,-49.55568933941993,23.52941176470588,17,-18.084167006976852,0.0,5,8.595988538681947,24.068767908309454,265,-8.244260390842093,-44.00590269365567,41.90278320854057,62.46418338108882,45.27220630372493,-55.22433107478575,72.38095238095238,57.14285714285714,-16.306952137668354,-10.663481881127677,0.6,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42E_LONDON_RANGE_ACCEPTANCE_REJECTION,LONDON_RANGE_REJECT_SHORT_TOL35,SHORT,32,480,NY-overlap rejection below London morning range low.,358,-2.9897435678984894,-10.98974356789849,-26.98974356789849,-13.531151170082849,42.45810055865922,-10.792788120657931,-0.19695544724055836,250,108,-11.258224481952157,-10.36825997055204,43.6,39.81481481481482,-33.55568933941993,-49.55568933941993,23.52941176470588,17,-18.67914242540222,0.0,5,8.659217877094973,24.30167597765363,271,-8.521191167150059,-44.00809088282831,42.06456822536286,62.290502793296085,45.530726256983236,-56.155813733319576,72.22222222222221,57.407407407407405,-16.282406850744028,-10.884427713052226,0.6,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_INTRADAY_STABILITY_RESEARCH_ONLY,cost_mean_gt_15;residual_gt_0;train_gt_0;oos_gt_0;worst_quarter_slip16_gt_minus20;boot_p10_gt_minus5;boot_prob_gt_65;positive_quarter_pct_ge_45
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42B_NY_IMPULSE_PULLBACK_CONTINUATION,NY_IMPULSE_PULLBACK_SHORT_I70,SHORT,16,240,NY overlap continuation after a one-hour impulse and controlled pullback to micro mean.,30,40.95559381934383,32.95559381934384,16.955593819343846,8.976179786601374,56.666666666666664,-9.394202417771766,42.349796237115605,21,9,21.542911124573273,59.58518677380854,47.61904761904761,77.77777777777779,-86.62630867950138,-102.62630867950138,53.84615384615385,13,-34.957043962002324,60.0,5,30.0,33.33333333333333,20,25.75564802633624,-54.73545053270246,92.13930245735469,66.66666666666666,53.333333333333336,-81.650612542159,88.88888888888889,88.88888888888889,13.795273533087858,32.981399947542,98.9,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;train_n_too_small;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42C_PREVDAY_LIQUIDITY_SWEEP_REVERSAL,PREVDAY_HIGH_SWEEP_REJECT_SHORT_TOL20,SHORT,16,240,Intraday liquidity sweep above previous-day high followed by rejection.,11,30.698727128821613,22.698727128821613,6.698727128821611,0.918376793703997,54.54545454545454,-9.394202417771766,32.09292954659338,7,4,-0.7094831666011095,63.663095145811376,42.857142857142854,75.0,-60.98798234907531,-76.98798234907531,50.0,10,-25.396754546608605,60.0,5,18.181818181818183,27.27272727272727,9,33.38661194558389,-31.015287179513294,42.015269278701254,45.45454545454545,36.36363636363637,-63.78387052098034,75.0,75.0,,,,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;train_n_too_small;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42B_NY_IMPULSE_PULLBACK_CONTINUATION,NY_IMPULSE_PULLBACK_SHORT_I70,SHORT,8,120,NY overlap continuation after a one-hour impulse and controlled pullback to micro mean.,31,28.336275026923946,20.336275026923946,4.336275026923946,-5.571478644033949,48.38709677419355,-8.699116538553762,29.03539156547771,21,10,23.15015760984724,14.42712160278504,47.61904761904761,50.0,-94.22509287403047,-110.22509287403047,53.84615384615385,13,-28.317001234005374,60.0,5,32.25806451612903,35.483870967741936,21,3.92605165604641,-43.18437852046553,70.98514408079515,58.06451612903226,41.935483870967744,-80.64171842791734,90.0,80.0,3.0132761610728473,19.703755081121315,93.4,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;train_n_too_small;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42B_NY_IMPULSE_PULLBACK_CONTINUATION,NY_IMPULSE_PULLBACK_SHORT_I70,SHORT,32,480,NY overlap continuation after a one-hour impulse and controlled pullback to micro mean.,29,22.64564348112565,14.645643481125653,-1.3543565188743474,10.420223466395491,51.724137931034484,-10.792788120657931,25.438431601783584,20,9,-5.134167467351563,58.60077892218612,45.0,66.66666666666666,-90.46904268024436,-106.46904268024436,38.46153846153847,13,-42.12564613520075,40.0,5,27.586206896551722,34.48275862068966,19,14.151500611085588,-57.787049824189474,94.71395455083797,68.96551724137932,58.620689655172406,-95.88850882905619,88.88888888888889,88.88888888888889,-15.79115674056074,13.9763666854946,72.5,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;train_n_too_small;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42B_NY_IMPULSE_PULLBACK_CONTINUATION,NY_IMPULSE_PULLBACK_SHORT_I70,SHORT,4,60,NY overlap continuation after a one-hour impulse and controlled pullback to micro mean.,33,18.655602565159636,10.655602565159635,-5.3443974348403644,8.253997807774702,54.54545454545454,-8.352158956279048,19.00776152143868,23,10,13.992716268436741,2.980241047622293,56.52173913043478,50.0,-84.99045930428916,-100.99045930428916,53.84615384615385,13,-9.901739908954925,60.0,5,33.33333333333333,36.36363636363637,22,2.0260464929314224,-23.28673199772591,59.12874391102774,36.36363636363637,30.303030303030305,-30.915546753209068,50.0,40.0,-4.023609156436132,11.205950410500723,81.89999999999999,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;train_n_too_small;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42C_PREVDAY_LIQUIDITY_SWEEP_REVERSAL,PREVDAY_HIGH_SWEEP_REJECT_SHORT_TOL12,SHORT,16,240,Intraday liquidity sweep above previous-day high followed by rejection.,37,16.06812606860809,8.06812606860809,-7.931873931391909,0.40485701855020473,51.35135135135135,-9.394202417771766,17.462328486379853,25,12,3.187775393029353,18.23552330939712,44.0,66.66666666666666,-42.679626125100334,-58.679626125100334,43.75,16,-13.458658691826788,60.0,5,13.513513513513514,35.13513513513514,28,8.785137340919942,-29.528169625687717,37.477250575743696,43.24324324324324,27.027027027027028,-31.351670550207043,41.66666666666667,33.33333333333333,-2.638331996409019,7.572019280598264,82.8,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;train_n_too_small;oos_n_too_small
