stage,family,candidate,side,horizon_bars,horizon_minutes,description,event_clock_n,raw_mean_bps,cost_stressed_mean_bps,slip16_mean_bps,median_cost_bps,win_rate_cost_pct,intraday_benchmark_cost_mean_bps,intraday_benchmark_cost_adjusted_residual_bps,train_n,oos_n,train_cost_mean_bps,oos_cost_mean_bps,train_win_rate_cost_pct,oos_win_rate_cost_pct,worst_quarter_cost_mean_bps,worst_quarter_slip16_mean_bps,positive_quarter_pct,quarters_n,worst_year_cost_mean_bps,positive_year_pct,years_n,top_quarter_event_share_pct,top_year_event_share_pct,ex2025_n,ex2025_cost_mean_bps,median_mae_bps,median_mfe_bps,touch_stop_35bps_pct,touch_stop_50bps_pct,oos_median_mae_bps,oos_touch_stop_35bps_pct,oos_touch_stop_50bps_pct,boot_p10_bps,boot_p50_bps,boot_prob_mean_gt_0_pct,promotion,EA,paper_live,live,classification,failed_reasons
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42C_PREVDAY_LIQUIDITY_SWEEP_REVERSAL,PREVDAY_HIGH_SWEEP_REJECT_SHORT_TOL20,SHORT,8,120,Intraday liquidity sweep above previous-day high followed by rejection.,11,15.845120370816836,7.845120370816837,-8.154879629183158,2.438435735030671,54.54545454545454,-8.699116538553762,16.5442369093706,7,4,-6.057531009213777,32.17476028587041,42.857142857142854,75.0,-80.2693450028089,-96.2693450028089,50.0,10,-48.31612598080603,20.0,5,18.181818181818183,27.27272727272727,9,20.325397337844137,-31.015287179513294,35.74792187052145,45.45454545454545,36.36363636363637,-63.78387052098034,75.0,75.0,,,,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;train_n_too_small;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42B_NY_IMPULSE_PULLBACK_CONTINUATION,NY_IMPULSE_PULLBACK_SHORT_I50,SHORT,8,120,NY overlap continuation after a one-hour impulse and controlled pullback to micro mean.,88,11.598624541051084,3.5986245410510844,-12.401375458948918,-18.14564537613505,40.909090909090914,-8.699116538553762,12.297741079604846,61,27,-0.8012927092267929,13.539178328715918,37.704918032786885,48.148148148148145,-59.86109050327681,-75.86109050327681,43.75,16,-13.959767464286479,60.0,5,21.59090909090909,38.63636363636363,54,3.7194940067303928,-33.84207857194788,39.63447923879815,46.590909090909086,31.818181818181817,-37.86088871830407,55.55555555555556,48.148148148148145,-6.571808886447948,2.8565965635789556,64.4,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42B_NY_IMPULSE_PULLBACK_CONTINUATION,NY_IMPULSE_PULLBACK_SHORT_I50,SHORT,16,240,NY overlap continuation after a one-hour impulse and controlled pullback to micro mean.,83,10.41520531655629,2.4152053165562894,-13.584794683443715,-17.447838270186804,42.168674698795186,-9.394202417771766,11.809407734328055,58,25,-12.867243842177935,37.870487364819695,34.48275862068966,60.0,-63.41254608298907,-79.41254608298907,37.5,16,-23.608785895572428,40.0,5,21.686746987951807,37.34939759036144,52,12.585622731710272,-45.88799516138109,45.45871238062382,56.62650602409639,46.98795180722892,-56.783704688909694,64.0,60.0,-11.350966506547831,1.6891102708945167,56.699999999999996,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42B_NY_IMPULSE_PULLBACK_CONTINUATION,NY_IMPULSE_PULLBACK_SHORT_I50,SHORT,32,480,NY overlap continuation after a one-hour impulse and controlled pullback to micro mean.,81,8.135924524771644,0.13592452477164296,-15.864075475228356,-11.816285777680228,41.9753086419753,-10.792788120657931,10.928712645429574,56,25,-14.568241121643098,33.07325557274066,39.285714285714285,48.0,-123.64008470452025,-139.64008470452023,31.25,16,-29.101394151068302,40.0,5,20.98765432098765,38.2716049382716,50,8.166927110569594,-53.53919218936909,54.79158672508922,65.4320987654321,51.85185185185185,-56.783704688909694,72.0,60.0,-16.180884414690638,-0.17119068106652155,49.5,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42C_PREVDAY_LIQUIDITY_SWEEP_REVERSAL,PREVDAY_HIGH_SWEEP_REJECT_SHORT_TOL20,SHORT,4,60,Intraday liquidity sweep above previous-day high followed by rejection.,11,7.9042859168667405,-0.09571408313326076,-16.09571408313326,-3.49452245023895,45.45454545454545,-8.352158956279048,8.256444873145787,7,4,-0.8896117837145192,1.2936068928839415,42.857142857142854,50.0,-35.99032954652114,-51.99032954652114,50.0,10,-19.144289998439305,60.0,5,18.181818181818183,27.27272727272727,9,1.4655981986647828,-17.580282887148524,31.10636329776595,36.36363636363637,18.181818181818183,-38.67155736297479,50.0,50.0,,,,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;train_n_too_small;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42C_PREVDAY_LIQUIDITY_SWEEP_REVERSAL,PREVDAY_HIGH_SWEEP_REJECT_SHORT_TOL35,SHORT,4,60,Intraday liquidity sweep above previous-day high followed by rejection.,2,7.704198934155858,-0.2958010658441417,-16.29580106584414,-0.2958010658441417,50.0,-8.352158956279048,8.056357890434906,1,1,10.157114120521676,-10.74871625220996,100.0,0.0,-10.74871625220996,-26.74871625220996,50.0,2,-10.74871625220996,50.0,2,50.0,50.0,1,10.157114120521676,-12.663376573409103,40.69717593800593,0.0,0.0,-17.580282887148524,0.0,0.0,,,,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;train_n_too_small;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42C_PREVDAY_LIQUIDITY_SWEEP_REVERSAL,PREVDAY_LOW_SWEEP_RECLAIM_LONG_TOL12,LONG,16,240,Intraday liquidity sweep below previous-day low followed by reclaim.,29,6.080334343872386,-1.919665656127613,-17.91966565612761,9.691353917803632,65.51724137931035,-6.605797582228234,4.686131926100622,20,9,8.038513874472633,-24.048953501905938,65.0,66.66666666666666,-65.00905561692487,-81.00905561692485,71.42857142857143,14,-65.00905561692487,60.0,5,20.689655172413794,37.93103448275862,23,-1.489429972231388,-34.39511697283737,35.230858457273584,48.275862068965516,31.03448275862069,-47.62169088226243,66.66666666666666,44.44444444444444,-18.68094005715984,-2.6971799797026486,40.9,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;train_n_too_small;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42B_NY_IMPULSE_PULLBACK_CONTINUATION,NY_IMPULSE_PULLBACK_SHORT_I50,SHORT,4,60,NY overlap continuation after a one-hour impulse and controlled pullback to micro mean.,95,5.365902444948763,-2.6340975550512367,-18.634097555051238,-13.095707846081154,41.05263157894737,-8.352158956279048,5.7180614012278115,66,29,-5.451578776293855,3.7781010863974807,39.39393939393939,44.827586206896555,-54.51904225729475,-70.51904225729476,37.5,16,-9.861205947849724,40.0,5,23.157894736842106,37.89473684210527,59,-0.5218235444515881,-23.28673199772591,31.170831803877252,34.73684210526316,23.157894736842106,-36.12374926492357,51.724137931034484,41.37931034482759,-10.898432205152654,-2.450684987135105,33.4,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42C_PREVDAY_LIQUIDITY_SWEEP_REVERSAL,PREVDAY_LOW_SWEEP_RECLAIM_LONG_TOL35,LONG,16,240,Intraday liquidity sweep below previous-day low followed by reclaim.,3,3.35662520452288,-4.643374795477119,-20.64337479547712,-63.833752039426976,33.33333333333333,-6.605797582228234,1.962422786751115,2,1,39.369379899315774,-92.66888418506291,50.0,0.0,-78.25131811224495,-94.25131811224495,50.0,2,-4.643374795477125,0.0,1,66.66666666666666,100.0,3,-4.643374795477119,-83.3138970400793,12.194226936821373,100.0,100.0,-106.92014081051582,100.0,100.0,,,,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;train_n_too_small;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42C_PREVDAY_LIQUIDITY_SWEEP_REVERSAL,PREVDAY_LOW_SWEEP_RECLAIM_LONG_TOL5,LONG,16,240,Intraday liquidity sweep below previous-day low followed by reclaim.,85,2.7216497623761655,-5.278350237623835,-21.27835023762383,0.572339569186127,50.588235294117645,-6.605797582228234,1.3274473446043995,59,26,1.5204435277466382,-20.706382243656833,54.23728813559322,42.30769230769231,-54.85604860936165,-70.85604860936165,29.411764705882355,17,-43.07072205314395,40.0,5,12.941176470588237,29.411764705882355,69,-4.2278998714017835,-30.10746125952979,27.732738571251137,43.529411764705884,31.76470588235294,-49.56813599337584,61.53846153846154,50.0,-12.864396827484747,-5.625429446400151,17.7,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42C_PREVDAY_LIQUIDITY_SWEEP_REVERSAL,PREVDAY_HIGH_SWEEP_REJECT_SHORT_TOL35,SHORT,16,240,Intraday liquidity sweep above previous-day high followed by rejection.,2,2.666361745155001,-5.333638254844999,-21.333638254845,-5.333638254844999,50.0,-9.394202417771766,4.060564162926767,1,1,41.04460937723121,-51.71188588692121,100.0,0.0,-51.71188588692121,-67.71188588692121,50.0,2,-51.71188588692121,50.0,2,50.0,50.0,1,41.04460937723121,-44.69497777432163,56.03758894873856,50.0,50.0,-81.64348528897358,100.0,100.0,,,,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;train_n_too_small;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42C_PREVDAY_LIQUIDITY_SWEEP_REVERSAL,PREVDAY_HIGH_SWEEP_REJECT_SHORT_TOL12,SHORT,8,120,Intraday liquidity sweep above previous-day high followed by rejection.,37,2.1723910967200997,-5.827608903279901,-21.827608903279902,-6.481828466204702,32.432432432432435,-8.699116538553762,2.8715076352738604,25,12,-7.959227704601306,-1.3867364005269753,32.0,33.33333333333333,-54.99935091886376,-70.99935091886375,37.5,16,-19.08648555875829,60.0,5,13.513513513513514,35.13513513513514,28,-1.5658271211618466,-22.91849165766857,27.296628950057578,35.13513513513514,21.62162162162162,-23.8886126236898,25.0,25.0,-14.755548704127891,-5.900641015005025,20.4,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;train_n_too_small;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42C_PREVDAY_LIQUIDITY_SWEEP_REVERSAL,PREVDAY_HIGH_SWEEP_REJECT_SHORT_TOL5,SHORT,16,240,Intraday liquidity sweep above previous-day high followed by rejection.,103,2.171655820383343,-5.828344179616658,-21.82834417961665,-8.342721620936182,41.74757281553398,-9.394202417771766,3.5658582381551076,72,31,-5.426687898182887,-6.761223284882185,41.66666666666667,41.935483870967744,-33.413964769148926,-49.413964769148926,29.411764705882355,17,-18.074770472154594,40.0,5,9.70873786407767,28.155339805825243,76,-1.4776401020044958,-31.015287179513294,28.00874070612913,42.71844660194174,28.155339805825243,-34.5845017020574,48.38709677419355,32.25806451612903,-12.386310694809845,-5.7022050925684225,13.0,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42C_PREVDAY_LIQUIDITY_SWEEP_REVERSAL,PREVDAY_HIGH_SWEEP_REJECT_SHORT_TOL12,SHORT,4,60,Intraday liquidity sweep above previous-day high followed by rejection.,38,1.0188516352594748,-6.981148364740525,-22.981148364740523,-9.698909737637422,36.84210526315789,-8.352158956279048,1.3710105915385231,26,12,-8.264147745705149,-4.201316372650507,38.46153846153847,33.33333333333333,-47.00255447779241,-63.00255447779241,37.5,16,-22.435018526256332,60.0,5,13.157894736842104,34.21052631578947,29,-6.122071401579913,-16.373624561574207,21.950670143728868,28.947368421052634,13.157894736842104,-16.373624561574207,16.666666666666664,16.666666666666664,-13.155244319935939,-7.076556787193677,6.2,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;train_n_too_small;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42C_PREVDAY_LIQUIDITY_SWEEP_REVERSAL,PREVDAY_HIGH_SWEEP_REJECT_SHORT_TOL5,SHORT,8,120,Intraday liquidity sweep above previous-day high followed by rejection.,110,0.307290490406262,-7.6927095095937394,-23.692709509593744,-8.323335333274887,36.36363636363637,-8.699116538553762,1.0064070289600222,77,33,-7.123627617488563,-9.020567257839145,40.25974025974026,27.27272727272727,-31.020786640787218,-47.020786640787215,29.411764705882355,17,-18.78458159005635,40.0,5,10.0,29.09090909090909,81,-3.7215454314034218,-21.3222126545054,22.035468245860113,27.27272727272727,15.454545454545453,-27.56809587043052,27.27272727272727,18.181818181818183,-12.534067914963885,-7.805220885040818,3.3000000000000003,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42C_PREVDAY_LIQUIDITY_SWEEP_REVERSAL,PREVDAY_LOW_SWEEP_RECLAIM_LONG_TOL5,LONG,4,60,Intraday liquidity sweep below previous-day low followed by reclaim.,95,-0.039502800165134334,-8.039502800165133,-24.03950280016513,-4.219796171410543,38.94736842105263,-7.647841043720952,-0.3916617564441811,66,29,-5.744996003286387,-13.261483786165043,39.39393939393939,37.93103448275862,-26.95467906057158,-42.95467906057158,35.294117647058826,17,-20.236571703353643,0.0,5,12.631578947368421,30.526315789473685,78,-8.142391315715214,-18.101007204559536,15.084172670465357,22.105263157894736,12.631578947368421,-24.690874174522204,34.48275862068966,20.689655172413794,-11.771287335453927,-8.14443879917399,0.2,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42C_PREVDAY_LIQUIDITY_SWEEP_REVERSAL,PREVDAY_LOW_SWEEP_RECLAIM_LONG_TOL5,LONG,8,120,Intraday liquidity sweep below previous-day low followed by reclaim.,89,-0.13096423701671933,-8.130964237016718,-24.130964237016727,-6.287330666726369,46.06741573033708,-7.300883461446238,-0.8300807755704795,62,27,-4.950362464009866,-15.434568308365792,45.16129032258064,48.148148148148145,-44.219337078458594,-60.219337078458594,47.05882352941176,17,-26.814880856362436,0.0,5,12.359550561797752,28.08988764044944,72,-8.954015364175287,-24.690874174522204,18.17880397189775,32.58426966292135,20.224719101123593,-35.8031122295499,51.85185185185185,37.03703703703704,-13.612614429923662,-7.830716787531596,2.0,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42B_NY_IMPULSE_PULLBACK_CONTINUATION,NY_IMPULSE_PULLBACK_LONG_I50,LONG,8,120,NY overlap continuation after a one-hour impulse and controlled pullback to micro mean.,101,-0.2507339769155716,-8.250733976915573,-24.250733976915573,-7.899948573567343,45.54455445544555,-7.300883461446238,-0.9498505154693344,70,31,-4.2838867212644605,-17.20813100580518,47.14285714285714,41.935483870967744,-39.68442635448188,-55.68442635448188,50.0,14,-17.20813100580518,40.0,5,23.762376237623762,34.65346534653465,66,-4.753483416017173,-33.239466553318664,34.4763985641916,45.54455445544555,28.71287128712871,-41.84072227462643,58.06451612903226,45.16129032258064,-17.002836113771707,-7.964025680700266,11.899999999999999,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42B_NY_IMPULSE_PULLBACK_CONTINUATION,NY_IMPULSE_PULLBACK_LONG_I50,LONG,16,240,NY overlap continuation after a one-hour impulse and controlled pullback to micro mean.,94,-0.795567363822147,-8.795567363822148,-24.79556736382214,-1.1379055861790928,48.93617021276596,-6.605797582228234,-2.1897697815939132,65,29,0.22519467449153013,-29.01451676004247,49.23076923076923,48.275862068965516,-52.21361685951435,-68.21361685951436,50.0,14,-29.090972171640054,40.0,5,22.340425531914892,34.04255319148936,62,-11.3965163093356,-40.1861390241115,46.88189418173838,58.51063829787234,42.5531914893617,-58.69090648820796,68.96551724137932,58.620689655172406,-21.574721906178855,-8.586206847984975,18.3,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42B_NY_IMPULSE_PULLBACK_CONTINUATION,NY_IMPULSE_PULLBACK_LONG_I70,LONG,16,240,NY overlap continuation after a one-hour impulse and controlled pullback to micro mean.,33,-0.9330431036216463,-8.933043103621648,-24.93304310362165,-0.7692196077488873,48.484848484848484,-6.605797582228234,-2.3272455213934133,23,10,-18.20921264511891,12.402146841822066,47.82608695652174,50.0,-60.32079035295342,-76.32079035295342,63.63636363636363,11,-40.577911965135534,60.0,5,33.33333333333333,42.42424242424242,22,-17.74838962425188,-40.40636661973518,54.53923334013177,66.66666666666666,45.45454545454545,-48.07855274338746,60.0,50.0,-38.99433204779827,-6.307819773781027,39.0,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;train_n_too_small;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42B_NY_IMPULSE_PULLBACK_CONTINUATION,NY_IMPULSE_PULLBACK_LONG_I70,LONG,8,120,NY overlap continuation after a one-hour impulse and controlled pullback to micro mean.,36,-1.2262416468829715,-9.226241646882974,-25.226241646882972,13.909672793123391,55.55555555555556,-7.300883461446238,-1.9253581854367354,25,11,-2.0746203713100027,-25.47992636409426,52.0,63.63636363636363,-30.421061682358697,-46.42106168235869,54.54545454545454,11,-20.168127478588,40.0,5,36.11111111111111,44.44444444444444,24,-11.781415466830767,-39.62483791429106,43.73660442343996,61.111111111111114,36.11111111111111,-34.35141113315332,45.45454545454545,36.36363636363637,-28.684642582480922,-8.294880462292646,29.4,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;train_n_too_small;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42B_NY_IMPULSE_PULLBACK_CONTINUATION,NY_IMPULSE_PULLBACK_LONG_I70,LONG,4,60,NY overlap continuation after a one-hour impulse and controlled pullback to micro mean.,39,-1.4921789621354264,-9.492178962135426,-25.492178962135426,-7.209252155294436,41.02564102564102,-7.647841043720952,-1.8443379184144746,27,12,-13.575628756520643,-0.3044169247686905,33.33333333333333,58.333333333333336,-47.68365993934575,-63.68365993934575,27.27272727272727,11,-38.04307569912989,20.0,5,41.02564102564102,48.717948717948715,27,0.039975465834458046,-38.54898286778208,26.44478263349237,56.41025641025641,35.8974358974359,-28.836239785038906,41.66666666666667,33.33333333333333,-20.718963882330463,-9.537681811437324,13.700000000000001,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;train_n_too_small;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42B_NY_IMPULSE_PULLBACK_CONTINUATION,NY_IMPULSE_PULLBACK_LONG_I70,LONG,32,480,NY overlap continuation after a one-hour impulse and controlled pullback to micro mean.,33,-2.13606972437667,-10.13606972437667,-26.13606972437667,21.172831236765617,57.57575757575758,-5.207211879342069,-4.9288578450346,23,10,-24.982079729350584,24.00975328706334,52.17391304347826,70.0,-73.84473626875966,-89.84473626875966,72.72727272727273,11,-51.26394062975367,60.0,5,33.33333333333333,42.42424242424242,22,-21.29011580112173,-58.59449232887282,92.18025816360776,72.72727272727273,51.515151515151516,-66.26039097040459,70.0,60.0,-45.35979015509583,-8.948378223632039,36.7,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;train_n_too_small;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42C_PREVDAY_LIQUIDITY_SWEEP_REVERSAL,PREVDAY_HIGH_SWEEP_REJECT_SHORT_TOL5,SHORT,4,60,Intraday liquidity sweep above previous-day high followed by rejection.,116,-2.508670280216573,-10.50867028021657,-26.50867028021657,-10.788420981199025,27.586206896551722,-8.352158956279048,-2.156511323937522,81,35,-10.486151814579475,-10.56078444354814,29.629629629629626,22.857142857142858,-27.523232248477388,-43.52323224847739,23.52941176470588,17,-17.95730719030242,20.0,5,10.344827586206897,27.586206896551722,85,-8.468904575977188,-14.734058488489188,15.21042414908913,18.103448275862068,9.482758620689655,-17.841888684598793,22.857142857142858,11.428571428571429,-13.378582539902318,-10.484321014043406,0.0,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42C_PREVDAY_LIQUIDITY_SWEEP_REVERSAL,PREVDAY_LOW_SWEEP_RECLAIM_LONG_TOL20,LONG,16,240,Intraday liquidity sweep below previous-day low followed by reclaim.,13,-3.3306611505582544,-11.330661150558255,-27.330661150558253,-5.974334267694108,46.15384615384615,-6.605797582228234,-4.72486356833002,9,4,16.51329505378519,-73.979562610331,55.55555555555556,25.0,-106.27271240798852,-122.27271240798852,50.0,8,-106.27271240798852,25.0,4,30.76923076923077,53.84615384615385,11,-5.811433575628214,-60.5113234060628,24.964961457603074,61.53846153846154,53.84615384615385,-75.45206416309068,100.0,75.0,,,,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;train_n_too_small;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42B_NY_IMPULSE_PULLBACK_CONTINUATION,NY_IMPULSE_PULLBACK_LONG_I50,LONG,4,60,NY overlap continuation after a one-hour impulse and controlled pullback to micro mean.,108,-4.09507905345774,-12.09507905345774,-28.095079053457738,-11.101184942199131,37.03703703703704,-7.647841043720952,-4.447238009736788,75,33,-12.894252676230057,-10.278775365338838,33.33333333333333,45.45454545454545,-45.228901036935326,-61.228901036935326,42.857142857142854,14,-20.65868406004943,20.0,5,25.925925925925924,34.25925925925926,71,-7.6323553176282655,-24.929583097299535,24.724150847147406,39.81481481481482,25.925925925925924,-38.05142360578606,51.515151515151516,42.42424242424242,-18.262854851930623,-12.084853127380635,0.6,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42B_NY_IMPULSE_PULLBACK_CONTINUATION,NY_IMPULSE_PULLBACK_LONG_I50,LONG,32,480,NY overlap continuation after a one-hour impulse and controlled pullback to micro mean.,92,-4.2079131333512105,-12.207913133351212,-28.207913133351216,-1.0446125167426974,48.91304347826087,-5.207211879342069,-7.000701254009143,64,28,3.1898447785929207,-47.402788360652096,48.4375,50.0,-73.40307313904154,-89.40307313904154,57.14285714285714,14,-49.89657594214459,40.0,5,21.73913043478261,33.69565217391305,61,-16.788436762003133,-46.337207272637016,52.79009285080294,65.21739130434783,48.91304347826087,-61.49197655708704,82.14285714285714,71.42857142857143,-27.599259643593285,-12.108616790883914,14.7,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42C_PREVDAY_LIQUIDITY_SWEEP_REVERSAL,PREVDAY_LOW_SWEEP_RECLAIM_LONG_TOL12,LONG,4,60,Intraday liquidity sweep below previous-day low followed by reclaim.,29,-7.284207219394906,-15.284207219394906,-31.284207219394908,-11.512344107915455,24.137931034482758,-7.647841043720952,-7.636366175673954,20,9,-15.068235926843746,-15.76414342506415,15.0,44.44444444444444,-37.16098386246661,-53.160983862466615,21.428571428571427,14,-34.704603410332425,0.0,5,20.689655172413794,37.93103448275862,23,-17.629501250777054,-26.869974435855816,12.263489838821862,31.03448275862069,20.689655172413794,-26.140612176661637,44.44444444444444,33.33333333333333,-24.78965742369877,-15.631250462788145,1.0999999999999999,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;train_n_too_small;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42C_PREVDAY_LIQUIDITY_SWEEP_REVERSAL,PREVDAY_LOW_SWEEP_RECLAIM_LONG_TOL12,LONG,8,120,Intraday liquidity sweep below previous-day low followed by reclaim.,29,-8.02544026774369,-16.025440267743694,-32.02544026774369,-9.619170984455964,44.827586206896555,-7.300883461446238,-8.724556806297455,20,9,-12.19538700628108,-24.536669737660596,40.0,55.55555555555556,-59.52359721081856,-75.52359721081855,50.0,14,-59.52359721081856,0.0,5,20.689655172413794,37.93103448275862,23,-18.36863181556858,-30.0102307604877,22.591022662865612,44.827586206896555,27.586206896551722,-46.32649190731919,55.55555555555556,44.44444444444444,-29.723914943146198,-16.217035499279454,3.8,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;train_n_too_small;oos_n_too_small
Stage42_PARALLEL_INTRADAY_EXECUTION_MEGASCAN_V3,42C_PREVDAY_LIQUIDITY_SWEEP_REVERSAL,PREVDAY_LOW_SWEEP_RECLAIM_LONG_TOL20,LONG,4,60,Intraday liquidity sweep below previous-day low followed by reclaim.,13,-19.140946243429138,-27.140946243429138,-43.14094624342913,-20.532955462843944,15.384615384615385,-7.647841043720952,-19.493105199708186,9,4,-18.012932120135876,-47.67897802083897,22.22222222222222,0.0,-60.27170265686309,-76.27170265686308,12.5,8,-60.27170265686309,0.0,4,30.76923076923077,53.84615384615385,11,-25.69634494499537,-30.0102307604877,12.194226936821373,46.15384615384615,30.76923076923077,-49.360502762935134,75.0,50.0,,,,NO_GO,NO_GO,NO_GO,NO_GO,INSUFFICIENT_EVENTS_RESEARCH_ONLY,event_clock_n_below_min;train_n_too_small;oos_n_too_small
