mechanism,side,event_utc,entry_utc,exit_utc,horizon_bars,entry_price,exit_price,ret_usd,win,mfe_max_h,mae_max_h,ref_level,context,net_x1,event_dt,entry_dt,event_bar_utc,event_hour,event_session,event_open,event_high,event_low,event_close,event_range,body,lower_wick,upper_wick,lower_wick_to_range,lower_wick_to_body,close_position_in_range,sweep_depth,reclaim_above_ref,sweep_depth_atr,atr96,atr_pct_rank_252,pdh,pdl,prior_mid,prior_range,event_close_below_prior_mid,event_close_above_prior_mid,bars_since_first_breach,h4_close,h4_sma20,h4_slope3,h4_up_context,h4_slope_positive
prev_day_low_sweep_rejection,LONG,2022-05-09T10:15:00+00:00,2022-05-09T10:30:00+0000,2022-05-09T11:30:00+00:00,4,1866.89,1859.26,-7.63,0,4.42,10.91,1865.91,pdh=1892.36;pdl=1865.91,-7.9799999999999995,2022-05-09 10:15:00+00:00,2022-05-09 10:30:00+00:00,2022-05-09T10:15:00+00:00,10,london,1865.88,1866.91,1864.78,1866.9,2.130000000000109,1.0199999999999818,1.1000000000001364,0.009999999999990905,0.5164319248826666,1.0784313725491725,0.9953051643192533,1.1300000000001091,0.9900000000000091,0.40818783865145253,2.768333333333345,0.3611111111111111,1892.36,1865.91,1879.135,26.449999999999818,1,0,2,1869.67,1879.7785,1.0059999999996307,0,1
prev_day_low_sweep_rejection,LONG,2022-05-11T10:15:00+00:00,2022-05-11T10:30:00+0000,2022-05-11T11:30:00+00:00,4,1853.14,1852.74,-0.4,0,4.7,18.51,1851.49,pdh=1882.55;pdl=1851.49,-0.75,2022-05-11 10:15:00+00:00,2022-05-11 10:30:00+00:00,2022-05-11T10:15:00+00:00,10,london,1851.23,1854.14,1850.48,1853.12,3.660000000000082,1.8899999999998727,0.75,1.0200000000002092,0.20491803278688067,0.39682539682542356,0.7213114754097851,1.009999999999991,1.6299999999998818,0.3755373949417058,2.6894791666666698,0.5753968253968254,1882.55,1851.49,1867.02,31.059999999999945,1,0,41,1848.54,1861.8934999999997,-5.426000000000386,0,0
prev_day_low_sweep_rejection,LONG,2022-05-12T17:15:00+00:00,2022-05-12T17:30:00+0000,2022-05-12T18:30:00+00:00,4,1835.63,1824.84,-10.79,0,1.28,25.38,1835.3,pdh=1865.24;pdl=1835.30,-11.139999999999999,2022-05-12 17:15:00+00:00,2022-05-12 17:30:00+00:00,2022-05-12T17:15:00+00:00,17,new_york,1834.53,1836.17,1833.06,1835.63,3.1100000000001273,1.1000000000001364,1.4700000000000273,0.5399999999999636,0.4726688102893785,1.3363636363634954,0.8263665594855494,2.240000000000009,0.3300000000001546,0.7918692001767599,2.8287499999999994,0.6944444444444444,1865.24,1835.3,1850.27,29.940000000000055,1,0,2,1835.41,1850.131,-4.861499999999751,0,0
prev_day_low_sweep_rejection,LONG,2022-05-16T09:15:00+00:00,2022-05-16T09:30:00+0000,2022-05-16T10:30:00+00:00,4,1800.17,1804.83,4.66,1,14.24,4.49,1798.91,pdh=1828.56;pdl=1798.91,4.3100000000000005,2022-05-16 09:15:00+00:00,2022-05-16 09:30:00+00:00,2022-05-16T09:15:00+00:00,9,london,1794.92,1800.25,1792.72,1800.23,7.529999999999973,5.309999999999945,2.2000000000000455,0.01999999999998181,0.2921646746348013,0.41431261770246103,0.9973439575033225,6.190000000000055,1.3199999999999363,2.04924477550177,3.0206250000000097,0.7698412698412699,1828.56,1798.91,1813.7350000000001,29.649999999999864,1,0,2,1792.77,1830.8665,-4.900000000000091,0,0
prev_day_low_sweep_rejection,LONG,2022-05-19T08:15:00+00:00,2022-05-19T08:30:00+0000,2022-05-19T09:30:00+00:00,4,1813.79,1813.61,-0.18,0,27.5,3.02,1812.66,pdh=1835.90;pdl=1812.66,-0.53,2022-05-19 08:15:00+00:00,2022-05-19 08:30:00+00:00,2022-05-19T08:15:00+00:00,8,london,1812.85,1814.29,1811.83,1813.77,2.4600000000000364,0.9200000000000728,1.0199999999999818,0.5199999999999818,0.4146341463414499,1.1086956521738056,0.7886178861788723,0.8300000000001546,1.1099999999999,0.37944664031627745,2.1873958333333263,0.015873015873015872,1835.9,1812.66,1824.2800000000002,23.24000000000001,1,0,2,1813.0,1815.7655000000002,0.678000000000111,0,1
prev_day_low_sweep_rejection,LONG,2022-05-25T17:00:00+00:00,2022-05-25T17:15:00+0000,2022-05-25T18:15:00+00:00,4,1845.93,1845.64,-0.29,0,10.21,2.73,1845.43,pdh=1865.08;pdl=1845.43,-0.6399999999999999,2022-05-25 17:00:00+00:00,2022-05-25 17:15:00+00:00,2022-05-25T17:00:00+00:00,17,new_york,1847.63,1848.17,1841.24,1845.92,6.930000000000064,1.7100000000000364,4.680000000000064,0.5399999999999636,0.6753246753246783,2.736842105263137,0.6753246753246783,4.190000000000055,0.4900000000000091,2.0662659885961117,2.027812500000001,0.5317460317460317,1865.08,1845.43,1855.255,19.649999999999864,1,0,0,1845.63,1855.205,1.5864999999998872,0,1
prev_day_low_sweep_rejection,LONG,2022-05-26T04:30:00+00:00,2022-05-26T04:45:00+0000,2022-05-26T05:45:00+00:00,4,1850.65,1846.3,-4.35,0,0.65,7.98,1849.07,pdh=1869.49;pdl=1849.07,-4.699999999999999,2022-05-26 04:30:00+00:00,2022-05-26 04:45:00+00:00,2022-05-26T04:30:00+00:00,4,asia,1849.58,1850.66,1848.65,1850.6,2.009999999999991,1.0199999999999818,0.9299999999998363,0.060000000000172804,0.4626865671640997,0.9117647058822087,0.9701492537312572,0.4199999999998454,1.5299999999999727,0.2038216560508802,2.0606250000000017,0.6507936507936508,1869.49,1849.07,1859.28,20.420000000000073,1,0,6,1850.52,1856.696,1.4909999999999854,0,1
prev_day_low_sweep_rejection,LONG,2022-05-31T03:45:00+00:00,2022-05-31T04:00:00+0000,2022-05-31T05:00:00+00:00,4,1850.74,1851.97,1.23,1,6.19,0.6,1850.6,pdh=1853.74;pdl=1850.60,0.88,2022-05-31 03:45:00+00:00,2022-05-31 04:00:00+00:00,2022-05-31T03:45:00+00:00,3,asia,1849.82,1850.96,1849.52,1850.79,1.4400000000000546,0.9700000000000273,0.2999999999999545,0.17000000000007276,0.20833333333329385,0.30927835051540836,0.8819444444443983,1.0799999999999272,0.19000000000005457,0.6473122307547764,1.6684375000000078,0.09523809523809523,1853.74,1850.6,1852.17,3.1400000000001,1,0,9,1852.23,1853.3535,0.15450000000009823,0,1
prev_day_low_sweep_rejection,LONG,2022-06-01T17:30:00+00:00,2022-06-01T17:45:00+0000,2022-06-01T18:45:00+00:00,4,1848.77,1846.7,-2.07,0,1.0,3.9,1847.99,pdh=1863.83;pdl=1847.99,-2.42,2022-06-01 17:30:00+00:00,2022-06-01 17:45:00+00:00,2022-06-01T17:30:00+00:00,17,new_york,1847.94,1849.69,1847.78,1848.8,1.9100000000000819,0.8599999999999,0.16000000000008185,0.8900000000001,0.08376963350789267,0.1860465116280238,0.534031413612533,0.21000000000003638,0.8099999999999454,0.09349782023932585,2.2460416666666725,0.8809523809523809,1863.83,1847.99,1855.9099999999999,15.839999999999918,1,0,70,1845.43,1848.3285,-2.8244999999997162,0,0
prev_day_low_sweep_rejection,LONG,2022-06-06T16:00:00+00:00,2022-06-06T16:15:00+0000,2022-06-06T17:15:00+00:00,4,1847.66,1842.67,-4.99,0,0.05,7.31,1847.15,pdh=1873.86;pdl=1847.15,-5.34,2022-06-06 16:00:00+00:00,2022-06-06 16:15:00+00:00,2022-06-06T16:00:00+00:00,16,new_york,1846.16,1848.54,1845.45,1847.64,3.089999999999918,1.4800000000000182,0.7100000000000364,0.8999999999998636,0.22977346278318939,0.4797297297297484,0.7087378640777063,1.7000000000000455,0.4900000000000091,0.8999669129811672,1.8889583333333277,0.5,1873.86,1847.15,1860.505,26.70999999999981,1,0,3,1843.35,1854.083,2.1340000000000146,0,1
