probe_utc,session,year,h1_trend,h4_trend,vol_bucket,compression_bucket,impulse_bucket,macro_bucket,direction,horizon_hours,entry_price,mfe_usd,mae_usd,close_move_usd,hit_plus_10,hit_plus_15,hit_plus_24,hit_minus_10,hit_minus_15,first_hit_15_15,first_hit_24_15
2022-05-20T03:00:00+00:00,asia,2022,up,neutral,low,mid_high,normal,normal,short,12,1838.54,6.38,-10.66,-1.88,False,False,False,True,False,none,none
2022-05-20T06:00:00+00:00,london,2022,up,neutral,mid_high,mid_low,expanded,normal,long,3,1845.49,3.71,-3.89,-0.03,False,False,False,False,False,none,none
2022-05-20T06:00:00+00:00,london,2022,up,neutral,mid_high,mid_low,expanded,normal,short,3,1845.49,3.89,-3.71,0.03,False,False,False,False,False,none,none
2022-05-20T06:00:00+00:00,london,2022,up,neutral,mid_high,mid_low,expanded,normal,long,6,1845.49,3.71,-4.52,-3.19,False,False,False,False,False,none,none
2022-05-20T06:00:00+00:00,london,2022,up,neutral,mid_high,mid_low,expanded,normal,short,6,1845.49,4.52,-3.71,3.19,False,False,False,False,False,none,none
2022-05-20T06:00:00+00:00,london,2022,up,neutral,mid_high,mid_low,expanded,normal,long,12,1845.49,3.71,-13.33,-2.62,False,False,False,True,False,none,none
2022-05-20T06:00:00+00:00,london,2022,up,neutral,mid_high,mid_low,expanded,normal,short,12,1845.49,13.33,-3.71,2.62,True,False,False,False,False,none,none
2022-05-20T09:00:00+00:00,london,2022,up,neutral,mid_low,low,normal,normal,long,3,1845.45,2.1,-4.48,-3.15,False,False,False,False,False,none,none
2022-05-20T09:00:00+00:00,london,2022,up,neutral,mid_low,low,normal,normal,short,3,1845.45,4.48,-2.1,3.15,False,False,False,False,False,none,none
2022-05-20T09:00:00+00:00,london,2022,up,neutral,mid_low,low,normal,normal,long,6,1845.45,2.1,-13.29,-5.03,False,False,False,True,False,none,none
2022-05-20T09:00:00+00:00,london,2022,up,neutral,mid_low,low,normal,normal,short,6,1845.45,13.29,-2.1,5.03,True,False,False,False,False,none,none
2022-05-20T09:00:00+00:00,london,2022,up,neutral,mid_low,low,normal,normal,long,12,1845.45,2.1,-13.29,-0.64,False,False,False,True,False,none,none
2022-05-20T09:00:00+00:00,london,2022,up,neutral,mid_low,low,normal,normal,short,12,1845.45,13.29,-2.1,0.64,True,False,False,False,False,none,none
2022-05-20T12:00:00+00:00,london_ny_overlap,2022,up,neutral,mid_high,low,expanded,normal,long,3,1842.29,4.2,-10.13,-1.87,False,False,False,True,False,none,none
2022-05-20T12:00:00+00:00,london_ny_overlap,2022,up,neutral,mid_high,low,expanded,normal,short,3,1842.29,10.13,-4.2,1.87,True,False,False,False,False,none,none
2022-05-20T12:00:00+00:00,london_ny_overlap,2022,up,neutral,mid_high,low,expanded,normal,long,6,1842.29,4.2,-10.13,0.58,False,False,False,True,False,none,none
2022-05-20T12:00:00+00:00,london_ny_overlap,2022,up,neutral,mid_high,low,expanded,normal,short,6,1842.29,10.13,-4.2,-0.58,True,False,False,False,False,none,none
2022-05-20T12:00:00+00:00,london_ny_overlap,2022,up,neutral,mid_high,low,expanded,normal,long,12,1842.29,4.2,-10.13,2.52,False,False,False,True,False,none,none
2022-05-20T12:00:00+00:00,london_ny_overlap,2022,up,neutral,mid_high,low,expanded,normal,short,12,1842.29,10.13,-4.2,-2.52,True,False,False,False,False,none,none
2022-05-20T15:00:00+00:00,london_ny_overlap,2022,neutral,neutral,high,low,expanded,normal,long,3,1840.44,6.0,-1.14,2.43,False,False,False,False,False,none,none
2022-05-20T15:00:00+00:00,london_ny_overlap,2022,neutral,neutral,high,low,expanded,normal,short,3,1840.44,1.14,-6.0,-2.43,False,False,False,False,False,none,none
