probe_utc,session,year,h1_trend,h4_trend,vol_bucket,compression_bucket,impulse_bucket,macro_bucket,direction,horizon_hours,entry_price,mfe_usd,mae_usd,close_move_usd,hit_plus_10,hit_plus_15,hit_plus_24,hit_minus_10,hit_minus_15,first_hit_15_15,first_hit_24_15
2022-07-04T09:00:00+00:00,london,2022,neutral,down,mid_low,mid_high,normal,normal,long,6,1807.17,3.59,-3.43,2.57,False,False,False,False,False,none,none
2022-07-04T09:00:00+00:00,london,2022,neutral,down,mid_low,mid_high,normal,normal,short,6,1807.17,3.43,-3.59,-2.57,False,False,False,False,False,none,none
2022-07-04T09:00:00+00:00,london,2022,neutral,down,mid_low,mid_high,normal,normal,long,12,1807.17,3.59,-3.43,0.01,False,False,False,False,False,none,none
2022-07-04T09:00:00+00:00,london,2022,neutral,down,mid_low,mid_high,normal,normal,short,12,1807.17,3.43,-3.59,-0.01,False,False,False,False,False,none,none
2022-07-04T12:00:00+00:00,london_ny_overlap,2022,down,down,mid_high,mid_low,normal,normal,long,3,1805.16,5.6,-0.21,4.58,False,False,False,False,False,none,none
2022-07-04T12:00:00+00:00,london_ny_overlap,2022,down,down,mid_high,mid_low,normal,normal,short,3,1805.16,0.21,-5.6,-4.58,False,False,False,False,False,none,none
2022-07-04T12:00:00+00:00,london_ny_overlap,2022,down,down,mid_high,mid_low,normal,normal,long,6,1805.16,5.6,-0.21,0.72,False,False,False,False,False,none,none
2022-07-04T12:00:00+00:00,london_ny_overlap,2022,down,down,mid_high,mid_low,normal,normal,short,6,1805.16,0.21,-5.6,-0.72,False,False,False,False,False,none,none
2022-07-04T12:00:00+00:00,london_ny_overlap,2022,down,down,mid_high,mid_low,normal,normal,long,12,1805.16,5.6,-0.21,3.89,False,False,False,False,False,none,none
2022-07-04T12:00:00+00:00,london_ny_overlap,2022,down,down,mid_high,mid_low,normal,normal,short,12,1805.16,0.21,-5.6,-3.89,False,False,False,False,False,none,none
2022-07-04T15:00:00+00:00,london_ny_overlap,2022,neutral,down,mid_low,low,normal,normal,long,3,1809.76,0.02,-4.51,-3.88,False,False,False,False,False,none,none
2022-07-04T15:00:00+00:00,london_ny_overlap,2022,neutral,down,mid_low,low,normal,normal,short,3,1809.76,4.51,-0.02,3.88,False,False,False,False,False,none,none
2022-07-04T15:00:00+00:00,london_ny_overlap,2022,neutral,down,mid_low,low,normal,normal,long,6,1809.76,0.02,-4.51,-2.58,False,False,False,False,False,none,none
2022-07-04T15:00:00+00:00,london_ny_overlap,2022,neutral,down,mid_low,low,normal,normal,short,6,1809.76,4.51,-0.02,2.58,False,False,False,False,False,none,none
2022-07-04T15:00:00+00:00,london_ny_overlap,2022,neutral,down,mid_low,low,normal,normal,long,12,1809.76,2.22,-4.51,-0.28,False,False,False,False,False,none,none
2022-07-04T15:00:00+00:00,london_ny_overlap,2022,neutral,down,mid_low,low,normal,normal,short,12,1809.76,4.51,-2.22,0.28,False,False,False,False,False,none,none
2022-07-04T18:00:00+00:00,new_york,2022,neutral,down,low,low,normal,normal,long,3,1805.89,1.48,-0.58,1.29,False,False,False,False,False,none,none
2022-07-04T18:00:00+00:00,new_york,2022,neutral,down,low,low,normal,normal,short,3,1805.89,0.58,-1.48,-1.29,False,False,False,False,False,none,none
2022-07-04T18:00:00+00:00,new_york,2022,neutral,down,low,low,normal,normal,long,6,1805.89,3.72,-0.58,3.16,False,False,False,False,False,none,none
2022-07-04T18:00:00+00:00,new_york,2022,neutral,down,low,low,normal,normal,short,6,1805.89,0.58,-3.72,-3.16,False,False,False,False,False,none,none
2022-07-04T18:00:00+00:00,new_york,2022,neutral,down,low,low,normal,normal,long,12,1805.89,6.09,-0.58,5.66,False,False,False,False,False,none,none
2022-07-04T18:00:00+00:00,new_york,2022,neutral,down,low,low,normal,normal,short,12,1805.89,0.58,-6.09,-5.66,False,False,False,False,False,none,none
2022-07-05T00:00:00+00:00,asia,2022,neutral,down,low,low,normal,normal,long,3,1809.08,2.9,-2.76,0.4,False,False,False,False,False,none,none
2022-07-05T00:00:00+00:00,asia,2022,neutral,down,low,low,normal,normal,short,3,1809.08,2.76,-2.9,-0.4,False,False,False,False,False,none,none
2022-07-05T00:00:00+00:00,asia,2022,neutral,down,low,low,normal,normal,long,6,1809.08,2.9,-2.76,2.47,False,False,False,False,False,none,none
2022-07-05T00:00:00+00:00,asia,2022,neutral,down,low,low,normal,normal,short,6,1809.08,2.76,-2.9,-2.47,False,False,False,False,False,none,none
2022-07-05T00:00:00+00:00,asia,2022,neutral,down,low,low,normal,normal,long,12,1809.08,2.9,-11.8,-11.11,False,False,False,True,False,none,none
2022-07-05T00:00:00+00:00,asia,2022,neutral,down,low,low,normal,normal,short,12,1809.08,11.8,-2.9,11.11,True,False,False,False,False,none,none
2022-07-05T03:00:00+00:00,asia,2022,up,down,mid_low,low,normal,normal,long,3,1809.46,2.41,-0.22,2.09,False,False,False,False,False,none,none
2022-07-05T03:00:00+00:00,asia,2022,up,down,mid_low,low,normal,normal,short,3,1809.46,0.22,-2.41,-2.09,False,False,False,False,False,none,none
2022-07-05T03:00:00+00:00,asia,2022,up,down,mid_low,low,normal,normal,long,6,1809.46,2.41,-9.0,-8.72,False,False,False,False,False,none,none
2022-07-05T03:00:00+00:00,asia,2022,up,down,mid_low,low,normal,normal,short,6,1809.46,9.0,-2.41,8.72,False,False,False,False,False,none,none
2022-07-05T03:00:00+00:00,asia,2022,up,down,mid_low,low,normal,normal,long,12,1809.46,2.41,-43.2,-41.96,False,False,False,True,True,sl_first,sl_first
2022-07-05T03:00:00+00:00,asia,2022,up,down,mid_low,low,normal,normal,short,12,1809.46,43.2,-2.41,41.96,True,True,True,False,False,tp_first,tp_first
2022-07-05T06:00:00+00:00,london,2022,up,down,low,low,normal,normal,long,3,1811.5,0.19,-11.04,-10.76,False,False,False,True,False,none,none
2022-07-05T06:00:00+00:00,london,2022,up,down,low,low,normal,normal,short,3,1811.5,11.04,-0.19,10.76,True,False,False,False,False,none,none
2022-07-05T06:00:00+00:00,london,2022,up,down,low,low,normal,normal,long,6,1811.5,0.19,-14.22,-13.53,False,False,False,True,False,none,none
2022-07-05T06:00:00+00:00,london,2022,up,down,low,low,normal,normal,short,6,1811.5,14.22,-0.19,13.53,True,False,False,False,False,none,none
2022-07-05T06:00:00+00:00,london,2022,up,down,low,low,normal,normal,long,12,1811.5,0.19,-47.77,-46.63,False,False,False,True,True,sl_first,sl_first
2022-07-05T06:00:00+00:00,london,2022,up,down,low,low,normal,normal,short,12,1811.5,47.77,-0.19,46.63,True,True,True,False,False,tp_first,tp_first
2022-07-05T09:00:00+00:00,london,2022,down,down,mid_high,low,shock_impulse,normal,long,3,1800.77,4.34,-3.49,-2.8,False,False,False,False,False,none,none
2022-07-05T09:00:00+00:00,london,2022,down,down,mid_high,low,shock_impulse,normal,short,3,1800.77,3.49,-4.34,2.8,False,False,False,False,False,none,none
2022-07-05T09:00:00+00:00,london,2022,down,down,mid_high,low,shock_impulse,normal,long,6,1800.77,4.34,-34.51,-33.27,False,False,False,True,True,sl_first,sl_first
2022-07-05T09:00:00+00:00,london,2022,down,down,mid_high,low,shock_impulse,normal,short,6,1800.77,34.51,-4.34,33.27,True,True,True,False,False,tp_first,tp_first
2022-07-05T09:00:00+00:00,london,2022,down,down,mid_high,low,shock_impulse,normal,long,12,1800.77,4.34,-37.04,-36.14,False,False,False,True,True,sl_first,sl_first
2022-07-05T09:00:00+00:00,london,2022,down,down,mid_high,low,shock_impulse,normal,short,12,1800.77,37.04,-4.34,36.14,True,True,True,False,False,tp_first,tp_first
2022-07-05T12:00:00+00:00,london_ny_overlap,2022,down,down,mid_high,mid_low,expanded,normal,long,3,1797.95,6.52,-31.69,-30.45,False,False,False,True,True,sl_first,sl_first
2022-07-05T12:00:00+00:00,london_ny_overlap,2022,down,down,mid_high,mid_low,expanded,normal,short,3,1797.95,31.69,-6.52,30.45,True,True,True,False,False,tp_first,tp_first
2022-07-05T12:00:00+00:00,london_ny_overlap,2022,down,down,mid_high,mid_low,expanded,normal,long,6,1797.95,6.52,-34.22,-33.08,False,False,False,True,True,sl_first,sl_first
2022-07-05T12:00:00+00:00,london_ny_overlap,2022,down,down,mid_high,mid_low,expanded,normal,short,6,1797.95,34.22,-6.52,33.08,True,True,True,False,False,tp_first,tp_first
2022-07-05T12:00:00+00:00,london_ny_overlap,2022,down,down,mid_high,mid_low,expanded,normal,long,12,1797.95,6.52,-34.22,-28.75,False,False,False,True,True,sl_first,sl_first
2022-07-05T12:00:00+00:00,london_ny_overlap,2022,down,down,mid_high,mid_low,expanded,normal,short,12,1797.95,34.22,-6.52,28.75,True,True,True,False,False,tp_first,tp_first
2022-07-05T15:00:00+00:00,london_ny_overlap,2022,down,down,high,high,shock_impulse,normal,long,3,1767.51,3.65,-3.78,-2.64,False,False,False,False,False,none,none
2022-07-05T15:00:00+00:00,london_ny_overlap,2022,down,down,high,high,shock_impulse,normal,short,3,1767.51,3.78,-3.65,2.64,False,False,False,False,False,none,none
2022-07-05T15:00:00+00:00,london_ny_overlap,2022,down,down,high,high,shock_impulse,normal,long,6,1767.51,3.65,-3.78,-2.88,False,False,False,False,False,none,none
2022-07-05T15:00:00+00:00,london_ny_overlap,2022,down,down,high,high,shock_impulse,normal,short,6,1767.51,3.78,-3.65,2.88,False,False,False,False,False,none,none
2022-07-05T15:00:00+00:00,london_ny_overlap,2022,down,down,high,high,shock_impulse,normal,long,12,1767.51,5.23,-3.78,3.21,False,False,False,False,False,none,none
2022-07-05T15:00:00+00:00,london_ny_overlap,2022,down,down,high,high,shock_impulse,normal,short,12,1767.51,3.78,-5.23,-3.21,False,False,False,False,False,none,none
2022-07-05T18:00:00+00:00,new_york,2022,down,down,mid_high,high,normal,normal,long,3,1764.91,3.98,-0.37,-0.28,False,False,False,False,False,none,none
2022-07-05T18:00:00+00:00,new_york,2022,down,down,mid_high,high,normal,normal,short,3,1764.91,0.37,-3.98,0.28,False,False,False,False,False,none,none
2022-07-05T18:00:00+00:00,new_york,2022,down,down,mid_high,high,normal,normal,long,6,1764.91,4.99,-0.37,4.29,False,False,False,False,False,none,none
2022-07-05T18:00:00+00:00,new_york,2022,down,down,mid_high,high,normal,normal,short,6,1764.91,0.37,-4.99,-4.29,False,False,False,False,False,none,none
2022-07-05T18:00:00+00:00,new_york,2022,down,down,mid_high,high,normal,normal,long,12,1764.91,7.83,-2.04,-1.74,False,False,False,False,False,none,none
2022-07-05T18:00:00+00:00,new_york,2022,down,down,mid_high,high,normal,normal,short,12,1764.91,2.04,-7.83,1.74,False,False,False,False,False,none,none
2022-07-05T21:00:00+00:00,other,2022,down,down,mid_low,high,normal,normal,long,3,1766.26,3.64,-0.58,2.94,False,False,False,False,False,none,none
2022-07-05T21:00:00+00:00,other,2022,down,down,mid_low,high,normal,normal,short,3,1766.26,0.58,-3.64,-2.94,False,False,False,False,False,none,none
2022-07-05T21:00:00+00:00,other,2022,down,down,mid_low,high,normal,normal,long,6,1766.26,6.48,-0.58,4.46,False,False,False,False,False,none,none
2022-07-05T21:00:00+00:00,other,2022,down,down,mid_low,high,normal,normal,short,6,1766.26,0.58,-6.48,-4.46,False,False,False,False,False,none,none
2022-07-05T21:00:00+00:00,other,2022,down,down,mid_low,high,normal,normal,long,12,1766.26,6.48,-3.39,-0.24,False,False,False,False,False,none,none
2022-07-05T21:00:00+00:00,other,2022,down,down,mid_low,high,normal,normal,short,12,1766.26,3.39,-6.48,0.24,False,False,False,False,False,none,none
2022-07-06T01:00:00+00:00,asia,2022,down,down,mid_low,high,normal,normal,long,3,1771.04,1.7,-2.85,-1.86,False,False,False,False,False,none,none
2022-07-06T01:00:00+00:00,asia,2022,down,down,mid_low,high,normal,normal,short,3,1771.04,2.85,-1.7,1.86,False,False,False,False,False,none,none
2022-07-06T01:00:00+00:00,asia,2022,down,down,mid_low,high,normal,normal,long,6,1771.04,1.7,-8.17,-2.03,False,False,False,False,False,none,none
2022-07-06T01:00:00+00:00,asia,2022,down,down,mid_low,high,normal,normal,short,6,1771.04,8.17,-1.7,2.03,False,False,False,False,False,none,none
2022-07-06T01:00:00+00:00,asia,2022,down,down,mid_low,high,normal,normal,long,12,1771.04,1.7,-11.7,-5.97,False,False,False,True,False,none,none
2022-07-06T01:00:00+00:00,asia,2022,down,down,mid_low,high,normal,normal,short,12,1771.04,11.7,-1.7,5.97,True,False,False,False,False,none,none
2022-07-06T04:00:00+00:00,asia,2022,down,down,mid_low,high,normal,normal,long,3,1769.16,0.52,-6.29,-0.15,False,False,False,False,False,none,none
2022-07-06T04:00:00+00:00,asia,2022,down,down,mid_low,high,normal,normal,short,3,1769.16,6.29,-0.52,0.15,False,False,False,False,False,none,none
2022-07-06T04:00:00+00:00,asia,2022,down,down,mid_low,high,normal,normal,long,6,1769.16,2.43,-6.29,-5.35,False,False,False,False,False,none,none
2022-07-06T04:00:00+00:00,asia,2022,down,down,mid_low,high,normal,normal,short,6,1769.16,6.29,-2.43,5.35,False,False,False,False,False,none,none
2022-07-06T04:00:00+00:00,asia,2022,down,down,mid_low,high,normal,normal,long,12,1769.16,2.43,-36.56,-35.65,False,False,False,True,True,sl_first,sl_first
2022-07-06T04:00:00+00:00,asia,2022,down,down,mid_low,high,normal,normal,short,12,1769.16,36.56,-2.43,35.65,True,True,True,False,False,tp_first,tp_first
2022-07-06T07:00:00+00:00,london,2022,down,down,high,high,expanded,normal,long,3,1769.01,2.58,-5.22,-5.2,False,False,False,False,False,none,none
2022-07-06T07:00:00+00:00,london,2022,down,down,high,high,expanded,normal,short,3,1769.01,5.22,-2.58,5.2,False,False,False,False,False,none,none
2022-07-06T07:00:00+00:00,london,2022,down,down,high,high,expanded,normal,long,6,1769.01,2.58,-9.67,-3.94,False,False,False,False,False,none,none
2022-07-06T07:00:00+00:00,london,2022,down,down,high,high,expanded,normal,short,6,1769.01,9.67,-2.58,3.94,False,False,False,False,False,none,none
2022-07-06T07:00:00+00:00,london,2022,down,down,high,high,expanded,normal,long,12,1769.01,2.58,-36.93,-30.23,False,False,False,True,True,sl_first,sl_first
2022-07-06T07:00:00+00:00,london,2022,down,down,high,high,expanded,normal,short,12,1769.01,36.93,-2.58,30.23,True,True,True,False,False,tp_first,tp_first
2022-07-06T10:00:00+00:00,london,2022,down,down,mid_high,low,normal,normal,long,3,1763.81,3.9,-4.47,1.26,False,False,False,False,False,none,none
2022-07-06T10:00:00+00:00,london,2022,down,down,mid_high,low,normal,normal,short,3,1763.81,4.47,-3.9,-1.26,False,False,False,False,False,none,none
2022-07-06T10:00:00+00:00,london,2022,down,down,mid_high,low,normal,normal,long,6,1763.81,3.9,-31.21,-30.3,False,False,False,True,True,sl_first,sl_first
2022-07-06T10:00:00+00:00,london,2022,down,down,mid_high,low,normal,normal,short,6,1763.81,31.21,-3.9,30.3,True,True,True,False,False,tp_first,tp_first
2022-07-06T10:00:00+00:00,london,2022,down,down,mid_high,low,normal,normal,long,12,1763.81,3.9,-31.73,-24.82,False,False,False,True,True,sl_first,sl_first
2022-07-06T10:00:00+00:00,london,2022,down,down,mid_high,low,normal,normal,short,12,1763.81,31.73,-3.9,24.82,True,True,True,False,False,tp_first,tp_first
2022-07-06T13:00:00+00:00,london_ny_overlap,2022,down,down,high,mid_low,shock_impulse,normal,long,3,1765.2,2.51,-32.6,-31.69,False,False,False,True,True,sl_first,sl_first
2022-07-06T13:00:00+00:00,london_ny_overlap,2022,down,down,high,mid_low,shock_impulse,normal,short,3,1765.2,32.6,-2.51,31.69,True,True,True,False,False,tp_first,tp_first
2022-07-06T13:00:00+00:00,london_ny_overlap,2022,down,down,high,mid_low,shock_impulse,normal,long,6,1765.2,2.51,-33.12,-26.42,False,False,False,True,True,sl_first,sl_first
2022-07-06T13:00:00+00:00,london_ny_overlap,2022,down,down,high,mid_low,shock_impulse,normal,short,6,1765.2,33.12,-2.51,26.42,True,True,True,False,False,tp_first,tp_first
2022-07-06T13:00:00+00:00,london_ny_overlap,2022,down,down,high,mid_low,shock_impulse,normal,long,12,1765.2,2.51,-33.12,-23.46,False,False,False,True,True,sl_first,sl_first
2022-07-06T13:00:00+00:00,london_ny_overlap,2022,down,down,high,mid_low,shock_impulse,normal,short,12,1765.2,33.12,-2.51,23.46,True,True,True,False,False,tp_first,tp_first
2022-07-06T16:00:00+00:00,new_york,2022,down,down,high,high,expanded,normal,long,3,1733.53,6.26,-1.45,5.25,False,False,False,False,False,none,none
2022-07-06T16:00:00+00:00,new_york,2022,down,down,high,high,expanded,normal,short,3,1733.53,1.45,-6.26,-5.25,False,False,False,False,False,none,none
2022-07-06T16:00:00+00:00,new_york,2022,down,down,high,high,expanded,normal,long,6,1733.53,10.28,-1.45,5.46,True,False,False,False,False,none,none
2022-07-06T16:00:00+00:00,new_york,2022,down,down,high,high,expanded,normal,short,6,1733.53,1.45,-10.28,-5.46,False,False,False,True,False,none,none
2022-07-06T16:00:00+00:00,new_york,2022,down,down,high,high,expanded,normal,long,12,1733.53,13.27,-1.45,12.19,True,False,False,False,False,none,none
2022-07-06T16:00:00+00:00,new_york,2022,down,down,high,high,expanded,normal,short,12,1733.53,1.45,-13.27,-12.19,False,False,False,True,False,none,none
2022-07-06T19:00:00+00:00,new_york,2022,down,down,high,high,normal,normal,long,3,1738.79,5.02,-1.01,0.2,False,False,False,False,False,none,none
2022-07-06T19:00:00+00:00,new_york,2022,down,down,high,high,normal,normal,short,3,1738.79,1.01,-5.02,-0.2,False,False,False,False,False,none,none
2022-07-06T19:00:00+00:00,new_york,2022,down,down,high,high,normal,normal,long,6,1738.79,5.02,-1.01,2.95,False,False,False,False,False,none,none
2022-07-06T19:00:00+00:00,new_york,2022,down,down,high,high,normal,normal,short,6,1738.79,1.01,-5.02,-2.95,False,False,False,False,False,none,none
2022-07-06T19:00:00+00:00,new_york,2022,down,down,high,high,normal,normal,long,12,1738.79,8.71,-2.44,4.47,False,False,False,False,False,none,none
2022-07-06T19:00:00+00:00,new_york,2022,down,down,high,high,normal,normal,short,12,1738.79,2.44,-8.71,-4.47,False,False,False,False,False,none,none
2022-07-06T23:00:00+00:00,asia,2022,down,down,low,high,normal,normal,long,3,1739.02,3.41,-2.67,-1.69,False,False,False,False,False,none,none
2022-07-06T23:00:00+00:00,asia,2022,down,down,low,high,normal,normal,short,3,1739.02,2.67,-3.41,1.69,False,False,False,False,False,none,none
2022-07-06T23:00:00+00:00,asia,2022,down,down,low,high,normal,normal,long,6,1739.02,7.93,-2.67,5.26,False,False,False,False,False,none,none
2022-07-06T23:00:00+00:00,asia,2022,down,down,low,high,normal,normal,short,6,1739.02,2.67,-7.93,-5.26,False,False,False,False,False,none,none
2022-07-06T23:00:00+00:00,asia,2022,down,down,low,high,normal,normal,long,12,1739.02,8.48,-2.67,3.52,False,False,False,False,False,none,none
2022-07-06T23:00:00+00:00,asia,2022,down,down,low,high,normal,normal,short,12,1739.02,2.67,-8.48,-3.52,False,False,False,False,False,none,none
2022-07-07T02:00:00+00:00,asia,2022,down,down,mid_high,high,normal,normal,long,3,1737.32,9.63,-0.03,6.96,False,False,False,False,False,none,none
2022-07-07T02:00:00+00:00,asia,2022,down,down,mid_high,high,normal,normal,short,3,1737.32,0.03,-9.63,-6.96,False,False,False,False,False,none,none
2022-07-07T02:00:00+00:00,asia,2022,down,down,mid_high,high,normal,normal,long,6,1737.32,10.18,-0.03,7.16,True,False,False,False,False,none,none
2022-07-07T02:00:00+00:00,asia,2022,down,down,mid_high,high,normal,normal,short,6,1737.32,0.03,-10.18,-7.16,False,False,False,True,False,none,none
2022-07-07T02:00:00+00:00,asia,2022,down,down,mid_high,high,normal,normal,long,12,1737.32,11.31,-0.03,9.56,True,False,False,False,False,none,none
2022-07-07T02:00:00+00:00,asia,2022,down,down,mid_high,high,normal,normal,short,12,1737.32,0.03,-11.31,-9.56,False,False,False,True,False,none,none
2022-07-07T05:00:00+00:00,asia,2022,down,down,mid_low,high,normal,normal,long,3,1744.28,3.22,-3.24,0.2,False,False,False,False,False,none,none
2022-07-07T05:00:00+00:00,asia,2022,down,down,mid_low,high,normal,normal,short,3,1744.28,3.24,-3.22,-0.2,False,False,False,False,False,none,none
2022-07-07T05:00:00+00:00,asia,2022,down,down,mid_low,high,normal,normal,long,6,1744.28,3.22,-4.35,-1.74,False,False,False,False,False,none,none
2022-07-07T05:00:00+00:00,asia,2022,down,down,mid_low,high,normal,normal,short,6,1744.28,4.35,-3.22,1.74,False,False,False,False,False,none,none
2022-07-07T05:00:00+00:00,asia,2022,down,down,mid_low,high,normal,normal,long,12,1744.28,4.67,-6.42,-1.79,False,False,False,False,False,none,none
2022-07-07T05:00:00+00:00,asia,2022,down,down,mid_low,high,normal,normal,short,12,1744.28,6.42,-4.67,1.79,False,False,False,False,False,none,none
2022-07-07T08:00:00+00:00,london,2022,down,down,mid_high,high,normal,normal,long,3,1744.48,0.59,-4.55,-1.94,False,False,False,False,False,none,none
2022-07-07T08:00:00+00:00,london,2022,down,down,mid_high,high,normal,normal,short,3,1744.48,4.55,-0.59,1.94,False,False,False,False,False,none,none
2022-07-07T08:00:00+00:00,london,2022,down,down,mid_high,high,normal,normal,long,6,1744.48,4.15,-6.62,2.4,False,False,False,False,False,none,none
2022-07-07T08:00:00+00:00,london,2022,down,down,mid_high,high,normal,normal,short,6,1744.48,6.62,-4.15,-2.4,False,False,False,False,False,none,none
2022-07-07T08:00:00+00:00,london,2022,down,down,mid_high,high,normal,normal,long,12,1744.48,4.47,-6.62,-3.93,False,False,False,False,False,none,none
2022-07-07T08:00:00+00:00,london,2022,down,down,mid_high,high,normal,normal,short,12,1744.48,6.62,-4.47,3.93,False,False,False,False,False,none,none
2022-07-07T11:00:00+00:00,london,2022,down,down,mid_high,mid_low,normal,normal,long,3,1742.51,6.12,-4.65,4.37,False,False,False,False,False,none,none
2022-07-07T11:00:00+00:00,london,2022,down,down,mid_high,mid_low,normal,normal,short,3,1742.51,4.65,-6.12,-4.37,False,False,False,False,False,none,none
2022-07-07T11:00:00+00:00,london,2022,down,down,mid_high,mid_low,normal,normal,long,6,1742.51,6.44,-4.65,-0.02,False,False,False,False,False,none,none
2022-07-07T11:00:00+00:00,london,2022,down,down,mid_high,mid_low,normal,normal,short,6,1742.51,4.65,-6.44,0.02,False,False,False,False,False,none,none
2022-07-07T11:00:00+00:00,london,2022,down,down,mid_high,mid_low,normal,normal,long,12,1742.51,6.44,-4.65,-2.86,False,False,False,False,False,none,none
2022-07-07T11:00:00+00:00,london,2022,down,down,mid_high,mid_low,normal,normal,short,12,1742.51,4.65,-6.44,2.86,False,False,False,False,False,none,none
2022-07-07T14:00:00+00:00,london_ny_overlap,2022,neutral,down,high,mid_low,shock_impulse,normal,long,3,1746.85,2.1,-7.56,-4.36,False,False,False,False,False,none,none
2022-07-07T14:00:00+00:00,london_ny_overlap,2022,neutral,down,high,mid_low,shock_impulse,normal,short,3,1746.85,7.56,-2.1,4.36,False,False,False,False,False,none,none
2022-07-07T14:00:00+00:00,london_ny_overlap,2022,neutral,down,high,mid_low,shock_impulse,normal,long,6,1746.85,2.1,-8.31,-6.3,False,False,False,False,False,none,none
2022-07-07T14:00:00+00:00,london_ny_overlap,2022,neutral,down,high,mid_low,shock_impulse,normal,short,6,1746.85,8.31,-2.1,6.3,False,False,False,False,False,none,none
2022-07-07T14:00:00+00:00,london_ny_overlap,2022,neutral,down,high,mid_low,shock_impulse,normal,long,12,1746.85,2.1,-8.31,-3.51,False,False,False,False,False,none,none
2022-07-07T14:00:00+00:00,london_ny_overlap,2022,neutral,down,high,mid_low,shock_impulse,normal,short,12,1746.85,8.31,-2.1,3.51,False,False,False,False,False,none,none
2022-07-07T17:00:00+00:00,new_york,2022,down,down,mid_low,mid_low,normal,normal,long,3,1742.47,0.36,-3.93,-1.92,False,False,False,False,False,none,none
2022-07-07T17:00:00+00:00,new_york,2022,down,down,mid_low,mid_low,normal,normal,short,3,1742.47,3.93,-0.36,1.92,False,False,False,False,False,none,none
2022-07-07T17:00:00+00:00,new_york,2022,down,down,mid_low,mid_low,normal,normal,long,6,1742.47,0.36,-3.93,-2.82,False,False,False,False,False,none,none
2022-07-07T17:00:00+00:00,new_york,2022,down,down,mid_low,mid_low,normal,normal,short,6,1742.47,3.93,-0.36,2.82,False,False,False,False,False,none,none
2022-07-07T17:00:00+00:00,new_york,2022,down,down,mid_low,mid_low,normal,normal,long,12,1742.47,4.04,-3.93,-0.65,False,False,False,False,False,none,none
2022-07-07T17:00:00+00:00,new_york,2022,down,down,mid_low,mid_low,normal,normal,short,12,1742.47,3.93,-4.04,0.65,False,False,False,False,False,none,none
2022-07-07T20:00:00+00:00,new_york,2022,down,down,mid_low,mid_low,normal,normal,long,3,1740.62,0.34,-1.46,-0.97,False,False,False,False,False,none,none
2022-07-07T20:00:00+00:00,new_york,2022,down,down,mid_low,mid_low,normal,normal,short,3,1740.62,1.46,-0.34,0.97,False,False,False,False,False,none,none
2022-07-07T20:00:00+00:00,new_york,2022,down,down,mid_low,mid_low,normal,normal,long,6,1740.62,5.89,-1.85,2.72,False,False,False,False,False,none,none
2022-07-07T20:00:00+00:00,new_york,2022,down,down,mid_low,mid_low,normal,normal,short,6,1740.62,1.85,-5.89,-2.72,False,False,False,False,False,none,none
2022-07-07T20:00:00+00:00,new_york,2022,down,down,mid_low,mid_low,normal,normal,long,12,1740.62,5.89,-7.66,-4.27,False,False,False,False,False,none,none
2022-07-07T20:00:00+00:00,new_york,2022,down,down,mid_low,mid_low,normal,normal,short,12,1740.62,7.66,-5.89,4.27,False,False,False,False,False,none,none
2022-07-08T00:00:00+00:00,asia,2022,down,down,mid_low,mid_low,normal,normal,long,3,1741.6,4.91,-0.83,1.05,False,False,False,False,False,none,none
2022-07-08T00:00:00+00:00,asia,2022,down,down,mid_low,mid_low,normal,normal,short,3,1741.6,0.83,-4.91,-1.05,False,False,False,False,False,none,none
2022-07-08T00:00:00+00:00,asia,2022,down,down,mid_low,mid_low,normal,normal,long,6,1741.6,4.91,-2.18,1.34,False,False,False,False,False,none,none
2022-07-08T00:00:00+00:00,asia,2022,down,down,mid_low,mid_low,normal,normal,short,6,1741.6,2.18,-4.91,-1.34,False,False,False,False,False,none,none
2022-07-08T00:00:00+00:00,asia,2022,down,down,mid_low,mid_low,normal,normal,long,12,1741.6,4.91,-8.64,-0.75,False,False,False,False,False,none,none
2022-07-08T00:00:00+00:00,asia,2022,down,down,mid_low,mid_low,normal,normal,short,12,1741.6,8.64,-4.91,0.75,False,False,False,False,False,none,none
2022-07-08T03:00:00+00:00,asia,2022,down,down,low,mid_low,normal,normal,long,3,1742.66,0.7,-3.24,0.28,False,False,False,False,False,none,none
2022-07-08T03:00:00+00:00,asia,2022,down,down,low,mid_low,normal,normal,short,3,1742.66,3.24,-0.7,-0.28,False,False,False,False,False,none,none
2022-07-08T03:00:00+00:00,asia,2022,down,down,low,mid_low,normal,normal,long,6,1742.66,1.01,-9.7,-4.93,False,False,False,False,False,none,none
2022-07-08T03:00:00+00:00,asia,2022,down,down,low,mid_low,normal,normal,short,6,1742.66,9.7,-1.01,4.93,False,False,False,False,False,none,none
2022-07-08T03:00:00+00:00,asia,2022,down,down,low,mid_low,normal,normal,long,12,1742.66,9.46,-9.9,5.13,False,False,False,False,False,none,none
2022-07-08T03:00:00+00:00,asia,2022,down,down,low,mid_low,normal,normal,short,12,1742.66,9.9,-9.46,-5.13,False,False,False,False,False,none,none
2022-07-08T06:00:00+00:00,london,2022,neutral,down,mid_low,mid_low,normal,normal,long,3,1742.94,0.73,-9.98,-5.21,False,False,False,False,False,none,none
2022-07-08T06:00:00+00:00,london,2022,neutral,down,mid_low,mid_low,normal,normal,short,3,1742.94,9.98,-0.73,5.21,False,False,False,False,False,none,none
