stage,decision_scope,promotion,candidate,family,side,horizon_hours,horizon_bars,lookback_hours,trigger_type,threshold,event_source,bar_index,entry_ts,exit_ts,entry_close,exit_close,final_bps,cost_stressed_final_bps,mfe_bps,mae_bps,touch_target_50bps,touch_target_100bps,touch_target_150bps,touch_stop_50bps,touch_stop_100bps,touch_stop_150bps,trigger_severity,hour_utc,session_utc,weekday,year,month,spread,spread_roll_median_24,spread_roll_median_120,spread_z240,atr24_bps,atr72_bps,ret1_bps,ret24_bps,ret72_bps,ret120_bps,source_stage39b_residual_bps,source_stage39b_event_clock_n,source_stage39b_median_mae_bps,source_stage39b_median_mfe_bps,spread_regime,prior_ret24_regime,prior_ret72_regime,atr24_bucket,trigger_severity_bucket
Stage39C_MICROSTRUCTURE_SESSION_CONDITION_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,72,120,bb_lower,2.5,recomputed_from_h1,2042,2022-08-29 04:00:00+00:00,2022-09-01 04:00:00+00:00,1723.6,1703.34,-117.54467393826906,-125.54467393826906,126.01531677883582,-118.18287305639275,True,True,False,True,True,False,2.588118997657415,4,ASIA_00_06,Monday,2022,8,,,,,26.884950895771507,21.893473650740855,-61.75366572296781,-164.8511546428233,-129.423891879511,-128.0105386752206,12.93,80,-87.0,153.37,NA,DOWN_MODERATE_-200_-75BPS,DOWN_MODERATE_-200_-75BPS,ATR24_MID,SEVERITY_LOW
Stage39C_MICROSTRUCTURE_SESSION_CONDITION_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,72,120,bb_lower,2.5,recomputed_from_h1,2367,2022-09-15 17:00:00+00:00,2022-09-20 17:00:00+00:00,1668.21,1665.13,-18.46290335149603,-26.46290335149603,71.3938892585464,-85.60073372057442,True,False,False,True,False,False,3.2237806859869074,17,NY_13_19,Thursday,2022,9,,,,,28.251179926031188,25.9968596253123,-128.58444678509272,-222.54392854212378,-356.9446692409073,-230.44578228583413,12.93,80,-87.0,153.37,NA,DOWN_EXTREME_LE_-200BPS,DOWN_EXTREME_LE_-200BPS,ATR24_MID,SEVERITY_HIGH
Stage39C_MICROSTRUCTURE_SESSION_CONDITION_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,72,120,bb_lower,2.5,recomputed_from_h1,2507,2022-09-23 13:00:00+00:00,2022-09-28 13:00:00+00:00,1643.38,1628.6,-89.93659409266441,-97.93659409266441,87.13748493957452,-175.0660224658951,True,False,False,True,True,True,4.469034621758082,13,NY_13_19,Friday,2022,9,,,,,32.387624281479866,32.327860971479424,-82.0770317082875,-148.60595742640092,-150.02307586264752,-134.293861623892,12.93,80,-87.0,153.37,NA,DOWN_MODERATE_-200_-75BPS,DOWN_MODERATE_-200_-75BPS,ATR24_MID,SEVERITY_HIGH
Stage39C_MICROSTRUCTURE_SESSION_CONDITION_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,72,120,bb_lower,2.5,recomputed_from_h1,2775,2022-10-10 17:00:00+00:00,2022-10-13 17:00:00+00:00,1667.54,1648.9,-111.78142653249567,-119.78142653249567,97.08912529834413,-151.78046703527292,True,False,False,True,True,True,3.10784987578121,17,NY_13_19,Monday,2022,10,,,,,29.22837896728564,27.81673608741062,-55.34285134957795,-200.9131883436266,-231.45191997891112,-114.35651488294619,12.93,80,-87.0,153.37,NA,DOWN_EXTREME_LE_-200BPS,DOWN_EXTREME_LE_-200BPS,ATR24_MID,SEVERITY_HIGH
Stage39C_MICROSTRUCTURE_SESSION_CONDITION_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,72,120,bb_lower,2.5,recomputed_from_h1,2873,2022-10-14 19:00:00+00:00,2022-10-19 19:00:00+00:00,1643.65,1629.47,-86.27140814650325,-94.27140814650325,149.66689988744398,-93.81559334408207,True,True,False,True,False,False,2.5024912383822224,19,NY_13_19,Friday,2022,10,,,,,35.420427294130725,33.00190964610981,-5.95878708280928,-131.72509441098822,-219.33817710099834,-329.5933916583804,12.93,80,-87.0,153.37,NA,DOWN_MODERATE_-200_-75BPS,DOWN_EXTREME_LE_-200BPS,ATR24_HIGH,SEVERITY_LOW
Stage39C_MICROSTRUCTURE_SESSION_CONDITION_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,72,120,bb_lower,2.5,recomputed_from_h1,3203,2022-11-03 12:00:00+00:00,2022-11-08 12:00:00+00:00,1621.27,1670.3,302.4172408050485,294.4172408050485,372.6091274124621,-29.729779740573782,True,True,True,False,False,False,2.552299465736479,12,LONDON_07_12,Thursday,2022,11,,,,,32.18351895251852,25.978918078359676,-16.502971150590405,-204.75361898547595,-111.67494114346366,-237.8414831674469,12.93,80,-87.0,153.37,NA,DOWN_EXTREME_LE_-200BPS,DOWN_MODERATE_-200_-75BPS,ATR24_MID,SEVERITY_LOW
Stage39C_MICROSTRUCTURE_SESSION_CONDITION_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,72,120,bb_lower,2.5,recomputed_from_h1,3475,2022-11-18 20:00:00+00:00,2022-11-23 20:00:00+00:00,1748.85,1743.5,-30.59153157789374,-38.59153157789374,22.814992709494497,-130.5429282099657,False,False,False,True,True,False,2.562802688858571,20,LATE_20_23,Friday,2022,11,,,,,23.151570157471568,23.930713285950617,-13.476396320258877,-67.472014448553,-162.1223286661766,-92.5679388621059,12.93,80,-87.0,153.37,NA,NEUTRAL_-75_75BPS,DOWN_MODERATE_-200_-75BPS,ATR24_LOW,SEVERITY_LOW
Stage39C_MICROSTRUCTURE_SESSION_CONDITION_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,72,120,bb_lower,2.5,recomputed_from_h1,4662,2023-01-31 10:00:00+00:00,2023-02-03 10:00:00+00:00,1906.74,1911.97,27.4290149679568,19.4290149679568,277.17465412169463,-31.939331004751104,True,True,True,False,False,False,3.0606789418757034,10,LONDON_07_12,Tuesday,2023,1,,,,,21.388569173909975,24.76236096512035,-39.232075225283936,-84.91630569870013,-180.55412503862334,-161.401843118234,12.93,80,-87.0,153.37,NA,DOWN_MODERATE_-200_-75BPS,DOWN_MODERATE_-200_-75BPS,ATR24_LOW,SEVERITY_HIGH
Stage39C_MICROSTRUCTURE_SESSION_CONDITION_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,72,120,bb_lower,2.5,recomputed_from_h1,4739,2023-02-03 15:00:00+00:00,2023-02-08 15:00:00+00:00,1886.59,1877.67,-47.28107325915998,-55.28107325915998,-0.42404550008146025,-142.32027096507395,False,False,False,True,True,False,3.080811408362878,15,NY_13_19,Friday,2023,2,,,,,35.82779783213983,28.53014194315898,-148.92094971046043,-296.067690250239,-171.29728518809895,-218.08000414798022,12.93,80,-87.0,153.37,NA,DOWN_EXTREME_LE_-200BPS,DOWN_MODERATE_-200_-75BPS,ATR24_HIGH,SEVERITY_HIGH
Stage39C_MICROSTRUCTURE_SESSION_CONDITION_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,72,120,bb_lower,2.5,recomputed_from_h1,4925,2023-02-15 09:00:00+00:00,2023-02-20 09:00:00+00:00,1835.53,1845.9,56.49594395079394,48.49594395079394,58.2393096271927,-91.1998169466044,True,False,False,True,False,False,2.7037187150087005,9,LONDON_07_12,Wednesday,2023,2,,,,,36.04483398335139,27.388200050911674,-42.74686586272281,-124.23195704339696,-163.97571444647596,-267.65499652706023,12.93,80,-87.0,153.37,NA,DOWN_MODERATE_-200_-75BPS,DOWN_MODERATE_-200_-75BPS,ATR24_HIGH,SEVERITY_MID
Stage39C_MICROSTRUCTURE_SESSION_CONDITION_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,72,120,bb_lower,2.5,recomputed_from_h1,5099,2023-02-24 16:00:00+00:00,2023-03-01 16:00:00+00:00,1812.8,1842.27,162.56619593998155,154.56619593998155,174.3711385701685,-45.730361871137994,True,True,True,False,False,False,2.622088487106725,16,NY_13_19,Friday,2023,2,,,,,21.62396181215463,22.22667764651305,-14.706935394140919,-83.25948293782304,-120.38868815024361,-80.98052090172891,12.93,80,-87.0,153.37,NA,DOWN_MODERATE_-200_-75BPS,DOWN_MODERATE_-200_-75BPS,ATR24_LOW,SEVERITY_MID
Stage39C_MICROSTRUCTURE_SESSION_CONDITION_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,72,120,bb_lower,2.5,recomputed_from_h1,5268,2023-03-07 17:00:00+00:00,2023-03-10 17:00:00+00:00,1817.88,1862.96,247.98116487336762,239.98116487336762,271.7451096882084,-46.97779831452142,True,True,True,False,False,False,2.667869819225424,17,NY_13_19,Tuesday,2023,3,,,,,19.818029213119516,18.962217718840737,-75.55739960255936,-178.50582413070248,-101.44240978813058,-33.98973729222266,12.93,80,-87.0,153.37,NA,DOWN_MODERATE_-200_-75BPS,DOWN_MODERATE_-200_-75BPS,ATR24_LOW,SEVERITY_MID
