stage,decision_scope,promotion,candidate,family,side,horizon_hours,horizon_bars,lookback_hours,trigger_type,threshold,event_source,bar_index,entry_ts,exit_ts,entry_close,exit_close,final_bps,cost_stressed_final_bps,mfe_bps,mae_bps,touch_target_50bps,touch_target_100bps,touch_target_150bps,touch_stop_50bps,touch_stop_100bps,touch_stop_150bps,trigger_severity,hour_utc,session_utc,weekday,year,month,spread,spread_roll_median_24,spread_roll_median_120,spread_z240,atr24_bps,atr72_bps,ret1_bps,ret24_bps,ret72_bps,ret120_bps,source_stage39b_residual_bps,source_stage39b_event_clock_n,source_stage39b_median_mae_bps,source_stage39b_median_mfe_bps,spread_regime,prior_ret24_regime,prior_ret72_regime,atr24_bucket,trigger_severity_bucket
Stage39C_MICROSTRUCTURE_SESSION_CONDITION_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,72,120,bb_lower,2.5,recomputed_from_h1,6038,2023-04-21 16:00:00+00:00,2023-04-26 16:00:00+00:00,1973.74,2003.03,148.3984719365261,140.3984719365261,179.912247813796,-11.146351596461601,True,True,True,False,False,False,3.0429731465476553,16,NY_13_19,Friday,2023,4,,,,,29.5391782738792,26.58775240763562,-76.17314180271451,-148.68756644522364,-126.46196636351803,-245.47669528172779,12.93,80,-87.0,153.37,NA,DOWN_MODERATE_-200_-75BPS,DOWN_MODERATE_-200_-75BPS,ATR24_MID,SEVERITY_HIGH
Stage39C_MICROSTRUCTURE_SESSION_CONDITION_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,72,120,bb_lower,2.5,recomputed_from_h1,6394,2023-05-12 12:00:00+00:00,2023-05-17 12:00:00+00:00,2002.71,1983.9,-93.9227346944882,-101.9227346944882,98.46657778709967,-94.32219342790593,True,False,False,True,False,False,2.5290480943207423,12,LONDON_07_12,Friday,2023,5,,,,,27.56889779161077,23.7732613982901,-19.18706642213497,-118.95481591853164,-125.8726777896102,-172.0990489650498,12.93,80,-87.0,153.37,NA,DOWN_MODERATE_-200_-75BPS,DOWN_MODERATE_-200_-75BPS,ATR24_MID,SEVERITY_LOW
Stage39C_MICROSTRUCTURE_SESSION_CONDITION_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,72,120,bb_lower,2.5,recomputed_from_h1,6470,2023-05-17 16:00:00+00:00,2023-05-22 16:00:00+00:00,1977.63,1971.48,-31.097829219823847,-39.09782921982385,41.61546902099911,-130.20635811552216,False,False,False,True,True,False,2.5131015573078352,16,NY_13_19,Wednesday,2023,5,,,,,19.825691231211394,19.933382184930903,-36.07434539674159,-148.79202988791974,-209.65554114397156,-296.1741716102628,12.93,80,-87.0,153.37,NA,DOWN_MODERATE_-200_-75BPS,DOWN_EXTREME_LE_-200BPS,ATR24_LOW,SEVERITY_LOW
Stage39C_MICROSTRUCTURE_SESSION_CONDITION_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,72,120,bb_lower,2.5,recomputed_from_h1,6613,2023-05-25 15:00:00+00:00,2023-05-30 16:00:00+00:00,1943.57,1952.69,46.92395951779504,38.92395951779504,96.00889085548792,-59.99269385717931,True,False,False,True,False,False,2.797074772410854,15,NY_13_19,Thursday,2023,5,,,,,27.057189577106527,23.78530837193193,-93.22785519863763,-183.0478682297798,-161.18172936251284,-118.81399534302118,12.93,80,-87.0,153.37,NA,DOWN_MODERATE_-200_-75BPS,DOWN_MODERATE_-200_-75BPS,ATR24_MID,SEVERITY_MID
Stage39C_MICROSTRUCTURE_SESSION_CONDITION_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,72,120,bb_lower,2.5,recomputed_from_h1,6961,2023-06-15 04:00:00+00:00,2023-06-20 05:00:00+00:00,1933.25,1949.9,86.12440191387627,78.12440191387627,178.86977886977905,-44.795034268718666,True,True,True,False,False,False,2.790467815447051,4,ASIA_00_06,Thursday,2023,6,,,,,24.270263240893502,22.645424502876686,-30.168634933731564,-69.60139716457702,-115.50024541884807,-64.24257998201233,12.93,80,-87.0,153.37,NA,NEUTRAL_-75_75BPS,DOWN_MODERATE_-200_-75BPS,ATR24_MID,SEVERITY_MID
Stage39C_MICROSTRUCTURE_SESSION_CONDITION_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,72,120,bb_lower,2.5,recomputed_from_h1,7093,2023-06-22 17:00:00+00:00,2023-06-27 17:00:00+00:00,1915.22,1917.1,9.816104677269344,1.8161046772693439,114.76488340764979,-27.62084773550777,True,True,False,False,False,False,2.568203147420739,17,NY_13_19,Thursday,2023,6,,,,,19.195576453882193,19.42271124015486,-35.69050195621371,-86.23724040830783,-187.91946308724826,-192.39139897275103,12.93,80,-87.0,153.37,NA,DOWN_MODERATE_-200_-75BPS,DOWN_MODERATE_-200_-75BPS,ATR24_LOW,SEVERITY_LOW
Stage39C_MICROSTRUCTURE_SESSION_CONDITION_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,72,120,bb_lower,2.5,recomputed_from_h1,7211,2023-06-29 15:00:00+00:00,2023-07-04 15:00:00+00:00,1896.03,1926.67,161.6008185524498,153.6008185524498,184.016075695006,-16.508177613222543,True,True,True,False,False,False,2.768284618045984,15,NY_13_19,Thursday,2023,6,,,,,21.35659686803666,19.289118083663155,-72.98543956187787,-57.6291806063911,-183.18223474042327,-142.14633689825672,12.93,80,-87.0,153.37,NA,NEUTRAL_-75_75BPS,DOWN_MODERATE_-200_-75BPS,ATR24_LOW,SEVERITY_MID
Stage39C_MICROSTRUCTURE_SESSION_CONDITION_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,72,120,bb_lower,2.5,recomputed_from_h1,7691,2023-07-27 16:00:00+00:00,2023-08-01 16:00:00+00:00,1945.37,1947.77,12.336984738121615,4.336984738121615,138.7910783038704,-14.49595706729312,True,True,False,False,False,False,3.180197673404783,16,NY_13_19,Thursday,2023,7,,,,,27.812266194074812,20.212575374516927,-75.25049486766133,-108.2043068161609,-71.75556156637452,-154.71117544055056,12.93,80,-87.0,153.37,NA,DOWN_MODERATE_-200_-75BPS,NEUTRAL_-75_75BPS,ATR24_MID,SEVERITY_HIGH
Stage39C_MICROSTRUCTURE_SESSION_CONDITION_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,72,120,bb_lower,2.5,recomputed_from_h1,7908,2023-08-09 17:00:00+00:00,2023-08-14 17:00:00+00:00,1917.21,1908.35,-46.21298657945694,-54.21298657945694,66.39856875355399,-76.51743940413458,True,False,False,True,False,False,3.2116570066001695,17,NY_13_19,Wednesday,2023,8,,,,,14.976255479363296,16.381182813593412,-28.657318798368525,-50.4945665147849,-111.76555537217413,-95.77683068578091,12.93,80,-87.0,153.37,NA,NEUTRAL_-75_75BPS,DOWN_MODERATE_-200_-75BPS,ATR24_LOW,SEVERITY_HIGH
Stage39C_MICROSTRUCTURE_SESSION_CONDITION_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,72,120,bb_lower,2.5,recomputed_from_h1,8032,2023-08-16 21:00:00+00:00,2023-08-21 21:00:00+00:00,1894.89,1894.5,-2.0581669648378487,-10.058166964837849,45.06857917873752,-54.25117025262827,False,False,False,True,False,False,2.5090308667625254,21,LATE_20_23,Wednesday,2023,8,,,,,14.190253982003727,16.068253543713254,-17.647926500337086,-39.68587708416571,-95.96236769894074,-110.02259951878091,12.93,80,-87.0,153.37,NA,NEUTRAL_-75_75BPS,DOWN_MODERATE_-200_-75BPS,ATR24_LOW,SEVERITY_LOW
Stage39C_MICROSTRUCTURE_SESSION_CONDITION_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,72,120,bb_lower,2.5,recomputed_from_h1,8362,2023-09-05 16:00:00+00:00,2023-09-08 16:00:00+00:00,1927.65,1928.59,4.876403911497906,-3.1235960885020937,7.470235779316603,-64.58641350867711,False,False,False,True,False,False,2.8686342771366053,16,NY_13_19,Tuesday,2023,9,,,,,11.763172527840164,13.047861377573831,-31.184063547226025,-62.94268658562863,-92.81958770834264,56.23751219435924,12.93,80,-87.0,153.37,NA,NEUTRAL_-75_75BPS,DOWN_MODERATE_-200_-75BPS,ATR24_LOW,SEVERITY_HIGH
Stage39C_MICROSTRUCTURE_SESSION_CONDITION_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,72,120,bb_lower,2.5,recomputed_from_h1,8480,2023-09-12 14:00:00+00:00,2023-09-15 14:00:00+00:00,1912.88,1919.12,32.6209694282964,24.620969428296398,36.594036217640905,-62.36669315377918,False,False,False,True,False,False,2.57568913545141,14,NY_13_19,Tuesday,2023,9,,,,,12.867287324575917,13.97496618352767,-13.573621233319288,-63.528837313191474,-46.20764299392177,-90.70705919529188,12.93,80,-87.0,153.37,NA,NEUTRAL_-75_75BPS,NEUTRAL_-75_75BPS,ATR24_LOW,SEVERITY_LOW
Stage39C_MICROSTRUCTURE_SESSION_CONDITION_DIAGNOSTIC,RESEARCH_STAGE_ONLY_NO_PROMOTION,NO_GO,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,72,120,bb_lower,2.5,recomputed_from_h1,8724,2023-09-26 18:00:00+00:00,2023-09-29 18:00:00+00:00,1902.24,1854.58,-250.54672386239375,-258.5467238623937,8.411136344519399,-263.7416940028603,False,False,False,True,True,True,2.794211542046366,18,NY_13_19,Tuesday,2023,9,,,,,13.096482449096664,12.665733227871417,-21.193109092053632,-78.91017383186316,-78.96191678227638,-159.2836117390828,12.93,80,-87.0,153.37,NA,DOWN_MODERATE_-200_-75BPS,DOWN_MODERATE_-200_-75BPS,ATR24_LOW,SEVERITY_MID
