classification,candidate,dimension_1,bucket_1,dimension_2,bucket_2,n,mean_final_bps,median_final_bps,cost_stressed_mean_bps,hit_rate_pct,median_mae_bps,median_mfe_bps,ex2025_mean_bps,leave_one_year_out_min_mean_bps,touch_stop_100bps_pct,mean_mae_bps,mean_mfe_bps,touch_stop_50bps_pct,touch_stop_150bps_pct,touch_target_50bps_pct,touch_target_100bps_pct,touch_target_150bps_pct,years_count,ex2025_n,leave_one_year_out_json
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,session_utc,LONDON_07_12,prior_ret24_regime,DOWN_MODERATE_-200_-75BPS,21,40.87052860754122,56.49594395079394,32.87052860754122,66.66666666666666,-73.26855611178962,128.92748496100114,11.075272413421102,11.075272413421102,38.095238095238095,-113.37166079173424,136.5544131884838,71.42857142857143,28.57142857142857,71.42857142857143,52.38095238095239,38.095238095238095,5,12,"{""2022"": 51.014444015330454, ""2023"": 39.53531876005612, ""2024"": 44.27020865873607, ""2025"": 11.075272413421102, ""2026"": 48.301676679838835}"
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,session_utc,ASIA_00_06,prior_ret24_regime,DOWN_MODERATE_-200_-75BPS,11,34.70045562955694,30.137621446184593,26.70045562955694,63.63636363636363,-89.62992037077733,110.84498412521793,55.82463839799841,-1.1000942976832597,45.45454545454545,-109.55945765055631,137.8529020851364,72.72727272727273,36.36363636363637,81.81818181818183,54.54545454545454,27.27272727272727,4,9,"{""2022"": 78.7867699458854, ""2023"": -1.1000942976832597, ""2024"": 2.6499856259720644, ""2025"": 55.82463839799841}"
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,session_utc,ASIA_00_06,spread_regime,NA,18,29.99373013383883,30.588172902995538,21.993730133838834,61.111111111111114,-86.26935606522835,111.06250330545797,41.97101011374345,-4.609432079080632,38.88888888888889,-108.48209593697348,130.7670342738477,72.22222222222221,33.33333333333333,72.22222222222221,55.55555555555556,27.77777777777778,4,15,"{""2022"": 58.05195597113514, ""2023"": 24.99607475029308, ""2024"": -4.609432079080632, ""2025"": 41.97101011374345}"
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,session_utc,ASIA_00_06,prior_ret24_regime,NEUTRAL_-75_75BPS,7,22.597447211996077,31.03872435980648,14.597447211996078,57.14285714285714,-79.36483950229167,111.28002248569801,21.19056768736101,-14.288655685817574,28.57142857142857,-106.78909895848616,119.63209914182269,71.42857142857143,28.57142857142857,57.14285714285714,57.14285714285714,28.57142857142857,4,6,"{""2022"": 24.876253611534782, ""2023"": 77.18841284624577, ""2024"": -14.288655685817574, ""2025"": 21.19056768736101}"
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,session_utc,NY_13_19,atr24_bucket,ATR24_HIGH,25,16.074069826226943,33.7520856241591,8.074069826226944,60.0,-191.95090094101585,114.45443891450857,-25.22996841398141,-25.22996841398141,60.0,-230.39833296522363,176.3787295077058,88.0,56.00000000000001,72.0,60.0,44.0,5,18,"{""2022"": 17.7048572379331, ""2023"": 0.2587653357323709, ""2024"": 28.046854742866238, ""2025"": -25.22996841398141, ""2026"": 64.59098605078793}"
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,session_utc,NY_13_19,atr24_bucket,ATR24_LOW,26,14.462199529325412,13.922136293107457,6.462199529325412,53.84615384615385,-72.30144299959329,92.88157189926483,-3.6174363619741983,-3.6174363619741983,34.61538461538461,-87.07158140139157,103.15609791504946,61.53846153846154,15.384615384615385,76.92307692307693,38.46153846153847,26.923076923076923,4,23,"{""2022"": 38.89188122370903, ""2023"": 9.200163901156142, ""2024"": 13.286039964935657, ""2025"": -3.6174363619741983}"
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,session_utc,LONDON_07_12,atr24_bucket,ATR24_MID,10,-10.304703940487103,-56.074414249844274,-18.304703940487105,40.0,-127.0350237388379,83.50846756060015,-50.548392101149425,-50.548392101149425,60.0,-127.58933281904994,110.87724112514306,80.0,40.0,70.0,40.0,40.0,5,7,"{""2022"": 7.045812849746925, ""2023"": -4.664519703146346, ""2024"": -13.492261277925673, ""2025"": -50.548392101149425, ""2026"": 2.412287840487033}"
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,session_utc,LATE_20_23,atr24_bucket,ATR24_LOW,13,-22.911747948304562,-2.0581669648378487,-30.911747948304562,46.15384615384615,-101.20300829288165,61.77192774743601,-22.911747948304562,-31.458990682036543,61.53846153846154,-120.67225198591252,83.41849725674541,84.61538461538461,30.76923076923077,69.23076923076923,30.76923076923077,15.384615384615385,3,13,"{""2022"": -31.458990682036543, ""2023"": -10.765464931254646, ""2024"": -23.721627599880726}"
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,session_utc,ASIA_00_06,atr24_bucket,ATR24_MID,8,-25.240271591685513,-6.477989538468121,-33.24027159168551,50.0,-136.90260467979775,63.55771166121404,-22.448832687286256,-53.54356126158606,62.5,-133.14494902456383,85.22045433240838,87.5,50.0,75.0,37.5,12.5,3,5,"{""2022"": 5.93223710779589, ""2023"": -53.54356126158606, ""2025"": -22.448832687286256}"
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,session_utc,LATE_20_23,prior_ret24_regime,NEUTRAL_-75_75BPS,11,-72.50810466346731,-40.99079351161827,-80.50810466346731,36.36363636363637,-113.00332362716547,48.71766768961061,-72.50810466346731,-107.67528946264206,81.81818181818183,-165.01719394805494,56.206882982435715,100.0,45.45454545454545,45.45454545454545,9.090909090909092,9.090909090909092,4,11,"{""2022"": -99.24864095476993, ""2023"": -107.67528946264206, ""2024"": -60.78499967408912, ""2026"": -45.25518822021601}"
WEAK_BUCKET_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,session_utc,NY_13_19,spread_regime,NA,78,31.832726609627716,36.910811981604176,23.83272660962772,64.1025641025641,-72.30144299959329,109.51267711225788,2.6493310065676385,2.6493310065676385,39.743589743589745,-130.9251029464449,143.5340599628765,69.23076923076923,25.64102564102564,79.48717948717949,57.692307692307686,38.46153846153847,5,62,"{""2022"": 39.34223841384715, ""2023"": 24.65624171858551, ""2024"": 45.018400266952945, ""2025"": 2.6493310065676385, ""2026"": 45.41639561083834}"
