classification,candidate,dimension,bucket,n,bucket_share_pct,mean_final_bps,median_final_bps,cost_stressed_mean_bps,hit_rate_pct,median_mae_bps,median_mfe_bps,ex2025_mean_bps,leave_one_year_out_min_mean_bps,touch_stop_100bps_pct,touch_target_100bps_pct,mean_mae_bps,mean_mfe_bps,touch_stop_50bps_pct,touch_stop_150bps_pct,touch_target_50bps_pct,touch_target_150bps_pct,years_count,ex2025_n,leave_one_year_out_json,mean_after_cost_plus_slip_0bps,mean_after_cost_plus_slip_4bps,mean_after_cost_plus_slip_8bps,mean_after_cost_plus_slip_12bps,mean_after_cost_plus_slip_16bps
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,BB_LOWER_REV_LONG_W120_K2.5,weekday,Thursday,15,18.29268292682927,159.51424669895854,86.12440191387627,151.51424669895854,86.66666666666667,-44.795034268718666,184.016075695006,134.55791475350478,123.75239901483585,13.333333333333334,80.0,-51.63882424412043,235.9421262627288,46.666666666666664,0.0,100.0,60.0,5,13,"{""2022"": 175.40131374846186, ""2023"": 207.5911431084866, ""2024"": 173.6452034680252, ""2025"": 134.55791475350478, ""2026"": 123.75239901483585}",151.51424669895854,147.51424669895854,143.51424669895854,139.51424669895854,135.51424669895854
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,BB_LOWER_REV_LONG_W120_K2.5,weekday,Monday,17,20.73170731707317,37.223027576811575,23.58299712148959,29.22302757681157,52.94117647058824,-69.40949082928971,143.17961947758695,16.916034158704,16.916034158704,47.05882352941176,64.70588235294117,-102.82115641338507,164.17633175005403,52.94117647058824,29.411764705882355,82.35294117647058,47.05882352941176,4,11,"{""2022"": 53.13717064055368, ""2023"": 21.813303398642912, ""2024"": 60.46992738389295, ""2025"": 16.916034158704}",29.22302757681157,25.22302757681157,21.22302757681157,17.22302757681157,13.22302757681157
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,BB_LOWER_REV_LONG_W120_K2.5,weekday,Tuesday,18,21.951219512195124,16.516702410663267,16.152709439727353,8.516702410663273,55.55555555555556,-108.59510437740528,78.28659953590056,0.8387064112973295,0.8387064112973295,55.55555555555556,38.88888888888889,-123.76685141523268,121.64865638163559,72.22222222222221,27.77777777777778,66.66666666666666,38.88888888888889,5,13,"{""2022"": 30.81890619757776, ""2023"": 24.574021280241066, ""2024"": 16.183688278568606, ""2025"": 0.8387064112973295, ""2026"": 8.757974882643692}",8.516702410663273,4.516702410663273,0.5167024106632725,-3.4832975893367273,-7.483297589336727
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,BB_LOWER_REV_LONG_W120_K2.5,weekday,Friday,17,20.73170731707317,-19.68024614991884,-30.59153157789374,-27.68024614991884,35.294117647058826,-103.50308907672189,98.46657778709967,-33.86548691051276,-72.40316402803546,52.94117647058824,47.05882352941176,-157.14438159888297,123.01700708613964,70.58823529411765,35.294117647058826,64.70588235294117,35.294117647058826,5,15,"{""2022"": -8.24741016964383, ""2023"": -38.794234190113826, ""2024"": -72.40316402803546, ""2025"": -33.86548691051276, ""2026"": 51.607719607465775}",-27.68024614991884,-31.680246149918837,-35.68024614991884,-39.68024614991884,-43.68024614991884
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,BB_LOWER_REV_LONG_W120_K2.5,weekday,Wednesday,14,17.073170731707318,-43.297828720112605,5.03101184325172,-51.297828720112605,50.0,-89.80299743420795,109.40650578428745,-78.66628261109935,-78.66628261109935,42.857142857142854,50.0,-199.57639826739134,143.5075178487745,78.57142857142857,28.57142857142857,71.42857142857143,42.857142857142854,5,12,"{""2022"": -43.39043523660888, ""2023"": -58.32965632682518, ""2024"": -53.654465051741866, ""2025"": -78.66628261109935, ""2026"": 13.320284969321934}",-51.297828720112605,-55.297828720112605,-59.297828720112605,-63.297828720112605,-67.29782872011262
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,hour_utc,23,1,0.641025641025641,177.31100772985232,177.31100772985232,169.31100772985232,100.0,-6.994767913600652,244.3081665823055,,,0.0,100.0,-6.994767913600652,244.3081665823055,0.0,0.0,100.0,100.0,1,0,{},169.31100772985232,165.31100772985232,161.31100772985232,157.31100772985232,153.31100772985232
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,hour_utc,7,7,4.487179487179487,151.61388401082357,65.30687381068212,143.61388401082357,71.42857142857143,-73.26855611178962,217.32569314973472,137.35868602617884,89.55973965118768,28.57142857142857,71.42857142857143,-130.9463401744177,298.42947337691993,71.42857142857143,28.57142857142857,85.71428571428571,57.14285714285714,4,6,"{""2023"": 178.9431931843303, ""2024"": 185.5682660718978, ""2025"": 137.35868602617884, ""2026"": 89.55973965118768}",143.61388401082357,139.61388401082357,135.61388401082357,131.61388401082357,127.61388401082355
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,hour_utc,4,4,2.564102564102564,133.20676495214346,157.7770580932858,125.20676495214346,75.0,-50.66237930980267,208.53500712036956,133.20676495214346,-41.4545102614694,0.0,75.0,-49.7988982583647,207.56496315123388,50.0,0.0,100.0,50.0,2,4,"{""2023"": 191.42719002334775, ""2024"": -41.4545102614694}",125.20676495214346,121.20676495214346,117.20676495214346,113.20676495214346,109.20676495214346
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,hour_utc,6,1,0.641025641025641,132.90471645989177,132.90471645989177,124.90471645989177,100.0,-46.71254206640274,187.6035963634526,132.90471645989177,,0.0,100.0,-46.71254206640274,187.6035963634526,0.0,0.0,100.0,100.0,1,1,{},124.90471645989177,120.90471645989177,116.90471645989177,112.90471645989177,108.90471645989177
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,hour_utc,18,12,7.6923076923076925,128.20431053547566,122.23794250945663,120.20431053547566,75.0,-61.080077677934106,166.2548170230793,69.79059992046525,69.79059992046525,25.0,75.0,-85.48734825058914,188.59073390472804,58.333333333333336,16.666666666666664,83.33333333333334,58.333333333333336,5,7,"{""2022"": 131.41539333726706, ""2023"": 213.8249875888573, ""2024"": 130.08390670854897, ""2025"": 69.79059992046525, ""2026"": 98.01640954952182}",120.20431053547566,116.20431053547566,112.20431053547566,108.20431053547566,104.20431053547566
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,hour_utc,9,3,1.9230769230769231,121.33590949952996,56.49594395079394,113.33590949952996,66.66666666666666,-91.1998169466044,58.2393096271927,56.49594395079394,56.49594395079394,33.33333333333333,33.33333333333333,-73.8464109170108,140.5043269279216,66.66666666666666,0.0,66.66666666666666,33.33333333333333,2,1,"{""2023"": 153.75589227389796, ""2025"": 56.49594395079394}",113.33590949952996,109.33590949952996,105.33590949952996,101.33590949952996,97.33590949952996
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,hour_utc,17,12,7.6923076923076925,121.33259330627449,42.71449103917635,113.33259330627449,91.66666666666666,-60.59013440005811,137.45776459757718,113.48235122955776,88.26673939074577,16.666666666666664,75.0,-68.62365690265214,193.16748282272866,58.333333333333336,8.333333333333332,100.0,41.66666666666667,5,11,"{""2022"": 131.04126992541669, ""2023"": 136.19487096829457, ""2024"": 151.2383019900239, ""2025"": 113.48235122955776, ""2026"": 88.26673939074577}",113.33259330627449,109.33259330627449,105.33259330627449,101.33259330627449,97.33259330627449
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,hour_utc,12,5,3.205128205128205,106.2954931609643,57.82238150501718,98.2954931609643,80.0,-61.503381919130184,133.40089870079063,128.06907095447792,57.26505624994327,20.0,60.0,-90.54283261567697,166.9676774249629,80.0,20.0,80.0,40.0,4,4,"{""2022"": 57.26505624994327, ""2023"": 167.45002779779156, ""2024"": 87.68645130085127, ""2025"": 128.06907095447792}",98.2954931609643,94.2954931609643,90.2954931609643,86.2954931609643,82.2954931609643
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,hour_utc,19,15,9.615384615384617,68.41667235860749,45.0071315891587,60.416672358607485,73.33333333333333,-72.27349014429562,129.6164998874949,42.75513112195348,42.75513112195348,33.33333333333333,60.0,-84.77438487751614,165.16463597136547,66.66666666666666,13.333333333333334,93.33333333333333,46.666666666666664,5,14,"{""2022"": 51.59127351551309, ""2023"": 76.27856568848537, ""2024"": 82.2301325314212, ""2025"": 42.75513112195348, ""2026"": 91.9483705168834}",60.416672358607485,56.416672358607485,52.416672358607485,48.416672358607485,44.416672358607485
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,hour_utc,21,15,9.615384615384617,61.22336796008354,20.227171331075322,53.22336796008354,60.0,-88.5397637315799,118.4516427068627,55.00370333684506,15.939731879274301,46.666666666666664,60.0,-108.12221467062234,149.28658869258388,80.0,26.666666666666668,66.66666666666666,26.666666666666668,5,13,"{""2022"": 58.890031266102596, ""2023"": 89.34086152394475, ""2024"": 97.65518517889305, ""2025"": 55.00370333684506, ""2026"": 15.939731879274301}",53.22336796008354,49.22336796008354,45.22336796008354,41.22336796008354,37.22336796008354
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,hour_utc,11,5,3.205128205128205,53.45201122943454,49.98685861355767,45.45201122943455,60.0,-5.782240031702024,122.88436075833297,53.45201122943454,-79.8791658136605,40.0,60.0,-59.02882573724022,157.78814566707,40.0,20.0,80.0,40.0,3,5,"{""2022"": 91.48800642448495, ""2023"": 82.08160455593166, ""2024"": -79.8791658136605}",45.45201122943455,41.45201122943455,37.45201122943455,33.45201122943455,29.452011229434543
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,hour_utc,20,9,5.769230769230769,46.434064305117914,31.04748807067903,38.434064305117914,66.66666666666666,-100.10250831572476,122.36008692906309,19.744523756590475,19.744523756590475,55.55555555555556,55.55555555555556,-106.74480658727609,144.74932248429022,66.66666666666666,22.22222222222222,88.88888888888889,44.44444444444444,5,8,"{""2022"": 45.188452135196876, ""2023"": 105.53040443615446, ""2024"": 48.84265579423008, ""2025"": 19.744523756590475, ""2026"": 34.86971143131623}",38.434064305117914,34.434064305117914,30.43406430511791,26.43406430511791,22.43406430511791
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,hour_utc,15,18,11.538461538461538,21.790884113358498,43.697611686686066,13.790884113358503,61.111111111111114,-75.82922621791666,100.70241341603392,-6.508565435374703,-6.508565435374703,44.44444444444444,50.0,-121.04612891123082,130.26355777508496,72.22222222222221,22.22222222222222,77.77777777777779,33.33333333333333,5,15,"{""2022"": 45.55181980792715, ""2023"": 3.3904265504869326, ""2024"": 24.14368637861306, ""2025"": -6.508565435374703, ""2026"": 39.08446078095158}",13.790884113358503,9.790884113358503,5.790884113358503,1.790884113358503,-2.209115886641497
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,hour_utc,5,8,5.128205128205128,20.03289892472629,30.588172902995538,12.03289892472629,62.5,-130.5170560705704,119.81417718944454,49.98824013897263,-49.931012301310254,50.0,62.5,-122.49984890360386,129.81321799231642,75.0,50.0,62.5,25.0,4,5,"{""2022"": 66.7181462258006, ""2023"": -49.931012301310254, ""2024"": 18.589367135946524, ""2025"": 49.98824013897263}",12.03289892472629,8.03289892472629,4.03289892472629,0.032898924726289636,-3.9671010752737104
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,hour_utc,8,5,3.205128205128205,7.122645723808944,-51.42725584760921,-0.8773542761910562,40.0,-147.3151683495144,154.49106451429495,,,60.0,80.0,-171.39342743358418,167.1269252832617,80.0,40.0,80.0,60.0,1,0,{},-0.8773542761910562,-4.877354276191056,-8.877354276191056,-12.877354276191056,-16.877354276191056
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,hour_utc,22,4,2.564102564102564,-17.778966032745146,-17.393102805706725,-25.778966032745146,50.0,-121.04506356387989,98.34672445679371,-17.778966032745146,-126.60782490246454,50.0,50.0,-162.59972546656704,139.59370752447632,50.0,50.0,75.0,25.0,4,4,"{""2022"": 20.809209479462822, ""2023"": -56.624383696312066, ""2024"": -126.60782490246454, ""2026"": 91.3071349883332}",-25.778966032745146,-29.778966032745146,-33.778966032745146,-37.778966032745146,-41.778966032745146
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,hour_utc,10,6,3.8461538461538463,-20.510631800886298,-14.197267515267399,-28.510631800886305,50.0,-116.73896241093496,52.07404932669246,-37.62753600748202,-40.4442172096256,50.0,33.33333333333333,-128.33359063280554,104.33026749792664,83.33333333333334,50.0,50.0,33.33333333333333,4,5,"{""2022"": -40.4442172096256, ""2023"": -2.0924232895006014, ""2024"": -2.181426076407695, ""2025"": -37.62753600748202}",-28.510631800886305,-32.51063180088631,-36.51063180088631,-40.51063180088631,-44.5106318008863
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,hour_utc,16,6,3.8461538461538463,-30.26459801944381,2.5628676591243904,-38.26459801944381,50.0,-225.95590640580423,103.1686629181483,-8.673604890644393,-65.9972120106378,66.66666666666666,66.66666666666666,-205.18515863369134,104.12709776628263,83.33333333333334,66.66666666666666,66.66666666666666,33.33333333333333,4,3,"{""2022"": 18.965560402287586, ""2023"": -65.9972120106378, ""2025"": -8.673604890644393, ""2026"": -56.71673832726087}",-38.26459801944381,-42.26459801944381,-46.26459801944381,-50.26459801944381,-54.26459801944381
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,hour_utc,3,3,1.9230769230769231,-55.34813842615449,-52.73192957299999,-63.34813842615449,33.33333333333333,-97.38606696781615,28.98957310515815,-55.34813842615449,-155.68261299925612,33.33333333333333,33.33333333333333,-150.9885303924115,61.16495667010927,100.0,33.33333333333333,33.33333333333333,0.0,2,3,"{""2022"": -155.68261299925612, ""2023"": 145.32081072004877}",-63.34813842615449,-67.34813842615449,-71.34813842615449,-75.34813842615449,-79.34813842615449
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,hour_utc,0,2,1.282051282051282,-60.031704989356726,-60.031704989356726,-68.03170498935673,50.0,-136.90260467979775,56.97127700600602,-60.031704989356726,,100.0,0.0,-136.90260467979775,56.97127700600602,100.0,50.0,100.0,0.0,1,2,{},-68.03170498935673,-72.03170498935673,-76.03170498935673,-80.03170498935673,-84.03170498935673
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,hour_utc,14,6,3.8461538461538463,-64.63024001073774,-36.6817093125249,-72.63024001073774,16.666666666666664,-178.11465767223035,46.0092860290362,-119.86074740060437,-119.86074740060437,66.66666666666666,33.33333333333333,-180.47334930047361,71.84907666047327,66.66666666666666,66.66666666666666,50.0,16.666666666666664,3,5,"{""2023"": -74.32725498324767, ""2024"": 97.6885658952037, ""2025"": -119.86074740060437}",-72.63024001073774,-76.63024001073774,-80.63024001073774,-84.63024001073774,-88.63024001073774
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,hour_utc,13,9,5.769230769230769,-151.1785713098351,-14.574172573149635,-159.1785713098351,44.44444444444444,-142.9155433773821,78.60314412576619,-206.88576329471024,-209.24741342976773,55.55555555555556,33.33333333333333,-288.71431409043544,81.83193892137115,88.88888888888889,33.33333333333333,55.55555555555556,22.22222222222222,5,7,"{""2022"": -178.32331833031026, ""2023"": -209.24741342976773, ""2024"": -180.27872838175796, ""2025"": -206.88576329471024, ""2026"": -2.4102503872798486}",-159.1785713098351,-163.1785713098351,-167.17857130983506,-171.17857130983506,-175.17857130983506
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,prior_ret24_regime,DOWN_EXTREME_LE_-200BPS,18,11.538461538461538,164.00856760630225,115.27652791899601,156.00856760630225,66.66666666666666,-181.02282836125138,179.95828175777052,214.94825498127145,61.84019139722855,61.111111111111114,77.77777777777779,-187.82097796327204,303.7441161316975,83.33333333333334,55.55555555555556,77.77777777777779,55.55555555555556,5,12,"{""2022"": 157.5737514868776, ""2023"": 182.3044324813118, ""2024"": 183.04002040854056, ""2025"": 214.94825498127145, ""2026"": 61.84019139722855}",156.00856760630225,152.00856760630225,148.00856760630225,144.00856760630225,140.00856760630225
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,prior_ret72_regime,NA,1,0.641025641025641,99.43465068526392,99.43465068526392,91.43465068526392,100.0,-28.402201035845344,291.51329298460206,99.43465068526392,,0.0,100.0,-28.402201035845344,291.51329298460206,0.0,0.0,100.0,100.0,1,1,{},91.43465068526392,87.43465068526392,83.43465068526392,79.43465068526392,75.43465068526392
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,prior_ret72_regime,UP_MODERATE_75_200BPS,7,4.487179487179487,36.141020675731134,92.88239971577016,28.141020675731138,57.14285714285714,-95.29954577809141,121.13624443805371,36.98602512457594,-7.19993393356016,42.857142857142854,57.14285714285714,-132.88528911059754,120.96359626044702,71.42857142857143,42.857142857142854,57.14285714285714,42.857142857142854,4,5,"{""2022"": 26.684124169057963, ""2023"": -7.19993393356016, ""2024"": 73.7877165478945, ""2025"": 36.98602512457594}",28.141020675731138,24.141020675731138,20.141020675731138,16.141020675731138,12.141020675731138
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,prior_ret72_regime,DOWN_EXTREME_LE_-200BPS,16,10.256410256410255,1.4098694093726962,85.51129097286724,-6.590130590627304,56.25,-194.82992649935804,158.00528109026322,-63.69531081834316,-63.69531081834316,68.75,62.5,-290.96237944532805,233.65093207827053,81.25,68.75,75.0,50.0,5,9,"{""2022"": 5.551965546802834, ""2023"": 12.892479292727865, ""2024"": 2.6707308059746544, ""2025"": -63.69531081834316, ""2026"": 31.76659415348504}",-6.590130590627304,-10.590130590627304,-14.590130590627304,-18.590130590627304,-22.590130590627297
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,prior_ret72_regime,UP_EXTREME_GE_200BPS,1,0.641025641025641,-306.5092989985685,-306.5092989985685,-314.5092989985685,0.0,-439.9737720553165,41.63686218407348,,,100.0,0.0,-439.9737720553165,41.63686218407348,100.0,100.0,0.0,0.0,1,0,{},-314.5092989985685,-318.5092989985685,-322.5092989985685,-326.5092989985685,-330.5092989985685
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,session_utc,LATE_20_23,29,18.58974358974359,49.73973247400641,27.16533239222052,41.73973247400641,62.06896551724138,-88.66245754412417,120.25091360799101,32.075538772029155,32.075538772029155,48.275862068965516,58.620689655172406,-111.72172928016171,149.81812860095104,68.96551724137932,27.586206896551722,75.86206896551724,34.48275862068966,5,25,"{""2022"": 54.52181494169738, ""2023"": 76.53239129090596, ""2024"": 54.8885137540923, ""2025"": 32.075538772029155, ""2026"": 36.66716732520085}",41.73973247400641,37.73973247400641,33.73973247400641,29.73973247400641,25.73973247400642
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,session_utc,ASIA_00_06,18,11.538461538461538,29.99373013383883,30.588172902995538,21.993730133838834,61.111111111111114,-86.26935606522835,111.06250330545797,41.97101011374345,-4.609432079080632,38.88888888888889,55.55555555555556,-108.48209593697348,130.7670342738477,72.22222222222221,33.33333333333333,72.22222222222221,27.77777777777778,4,15,"{""2022"": 58.05195597113514, ""2023"": 24.99607475029308, ""2024"": -4.609432079080632, ""2025"": 41.97101011374345}",21.993730133838834,17.993730133838834,13.993730133838833,9.993730133838833,5.993730133838834
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,weekday,Thursday,29,18.58974358974359,48.93817213688312,30.137621446184593,40.93817213688312,62.06896551724138,-60.22927445144766,106.01134673393409,29.910289002276315,29.910289002276315,41.37931034482759,51.724137931034484,-113.5058518439102,158.8637491161605,62.06896551724138,27.586206896551722,72.41379310344827,34.48275862068966,5,22,"{""2022"": 55.46438953204911, ""2023"": 48.20673460417803, ""2024"": 62.58467691201196, ""2025"": 29.910289002276315, ""2026"": 48.918492497642646}",40.93817213688312,36.93817213688312,32.93817213688312,28.93817213688312,24.93817213688312
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,weekday,Wednesday,26,16.666666666666664,44.00521029625728,59.14204649190458,36.00521029625728,69.23076923076923,-70.69944834462383,156.86417311432055,20.23269768905196,20.23269768905196,34.61538461538461,69.23076923076923,-150.6635523522574,177.28241549798972,65.38461538461539,26.923076923076923,84.61538461538461,53.84615384615385,5,20,"{""2022"": 37.21031278651504, ""2023"": 47.8196896740757, ""2024"": 21.756628607649617, ""2025"": 20.23269768905196, ""2026"": 83.35015083399482}",36.00521029625728,32.00521029625729,28.00521029625729,24.00521029625729,20.00521029625729
INSUFFICIENT_BUCKET_EVENTS_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,weekday,Friday,29,18.58974358974359,5.442274526553433,20.227171331075322,-2.557725473446571,55.172413793103445,-98.67096254530749,97.28047040511889,-18.78174053296899,-18.78174053296899,48.275862068965516,48.275862068965516,-123.40370283723388,113.05828216129781,79.3103448275862,27.586206896551722,75.86206896551724,31.03448275862069,5,23,"{""2022"": 1.779371748938943, ""2023"": 3.188213069342543, ""2024"": 9.531462601807121, ""2025"": -18.78174053296899, ""2026"": 26.62058291409372}",-2.557725473446571,-6.55772547344657,-10.55772547344657,-14.55772547344657,-18.55772547344657
WEAK_BUCKET_NO_PROMOTION,BB_LOWER_REV_LONG_W120_K2.5,prior_ret24_regime,DOWN_MODERATE_-200_-75BPS,48,58.536585365853654,30.489099946811013,19.166780762382984,22.489099946811013,54.166666666666664,-89.80299743420795,138.06427115298226,10.835729769413387,10.835729769413387,41.66666666666667,58.333333333333336,-110.89146766547098,150.25691829701506,60.416666666666664,27.083333333333332,79.16666666666666,41.66666666666667,5,40,"{""2022"": 42.90282496715478, ""2023"": 25.807602042399765, ""2024"": 29.34873453990909, ""2025"": 10.835729769413387, ""2026"": 43.20370217204563}",22.489099946811013,18.489099946811013,14.489099946811015,10.489099946811015,6.489099946811014
WEAK_BUCKET_NO_PROMOTION,BB_LOWER_REV_LONG_W120_K2.5,prior_ret72_regime,DOWN_MODERATE_-200_-75BPS,44,53.65853658536586,26.167741427376587,7.346254294383625,18.167741427376587,52.27272727272727,-71.53295138055404,103.80060058092667,14.61352204535297,14.61352204535297,40.909090909090914,50.0,-102.1091842576368,133.40011758252191,61.36363636363637,25.0,75.0,38.63636363636363,5,37,"{""2022"": 30.779283227799326, ""2023"": 24.969223900466822, ""2024"": 33.27394926726277, ""2025"": 14.61352204535297, ""2026"": 27.410262658535967}",18.167741427376587,14.16774142737659,10.16774142737659,6.16774142737659,2.1677414273765874
WEAK_BUCKET_NO_PROMOTION,BB_LOWER_REV_LONG_W120_K2.5,spread_regime,NA,82,100.0,34.819374054481365,24.789786954066972,26.819374054481358,56.09756097560976,-87.00345582119296,138.06427115298226,14.882636958659111,14.882636958659111,43.90243902439025,56.09756097560976,-133.25918376145344,162.93941306008378,64.63414634146342,25.609756097560975,76.82926829268293,45.1219512195122,5,65,"{""2022"": 44.698124453105336, ""2023"": 33.95657386293336, ""2024"": 32.24455384709047, ""2025"": 14.882636958659111, ""2026"": 46.93119683874358}",26.819374054481358,22.819374054481358,18.819374054481358,14.819374054481353,10.819374054481358
WEAK_BUCKET_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,atr24_bucket,ATR24_HIGH,52,33.33333333333333,64.8164823944246,61.56462765784965,56.8164823944246,67.3076923076923,-99.34824600138336,141.86446245062933,51.48970824972926,51.48970824972926,50.0,67.3076923076923,-175.93218603046682,204.4072285426111,75.0,44.230769230769226,76.92307692307693,48.07692307692308,5,36,"{""2022"": 65.47463526832344, ""2023"": 58.5236524883069, ""2024"": 76.29702712507809, ""2025"": 51.48970824972926, ""2026"": 70.50590643555303}",56.8164823944246,52.8164823944246,48.8164823944246,44.81648239442458,40.81648239442458
WEAK_BUCKET_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,atr24_bucket,ATR24_LOW,52,33.33333333333333,21.818534676420878,21.453160298094964,13.81853467642088,55.769230769230774,-74.47788097268871,92.88157189926483,11.287815723854697,-0.34430811188668803,34.61538461538461,44.230769230769226,-91.36651831142848,111.24659152964949,69.23076923076923,17.307692307692307,73.07692307692307,26.923076923076923,4,48,"{""2022"": 34.397074228068966, ""2023"": 49.30822542543251, ""2024"": -0.34430811188668803, ""2025"": 11.287815723854697}",13.81853467642088,9.81853467642088,5.81853467642088,1.8185346764208794,-2.1814653235791206
WEAK_BUCKET_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,prior_ret24_regime,DOWN_MODERATE_-200_-75BPS,91,58.333333333333336,27.981034902410226,33.7520856241591,19.981034902410226,64.83516483516483,-76.42121467580587,128.34833189319107,1.184019168753389,1.184019168753389,40.65934065934066,59.34065934065934,-122.1727028769223,138.78959534271158,65.93406593406593,26.373626373626376,79.12087912087912,39.56043956043956,5,68,"{""2022"": 42.62724575508419, ""2023"": 12.61547048956759, ""2024"": 30.744665531008874, ""2025"": 1.184019168753389, ""2026"": 46.790351941329654}",19.981034902410226,15.981034902410226,11.981034902410224,7.981034902410224,3.9810349024102276
WEAK_BUCKET_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,prior_ret24_regime,NEUTRAL_-75_75BPS,47,30.128205128205128,23.477777510926632,31.04748807067903,15.477777510926632,57.446808510638306,-75.85566020005375,93.96832979572389,9.48526744649134,9.11057489658865,34.04255319148936,46.808510638297875,-94.02687079522089,114.74162549340717,72.3404255319149,19.148936170212767,72.3404255319149,27.659574468085108,5,43,"{""2022"": 18.670870787376877, ""2023"": 57.678919078621774, ""2024"": 9.11057489658865, ""2025"": 9.48526744649134, ""2026"": 31.488974176294175}",15.477777510926632,11.477777510926632,7.477777510926631,3.477777510926634,-0.5222224890733674
