classification,candidate,family,side,horizon_hours,n,mean_final_bps,median_final_bps,cost_stressed_mean_bps,hit_rate_pct,median_mae_bps,median_mfe_bps,ex2025_mean_bps,leave_one_year_out_min_mean_bps,touch_stop_100bps_pct,touch_target_100bps_pct,source_stage39b_residual_bps,residual_to_median_mae_abs,mean_mae_bps,mean_mfe_bps,touch_stop_50bps_pct,touch_stop_150bps_pct,touch_target_50bps_pct,touch_target_150bps_pct,years_count,ex2025_n,leave_one_year_out_json,mean_after_cost_plus_slip_0bps,mean_after_cost_plus_slip_4bps,mean_after_cost_plus_slip_8bps,mean_after_cost_plus_slip_12bps,mean_after_cost_plus_slip_16bps,lookback_hours,source_stage39b_event_clock_n,source_stage39b_median_mae_bps,source_stage39b_median_mfe_bps
CONDITION_RESEARCH_WATCH_ONLY_NO_PROMOTION,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,72,82,34.819374054481365,24.789786954066972,26.819374054481358,56.09756097560976,-87.00345582119296,138.06427115298226,14.882636958659111,14.882636958659111,43.90243902439025,56.09756097560976,12.93,0.14861478636634123,-133.25918376145344,162.93941306008378,64.63414634146342,25.609756097560975,76.82926829268293,45.1219512195122,5,65,"{""2022"": 44.698124453105336, ""2023"": 33.95657386293336, ""2024"": 32.24455384709047, ""2025"": 14.882636958659111, ""2026"": 46.93119683874358}",26.819374054481358,22.819374054481358,18.819374054481358,14.819374054481353,10.819374054481358,120,80,-87.0,153.37
CONDITION_RESEARCH_WATCH_ONLY_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,ROLLING_RANGE_REVERSAL,LONG,72,156,42.31976882080977,34.03049564779437,34.31976882080977,62.82051282051282,-81.40424120059886,114.91886279222373,24.941128971135086,24.941128971135086,41.02564102564102,57.692307692307686,8.96,0.11006797517982497,-121.26766982380902,150.57758759453492,69.87179487179486,27.564102564102566,76.92307692307693,37.82051282051282,5,123,"{""2022"": 50.317911840684445, ""2023"": 48.911271071550914, ""2024"": 44.67658498648266, ""2025"": 24.941128971135086, ""2026"": 42.999400228817365}",34.31976882080977,30.31976882080976,26.31976882080976,22.319768820809767,18.319768820809763,48,145,-76.42,123.1
