utc_time,open,high,low,close,event_risk,nearest_event_dir
2022-05-01 23:00:00+00:00,1896.19,1899.53,1895.82,1897.9,False,
2022-05-02 00:00:00+00:00,1897.89,1899.76,1896.85,1897.13,False,
2022-05-02 01:00:00+00:00,1896.19,1899.53,1895.82,1897.9,False,
2022-05-02 02:00:00+00:00,1897.89,1899.76,1896.85,1897.13,False,
2022-05-02 03:00:00+00:00,1897.06,1898.29,1888.86,1890.38,False,
2022-05-02 04:00:00+00:00,1890.39,1892.43,1889.76,1890.0,False,
2022-05-02 05:00:00+00:00,1889.98,1891.54,1884.19,1887.69,False,
2022-05-02 06:00:00+00:00,1887.69,1889.24,1886.51,1888.46,False,
2022-05-02 07:00:00+00:00,1888.45,1888.45,1883.7,1885.44,False,
2022-05-02 08:00:00+00:00,1885.44,1887.0,1882.53,1885.7,False,
2022-05-02 09:00:00+00:00,1885.66,1887.51,1883.03,1887.01,False,
2022-05-02 10:00:00+00:00,1887.0,1887.2,1882.92,1884.2,False,
2022-05-02 11:00:00+00:00,1884.19,1885.33,1879.28,1879.64,False,
2022-05-02 12:00:00+00:00,1879.65,1881.12,1876.63,1880.64,True,
2022-05-02 13:00:00+00:00,1880.63,1882.07,1877.06,1881.91,True,
2022-05-02 14:00:00+00:00,1881.92,1882.15,1875.66,1875.89,True,
2022-05-02 15:00:00+00:00,1875.87,1876.47,1860.41,1861.42,True,
2022-05-02 16:00:00+00:00,1861.39,1864.34,1854.43,1857.77,False,
2022-05-02 17:00:00+00:00,1858.09,1864.79,1857.7,1862.68,False,
2022-05-02 18:00:00+00:00,1862.67,1871.87,1859.66,1869.98,False,
2022-05-02 19:00:00+00:00,1869.99,1870.07,1865.01,1865.97,False,
2022-05-02 20:00:00+00:00,1865.9,1866.72,1861.47,1865.99,False,
2022-05-02 21:00:00+00:00,1866.01,1866.5,1859.77,1859.82,False,
2022-05-02 22:00:00+00:00,1859.82,1863.89,1859.82,1861.66,False,
2022-05-02 23:00:00+00:00,1861.68,1863.04,1861.14,1862.61,False,
2022-05-03 00:00:00+00:00,1863.52,1863.52,1862.11,1862.93,False,
2022-05-03 01:00:00+00:00,1863.11,1864.07,1863.11,1863.51,False,
2022-05-03 02:00:00+00:00,1863.52,1863.52,1862.11,1862.93,False,
2022-05-03 03:00:00+00:00,1862.93,1866.95,1862.93,1866.61,False,
2022-05-03 04:00:00+00:00,1866.63,1866.63,1859.47,1859.79,False,
2022-05-03 05:00:00+00:00,1859.78,1865.22,1859.64,1865.06,False,
2022-05-03 06:00:00+00:00,1865.07,1865.07,1862.11,1862.42,False,
2022-05-03 07:00:00+00:00,1862.39,1864.38,1857.59,1858.31,False,
2022-05-03 08:00:00+00:00,1858.32,1860.27,1857.23,1859.41,False,
2022-05-03 09:00:00+00:00,1859.4,1861.95,1856.47,1858.76,False,
2022-05-03 10:00:00+00:00,1858.72,1860.73,1853.27,1855.49,False,
2022-05-03 11:00:00+00:00,1855.5,1856.47,1850.22,1853.54,False,
2022-05-03 12:00:00+00:00,1853.53,1859.63,1853.43,1857.53,False,
2022-05-03 13:00:00+00:00,1857.48,1860.75,1854.88,1858.34,False,
2022-05-03 14:00:00+00:00,1858.35,1863.78,1858.33,1863.69,False,
2022-05-03 15:00:00+00:00,1863.68,1865.28,1856.57,1863.18,False,
2022-05-03 16:00:00+00:00,1863.13,1872.17,1861.87,1871.0,False,
2022-05-03 17:00:00+00:00,1870.84,1877.88,1866.44,1874.15,False,
2022-05-03 18:00:00+00:00,1874.15,1877.23,1870.8,1871.4,False,
2022-05-03 19:00:00+00:00,1871.39,1872.26,1867.23,1869.65,False,
2022-05-03 20:00:00+00:00,1869.64,1871.68,1868.86,1871.06,False,
2022-05-03 21:00:00+00:00,1871.04,1871.05,1865.56,1869.15,False,
2022-05-03 22:00:00+00:00,1869.16,1869.75,1865.15,1865.89,False,
2022-05-03 23:00:00+00:00,1866.07,1868.2,1865.54,1868.01,False,
2022-05-04 00:00:00+00:00,1868.63,1869.3,1866.89,1868.22,False,
2022-05-04 01:00:00+00:00,1867.8,1868.9,1867.61,1868.64,False,
2022-05-04 02:00:00+00:00,1868.63,1869.3,1866.89,1868.22,False,
2022-05-04 03:00:00+00:00,1868.21,1868.24,1864.81,1865.79,False,
2022-05-04 04:00:00+00:00,1865.78,1865.84,1862.35,1862.66,False,
2022-05-04 05:00:00+00:00,1862.58,1864.74,1861.48,1863.21,False,
2022-05-04 06:00:00+00:00,1863.22,1865.5,1863.05,1864.62,False,
2022-05-04 07:00:00+00:00,1864.58,1866.05,1863.22,1865.53,False,
2022-05-04 08:00:00+00:00,1865.53,1865.77,1862.21,1863.76,False,
2022-05-04 09:00:00+00:00,1863.74,1866.56,1861.2,1866.56,False,
2022-05-04 10:00:00+00:00,1866.58,1871.71,1865.88,1870.66,False,
2022-05-04 11:00:00+00:00,1870.65,1871.91,1868.01,1868.32,False,
2022-05-04 12:00:00+00:00,1868.35,1870.53,1866.75,1869.76,False,
2022-05-04 13:00:00+00:00,1869.73,1871.48,1866.67,1866.97,False,
2022-05-04 14:00:00+00:00,1866.96,1869.79,1865.8,1868.77,False,
2022-05-04 15:00:00+00:00,1868.79,1869.42,1863.6,1867.36,False,
2022-05-04 16:00:00+00:00,1867.38,1870.67,1861.48,1862.78,False,
2022-05-04 17:00:00+00:00,1862.65,1866.85,1861.48,1866.57,False,
2022-05-04 18:00:00+00:00,1866.55,1869.01,1865.79,1868.23,False,
2022-05-04 19:00:00+00:00,1868.33,1868.76,1865.83,1868.25,False,
2022-05-04 20:00:00+00:00,1869.21,1869.21,1865.83,1866.58,False,
2022-05-04 21:00:00+00:00,1866.57,1888.59,1861.52,1885.65,False,
2022-05-04 22:00:00+00:00,1885.78,1889.52,1881.25,1883.91,False,
2022-05-04 23:00:00+00:00,1883.91,1886.47,1880.91,1881.01,False,
2022-05-05 00:00:00+00:00,1882.6,1893.99,1882.58,1893.79,False,
2022-05-05 01:00:00+00:00,1882.85,1883.65,1881.67,1882.62,False,
2022-05-05 02:00:00+00:00,1882.6,1893.99,1882.58,1893.79,False,
2022-05-05 03:00:00+00:00,1893.81,1895.93,1892.88,1895.69,False,
2022-05-05 04:00:00+00:00,1895.71,1903.2,1895.71,1900.39,False,
2022-05-05 05:00:00+00:00,1900.39,1901.45,1899.15,1899.51,False,
2022-05-05 06:00:00+00:00,1899.49,1902.59,1899.24,1901.05,False,
2022-05-05 07:00:00+00:00,1901.06,1901.53,1899.5,1901.34,False,
2022-05-05 08:00:00+00:00,1901.34,1902.0,1898.62,1898.76,False,
2022-05-05 09:00:00+00:00,1898.79,1901.95,1897.36,1897.41,False,
2022-05-05 10:00:00+00:00,1897.53,1898.15,1891.57,1894.94,False,
2022-05-05 11:00:00+00:00,1894.76,1895.1,1889.34,1894.08,False,
2022-05-05 12:00:00+00:00,1894.07,1898.55,1893.02,1897.27,True,
2022-05-05 13:00:00+00:00,1897.24,1899.14,1895.02,1896.28,True,
2022-05-05 14:00:00+00:00,1896.29,1900.07,1895.22,1897.24,True,
2022-05-05 15:00:00+00:00,1897.23,1909.58,1897.05,1906.72,True,
2022-05-05 16:00:00+00:00,1906.75,1908.23,1892.75,1894.82,False,
2022-05-05 17:00:00+00:00,1894.76,1895.09,1882.62,1886.06,False,
2022-05-05 18:00:00+00:00,1886.08,1886.1,1874.22,1874.88,False,
2022-05-05 19:00:00+00:00,1874.85,1877.14,1872.29,1876.29,False,
2022-05-05 20:00:00+00:00,1876.2,1880.03,1873.2,1874.59,False,
2022-05-05 21:00:00+00:00,1874.58,1877.91,1873.18,1877.33,False,
2022-05-05 22:00:00+00:00,1877.41,1880.81,1876.5,1877.78,False,
2022-05-05 23:00:00+00:00,1877.74,1879.12,1876.44,1876.88,False,
2022-05-06 00:00:00+00:00,1877.76,1877.79,1873.92,1874.11,False,
2022-05-06 01:00:00+00:00,1876.43,1878.08,1875.82,1877.75,False,
2022-05-06 02:00:00+00:00,1877.76,1877.79,1873.92,1874.11,False,
2022-05-06 03:00:00+00:00,1874.03,1876.53,1871.62,1872.26,False,
2022-05-06 04:00:00+00:00,1872.26,1872.63,1865.91,1869.95,False,
2022-05-06 05:00:00+00:00,1869.95,1875.9,1868.74,1875.48,False,
2022-05-06 06:00:00+00:00,1875.52,1877.25,1875.17,1876.75,False,
2022-05-06 07:00:00+00:00,1876.73,1877.16,1875.62,1875.64,False,
2022-05-06 08:00:00+00:00,1875.63,1877.7,1873.94,1873.94,False,
2022-05-06 09:00:00+00:00,1873.93,1876.95,1872.94,1873.11,False,
2022-05-06 10:00:00+00:00,1873.13,1876.79,1872.88,1873.94,False,
2022-05-06 11:00:00+00:00,1873.96,1881.65,1872.98,1881.65,False,
2022-05-06 12:00:00+00:00,1881.67,1884.54,1880.38,1883.01,True,
2022-05-06 13:00:00+00:00,1883.03,1884.74,1881.17,1884.57,True,
2022-05-06 14:00:00+00:00,1884.63,1885.34,1881.09,1881.62,True,
2022-05-06 15:00:00+00:00,1881.64,1889.83,1875.81,1876.32,True,
2022-05-06 16:00:00+00:00,1876.37,1885.28,1874.29,1880.86,False,
2022-05-06 17:00:00+00:00,1880.79,1887.47,1879.52,1885.45,False,
