utc_time,open,high,low,close,event_risk,nearest_event_dir
2022-05-06 18:00:00+00:00,1885.47,1892.36,1883.89,1886.31,False,
2022-05-06 19:00:00+00:00,1886.3,1889.68,1885.99,1888.53,False,
2022-05-06 20:00:00+00:00,1888.52,1888.74,1881.67,1882.08,False,
2022-05-06 21:00:00+00:00,1882.07,1883.91,1881.79,1882.33,False,
2022-05-06 22:00:00+00:00,1882.36,1884.61,1880.55,1881.34,False,
2022-05-08 23:00:00+00:00,1882.94,1885.49,1880.12,1881.42,False,
2022-05-09 00:00:00+00:00,1881.41,1882.55,1879.76,1881.12,False,
2022-05-09 01:00:00+00:00,1882.94,1885.49,1880.12,1881.42,False,
2022-05-09 02:00:00+00:00,1881.41,1882.55,1879.76,1881.12,False,
2022-05-09 03:00:00+00:00,1881.11,1881.93,1877.61,1881.03,False,
2022-05-09 04:00:00+00:00,1881.05,1881.07,1876.3,1878.22,False,
2022-05-09 05:00:00+00:00,1878.23,1878.51,1873.64,1874.52,False,
2022-05-09 06:00:00+00:00,1874.52,1876.73,1874.25,1874.84,False,
2022-05-09 07:00:00+00:00,1874.89,1876.02,1872.74,1873.61,False,
2022-05-09 08:00:00+00:00,1873.59,1873.65,1870.53,1871.62,False,
2022-05-09 09:00:00+00:00,1871.53,1872.8,1869.4,1871.32,False,
2022-05-09 10:00:00+00:00,1871.16,1872.56,1866.42,1869.67,False,
2022-05-09 11:00:00+00:00,1869.59,1871.97,1864.06,1865.4,False,
2022-05-09 12:00:00+00:00,1865.4,1867.16,1862.13,1863.59,False,
2022-05-09 13:00:00+00:00,1863.58,1863.9,1855.98,1859.45,False,
2022-05-09 14:00:00+00:00,1859.45,1861.88,1856.16,1860.35,False,
2022-05-09 15:00:00+00:00,1860.36,1868.72,1859.19,1864.28,False,
2022-05-09 16:00:00+00:00,1864.27,1871.31,1861.22,1863.16,False,
2022-05-09 17:00:00+00:00,1863.19,1866.2,1857.7,1860.33,False,
2022-05-09 18:00:00+00:00,1860.33,1863.16,1857.57,1861.12,False,
2022-05-09 19:00:00+00:00,1861.14,1865.82,1859.74,1860.79,False,
2022-05-09 20:00:00+00:00,1860.79,1861.87,1854.75,1855.91,False,
2022-05-09 21:00:00+00:00,1855.92,1858.39,1853.29,1853.52,False,
2022-05-09 22:00:00+00:00,1853.43,1856.0,1852.45,1853.37,False,
2022-05-09 23:00:00+00:00,1853.16,1854.4,1851.49,1853.47,False,
2022-05-10 00:00:00+00:00,1852.59,1854.68,1852.5,1854.48,False,
2022-05-10 01:00:00+00:00,1853.96,1854.04,1852.11,1852.63,False,
2022-05-10 02:00:00+00:00,1852.59,1854.68,1852.5,1854.48,False,
2022-05-10 03:00:00+00:00,1854.46,1855.64,1852.33,1854.03,False,
2022-05-10 04:00:00+00:00,1854.05,1856.56,1852.83,1854.17,False,
2022-05-10 05:00:00+00:00,1854.19,1861.38,1853.79,1859.98,False,
2022-05-10 06:00:00+00:00,1859.96,1864.27,1858.66,1864.21,False,
2022-05-10 07:00:00+00:00,1864.2,1865.12,1861.93,1863.05,False,
2022-05-10 08:00:00+00:00,1863.04,1864.35,1861.6,1863.35,False,
2022-05-10 09:00:00+00:00,1863.3,1865.24,1859.43,1859.64,False,
2022-05-10 10:00:00+00:00,1859.67,1862.56,1859.22,1859.4,False,
2022-05-10 11:00:00+00:00,1859.35,1864.88,1858.61,1862.56,False,
2022-05-10 12:00:00+00:00,1862.56,1863.89,1857.33,1857.46,False,
2022-05-10 13:00:00+00:00,1857.49,1858.77,1856.07,1858.26,False,
2022-05-10 14:00:00+00:00,1858.28,1864.32,1857.2,1860.27,False,
2022-05-10 15:00:00+00:00,1860.28,1863.3,1856.29,1862.04,False,
2022-05-10 16:00:00+00:00,1862.04,1864.24,1854.76,1856.95,False,
2022-05-10 17:00:00+00:00,1856.94,1859.68,1845.22,1849.73,False,
2022-05-10 18:00:00+00:00,1849.7,1849.97,1841.22,1844.18,False,
2022-05-10 19:00:00+00:00,1844.19,1847.24,1842.02,1844.78,False,
2022-05-10 20:00:00+00:00,1844.71,1846.61,1839.69,1846.4,False,
2022-05-10 21:00:00+00:00,1846.46,1846.68,1840.11,1841.59,False,
2022-05-10 22:00:00+00:00,1841.57,1842.95,1835.3,1836.65,False,
2022-05-10 23:00:00+00:00,1836.69,1840.34,1835.82,1838.03,False,
2022-05-11 00:00:00+00:00,1838.43,1838.86,1833.0,1833.44,False,
2022-05-11 01:00:00+00:00,1838.34,1840.06,1838.34,1838.45,False,
2022-05-11 02:00:00+00:00,1838.43,1838.86,1833.0,1833.44,False,
2022-05-11 03:00:00+00:00,1833.46,1834.0,1831.89,1832.22,False,
2022-05-11 04:00:00+00:00,1832.21,1837.63,1832.08,1837.23,False,
2022-05-11 05:00:00+00:00,1837.22,1839.84,1836.23,1838.4,False,
2022-05-11 06:00:00+00:00,1838.39,1838.64,1836.01,1836.27,False,
2022-05-11 07:00:00+00:00,1836.26,1838.98,1835.78,1838.85,False,
2022-05-11 08:00:00+00:00,1838.85,1839.28,1836.97,1837.67,False,
2022-05-11 09:00:00+00:00,1837.61,1845.52,1837.12,1844.03,False,
2022-05-11 10:00:00+00:00,1844.02,1850.85,1843.08,1848.54,False,
2022-05-11 11:00:00+00:00,1848.54,1852.35,1846.5,1851.41,False,
2022-05-11 12:00:00+00:00,1851.48,1854.14,1850.48,1852.21,False,
2022-05-11 13:00:00+00:00,1852.23,1854.06,1850.96,1852.39,False,
2022-05-11 14:00:00+00:00,1852.38,1853.99,1849.96,1850.12,False,
2022-05-11 15:00:00+00:00,1850.15,1851.95,1834.63,1839.29,False,
2022-05-11 16:00:00+00:00,1839.11,1857.84,1837.57,1853.1,False,
2022-05-11 17:00:00+00:00,1852.99,1853.44,1846.22,1851.01,False,
2022-05-11 18:00:00+00:00,1851.01,1854.66,1847.31,1852.12,False,
2022-05-11 19:00:00+00:00,1852.16,1854.36,1849.96,1852.03,False,
2022-05-11 20:00:00+00:00,1852.05,1856.32,1850.61,1851.81,False,
2022-05-11 21:00:00+00:00,1851.77,1855.43,1850.44,1852.71,False,
2022-05-11 22:00:00+00:00,1852.7,1854.24,1851.03,1852.93,False,
2022-05-11 23:00:00+00:00,1852.87,1853.0,1851.4,1852.23,False,
2022-05-12 00:00:00+00:00,1852.44,1855.98,1852.38,1853.9,False,
2022-05-12 01:00:00+00:00,1851.61,1852.69,1850.8,1852.43,False,
2022-05-12 02:00:00+00:00,1852.44,1855.98,1852.38,1853.9,False,
2022-05-12 03:00:00+00:00,1853.91,1857.5,1851.76,1857.13,False,
2022-05-12 04:00:00+00:00,1857.13,1858.62,1853.66,1857.02,False,
2022-05-12 05:00:00+00:00,1857.03,1858.13,1852.0,1852.96,False,
2022-05-12 06:00:00+00:00,1852.99,1854.8,1851.66,1852.87,False,
2022-05-12 07:00:00+00:00,1852.89,1853.45,1849.99,1850.93,False,
2022-05-12 08:00:00+00:00,1850.93,1852.49,1847.28,1849.83,False,
2022-05-12 09:00:00+00:00,1849.85,1853.96,1847.65,1851.75,False,
2022-05-12 10:00:00+00:00,1851.79,1853.54,1843.72,1850.67,False,
2022-05-12 11:00:00+00:00,1850.64,1852.12,1846.43,1846.99,False,
2022-05-12 12:00:00+00:00,1847.05,1851.29,1845.84,1847.93,False,
2022-05-12 13:00:00+00:00,1847.93,1851.88,1845.59,1847.08,False,
2022-05-12 14:00:00+00:00,1847.1,1848.05,1839.78,1842.32,False,
2022-05-12 15:00:00+00:00,1842.29,1847.34,1840.91,1844.97,False,
2022-05-12 16:00:00+00:00,1844.89,1848.88,1838.32,1838.95,False,
2022-05-12 17:00:00+00:00,1838.99,1842.91,1835.51,1841.99,False,
2022-05-12 18:00:00+00:00,1841.99,1843.1,1833.2,1835.41,False,
2022-05-12 19:00:00+00:00,1835.48,1836.91,1823.94,1825.29,False,
2022-05-12 20:00:00+00:00,1825.32,1826.52,1821.75,1822.78,False,
2022-05-12 21:00:00+00:00,1822.87,1824.64,1821.27,1822.94,False,
2022-05-12 22:00:00+00:00,1822.92,1825.21,1821.67,1823.74,False,
2022-05-12 23:00:00+00:00,1823.63,1823.66,1821.11,1821.52,False,
2022-05-13 00:00:00+00:00,1819.02,1822.34,1818.49,1821.22,False,
2022-05-13 01:00:00+00:00,1821.95,1823.35,1810.25,1819.01,False,
2022-05-13 02:00:00+00:00,1819.02,1822.34,1818.49,1821.22,False,
2022-05-13 03:00:00+00:00,1821.24,1823.71,1820.69,1822.29,False,
2022-05-13 04:00:00+00:00,1822.27,1825.19,1822.27,1823.31,False,
2022-05-13 05:00:00+00:00,1823.33,1825.34,1822.68,1824.84,False,
2022-05-13 06:00:00+00:00,1824.7,1826.83,1823.82,1824.75,False,
2022-05-13 07:00:00+00:00,1824.69,1827.27,1824.64,1826.44,False,
2022-05-13 08:00:00+00:00,1826.43,1828.24,1825.4,1825.58,False,
2022-05-13 09:00:00+00:00,1825.61,1827.5,1821.1,1822.24,False,
2022-05-13 10:00:00+00:00,1822.23,1828.56,1821.88,1824.07,False,
2022-05-13 11:00:00+00:00,1824.04,1826.33,1820.08,1821.96,False,
2022-05-13 12:00:00+00:00,1821.99,1824.46,1821.71,1822.8,True,
2022-05-13 13:00:00+00:00,1822.79,1822.79,1815.52,1819.63,True,
2022-05-13 14:00:00+00:00,1819.62,1820.25,1812.7,1813.81,True,
2022-05-13 15:00:00+00:00,1813.78,1816.31,1808.11,1810.1,True,
2022-05-13 16:00:00+00:00,1810.13,1810.27,1798.91,1806.16,False,
2022-05-13 17:00:00+00:00,1806.18,1818.14,1806.18,1814.53,False,
2022-05-13 18:00:00+00:00,1814.59,1816.45,1806.89,1808.89,False,
2022-05-13 19:00:00+00:00,1808.89,1812.8,1808.21,1811.07,False,
2022-05-13 20:00:00+00:00,1811.07,1811.79,1807.67,1808.74,False,
2022-05-13 21:00:00+00:00,1808.74,1811.0,1808.56,1810.88,False,
2022-05-13 22:00:00+00:00,1810.84,1810.9,1806.75,1809.43,False,
2022-05-15 23:00:00+00:00,1809.97,1814.26,1809.89,1810.87,False,
2022-05-16 00:00:00+00:00,1810.86,1813.4,1809.61,1812.96,False,
2022-05-16 01:00:00+00:00,1809.97,1814.26,1809.89,1810.87,False,
2022-05-16 02:00:00+00:00,1810.86,1813.4,1809.61,1812.96,False,
2022-05-16 03:00:00+00:00,1813.02,1816.06,1811.13,1815.56,False,
2022-05-16 04:00:00+00:00,1815.54,1817.32,1814.08,1814.38,False,
2022-05-16 05:00:00+00:00,1814.28,1814.28,1810.04,1811.87,False,
2022-05-16 06:00:00+00:00,1811.8,1812.95,1809.37,1810.54,False,
2022-05-16 07:00:00+00:00,1810.56,1811.06,1807.11,1807.52,False,
2022-05-16 08:00:00+00:00,1807.55,1809.67,1806.46,1808.8,False,
2022-05-16 09:00:00+00:00,1808.81,1808.81,1804.61,1806.57,False,
2022-05-16 10:00:00+00:00,1806.51,1809.93,1786.59,1792.77,False,
2022-05-16 11:00:00+00:00,1792.77,1800.86,1792.48,1798.72,False,
2022-05-16 12:00:00+00:00,1798.79,1807.09,1798.18,1800.21,False,
2022-05-16 13:00:00+00:00,1800.21,1806.37,1799.11,1806.22,False,
2022-05-16 14:00:00+00:00,1806.27,1806.75,1798.7,1800.29,False,
2022-05-16 15:00:00+00:00,1800.29,1810.26,1797.94,1807.94,False,
2022-05-16 16:00:00+00:00,1807.94,1810.44,1804.68,1807.63,False,
2022-05-16 17:00:00+00:00,1807.66,1815.58,1807.38,1812.13,False,
2022-05-16 18:00:00+00:00,1812.13,1814.14,1810.36,1813.62,False,
2022-05-16 19:00:00+00:00,1813.62,1816.27,1811.75,1815.47,False,
2022-05-16 20:00:00+00:00,1815.44,1817.97,1813.59,1816.15,False,
2022-05-16 21:00:00+00:00,1816.16,1822.85,1814.25,1822.29,False,
2022-05-16 22:00:00+00:00,1822.44,1826.66,1822.13,1826.12,False,
2022-05-16 23:00:00+00:00,1826.15,1826.36,1821.99,1823.71,False,
2022-05-17 00:00:00+00:00,1824.31,1829.17,1824.29,1826.24,False,
2022-05-17 01:00:00+00:00,1825.13,1825.13,1822.76,1824.29,False,
2022-05-17 02:00:00+00:00,1824.31,1829.17,1824.29,1826.24,False,
2022-05-17 03:00:00+00:00,1826.25,1828.67,1825.05,1825.3,False,
2022-05-17 04:00:00+00:00,1825.38,1826.78,1822.2,1826.03,False,
2022-05-17 05:00:00+00:00,1826.07,1828.17,1824.59,1824.6,False,
2022-05-17 06:00:00+00:00,1824.6,1825.34,1821.69,1822.51,False,
2022-05-17 07:00:00+00:00,1822.49,1825.48,1822.49,1823.61,False,
2022-05-17 08:00:00+00:00,1823.59,1828.63,1823.35,1828.24,False,
2022-05-17 09:00:00+00:00,1828.2,1830.12,1826.5,1830.09,False,
2022-05-17 10:00:00+00:00,1830.02,1830.02,1823.19,1823.97,False,
2022-05-17 11:00:00+00:00,1823.96,1828.83,1823.56,1827.78,False,
2022-05-17 12:00:00+00:00,1827.76,1829.73,1825.89,1828.14,True,
2022-05-17 13:00:00+00:00,1828.2,1830.21,1826.5,1827.33,True,
2022-05-17 14:00:00+00:00,1827.33,1835.9,1826.5,1834.45,True,
2022-05-17 15:00:00+00:00,1834.44,1835.7,1827.6,1832.18,True,
2022-05-17 16:00:00+00:00,1832.18,1832.74,1822.22,1823.77,False,
2022-05-17 17:00:00+00:00,1823.78,1825.45,1817.87,1821.75,False,
2022-05-17 18:00:00+00:00,1821.81,1822.62,1818.33,1818.53,False,
2022-05-17 19:00:00+00:00,1818.53,1822.97,1817.75,1821.08,False,
2022-05-17 20:00:00+00:00,1821.11,1821.7,1818.26,1819.13,False,
2022-05-17 21:00:00+00:00,1819.15,1820.55,1813.47,1816.1,False,
2022-05-17 22:00:00+00:00,1816.1,1817.43,1814.67,1815.7,False,
2022-05-17 23:00:00+00:00,1815.76,1816.07,1812.66,1814.79,False,
2022-05-18 00:00:00+00:00,1814.11,1814.71,1812.8,1814.35,False,
2022-05-18 01:00:00+00:00,1814.52,1815.4,1813.86,1814.13,False,
2022-05-18 02:00:00+00:00,1814.11,1814.71,1812.8,1814.35,False,
2022-05-18 03:00:00+00:00,1814.34,1816.94,1814.1,1816.03,False,
2022-05-18 04:00:00+00:00,1816.06,1817.01,1810.78,1812.03,False,
2022-05-18 05:00:00+00:00,1812.01,1813.56,1810.37,1812.35,False,
2022-05-18 06:00:00+00:00,1812.33,1812.61,1807.49,1808.3,False,
2022-05-18 07:00:00+00:00,1808.27,1809.83,1807.74,1808.88,False,
2022-05-18 08:00:00+00:00,1808.87,1811.31,1808.63,1811.31,False,
2022-05-18 09:00:00+00:00,1811.34,1814.93,1809.56,1809.56,False,
2022-05-18 10:00:00+00:00,1809.51,1816.35,1809.21,1815.29,False,
2022-05-18 11:00:00+00:00,1815.28,1816.91,1813.49,1815.29,False,
2022-05-18 12:00:00+00:00,1815.3,1819.92,1813.83,1819.25,False,
2022-05-18 13:00:00+00:00,1819.25,1820.19,1815.55,1817.13,False,
2022-05-18 14:00:00+00:00,1817.13,1817.38,1807.52,1808.71,False,
2022-05-18 15:00:00+00:00,1808.69,1814.42,1807.03,1811.13,False,
2022-05-18 16:00:00+00:00,1811.13,1815.6,1809.58,1810.29,False,
2022-05-18 17:00:00+00:00,1810.14,1814.62,1809.86,1813.9,False,
2022-05-18 18:00:00+00:00,1813.99,1824.46,1813.38,1823.17,False,
2022-05-18 19:00:00+00:00,1823.31,1823.43,1819.42,1820.66,False,
2022-05-18 20:00:00+00:00,1820.62,1820.95,1815.19,1817.34,False,
2022-05-18 21:00:00+00:00,1817.35,1819.56,1815.72,1818.52,False,
2022-05-18 22:00:00+00:00,1818.51,1821.89,1815.27,1815.91,False,
2022-05-18 23:00:00+00:00,1815.9,1817.21,1815.47,1816.28,False,
2022-05-19 00:00:00+00:00,1817.0,1817.09,1815.24,1815.89,False,
2022-05-19 01:00:00+00:00,1816.24,1817.19,1815.25,1817.01,False,
2022-05-19 02:00:00+00:00,1817.0,1817.09,1815.24,1815.89,False,
2022-05-19 03:00:00+00:00,1815.91,1816.58,1814.16,1814.97,False,
2022-05-19 04:00:00+00:00,1814.94,1816.72,1813.7,1815.37,False,
2022-05-19 05:00:00+00:00,1815.38,1816.5,1814.44,1815.41,False,
2022-05-19 06:00:00+00:00,1815.4,1817.48,1814.99,1815.95,False,
2022-05-19 07:00:00+00:00,1815.88,1817.21,1814.62,1815.17,False,
2022-05-19 08:00:00+00:00,1815.16,1815.25,1812.96,1813.61,False,
2022-05-19 09:00:00+00:00,1813.59,1814.69,1812.65,1813.91,False,
2022-05-19 10:00:00+00:00,1813.85,1815.64,1810.77,1813.0,False,
2022-05-19 11:00:00+00:00,1812.99,1822.99,1810.78,1822.43,False,
2022-05-19 12:00:00+00:00,1822.39,1830.05,1821.17,1829.4,True,
2022-05-19 13:00:00+00:00,1829.4,1830.6,1826.22,1828.65,True,
2022-05-19 14:00:00+00:00,1828.58,1832.18,1827.88,1830.34,True,
2022-05-19 15:00:00+00:00,1830.29,1841.29,1827.18,1838.11,True,
2022-05-19 16:00:00+00:00,1838.12,1841.26,1832.19,1839.26,False,
2022-05-19 17:00:00+00:00,1839.27,1846.73,1839.2,1845.62,False,
2022-05-19 18:00:00+00:00,1845.57,1848.91,1840.14,1842.15,False,
2022-05-19 19:00:00+00:00,1842.17,1843.0,1841.12,1842.77,False,
2022-05-19 20:00:00+00:00,1842.78,1843.78,1839.97,1841.29,False,
2022-05-19 21:00:00+00:00,1841.35,1841.9,1839.74,1839.9,False,
2022-05-19 22:00:00+00:00,1839.9,1843.31,1839.72,1842.6,False,
2022-05-19 23:00:00+00:00,1842.61,1842.75,1840.73,1841.86,False,
2022-05-20 00:00:00+00:00,1841.7,1844.39,1841.33,1841.9,False,
2022-05-20 01:00:00+00:00,1841.43,1842.21,1841.16,1841.73,False,
2022-05-20 02:00:00+00:00,1841.7,1844.39,1841.33,1841.9,False,
2022-05-20 03:00:00+00:00,1841.91,1843.12,1839.93,1841.19,False,
2022-05-20 04:00:00+00:00,1841.18,1841.93,1837.51,1837.93,False,
2022-05-20 05:00:00+00:00,1837.89,1839.01,1836.32,1838.52,False,
2022-05-20 06:00:00+00:00,1838.54,1841.45,1838.53,1841.42,False,
2022-05-20 07:00:00+00:00,1841.37,1843.4,1840.77,1842.53,False,
2022-05-20 08:00:00+00:00,1842.52,1846.47,1841.12,1845.41,False,
2022-05-20 09:00:00+00:00,1845.49,1848.73,1844.49,1848.71,False,
2022-05-20 10:00:00+00:00,1848.69,1849.2,1841.6,1843.94,False,
