events,total,avg,median,wr,pf,dd,pos_years,years,months,year,variant,behavior,horizon_bars,cooldown_bars
451,-241.34,-0.535122,-0.4,0.456763,0.69869,-251.38,0,1,8,2022,pdh_breakout_continuation_long_h4_cool0,pdh_breakout_continuation_long,4,0
802,-60.11,-0.07495,-0.175,0.478803,0.950076,-161.65,0,1,12,2023,pdh_breakout_continuation_long_h4_cool0,pdh_breakout_continuation_long,4,0
915,-387.34,-0.423322,-0.24,0.476503,0.802195,-401.17,0,1,12,2024,pdh_breakout_continuation_long_h4_cool0,pdh_breakout_continuation_long,4,0
1029,70.54,0.068552,0.19,0.50826,1.020811,-407.02,1,1,12,2025,pdh_breakout_continuation_long_h4_cool0,pdh_breakout_continuation_long,4,0
361,-298.28,-0.82626,-0.38,0.495845,0.869367,-445.3,0,1,6,2026,pdh_breakout_continuation_long_h4_cool0,pdh_breakout_continuation_long,4,0
243,-141.03,-0.58037,-0.57,0.432099,0.685531,-165.75,0,1,8,2022,pdh_breakout_continuation_long_h4_cool4,pdh_breakout_continuation_long,4,4
422,-55.87,-0.132393,-0.2,0.478673,0.91031,-136.04,0,1,12,2023,pdh_breakout_continuation_long_h4_cool4,pdh_breakout_continuation_long,4,4
486,-169.78,-0.349342,-0.175,0.487654,0.830654,-175.17,0,1,12,2024,pdh_breakout_continuation_long_h4_cool4,pdh_breakout_continuation_long,4,4
539,178.01,0.33026,0.61,0.530612,1.111998,-118.55,1,1,12,2025,pdh_breakout_continuation_long_h4_cool4,pdh_breakout_continuation_long,4,4
190,36.35,0.191316,-0.955,0.484211,1.037159,-141.82,1,1,6,2026,pdh_breakout_continuation_long_h4_cool4,pdh_breakout_continuation_long,4,4
243,-143.43,-0.590247,-0.45,0.45679,0.731128,-156.36,0,1,8,2022,pdh_breakout_continuation_long_h8_cool0,pdh_breakout_continuation_long,8,0
422,-24.41,-0.057844,-0.15,0.476303,0.972288,-174.12,0,1,12,2023,pdh_breakout_continuation_long_h8_cool0,pdh_breakout_continuation_long,8,0
486,-282.79,-0.581872,-0.32,0.483539,0.804257,-312.3,0,1,12,2024,pdh_breakout_continuation_long_h8_cool0,pdh_breakout_continuation_long,8,0
539,337.23,0.625659,0.48,0.534323,1.158776,-344.47,1,1,12,2025,pdh_breakout_continuation_long_h8_cool0,pdh_breakout_continuation_long,8,0
190,-186.57,-0.981947,-0.965,0.489474,0.887415,-401.71,0,1,6,2026,pdh_breakout_continuation_long_h8_cool0,pdh_breakout_continuation_long,8,0
186,-44.48,-0.23914,-0.1,0.489247,0.883441,-101.32,0,1,8,2022,pdh_breakout_continuation_long_h8_cool4,pdh_breakout_continuation_long,8,4
330,-26.98,-0.081758,-0.03,0.493939,0.960345,-152.01,0,1,12,2023,pdh_breakout_continuation_long_h8_cool4,pdh_breakout_continuation_long,8,4
383,-122.62,-0.320157,-0.31,0.483029,0.886243,-285.99,0,1,12,2024,pdh_breakout_continuation_long_h8_cool4,pdh_breakout_continuation_long,8,4
427,349.93,0.819508,0.62,0.533958,1.208583,-252.41,1,1,12,2025,pdh_breakout_continuation_long_h8_cool4,pdh_breakout_continuation_long,8,4
148,43.46,0.293649,1.855,0.567568,1.03195,-341.22,1,1,6,2026,pdh_breakout_continuation_long_h8_cool4,pdh_breakout_continuation_long,8,4
149,-104.65,-0.702349,-0.61,0.469799,0.770096,-133.3,0,1,8,2022,pdh_breakout_continuation_long_h16_cool0,pdh_breakout_continuation_long,16,0
258,-39.62,-0.153566,-0.215,0.484496,0.949929,-215.88,0,1,12,2023,pdh_breakout_continuation_long_h16_cool0,pdh_breakout_continuation_long,16,0
302,-118.66,-0.392914,-0.45,0.47351,0.900835,-246.85,0,1,12,2024,pdh_breakout_continuation_long_h16_cool0,pdh_breakout_continuation_long,16,0
331,486.78,1.470634,1.99,0.567976,1.266486,-341.55,1,1,12,2025,pdh_breakout_continuation_long_h16_cool0,pdh_breakout_continuation_long,16,0
119,-405.71,-3.409328,0.44,0.512605,0.743787,-635.84,0,1,6,2026,pdh_breakout_continuation_long_h16_cool0,pdh_breakout_continuation_long,16,0
110,-47.11,-0.428273,-0.085,0.490909,0.854917,-88.03,0,1,8,2022,pdh_breakout_continuation_long_h16_cool4,pdh_breakout_continuation_long,16,4
186,-1.47,-0.007903,0.005,0.5,0.997106,-175.02,0,1,12,2023,pdh_breakout_continuation_long_h16_cool4,pdh_breakout_continuation_long,16,4
226,-145.42,-0.643451,-0.855,0.429204,0.837632,-166.52,0,1,12,2024,pdh_breakout_continuation_long_h16_cool4,pdh_breakout_continuation_long,16,4
241,419.36,1.740083,1.51,0.560166,1.345019,-287.62,1,1,12,2025,pdh_breakout_continuation_long_h16_cool4,pdh_breakout_continuation_long,16,4
85,-52.67,-0.619647,-0.55,0.482353,0.928902,-189.61,0,1,6,2026,pdh_breakout_continuation_long_h16_cool4,pdh_breakout_continuation_long,16,4
103,-126.15,-1.224757,-1.08,0.485437,0.694848,-162.5,0,1,8,2022,pdh_breakout_continuation_long_h32_cool0,pdh_breakout_continuation_long,32,0
178,-71.3,-0.400562,-0.315,0.483146,0.91054,-211.36,0,1,12,2023,pdh_breakout_continuation_long_h32_cool0,pdh_breakout_continuation_long,32,0
204,-36.48,-0.178824,0.23,0.519608,0.964609,-189.19,0,1,12,2024,pdh_breakout_continuation_long_h32_cool0,pdh_breakout_continuation_long,32,0
220,711.42,3.233727,3.94,0.572727,1.473336,-261.51,1,1,12,2025,pdh_breakout_continuation_long_h32_cool0,pdh_breakout_continuation_long,32,0
82,49.45,0.603049,-1.93,0.487805,1.036164,-343.71,1,1,6,2026,pdh_breakout_continuation_long_h32_cool0,pdh_breakout_continuation_long,32,0
96,-67.21,-0.700104,-0.235,0.5,0.807532,-113.76,0,1,8,2022,pdh_breakout_continuation_long_h32_cool4,pdh_breakout_continuation_long,32,4
168,44.46,0.264643,-0.53,0.47619,1.06916,-103.67,1,1,12,2023,pdh_breakout_continuation_long_h32_cool4,pdh_breakout_continuation_long,32,4
199,19.05,0.095729,0.52,0.522613,1.020497,-150.97,1,1,12,2024,pdh_breakout_continuation_long_h32_cool4,pdh_breakout_continuation_long,32,4
217,834.92,3.847558,3.8,0.59447,1.566301,-265.88,1,1,12,2025,pdh_breakout_continuation_long_h32_cool4,pdh_breakout_continuation_long,32,4
78,339.87,4.357308,-0.225,0.5,1.289658,-295.03,1,1,6,2026,pdh_breakout_continuation_long_h32_cool4,pdh_breakout_continuation_long,32,4
574,-349.14,-0.608258,-0.425,0.440767,0.658823,-358.76,0,1,8,2022,pdl_breakdown_continuation_short_h4_cool0,pdl_breakdown_continuation_short,4,0
720,-263.05,-0.365347,-0.335,0.433333,0.76206,-329.15,0,1,12,2023,pdl_breakdown_continuation_short_h4_cool0,pdl_breakdown_continuation_short,4,0
575,-247.36,-0.430191,-0.89,0.431304,0.812766,-305.05,0,1,12,2024,pdl_breakdown_continuation_short_h4_cool0,pdl_breakdown_continuation_short,4,0
484,-135.52,-0.28,-1.07,0.438017,0.93553,-320.31,0,1,12,2025,pdl_breakdown_continuation_short_h4_cool0,pdl_breakdown_continuation_short,4,0
287,-42.14,-0.146829,-1.3,0.473868,0.986414,-816.3,0,1,6,2026,pdl_breakdown_continuation_short_h4_cool0,pdl_breakdown_continuation_short,4,0
308,-155.57,-0.505097,-0.235,0.457792,0.713415,-168.9,0,1,8,2022,pdl_breakdown_continuation_short_h4_cool4,pdl_breakdown_continuation_short,4,4
385,-183.45,-0.476494,-0.58,0.402597,0.701085,-185.28,0,1,12,2023,pdl_breakdown_continuation_short_h4_cool4,pdl_breakdown_continuation_short,4,4
309,-59.4,-0.192233,-0.7,0.436893,0.912878,-129.9,0,1,12,2024,pdl_breakdown_continuation_short_h4_cool4,pdl_breakdown_continuation_short,4,4
265,-210.53,-0.794453,-1.05,0.449057,0.828524,-217.57,0,1,12,2025,pdl_breakdown_continuation_short_h4_cool4,pdl_breakdown_continuation_short,4,4
155,-120.09,-0.774774,-2.1,0.43871,0.926132,-416.11,0,1,6,2026,pdl_breakdown_continuation_short_h4_cool4,pdl_breakdown_continuation_short,4,4
308,-249.53,-0.810162,-0.415,0.454545,0.664263,-256.73,0,1,8,2022,pdl_breakdown_continuation_short_h8_cool0,pdl_breakdown_continuation_short,8,0
385,-157.28,-0.408519,-0.55,0.464935,0.808083,-202.31,0,1,12,2023,pdl_breakdown_continuation_short_h8_cool0,pdl_breakdown_continuation_short,8,0
309,-133.91,-0.433366,-0.92,0.449838,0.870076,-207.21,0,1,12,2024,pdl_breakdown_continuation_short_h8_cool0,pdl_breakdown_continuation_short,8,0
265,54.35,0.205094,-0.5,0.486792,1.036278,-297.22,1,1,12,2025,pdl_breakdown_continuation_short_h8_cool0,pdl_breakdown_continuation_short,8,0
155,275.85,1.779677,-2.65,0.432258,1.120383,-762.27,1,1,6,2026,pdl_breakdown_continuation_short_h8_cool0,pdl_breakdown_continuation_short,8,0
237,-120.86,-0.509958,-0.23,0.459916,0.778827,-127.25,0,1,8,2022,pdl_breakdown_continuation_short_h8_cool4,pdl_breakdown_continuation_short,8,4
306,-95.77,-0.312974,-0.55,0.457516,0.851143,-190.3,0,1,12,2023,pdl_breakdown_continuation_short_h8_cool4,pdl_breakdown_continuation_short,8,4
245,-104.62,-0.42702,-0.93,0.428571,0.867476,-173.28,0,1,12,2024,pdl_breakdown_continuation_short_h8_cool4,pdl_breakdown_continuation_short,8,4
211,75.55,0.358057,-1.53,0.450237,1.066789,-165.12,1,1,12,2025,pdl_breakdown_continuation_short_h8_cool4,pdl_breakdown_continuation_short,8,4
122,328.43,2.692049,-0.905,0.47541,1.180429,-474.1,1,1,6,2026,pdl_breakdown_continuation_short_h8_cool4,pdl_breakdown_continuation_short,8,4
191,-141.06,-0.738534,-0.26,0.481675,0.777816,-162.45,0,1,8,2022,pdl_breakdown_continuation_short_h16_cool0,pdl_breakdown_continuation_short,16,0
242,-61.9,-0.255785,0.19,0.512397,0.915097,-191.66,0,1,12,2023,pdl_breakdown_continuation_short_h16_cool0,pdl_breakdown_continuation_short,16,0
193,10.02,0.051917,-1.47,0.435233,1.012779,-160.31,1,1,12,2024,pdl_breakdown_continuation_short_h16_cool0,pdl_breakdown_continuation_short,16,0
171,81.69,0.477719,-1.87,0.438596,1.062324,-308.69,1,1,12,2025,pdl_breakdown_continuation_short_h16_cool0,pdl_breakdown_continuation_short,16,0
97,463.36,4.776907,-0.36,0.494845,1.281803,-537.98,1,1,6,2026,pdl_breakdown_continuation_short_h16_cool0,pdl_breakdown_continuation_short,16,0
139,-69.58,-0.500576,-0.26,0.482014,0.823114,-112.24,0,1,8,2022,pdl_breakdown_continuation_short_h16_cool4,pdl_breakdown_continuation_short,16,4
181,-91.62,-0.506188,-0.45,0.469613,0.825943,-121.87,0,1,12,2023,pdl_breakdown_continuation_short_h16_cool4,pdl_breakdown_continuation_short,16,4
146,31.88,0.218356,-1.555,0.40411,1.059842,-74.96,1,1,12,2024,pdl_breakdown_continuation_short_h16_cool4,pdl_breakdown_continuation_short,16,4
132,-64.18,-0.486212,-2.02,0.439394,0.93792,-278.98,0,1,12,2025,pdl_breakdown_continuation_short_h16_cool4,pdl_breakdown_continuation_short,16,4
69,430.95,6.245652,4.91,0.521739,1.405508,-390.08,1,1,6,2026,pdl_breakdown_continuation_short_h16_cool4,pdl_breakdown_continuation_short,16,4
127,-123.49,-0.972362,0.67,0.511811,0.789266,-163.84,0,1,8,2022,pdl_breakdown_continuation_short_h32_cool0,pdl_breakdown_continuation_short,32,0
167,-66.16,-0.396168,0.75,0.550898,0.907073,-229.9,0,1,12,2023,pdl_breakdown_continuation_short_h32_cool0,pdl_breakdown_continuation_short,32,0
135,14.81,0.109704,-1.81,0.414815,1.019997,-180.8,1,1,12,2024,pdl_breakdown_continuation_short_h32_cool0,pdl_breakdown_continuation_short,32,0
118,-79.32,-0.672203,-2.9,0.466102,0.935442,-202.13,0,1,12,2025,pdl_breakdown_continuation_short_h32_cool0,pdl_breakdown_continuation_short,32,0
66,685.63,10.388333,0.855,0.515152,1.450883,-475.94,1,1,6,2026,pdl_breakdown_continuation_short_h32_cool0,pdl_breakdown_continuation_short,32,0
120,15.25,0.127083,0.89,0.533333,1.034178,-74.52,1,1,8,2022,pdl_breakdown_continuation_short_h32_cool4,pdl_breakdown_continuation_short,32,4
159,-158.84,-0.998994,0.22,0.509434,0.760992,-249.91,0,1,12,2023,pdl_breakdown_continuation_short_h32_cool4,pdl_breakdown_continuation_short,32,4
130,-91.16,-0.701231,-2.285,0.415385,0.873484,-258.02,0,1,12,2024,pdl_breakdown_continuation_short_h32_cool4,pdl_breakdown_continuation_short,32,4
110,47.52,0.432,-5.05,0.445455,1.042816,-186.56,1,1,12,2025,pdl_breakdown_continuation_short_h32_cool4,pdl_breakdown_continuation_short,32,4
63,482.62,7.660635,-3.27,0.444444,1.374982,-356.25,1,1,6,2026,pdl_breakdown_continuation_short_h32_cool4,pdl_breakdown_continuation_short,32,4
447,-263.85,-0.590268,-0.8,0.420582,0.703692,-320.42,0,1,8,2022,asia_high_breakout_long_h4_cool0,asia_high_breakout_long,4,0
546,-238.87,-0.437491,-0.41,0.428571,0.783395,-260.23,0,1,12,2023,asia_high_breakout_long_h4_cool0,asia_high_breakout_long,4,0
780,-268.05,-0.343654,-0.41,0.45641,0.845578,-290.22,0,1,12,2024,asia_high_breakout_long_h4_cool0,asia_high_breakout_long,4,0
583,3.84,0.006587,-0.12,0.48542,1.002475,-145.44,1,1,12,2025,asia_high_breakout_long_h4_cool0,asia_high_breakout_long,4,0
58,244.5,4.215517,1.89,0.62069,2.427071,-44.3,1,1,5,2026,asia_high_breakout_long_h4_cool0,asia_high_breakout_long,4,0
265,-183.31,-0.691736,-1.04,0.403774,0.661477,-211.43,0,1,8,2022,asia_high_breakout_long_h4_cool4,asia_high_breakout_long,4,4
333,-222.44,-0.667988,-0.47,0.414414,0.677796,-222.44,0,1,12,2023,asia_high_breakout_long_h4_cool4,asia_high_breakout_long,4,4
456,-70.57,-0.154759,-0.005,0.5,0.928166,-129.29,0,1,12,2024,asia_high_breakout_long_h4_cool4,asia_high_breakout_long,4,4
338,27.31,0.080799,-0.16,0.47929,1.031067,-111.37,1,1,12,2025,asia_high_breakout_long_h4_cool4,asia_high_breakout_long,4,4
32,156.4,4.8875,3.705,0.71875,2.684075,-37.2,1,1,5,2026,asia_high_breakout_long_h4_cool4,asia_high_breakout_long,4,4
265,-225.37,-0.850453,-0.84,0.430189,0.691266,-278.77,0,1,8,2022,asia_high_breakout_long_h8_cool0,asia_high_breakout_long,8,0
333,-206.63,-0.620511,-1.13,0.39039,0.772266,-206.63,0,1,12,2023,asia_high_breakout_long_h8_cool0,asia_high_breakout_long,8,0
456,-197.96,-0.434123,-0.29,0.480263,0.85387,-215.21,0,1,12,2024,asia_high_breakout_long_h8_cool0,asia_high_breakout_long,8,0
338,161.11,0.476657,0.135,0.508876,1.143013,-140.52,1,1,12,2025,asia_high_breakout_long_h8_cool0,asia_high_breakout_long,8,0
32,228.97,7.155312,2.83,0.59375,3.02718,-40.9,1,1,5,2026,asia_high_breakout_long_h8_cool0,asia_high_breakout_long,8,0
202,-118.35,-0.585891,-0.515,0.435644,0.768965,-161.87,0,1,8,2022,asia_high_breakout_long_h8_cool4,asia_high_breakout_long,8,4
256,-130.21,-0.508633,-0.945,0.402344,0.807131,-164.21,0,1,12,2023,asia_high_breakout_long_h8_cool4,asia_high_breakout_long,8,4
351,-99.45,-0.283333,-0.26,0.481481,0.902398,-175.66,0,1,12,2024,asia_high_breakout_long_h8_cool4,asia_high_breakout_long,8,4
254,52.06,0.204961,-0.48,0.476378,1.054181,-139.55,1,1,12,2025,asia_high_breakout_long_h8_cool4,asia_high_breakout_long,8,4
25,214.76,8.5904,2.6,0.68,3.184518,-43.23,1,1,5,2026,asia_high_breakout_long_h8_cool4,asia_high_breakout_long,8,4
168,-130.04,-0.774048,-0.915,0.434524,0.773078,-180.21,0,1,8,2022,asia_high_breakout_long_h16_cool0,asia_high_breakout_long,16,0
221,-149.61,-0.676968,-0.53,0.466063,0.815576,-162.87,0,1,12,2023,asia_high_breakout_long_h16_cool0,asia_high_breakout_long,16,0
289,-42.73,-0.147855,0.24,0.508651,0.961869,-147.51,0,1,12,2024,asia_high_breakout_long_h16_cool0,asia_high_breakout_long,16,0
215,273.28,1.27107,1.01,0.525581,1.286139,-165.99,1,1,12,2025,asia_high_breakout_long_h16_cool0,asia_high_breakout_long,16,0
21,201.52,9.59619,8.68,0.619048,3.88752,-19.91,1,1,5,2026,asia_high_breakout_long_h16_cool0,asia_high_breakout_long,16,0
150,-85.32,-0.5688,-1.125,0.433333,0.837036,-185.59,0,1,8,2022,asia_high_breakout_long_h16_cool4,asia_high_breakout_long,16,4
192,-147.32,-0.767292,-0.59,0.463542,0.794004,-172.41,0,1,12,2023,asia_high_breakout_long_h16_cool4,asia_high_breakout_long,16,4
250,-31.05,-0.1242,-0.015,0.5,0.967701,-142.21,0,1,12,2024,asia_high_breakout_long_h16_cool4,asia_high_breakout_long,16,4
180,103.31,0.573944,0.565,0.511111,1.117911,-189.2,1,1,12,2025,asia_high_breakout_long_h16_cool4,asia_high_breakout_long,16,4
18,158.46,8.803333,6.76,0.666667,3.989247,-13.81,1,1,5,2026,asia_high_breakout_long_h16_cool4,asia_high_breakout_long,16,4
115,-29.29,-0.254696,-1.52,0.443478,0.941672,-188.36,0,1,8,2022,asia_high_breakout_long_h32_cool0,asia_high_breakout_long,32,0
153,-10.53,-0.068824,-0.71,0.45098,0.984801,-141.26,0,1,12,2023,asia_high_breakout_long_h32_cool0,asia_high_breakout_long,32,0
198,27.8,0.140404,0.575,0.520202,1.025182,-180.28,1,1,12,2024,asia_high_breakout_long_h32_cool0,asia_high_breakout_long,32,0
143,314.87,2.201888,2.57,0.566434,1.377085,-130.87,1,1,12,2025,asia_high_breakout_long_h32_cool0,asia_high_breakout_long,32,0
16,333.16,20.8225,24.635,0.625,3.871079,-50.03,1,1,5,2026,asia_high_breakout_long_h32_cool0,asia_high_breakout_long,32,0
109,-54.71,-0.501927,-1.13,0.458716,0.884804,-202.69,0,1,8,2022,asia_high_breakout_long_h32_cool4,asia_high_breakout_long,32,4
139,25.66,0.184604,-0.41,0.467626,1.042182,-113.54,1,1,12,2023,asia_high_breakout_long_h32_cool4,asia_high_breakout_long,32,4
176,26.0,0.147727,0.65,0.534091,1.026859,-170.54,1,1,12,2024,asia_high_breakout_long_h32_cool4,asia_high_breakout_long,32,4
127,127.75,1.005906,0.79,0.519685,1.152908,-166.94,1,1,12,2025,asia_high_breakout_long_h32_cool4,asia_high_breakout_long,32,4
13,280.9,21.607692,26.54,0.692308,5.480778,-23.73,1,1,5,2026,asia_high_breakout_long_h32_cool4,asia_high_breakout_long,32,4
404,-15.48,-0.038317,-0.245,0.465347,0.977547,-121.67,0,1,8,2022,asia_low_breakdown_short_h4_cool0,asia_low_breakdown_short,4,0
486,-201.47,-0.414547,-0.465,0.446502,0.791924,-221.08,0,1,12,2023,asia_low_breakdown_short_h4_cool0,asia_low_breakdown_short,4,0
519,-86.55,-0.166763,-0.67,0.460501,0.929394,-260.09,0,1,12,2024,asia_low_breakdown_short_h4_cool0,asia_low_breakdown_short,4,0
321,-206.44,-0.643115,-0.89,0.429907,0.810718,-273.17,0,1,12,2025,asia_low_breakdown_short_h4_cool0,asia_low_breakdown_short,4,0
53,203.4,3.837736,3.96,0.603774,1.654377,-152.73,1,1,5,2026,asia_low_breakdown_short_h4_cool0,asia_low_breakdown_short,4,0
234,-64.31,-0.274829,-0.355,0.448718,0.834321,-102.44,0,1,8,2022,asia_low_breakdown_short_h4_cool4,asia_low_breakdown_short,4,4
290,-106.1,-0.365862,-0.81,0.417241,0.8168,-132.57,0,1,12,2023,asia_low_breakdown_short_h4_cool4,asia_low_breakdown_short,4,4
301,-54.15,-0.1799,-0.6,0.468439,0.925969,-167.08,0,1,12,2024,asia_low_breakdown_short_h4_cool4,asia_low_breakdown_short,4,4
196,-213.81,-1.090867,-0.785,0.413265,0.685634,-224.22,0,1,12,2025,asia_low_breakdown_short_h4_cool4,asia_low_breakdown_short,4,4
32,20.29,0.634062,0.46,0.53125,1.081512,-143.21,1,1,5,2026,asia_low_breakdown_short_h4_cool4,asia_low_breakdown_short,4,4
234,11.96,0.051111,0.35,0.529915,1.022838,-98.25,1,1,8,2022,asia_low_breakdown_short_h8_cool0,asia_low_breakdown_short,8,0
290,-54.82,-0.189034,-0.335,0.444828,0.921274,-127.3,0,1,12,2023,asia_low_breakdown_short_h8_cool0,asia_low_breakdown_short,8,0
301,25.46,0.084585,-0.43,0.468439,1.027105,-200.67,1,1,12,2024,asia_low_breakdown_short_h8_cool0,asia_low_breakdown_short,8,0
196,-238.51,-1.216888,-1.51,0.423469,0.746368,-326.83,0,1,12,2025,asia_low_breakdown_short_h8_cool0,asia_low_breakdown_short,8,0
32,243.32,7.60375,4.025,0.59375,2.116762,-104.99,1,1,5,2026,asia_low_breakdown_short_h8_cool0,asia_low_breakdown_short,8,0
176,-12.52,-0.071136,0.26,0.528409,0.970094,-125.33,0,1,8,2022,asia_low_breakdown_short_h8_cool4,asia_low_breakdown_short,8,4
228,-105.85,-0.464254,-0.61,0.438596,0.817755,-115.65,0,1,12,2023,asia_low_breakdown_short_h8_cool4,asia_low_breakdown_short,8,4
233,41.07,0.176266,-0.42,0.463519,1.061236,-143.49,1,1,12,2024,asia_low_breakdown_short_h8_cool4,asia_low_breakdown_short,8,4
153,-97.84,-0.639477,-0.7,0.431373,0.847613,-168.64,0,1,12,2025,asia_low_breakdown_short_h8_cool4,asia_low_breakdown_short,8,4
22,253.18,11.508182,10.685,0.727273,3.238154,-67.32,1,1,5,2026,asia_low_breakdown_short_h8_cool4,asia_low_breakdown_short,8,4
147,48.18,0.327755,0.5,0.537415,1.105593,-103.42,1,1,8,2022,asia_low_breakdown_short_h16_cool0,asia_low_breakdown_short,16,0
191,-48.16,-0.252147,-1.37,0.413613,0.929024,-170.32,0,1,12,2023,asia_low_breakdown_short_h16_cool0,asia_low_breakdown_short,16,0
195,185.8,0.952821,0.15,0.512821,1.264157,-162.82,1,1,12,2024,asia_low_breakdown_short_h16_cool0,asia_low_breakdown_short,16,0
132,-161.82,-1.225909,-2.34,0.424242,0.808755,-312.84,0,1,12,2025,asia_low_breakdown_short_h16_cool0,asia_low_breakdown_short,16,0
19,197.7,10.405263,7.14,0.578947,2.237404,-118.83,1,1,5,2026,asia_low_breakdown_short_h16_cool0,asia_low_breakdown_short,16,0
132,23.08,0.174848,0.44,0.545455,1.05545,-111.21,1,1,8,2022,asia_low_breakdown_short_h16_cool4,asia_low_breakdown_short,16,4
176,-130.69,-0.742557,-1.41,0.397727,0.803913,-192.7,0,1,12,2023,asia_low_breakdown_short_h16_cool4,asia_low_breakdown_short,16,4
172,89.91,0.522733,0.27,0.517442,1.135918,-143.18,1,1,12,2024,asia_low_breakdown_short_h16_cool4,asia_low_breakdown_short,16,4
115,-115.81,-1.007043,-2.1,0.417391,0.842852,-242.81,0,1,12,2025,asia_low_breakdown_short_h16_cool4,asia_low_breakdown_short,16,4
15,163.97,10.931333,8.87,0.733333,2.153419,-141.69,1,1,5,2026,asia_low_breakdown_short_h16_cool4,asia_low_breakdown_short,16,4
95,112.75,1.186842,0.86,0.557895,1.272231,-64.89,1,1,8,2022,asia_low_breakdown_short_h32_cool0,asia_low_breakdown_short,32,0
132,-112.43,-0.851742,-1.19,0.416667,0.82772,-188.89,0,1,12,2023,asia_low_breakdown_short_h32_cool0,asia_low_breakdown_short,32,0
139,156.59,1.126547,-0.35,0.489209,1.23204,-190.84,1,1,12,2024,asia_low_breakdown_short_h32_cool0,asia_low_breakdown_short,32,0
97,-143.33,-1.477629,-2.26,0.463918,0.824458,-242.81,0,1,12,2025,asia_low_breakdown_short_h32_cool0,asia_low_breakdown_short,32,0
12,249.2,20.766667,12.48,0.583333,3.703406,-57.91,1,1,5,2026,asia_low_breakdown_short_h32_cool0,asia_low_breakdown_short,32,0
87,56.16,0.645517,0.86,0.551724,1.137049,-65.51,1,1,8,2022,asia_low_breakdown_short_h32_cool4,asia_low_breakdown_short,32,4
122,-102.19,-0.837623,-1.335,0.409836,0.832049,-187.31,0,1,12,2023,asia_low_breakdown_short_h32_cool4,asia_low_breakdown_short,32,4
128,210.14,1.641719,0.265,0.515625,1.355489,-166.4,1,1,12,2024,asia_low_breakdown_short_h32_cool4,asia_low_breakdown_short,32,4
87,-221.02,-2.54046,-1.97,0.448276,0.719333,-274.8,0,1,12,2025,asia_low_breakdown_short_h32_cool4,asia_low_breakdown_short,32,4
9,303.99,33.776667,18.28,0.777778,9.130249,-30.26,1,1,5,2026,asia_low_breakdown_short_h32_cool4,asia_low_breakdown_short,32,4
109,-43.0,-0.394495,-0.4,0.46789,0.818443,-47.41,0,1,8,2022,asia_low_fakeout_reclaim_long_h4_cool0,asia_low_fakeout_reclaim_long,4,0
167,-96.8,-0.579641,-0.76,0.407186,0.710708,-118.1,0,1,12,2023,asia_low_fakeout_reclaim_long_h4_cool0,asia_low_fakeout_reclaim_long,4,0
156,-117.83,-0.755321,-0.19,0.487179,0.708803,-151.6,0,1,12,2024,asia_low_fakeout_reclaim_long_h4_cool0,asia_low_fakeout_reclaim_long,4,0
191,40.1,0.209948,0.79,0.534031,1.054552,-122.96,1,1,12,2025,asia_low_fakeout_reclaim_long_h4_cool0,asia_low_fakeout_reclaim_long,4,0
91,-430.49,-4.730659,-1.95,0.43956,0.517966,-430.49,0,1,6,2026,asia_low_fakeout_reclaim_long_h4_cool0,asia_low_fakeout_reclaim_long,4,0
93,-28.59,-0.307419,-0.24,0.473118,0.849779,-52.3,0,1,8,2022,asia_low_fakeout_reclaim_long_h4_cool4,asia_low_fakeout_reclaim_long,4,4
149,-68.97,-0.462886,-0.65,0.422819,0.764052,-94.1,0,1,12,2023,asia_low_fakeout_reclaim_long_h4_cool4,asia_low_fakeout_reclaim_long,4,4
135,-42.02,-0.311259,-0.17,0.488889,0.866029,-93.89,0,1,12,2024,asia_low_fakeout_reclaim_long_h4_cool4,asia_low_fakeout_reclaim_long,4,4
164,155.83,0.950183,1.32,0.560976,1.270491,-89.43,1,1,12,2025,asia_low_fakeout_reclaim_long_h4_cool4,asia_low_fakeout_reclaim_long,4,4
68,-166.06,-2.442059,-1.145,0.455882,0.676258,-167.39,0,1,6,2026,asia_low_fakeout_reclaim_long_h4_cool4,asia_low_fakeout_reclaim_long,4,4
93,-32.92,-0.353978,-1.58,0.397849,0.867354,-70.34,0,1,8,2022,asia_low_fakeout_reclaim_long_h8_cool0,asia_low_fakeout_reclaim_long,8,0
149,-41.48,-0.278389,-0.49,0.456376,0.891819,-105.39,0,1,12,2023,asia_low_fakeout_reclaim_long_h8_cool0,asia_low_fakeout_reclaim_long,8,0
135,-52.27,-0.387185,0.08,0.503704,0.874042,-114.31,0,1,12,2024,asia_low_fakeout_reclaim_long_h8_cool0,asia_low_fakeout_reclaim_long,8,0
164,186.89,1.139573,-0.005,0.5,1.254705,-115.89,1,1,12,2025,asia_low_fakeout_reclaim_long_h8_cool0,asia_low_fakeout_reclaim_long,8,0
68,-269.14,-3.957941,-3.925,0.397059,0.648551,-298.6,0,1,6,2026,asia_low_fakeout_reclaim_long_h8_cool0,asia_low_fakeout_reclaim_long,8,0
86,-38.05,-0.442442,-1.585,0.395349,0.838312,-63.05,0,1,8,2022,asia_low_fakeout_reclaim_long_h8_cool4,asia_low_fakeout_reclaim_long,8,4
139,-47.66,-0.342878,-0.38,0.47482,0.870823,-117.63,0,1,12,2023,asia_low_fakeout_reclaim_long_h8_cool4,asia_low_fakeout_reclaim_long,8,4
