events,total,avg,median,wr,pf,dd,pos_years,years,months,year,variant,behavior,horizon_bars,cooldown_bars
45,68.83,1.529556,1.85,0.555556,1.37432,-93.4,1,1,11,2024,h4_up_sma_reclaim_long_h32_cool0,h4_up_sma_reclaim_long,32,0
46,58.19,1.265,-0.38,0.456522,1.181969,-122.8,1,1,12,2025,h4_up_sma_reclaim_long_h32_cool0,h4_up_sma_reclaim_long,32,0
16,-223.53,-13.970625,0.675,0.5625,0.608967,-481.34,0,1,6,2026,h4_up_sma_reclaim_long_h32_cool0,h4_up_sma_reclaim_long,32,0
24,-21.72,-0.905,-0.11,0.5,0.771537,-45.87,0,1,8,2022,h4_up_sma_reclaim_long_h32_cool4,h4_up_sma_reclaim_long,32,4
40,15.05,0.37625,0.445,0.5,1.086614,-116.84,1,1,12,2023,h4_up_sma_reclaim_long_h32_cool4,h4_up_sma_reclaim_long,32,4
45,68.83,1.529556,1.85,0.555556,1.37432,-93.4,1,1,11,2024,h4_up_sma_reclaim_long_h32_cool4,h4_up_sma_reclaim_long,32,4
46,58.19,1.265,-0.38,0.456522,1.181969,-122.8,1,1,12,2025,h4_up_sma_reclaim_long_h32_cool4,h4_up_sma_reclaim_long,32,4
16,-223.53,-13.970625,0.675,0.5625,0.608967,-481.34,0,1,6,2026,h4_up_sma_reclaim_long_h32_cool4,h4_up_sma_reclaim_long,32,4
48,-51.17,-1.066042,0.335,0.520833,0.527298,-57.95,0,1,7,2022,h4_down_sma_reject_short_h4_cool0,h4_down_sma_reject_short,4,0
82,-96.61,-1.178171,-1.065,0.402439,0.488484,-98.78,0,1,12,2023,h4_down_sma_reject_short_h4_cool0,h4_down_sma_reject_short,4,0
63,-2.59,-0.041111,0.48,0.507937,0.977878,-52.59,0,1,11,2024,h4_down_sma_reject_short_h4_cool0,h4_down_sma_reject_short,4,0
60,57.42,0.957,0.535,0.516667,1.345779,-37.49,1,1,12,2025,h4_down_sma_reject_short_h4_cool0,h4_down_sma_reject_short,4,0
24,10.61,0.442083,-2.385,0.458333,1.08291,-89.15,1,1,5,2026,h4_down_sma_reject_short_h4_cool0,h4_down_sma_reject_short,4,0
39,-29.24,-0.749744,0.85,0.615385,0.65877,-41.1,0,1,7,2022,h4_down_sma_reject_short_h4_cool4,h4_down_sma_reject_short,4,4
65,-88.5,-1.361538,-1.99,0.323077,0.459806,-104.3,0,1,12,2023,h4_down_sma_reject_short_h4_cool4,h4_down_sma_reject_short,4,4
48,-3.38,-0.070417,0.35,0.5,0.965003,-46.81,0,1,11,2024,h4_down_sma_reject_short_h4_cool4,h4_down_sma_reject_short,4,4
45,11.38,0.252889,1.24,0.555556,1.0771,-44.27,1,1,12,2025,h4_down_sma_reject_short_h4_cool4,h4_down_sma_reject_short,4,4
21,20.86,0.993333,1.25,0.52381,1.1772,-82.3,1,1,5,2026,h4_down_sma_reject_short_h4_cool4,h4_down_sma_reject_short,4,4
39,-46.87,-1.201795,-0.64,0.461538,0.593425,-59.32,0,1,7,2022,h4_down_sma_reject_short_h8_cool0,h4_down_sma_reject_short,8,0
65,-78.27,-1.204154,-0.84,0.430769,0.617056,-98.85,0,1,12,2023,h4_down_sma_reject_short_h8_cool0,h4_down_sma_reject_short,8,0
48,-3.53,-0.073542,-0.315,0.458333,0.971712,-59.61,0,1,11,2024,h4_down_sma_reject_short_h8_cool0,h4_down_sma_reject_short,8,0
45,69.32,1.540444,0.13,0.511111,1.465735,-33.31,1,1,12,2025,h4_down_sma_reject_short_h8_cool0,h4_down_sma_reject_short,8,0
21,-31.11,-1.481429,-5.73,0.380952,0.862825,-202.74,0,1,5,2026,h4_down_sma_reject_short_h8_cool0,h4_down_sma_reject_short,8,0
32,-34.61,-1.081562,-0.695,0.46875,0.630827,-50.59,0,1,7,2022,h4_down_sma_reject_short_h8_cool4,h4_down_sma_reject_short,8,4
55,-52.98,-0.963273,-0.84,0.418182,0.666876,-73.6,0,1,12,2023,h4_down_sma_reject_short_h8_cool4,h4_down_sma_reject_short,8,4
40,-2.01,-0.05025,-0.315,0.45,0.980174,-55.34,0,1,11,2024,h4_down_sma_reject_short_h8_cool4,h4_down_sma_reject_short,8,4
39,92.34,2.367692,-0.21,0.487179,1.838616,-27.19,1,1,12,2025,h4_down_sma_reject_short_h8_cool4,h4_down_sma_reject_short,8,4
19,-19.55,-1.028947,-5.6,0.368421,0.909061,-191.18,0,1,5,2026,h4_down_sma_reject_short_h8_cool4,h4_down_sma_reject_short,8,4
31,-13.78,-0.444516,1.15,0.612903,0.855449,-51.86,0,1,7,2022,h4_down_sma_reject_short_h16_cool0,h4_down_sma_reject_short,16,0
50,-109.62,-2.1924,-0.285,0.48,0.450802,-109.62,0,1,12,2023,h4_down_sma_reject_short_h16_cool0,h4_down_sma_reject_short,16,0
37,-5.19,-0.14027,-1.34,0.432432,0.960224,-82.8,0,1,11,2024,h4_down_sma_reject_short_h16_cool0,h4_down_sma_reject_short,16,0
38,139.61,3.673947,0.52,0.526316,1.809427,-31.84,1,1,12,2025,h4_down_sma_reject_short_h16_cool0,h4_down_sma_reject_short,16,0
19,-218.41,-11.495263,-8.45,0.421053,0.480669,-381.94,0,1,5,2026,h4_down_sma_reject_short_h16_cool0,h4_down_sma_reject_short,16,0
29,-10.37,-0.357586,1.15,0.62069,0.886281,-51.35,0,1,7,2022,h4_down_sma_reject_short_h16_cool4,h4_down_sma_reject_short,16,4
48,-99.94,-2.082083,-0.135,0.5,0.476672,-99.94,0,1,12,2023,h4_down_sma_reject_short_h16_cool4,h4_down_sma_reject_short,16,4
37,-8.23,-0.222432,-1.34,0.432432,0.938361,-82.8,0,1,11,2024,h4_down_sma_reject_short_h16_cool4,h4_down_sma_reject_short,16,4
35,92.53,2.643714,0.05,0.514286,1.546512,-31.41,1,1,12,2025,h4_down_sma_reject_short_h16_cool4,h4_down_sma_reject_short,16,4
18,-200.91,-11.161667,-6.605,0.444444,0.501538,-364.44,0,1,5,2026,h4_down_sma_reject_short_h16_cool4,h4_down_sma_reject_short,16,4
28,-11.87,-0.423929,0.645,0.535714,0.890133,-45.68,0,1,7,2022,h4_down_sma_reject_short_h32_cool0,h4_down_sma_reject_short,32,0
46,-112.91,-2.454565,-0.935,0.434783,0.469283,-118.39,0,1,12,2023,h4_down_sma_reject_short_h32_cool0,h4_down_sma_reject_short,32,0
33,-37.2,-1.127273,-0.05,0.484848,0.728546,-83.31,0,1,11,2024,h4_down_sma_reject_short_h32_cool0,h4_down_sma_reject_short,32,0
31,205.22,6.62,7.86,0.612903,2.299848,-56.98,1,1,12,2025,h4_down_sma_reject_short_h32_cool0,h4_down_sma_reject_short,32,0
16,-94.81,-5.925625,-3.885,0.3125,0.761238,-312.77,0,1,5,2026,h4_down_sma_reject_short_h32_cool0,h4_down_sma_reject_short,32,0
28,-11.87,-0.423929,0.645,0.535714,0.890133,-45.68,0,1,7,2022,h4_down_sma_reject_short_h32_cool4,h4_down_sma_reject_short,32,4
46,-112.91,-2.454565,-0.935,0.434783,0.469283,-118.39,0,1,12,2023,h4_down_sma_reject_short_h32_cool4,h4_down_sma_reject_short,32,4
33,-37.2,-1.127273,-0.05,0.484848,0.728546,-83.31,0,1,11,2024,h4_down_sma_reject_short_h32_cool4,h4_down_sma_reject_short,32,4
31,199.91,6.44871,7.86,0.612903,2.225014,-56.98,1,1,12,2025,h4_down_sma_reject_short_h32_cool4,h4_down_sma_reject_short,32,4
16,-94.81,-5.925625,-3.885,0.3125,0.761238,-312.77,0,1,5,2026,h4_down_sma_reject_short_h32_cool4,h4_down_sma_reject_short,32,4
