family,name,events,pf_x1,pf_x4,pf_x6,total_x4,median_x4,win_rate_x4,boot_pf_p05_x4,rank_score,decision
failed_asia_breakout_reversal_v1,fail_asia_br_b0.15_r0.1_e12_tp0.8_sl0.8,317,0.8442780991266946,0.3990780066223759,0.2461680568075384,-412.8272499999963,-0.5977500000000417,0.38485804416403785,0.31740014587144355,1.6783306953943236,STAGE26C_REJECT
failed_asia_breakout_reversal_v1,fail_asia_br_b0.15_r0.0_e12_tp0.8_sl0.8,330,0.8378321061698046,0.398122855111636,0.24686843873471173,-433.6739999999968,-0.6157499999999572,0.3787878787878788,0.3079031507232094,1.5947965963824071,STAGE26C_REJECT
failed_asia_breakout_reversal_v1,fail_asia_br_b0.15_r0.0_e13_tp0.8_sl0.8,311,0.8450257713289664,0.3911755395443732,0.23608485877673657,-401.96599999999967,-1.030000000000109,0.37942122186495175,0.2855350804100002,1.6409667649860025,STAGE26C_REJECT
failed_asia_breakout_reversal_v1,fail_asia_br_b0.15_r0.0_e11_tp0.8_sl0.8,334,0.6982948119610292,0.3494585572863589,0.2283216489888537,-536.57325,-2.582250000000067,0.3203592814371258,0.22547025338718915,1.3163283987295462,STAGE26C_REJECT
failed_asia_breakout_reversal_v1,fail_asia_br_b0.15_r0.1_e11_tp0.8_sl0.8,321,0.6833969221964301,0.342824519399276,0.22418150311945423,-527.3480000000002,-2.5980000000000927,0.3146417445482866,0.23110179202950773,1.3680698271287393,STAGE26C_REJECT
