variant,family,side,horizon_bars,horizon_minutes,cooldown_bars,params_json,decision,score,reasons,events,freq_per_month,total_x1,median_x1,wr_x1,pf_x1,dd_x1,total_x2,pf_x2,total_x4,pf_x4,test20_events,test20_total,test20_median,test20_pf,test30_events,test30_total,test30_pf,events_2026,total_2026,median_2026,pf_2026,pos_years,years,pos_quarters,quarters,boot_total_p05,boot_pf_p05,boot_prob_total_gt_0,boot_prob_pf_gt_1,consolidation_score,consolidation_decision,consolidation_reason
asia_high_breakout_long_close2_range4-35_new_york_only_h48_cool0,asia_high_breakout_refined,LONG,48,720,0,"{""asia_range_max"": 35.0, ""asia_range_min"": 4.0, ""close_above"": 2.0, ""session_set"": ""new_york_only""}",PROMOTE_FORWARD_SHADOW_DESIGN_CANDIDATE,14.757371,Refined variant passed strict robustness criteria.,436,9.083333,524.5,0.155,0.504587,1.20546,-197.54,371.9,1.141442,66.7,1.023918,88,278.72,1.445,1.389829,131,356.61,1.38468,10,301.73,25.825,999.0,4,5,10,17,41.651,1.015511,0.955,0.955,16.19903,SELECT_FORWARD_SHADOW_DESIGN_SHORTLIST,Best non-duplicate representative for this family.
pdl_sweep_reclaim_long_sweep2.5_reclaim2_london_new_york_h6_cool4,pdl_sweep_reclaim_refined,LONG,6,90,4,"{""reclaim_max"": 2.0, ""reclaim_min"": 0.0, ""session_set"": ""london_new_york"", ""sweep_min"": 2.5}",PROMOTE_FORWARD_SHADOW_DESIGN_CANDIDATE,24.827146,Refined variant passed strict robustness criteria.,103,2.288889,229.87,1.17,0.553398,1.856382,-53.28,193.82,1.680763,121.72,1.381603,21,239.68,10.25,9.760234,31,194.53,3.085889,14,148.6,8.43,26.445205,4,5,8,17,75.456,1.236296,0.995,0.995,21.919068,SELECT_FORWARD_SHADOW_DESIGN_SHORTLIST,Best non-duplicate representative for this family.
