variant,family,side,trend_dist,pullback,slope_min,sma50_dist,horizon_bars,horizon_minutes,cooldown_bars,signal_dt,entry_dt,exit_dt,entry_price,entry_price_source,exit_price,gross_ret,net_x1,net_x2,net_x4,mfe,mae,hour,ema20_m15,sma20_slope5,h1_close_minus_sma20,h1_close_minus_sma50
trend_pullback_short_td5_pb2_slope0_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,0.0,10.0,12,180,4,2026-04-21 12:00:00+00:00,2026-04-21 12:15:00+00:00,2026-04-21 15:15:00+00:00,4785.12,m15_exact_open,4789.59,-4.47,-4.82,-5.17,-5.87,9.53,12.55,12,4788.606508331933,-3.694499999999607,-21.16399999999976,-22.997599999999693
trend_pullback_short_td5_pb2_slope0_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,0.0,10.0,12,180,4,2026-04-21 16:15:00+00:00,2026-04-21 16:30:00+00:00,2026-04-21 19:30:00+00:00,4768.72,m15_exact_open,4720.74,47.98,47.63,47.28,46.58,48.73,25.49,16,4783.97537542244,-4.507999999999811,-21.73999999999978,-26.880799999999
trend_pullback_short_td5_pb2_slope0_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,0.0,10.0,12,180,4,2026-04-23 14:15:00+00:00,2026-04-23 14:30:00+00:00,2026-04-23 17:30:00+00:00,4697.52,m15_exact_open,4731.14,-33.62,-33.97,-34.32,-35.02,1.1,45.72,14,4701.760816654349,-10.659499999998843,-22.011000000000422,-39.11419999999998
trend_pullback_short_td5_pb2_slope0_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,0.0,10.0,12,180,4,2026-04-24 12:30:00+00:00,2026-04-24 12:45:00+00:00,2026-04-24 15:45:00+00:00,4681.97,m15_exact_open,4697.68,-15.71,-16.06,-16.41,-17.11,7.52,35.13,12,4684.8765415089365,-7.171999999999571,-6.106999999999971,-24.830399999999827
trend_pullback_short_td5_pb2_slope0_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,0.0,10.0,12,180,4,2026-04-28 16:00:00+00:00,2026-04-28 16:15:00+00:00,2026-04-28 19:15:00+00:00,4588.8,m15_exact_open,4582.64,6.16,5.81,5.46,4.76,31.68,3.61,16,4600.889766558747,-21.52049999999872,-62.86150000000089,-94.29179999999997
trend_pullback_short_td5_pb2_slope0_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,0.0,10.0,12,180,4,2026-04-29 12:30:00+00:00,2026-04-29 12:45:00+00:00,2026-04-29 15:45:00+00:00,4565.06,m15_exact_open,4556.49,8.57,8.22,7.87,7.17,13.81,11.32,12,4579.28876335097,-2.964499999999134,-18.639500000000226,-64.11959999999908
trend_pullback_short_td5_pb2_slope0_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,0.0,10.0,12,180,4,2026-05-01 14:30:00+00:00,2026-05-01 14:45:00+00:00,2026-05-01 17:45:00+00:00,4572.51,m15_exact_open,4632.73,-60.22,-60.57,-60.92,-61.62,-0.08,87.45,14,4577.2513174547,-13.806499999999687,-41.65549999999985,-20.76640000000043
trend_pullback_short_td5_pb2_slope0_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,0.0,10.0,12,180,4,2026-05-04 15:30:00+00:00,2026-05-04 15:45:00+00:00,2026-05-04 18:45:00+00:00,4569.25,m15_exact_open,4530.74,38.51,38.16,37.81,37.11,54.77,13.75,15,4569.775375475887,-14.152500000000146,-41.71799999999985,-48.92860000000019
trend_pullback_short_td5_pb2_slope0_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,0.0,10.0,12,180,4,2026-05-11 12:00:00+00:00,2026-05-11 12:15:00+00:00,2026-05-11 15:15:00+00:00,4666.54,m15_exact_open,4668.59,-2.05,-2.4,-2.75,-3.45,16.16,10.57,12,4672.834895301329,-14.160499999999956,-25.344500000000153,-42.34280000000035
trend_pullback_short_td5_pb2_slope0_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,0.0,10.0,12,180,4,2026-05-12 14:30:00+00:00,2026-05-12 14:45:00+00:00,2026-05-12 17:45:00+00:00,4700.92,m15_exact_open,4682.57,18.35,18.0,17.65,16.95,29.17,10.41,14,4701.11328369259,-0.2110000000011496,-33.061499999999796,-15.437600000000202
trend_pullback_short_td5_pb2_slope0_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,0.0,10.0,12,180,4,2026-05-15 14:30:00+00:00,2026-05-15 14:45:00+00:00,2026-05-15 17:45:00+00:00,4559.58,m15_exact_open,4552.84,6.74,6.39,6.04,5.34,48.0,2.74,14,4564.854447107643,-32.64899999999943,-54.03200000000015,-96.74319999999989
trend_pullback_short_td5_pb2_slope0_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,0.0,10.0,12,180,4,2026-05-19 15:00:00+00:00,2026-05-19 15:15:00+00:00,2026-05-19 18:15:00+00:00,4528.48,m15_exact_open,4499.83,28.65,28.3,27.95,27.25,63.64,18.37,15,4540.340985431589,-3.979000000000269,-24.511999999999716,-18.823999999999614
trend_pullback_short_td5_pb2_slope0_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,0.0,10.0,12,180,4,2026-05-26 14:30:00+00:00,2026-05-26 14:45:00+00:00,2026-05-26 17:45:00+00:00,4519.7,m15_exact_open,4521.91,-2.21,-2.56,-2.91,-3.61,19.28,11.56,14,4528.574939713122,-9.16400000000067,-14.542499999999563,-12.22320000000036
trend_pullback_short_td5_pb2_slope0_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,0.0,10.0,12,180,4,2026-05-27 12:15:00+00:00,2026-05-27 12:30:00+00:00,2026-05-27 15:30:00+00:00,4493.05,m15_exact_open,4458.62,34.43,34.08,33.73,33.03,68.15,-0.03,12,4493.34062386889,-7.107999999999265,-9.142000000000735,-36.362600000000384
trend_pullback_short_td5_pb2_slope0_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,0.0,10.0,12,180,4,2026-05-28 12:00:00+00:00,2026-05-28 12:15:00+00:00,2026-05-28 15:15:00+00:00,4387.81,m15_exact_open,4391.08,-3.27,-3.62,-3.97,-4.67,12.32,16.01,12,4389.85425854702,-18.398999999999432,-35.31800000000021,-82.42119999999977
trend_pullback_short_td5_pb2_slope0_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,0.0,10.0,12,180,4,2026-06-01 13:30:00+00:00,2026-06-01 13:45:00+00:00,2026-06-01 16:45:00+00:00,4503.48,m15_exact_open,4467.82,35.66,35.31,34.96,34.26,44.61,9.23,13,4503.895086865234,-9.017000000000735,-32.43149999999969,-10.385800000000017
trend_pullback_short_td5_pb2_slope0_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,0.0,10.0,12,180,4,2026-06-03 12:15:00+00:00,2026-06-03 12:30:00+00:00,2026-06-03 15:30:00+00:00,4448.98,m15_exact_open,4454.87,-5.89,-6.24,-6.59,-7.29,10.19,18.88,12,4460.307973433716,-17.310999999998785,-36.0,-47.09439999999995
trend_pullback_short_td5_pb2_slope0_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,0.0,10.0,12,180,4,2026-06-03 16:30:00+00:00,2026-06-03 16:45:00+00:00,2026-06-03 19:45:00+00:00,4452.44,m15_exact_open,4438.4,14.04,13.69,13.34,12.64,23.43,6.89,16,4457.902782381741,-12.649999999998727,-13.168000000000575,-29.66439999999966
trend_pullback_short_td5_pb2_slope0_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,0.0,10.0,12,180,4,2026-06-08 12:45:00+00:00,2026-06-08 13:00:00+00:00,2026-06-08 16:00:00+00:00,4297.09,m15_exact_open,4329.77,-32.68,-33.03,-33.38,-34.08,11.05,42.0,12,4297.965863730615,-33.70250000000033,-31.89350000000013,-114.94460000000072
trend_pullback_short_td5_pb2_slope0_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,0.0,10.0,12,180,4,2026-06-10 14:00:00+00:00,2026-06-10 14:15:00+00:00,2026-06-10 17:15:00+00:00,4173.93,m15_exact_open,4168.52,5.41,5.06,4.71,4.01,42.63,12.0,14,4177.019936549266,-39.60749999999916,-45.022500000000036,-110.69979999999941
trend_pullback_short_td5_pb2_slope0_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,0.0,10.0,12,180,4,2026-06-11 12:00:00+00:00,2026-06-11 12:15:00+00:00,2026-06-11 15:15:00+00:00,4084.05,m15_exact_open,4086.08,-2.03,-2.38,-2.73,-3.43,6.67,12.18,12,4091.819300628877,-19.149999999999636,-13.527999999999793,-105.7813999999994
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-05-09 15:00:00+00:00,2022-05-09 15:15:00+00:00,2022-05-09 18:15:00+00:00,1860.72,m15_exact_open,1860.51,0.21,-0.14,-0.49,-1.19,3.02,10.59,15,1863.7846992297889,-4.612999999999829,-14.111000000000104,-17.455000000000155
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-05-16 12:45:00+00:00,2022-05-16 13:00:00+00:00,2022-05-16 16:00:00+00:00,1801.78,m15_exact_open,1807.67,-5.89,-6.24,-6.59,-7.29,3.84,8.48,12,1803.3320656446017,-3.4909999999999854,-10.333000000000084,-21.730400000000145
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-06-01 12:00:00+00:00,2022-06-01 12:15:00+00:00,2022-06-01 15:15:00+00:00,1828.73,m15_exact_open,1833.17,-4.44,-4.79,-5.14,-5.84,0.45,4.84,12,1833.471011601597,-4.474999999999909,-8.694999999999936,-18.409400000000005
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-06-14 15:00:00+00:00,2022-06-14 15:15:00+00:00,2022-06-14 18:15:00+00:00,1817.39,m15_exact_open,1814.18,3.21,2.86,2.51,1.81,5.0,5.17,15,1823.479684461195,-3.4549999999999272,-6.988499999999931,-26.68860000000018
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-06-22 12:00:00+00:00,2022-06-22 12:15:00+00:00,2022-06-22 15:15:00+00:00,1824.3,m15_exact_open,1836.46,-12.16,-12.51,-12.86,-13.56,-1.16,18.37,12,1825.804640189419,-2.2825000000000273,-6.0434999999999945,-10.536800000000085
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-07-01 12:00:00+00:00,2022-07-01 12:15:00+00:00,2022-07-01 15:15:00+00:00,1794.46,m15_exact_open,1786.98,7.48,7.13,6.78,6.08,9.51,2.39,12,1797.15089485087,-4.022500000000036,-10.293999999999869,-18.00720000000001
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-07-01 16:00:00+00:00,2022-07-01 16:15:00+00:00,2022-07-01 19:15:00+00:00,1789.43,m15_exact_open,1803.74,-14.31,-14.66,-15.01,-15.71,-1.61,19.14,16,1791.1914634596546,-5.5479999999997744,-11.362500000000182,-21.012400000000298
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-07-14 14:30:00+00:00,2022-07-14 14:45:00+00:00,2022-07-14 17:45:00+00:00,1715.22,m15_exact_open,1706.93,8.29,7.94,7.59,6.89,17.81,0.09,14,1716.8859391346598,-2.752499999999827,-17.664999999999964,-17.701399999999694
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-07-21 13:00:00+00:00,2022-07-21 13:15:00+00:00,2022-07-21 16:15:00+00:00,1683.84,m15_exact_open,1703.04,-19.2,-19.55,-19.9,-20.6,3.1,26.22,13,1687.9772017142102,-5.315499999999929,-10.913999999999987,-20.573599999999942
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-08-15 15:45:00+00:00,2022-08-15 16:00:00+00:00,2022-08-15 19:00:00+00:00,1779.58,m15_exact_open,1779.9,-0.32,-0.67,-1.02,-1.72,3.99,2.96,15,1780.548102108802,-2.9890000000000327,-18.614500000000135,-16.810600000000022
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-08-19 14:00:00+00:00,2022-08-19 14:15:00+00:00,2022-08-19 17:15:00+00:00,1750.77,m15_exact_open,1750.76,0.01,-0.34,-0.69,-1.39,1.06,7.18,14,1752.7183306565908,-3.4619999999997617,-5.180000000000064,-11.024799999999686
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-08-22 13:00:00+00:00,2022-08-22 13:15:00+00:00,2022-08-22 16:15:00+00:00,1737.19,m15_exact_open,1734.25,2.94,2.59,2.24,1.54,9.58,-0.74,13,1737.973520406284,-3.4895000000001346,-7.6574999999998,-15.711799999999812
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-08-29 12:00:00+00:00,2022-08-29 12:15:00+00:00,2022-08-29 15:15:00+00:00,1722.23,m15_exact_open,1727.33,-5.1,-5.45,-5.8,-6.5,0.81,7.32,12,1723.1084657471388,-6.376500000000306,-9.735499999999774,-23.95399999999995
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-08-31 14:30:00+00:00,2022-08-31 14:45:00+00:00,2022-08-31 17:45:00+00:00,1715.07,m15_exact_open,1720.87,-5.8,-6.15,-6.5,-7.2,5.44,8.21,14,1715.081042459675,-3.7345000000000255,-10.962999999999965,-18.7804000000001
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-09-01 14:00:00+00:00,2022-09-01 14:15:00+00:00,2022-09-01 17:15:00+00:00,1701.88,m15_exact_open,1692.82,9.06,8.71,8.36,7.66,9.26,2.01,14,1703.8318080376005,-2.6770000000001346,-5.8259999999997945,-14.833999999999833
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-09-15 12:00:00+00:00,2022-09-15 12:15:00+00:00,2022-09-15 15:15:00+00:00,1686.27,m15_exact_open,1686.18,0.09,-0.26,-0.61,-1.31,2.32,4.81,12,1688.701743189226,-4.054000000000087,-8.975500000000011,-15.885400000000118
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-09-15 16:00:00+00:00,2022-09-15 16:15:00+00:00,2022-09-15 19:15:00+00:00,1686.56,m15_exact_open,1660.61,25.95,25.6,25.25,24.55,26.38,4.14,16,1687.1710370891728,-4.204499999999825,-5.472500000000082,-12.516200000000026
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-09-23 16:30:00+00:00,2022-09-23 16:45:00+00:00,2022-09-23 19:45:00+00:00,1652.34,m15_exact_open,1645.96,6.38,6.03,5.68,4.98,10.95,-3.46,16,1653.0279102123457,-5.552000000000135,-17.958499999999958,-19.097800000000007
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-09-28 12:00:00+00:00,2022-09-28 12:15:00+00:00,2022-09-28 15:15:00+00:00,1619.68,m15_exact_open,1629.86,-10.18,-10.53,-10.88,-11.58,3.96,11.74,12,1621.572199275862,-3.4149999999999636,-7.601999999999862,-12.119599999999764
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-10-10 12:15:00+00:00,2022-10-10 12:30:00+00:00,2022-10-10 15:30:00+00:00,1683.84,m15_exact_open,1676.85,6.99,6.64,6.29,5.59,9.9,-2.4,12,1685.0483769741,-5.903499999999667,-13.257000000000062,-24.206800000000158
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-10-10 16:15:00+00:00,2022-10-10 16:30:00+00:00,2022-10-10 19:30:00+00:00,1675.16,m15_exact_open,1667.43,7.73,7.38,7.03,6.33,9.67,3.22,16,1679.0568529267005,-5.3449999999998,-11.143000000000029,-23.394799999999805
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-10-19 12:00:00+00:00,2022-10-19 12:15:00+00:00,2022-10-19 15:15:00+00:00,1640.79,m15_exact_open,1634.41,6.38,6.03,5.68,4.98,9.14,1.22,12,1643.5242546681015,-2.223500000000058,-8.491500000000087,-11.727999999999838
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-10-19 16:00:00+00:00,2022-10-19 16:15:00+00:00,2022-10-19 19:15:00+00:00,1635.0,m15_exact_open,1628.93,6.07,5.72,5.37,4.67,6.36,2.52,16,1636.6317083760323,-3.752500000000282,-11.230499999999893,-15.865600000000313
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-10-28 14:30:00+00:00,2022-10-28 14:45:00+00:00,2022-10-28 17:45:00+00:00,1650.75,m15_exact_open,1642.29,8.46,8.11,7.76,7.06,10.8,2.03,14,1651.378019305786,-2.214499999999589,-10.6550000000002,-13.86200000000008
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-11-03 14:30:00+00:00,2022-11-03 14:45:00+00:00,2022-11-03 17:45:00+00:00,1620.48,m15_exact_open,1627.47,-6.99,-7.34,-7.69,-8.39,3.44,10.82,14,1623.4668399462955,-6.94849999999974,-15.150000000000091,-24.072400000000016
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-11-17 13:15:00+00:00,2022-11-17 13:30:00+00:00,2022-11-17 16:30:00+00:00,1761.69,m15_exact_open,1759.62,2.07,1.72,1.37,0.67,7.4,5.73,13,1765.0921673323678,-3.489999999999327,-7.603000000000293,-11.679599999999937
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-11-21 12:15:00+00:00,2022-11-21 12:30:00+00:00,2022-11-21 15:30:00+00:00,1741.17,m15_exact_open,1745.62,-4.45,-4.8,-5.15,-5.85,2.19,5.58,12,1742.2681187643166,-4.062999999999647,-9.477500000000191,-17.51740000000018
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2022-12-15 13:30:00+00:00,2022-12-15 13:45:00+00:00,2022-12-15 16:45:00+00:00,1779.07,m15_exact_open,1784.44,-5.37,-5.72,-6.07,-6.77,5.4,6.86,13,1781.8534185481176,-6.163000000000011,-19.894000000000005,-25.3134
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2023-02-15 12:15:00+00:00,2023-02-15 12:30:00+00:00,2023-02-15 15:30:00+00:00,1837.16,m15_exact_open,1834.68,2.48,2.13,1.78,1.08,5.42,-0.18,12,1839.2090370269839,-5.691000000000031,-14.525999999999613,-19.386999999999944
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2023-02-15 16:15:00+00:00,2023-02-15 16:30:00+00:00,2023-02-15 19:30:00+00:00,1835.13,m15_exact_open,1833.23,1.9,1.55,1.2,0.5,4.67,3.47,16,1836.1375593360074,-4.871499999999742,-10.326500000000124,-16.654999999999973
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2023-02-17 13:00:00+00:00,2023-02-17 13:15:00+00:00,2023-02-17 16:15:00+00:00,1822.94,m15_exact_open,1827.81,-4.87,-5.22,-5.57,-6.27,0.35,7.28,13,1823.838029534959,-2.9794999999999163,-8.554999999999836,-11.562799999999925
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2023-03-27 12:00:00+00:00,2023-03-27 12:15:00+00:00,2023-03-27 15:15:00+00:00,1967.8,m15_exact_open,1951.57,16.23,15.88,15.53,14.83,19.64,0.1,12,1970.7842454708336,-5.9809999999999945,-8.084499999999935,-16.166600000000017
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2023-04-10 16:00:00+00:00,2023-04-10 16:15:00+00:00,2023-04-10 19:15:00+00:00,1989.46,m15_exact_open,1988.03,1.43,1.08,0.73,0.03,7.86,4.8,16,1998.470704238586,-3.17450000000008,-8.976000000000113,-19.71659999999997
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2023-04-19 15:30:00+00:00,2023-04-19 15:45:00+00:00,2023-04-19 18:45:00+00:00,1977.9,m15_exact_open,1990.34,-12.44,-12.79,-13.14,-13.84,0.3,18.02,15,1978.0590469213612,-6.588000000000193,-26.81749999999988,-27.855000000000018
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2023-05-12 12:00:00+00:00,2023-05-12 12:15:00+00:00,2023-05-12 15:15:00+00:00,2006.63,m15_exact_open,2004.75,1.88,1.53,1.18,0.48,5.83,0.99,12,2009.5643917353195,-5.345000000000027,-6.458000000000311,-17.174800000000232
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2023-05-17 12:00:00+00:00,2023-05-17 12:15:00+00:00,2023-05-17 15:15:00+00:00,1985.81,m15_exact_open,1986.33,-0.52,-0.87,-1.22,-1.92,2.18,3.02,12,1988.6415912366137,-5.078000000000202,-5.5405000000000655,-19.26299999999992
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2023-05-18 12:00:00+00:00,2023-05-18 12:15:00+00:00,2023-05-18 15:15:00+00:00,1975.8,m15_exact_open,1973.19,2.61,2.26,1.91,1.21,2.75,3.02,12,1977.6068830630763,-2.3739999999997963,-5.0620000000001255,-13.078000000000202
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2023-05-23 12:00:00+00:00,2023-05-23 12:15:00+00:00,2023-05-23 15:15:00+00:00,1959.9,m15_exact_open,1960.58,-0.68,-1.03,-1.38,-2.08,5.5,1.58,12,1960.4009281763038,-4.199999999999818,-7.7150000000001455,-11.777199999999539
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2023-06-05 12:00:00+00:00,2023-06-05 12:15:00+00:00,2023-06-05 15:15:00+00:00,1941.96,m15_exact_open,1941.38,0.58,0.23,-0.12,-0.82,3.69,3.87,12,1942.947702226856,-7.901499999999942,-6.537000000000035,-22.45840000000021
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2023-06-15 12:00:00+00:00,2023-06-15 12:15:00+00:00,2023-06-15 15:15:00+00:00,1931.55,m15_exact_open,1929.17,2.38,2.03,1.68,0.98,4.53,5.13,12,1933.6743443732162,-4.252499999999827,-10.85850000000005,-15.531799999999976
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2023-06-28 13:15:00+00:00,2023-06-28 13:30:00+00:00,2023-06-28 16:30:00+00:00,1908.59,m15_exact_open,1909.43,-0.84,-1.19,-1.54,-2.24,4.24,0.97,13,1910.779741919784,-2.991000000000213,-5.7974999999999,-12.957000000000107
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2023-07-21 13:00:00+00:00,2023-07-21 13:15:00+00:00,2023-07-21 16:15:00+00:00,1964.11,m15_exact_open,1960.21,3.9,3.55,3.2,2.5,4.01,3.98,13,1966.0333943758685,-3.1634999999998854,-5.063499999999749,-10.691400000000158
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2023-09-12 16:45:00+00:00,2023-09-12 17:00:00+00:00,2023-09-12 20:00:00+00:00,1908.83,m15_exact_open,1912.42,-3.59,-3.94,-4.29,-4.99,0.5,6.14,16,1913.2591955183116,-2.333499999999958,-11.542500000000018,-13.312999999999874
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2023-09-21 16:45:00+00:00,2023-09-21 17:00:00+00:00,2023-09-21 20:00:00+00:00,1918.47,m15_exact_open,1919.58,-1.11,-1.46,-1.81,-2.51,3.22,5.25,16,1920.3414992557546,-4.804499999999734,-10.763000000000147,-13.80379999999991
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2023-09-27 14:00:00+00:00,2023-09-27 14:15:00+00:00,2023-09-27 17:15:00+00:00,1893.41,m15_exact_open,1885.59,7.82,7.47,7.12,6.42,9.07,0.6,14,1895.889530142753,-3.294499999999971,-5.774999999999864,-15.539999999999964
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2023-10-02 12:00:00+00:00,2023-10-02 12:15:00+00:00,2023-10-02 15:15:00+00:00,1839.41,m15_exact_open,1836.44,2.97,2.62,2.27,1.57,8.49,-1.38,12,1842.34669454093,-7.674500000000307,-7.132000000000062,-20.394000000000005
trend_pullback_short_td5_pb2_slope2_sma5010_ny_h12,trend_pullback_short_refined,SHORT,5.0,2.0,2.0,10.0,12,180,4,2023-10-02 16:00:00+00:00,2023-10-02 16:15:00+00:00,2023-10-02 19:15:00+00:00,1836.0,m15_exact_open,1831.07,4.93,4.58,4.23,3.53,9.02,2.16,16,1836.8273657577515,-5.367500000000291,-6.6974999999997635,-20.543600000000197
