variant,family,side,trend_dist,pullback,slope_min,sma50_dist,horizon_bars,horizon_minutes,cooldown_bars,signal_dt,entry_dt,exit_dt,entry_price,entry_price_source,exit_price,gross_ret,net_x1,net_x2,net_x4,mfe,mae,hour,ema20_m15,sma20_slope5,h1_close_minus_sma20,h1_close_minus_sma50
trend_pullback_short_td5_pb0_slope0_sma500_ny_h8,trend_pullback_short_refined,SHORT,5.0,0.0,0.0,0.0,8,120,4,2022-09-15 12:30:00+00:00,2022-09-15 12:45:00+00:00,2022-09-15 14:45:00+00:00,1688.47,m15_exact_open,1686.85,1.62,1.27,0.92,0.22,4.52,2.61,12,1688.5075947648768,-4.054000000000087,-8.975500000000011,-15.885400000000118
trend_pullback_short_td5_pb0_slope0_sma500_ny_h8,trend_pullback_short_refined,SHORT,5.0,0.0,0.0,0.0,8,120,4,2022-09-15 16:00:00+00:00,2022-09-15 16:15:00+00:00,2022-09-15 18:15:00+00:00,1686.56,m15_exact_open,1667.19,19.37,19.02,18.67,17.97,23.15,4.14,16,1687.1710370891728,-4.204499999999825,-5.472500000000082,-12.516200000000026
trend_pullback_short_td5_pb0_slope0_sma500_ny_h8,trend_pullback_short_refined,SHORT,5.0,0.0,0.0,0.0,8,120,4,2022-09-19 14:15:00+00:00,2022-09-19 14:30:00+00:00,2022-09-19 16:30:00+00:00,1664.3,m15_exact_open,1663.86,0.44,0.09,-0.26,-0.96,3.3,3.11,14,1664.522628628344,-0.7559999999998581,-5.366999999999962,-3.308799999999792
trend_pullback_short_td5_pb0_slope0_sma500_ny_h8,trend_pullback_short_refined,SHORT,5.0,0.0,0.0,0.0,8,120,4,2022-09-23 16:30:00+00:00,2022-09-23 16:45:00+00:00,2022-09-23 18:45:00+00:00,1652.34,m15_exact_open,1647.89,4.45,4.1,3.75,3.05,10.95,-3.46,16,1653.0279102123457,-5.552000000000135,-17.958499999999958,-19.097800000000007
trend_pullback_short_td5_pb0_slope0_sma500_ny_h8,trend_pullback_short_refined,SHORT,5.0,0.0,0.0,0.0,8,120,4,2022-10-05 15:45:00+00:00,2022-10-05 16:00:00+00:00,2022-10-05 18:00:00+00:00,1709.4,m15_exact_open,1707.88,1.52,1.17,0.82,0.12,9.1,4.13,15,1710.7154450406556,-1.024499999999989,-13.657500000000027,-0.5489999999999782
trend_pullback_short_td5_pb0_slope0_sma500_ny_h8,trend_pullback_short_refined,SHORT,5.0,0.0,0.0,0.0,8,120,4,2022-10-14 15:00:00+00:00,2022-10-14 15:15:00+00:00,2022-10-14 17:15:00+00:00,1654.96,m15_exact_open,1650.49,4.47,4.12,3.77,3.07,9.91,8.82,15,1658.7736284153907,-0.158500000000231,-9.375499999999874,-12.415999999999713
trend_pullback_short_td5_pb0_slope0_sma500_ny_h8,trend_pullback_short_refined,SHORT,5.0,0.0,0.0,0.0,8,120,4,2022-10-19 16:30:00+00:00,2022-10-19 16:45:00+00:00,2022-10-19 18:45:00+00:00,1633.96,m15_exact_open,1631.4,2.56,2.21,1.86,1.16,3.33,3.56,16,1636.2072714824214,-3.752500000000282,-11.230499999999893,-15.865600000000313
trend_pullback_short_td5_pb0_slope0_sma500_ny_h8,trend_pullback_short_refined,SHORT,5.0,0.0,0.0,0.0,8,120,4,2022-10-21 12:15:00+00:00,2022-10-21 12:30:00+00:00,2022-10-21 14:30:00+00:00,1622.01,m15_exact_open,1626.56,-4.55,-4.9,-5.25,-5.95,-0.79,5.88,12,1622.0988590542725,-3.2489999999997963,-6.744000000000142,-9.158400000000029
trend_pullback_short_td5_pb0_slope0_sma500_ny_h8,trend_pullback_short_refined,SHORT,5.0,0.0,0.0,0.0,8,120,4,2022-10-25 14:30:00+00:00,2022-10-25 14:45:00+00:00,2022-10-25 16:45:00+00:00,1642.4,m15_exact_open,1657.8,-15.4,-15.75,-16.1,-16.8,3.54,16.27,14,1643.3440816865236,-1.1340000000000146,-7.698000000000093,-8.352999999999838
trend_pullback_short_td5_pb0_slope0_sma500_ny_h8,trend_pullback_short_refined,SHORT,5.0,0.0,0.0,0.0,8,120,4,2022-10-28 14:45:00+00:00,2022-10-28 15:00:00+00:00,2022-10-28 17:00:00+00:00,1650.95,m15_exact_open,1648.42,2.53,2.18,1.83,1.13,11.0,1.83,14,1651.335350800473,-2.214499999999589,-10.6550000000002,-13.86200000000008
trend_pullback_short_td5_pb0_slope0_sma500_ny_h8,trend_pullback_short_refined,SHORT,5.0,0.0,0.0,0.0,8,120,4,2022-11-03 14:30:00+00:00,2022-11-03 14:45:00+00:00,2022-11-03 16:45:00+00:00,1620.48,m15_exact_open,1625.52,-5.04,-5.39,-5.74,-6.44,3.44,6.19,14,1623.4668399462955,-6.94849999999974,-15.150000000000091,-24.072400000000016
trend_pullback_short_td5_pb0_slope0_sma500_ny_h8,trend_pullback_short_refined,SHORT,5.0,0.0,0.0,0.0,8,120,4,2022-11-17 15:45:00+00:00,2022-11-17 16:00:00+00:00,2022-11-17 18:00:00+00:00,1759.71,m15_exact_open,1760.03,-0.32,-0.67,-1.02,-1.72,5.42,2.96,15,1763.5942492597828,-3.2674999999994725,-6.957500000000209,-11.822199999999839
trend_pullback_short_td5_pb0_slope0_sma500_ny_h8,trend_pullback_short_refined,SHORT,5.0,0.0,0.0,0.0,8,120,4,2022-11-21 13:00:00+00:00,2022-11-21 13:15:00+00:00,2022-11-21 15:15:00+00:00,1741.2,m15_exact_open,1742.54,-1.34,-1.69,-2.04,-2.74,2.22,1.46,13,1741.79080516191,-3.894999999999982,-6.0125000000000455,-14.329799999999977
trend_pullback_short_td5_pb0_slope0_sma500_ny_h8,trend_pullback_short_refined,SHORT,5.0,0.0,0.0,0.0,8,120,4,2022-12-15 16:00:00+00:00,2022-12-15 16:15:00+00:00,2022-12-15 18:15:00+00:00,1775.66,m15_exact_open,1777.04,-1.38,-1.73,-2.08,-2.78,1.72,10.27,16,1779.3563061608588,-8.062500000000227,-17.32699999999977,-27.154399999999896
trend_pullback_short_td5_pb0_slope0_sma500_ny_h8,trend_pullback_short_refined,SHORT,5.0,0.0,0.0,0.0,8,120,4,2022-12-28 16:00:00+00:00,2022-12-28 16:15:00+00:00,2022-12-28 18:15:00+00:00,1803.42,m15_exact_open,1797.76,5.66,5.31,4.96,4.26,6.58,5.91,16,1804.8972876671028,-2.945499999999811,-5.605499999999893,-2.851199999999835
trend_pullback_short_td5_pb0_slope0_sma500_ny_h8,trend_pullback_short_refined,SHORT,5.0,0.0,0.0,0.0,8,120,4,2023-01-05 14:30:00+00:00,2023-01-05 14:45:00+00:00,2023-01-05 16:45:00+00:00,1847.46,m15_exact_open,1837.03,10.43,10.08,9.73,9.03,16.21,0.76,14,1848.5869077487082,-2.2385000000001583,-6.666999999999689,-2.336999999999989
trend_pullback_short_td5_pb0_slope0_sma500_ny_h8,trend_pullback_short_refined,SHORT,5.0,0.0,0.0,0.0,8,120,4,2023-01-25 15:15:00+00:00,2023-01-25 15:30:00+00:00,2023-01-25 17:30:00+00:00,1924.06,m15_exact_open,1931.09,-7.03,-7.38,-7.73,-8.43,4.38,14.4,15,1926.316599898674,-1.069999999999709,-5.75200000000018,-4.8270000000002256
trend_pullback_short_td5_pb0_slope0_sma500_ny_h8,trend_pullback_short_refined,SHORT,5.0,0.0,0.0,0.0,8,120,4,2023-01-30 14:45:00+00:00,2023-01-30 15:00:00+00:00,2023-01-30 17:00:00+00:00,1925.56,m15_exact_open,1924.2,1.36,1.01,0.66,-0.04,1.45,4.68,14,1925.7887750226432,-0.6580000000001291,-5.400499999999965,-5.660599999999931
