timestamp,open,high,low,close
2022-05-04T11:00:00Z,1870.65,1871.91,1869.78,1870.65
2022-05-04T11:15:00Z,1870.65,1871.0,1868.48,1869.16
2022-05-04T11:30:00Z,1869.17,1870.8,1868.01,1869.12
2022-05-04T11:45:00Z,1869.14,1869.98,1868.29,1868.32
2022-05-04T12:00:00Z,1868.35,1868.9,1867.22,1867.4
2022-05-04T12:15:00Z,1867.4,1868.17,1866.78,1866.8
2022-05-04T12:30:00Z,1866.8,1869.78,1866.75,1869.76
2022-05-04T12:45:00Z,1869.81,1870.53,1868.71,1869.76
2022-05-04T13:00:00Z,1869.73,1871.48,1869.56,1870.29
2022-05-04T13:15:00Z,1870.28,1870.56,1869.56,1870.24
2022-05-04T13:30:00Z,1870.22,1870.31,1868.4,1869.53
2022-05-04T13:45:00Z,1869.53,1870.25,1866.67,1866.97
2022-05-04T14:00:00Z,1866.96,1867.29,1865.98,1866.45
2022-05-04T14:15:00Z,1866.43,1868.51,1865.8,1867.98
2022-05-04T14:30:00Z,1867.96,1869.52,1867.62,1869.52
2022-05-04T14:45:00Z,1869.53,1869.79,1868.44,1868.77
2022-05-04T15:00:00Z,1868.79,1869.42,1866.17,1867.71
2022-05-04T15:15:00Z,1867.72,1869.25,1863.6,1865.26
2022-05-04T15:30:00Z,1865.22,1868.3,1864.49,1867.84
2022-05-04T15:45:00Z,1867.82,1869.37,1867.31,1867.36
2022-05-04T16:00:00Z,1867.38,1869.75,1865.83,1868.63
2022-05-04T16:15:00Z,1868.63,1870.67,1867.75,1868.69
2022-05-04T16:30:00Z,1868.68,1869.14,1865.09,1867.77
2022-05-04T16:45:00Z,1867.84,1867.97,1861.48,1862.78
2022-05-04T17:00:00Z,1862.65,1864.74,1861.48,1863.36
2022-05-04T17:15:00Z,1863.37,1865.08,1863.07,1863.81
2022-05-04T17:30:00Z,1863.7,1865.55,1862.47,1864.21
2022-05-04T17:45:00Z,1864.18,1866.85,1863.42,1866.57
2022-05-04T18:00:00Z,1866.55,1868.35,1866.2,1866.68
2022-05-04T18:15:00Z,1866.81,1868.99,1866.63,1866.84
2022-05-04T18:30:00Z,1866.85,1867.95,1865.79,1867.2
2022-05-04T18:45:00Z,1867.16,1869.01,1865.92,1868.23
2022-05-04T19:00:00Z,1868.33,1868.52,1866.29,1866.71
2022-05-04T19:15:00Z,1866.71,1868.25,1865.83,1868.04
2022-05-04T19:30:00Z,1868.04,1868.23,1866.16,1867.73
2022-05-04T19:45:00Z,1867.73,1886.81,1867.13,1885.65
2022-05-04T20:00:00Z,1885.78,1888.42,1866.6,1867.2
2022-05-04T20:15:00Z,1867.24,1868.92,1867.1,1868.22
2022-05-04T20:30:00Z,1868.26,1869.14,1867.43,1867.85
2022-05-04T20:45:00Z,1867.85,1867.95,1865.83,1866.58
2022-05-04T21:00:00Z,1866.57,1875.71,1864.06,1872.54
2022-05-04T21:15:00Z,1872.56,1875.41,1871.62,1875.28
2022-05-04T21:30:00Z,1875.12,1876.86,1861.52,1876.31
2022-05-04T21:45:00Z,1876.33,1888.59,1874.32,1885.65
2022-05-04T22:00:00Z,1885.78,1889.52,1882.71,1887.11
2022-05-04T22:15:00Z,1887.13,1887.52,1881.25,1883.49
2022-05-04T22:30:00Z,1883.51,1886.0,1882.42,1884.75
2022-05-04T22:45:00Z,1885.06,1885.19,1881.49,1883.91
2022-05-04T23:00:00Z,1883.91,1886.47,1882.06,1885.94
2022-05-04T23:15:00Z,1885.95,1886.23,1882.78,1883.29
2022-05-04T23:30:00Z,1883.26,1884.4,1882.75,1883.8
2022-05-04T23:45:00Z,1883.8,1883.88,1880.91,1882.62
2022-05-05T00:00:00Z,1882.6,1886.87,1882.58,1886.74
2022-05-05T00:15:00Z,1886.86,1889.73,1886.81,1887.08
2022-05-05T00:30:00Z,1887.09,1889.39,1886.63,1889.34
2022-05-05T00:45:00Z,1889.37,1893.99,1889.24,1893.79
2022-05-05T01:00:00Z,1893.81,1894.57,1881.68,1882.54
2022-05-05T01:15:00Z,1882.53,1883.65,1882.46,1882.92
2022-05-05T01:30:00Z,1882.91,1883.05,1881.67,1882.34
2022-05-05T01:45:00Z,1882.4,1883.21,1882.2,1882.62
2022-05-05T02:00:00Z,1882.6,1886.87,1882.58,1886.74
2022-05-05T02:15:00Z,1886.86,1889.73,1886.81,1887.08
2022-05-05T02:30:00Z,1887.09,1889.39,1886.63,1889.34
2022-05-05T02:45:00Z,1889.37,1893.99,1889.24,1893.79
2022-05-05T03:00:00Z,1893.81,1895.93,1893.54,1894.56
2022-05-05T03:15:00Z,1894.51,1895.41,1893.35,1893.45
2022-05-05T03:30:00Z,1893.46,1895.25,1892.88,1894.55
2022-05-05T03:45:00Z,1894.52,1895.81,1893.49,1895.69
2022-05-05T04:00:00Z,1895.71,1901.08,1895.71,1900.83
2022-05-05T04:15:00Z,1900.79,1901.91,1899.04,1901.14
2022-05-05T04:30:00Z,1901.14,1903.2,1899.83,1900.77
2022-05-05T04:45:00Z,1900.79,1902.12,1899.94,1900.39
2022-05-05T05:00:00Z,1900.39,1901.08,1899.15,1900.15
2022-05-05T05:15:00Z,1900.19,1900.47,1899.17,1899.69
2022-05-05T05:30:00Z,1899.7,1901.45,1899.61,1901.43
2022-05-05T05:45:00Z,1901.39,1901.39,1899.33,1899.51
2022-05-05T06:00:00Z,1899.49,1901.6,1899.24,1901.6
2022-05-05T06:15:00Z,1901.62,1901.94,1900.78,1901.86
2022-05-05T06:30:00Z,1901.87,1902.59,1900.94,1902.19
2022-05-05T06:45:00Z,1902.2,1902.29,1900.35,1901.05
2022-05-05T07:00:00Z,1901.06,1901.3,1900.25,1900.35
2022-05-05T07:15:00Z,1900.26,1900.73,1899.5,1900.01
2022-05-05T07:30:00Z,1900.01,1901.03,1899.9,1900.1
2022-05-05T07:45:00Z,1900.1,1901.53,1899.8,1901.34
2022-05-05T08:00:00Z,1901.34,1901.38,1899.42,1900.67
2022-05-05T08:15:00Z,1900.68,1901.75,1900.19,1901.5
2022-05-05T08:30:00Z,1901.49,1901.91,1900.06,1901.65
2022-05-05T08:45:00Z,1901.66,1902.0,1898.62,1898.76
2022-05-05T09:00:00Z,1898.79,1899.79,1898.21,1899.15
2022-05-05T09:15:00Z,1899.15,1901.95,1898.18,1898.39
2022-05-05T09:30:00Z,1898.43,1899.89,1898.02,1898.89
2022-05-05T09:45:00Z,1898.88,1899.89,1897.36,1897.41
2022-05-05T10:00:00Z,1897.53,1898.15,1892.89,1895.92
2022-05-05T10:15:00Z,1895.94,1896.23,1891.57,1892.49
2022-05-05T10:30:00Z,1892.52,1894.17,1892.24,1893.88
2022-05-05T10:45:00Z,1893.9,1895.95,1893.9,1894.94
2022-05-05T11:00:00Z,1894.76,1895.1,1890.89,1892.15
2022-05-05T11:15:00Z,1892.25,1892.44,1889.34,1890.37
2022-05-05T11:30:00Z,1890.35,1891.2,1889.44,1890.36
2022-05-05T11:45:00Z,1890.36,1894.11,1890.01,1894.08
2022-05-05T12:00:00Z,1894.07,1895.32,1893.02,1895.18
2022-05-05T12:15:00Z,1895.15,1895.76,1894.07,1894.63
2022-05-05T12:30:00Z,1894.6,1895.8,1894.52,1895.23
2022-05-05T12:45:00Z,1895.19,1898.55,1895.02,1897.27
2022-05-05T13:00:00Z,1897.24,1899.14,1896.64,1897.78
2022-05-05T13:15:00Z,1897.8,1898.94,1897.36,1897.8
2022-05-05T13:30:00Z,1897.79,1897.95,1895.23,1895.23
2022-05-05T13:45:00Z,1895.19,1896.46,1895.02,1896.28
2022-05-05T14:00:00Z,1896.29,1900.07,1895.22,1899.53
2022-05-05T14:15:00Z,1899.57,1899.6,1895.55,1895.55
2022-05-05T14:30:00Z,1895.55,1897.96,1895.52,1896.85
2022-05-05T14:45:00Z,1896.7,1898.45,1896.29,1897.24
2022-05-05T15:00:00Z,1897.23,1900.42,1897.05,1899.17
2022-05-05T15:15:00Z,1899.18,1902.9,1898.35,1900.68
2022-05-05T15:30:00Z,1900.69,1906.03,1900.69,1903.33
2022-05-05T15:45:00Z,1903.32,1909.58,1903.24,1906.72
2022-05-05T16:00:00Z,1906.75,1908.23,1904.71,1906.03
2022-05-05T16:15:00Z,1905.96,1905.96,1899.72,1903.33
2022-05-05T16:30:00Z,1903.46,1903.63,1897.04,1897.59
2022-05-05T16:45:00Z,1897.51,1897.74,1892.75,1894.82
2022-05-05T17:00:00Z,1894.76,1895.09,1886.53,1890.72
2022-05-05T17:15:00Z,1890.74,1894.32,1887.62,1888.84
2022-05-05T17:30:00Z,1888.84,1889.48,1884.89,1885.54
2022-05-05T17:45:00Z,1885.48,1886.19,1882.62,1886.06
2022-05-05T18:00:00Z,1886.08,1886.1,1878.06,1880.77
2022-05-05T18:15:00Z,1880.83,1882.85,1878.32,1880.09
