family,name,london_move_atr_min,eff_min,ny_cont_atr_min,entry_hour,horizon_min,tp_atr,sl_atr,stage,events,pf_x1,pf_x4,total_x1,total_x4,median_x1,win_rate_x1,test20_pf_x1,pf_2026_x1,boot_pf_p05_x1,first_entry,last_entry,decision
london_oneway_fade,london_oneway_fade_mv1.2_eff0.6_cont0.0_h90_e15_tp0.6_sl0.65,1.2,0.6,0.0,15,90,0.6,0.65,exact_m1,160,0.5002,0.3117,-257.7142,-425.7142,-2.6888,0.3875,0.4384,0.5896,0.341,2022-05-02 15:01:00,2026-05-15 15:01:00,STAGE23_REJECT
london_oneway_fade,london_oneway_fade_mv1.2_eff0.6_cont0.0_h180_e15_tp0.6_sl0.65,1.2,0.6,0.0,15,180,0.6,0.65,exact_m1,160,0.4603,0.291,-302.9745,-470.9746,-2.7861,0.3875,0.3786,0.4525,0.3103,2022-05-02 15:01:00,2026-05-15 15:01:00,STAGE23_REJECT
london_oneway_fade,london_oneway_fade_mv1.2_eff0.6_cont0.0_h90_e15_tp0.4_sl0.5,1.2,0.6,0.0,15,90,0.4,0.5,exact_m1,160,0.3385,0.1675,-305.1434,-473.1434,-2.1914,0.3688,0.2487,0.2555,0.2351,2022-05-02 15:01:00,2026-05-15 15:01:00,STAGE23_REJECT
london_oneway_fade,london_oneway_fade_mv1.2_eff0.6_cont0.0_h180_e15_tp0.4_sl0.5,1.2,0.6,0.0,15,180,0.4,0.5,exact_m1,160,0.3385,0.1675,-305.1434,-473.1434,-2.1914,0.3688,0.2487,0.2555,0.2351,2022-05-02 15:01:00,2026-05-15 15:01:00,STAGE23_REJECT
