stage,promotion,decision_scope,candidate,family,side,lookback_hours,trigger,horizon_hours,raw_n,raw_mean_bps,raw_median_bps,raw_hit_rate_pct,event_clock_n,event_clock_mean_bps,event_clock_median_bps,event_clock_hit_rate_pct,round_trip_cost_bps,event_clock_cost_stressed_mean_bps,directional_h1_all_drift_bps,directional_daily_anchor_drift_bps,h1_drift_adjusted_residual_bps,daily_anchor_adjusted_residual_bps,h1_benchmark_cost_adjusted_residual_bps,pre2025_n,pre2025_mean_bps,ex2025_n,ex2025_mean_bps,y2025_n,y2025_mean_bps,first_half_n,first_half_mean_bps,second_half_n,second_half_mean_bps,leave_one_year_out_min_mean_bps,median_mfe_bps,median_mae_bps,mean_mfe_bps,mean_mae_bps,classification,year_means_json,year_counts_json,leave_one_year_out_json
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RET_Z_UPSIDE_EXTREME_REV_SHORT_L24_T2.5,RETURN_ZSCORE_REVERSAL,SHORT,24,Short after 24H upside move with z >= +2.5,24,325,1.7901335682477097,0.4729971199723959,50.153846153846146,76,1.4161140593677886,2.574148167139856,51.31578947368421,8.0,-6.583885940632212,-8.502590481085887,-7.013983104031285,9.918704540453676,8.430097163399074,1.9187045404536764,53,15.271656387554012,61,15.126872968880685,15,-54.34097217265132,48,19.87533174690304,28,-30.228259119264067,-6.150868919413617,59.69172178229343,-59.602222277001516,90.25366370160656,-78.97389504714776,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": 21.937772029965746, ""2023"": 18.853074836559735, ""2024"": 3.114032456666825, ""2025"": -54.34097217265132, ""2026"": 14.167682820169919}","{""2022"": 15, ""2023"": 23, ""2024"": 15, ""2025"": 15, ""2026"": 8}","{""2022"": -3.630195277664499, ""2023"": -6.150868919413617, ""2024"": 0.998593141999175, ""2025"": 15.126872968880685, ""2026"": -0.08407050072657958}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,BB_LOWER_REV_LONG_W120_K2.5,BOLLINGER_REVERSAL,LONG,120,Long when close is <= -2.5 sigma vs 120H rolling mean,24,544,20.76369616365241,14.990654976555495,59.19117647058824,107,15.739413861306806,19.191487829097742,59.813084112149525,8.0,7.739413861306806,8.502590481085887,7.013983104031285,7.236823380220919,8.725430757275522,-0.763176619779081,72,14.547973466146967,87,6.971212437928088,20,53.88109005300423,59,12.8717610447664,48,19.264237114971056,6.971212437928088,71.92648411404878,-44.11462439679825,91.89737815866302,-82.82246352364058,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": 20.465655033988785, ""2023"": 13.441832572446442, ""2024"": 9.08031360916823, ""2025"": 53.88109005300423, ""2026"": -29.39724049752253}","{""2022"": 25, ""2023"": 25, ""2024"": 22, ""2025"": 20, ""2026"": 15}","{""2022"": 14.298486674513523, ""2023"": 16.439895961569118, ""2024"": 17.46294569127209, ""2025"": 6.971212437928088, ""2026"": 23.098650985028986}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W48_Q0.05,ROLLING_RANGE_REVERSAL,LONG,48,Long near bottom 0.05 of rolling 48H range,24,814,9.777470451443088,13.400907732268319,56.26535626535627,242,15.609576250501899,24.352893402072027,60.33057851239669,8.0,7.609576250501899,8.502590481085887,7.013983104031285,7.106985769416012,8.595593146470613,-0.8930142305839883,173,9.872383353535024,196,12.121860407017666,46,30.470278540130384,136,10.839342948702546,106,21.72987558111239,12.121860407017666,69.53691629597691,-48.333238162941996,84.46306775260852,-76.94111607647426,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": 4.977221313066544, ""2023"": 11.684953749881084, ""2024"": 11.840444090607557, ""2025"": 30.470278540130384, ""2026"": 29.041839983213173}","{""2022"": 48, ""2023"": 71, ""2024"": 54, ""2025"": 46, ""2026"": 23}","{""2022"": 18.24026200821786, ""2023"": 17.239097873566685, ""2024"": 16.692199317705594, ""2025"": 12.121860407017666, ""2026"": 14.198881885879254}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RET_Z_UPSIDE_EXTREME_REV_SHORT_L120_T1.5,RETURN_ZSCORE_REVERSAL,SHORT,120,Short after 120H upside move with z >= +1.5,24,2649,-19.615511300358435,-14.47166069521888,42.733106832767085,187,-2.0613876609122794,-9.989627289657133,44.38502673796791,8.0,-10.06138766091228,-8.502590481085887,-7.013983104031285,6.441202820173608,4.952595443119006,-1.5587971798263922,122,-7.96615665527789,139,-4.362049757809209,48,4.600946328018398,97,-15.301176999562811,90,12.208163070744396,-4.417798165876584,55.571574615322916,-65.328504214196,93.83600907740474,-87.03243166119753,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": -25.017307250053612, ""2023"": -4.772826859385508, ""2024"": -0.22771876092817733, ""2025"": 4.600946328018398, ""2026"": 21.502717388730762}","{""2022"": 28, ""2023"": 55, ""2024"": 39, ""2025"": 48, ""2026"": 17}","{""2022"": 1.9811642164207797, ""2023"": -0.9316213282151063, ""2024"": -2.5445841953675505, ""2025"": -4.362049757809209, ""2026"": -4.417798165876584}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RET_Z_UPSIDE_EXTREME_REV_SHORT_L24_T2,RETURN_ZSCORE_REVERSAL,SHORT,24,Short after 24H upside move with z >= +2,24,1019,-14.845573945825278,-15.165758625523829,42.00196270853778,163,-2.241743594646147,-9.202681641640176,45.39877300613497,8.0,-10.241743594646147,-8.502590481085887,-7.013983104031285,6.26084688643974,4.772239509385138,-1.7391531135602598,109,8.245104463104688,124,8.166674192906386,39,-35.335174508915735,89,9.343519944572765,74,-16.175371364787804,-6.675639652642616,48.66890543631763,-61.10435971441453,88.078504042598,-82.11025818569071,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": 22.23336264549439, ""2023"": 9.333470193624544, ""2024"": -1.9775343172321256, ""2025"": -35.335174508915735, ""2026"": 7.596747562798714}","{""2022"": 25, ""2023"": 45, ""2024"": 39, ""2025"": 39, ""2026"": 15}","{""2022"": -6.675639652642616, ""2023"": -6.6560200393256475, ""2024"": -2.324841673832817, ""2025"": 8.166674192906386, ""2026"": -3.238887968711505}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W72_Q0.05,ROLLING_RANGE_REVERSAL,LONG,72,Long near bottom 0.05 of rolling 72H range,24,832,9.827877395938982,12.688232409882039,55.28846153846154,212,12.821394109850717,15.569065016948214,56.60377358490566,8.0,4.821394109850717,8.502590481085887,7.013983104031285,4.3188036287648295,5.807411005819431,-3.6811963712351705,154,10.46272522531876,176,8.622464993721909,36,33.34949201092489,121,9.404379416257909,91,17.364897163968628,8.622464993721909,65.21654041723778,-52.72269392609663,81.13040671629017,-81.43911569901677,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": 8.475838362886046, ""2023"": 7.997778836893267, ""2024"": 15.586180678805448, ""2025"": 33.34949201092489, ""2026"": -4.259356627456035}","{""2022"": 48, ""2023"": 59, ""2024"": 47, ""2025"": 36, ""2026"": 22}","{""2022"": 14.093264084572084, ""2023"": 14.681481045174179, ""2024"": 12.033848844754521, ""2025"": 8.622464993721909, ""2026"": 14.79916524785466}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,BB_LOWER_REV_LONG_W72_K2,BOLLINGER_REVERSAL,LONG,72,Long when close is <= -2 sigma vs 72H rolling mean,24,1579,9.983409886713693,11.337120371426312,56.4914502849905,233,11.792081887678382,20.438953571122465,59.65665236051502,8.0,3.792081887678382,8.502590481085887,7.013983104031285,3.2894914065924947,4.7780987836470965,-4.710508593407505,159,7.658123165677407,190,11.089105436869824,43,14.898256902878984,125,3.4658044584251595,108,21.42897706042516,9.199339753299526,69.27266414963329,-54.45952091740702,86.53714893931767,-87.12106767043751,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": 4.4617410575726115, ""2023"": 8.354152632120387, ""2024"": 9.717825440409282, ""2025"": 14.898256902878984, ""2026"": 28.68672418266318}","{""2022"": 47, ""2023"": 59, ""2024"": 53, ""2025"": 43, ""2026"": 31}","{""2022"": 13.64437231249005, ""2023"": 12.957816520310113, ""2024"": 12.402835174929836, ""2025"": 11.089105436869824, ""2026"": 9.199339753299526}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RET_Z_UPSIDE_EXTREME_REV_SHORT_L72_T2.5,RETURN_ZSCORE_REVERSAL,SHORT,72,Short after 72H upside move with z >= +2.5,24,303,1.8953862858346628,-0.3652015129773645,49.504950495049506,45,-5.990519155480768,-3.2327314054803047,48.888888888888886,8.0,-13.990519155480769,-8.502590481085887,-7.013983104031285,2.5120713256051195,1.0234639485505177,-5.4879286743948805,32,-4.604314444667244,37,0.957604500402547,8,-38.12559106394109,27,-6.002989865864635,18,-5.971813089904957,-19.92872543479892,52.34277708592971,-71.6215599990866,92.47626045761041,-85.31533039574808,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": -35.356621484885686, ""2023"": 21.885893403155535, ""2024"": -23.953339487942795, ""2025"": -38.12559106394109, ""2026"": 36.55388574884921}","{""2022"": 6, ""2023"": 15, ""2024"": 11, ""2025"": 8, ""2026"": 5}","{""2022"": -1.472657258649241, ""2023"": -19.92872543479892, ""2024"": -0.1790184596842236, ""2025"": 0.957604500402547, ""2026"": -11.308569768522016}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RET_Z_UPSIDE_EXTREME_REV_SHORT_L24_T1.5,RETURN_ZSCORE_REVERSAL,SHORT,24,Short after 24H upside move with z >= +1.5,24,2454,-10.847696512021228,-9.97753145554503,44.94702526487367,298,-6.297791826087729,-2.993661904454603,46.308724832214764,8.0,-14.297791826087728,-8.502590481085887,-7.013983104031285,2.204798654998158,0.7161912779435564,-5.795201345001842,191,6.428645358679288,219,2.097001734796313,79,-29.569434735373864,151,7.264036741726261,147,-20.228649742685775,-11.286523856587833,55.889691661463736,-60.108617766087555,81.02800127832658,-81.11822346463536,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": 20.344160081476662, ""2023"": 6.683019082134132, ""2024"": -3.3265317606046345, ""2025"": -29.569434735373864, ""2026"": -27.450995842405423}","{""2022"": 47, ""2023"": 75, ""2024"": 69, ""2025"": 79, ""2026"": 28}","{""2022"": -11.286523856587833, ""2023"": -10.663535405086114, ""2024"": -7.193062326167789, ""2025"": 2.097001734796313, ""2026"": -4.104126224395527}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RSI_OVERBOUGHT_REV_SHORT_RSI28_T70,RSI_REVERSAL,SHORT,28,Short when RSI28 >= 70,24,557,16.226070799255517,7.513148009016257,54.39856373429084,91,-6.798476569090572,-8.371930776533976,47.25274725274725,8.0,-14.798476569090571,-8.502590481085887,-7.013983104031285,1.7041139119953153,0.21550653494071348,-6.295886088004685,53,0.46205224444617765,62,-1.8763485249231953,29,-17.321646870413932,40,-2.2702651731894266,51,-10.350014918816958,-11.173874017253667,59.6123089334033,-82.69853284589179,85.84560614088522,-100.05953362408222,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": -12.195290099079479, ""2023"": 6.924360881966405, ""2024"": -0.8222527070862885, ""2025"": -17.321646870413932, ""2026"": -15.646930833431716}","{""2022"": 9, ""2023"": 22, ""2024"": 22, ""2025"": 29, ""2026"": 9}","{""2022"": -6.206143376774717, ""2023"": -11.173874017253667, ""2024"": -8.703939249729622, ""2025"": -1.8763485249231953, ""2026"": -5.8273047595897145}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RSI_OVERSOLD_REV_LONG_RSI14_T25,RSI_REVERSAL,LONG,14,Long when RSI14 <= 25,24,429,-4.869726588221428,-0.3306823630566669,49.417249417249415,103,9.710564710480021,5.40860478406513,54.36893203883495,8.0,1.7105647104800212,8.502590481085887,7.013983104031285,1.207974229394134,2.696581606448736,-6.792025770605866,74,-6.127812170515891,88,2.4664381658732655,15,52.20944043883963,60,-4.289903709310297,43,29.24610204042,2.4664381658732655,63.78230121810269,-57.1627034071398,90.57839470620186,-90.28257024268105,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": -0.1255063336168116, ""2023"": 5.6502912536016145, ""2024"": -31.575314069692883, ""2025"": 52.20944043883963, ""2026"": 47.893189943930224}","{""2022"": 22, ""2023"": 32, ""2024"": 20, ""2025"": 15, ""2026"": 14}","{""2022"": 12.382090179247056, ""2023"": 11.540547113580143, ""2024"": 19.65896923582289, ""2025"": 2.4664381658732655, ""2026"": 3.7043090557799863}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,BB_LOWER_REV_LONG_W72_K2.5,BOLLINGER_REVERSAL,LONG,72,Long when close is <= -2.5 sigma vs 72H rolling mean,24,629,4.510254660151672,11.337120371426312,55.484896661367245,149,9.027130626792744,20.438953571122465,57.71812080536913,8.0,1.0271306267927436,8.502590481085887,7.013983104031285,0.5245401457068564,2.013147522761458,-7.475459854293144,95,9.522215762845637,117,5.486478480389837,32,21.972640037078367,76,5.584628038062431,73,12.611105924648964,5.486478480389837,71.3938892585464,-53.7417561454201,91.16240551353187,-90.97562575953542,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": 10.611895507249493, ""2023"": 12.07832253494287, ""2024"": 6.187035489468468, ""2025"": 21.972640037078367, ""2026"": -11.940568875669278}","{""2022"": 29, ""2023"": 32, ""2024"": 34, ""2025"": 32, ""2026"": 22}","{""2022"": 8.644145780682363, ""2023"": 8.192616600632025, ""2024"": 9.866810928262531, ""2025"": 5.486478480389837, ""2026"": 12.659330540605062}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RET_Z_UPSIDE_EXTREME_REV_SHORT_L72_T2,RETURN_ZSCORE_REVERSAL,SHORT,72,Short after 72H upside move with z >= +2,24,1103,-8.981517894260298,-9.894305536153336,44.2429737080689,118,-8.596090939752637,-14.387886761764168,42.3728813559322,8.0,-16.596090939752635,-8.502590481085887,-7.013983104031285,-0.09350045866674961,-1.5821078357213514,-8.09350045866675,74,-10.747941051268674,86,-6.714231109728038,32,-13.653589232943753,59,-15.669088712025,59,-1.523093167480283,-12.41933030610287,58.75334873110761,-56.932551115546076,84.9954924387835,-79.92924791415619,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": -16.275808542415717, ""2023"": 2.1336453464560643, ""2024"": -22.741043590821473, ""2025"": -13.653589232943753, ""2026"": 18.16031352977254}","{""2022"": 18, ""2023"": 31, ""2024"": 25, ""2025"": 32, ""2026"": 12}","{""2022"": -7.213741771273284, ""2023"": -12.41933030610287, ""2024"": -4.793684313121233, ""2025"": -6.714231109728038, ""2026"": -11.625117860830963}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RSI_OVERBOUGHT_REV_SHORT_RSI14_T75,RSI_REVERSAL,SHORT,14,Short when RSI14 >= 75,24,793,-1.287734838907757,0.7190479804730643,50.1891551071879,166,-8.659378416442804,-3.4727494469266595,45.78313253012048,8.0,-16.659378416442806,-8.502590481085887,-7.013983104031285,-0.15678793535691682,-1.6453953124115186,-8.156787935356917,103,4.462531289198503,117,2.9910763601196018,49,-36.47781125027548,74,0.5035682186402674,92,-16.029574622922663,-14.964838395051556,52.10486362331901,-66.02926361125861,73.95390844805848,-87.63350658763277,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": -4.11595671307628, ""2023"": 11.873786129283117, ""2024"": 1.3003827323880106, ""2025"": -36.47781125027548, ""2026"": -7.83462776096089}","{""2022"": 16, ""2023"": 39, ""2024"": 48, ""2025"": 49, ""2026"": 14}","{""2022"": -9.144010064801902, ""2023"": -14.964838395051556, ""2024"": -12.710806680373986, ""2025"": 2.9910763601196018, ""2026"": -8.735342292605608}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,BB_UPPER_REV_SHORT_W72_K2.5,BOLLINGER_REVERSAL,SHORT,72,Short when close is >= +2.5 sigma vs 72H rolling mean,24,850,-16.411466202401574,-17.430359267386343,39.411764705882355,178,-9.351669408458221,-12.427628457021278,41.01123595505618,8.0,-17.35166940845822,-8.502590481085887,-7.013983104031285,-0.849078927372334,-2.337686304426936,-8.849078927372334,115,3.294507632119718,130,1.2946374035001367,48,-38.185417024178754,91,8.965914090454536,87,-28.511440654447423,-17.01759092010549,52.21698230011174,-66.76839117949696,83.30511484619865,-89.05380704863663,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": 39.83799362461178, ""2023"": 2.5359264496509493, ""2024"": -15.828000282511594, ""2025"": -38.185417024178754, ""2026"": -14.037701015916646}","{""2022"": 24, ""2023"": 47, ""2024"": 44, ""2025"": 48, ""2026"": 15}","{""2022"": -17.01759092010549, ""2023"": -13.61668471632945, ""2024"": -7.225113002052631, ""2025"": 1.2946374035001367, ""2026"": -8.92043950593137}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,BB_UPPER_REV_SHORT_W120_K2,BOLLINGER_REVERSAL,SHORT,120,Short when close is >= +2 sigma vs 120H rolling mean,24,2434,-4.123863770036303,-8.867050459121506,45.480690221857024,241,-9.637351808114746,-11.277576886183915,45.22821576763486,8.0,-17.637351808114744,-8.502590481085887,-7.013983104031285,-1.1347613270288583,-2.62336870408346,-9.134761327028858,143,6.068175257805315,166,1.3212973747163883,75,-33.892495332780996,104,5.8198603315623325,137,-21.371293870351355,-14.6239488998017,53.605012143713715,-67.93174932227753,78.39458061005467,-87.936385125216,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": 18.680565793447414, ""2023"": 6.09622177427685, ""2024"": 0.7859009020319575, ""2025"": -33.892495332780996, ""2026"": -28.191899898401704}","{""2022"": 25, ""2023"": 58, ""2024"": 60, ""2025"": 75, ""2026"": 23}","{""2022"": -12.914888567554808, ""2023"": -14.6239488998017, ""2024"": -13.092573700981058, ""2025"": 1.3212973747163883, ""2026"": -7.679761871983553}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W72_Q0.1,ROLLING_RANGE_REVERSAL,LONG,72,Long near bottom 0.1 of rolling 72H range,24,2010,11.387697064541586,13.215349548564292,57.91044776119403,278,5.828007463434935,14.393952217424122,55.75539568345324,8.0,-2.1719925365650647,8.502590481085887,7.013983104031285,-2.674583017650952,-1.1859756405963502,-10.674583017650953,201,9.38674681312388,228,0.6876792482825576,50,29.267904124529778,156,7.379016729739346,122,3.84474971307847,0.6876792482825576,64.54112101739962,-55.77150217736471,78.5136145544541,-87.71447043998013,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": 13.408001991625333, ""2023"": 4.116534426984888, ""2024"": 11.492070386936456, ""2025"": 29.267904124529778, ""2026"": -64.0720459566473}","{""2022"": 64, ""2023"": 74, ""2024"": 63, ""2025"": 50, ""2026"": 27}","{""2022"": 3.5610932120135064, ""2023"": 6.448835917833482, ""2024"": 4.1683053044554175, ""2025"": 0.6876792482825576, ""2026"": 13.34713671579438}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W24_Q0.05,ROLLING_RANGE_REVERSAL,LONG,24,Long near bottom 0.05 of rolling 24H range,24,789,5.248892426613391,9.323824915519197,55.0063371356147,294,5.616741589307388,11.217103797790395,55.44217687074829,8.0,-2.383258410692612,8.502590481085887,7.013983104031285,-2.8858488917784992,-1.3972415147238975,-10.8858488917785,207,5.494566511530205,235,2.087708794428415,59,19.673058653655843,168,6.905344023685721,126,3.8986050101362753,2.087708794428415,62.229318698941995,-54.227252107739716,80.16301794540159,-80.3163146308151,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": -3.533881720797441, ""2023"": 11.64720737735824, ""2024"": 6.767391284395229, ""2025"": 19.673058653655843, ""2026"": -23.098703614145524}","{""2022"": 63, ""2023"": 79, ""2024"": 65, ""2025"": 59, ""2026"": 28}","{""2022"": 8.112366128426888, ""2023"": 3.40089602067475, ""2024"": 5.2901379640641135, ""2025"": 2.087708794428415, ""2026"": 8.639420031776117}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,BB_UPPER_REV_SHORT_W24_K2,BOLLINGER_REVERSAL,SHORT,24,Short when close is >= +2 sigma vs 24H rolling mean,24,1752,-15.17900274024327,-13.261346047123146,43.89269406392694,468,-11.800952961921032,-9.763059739651414,46.36752136752137,8.0,-19.800952961921034,-8.502590481085887,-7.013983104031285,-3.298362480835145,-4.786969857889747,-11.298362480835145,301,-2.7023997858031152,345,-7.815444822507231,123,-22.97981725539876,230,-2.034168675102395,238,-21.2394419785945,-18.225328649222146,53.56868080952593,-63.67375018399734,76.06581579928304,-83.1838197582634,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": 21.86277563953681, ""2023"": -12.237741128018186, ""2024"": -9.588597175135883, ""2025"": -22.97981725539876, ""2026"": -42.793321096324014}","{""2022"": 75, ""2023"": 108, ""2024"": 118, ""2025"": 123, ""2026"": 44}","{""2022"": -18.225328649222146, ""2023"": -11.669916512091886, ""2024"": -12.54683291289431, ""2025"": -7.815444822507231, ""2026"": -8.584763815898082}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RET_Z_UPSIDE_EXTREME_REV_SHORT_L120_T2,RETURN_ZSCORE_REVERSAL,SHORT,120,Short after 120H upside move with z >= +2,24,1213,-17.580103224946445,-16.471430763720374,40.89035449299258,97,-11.841775470241842,-18.455876095651025,43.29896907216495,8.0,-19.841775470241842,-8.502590481085887,-7.013983104031285,-3.339184989155955,-4.827792366210557,-11.339184989155955,70,-8.343036654197489,75,-7.811711849657676,22,-25.58062872223331,59,-19.218128008843674,38,-0.389017581360047,-20.35928572170238,48.537576555434114,-66.54760854866714,78.65219841684576,-92.69838496945623,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": -48.246498394005435, ""2023"": 4.6770322901664665, ""2024"": 4.0917920664387255, ""2025"": -25.58062872223331, ""2026"": -0.3731645861002619}","{""2022"": 17, ""2023"": 33, ""2024"": 20, ""2025"": 22, ""2026"": 5}","{""2022"": -4.105771848942081, ""2023"": -20.35928572170238, ""2024"": -15.980364440808225, ""2025"": -7.811711849657676, ""2026"": -12.465069540032149}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,BB_UPPER_REV_SHORT_W120_K2.5,BOLLINGER_REVERSAL,SHORT,120,Short when close is >= +2.5 sigma vs 120H rolling mean,24,922,-7.493969099617656,-13.261346047123146,42.299349240780906,129,-11.97546286331791,-6.675938803895054,46.51162790697674,8.0,-19.975462863317908,-8.502590481085887,-7.013983104031285,-3.4728723822320227,-4.961479759286624,-11.472872382232023,79,2.2600740920809446,90,-2.1434695270174546,39,-34.66467825478049,61,6.411698243804246,68,-28.46982797411866,-22.04391076974872,49.91405361250534,-69.60032297133489,76.45802097588589,-90.14942333250738,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": 12.452701318931105, ""2023"": 17.31456740993536, ""2024"": -15.949037855313103, ""2025"": -34.66467825478049, ""2026"": -33.76891915508777}","{""2022"": 12, ""2023"": 33, ""2024"": 34, ""2025"": 39, ""2026"": 11}","{""2022"": -14.480915599958832, ""2023"": -22.04391076974872, ""2024"": -10.553341287235417, ""2025"": -2.1434695270174546, ""2026"": -9.943869480186818}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,BB_UPPER_REV_SHORT_W48_K2,BOLLINGER_REVERSAL,SHORT,48,Short when close is >= +2 sigma vs 48H rolling mean,24,2019,-20.861631816443406,-16.721265611123748,40.663694898464584,343,-12.83539157157611,-10.343305232618505,46.06413994169096,8.0,-20.83539157157611,-8.502590481085887,-7.013983104031285,-4.332801090490223,-5.821408467544825,-12.332801090490223,224,3.0402638528278425,252,-2.898820118088511,91,-40.35205098123409,172,2.1079752877045927,171,-27.866146541145014,-20.03036301410962,52.99885935351689,-65.26580807591719,73.49407915044462,-83.50006778579727,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": 27.428775539524846, ""2023"": -8.301523464210616, ""2024"": -0.8005914771515983, ""2025"": -40.35205098123409, ""2026"": -50.411491885419345}","{""2022"": 52, ""2023"": 81, ""2024"": 91, ""2025"": 91, ""2026"": 28}","{""2022"": -20.03036301410962, ""2023"": -14.237083620036438, ""2024"": -17.181291605673852, ""2025"": -2.898820118088511, ""2026"": -9.49529376590116}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RET_Z_UPSIDE_EXTREME_REV_SHORT_L72_T1.5,RETURN_ZSCORE_REVERSAL,SHORT,72,Short after 72H upside move with z >= +1.5,24,2662,-9.70180762447238,-8.542769901334069,45.492111194590535,215,-13.11884876579249,-12.011099236193257,46.04651162790698,8.0,-21.118848765792492,-8.502590481085887,-7.013983104031285,-4.616258284706603,-6.104865661761205,-12.616258284706603,142,-6.99126085720572,158,-7.614810914060223,57,-28.375655442524028,111,-12.898673517537494,104,-13.353843501910804,-17.596425398789854,42.58151893213436,-61.88516215663964,71.98598355536042,-83.81022238735343,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": -20.852268643544225, ""2023"": 0.5673288671428433, ""2024"": -4.51845614170789, ""2025"": -28.375655442524028, ""2026"": -13.148817668643952}","{""2022"": 38, ""2023"": 53, ""2024"": 51, ""2025"": 57, ""2026"": 16}","{""2022"": -11.458566532150876, ""2023"": -17.596425398789854, ""2024"": -15.793361106209042, ""2025"": -7.614810914060223, ""2026"": -13.116439205764236}"
