stage,promotion,decision_scope,candidate,family,side,lookback_hours,trigger,horizon_hours,raw_n,raw_mean_bps,raw_median_bps,raw_hit_rate_pct,event_clock_n,event_clock_mean_bps,event_clock_median_bps,event_clock_hit_rate_pct,round_trip_cost_bps,event_clock_cost_stressed_mean_bps,directional_h1_all_drift_bps,directional_daily_anchor_drift_bps,h1_drift_adjusted_residual_bps,daily_anchor_adjusted_residual_bps,h1_benchmark_cost_adjusted_residual_bps,pre2025_n,pre2025_mean_bps,ex2025_n,ex2025_mean_bps,y2025_n,y2025_mean_bps,first_half_n,first_half_mean_bps,second_half_n,second_half_mean_bps,leave_one_year_out_min_mean_bps,median_mfe_bps,median_mae_bps,mean_mfe_bps,mean_mae_bps,classification,year_means_json,year_counts_json,leave_one_year_out_json
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RANGE_TOP_REV_SHORT_W120_Q0.1,ROLLING_RANGE_REVERSAL,SHORT,120,Short near top 0.9 of rolling 120H range,72,4010,-29.96246822600683,-29.42925397965257,41.39650872817955,192,-31.49132309747192,-35.72285182684154,38.54166666666667,8.0,-39.49132309747192,-25.002508867881488,-21.018360592288875,-6.488814229590432,-10.472962505183045,-14.488814229590432,111,-34.463208304687946,130,-25.347969592821435,62,-44.372548187868084,84,-38.934579889108605,108,-25.70212337064338,-38.014532424671586,82.69671063669048,-132.08464091823024,130.10045070086272,-164.77498684470768,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": -28.32032021962299, ""2023"": -19.829356365201104, ""2024"": -51.208989007923165, ""2025"": -44.372548187868084, ""2026"": 27.90421446071444}","{""2022"": 25, ""2023"": 41, ""2024"": 45, ""2025"": 62, ""2026"": 19}","{""2022"": -31.96602412709003, ""2023"": -34.65781737577062, ""2024"": -25.455302920803177, ""2025"": -25.347969592821435, ""2026"": -38.014532424671586}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RANGE_TOP_REV_SHORT_W24_Q0.05,ROLLING_RANGE_REVERSAL,SHORT,24,Short near top 0.95 of rolling 24H range,72,1503,-27.400982730389284,-23.533958263144417,42.049234863606124,263,-33.18677880460758,-31.805528005965922,41.44486692015209,8.0,-41.18677880460758,-25.002508867881488,-21.018360592288875,-8.18426993672609,-12.168418212318702,-16.18426993672609,159,-15.838919328942824,189,-16.616461379339935,74,-75.50826520157491,117,-11.101584483288798,146,-50.885187952513725,-42.24215736872802,86.33252489754328,-132.1672368580207,129.57572785410136,-156.88245335289398,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": 13.143065011822621, ""2023"": -15.028827717538698, ""2024"": -35.647227003320126, ""2025"": -75.50826520157491, ""2026"": -20.73743424644461}","{""2022"": 43, ""2023"": 51, ""2024"": 65, ""2025"": 74, ""2026"": 30}","{""2022"": -42.24215736872802, ""2023"": -37.55496515102508, ""2024"": -32.379055911090816, ""2025"": -16.616461379339935, ""2026"": -34.78969870480022}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RET_Z_UPSIDE_EXTREME_REV_SHORT_L72_T1.5,RETURN_ZSCORE_REVERSAL,SHORT,72,Short after 72H upside move with z >= +1.5,72,2654,-37.64964607105922,-49.9724057518669,38.50791258477769,119,-33.66408900922108,-18.893497291432304,44.537815126050425,8.0,-41.66408900922108,-25.002508867881488,-21.018360592288875,-8.661580141339591,-12.645728416932204,-16.66158014133959,78,-27.30433573550628,86,-23.071715391014205,33,-61.268456620305685,60,-39.55192595464444,59,-27.67645821726513,-37.65482087675768,86.66573289445978,-128.9237668161436,130.91117853954023,-156.911933055928,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": -17.0071212142857, ""2023"": -20.42660214041166, ""2024"": -42.39486220177874, ""2025"": -61.268456620305685, ""2026"": 18.196332967783633}","{""2022"": 23, ""2023"": 27, ""2024"": 28, ""2025"": 33, ""2026"": 8}","{""2022"": -37.65482087675768, ""2023"": -37.54900363376298, ""2024"": -30.977697257664882, ""2025"": -23.071715391014205, ""2026"": -37.40177707963584}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,BB_UPPER_REV_SHORT_W120_K2,BOLLINGER_REVERSAL,SHORT,120,Short when close is >= +2 sigma vs 120H rolling mean,72,2434,-12.786798978812143,-18.460524612683436,44.207066557107645,147,-34.07667749406262,-35.65722401156491,36.054421768707485,8.0,-42.07667749406262,-25.002508867881488,-21.018360592288875,-9.074168626181134,-13.058316901773747,-17.074168626181134,92,-18.51581828896906,106,-14.207134860393808,41,-85.4467145469625,68,-12.400323180680513,79,-52.73480525748014,-41.826618040109096,75.593612103384,-144.60505715572558,128.31519898387623,-168.1801251240963,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": 17.706951092320576, ""2023"": -9.27686774671394, ""2024"": -43.52538541312655, ""2025"": -85.4467145469625, ""2026"": 14.107070527386401}","{""2022"": 18, ""2023"": 35, ""2024"": 39, ""2025"": 41, ""2026"": 14}","{""2022"": -41.30230008751144, ""2023"": -41.826618040109096, ""2024"": -30.66464407884509, ""2025"": -14.207134860393808, ""2026"": -39.14865097000464}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W120_Q0.05,ROLLING_RANGE_REVERSAL,LONG,120,Long near bottom 0.05 of rolling 120H range,72,853,19.397586831385823,14.53634350172539,53.92731535756155,113,15.764777383674236,5.125768197811187,52.21238938053098,8.0,7.764777383674236,25.002508867881488,21.018360592288875,-9.237731484207252,-5.253583208614639,-17.237731484207252,80,7.225913017415323,93,-2.1351221196761845,20,98.99931007425371,68,8.972411411810308,45,26.02879707449084,-2.1351221196761845,117.10958895754243,-99.95649394943572,144.85645066338324,-142.64547614993637,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": -14.589417885114429, ""2023"": 22.268859420576963, ""2024"": 9.451642165547574, ""2025"": 98.99931007425371, ""2026"": -59.741492194085474}","{""2022"": 25, ""2023"": 33, ""2024"": 22, ""2025"": 20, ""2026"": 13}","{""2022"": 24.388128312307387, ""2023"": 13.081843543451873, ""2024"": 17.29102985399057, ""2025"": -2.1351221196761845, ""2026"": 25.580592428782996}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RANGE_TOP_REV_SHORT_W120_Q0.05,ROLLING_RANGE_REVERSAL,SHORT,120,Short near top 0.95 of rolling 120H range,72,2105,-24.75543021806621,-24.81078063107267,42.612826603325416,167,-34.853680953315546,-30.041408427832206,40.119760479041915,8.0,-42.853680953315546,-25.002508867881488,-21.018360592288875,-9.851172085434058,-13.835320361026671,-17.851172085434058,96,-33.6161951867664,113,-27.641858270930104,54,-49.94508767756657,70,-35.086404097815034,97,-34.685736416047895,-40.931710259341955,79.42074037568636,-123.81586526088783,134.34006150278307,-165.48531368017888,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": -23.393934856674683, ""2023"": -12.73640764527505, ""2024"": -59.315197259285, ""2025"": -49.94508767756657, ""2026"": 6.095573724380764}","{""2022"": 22, ""2023"": 36, ""2024"": 38, ""2025"": 54, ""2026"": 17}","{""2022"": -36.592401050736925, ""2023"": -40.931710259341955, ""2024"": -27.64796297171214, ""2025"": -27.641858270930104, ""2026"": -39.494596483454465}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RET_Z_DOWNSIDE_EXTREME_REV_LONG_L72_T1.5,RETURN_ZSCORE_REVERSAL,LONG,72,Long after 72H downside move with z <= -1.5,72,2449,22.279767413263286,12.12019065134129,52.59289505920785,115,14.48682872362124,25.795400669865742,55.65217391304348,8.0,6.48682872362124,25.002508867881488,21.018360592288875,-10.515680144260248,-6.531531868667635,-18.515680144260248,75,10.653179165362019,89,-5.1714982090261365,26,81.77879399306805,58,19.336420717137436,57,9.552156168815293,-5.1714982090261365,113.28890631125077,-104.62829722462708,142.59061652837207,-159.46956379197948,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": -0.7568404014937774, ""2023"": 33.71209741939499, ""2024"": -6.700729305243049, ""2025"": 81.77879399306805, ""2026"": -89.94655557181986}","{""2022"": 15, ""2023"": 30, ""2024"": 30, ""2025"": 26, ""2026"": 14}","{""2022"": 16.773379092388492, ""2023"": 7.701439772171684, ""2024"": 21.96479038086746, ""2025"": -5.1714982090261365, ""2026"": 28.962743378434865}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RSI_OVERBOUGHT_REV_SHORT_RSI14_T70,RSI_REVERSAL,SHORT,14,Short when RSI14 >= 70,72,1931,-29.644611779040623,-28.96262997151844,41.843604350077676,190,-36.429795930656034,-31.645486696826318,45.26315789473684,8.0,-44.429795930656034,-25.002508867881488,-21.018360592288875,-11.427287062774546,-15.41143533836716,-19.427287062774546,129,-13.909533182285937,144,-15.418170262468692,46,-102.20531976150338,97,-12.703473901835105,93,-61.17660492845851,-46.08414253295142,83.99469142241323,-123.70969121151154,127.71657607505063,-157.34979505859704,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": 19.42749512548156, ""2023"": -14.941714659118967, ""2024"": -30.017832176525406, ""2025"": -102.20531976150338, ""2026"": -28.39244915204036}","{""2022"": 28, ""2023"": 46, ""2024"": 55, ""2025"": 46, ""2026"": 15}","{""2022"": -46.08414253295142, ""2023"": -43.29404411461927, ""2024"": -39.04207746011665, ""2025"": -15.418170262468692, ""2026"": -37.118711368823085}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,BB_LOWER_REV_LONG_W48_K2.5,BOLLINGER_REVERSAL,LONG,48,Long when close is <= -2.5 sigma vs 48H rolling mean,72,638,15.308764511164275,25.861595293141804,59.09090909090909,155,12.67480168136757,14.767546957341615,55.483870967741936,8.0,4.674801681367571,25.002508867881488,21.018360592288875,-12.327707186513917,-8.343558910921304,-20.32770718651392,106,11.196855071679392,124,3.874121405130468,31,47.877522786316,85,11.384489061475774,70,14.241609862664765,3.874121405130468,106.65890323946714,-97.38606696781615,133.68124680313068,-136.28118293680416,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": -15.809049441263177, ""2023"": 31.568445079933078, ""2024"": 3.17042640309471, ""2025"": 47.877522786316, ""2026"": -39.24864352010208}","{""2022"": 24, ""2023"": 46, ""2024"": 36, ""2025"": 31, ""2026"": 18}","{""2022"": 17.89321715421595, ""2023"": 4.701337494816988, ""2024"": 15.55007487479466, ""2025"": 3.874121405130468, ""2026"": 19.496860174991326}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RANGE_TOP_REV_SHORT_W72_Q0.05,ROLLING_RANGE_REVERSAL,SHORT,72,Short near top 0.95 of rolling 72H range,72,1880,-24.17108559295514,-19.271188384335503,43.98936170212766,197,-37.486981445568986,-30.041408427832206,39.08629441624365,8.0,-45.486981445568986,-25.002508867881488,-21.018360592288875,-12.484472577687498,-16.46862085328011,-20.484472577687498,120,-25.43432853722803,138,-30.916924402580662,59,-52.85423351221965,89,-27.396149847812094,108,-45.80257415112792,-43.41317208759128,81.14471757862506,-123.41031153976778,115.67704185117101,-159.5134874847854,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": -8.676758744415078, ""2023"": -16.2629498439078, ""2024"": -43.05843543542257, ""2025"": -52.85423351221965, ""2026"": -67.46756350493155}","{""2022"": 28, ""2023"": 43, ""2024"": 49, ""2025"": 59, ""2026"": 18}","{""2022"": -42.260272780671414, ""2023"": -43.41317208759128, ""2024"": -35.64237843541477, ""2025"": -30.916924402580662, ""2026"": -34.47217431110795}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RANGE_BOTTOM_REV_LONG_W120_Q0.1,ROLLING_RANGE_REVERSAL,LONG,120,Long near bottom 0.1 of rolling 120H range,72,2073,15.505492547087334,11.730552173847553,52.91847563917028,138,10.093357048078854,13.245288341995343,52.89855072463768,8.0,2.093357048078854,25.002508867881488,21.018360592288875,-14.909151819802634,-10.925003544210021,-22.909151819802634,98,5.3667275980838145,113,-5.1362859468748425,25,78.93134338526956,81,1.9621430471311667,57,21.64824010205714,-5.1362859468748425,115.59788987794306,-100.41789139545344,139.0176938902913,-145.81135312921248,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": -16.807570642242464, ""2023"": 15.64226882286987, ""2024"": 15.6030830224791, ""2025"": 78.93134338526956, ""2026"": -73.75597444060472}","{""2022"": 31, ""2023"": 40, ""2024"": 27, ""2025"": 25, ""2026"": 15}","{""2022"": 17.887083762097177, ""2023"": 7.828495099184559, ""2024"": 8.753153432684194, ""2025"": -5.1362859468748425, ""2026"": 20.318885278406114}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RANGE_TOP_REV_SHORT_W48_Q0.05,ROLLING_RANGE_REVERSAL,SHORT,48,Short near top 0.95 of rolling 48H range,72,1723,-24.41183337347481,-20.080839575256082,43.41265235055136,214,-43.24156080271038,-37.07295548552314,40.654205607476634,8.0,-51.24156080271038,-25.002508867881488,-21.018360592288875,-18.239051934828893,-22.223200210421506,-26.239051934828893,131,-27.259576151887845,150,-33.86647808893319,64,-65.21441091312568,98,-24.872332746839877,116,-58.76039140163547,-52.17623232222311,83.6070953334389,-127.89236696800322,120.10100191775277,-159.55969245536747,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": -12.638683206336115, ""2023"": -10.610586557533487, ""2024"": -50.53735154052851, ""2025"": -65.21441091312568, ""2026"": -79.41932828645643}","{""2022"": 32, ""2023"": 46, ""2024"": 53, ""2025"": 64, ""2026"": 19}","{""2022"": -48.62228653394103, ""2023"": -52.17623232222311, ""2024"": -40.83984087038517, ""2025"": -33.86647808893319, ""2026"": -39.71654756070436}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RET_Z_DOWNSIDE_EXTREME_REV_LONG_L120_T1.5,RETURN_ZSCORE_REVERSAL,LONG,120,Long after 120H downside move with z <= -1.5,72,2295,5.360366557755251,-2.1930282587356853,49.45533769063181,85,6.012553733773619,-11.829780548330282,44.70588235294118,8.0,-1.9874462662263808,25.002508867881488,21.018360592288875,-18.98995513410787,-15.005806858515257,-26.98995513410787,51,-23.88417861972773,64,-13.675492505306941,21,66.01421846240008,38,-45.80011212023866,47,47.90364527531544,-13.675492505306941,107.62650174765076,-126.22759653592608,157.20841850254487,-192.1002743831212,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": -47.665975388978445, ""2023"": -37.06761557195232, ""2024"": 5.013205605298605, ""2025"": 66.01421846240008, ""2026"": 26.373968405113086}","{""2022"": 12, ""2023"": 20, ""2024"": 19, ""2025"": 21, ""2026"": 13}","{""2022"": 14.836421534773956, ""2023"": 19.267990443227745, ""2024"": 6.300244861667935, ""2025"": -13.675492505306941, ""2026"": 2.336187195892884}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RSI_OVERSOLD_REV_LONG_RSI28_T30,RSI_REVERSAL,LONG,28,Long when RSI28 <= 30,72,240,-26.926543028692315,-0.2592061380013444,49.583333333333336,36,5.538911509496706,17.19614894405419,58.333333333333336,8.0,-2.461088490503294,25.002508867881488,21.018360592288875,-19.46359735838478,-15.479449082792168,-27.46359735838478,27,28.3123352880225,33,-7.251074247274856,3,146.22875483398397,21,45.70756916789638,15,-50.69720921226282,-16.660658598856408,138.2855142242678,-83.216408211646,165.9587908187953,-165.97780858989321,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": 83.2374068887326, ""2023"": 19.822538086232935, ""2024"": -7.986904510934977, ""2025"": 146.22875483398397, ""2026"": -167.28641715611298}","{""2022"": 8, ""2023"": 9, ""2024"": 10, ""2025"": 3, ""2026"": 6}","{""2022"": -16.660658598856408, ""2023"": 0.7777026505846321, ""2024"": 10.74114844043197, ""2025"": -7.251074247274856, ""2026"": 40.10397724261864}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RET_Z_DOWNSIDE_EXTREME_REV_LONG_L120_T2,RETURN_ZSCORE_REVERSAL,LONG,120,Long after 120H downside move with z <= -2,72,1148,31.346850480026763,11.713249317703012,52.00348432055749,50,3.413513633179123,10.52745167096969,54.0,8.0,-4.586486366820877,25.002508867881488,21.018360592288875,-21.588995234702367,-17.604846959109754,-29.588995234702367,32,-25.35735270579618,38,-18.304052232863363,12,72.18580554231366,25,-38.951670997695985,25,45.778698264054235,-18.304052232863363,107.53546089392162,-149.52499743661696,136.39660615809578,-214.61861879641307,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": -32.30502018147008, ""2023"": -27.75507854989777, ""2024"": -18.7070103472097, ""2025"": 72.18580554231366, ""2026"": 19.313550289445022}","{""2022"": 7, ""2023"": 13, ""2024"": 12, ""2025"": 12, ""2026"": 6}","{""2022"": 9.228158672773182, ""2023"": 14.364640616422358, ""2024"": 10.398942258565063, ""2025"": -18.304052232863363, ""2026"": 1.2453268164155942}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RET_Z_DOWNSIDE_EXTREME_REV_LONG_L24_T2,RETURN_ZSCORE_REVERSAL,LONG,24,Long after 24H downside move with z <= -2,72,1081,-10.861511518907472,-3.002990979015241,49.121184088806665,127,2.84300345783582,-3.002990979015241,49.60629921259843,8.0,-5.15699654216418,25.002508867881488,21.018360592288875,-22.159505410045668,-18.175357134453055,-30.159505410045668,82,9.815081054374891,96,-2.358462383966161,31,18.95076864535165,64,11.186181876522586,63,-5.632606364322157,-2.358462383966161,100.74239905183634,-111.06513643589722,154.60177959296811,-167.02180968153067,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": 8.669145327678642, ""2023"": 15.953083021145138, ""2024"": 4.8948604423785635, ""2025"": 18.95076864535165, ""2026"": -73.66064537996373}","{""2022"": 19, ""2023"": 30, ""2024"": 33, ""2025"": 31, ""2026"": 14}","{""2022"": 1.8180340548079175, ""2023"": -1.2116603246309774, ""2024"": 2.1226706866665643, ""2025"": -2.358462383966161, ""2026"": 12.321331632430457}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RET_Z_DOWNSIDE_EXTREME_REV_LONG_L72_T2,RETURN_ZSCORE_REVERSAL,LONG,72,Long after 72H downside move with z <= -2,72,1113,24.604677001517167,2.0884020591638297,50.22461814914645,61,1.5121986170592812,-0.4084736894316432,49.18032786885246,8.0,-6.487801382940718,25.002508867881488,21.018360592288875,-23.49031025082221,-19.506161975229595,-31.49031025082221,40,-15.455725992469809,48,-10.004945354448928,13,44.03703789647417,31,-8.683863478347186,30,12.048129448979301,-10.004945354448928,104.45255772608463,-109.27943261019868,134.88617583199778,-187.77416257858195,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": 16.465702377867487, ""2023"": -10.809851032558205, ""2024"": -37.745812744549504, ""2025"": 44.03703789647417, ""2026"": 17.248957835655503}","{""2022"": 8, ""2023"": 17, ""2024"": 15, ""2025"": 13, ""2026"": 8}","{""2022"": -0.7449340260815802, ""2023"": 6.272990527138767, ""2024"": 14.313724061062144, ""2025"": -10.004945354448928, ""2026"": -0.8631612649929786}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RET_Z_DOWNSIDE_EXTREME_REV_LONG_L24_T2.5,RETURN_ZSCORE_REVERSAL,LONG,24,Long after 24H downside move with z <= -2.5,72,473,-12.149616444312564,-2.6468374428234576,48.625792811839325,79,-10.629131490161907,-10.90421817944165,46.835443037974684,8.0,-18.629131490161907,25.002508867881488,21.018360592288875,-35.6316403580434,-31.647492082450782,-43.6316403580434,51,15.554840419916815,60,-10.082454247362516,19,-12.355480677949473,39,21.134410369393457,40,-41.5985848032284,-20.974611582972642,97.21435765863706,-114.74224092582696,136.5001581999121,-178.98845859248425,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": -0.6515862548245366, ""2023"": 26.192024939235434, ""2024"": 16.175066932120437, ""2025"": -12.355480677949473, ""2026"": -155.3604573619454}","{""2022"": 12, ""2023"": 17, ""2024"": 22, ""2025"": 19, ""2026"": 9}","{""2022"": -12.416154517386515, ""2023"": -20.725255027254736, ""2024"": -20.974611582972642, ""2025"": -10.082454247362516, ""2026"": 7.979181836210255}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RET_Z_DOWNSIDE_EXTREME_REV_LONG_L72_T2.5,RETURN_ZSCORE_REVERSAL,LONG,72,Long after 72H downside move with z <= -2.5,72,470,54.52748188442214,24.057418293172983,55.74468085106383,31,-17.812628193567807,-15.938721920901733,48.38709677419355,8.0,-25.812628193567807,25.002508867881488,21.018360592288875,-42.81513706144929,-38.83098878585668,-50.81513706144929,20,-58.92617521616971,25,-29.547152471147168,6,31.081222963012888,16,-41.29290050196667,15,7.232995602057664,-38.155237174819895,87.74270678778339,-173.1980122695409,159.0012201487979,-242.35132869274074,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": -26.848703885688604, ""2023"": -24.101289691325558, ""2024"": -109.44636963195906, ""2025"": 31.081222963012888, ""2026"": 87.96893850894305}","{""2022"": 5, ""2023"": 7, ""2024"": 8, ""2025"": 6, ""2026"": 5}","{""2022"": -16.074921329698416, ""2023"": -15.978435256721788, ""2024"": 14.059977524133506, ""2025"": -29.547152471147168, ""2026"": -38.155237174819895}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RET_Z_UPSIDE_EXTREME_REV_SHORT_L72_T2.5,RETURN_ZSCORE_REVERSAL,SHORT,72,Short after 72H upside move with z >= +2.5,120,303,-133.53474542048735,-149.6781571891126,29.7029702970297,30,-19.015924849375022,-39.76713247172748,43.333333333333336,8.0,-27.015924849375022,-41.34868880772282,-34.35585536444943,22.3327639583478,15.33993051507441,14.332763958347801,20,-34.263692278543594,24,-3.207254203722639,6,-82.25060743198453,17,-29.269045762290503,13,-5.607997501716314,-45.3375957754915,133.00334659760102,-150.8271447232118,260.4532652967613,-241.62011963822962,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": -60.2031802218747, ""2023"": 4.2135035731542985, ""2024"": -81.09936006915265, ""2025"": -82.25060743198453, ""2026"": 152.07493617038213}","{""2022"": 4, ""2023"": 10, ""2024"": 6, ""2025"": 6, ""2026"": 4}","{""2022"": -12.679424022836608, ""2023"": -30.63063906063967, ""2024"": -3.495066044430603, ""2025"": -3.207254203722639, ""2026"": -45.3375957754915}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RET_Z_UPSIDE_EXTREME_REV_SHORT_L24_T1.5,RETURN_ZSCORE_REVERSAL,SHORT,24,Short after 24H upside move with z >= +1.5,120,2429,-50.077813257409645,-39.93305694574234,42.15726636475916,167,-28.98593948342516,-39.93305694574234,41.31736526946108,8.0,-36.985939483425156,-41.34868880772282,-34.35585536444943,12.362749324297663,5.369915881024273,4.362749324297663,108,-11.997532937902937,127,-7.8578610661040145,40,-96.06758845841978,83,-15.736782475337405,84,-42.07736843189283,-41.743194289664174,126.57786977007923,-158.07622576223812,182.00525254178055,-196.1535497782924,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": 31.720997180746693, ""2023"": -28.076581395343116, ""2024"": -28.013227324371154, ""2025"": -96.06758845841978, ""2026"": 15.672905363068812}","{""2022"": 29, ""2023"": 41, ""2024"": 38, ""2025"": 40, ""2026"": 19}","{""2022"": -41.743194289664174, ""2023"": -29.281841718435988, ""2024"": -29.27247484810773, ""2025"": -7.8578610661040145, ""2026"": -34.71916956506964}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,RET_Z_UPSIDE_EXTREME_REV_SHORT_L24_T2,RETURN_ZSCORE_REVERSAL,SHORT,24,Short after 24H upside move with z >= +2,120,1010,-57.325417755423466,-51.27745385922644,42.475247524752476,116,-29.71640577045783,-39.100175277207995,44.827586206896555,8.0,-37.716405770457825,-41.34868880772282,-34.35585536444943,11.632283037264994,4.639449593991603,3.632283037264994,78,-25.94532167148526,88,-17.029902035500964,28,-69.58827465175082,61,-37.60004745346035,55,-20.97273044930958,-37.473648873819556,107.81868200469447,-161.54185547249233,187.40100670659896,-198.53727162148465,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": -15.808042827030969, ""2023"": -19.986039945166468, ""2024"": -40.29655539018778, ""2025"": -69.58827465175082, ""2026"": 52.51037112517654}","{""2022"": 20, ""2023"": 31, ""2024"": 27, ""2025"": 28, ""2026"": 10}","{""2022"": -32.61398138367175, ""2023"": -33.265127424387614, ""2024"": -26.50669745885435, ""2025"": -17.029902035500964, ""2026"": -37.473648873819556}"
Stage39A_BENCHMARK_FIRST_REVERSAL_OR_MEAN_REVERSION_SCAN,NO_GO,RESEARCH_STAGE_ONLY_NO_PROMOTION,BB_UPPER_REV_SHORT_W72_K2.5,BOLLINGER_REVERSAL,SHORT,72,Short when close is >= +2.5 sigma vs 72H rolling mean,120,850,-47.52984007808545,-39.704369456726724,40.588235294117645,132,-31.819956391173946,-35.124472526821826,41.66666666666667,8.0,-39.819956391173946,-41.34868880772282,-34.35585536444943,9.528732416548877,2.5358989732754864,1.528732416548877,86,-18.534599955044094,96,-16.806347579647944,36,-71.85624655524327,67,-16.785746382233206,65,-47.31675747731286,-41.70301779446441,111.83197964834801,-159.62824201196435,173.16774215300563,-197.74195863317712,FAIL_BENCHMARK_RESEARCH_ONLY,"{""2022"": 20.41908245478996, ""2023"": -21.41492557089985, ""2024"": -42.44179775676289, ""2025"": -71.85624655524327, ""2026"": -1.9433771512410458}","{""2022"": 21, ""2023"": 35, ""2024"": 30, ""2025"": 36, ""2026"": 10}","{""2022"": -41.70301779446441, ""2023"": -35.57434895519037, ""2024"": -28.69588540129485, ""2025"": -16.806347579647944, ""2026"": -34.26885632887337}"
