queue_rank,rank,sibling_group,families,member_count,candidate_list,hours,weekdays,raw_signal_sum,max_member_signals,effective_signal_count,evidence_basis,good_sibling_count,secondary_sibling_count,weak_or_repair_count,family_pf_x4,family_avg_net_x4,family_win_rate_x4,family_tail_pf_x4,family_max_drawdown_x4,stage33a_decision,next_action,commercial_status
1,1,session_handoff_imbalance_v1::handoff_align_follow_hX_tp06_sl065,session_handoff_imbalance_v1,3,handoff_align_follow_h13_tp06_sl065;handoff_align_follow_h14_tp06_sl065;handoff_align_follow_h15_tp06_sl065,"13,14,15",none,42,14,42,ledger_dedup_timestamp_direction,2,0,1,2.047423,1.106688,0.754273,2.665711,-18.840375,FAMILY_PRE_COMMERCIAL_ACCELERATION_REVIEW_RESEARCH_ONLY,RUN_STAGE33B_PRE_COMMERCIAL_ROBUSTNESS_ON_FAMILY_NO_EA_NO_PAPER_LIVE,RESEARCH_ONLY_NO_EA_NO_PAPER_LIVE_NO_ORDER
