candidate_id,base_candidate_id,context_variant,cw,pct,buffer_bps,m30_sma,horizon_m5_bars,params,trade_count,oos_trade_count,mean_stress_bps,median_stress_bps,win_rate,t_stat,is_mean_stress_bps,is_win_rate,oos_mean_stress_bps,oos_win_rate,positive_year_count,negative_year_count,worst_year_mean_stress_bps,cost_x15_mean_stress_bps,cost_x2_mean_stress_bps,declustered_trade_count,declustered_mean_stress_bps,declustered_win_rate,max_direction_share,max_day_share,first_entry_utc,last_entry_utc,span_days,status,failures
S58A_S51_VSQ_CW48_P20_B5_M3040_H24_CTX_NO_ASIA_LATEUS,S51_VSQ_CW48_P20_B5_M3040_H24,CTX_NO_ASIA_LATEUS,48,20.0,5.0,40,24,"{""session_filter"": ""exclude_asia_late_us""}",1252,251,1.9627887116191742,-1.1683364528466478,0.476038338658147,1.7557797439930702,0.6879310899435432,0.46153846153846156,7.046981856229956,0.5338645418326693,3,2,-3.4237434145999046,0.4717868450423124,-1.0192150215345483,804,1.6844610340653385,0.48258706467661694,0.5335463258785943,0.005591054313099041,2022-05-02T12:05:00Z,2026-06-18T08:35:00Z,1507.8541666666667,NO_PASS,mean_stress_lt_min;median_stress_lt_min;win_rate_lt_min;positive_years_lt_min;negative_years_gt_max;worst_year_lt_min;cost_x2_mean_lt_min;declustered_win_rate_lt_min
S58A_S51_VSQ_CW48_P20_B5_M3040_H24_CTX_LONDON_OVERLAP_NY,S51_VSQ_CW48_P20_B5_M3040_H24,CTX_LONDON_OVERLAP_NY,48,20.0,5.0,40,24,"{""session_filter"": ""london_overlap_new_york""}",1252,251,1.9627887116191742,-1.1683364528466478,0.476038338658147,1.7557797439930702,0.6879310899435432,0.46153846153846156,7.046981856229956,0.5338645418326693,3,2,-3.4237434145999046,0.4717868450423124,-1.0192150215345483,804,1.6844610340653385,0.48258706467661694,0.5335463258785943,0.005591054313099041,2022-05-02T12:05:00Z,2026-06-18T08:35:00Z,1507.8541666666667,NO_PASS,mean_stress_lt_min;median_stress_lt_min;win_rate_lt_min;positive_years_lt_min;negative_years_gt_max;worst_year_lt_min;cost_x2_mean_lt_min;declustered_win_rate_lt_min
S58A_S51_VSQ_CW48_P20_B5_M3040_H24_CTX_LON_OV_NY_NO_ROLLOVER,S51_VSQ_CW48_P20_B5_M3040_H24,CTX_LON_OV_NY_NO_ROLLOVER,48,20.0,5.0,40,24,"{""combo_filter"": ""CTX_LONDON_OVERLAP_NY+CTX_NO_ROLLOVER""}",1252,251,1.9627887116191742,-1.1683364528466478,0.476038338658147,1.7557797439930702,0.6879310899435432,0.46153846153846156,7.046981856229956,0.5338645418326693,3,2,-3.4237434145999046,0.4717868450423124,-1.0192150215345483,804,1.6844610340653385,0.48258706467661694,0.5335463258785943,0.005591054313099041,2022-05-02T12:05:00Z,2026-06-18T08:35:00Z,1507.8541666666667,NO_PASS,mean_stress_lt_min;median_stress_lt_min;win_rate_lt_min;positive_years_lt_min;negative_years_gt_max;worst_year_lt_min;cost_x2_mean_lt_min;declustered_win_rate_lt_min
S58A_S51_VSQ_CW96_P20_B3_M3040_H24_CTX_OVERLAP_NY,S51_VSQ_CW96_P20_B3_M3040_H24,CTX_OVERLAP_NY,96,20.0,3.0,40,24,"{""session_filter"": ""overlap_new_york""}",931,187,-0.09784819041470155,-2.475389436497839,0.43823845327604727,-0.0788528940387766,-1.8503056617709928,0.4166666666666667,6.874495973698029,0.5240641711229946,1,4,-2.9690599279377294,-1.588850056991562,-3.0798519235684227,648,0.972811278658658,0.44907407407407407,0.5316863587540279,0.00644468313641246,2022-05-02T12:05:00Z,2026-06-18T20:35:00Z,1508.3541666666667,NO_PASS,mean_stress_lt_min;median_stress_lt_min;win_rate_lt_min;positive_years_lt_min;negative_years_gt_max;worst_year_lt_min;cost_x2_mean_lt_min;declustered_win_rate_lt_min
S58A_S51_VSQ_CW96_P20_B5_M3040_H12_CTX_NO_ROLLOVER,S51_VSQ_CW96_P20_B5_M3040_H12,CTX_NO_ROLLOVER,96,20.0,5.0,40,12,"{""rollover_filter"": ""exclude_rollover_like""}",1736,348,2.9464836784536717,0.7151121041596364,0.5172811059907834,4.244847558695628,1.9693345244630944,0.5043227665706052,6.843848694944826,0.5689655172413793,4,1,-1.1441703155118634,1.45548181187681,-0.03552005470005071,991,2.7287079768811338,0.513622603430878,0.5529953917050692,0.007488479262672811,2022-05-02T12:05:00Z,2026-06-19T03:35:00Z,1508.6458333333333,NO_PASS,win_rate_lt_min;worst_year_lt_min;cost_x2_mean_lt_min
S58A_S51_VSQ_CW96_P20_B5_M3020_H12_CTX_OVERLAP_NY,S51_VSQ_CW96_P20_B5_M3020_H12,CTX_OVERLAP_NY,96,20.0,5.0,20,12,"{""session_filter"": ""overlap_new_york""}",628,126,2.123320087080112,0.02207534608422046,0.5,1.7283913766680252,0.9390725817396284,0.4760956175298805,6.841512528992197,0.5952380952380952,2,3,-1.9636423897933115,0.6323182205032509,-0.8586836460736098,477,2.7775549720488453,0.4968553459119497,0.5318471337579618,0.009554140127388535,2022-05-02T12:05:00Z,2026-06-18T18:50:00Z,1508.28125,NO_PASS,win_rate_lt_min;positive_years_lt_min;negative_years_gt_max;worst_year_lt_min;cost_x2_mean_lt_min;declustered_win_rate_lt_min
S58A_S51_VSQ_CW96_P20_B5_M3040_H24_CTX_SPREAD_LE90,S51_VSQ_CW96_P20_B5_M3040_H24,CTX_SPREAD_LE90,96,20.0,5.0,40,24,"{""spread_filter"": ""spread_le_90""}",2006,402,3.7994891020835766,0.7289561837567837,0.5109670987038883,4.282696971689075,3.0564377416798014,0.5031172069825436,6.764300997824015,0.5422885572139303,5,0,0.5109569637380369,2.308487235506715,0.8174853689298542,1093,3.663660557286715,0.5160109789569991,0.5787637088733799,0.007477567298105683,2022-05-30T17:50:00Z,2026-06-19T03:35:00Z,1480.40625,NO_PASS,win_rate_lt_min
S58A_S51_VSQ_CW96_P20_B3_M3020_H24_CTX_OVERLAP_NY,S51_VSQ_CW96_P20_B3_M3020_H24,CTX_OVERLAP_NY,96,20.0,3.0,20,24,"{""session_filter"": ""overlap_new_york""}",1003,201,0.1008904663161667,-2.47535451284165,0.43668993020937186,0.08337332736185951,-1.5653912879287455,0.4226932668329177,6.749437565343131,0.4925373134328358,2,3,-3.2524009904800604,-1.3901114002606945,-2.881113266837555,700,0.9121100145151624,0.45285714285714285,0.5234297108673978,0.005982053838484547,2022-05-02T12:05:00Z,2026-06-18T20:35:00Z,1508.3541666666667,NO_PASS,mean_stress_lt_min;median_stress_lt_min;win_rate_lt_min;oos_win_rate_lt_min;positive_years_lt_min;negative_years_gt_max;worst_year_lt_min;cost_x2_mean_lt_min;declustered_win_rate_lt_min
S58A_S51_VSQ_CW96_P20_B5_M3020_H12_CTX_ALL,S51_VSQ_CW96_P20_B5_M3020_H12,CTX_ALL,96,20.0,5.0,20,12,"{""range_filter"": ""all"", ""session_filter"": ""all"", ""spread_filter"": ""all""}",2446,490,2.777437627817294,0.6870187417199403,0.5183973834832379,4.981575332708768,1.7941785054115944,0.5102249488752556,6.702447512359231,0.5510204081632653,5,0,0.15860164734603557,1.2864357612404334,-0.20456610533642738,1351,2.406887579479281,0.5203552923760177,0.562142273098937,0.006132461161079314,2022-05-02T12:05:00Z,2026-06-19T03:35:00Z,1508.6458333333333,NO_PASS,win_rate_lt_min;cost_x2_mean_lt_min
S58A_S51_VSQ_CW48_P20_B3_M3020_H24_CTX_NO_ROLLOVER,S51_VSQ_CW48_P20_B3_M3020_H24,CTX_NO_ROLLOVER,48,20.0,3.0,20,24,"{""rollover_filter"": ""exclude_rollover_like""}",3002,601,1.902079957350492,-0.9074797143767754,0.4753497668221186,2.9311745318833564,0.7119160418354044,0.4702207413577676,6.656794701363346,0.49584026622296173,3,2,-1.5354059762741692,0.4110780907736311,-1.0799237758032296,1441,3.504013054663979,0.5045107564191533,0.5353097934710194,0.0036642238507661557,2022-05-02T04:05:00Z,2026-06-19T10:35:00Z,1509.2708333333333,NO_PASS,mean_stress_lt_min;median_stress_lt_min;win_rate_lt_min;oos_win_rate_lt_min;positive_years_lt_min;negative_years_gt_max;worst_year_lt_min;cost_x2_mean_lt_min
S58A_S51_VSQ_CW48_P20_B5_M3040_H24_CTX_LON_OV_NY_SPREAD_LE90_RANGE_GT50,S51_VSQ_CW48_P20_B5_M3040_H24,CTX_LON_OV_NY_SPREAD_LE90_RANGE_GT50,48,20.0,5.0,40,24,"{""combo_filter"": ""CTX_LONDON_OVERLAP_NY+CTX_SPREAD_LE90+CTX_RANGE_GT50""}",963,193,3.0209022030600106,-0.1515584342656262,0.4984423676012461,2.158589016756839,2.112440520961117,0.4922077922077922,6.6453348207602625,0.5233160621761658,4,1,-3.4088236611503513,1.5299003364831503,0.038898469906289534,624,2.9622284439322266,0.5032051282051282,0.5524402907580478,0.007268951194184839,2022-07-05T20:20:00Z,2026-06-18T08:35:00Z,1443.5104166666667,NO_PASS,median_stress_lt_min;win_rate_lt_min;worst_year_lt_min
S58A_S51_VSQ_CW96_P20_B5_M3040_H12_CTX_SPREAD_LE90,S51_VSQ_CW96_P20_B5_M3040_H12,CTX_SPREAD_LE90,96,20.0,5.0,40,12,"{""spread_filter"": ""spread_le_90""}",2006,402,3.52438299300944,1.2264231352552213,0.5299102691924227,5.313624654488906,2.76522789271464,0.5224438902743143,6.5534496120961565,0.5597014925373134,5,0,0.40674697748218536,2.0333811264325794,0.5423792598557187,1093,3.23158067893878,0.5242451967063129,0.5787637088733799,0.007477567298105683,2022-05-30T17:50:00Z,2026-06-19T03:35:00Z,1480.40625,NO_PASS,win_rate_lt_min
S58A_S51_VSQ_CW48_P20_B3_M3020_H24_CTX_OVERLAP_NY,S51_VSQ_CW48_P20_B3_M3020_H24,CTX_OVERLAP_NY,48,20.0,3.0,20,24,"{""session_filter"": ""overlap_new_york""}",1538,308,0.5077204204278528,-1.9546384553800267,0.44148244473342,0.5770404590823383,-0.9976231221114912,0.4292682926829268,6.5193196325167895,0.4902597402597403,2,3,-1.9944554569576718,-0.9832814461490087,-2.4742833127258694,946,1.35467322597769,0.459830866807611,0.5156046814044213,0.004551365409622887,2022-05-02T12:05:00Z,2026-06-18T20:35:00Z,1508.3541666666667,NO_PASS,mean_stress_lt_min;median_stress_lt_min;win_rate_lt_min;oos_win_rate_lt_min;positive_years_lt_min;negative_years_gt_max;worst_year_lt_min;cost_x2_mean_lt_min;declustered_win_rate_lt_min
S58A_S51_VSQ_CW48_P20_B5_M3020_H24_CTX_LON_OV_NY_SPREAD_LE90,S51_VSQ_CW48_P20_B5_M3020_H24,CTX_LON_OV_NY_SPREAD_LE90,48,20.0,5.0,20,24,"{""combo_filter"": ""CTX_LONDON_OVERLAP_NY+CTX_SPREAD_LE90""}",1245,249,2.4817373535475293,-1.2156788771086124,0.4779116465863454,2.1479430257699437,1.5231493698527216,0.46987951807228917,6.316089288326763,0.5100401606425703,3,2,-3.5256465422035252,0.990735486970669,-0.5002663796061917,811,2.003618792776554,0.4808877928483354,0.5405622489959839,0.00642570281124498,2022-05-30T17:50:00Z,2026-06-18T08:35:00Z,1479.6145833333333,NO_PASS,median_stress_lt_min;win_rate_lt_min;oos_win_rate_lt_min;positive_years_lt_min;negative_years_gt_max;worst_year_lt_min;cost_x2_mean_lt_min;declustered_win_rate_lt_min
S58A_S51_VSQ_CW48_P20_B5_M3020_H24_CTX_NO_ASIA_LATEUS_SPREAD_LE90,S51_VSQ_CW48_P20_B5_M3020_H24,CTX_NO_ASIA_LATEUS_SPREAD_LE90,48,20.0,5.0,20,24,"{""combo_filter"": ""CTX_NO_ASIA_LATEUS+CTX_SPREAD_LE90""}",1245,249,2.4817373535475293,-1.2156788771086124,0.4779116465863454,2.1479430257699437,1.5231493698527216,0.46987951807228917,6.316089288326763,0.5100401606425703,3,2,-3.5256465422035252,0.990735486970669,-0.5002663796061917,811,2.003618792776554,0.4808877928483354,0.5405622489959839,0.00642570281124498,2022-05-30T17:50:00Z,2026-06-18T08:35:00Z,1479.6145833333333,NO_PASS,median_stress_lt_min;win_rate_lt_min;oos_win_rate_lt_min;positive_years_lt_min;negative_years_gt_max;worst_year_lt_min;cost_x2_mean_lt_min;declustered_win_rate_lt_min
S58A_S51_VSQ_CW96_P20_B5_M3020_H24_CTX_OVERLAP_NY,S51_VSQ_CW96_P20_B5_M3020_H24,CTX_OVERLAP_NY,96,20.0,5.0,20,24,"{""session_filter"": ""overlap_new_york""}",628,126,1.7469311555432898,-2.152985284845872,0.4601910828025478,0.9923769517955097,0.623538167316783,0.450199203187251,6.222671473715559,0.5,2,3,-3.3941743474222403,0.25592928896642775,-1.235072577610433,477,2.378332162025175,0.469601677148847,0.5318471337579618,0.009554140127388535,2022-05-02T12:05:00Z,2026-06-18T18:50:00Z,1508.28125,NO_PASS,mean_stress_lt_min;median_stress_lt_min;win_rate_lt_min;oos_win_rate_lt_min;positive_years_lt_min;negative_years_gt_max;worst_year_lt_min;cost_x2_mean_lt_min;declustered_win_rate_lt_min
S58A_S51_VSQ_CW96_P20_B5_M3040_H12_CTX_LON_OV_NY_SPREAD_LE90,S51_VSQ_CW96_P20_B5_M3040_H12,CTX_LON_OV_NY_SPREAD_LE90,96,20.0,5.0,40,12,"{""combo_filter"": ""CTX_LONDON_OVERLAP_NY+CTX_SPREAD_LE90""}",938,188,2.256821635602761,0.6034259960311306,0.5127931769722814,2.304685057618014,1.2753025500456892,0.49466666666666664,6.1724562854315055,0.5851063829787234,3,2,-1.1319876404847724,0.7658197690258994,-0.7251820975509613,627,2.730028997564431,0.518341307814992,0.5735607675906184,0.009594882729211088,2022-05-30T17:50:00Z,2026-06-18T18:50:00Z,1480.0416666666667,NO_PASS,win_rate_lt_min;positive_years_lt_min;negative_years_gt_max;worst_year_lt_min;cost_x2_mean_lt_min
S58A_S51_VSQ_CW96_P20_B5_M3040_H12_CTX_NO_ASIA_LATEUS_SPREAD_LE90,S51_VSQ_CW96_P20_B5_M3040_H12,CTX_NO_ASIA_LATEUS_SPREAD_LE90,96,20.0,5.0,40,12,"{""combo_filter"": ""CTX_NO_ASIA_LATEUS+CTX_SPREAD_LE90""}",938,188,2.256821635602761,0.6034259960311306,0.5127931769722814,2.304685057618014,1.2753025500456892,0.49466666666666664,6.1724562854315055,0.5851063829787234,3,2,-1.1319876404847724,0.7658197690258994,-0.7251820975509613,627,2.730028997564431,0.518341307814992,0.5735607675906184,0.009594882729211088,2022-05-30T17:50:00Z,2026-06-18T18:50:00Z,1480.0416666666667,NO_PASS,win_rate_lt_min;positive_years_lt_min;negative_years_gt_max;worst_year_lt_min;cost_x2_mean_lt_min
S58A_S51_VSQ_CW48_P20_B3_M3020_H24_CTX_SPREAD_LE90,S51_VSQ_CW48_P20_B3_M3020_H24,CTX_SPREAD_LE90,48,20.0,3.0,20,24,"{""spread_filter"": ""spread_le_90""}",3516,704,1.9660771710217282,-0.7777095669144818,0.48065984072810014,3.240816610180554,0.9222715272773161,0.4775960170697013,6.135369032114466,0.4928977272727273,3,2,-1.310835403229663,0.475075304444867,-1.0159265621319937,1572,3.5269259225518885,0.5133587786259542,0.5591581342434585,0.003697383390216155,2022-05-30T17:50:00Z,2026-06-19T10:35:00Z,1480.6979166666667,NO_PASS,mean_stress_lt_min;median_stress_lt_min;win_rate_lt_min;oos_win_rate_lt_min;positive_years_lt_min;negative_years_gt_max;worst_year_lt_min;cost_x2_mean_lt_min
S58A_S51_VSQ_CW96_P20_B5_M3040_H24_CTX_NO_ROLLOVER,S51_VSQ_CW96_P20_B5_M3040_H24,CTX_NO_ROLLOVER,96,20.0,5.0,40,24,"{""rollover_filter"": ""exclude_rollover_like""}",1736,348,3.1960426153506414,-0.03511081203300792,0.49942396313364057,3.5786956178088962,2.47753553308768,0.4877521613832853,6.061812242307515,0.5459770114942529,4,1,-1.6751836652914658,1.705040748773782,0.21403888219692124,991,2.2444985064441,0.4944500504540868,0.5529953917050692,0.007488479262672811,2022-05-02T12:05:00Z,2026-06-19T03:35:00Z,1508.6458333333333,NO_PASS,median_stress_lt_min;win_rate_lt_min;worst_year_lt_min;declustered_win_rate_lt_min
S58A_S51_VSQ_CW48_P20_B5_M3040_H12_CTX_NO_ASIA_LATEUS,S51_VSQ_CW48_P20_B5_M3040_H12,CTX_NO_ASIA_LATEUS,48,20.0,5.0,40,12,"{""session_filter"": ""exclude_asia_late_us""}",1252,251,1.8641256222064437,0.04289816457147433,0.5007987220447284,2.345288490407306,0.8141441801128613,0.47952047952047955,6.05150181159161,0.5856573705179283,4,1,-1.337283510548455,0.37312375562958344,-1.1178781109472773,804,1.8665672837092577,0.4962686567164179,0.5335463258785943,0.005591054313099041,2022-05-02T12:05:00Z,2026-06-18T08:35:00Z,1507.8541666666667,NO_PASS,mean_stress_lt_min;win_rate_lt_min;worst_year_lt_min;cost_x2_mean_lt_min;declustered_win_rate_lt_min
S58A_S51_VSQ_CW48_P20_B5_M3040_H12_CTX_LONDON_OVERLAP_NY,S51_VSQ_CW48_P20_B5_M3040_H12,CTX_LONDON_OVERLAP_NY,48,20.0,5.0,40,12,"{""session_filter"": ""london_overlap_new_york""}",1252,251,1.8641256222064437,0.04289816457147433,0.5007987220447284,2.345288490407306,0.8141441801128613,0.47952047952047955,6.05150181159161,0.5856573705179283,4,1,-1.337283510548455,0.37312375562958344,-1.1178781109472773,804,1.8665672837092577,0.4962686567164179,0.5335463258785943,0.005591054313099041,2022-05-02T12:05:00Z,2026-06-18T08:35:00Z,1507.8541666666667,NO_PASS,mean_stress_lt_min;win_rate_lt_min;worst_year_lt_min;cost_x2_mean_lt_min;declustered_win_rate_lt_min
S58A_S51_VSQ_CW48_P20_B5_M3040_H12_CTX_LON_OV_NY_NO_ROLLOVER,S51_VSQ_CW48_P20_B5_M3040_H12,CTX_LON_OV_NY_NO_ROLLOVER,48,20.0,5.0,40,12,"{""combo_filter"": ""CTX_LONDON_OVERLAP_NY+CTX_NO_ROLLOVER""}",1252,251,1.8641256222064437,0.04289816457147433,0.5007987220447284,2.345288490407306,0.8141441801128613,0.47952047952047955,6.05150181159161,0.5856573705179283,4,1,-1.337283510548455,0.37312375562958344,-1.1178781109472773,804,1.8665672837092577,0.4962686567164179,0.5335463258785943,0.005591054313099041,2022-05-02T12:05:00Z,2026-06-18T08:35:00Z,1507.8541666666667,NO_PASS,mean_stress_lt_min;win_rate_lt_min;worst_year_lt_min;cost_x2_mean_lt_min;declustered_win_rate_lt_min
S58A_S51_VSQ_CW96_P20_B5_M3040_H12_CTX_RANGE_50_90,S51_VSQ_CW96_P20_B5_M3040_H12,CTX_RANGE_50_90,96,20.0,5.0,40,12,"{""range_filter"": ""range_50_to_90""}",1388,278,2.747331315909993,1.4220089496023092,0.5280979827089337,4.313185927453955,1.9208611657333332,0.5171171171171172,6.047266088198094,0.5719424460431655,4,1,-0.3616064749467017,1.2563294493331316,-0.23467241724372911,875,2.3907620533232343,0.5257142857142857,0.5821325648414986,0.006484149855907781,2022-05-02T12:05:00Z,2026-06-19T03:35:00Z,1508.6458333333333,NO_PASS,win_rate_lt_min;worst_year_lt_min;cost_x2_mean_lt_min
S58A_S51_VSQ_CW96_P20_B5_M3020_H12_CTX_NO_ROLLOVER,S51_VSQ_CW96_P20_B5_M3020_H12,CTX_NO_ROLLOVER,96,20.0,5.0,20,12,"{""rollover_filter"": ""exclude_rollover_like""}",1908,382,2.5993542996690597,0.5179026740440507,0.5120545073375262,4.072595582333838,1.7380670756386383,0.5045871559633027,6.039993838596865,0.5418848167539267,4,1,-0.7448033178470943,1.1083524330921977,-0.38264943348466307,1104,2.0946522608812552,0.509963768115942,0.5455974842767296,0.006813417190775681,2022-05-02T12:05:00Z,2026-06-19T03:35:00Z,1508.6458333333333,NO_PASS,win_rate_lt_min;worst_year_lt_min;cost_x2_mean_lt_min
S58A_S51_VSQ_CW48_P20_B5_M3040_H12_CTX_LON_OV_NY_SPREAD_LE90,S51_VSQ_CW48_P20_B5_M3040_H12,CTX_LON_OV_NY_SPREAD_LE90,48,20.0,5.0,40,12,"{""combo_filter"": ""CTX_LONDON_OVERLAP_NY+CTX_SPREAD_LE90""}",1145,229,2.0834492042524966,0.07738052550975594,0.5021834061135371,2.4375074573312334,1.0989356902799146,0.4814410480349345,6.021503260142821,0.5851528384279476,4,1,-2.540247665312199,0.592447337675635,-0.8985545289012258,735,2.0457743251639173,0.4965986394557823,0.5449781659388646,0.00611353711790393,2022-05-30T17:50:00Z,2026-06-18T08:35:00Z,1479.6145833333333,NO_PASS,win_rate_lt_min;worst_year_lt_min;cost_x2_mean_lt_min;declustered_win_rate_lt_min
S58A_S51_VSQ_CW48_P20_B5_M3040_H12_CTX_NO_ASIA_LATEUS_SPREAD_LE90,S51_VSQ_CW48_P20_B5_M3040_H12,CTX_NO_ASIA_LATEUS_SPREAD_LE90,48,20.0,5.0,40,12,"{""combo_filter"": ""CTX_NO_ASIA_LATEUS+CTX_SPREAD_LE90""}",1145,229,2.0834492042524966,0.07738052550975594,0.5021834061135371,2.4375074573312334,1.0989356902799146,0.4814410480349345,6.021503260142821,0.5851528384279476,4,1,-2.540247665312199,0.592447337675635,-0.8985545289012258,735,2.0457743251639173,0.4965986394557823,0.5449781659388646,0.00611353711790393,2022-05-30T17:50:00Z,2026-06-18T08:35:00Z,1479.6145833333333,NO_PASS,win_rate_lt_min;worst_year_lt_min;cost_x2_mean_lt_min;declustered_win_rate_lt_min
S58A_S51_VSQ_CW48_P20_B5_M3020_H12_CTX_NO_ASIA_LATEUS,S51_VSQ_CW48_P20_B5_M3020_H12,CTX_NO_ASIA_LATEUS,48,20.0,5.0,20,12,"{""session_filter"": ""exclude_asia_late_us""}",1358,272,1.6818637377192627,-0.2898666779573911,0.49042709867452133,2.244720576448317,0.6000763699508976,0.4732965009208103,6.0010588899120725,0.5588235294117647,3,2,-1.1312345085303859,0.19086187114240172,-1.300139995434459,887,1.2389293676606705,0.4791431792559188,0.5279823269513991,0.005891016200294551,2022-05-02T12:05:00Z,2026-06-18T08:35:00Z,1507.8541666666667,NO_PASS,mean_stress_lt_min;median_stress_lt_min;win_rate_lt_min;positive_years_lt_min;negative_years_gt_max;worst_year_lt_min;cost_x2_mean_lt_min;declustered_win_rate_lt_min
S58A_S51_VSQ_CW48_P20_B5_M3020_H12_CTX_LONDON_OVERLAP_NY,S51_VSQ_CW48_P20_B5_M3020_H12,CTX_LONDON_OVERLAP_NY,48,20.0,5.0,20,12,"{""session_filter"": ""london_overlap_new_york""}",1358,272,1.6818637377192627,-0.2898666779573911,0.49042709867452133,2.244720576448317,0.6000763699508976,0.4732965009208103,6.0010588899120725,0.5588235294117647,3,2,-1.1312345085303859,0.19086187114240172,-1.300139995434459,887,1.2389293676606705,0.4791431792559188,0.5279823269513991,0.005891016200294551,2022-05-02T12:05:00Z,2026-06-18T08:35:00Z,1507.8541666666667,NO_PASS,mean_stress_lt_min;median_stress_lt_min;win_rate_lt_min;positive_years_lt_min;negative_years_gt_max;worst_year_lt_min;cost_x2_mean_lt_min;declustered_win_rate_lt_min
S58A_S51_VSQ_CW48_P20_B5_M3020_H12_CTX_LON_OV_NY_NO_ROLLOVER,S51_VSQ_CW48_P20_B5_M3020_H12,CTX_LON_OV_NY_NO_ROLLOVER,48,20.0,5.0,20,12,"{""combo_filter"": ""CTX_LONDON_OVERLAP_NY+CTX_NO_ROLLOVER""}",1358,272,1.6818637377192627,-0.2898666779573911,0.49042709867452133,2.244720576448317,0.6000763699508976,0.4732965009208103,6.0010588899120725,0.5588235294117647,3,2,-1.1312345085303859,0.19086187114240172,-1.300139995434459,887,1.2389293676606705,0.4791431792559188,0.5279823269513991,0.005891016200294551,2022-05-02T12:05:00Z,2026-06-18T08:35:00Z,1507.8541666666667,NO_PASS,mean_stress_lt_min;median_stress_lt_min;win_rate_lt_min;positive_years_lt_min;negative_years_gt_max;worst_year_lt_min;cost_x2_mean_lt_min;declustered_win_rate_lt_min
S58A_S51_VSQ_CW96_P20_B3_M3020_H12_CTX_NO_ROLLOVER,S51_VSQ_CW96_P20_B3_M3020_H12,CTX_NO_ROLLOVER,96,20.0,3.0,20,12,"{""rollover_filter"": ""exclude_rollover_like""}",2908,582,1.6345915971799487,-0.3366183843869286,0.4879642365887208,3.5065685476657973,0.5488925134869085,0.4759243336199484,5.973657007265881,0.5360824742268041,2,3,-0.505839552335104,0.14358973060308777,-1.347412135973773,1432,1.9288370230866334,0.5048882681564246,0.5419532324621733,0.004814305364511692,2022-05-02T12:05:00Z,2026-06-19T15:35:00Z,1509.1458333333333,NO_PASS,mean_stress_lt_min;median_stress_lt_min;win_rate_lt_min;positive_years_lt_min;negative_years_gt_max;worst_year_lt_min;cost_x2_mean_lt_min
S58A_S51_VSQ_CW96_P20_B5_M3040_H24_CTX_LON_OV_NY_SPREAD_LE90_RANGE_GT50,S51_VSQ_CW96_P20_B5_M3040_H24,CTX_LON_OV_NY_SPREAD_LE90_RANGE_GT50,96,20.0,5.0,40,24,"{""combo_filter"": ""CTX_LONDON_OVERLAP_NY+CTX_SPREAD_LE90+CTX_RANGE_GT50""}",790,158,3.3281782298924427,0.42524564983691837,0.5063291139240507,2.065332628074611,2.6697635661579517,0.5031645569620253,5.961836884830406,0.5189873417721519,5,0,1.1238839471584483,1.8371763633155807,0.3461744967387199,523,4.024554310536165,0.5200764818355641,0.5822784810126582,0.01139240506329114,2022-07-06T19:50:00Z,2026-06-18T18:50:00Z,1442.9583333333333,NO_PASS,win_rate_lt_min;oos_win_rate_lt_min
S58A_S51_VSQ_CW48_P20_B3_M3020_H24_CTX_ALL,S51_VSQ_CW48_P20_B3_M3020_H24,CTX_ALL,48,20.0,3.0,20,24,"{""range_filter"": ""all"", ""session_filter"": ""all"", ""spread_filter"": ""all""}",3883,777,1.7065941101539073,-0.8214654504731311,0.4782384754056142,3.035274000246794,0.6519376586095786,0.474243399871217,5.922505227910258,0.4942084942084942,3,2,-1.130660564947079,0.21559224357704565,-1.275409622999815,1731,3.283081014328139,0.5089543616406701,0.5469997424671645,0.003347926860674736,2022-05-02T04:05:00Z,2026-06-19T10:35:00Z,1509.2708333333333,NO_PASS,mean_stress_lt_min;median_stress_lt_min;win_rate_lt_min;oos_win_rate_lt_min;positive_years_lt_min;negative_years_gt_max;worst_year_lt_min;cost_x2_mean_lt_min
S58A_S51_VSQ_CW96_P20_B3_M3020_H12_CTX_SPREAD_LE90,S51_VSQ_CW96_P20_B3_M3020_H12,CTX_SPREAD_LE90,96,20.0,3.0,20,12,"{""spread_filter"": ""spread_le_90""}",3433,687,1.9044414103600027,-0.07053699542759029,0.4966501602097291,4.446160063180719,0.903003370709465,0.4857975236707939,5.90727817437802,0.5400291120815138,3,2,-0.4155225978316762,0.41343954378314063,-1.07756232279372,1559,2.2595179407546357,0.5157152020525978,0.5662685697640547,0.004369356248179435,2022-05-30T17:50:00Z,2026-06-19T15:35:00Z,1480.90625,NO_PASS,mean_stress_lt_min;median_stress_lt_min;win_rate_lt_min;positive_years_lt_min;negative_years_gt_max;worst_year_lt_min;cost_x2_mean_lt_min
S58A_S51_VSQ_CW48_P20_B5_M3040_H24_CTX_RANGE_50_90,S51_VSQ_CW48_P20_B5_M3040_H24,CTX_RANGE_50_90,48,20.0,5.0,40,24,"{""range_filter"": ""range_50_to_90""}",1446,290,2.2723126839640684,0.40537318083765816,0.5062240663900415,2.6488290841855764,1.3636327146898979,0.4991349480968858,5.894499044243177,0.5344827586206896,4,1,-0.39663792708555884,0.7813108173872072,-0.7096910491896535,896,2.3456039808375357,0.5167410714285714,0.5629322268326418,0.005532503457814661,2022-05-02T12:05:00Z,2026-06-19T02:05:00Z,1508.5833333333333,NO_PASS,win_rate_lt_min;worst_year_lt_min;cost_x2_mean_lt_min
