candidate_id,time_utc,entry_time_utc,exit_time_utc,direction,entry_price,exit_price,entry_spread_cost_bps,gross_bps,stress_bps,horizon_m5_bars,session,spread_regime,range_regime,p95_spread_flag,rollover_like,hour_utc,weekday,range_bps,spread_cost_bps,entry_date_utc,entry_year
S51_VSQ_CW48_P20_B5_M3040_H24,2022-05-05 23:45:00+00:00,2022-05-05 23:50:00,2022-05-06 01:50:00,-1,1874.98,1869.42,2.666695111414522,29.653649638928805,26.671645905775083,24,late_us,spread_le_99,range_le_75,True,True,23,3,12.165774687718292,2.6679330455522887,2022-05-05,2022
S51_VSQ_CW48_P20_B5_M3040_H24,2022-05-06 00:45:00+00:00,2022-05-06 00:50:00,2022-05-06 02:50:00,-1,1872.17,1875.24,2.6706976396374262,-16.39808350737404,-19.38008724052776,24,asia,spread_le_99,range_le_75,True,True,0,4,15.222244773696689,2.670569258543151,2022-05-06,2022
S51_VSQ_CW48_P20_B5_M3040_H24,2022-05-09 02:30:00+00:00,2022-05-09 02:35:00,2022-05-09 04:35:00,-1,1875.55,1873.97,2.6658846738290105,8.424195569298742,5.442191836145021,24,asia,spread_le_99,range_le_90,True,False,2,0,19.42327805169512,2.6680326994087635,2022-05-09,2022
S51_VSQ_CW48_P20_B5_M3040_H24,2022-05-10 00:00:00+00:00,2022-05-10 00:05:00,2022-05-10 02:05:00,-1,1853.02,1854.9,2.698297913676053,-10.145600155422319,-13.12760388857604,24,asia,spread_le_99,range_le_50,True,True,0,1,9.930165035026205,2.69841441169169,2022-05-10,2022
S51_VSQ_CW48_P20_B5_M3040_H24,2022-05-10 08:15:00+00:00,2022-05-10 08:20:00,2022-05-10 10:20:00,1,1861.8,1856.49,2.6855731012998176,-28.520786335803905,-31.502790068957626,24,london,spread_le_99,range_le_75,True,False,8,1,16.216158166608725,2.6847943984449674,2022-05-10,2022
S51_VSQ_CW48_P20_B5_M3040_H24,2022-05-10 10:30:00+00:00,2022-05-10 10:35:00,2022-05-10 12:35:00,1,1858.21,1860.75,2.6907615393308615,13.66906861980155,10.687064886647828,24,london,spread_le_99,range_le_75,True,False,10,1,11.622150958827895,2.6903127219508,2022-05-10,2022
S51_VSQ_CW48_P20_B5_M3040_H24,2022-05-10 23:30:00+00:00,2022-05-10 23:35:00,2022-05-11 01:35:00,-1,1836.23,1834.59,2.7229704339870278,8.93134302347831,5.949339290324589,24,late_us,spread_le_99,range_le_90,True,True,23,1,21.472910887420117,2.724988691296931,2022-05-10,2022
S51_VSQ_CW48_P20_B5_M3040_H24,2022-05-11 22:30:00+00:00,2022-05-11 22:35:00,2022-05-12 00:35:00,1,1852.08,1856.6,2.96963414107382,24.40499330482515,21.42298957167143,24,late_us,spread_gt_99,range_le_25,True,True,22,2,6.908984918981209,2.9687044573748014,2022-05-11,2022
S51_VSQ_CW48_P20_B5_M3040_H24,2022-05-11 23:30:00+00:00,2022-05-11 23:35:00,2022-05-12 01:35:00,1,1854.06,1857.51,2.69678435433589,18.60781204491735,15.625808311763628,24,late_us,spread_le_99,range_le_25,True,True,23,2,6.5794086082395085,2.696478937803017,2022-05-11,2022
S51_VSQ_CW48_P20_B5_M3040_H24,2022-05-12 04:30:00+00:00,2022-05-12 04:35:00,2022-05-12 06:35:00,-1,1850.83,1853.25,2.701490682558636,-13.075214903583987,-16.05721863673771,24,asia,spread_le_99,range_le_75,True,False,4,3,16.269654661715453,2.7026004421454326,2022-05-12,2022
S51_VSQ_CW48_P20_B5_M3040_H24,2022-05-12 17:30:00+00:00,2022-05-12 17:35:00,2022-05-12 19:35:00,-1,1822.52,1823.85,2.743454118473323,-7.297587955139573,-10.279591688293294,24,new_york,spread_le_99,range_le_90,True,False,17,3,20.95217200526512,2.742430890741553,2022-05-12,2022
S51_VSQ_CW48_P20_B5_M3040_H24,2022-05-12 22:15:00+00:00,2022-05-12 22:20:00,2022-05-13 00:20:00,-1,1822.4,1822.96,3.0179982440737487,-3.0728709394201026,-6.054874672573824,24,late_us,spread_gt_99,range_gt_90,True,True,22,3,26.928255433736506,3.0225592833786714,2022-05-12,2022
S51_VSQ_CW48_P20_B5_M3040_H24,2022-05-13 17:15:00+00:00,2022-05-13 17:20:00,2022-05-13 19:20:00,-1,1811.36,1807.81,2.760356858934723,19.598533698436114,16.616529965282393,24,new_york,spread_gt_99,range_le_75,True,False,17,4,13.7086253786456,2.7638357618236897,2022-05-13,2022
S51_VSQ_CW48_P20_B5_M3040_H24,2022-05-16 03:15:00+00:00,2022-05-16 03:20:00,2022-05-16 05:20:00,-1,1810.51,1807.49,2.8168858498434144,16.680382875543522,13.6983791423898,24,asia,spread_gt_99,range_le_75,True,False,3,0,14.145991048239738,2.7628888766093826,2022-05-16,2022
S51_VSQ_CW48_P20_B5_M3040_H24,2022-05-16 04:30:00+00:00,2022-05-16 04:35:00,2022-05-16 06:35:00,-1,1809.6,1805.38,2.7630415561450046,23.32007073386322,20.338067000709497,24,asia,spread_gt_99,range_le_75,True,False,4,0,12.056921945256246,2.765349070013108,2022-05-16,2022
S51_VSQ_CW48_P20_B5_M3040_H24,2022-05-16 23:15:00+00:00,2022-05-16 23:20:00,2022-05-17 01:20:00,1,1825.54,1824.03,2.73891560853227,-8.27152513776741,-11.253528870921132,24,late_us,spread_le_99,range_le_50,True,True,23,0,8.049854335969309,2.7380456925065166,2022-05-16,2022
S51_VSQ_CW48_P20_B5_M3040_H24,2022-05-17 17:30:00+00:00,2022-05-17 17:35:00,2022-05-17 19:35:00,-1,1819.47,1816.81,2.7480530044463496,14.619641983655285,11.637638250501563,24,new_york,spread_le_99,range_le_75,True,False,17,1,11.106162820745332,2.74905020315481,2022-05-17,2022
S51_VSQ_CW48_P20_B5_M3040_H24,2022-05-17 18:00:00+00:00,2022-05-17 18:05:00,2022-05-17 20:05:00,-1,1819.62,1815.62,2.7478264692628134,21.98261175410221,19.000608020948487,24,new_york,spread_le_99,range_gt_90,True,False,18,1,27.630087073302192,2.752000704512181,2022-05-17,2022
S51_VSQ_CW48_P20_B5_M3040_H24,2022-05-17 20:15:00+00:00,2022-05-17 20:20:00,2022-05-17 23:20:00,-1,1814.18,1813.78,2.756066101489378,2.2048528811924317,-0.7771508519612902,24,new_york,spread_gt_99,range_le_75,True,False,20,1,14.397299265240727,2.758103307517487,2022-05-17,2022
S51_VSQ_CW48_P20_B5_M3040_H24,2022-05-18 18:15:00+00:00,2022-05-18 18:20:00,2022-05-18 20:20:00,1,1818.01,1815.48,2.7502598995605085,-13.916315091776488,-16.89831882493021,24,new_york,spread_le_99,range_le_75,True,False,18,2,13.911494303435383,2.749307174592003,2022-05-18,2022
S51_VSQ_CW48_P20_B5_M3040_H24,2022-05-19 19:30:00+00:00,2022-05-19 19:35:00,2022-05-19 22:35:00,1,1840.89,1841.33,2.716077549446192,2.3901482435118027,-0.5918554896419193,24,new_york,spread_le_99,range_le_75,True,False,19,3,11.995158515205825,2.7138367681460696,2022-05-19,2022
S51_VSQ_CW48_P20_B5_M3040_H24,2022-05-19 23:15:00+00:00,2022-05-19 23:20:00,2022-05-20 01:20:00,1,1842.75,1838.83,2.71333604666938,-21.27255460588784,-24.254558339041562,24,late_us,spread_le_99,range_le_75,True,True,23,3,14.316314633551693,2.7114232260513544,2022-05-19,2022
S51_VSQ_CW48_P20_B5_M3040_H24,2022-05-20 17:15:00+00:00,2022-05-20 17:20:00,2022-05-20 19:20:00,1,1841.87,1843.14,2.7146324116251423,6.895166325529001,3.913162592375279,24,new_york,spread_le_99,range_le_75,True,False,17,4,16.868071073699518,2.7119085327490073,2022-05-20,2022
S51_VSQ_CW48_P20_B5_M3040_H24,2022-05-23 00:00:00+00:00,2022-05-23 00:05:00,2022-05-23 02:05:00,1,1846.73,1850.31,2.707488371337445,19.385616738776257,16.403613005622535,24,asia,spread_le_99,range_le_50,True,True,0,0,9.797553318177831,2.7065064414853306,2022-05-23,2022
S51_VSQ_CW48_P20_B5_M3040_H24,2022-05-23 17:00:00+00:00,2022-05-23 17:05:00,2022-05-23 19:05:00,-1,1848.86,1856.18,2.704369178845343,-39.591964778296074,-42.5739685114498,24,new_york,spread_le_99,range_le_50,True,False,17,0,10.927010813413078,2.7047056468844497,2022-05-23,2022
