source,family,name,events,pf_x1,pf_x4,pf_x6,test20_pf_x1,pf_2026_x1,boot_pf_p05_x1,median_x1,total_x1,rank_score,decision
M1_EXACT,day_open_reclaim_reversal,day_open_reclaim_rev_ext0.45_rec0.0_h180_e16_tp0.6_sl0.65,765,0.7781,0.5126,0.3773,0.7375,0.8528,0.6823,-2.0727,-505.6407,15.087,STAGE24D_REJECT
M1_EXACT,day_open_reclaim_reversal,day_open_reclaim_rev_ext0.45_rec0.05_h180_e16_tp0.6_sl0.65,746,0.7789,0.5134,0.3781,0.7338,0.8275,0.6601,-2.0787,-491.6318,15.0564,STAGE24D_REJECT
M1_EXACT,day_open_reclaim_reversal,day_open_reclaim_rev_ext0.45_rec0.0_h90_e16_tp0.6_sl0.65,765,0.7581,0.4922,0.3575,0.6916,0.7813,0.6719,-2.0638,-542.5487,14.9905,STAGE24D_REJECT
M1_EXACT,day_open_reclaim_reversal,day_open_reclaim_rev_ext0.45_rec0.05_h90_e16_tp0.6_sl0.65,746,0.7579,0.4923,0.3577,0.6867,0.7554,0.6538,-2.0787,-529.8909,14.9605,STAGE24D_REJECT
