stage,family,candidate,side,horizon_h,description,event_clock_n,raw_mean_bps,cost_stressed_mean_bps,slip16_mean_bps,median_cost_bps,win_rate_cost_pct,h1_benchmark_cost_mean_bps,h1_benchmark_cost_adjusted_residual_bps,train_n,oos_n,train_cost_mean_bps,oos_cost_mean_bps,train_win_rate_cost_pct,oos_win_rate_cost_pct,worst_quarter_cost_mean_bps,worst_quarter_slip16_mean_bps,positive_quarter_pct,quarters_n,worst_year_cost_mean_bps,positive_year_pct,years_n,top_quarter_event_share_pct,top_year_event_share_pct,ex2025_n,ex2025_cost_mean_bps,median_mae_bps,median_mfe_bps,touch_stop_100bps_pct,oos_median_mae_bps,oos_touch_stop_100bps_pct,boot_p10_bps,boot_p50_bps,boot_prob_mean_gt_0_pct,promotion,EA,paper_live,live,classification,failed_reasons
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41D_ASIA_RANGE_BREAK_RETEST,ASIA_BREAK_RETEST_LONG_TOL30,LONG,48,London/early-NY break and retest/hold of a completed Asia range high.,215,32.40514367792529,24.405143677925288,8.405143677925288,10.988406221687182,54.88372093023256,8.925949996548983,15.479193681376305,150,65,16.75149445736861,42.06741110997917,56.00000000000001,52.307692307692314,-55.08500686080655,-71.08500686080654,76.47058823529412,17,-2.8454317422144983,80.0,5,9.30232558139535,29.767441860465116,151,14.698445407905833,-68.13749731742091,103.8819026790594,36.27906976744186,-77.18384310420822,44.61538461538462,10.435386410348832,24.36381234671557,98.9,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W120_NO_HTF,LONG,48,Compression-to-expansion candidate requiring two-bar confirmation and explicit trend/volatility gate.,63,31.89138310110785,23.89138310110785,7.891383101107846,28.694438545459285,55.55555555555556,8.925949996548983,14.965433104558866,44,19,1.9021198187798882,74.81388754439367,54.54545454545454,57.89473684210527,-186.4769719086063,-202.4769719086063,62.5,16,-126.281359058264,60.0,5,14.285714285714285,30.158730158730158,51,1.036385916358195,-68.52985276405433,102.0077462132285,39.682539682539684,-95.54910498306701,47.368421052631575,-5.93086177833308,22.66427572631598,84.89999999999999,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10;boot_p10_gt_minus5
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_SHORT_W120_NO_HTF,SHORT,72,Compression-to-expansion candidate requiring two-bar confirmation and explicit trend/volatility gate.,51,31.075296149199296,23.075296149199293,7.075296149199296,17.63798854505417,54.90196078431373,-32.979631301670224,56.05492745086951,35,16,1.8855460937245372,69.42787439555033,54.285714285714285,56.25,-125.57513317321472,-141.5751331732147,60.0,15,-10.627245388858846,60.0,5,11.76470588235294,35.294117647058826,43,25.426724933326458,-90.75101468113411,113.85880286619798,41.17647058823529,-102.40996773205168,50.0,-27.10648361583105,20.903595698053156,69.6,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10;boot_p10_gt_minus5;boot_prob_gt_70
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W168_TOL20,LONG,24,H1 retest/hold of prior multi-day structure high with H4/D1 proxy trend agreement.,94,30.365217647281536,22.365217647281536,6.365217647281534,11.105519395434811,55.319148936170215,0.5020487823169345,21.863168864964603,65,29,11.700071450924648,46.269855673598684,53.84615384615385,58.620689655172406,-157.27389007335313,-173.27389007335313,68.75,16,-15.817200698009673,80.0,5,13.829787234042554,43.61702127659575,53,5.409859537947305,-53.63510522935655,76.48912174777145,19.148936170212767,-67.82693433084353,27.586206896551722,7.234758524179484,23.204902068838727,96.5,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W168_TOL35,LONG,24,H1 retest/hold of prior multi-day structure high with H4/D1 proxy trend agreement.,94,30.365217647281536,22.365217647281536,6.365217647281534,11.105519395434811,55.319148936170215,0.5020487823169345,21.863168864964603,65,29,11.700071450924648,46.269855673598684,53.84615384615385,58.620689655172406,-157.27389007335313,-173.27389007335313,68.75,16,-15.817200698009673,80.0,5,13.829787234042554,43.61702127659575,53,5.409859537947305,-53.63510522935655,76.48912174777145,19.148936170212767,-67.82693433084353,27.586206896551722,7.234758524179484,23.204902068838727,96.5,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W168_TOL50,LONG,24,H1 retest/hold of prior multi-day structure high with H4/D1 proxy trend agreement.,94,30.365217647281536,22.365217647281536,6.365217647281534,11.105519395434811,55.319148936170215,0.5020487823169345,21.863168864964603,65,29,11.700071450924648,46.269855673598684,53.84615384615385,58.620689655172406,-157.27389007335313,-173.27389007335313,68.75,16,-15.817200698009673,80.0,5,13.829787234042554,43.61702127659575,53,5.409859537947305,-53.63510522935655,76.48912174777145,19.148936170212767,-67.82693433084353,27.586206896551722,7.234758524179484,23.204902068838727,96.5,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41D_ASIA_RANGE_BREAK_RETEST,ASIA_BREAK_RETEST_LONG_TOL15,LONG,48,London/early-NY break and retest/hold of a completed Asia range high.,213,30.131827587791253,22.131827587791253,6.131827587791258,9.533918510044266,54.460093896713616,8.925949996548983,13.20587759124227,149,64,15.045122716085453,38.630562367231335,55.70469798657718,51.5625,-55.08500686080655,-71.08500686080654,76.47058823529412,17,-10.899735143707835,60.0,5,9.389671361502346,30.046948356807512,149,11.611243572514685,-68.37790832714963,103.44506549796684,36.61971830985916,-80.11163597457849,45.3125,8.75808619365433,22.07731663998017,98.8,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41D_ASIA_RANGE_BREAK_RETEST,ASIA_BREAK_RETEST_LONG_TOL45,LONG,48,London/early-NY break and retest/hold of a completed Asia range high.,217,29.44479664560927,21.444796645609262,5.444796645609265,8.852718053534943,53.91705069124424,8.925949996548983,12.51884664906028,151,66,14.919974310874316,36.37279925992711,55.62913907284768,50.0,-62.978501319257184,-78.97850131925719,70.58823529411765,17,-7.453306524796903,60.0,5,9.216589861751153,29.493087557603687,153,10.626668221810808,-68.37790832714963,103.44506549796684,36.86635944700461,-83.3996362721906,46.96969696969697,8.20908246316503,22.757284515895186,97.8,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL20,LONG,24,H1 retest/hold of prior multi-day structure high with H4/D1 proxy trend agreement.,113,28.985186082249523,20.985186082249523,4.985186082249525,10.771536592745441,53.98230088495575,0.5020487823169345,20.48313729993259,79,34,8.580655309187723,49.80747817259902,51.89873417721519,58.82352941176471,-120.39194491817427,-136.39194491817426,68.75,16,-8.845744720240553,80.0,5,12.389380530973451,40.707964601769916,67,6.752233153530212,-47.5879229878351,71.94419582052359,17.699115044247787,-65.34757737162556,26.47058823529412,7.500270131985308,20.961568229804698,98.1,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL35,LONG,24,H1 retest/hold of prior multi-day structure high with H4/D1 proxy trend agreement.,113,28.985186082249523,20.985186082249523,4.985186082249525,10.771536592745441,53.98230088495575,0.5020487823169345,20.48313729993259,79,34,8.580655309187723,49.80747817259902,51.89873417721519,58.82352941176471,-120.39194491817427,-136.39194491817426,68.75,16,-8.845744720240553,80.0,5,12.389380530973451,40.707964601769916,67,6.752233153530212,-47.5879229878351,71.94419582052359,17.699115044247787,-65.34757737162556,26.47058823529412,7.500270131985308,20.961568229804698,98.1,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL50,LONG,24,H1 retest/hold of prior multi-day structure high with H4/D1 proxy trend agreement.,113,28.985186082249523,20.985186082249523,4.985186082249525,10.771536592745441,53.98230088495575,0.5020487823169345,20.48313729993259,79,34,8.580655309187723,49.80747817259902,51.89873417721519,58.82352941176471,-120.39194491817427,-136.39194491817426,68.75,16,-8.845744720240553,80.0,5,12.389380530973451,40.707964601769916,67,6.752233153530212,-47.5879229878351,71.94419582052359,17.699115044247787,-65.34757737162556,26.47058823529412,7.500270131985308,20.961568229804698,98.1,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL20,LONG,72,H1 retest/hold of prior multi-day structure high with H4/D1 proxy trend agreement.,85,28.507884606625854,20.507884606625854,4.507884606625856,13.344294035823275,54.11764705882353,16.979631301670224,3.52825330495563,59,26,32.164509557439736,-5.943687397144112,50.847457627118644,61.53846153846154,-239.5762725944459,-255.5762725944459,56.25,16,-140.75892617580988,60.0,5,11.76470588235294,41.17647058823529,50,0.04137986389072736,-82.98614447955654,147.97809078667345,43.529411764705884,-100.68288200796306,50.0,-11.827556355506527,21.69893395467426,79.60000000000001,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,oos_gt_0;worst_quarter_slip16_gt_minus10;boot_p10_gt_minus5
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL35,LONG,72,H1 retest/hold of prior multi-day structure high with H4/D1 proxy trend agreement.,85,28.507884606625854,20.507884606625854,4.507884606625856,13.344294035823275,54.11764705882353,16.979631301670224,3.52825330495563,59,26,32.164509557439736,-5.943687397144112,50.847457627118644,61.53846153846154,-239.5762725944459,-255.5762725944459,56.25,16,-140.75892617580988,60.0,5,11.76470588235294,41.17647058823529,50,0.04137986389072736,-82.98614447955654,147.97809078667345,43.529411764705884,-100.68288200796306,50.0,-11.827556355506527,21.69893395467426,79.60000000000001,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,oos_gt_0;worst_quarter_slip16_gt_minus10;boot_p10_gt_minus5
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41A_MTF_STRUCTURE_BREAK_RETEST,MTF_BREAK_RETEST_LONG_W96_TOL50,LONG,72,H1 retest/hold of prior multi-day structure high with H4/D1 proxy trend agreement.,85,28.507884606625854,20.507884606625854,4.507884606625856,13.344294035823275,54.11764705882353,16.979631301670224,3.52825330495563,59,26,32.164509557439736,-5.943687397144112,50.847457627118644,61.53846153846154,-239.5762725944459,-255.5762725944459,56.25,16,-140.75892617580988,60.0,5,11.76470588235294,41.17647058823529,50,0.04137986389072736,-82.98614447955654,147.97809078667345,43.529411764705884,-100.68288200796306,50.0,-11.827556355506527,21.69893395467426,79.60000000000001,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,oos_gt_0;worst_quarter_slip16_gt_minus10;boot_p10_gt_minus5
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41E_PRIOR_DAY_LEVEL_RECLAIM_REJECT,PREVDAY_HIGH_RECLAIM_LONG_TOL40,LONG,48,Reclaim/hold above prior-day high during liquid hours after tolerance-controlled retest.,212,21.386322285429955,13.386322285429959,-2.6136777145700427,9.694629554204644,51.886792452830186,8.925949996548983,4.460372288880976,148,64,12.636773293517901,15.11965432922659,53.37837837837838,48.4375,-92.22044867463818,-108.22044867463818,70.58823529411765,17,0.5420800220292988,100.0,5,8.018867924528301,28.77358490566038,151,9.768685891340509,-73.58517382643538,92.77281356299682,37.735849056603776,-104.22345804549427,53.125,-1.147184707939572,13.536031141038823,88.7,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41D_ASIA_RANGE_BREAK_RETEST,ASIA_BREAK_RETEST_LONG_TOL30,LONG,24,London/early-NY break and retest/hold of a completed Asia range high.,301,20.95353834042523,12.95353834042523,-3.0464616595747733,1.2186791597392848,51.49501661129568,0.5020487823169345,12.451489558108294,210,91,0.6601968368648922,41.322787964026,49.047619047619044,57.14285714285714,-40.791969197284075,-56.791969197284075,70.58823529411765,17,-2.0141993923092367,60.0,5,9.634551495016613,29.2358803986711,213,3.833064843951364,-54.51746927001455,59.417841227362715,20.59800664451827,-60.37955420284513,24.175824175824175,4.9985770332216015,12.489543562713447,98.2,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41D_ASIA_RANGE_BREAK_RETEST,ASIA_BREAK_RETEST_LONG_TOL15,LONG,24,London/early-NY break and retest/hold of a completed Asia range high.,297,20.582940098921497,12.582940098921497,-3.4170599010785003,3.061946902655162,51.85185185185185,0.5020487823169345,12.080891316604562,207,90,1.2104405956278248,38.73968895649695,49.275362318840585,57.77777777777777,-40.791969197284075,-56.791969197284075,70.58823529411765,17,-4.9638319025126405,60.0,5,9.764309764309765,29.629629629629626,209,2.877350775282294,-54.51746927001455,59.417841227362715,20.53872053872054,-60.37637429210652,24.444444444444443,5.140779028186622,12.316023021271794,98.4,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41D_ASIA_RANGE_BREAK_RETEST,ASIA_BREAK_RETEST_LONG_TOL45,LONG,24,London/early-NY break and retest/hold of a completed Asia range high.,306,20.3918898643747,12.391889864374702,-3.608110135625301,0.9671714688410731,51.307189542483655,0.5020487823169345,11.889841082057767,214,92,0.6680220434344645,39.66262588264872,49.06542056074766,56.52173913043478,-47.85398462982404,-63.85398462982404,76.47058823529412,17,-1.8783376145127033,60.0,5,9.477124183006536,28.75816993464052,218,3.2538810540931404,-54.583943979989996,59.0391160788939,20.588235294117645,-61.01522659252234,25.0,4.77393471480805,12.450191602549822,98.8,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W168_HTF,LONG,24,Compression-to-expansion candidate requiring two-bar confirmation and explicit trend/volatility gate.,56,20.309197717610004,12.309197717610003,-3.6908022823899955,-4.501284543664045,48.214285714285715,0.5020487823169345,11.807148935293068,39,17,9.000721412145525,19.899231594852036,48.717948717948715,47.05882352941176,-147.06134962583639,-163.06134962583639,50.0,16,-44.50709537116992,60.0,5,19.642857142857142,30.357142857142854,45,2.487277939925059,-56.77811312837289,64.87519487628268,28.57142857142857,-87.79447483264535,47.05882352941176,-8.873694438304884,12.342585325647324,75.3,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,worst_quarter_slip16_gt_minus10;boot_p10_gt_minus5
Stage41_PARALLEL_THESIS_MEGASCAN_V2,41F_MULTIBAR_VOL_REGIME_EXPANSION_CONFIRMATION,MULTIBAR_VOL_EXPAND_LONG_W120_HTF,LONG,24,Compression-to-expansion candidate requiring two-bar confirmation and explicit trend/volatility gate.,43,19.63499792095698,11.634997920956978,-4.3650020790430215,-1.0400964823262733,48.837209302325576,0.5020487823169345,11.132949138640043,30,13,21.89665937282737,-12.045759275666997,53.333333333333336,38.46153846153847,-90.74002634414023,-106.74002634414023,60.0,15,-51.74270556285919,40.0,5,18.6046511627907,25.581395348837212,33,-3.266665662066471,-54.65041868996545,78.65078302770723,32.55813953488372,-107.02347562147052,53.84615384615385,-8.452180845341557,12.316491247356593,79.10000000000001,NO_GO,NO_GO,NO_GO,NO_GO,FAIL_BENCHMARK_OR_STABILITY_RESEARCH_ONLY,oos_gt_0;worst_quarter_slip16_gt_minus10;boot_p10_gt_minus5
